Word	happiness_average	happiness_standard_deviation
helps	6.6	1.5649
highly	6.6	1.178
ideals	6.6	1.6162
lady	6.6	1.4569
lime	6.6	1.3401
popular	6.6	1.2122
proposal	6.6	1.7613
protected	6.6	1.178
relatives	6.6	1.8626
rhymes	6.6	1.6537
singers	6.6	1.5908
specialty	6.6	1.2454
spirit	6.6	1.4983
starry	6.6	1.666
stroll	6.6	1.3997
supported	6.6	1.5386
therapeutic	6.6	1.5649
unlimited	6.6	1.6288
visiting	6.6	1.2122
expressions	6.6	1.2965
efficiency	6.59	1.3681
sleeps	6.59	1.4708
vocals	6.59	1.4566
impress	6.58	1.4708
sympathetic	6.58	1.7484
advance	6.58	1.3262
advanced	6.58	1.0708
arts	6.58	1.9388
available	6.58	1.0897
baking	6.58	1.5661
classic	6.58	1.5791
classical	6.58	1.401
colour	6.58	1.5265
drawing	6.58	1.1082
english	6.58	1.4859
exhibition	6.58	1.4155
expecting	6.58	1.2469
fish	6.58	1.7507
goodnight	6.58	1.2469
invented	6.58	1.0319
islands	6.58	1.9493
language	6.58	1.2137
majesty	6.58	1.6914
me	6.58	1.4299
preferred	6.58	0.9495
radio	6.58	1.6047
ready	6.58	1.1622
relative	6.58	1.2631
sale	6.58	1.6424
solve	6.58	1.2304
springs	6.58	1.2469
student	6.58	1.2469
symphony	6.58	1.7507
traditions	6.58	1.6424
understood	6.58	1.1796
upgrade	6.58	1.1796
usa	6.58	1.8416
saviour	6.57	1.5275
skill	6.57	1.3385
belonged	6.56	1.2532
muscles	6.56	1.4053
able	6.56	1.248
ahaha	6.56	1.728
butter	6.56	1.514
circus	6.56	1.9604
cosmic	6.56	1.445
coupon	6.56	1.2316
diploma	6.56	1.7398
donations	6.56	1.3118
e-mail	6.56	1.2316
encore	6.56	1.402
film	6.56	1.58
guidance	6.56	1.1278
illustration	6.56	1.2316
increase	6.56	1.1095
international	6.56	1.2643
ipod	6.56	1.7515
morning	6.56	1.95
natural	6.56	1.4868
okay	6.56	1.3118
preservation	6.56	1.248
progressive	6.56	1.3273
protection	6.56	1.3273
raised	6.56	1.2316
showers	6.56	1.0529
tacos	6.56	1.4868
teach	6.56	1.5539
traveler	6.56	1.445
understand	6.56	1.7043
universities	6.56	1.6801
worldwide	6.56	1.2643
privileges	6.55	1.7207
accepted	6.54	1.4598
adoption	6.54	1.4598
asset	6.54	1.6189
blanket	6.54	1.0919
cats	6.54	2.0224
cleaned	6.54	1.5147
coin	6.54	1.1817
cooked	6.54	1.0919
crystal	6.54	1.5012
dawn	6.54	1.3881
dearly	6.54	1.2488
discovery	6.54	1.4172
done	6.54	1.4316
eager	6.54	1.3126
emails	6.54	1.1817
exercises	6.54	1.2969
found	6.54	1.1817
give	6.54	1.7286
groovy	6.54	1.7637
haven	6.54	1.6439
invited	6.54	1.2324
iphone	6.54	1.854
moral	6.54	1.8649
nephew	6.54	1.6189
orange	6.54	1.8649
overcome	6.54	1.6686
pays	6.54	1.7404
potato	6.54	0.9304
premiere	6.54	1.5147
pride	6.54	1.7404
receiving	6.54	1.2324
recognition	6.54	1.1817
reindeer	6.54	1.8318
right	6.54	1.2651
rising	6.54	1.1104
save	6.54	1.1643
scholars	6.54	1.2969
shelter	6.54	1.3126
solar	6.54	1.4172
spontaneous	6.54	1.3584
tasting	6.54	1.1466
ultimate	6.54	1.2324
visit	6.54	1.1988
advantages	6.53	1.3709
sailed	6.53	1.5289
feather	6.52	1.3207
ambitious	6.52	1.2493
baker	6.52	1.4177
brain	6.52	1.5285
champ	6.52	1.8653
communication	6.52	1.7984
compensation	6.52	1.6932
ease	6.52	1.5939
ethics	6.52	1.3589
extra	6.52	1.4032
fries	6.52	1.3738
growing	6.52	0.9947
guest	6.52	1.5016
incredibly	6.52	1.313
initiative	6.52	1.1993
jesus	6.52	1.9298
lips	6.52	1.2656
literature	6.52	1.7984
nights	6.52	1.5151
phenomenon	6.52	1.1822
planet	6.52	1.555
poem	6.52	1.581
poet	6.52	1.0736
prefer	6.52	1.0349
read	6.52	1.581
sang	6.52	1.313
soup	6.52	1.6689
surf	6.52	1.3738
swimming	6.52	1.2162
videos	6.52	1.581
wings	6.52	1.2816
world	6.52	1.6567
amore	6.51	1.7335
bounce	6.51	1.5017
cultures	6.51	1.6724
eden	6.51	1.5562
interaction	6.51	1.2268
mercedes	6.51	1.9485
velvet	6.51	1.2603
balanced	6.51	1.4384
agriculture	6.5	1.2976
allies	6.5	1.2495
americans	6.5	1.6933
bells	6.5	1.185
chips	6.5	1.3887
contribute	6.5	1.359
couples	6.5	1.1995
cousins	6.5	1.4321
deals	6.5	1.5811
determined	6.5	1.5286
eaten	6.5	1.2164
fame	6.5	1.7409
gives	6.5	1.2817
hire	6.5	1.3439
innocence	6.5	1.7291
ipad	6.5	1.8098
leadership	6.5	1.594
legend	6.5	1.4321
lounge	6.5	1.3439
mature	6.5	1.2657
newest	6.5	1.5551
newly	6.5	1.2495
performing	6.5	1.3132
receive	6.5	1.1112
recipe	6.5	1.4463
roast	6.5	1.4463
starting	6.5	1.0546
stunning	6.5	2.1783
tales	6.5	1.594
elder	6.49	1.309
grows	6.49	1.3559
herb	6.49	1.7093
illustrations	6.49	1.4012
rays	6.49	1.416
relevant	6.49	1.0433
sanity	6.49	1.3712
acoustic	6.48	1.4462
always	6.48	1.2493
answers	6.48	1.1471
bible	6.48	1.9403
boost	6.48	1.2329
clap	6.48	1.6567
dining	6.48	1.7524
electronics	6.48	1.1993
exclusive	6.48	1.4602
family's	6.48	2.0627
gathering	6.48	1.2329
hehe	6.48	1.6932
humble	6.48	1.2974
information	6.48	1.0544
italian	6.48	1.6318
library	6.48	1.764
mate	6.48	1.7756
modern	6.48	1.1822
offers	6.48	1.555
paperbacks	6.48	1.8097
perform	6.48	1.2329
poems	6.48	1.568
potatoes	6.48	1.1471
prayer	6.48	2.2061
pumpkin	6.48	1.7407
restored	6.48	1.2162
rights	6.48	1.555
scholar	6.48	1.1292
screenplay	6.48	1.2329
shopper	6.48	1.4462
sings	6.48	1.787
soft	6.48	1.2162
starbucks	6.48	1.6932
story	6.48	1.3438
supporting	6.48	0.9739
video	6.48	1.111
instrumental	6.48	1.0104
backyard	6.47	1.6721
drums	6.47	1.5825
virtue	6.47	1.769
activities	6.46	1.2157
athletic	6.46	1.5147
clothes	6.46	1.2324
cultivated	6.46	1.3584
forever	6.46	1.4598
goods	6.46	1.1466
grass	6.46	1.3881
higher	6.46	1.2157
literary	6.46	1.3584
london	6.46	1.6315
memory	6.46	1.2811
mint	6.46	1.3126
nephews	6.46	1.7867
prime	6.46	1.2811
prospect	6.46	1.5012
reception	6.46	1.1287
recommended	6.46	1.0343
research	6.46	1.0919
resource	6.46	1.5147
resources	6.46	1.1466
riverside	6.46	1.7049
rocking	6.46	1.4737
scored	6.46	1.6439
talking	6.46	1.2324
believer	6.46	1.5431
functioning	6.46	1.237
poets	6.46	1.6497
boats	6.45	1.2427
remedy	6.45	1.5419
tender	6.45	1.7207
aaah	6.44	1.6922
beatles	6.44	2.3313
chance	6.44	1.4165
coast	6.44	1.3874
draw	6.44	1.402
earth	6.44	1.8201
eats	6.44	1.6433
effectively	6.44	1.6056
familiar	6.44	1.2643
fast	6.44	1.2316
forgive	6.44	1.2803
gained	6.44	1.5928
graphics	6.44	1.248
improve	6.44	1.5005
increases	6.44	1.6056
infinite	6.44	1.5005
languages	6.44	1.3577
likely	6.44	1.2149
nap	6.44	1.9183
philosophy	6.44	1.3118
phone	6.44	1.4309
prince	6.44	1.3426
princes	6.44	1.5928
professional	6.44	1.1634
revival	6.44	1.0333
rice	6.44	1.6801
rides	6.44	1.3426
satisfactory	6.44	1.6056
scientific	6.44	1.5274
scoring	6.44	1.248
sis	6.44	1.3118
soccer	6.44	1.5407
supermarkets	6.44	1.445
support	6.44	1.4309
teachers	6.44	1.2961
teaching	6.44	1.198
wage	6.44	1.2961
whale	6.44	1.567
wink	6.44	1.1457
wit	6.44	1.514
accept	6.42	1.0708
assist	6.42	1.295
band	6.42	1.553
chat	6.42	1.1796
composer	6.42	1.401
contribution	6.42	1.4859
cousin	6.42	1.1265
curves	6.42	1.2304
dates	6.42	1.295
delivered	6.42	1.1968
environmental	6.42	1.401
evening	6.42	1.2137
feed	6.42	1.1968
fest	6.42	1.4441
gaming	6.42	1.8745
india	6.42	1.9804
interests	6.42	1.7738
jazz	6.42	1.4581
novelist	6.42	1.7272
panties	6.42	1.9388
partnership	6.42	1.4441
party's	6.42	1.6299
portrait	6.42	1.3716
remember	6.42	1.4859
residence	6.42	1.2631
shore	6.42	1.6174
simply	6.42	1.3566
stream	6.42	1.4995
traveled	6.42	1.3864
wine	6.42	2.1198
wondered	6.42	1.2792
farming	6.42	1.5275
hats	6.41	1.3216
hearted	6.41	1.3832
1980s	6.4	1.8952
actress	6.4	1.7261
adopt	6.4	1.4708
altogether	6.4	1.3702
architecture	6.4	1.4708
australia	6.4	1.5908
baked	6.4	1.8844
buying	6.4	1.2936
ceremony	6.4	1.5649
charity	6.4	1.906
chicken	6.4	1.6288
chorus	6.4	1.2617
consciousness	6.4	1.4846
cultivation	6.4	1.1952
dating	6.4	1.4846
deserve	6.4	1.3553
destination	6.4	1.4286
documentary	6.4	1.178
drawings	6.4	1.5119
educational	6.4	1.4846
electronic	6.4	1.3248
equally	6.4	1.5518
europe	6.4	1.7613
floating	6.4	1.6162
futures	6.4	1.4286
gain	6.4	1.5386
generations	6.4	1.3553
gmail	6.4	1.5908
hills	6.4	1.4142
increasing	6.4	1.2936
kidding	6.4	1.3702
launch	6.4	1.2936
light	6.4	1.5119
mountain	6.4	1.7143
participate	6.4	1.2617
pics	6.4	1.3553
playin	6.4	1.807
poetry	6.4	1.906
possibility	6.4	1.2454
provide	6.4	1.088
resolved	6.4	1.4708
shores	6.4	1.6162
studies	6.4	1.3702
summer	6.4	2.3905
tennis	6.4	1.4142
touch	6.4	1.2778
touched	6.4	1.2289
tradition	6.4	1.6162
twins	6.4	1.6537
visits	6.4	1.2936
wages	6.4	1.3401
waves	6.4	1.3997
willing	6.4	1.0302
younger	6.4	1.4983
exercised	6.39	1.5848
enabled	6.39	1.3817
greeks	6.39	1.2216
purely	6.39	1.4835
seeds	6.39	1.4974
sixteen	6.39	1.4835
softly	6.39	1.525
cradle	6.38	1.6091
80's	6.38	1.713
americas	6.38	1.0859
arose	6.38	1.2103
bigger	6.38	1.3981
boyfriend	6.38	1.7248
breath	6.38	1.5765
committed	6.38	1.4126
contributing	6.38	1.4831
craft	6.38	1.5765
designers	6.38	1.4831
development	6.38	1.4968
distinction	6.38	1.2436
faster	6.38	1.3536
functional	6.38	1.1229
giveaway	6.38	1.783
increased	6.38	1.4693
lamb	6.38	1.2599
leader	6.38	1.3384
lottery	6.38	2.1275
maximum	6.38	1.5238
meet	6.38	1.2599
neighborhood	6.38	1.2919
ownership	6.38	1.4126
painter	6.38	1.0476
played	6.38	1.427
preserve	6.38	1.4968
purchased	6.38	1.2271
queens	6.38	1.6646
reasonable	6.38	0.8303
revenues	6.38	1.4968
rocket	6.38	1.7366
sails	6.38	1.3834
saves	6.38	1.5238
score	6.38	1.0859
seeing	6.38	1.3076
silver	6.38	1.9048
skills	6.38	1.5504
sung	6.38	1.2436
tasted	6.38	1.3231
tastes	6.38	1.76
thinks	6.38	1.2271
thought	6.38	1.3384
touches	6.38	1.2599
we	6.38	1.3076
agricultural	6.38	1.4468
belle	6.37	1.537
explore	6.37	1.3338
sketch	6.37	1.5233
voluntary	6.37	1.2365
acquire	6.36	1.3211
april	6.36	1.5221
architect	6.36	1.1386
broadway	6.36	1.3516
calm	6.36	1.6005
climbed	6.36	1.3962
colleagues	6.36	1.5748
curious	6.36	1.2739
definite	6.36	1.4675
democracy	6.36	1.7233
deposit	6.36	1.4813
developed	6.36	1.4813
distinguished	6.36	1.4251
dressed	6.36	1.1205
drink	6.36	1.77
employment	6.36	1.7815
farms	6.36	1.5086
fashion	6.36	1.8043
gravy	6.36	1.7815
guiding	6.36	1.1021
imagined	6.36	1.495
innocent	6.36	1.3815
instantly	6.36	1.0645
interest	6.36	1.5354
justified	6.36	1.2081
logical	6.36	1.3962
mail	6.36	1.6874
maintained	6.36	1.4394
mario	6.36	1.4394
mobile	6.36	1.2081
mp3	6.36	1.5086
obtained	6.36	1.2081
original	6.36	1.4394
patience	6.36	1.663
performed	6.36	1.4675
please	6.36	1.6753
prayed	6.36	1.663
rain	6.36	1.9141
rational	6.36	1.4107
relation	6.36	1.1563
rings	6.36	1.6995
rise	6.36	1.5618
rudolph	6.36	1.6132
teacher	6.36	1.5354
technologies	6.36	1.6874
value	6.36	1.2415
vegas	6.36	1.793
volunteer	6.36	1.3815
wifi	6.36	1.5221
revealed	6.35	1.5087
branches	6.35	1.1998
existed	6.35	1.4369
spotlight	6.35	1.3401
bread	6.34	1.7567
castle	6.34	1.7096
cheddar	6.34	1.7096
clouds	6.34	1.9755
clubs	6.34	1.4654
colleges	6.34	1.2715
completely	6.34	1.3032
connected	6.34	0.9817
december	6.34	1.8473
dew	6.34	1.4086
employ	6.34	1.423
exists	6.34	1.3494
expedition	6.34	1.2224
experience	6.34	1.2056
farmers	6.34	1.1886
firefox	6.34	1.2715
football	6.34	2.0062
grant	6.34	1.7215
hiring	6.34	1.8026
hollywood	6.34	1.7215
house	6.34	1.6239
illustrated	6.34	1.0806
images	6.34	1.2224
jeans	6.34	1.891
largest	6.34	1.3793
linguistic	6.34	1.394
lord	6.34	1.8251
purchase	6.34	1.0224
received	6.34	1.1537
released	6.34	1.5201
saint	6.34	1.8026
scientists	6.34	1.4654
september	6.34	1.4086
soon	6.34	0.8947
soul	6.34	1.6734
soundtrack	6.34	1.7096
studio	6.34	1.3644
tickets	6.34	1.2554
wave	6.34	1.1537
continuity	6.33	1.6252
equilibrium	6.33	1.5192
activity	6.32	0.9988
agreement	6.32	1.2196
amor	6.32	1.6591
arrival	6.32	1.0774
arrive	6.32	0.8437
asian	6.32	1.4907
bbq	6.32	1.5576
bedtime	6.32	1.5964
berry	6.32	1.3768
brunch	6.32	1.2848
commitment	6.32	1.4348
date	6.32	1.6092
deal	6.32	1.0774
democratic	6.32	1.6591
design	6.32	1.1328
designer	6.32	1.6343
devotion	6.32	2.0941
experiences	6.32	1.0774
fly	6.32	1.3005
foxy	6.32	1.9424
france	6.32	1.3768
handy	6.32	1.1683
importance	6.32	1.1328
important	6.32	1.3316
jamaica	6.32	1.7076
jobs	6.32	1.7431
june	6.32	1.3915
kin	6.32	1.5043
lights	6.32	1.4061
mornings	6.32	2.2264
newspaper	6.32	1.3468
offering	6.32	1.6468
organic	6.32	1.6343
parade	6.32	1.9319
pink	6.32	1.2027
published	6.32	1.3161
reader	6.32	1.1856
remembered	6.32	1.7893
resolve	6.32	1.1683
ring	6.32	1.6835
rofl	6.32	1.8344
selected	6.32	1.1683
snow	6.32	2.1801
streams	6.32	1.5312
sufficient	6.32	1.2526
sufficiently	6.32	1.2196
sure	6.32	1.4907
universal	6.32	1.4907
unlocked	6.32	1.3768
visitors	6.32	1.6956
waters	6.32	1.1507
women's	6.32	1.4348
worship	6.32	1.4769
writers	6.32	1.2688
assembled	6.31	1.3862
chickens	6.31	1.4166
wheat	6.31	1.3862
connections	6.31	1.2111
scent	6.31	1.2451
volumes	6.31	1.2943
whistle	6.31	1.4024
absolutely	6.3	1.4178
atmosphere	6.3	1.1995
belongs	6.3	1.1473
bought	6.3	1.233
chess	6.3	1.5682
christian	6.3	1.6444
clear	6.3	1.1294
clearer	6.3	1.5419
commonwealth	6.3	1.3132
conversations	6.3	1.0546
designed	6.3	0.953
downloaded	6.3	1.4604
earrings	6.3	1.5682
engineer	6.3	1.1824
epic	6.3	1.1824
exercise	6.3	1.6444
expansion	6.3	1.488
feeding	6.3	1.3132
flowing	6.3	1.374
headphones	6.3	1.1824
indians	6.3	1.6933
joined	6.3	1.0926
lipstick	6.3	1.5286
metropolitan	6.3	1.6812
mine	6.3	1.359
myself	6.3	1.669
paint	6.3	1.0738
painted	6.3	0.9949
plane	6.3	1.632
produced	6.3	1.1995
protecting	6.3	1.6067
reasoning	6.3	1.2495
relations	6.3	1.6067
salvation	6.3	1.9193
sciences	6.3	1.3286
sense	6.3	1.0351
software	6.3	1.4321
suite	6.3	1.5017
surplus	6.3	1.4178
swing	6.3	1.2657
visited	6.3	1.4178
cheeks	6.29	1.5293
observation	6.29	1.3202
calcium	6.29	1.3844
conceived	6.29	1.6202
rum	6.29	2.0917
amigo	6.28	1.8956
babes	6.28	1.7501
begin	6.28	1.1256
breathe	6.28	1.5258
bridegroom's	6.28	1.6418
buy	6.28	1.3559
community	6.28	1.3856
cooler	6.28	1.3099
country	6.28	1.7148
disco	6.28	1.7148
emerging	6.28	0.9697
england	6.28	1.5258
experts	6.28	1.4434
fairly	6.28	1.1613
fix	6.28	1.5258
founded	6.28	1.2461
globe	6.28	1.4291
honorary	6.28	1.4988
hoped	6.28	1.1073
introduced	6.28	1.3559
lead	6.28	1.4574
listening	6.28	1.4434
lots	6.28	1.4291
market	6.28	1.6041
monkey	6.28	1.7148
olympic	6.28	1.5654
pioneer	6.28	1.5258
plaza	6.28	1.0309
professionals	6.28	1.4003
reflect	6.28	1.0887
remembering	6.28	1.2623
reputation	6.28	1.3708
sentimental	6.28	1.6665
skype	6.28	1.4574
students	6.28	1.8299
sweden	6.28	1.5124
technological	6.28	1.4003
themes	6.28	1.2461
thinking	6.28	1.2943
tips	6.28	1.5784
vehicles	6.28	1.4988
village	6.28	1.1256
virginia	6.28	1.4291
website	6.28	1.1613
white	6.28	1.5391
wines	6.28	2.3737
reasonably	6.27	1.3643
uptown	6.27	1.1982
aims	6.27	1.2209
observe	6.27	1.3659
regards	6.27	1.335
allows	6.26	1.192
appropriate	6.26	1.2423
australian	6.26	1.2257
blackberry	6.26	1.6389
breathing	6.26	1.2257
camp	6.26	1.5361
cars	6.26	1.688
considerable	6.26	1.0264
costume	6.26	1.7591
degree	6.26	1.5884
develop	6.26	1.0461
egypt	6.26	1.1572
events	6.26	1.4682
flag	6.26	1.3063
gave	6.26	1.2906
gods	6.26	1.9146
gr8	6.26	1.7591
hotels	6.26	1.482
human	6.26	1.6389
indian	6.26	1.7706
leap	6.26	1.2906
lifetime	6.26	1.6264
magnetic	6.26	1.2906
mirror	6.26	1.1031
mmmm	6.26	1.5624
occasion	6.26	1.1747
produce	6.26	1.1214
prominent	6.26	1.1031
promises	6.26	1.5493
proved	6.26	1.9358
raising	6.26	1.2257
school	6.26	1.8824
shirt	6.26	1.3372
spark	6.26	1.6637
surely	6.26	1.2586
team	6.26	1.4259
travelers	6.26	1.5624
upcoming	6.26	1.0264
us	6.26	1.7591
valley	6.26	1.1572
vintage	6.26	1.3372
proteins	6.25	1.28
almighty	6.24	2.0466
horizon	6.24	1.3155
insight	6.24	1.5749
ooooh	6.24	1.9422
poetic	6.24	1.7973
spirits	6.24	1.7973
aboard	6.24	1.3786
acknowledge	6.24	1.318
actors	6.24	1.2048
advances	6.24	1.3486
aid	6.24	1.3637
answer	6.24	1.5722
athletes	6.24	1.3786
bowling	6.24	1.5059
boy	6.24	1.2867
built	6.24	1.1877
choice	6.24	1.318
constitution	6.24	1.3486
conversation	6.24	1.4507
cowboy	6.24	1.4078
day	6.24	1.3637
deliver	6.24	1.0214
developments	6.24	1.0984
distinctive	6.24	1.3024
dvds	6.24	1.4507
edison	6.24	1.135
eighteen	6.24	1.4647
enterprise	6.24	1.2382
eyes	6.24	1.0984
flying	6.24	1.6483
grad	6.24	1.2867
grammy	6.24	1.3786
grill	6.24	1.6971
halloween	6.24	2.0057
holland	6.24	1.3024
jelly	6.24	1.318
jingle	6.24	1.7792
legitimate	6.24	1.6107
making	6.24	1.1877
more	6.24	0.9596
options	6.24	0.9381
possible	6.24	1.598
practical	6.24	1.2867
proceeds	6.24	1.1168
proposed	6.24	1.6971
provides	6.24	1.4647
queen	6.24	1.7907
revolutionary	6.24	1.8578
rises	6.24	1.2545
samsung	6.24	1.2048
self	6.24	1.2382
show	6.24	1.4923
sooner	6.24	1.3933
speed	6.24	1.4786
strategy	6.24	1.2382
tale	6.24	1.135
tip	6.24	1.0412
updating	6.24	1.0606
vip	6.24	1.4507
websites	6.24	1.4923
worlds	6.24	1.5592
writing	6.24	1.6483
xbox	6.24	1.7445
you	6.24	1.546
yours	6.24	1.3786
yourself	6.24	1.5059
collective	6.23	1.3707
embrace	6.22	1.8959
produces	6.22	1.3427
meanings	6.22	1.3295
accompanied	6.22	1.1119
advice	6.22	1.5022
all	6.22	1.4039
answered	6.22	1.3445
architectural	6.22	1.1301
asia	6.22	1.9513
authors	6.22	1.6817
avid	6.22	1.148
batman	6.22	1.5945
big	6.22	1.5022
breast	6.22	1.4469
bro	6.22	1.2982
build	6.22	1.0746
chef	6.22	1.8327
clowns	6.22	1.8438
contacts	6.22	1.2002
contributions	6.22	1.5556
cotton	6.22	1.2824
cowboys	6.22	1.6695
decent	6.22	1.7058
designs	6.22	1.6573
downloading	6.22	1.3596
environment	6.22	1.7177
evolution	6.22	1.6073
farm	6.22	1.5817
finishing	6.22	1.6573
fit	6.22	1.5158
foundations	6.22	1.1657
full	6.22	1.2171
guys	6.22	1.4184
instrument	6.22	1.2337
join	6.22	1.5556
karma	6.22	1.7296
knight	6.22	1.4609
lives	6.22	1.148
logic	6.22	1.4748
milk	6.22	1.9303
most	6.22	1.5556
neon	6.22	1.2337
night	6.22	1.2982
package	6.22	1.4748
participation	6.22	1.148
penny	6.22	1.7058
pregnant	6.22	2.0829
properly	6.22	1.0554
quest	6.22	1.4609
restoration	6.22	1.3445
seventeen	6.22	1.5425
social	6.22	1.0359
styles	6.22	1.016
supports	6.22	1.5292
tech	6.22	1.3293
thai	6.22	1.3596
thoughts	6.22	1.5425
today	6.22	1.4469
transformation	6.22	1.2982
treaty	6.22	1.3293
tribute	6.22	1.3596
aesthetic	6.21	1.5839
upside	6.21	1.3832
behold	6.2	1.4574
dough	6.2	1.4574
sands	6.2	1.5135
3-bedroom	6.2	1.2617
actor	6.2	1.3553
agreements	6.2	1.5649
arise	6.2	1.1249
assured	6.2	1.5649
bubble	6.2	1.5518
cereal	6.2	1.3997
definitely	6.2	1.4142
dime	6.2	1.3553
engage	6.2	1.3401
erected	6.2	1.4846
estate	6.2	1.666
ethical	6.2	1.3702
everybody	6.2	1.2122
faces	6.2	1.4569
feeds	6.2	1.4708
haircut	6.2	1.5119
halo	6.2	1.807
jacket	6.2	1.1249
joining	6.2	1.1066
kingdom	6.2	1.3248
lifted	6.2	1.2289
listened	6.2	1.2778
meat	6.2	2.1381
menu	6.2	1.2936
nurse	6.2	1.2617
opening	6.2	0.9258
pension	6.2	2.0
phd	6.2	1.5119
phones	6.2	1.4286
plans	6.2	1.0102
premier	6.2	1.0498
proposals	6.2	1.6903
protein	6.2	1.3093
providence	6.2	1.7496
recommendations	6.2	1.4142
sexual	6.2	1.4569
soda	6.2	1.7379
spain	6.2	1.6903
stable	6.2	1.3702
succession	6.2	1.2936
supporters	6.2	1.5779
taco	6.2	1.7496
think	6.2	1.2936
trading	6.2	1.2454
upward	6.2	1.5119
yields	6.2	1.4286
sailor	6.19	1.2272
dynamics	6.19	1.3153
lyrical	6.19	1.5527
copper	6.18	1.603
realise	6.18	1.2529
righteous	6.18	1.822
transformed	6.18	1.1488
venus	6.18	1.5636
80s	6.18	1.7106
advocates	6.18	1.4665
aha	6.18	1.2567
ate	6.18	1.4525
atlantic	6.18	1.207
awareness	6.18	1.2887
balance	6.18	1.6123
blonde	6.18	1.5996
burger	6.18	2.3008
buyer	6.18	1.1551
certificate	6.18	1.1373
chances	6.18	1.0437
chief	6.18	1.1551
clearly	6.18	1.1192
cultural	6.18	1.1551
draws	6.18	1.32
driving	6.18	1.6499
duck	6.18	1.3952
eagle	6.18	1.8811
emotions	6.18	1.7106
established	6.18	1.1726
experiments	6.18	1.5996
expression	6.18	1.3045
fishing	6.18	1.826
fri	6.18	2.0572
fully	6.18	1.2237
informed	6.18	1.3354
initiated	6.18	1.3805
italy	6.18	1.4665
king	6.18	1.5609
land	6.18	1.3354
lion	6.18	1.6123
miami	6.18	1.746
midnight	6.18	1.4241
mineral	6.18	1.0039
nomination	6.18	1.207
oak	6.18	1.4665
occasions	6.18	1.5077
philosophical	6.18	1.3805
playlist	6.18	1.6123
profound	6.18	1.5477
provided	6.18	1.1899
resolution	6.18	1.2887
riding	6.18	1.3952
safety	6.18	1.7343
scientist	6.18	1.2887
she	6.18	1.5868
sight	6.18	0.9833
spice	6.18	1.7225
steady	6.18	1.3354
survey	6.18	1.5077
swiss	6.18	1.6499
t-shirt	6.18	1.4384
tiger	6.18	1.746
tomorrow	6.18	1.3805
tourist	6.18	1.4241
tournament	6.18	1.3805
trade	6.18	1.0039
trains	6.18	1.32
tune	6.18	1.4241
victor	6.18	1.7225
walking	6.18	1.5609
wireless	6.18	1.5996
www	6.18	1.5609
yea	6.18	1.6744
beds	6.17	1.7177
preference	6.17	0.9964
applying	6.16	1.1609
crop	6.16	1.2474
enable	6.16	1.1963
interactions	6.16	1.1609
narrative	6.16	1.241
railway	6.16	1.3439
afford	6.16	1.2349
allowing	6.16	1.0947
automobile	6.16	1.3756
bands	6.16	1.4619
boys	6.16	1.2349
cds	6.16	1.2014
christ	6.16	2.3067
dictionary	6.16	1.5696
downloads	6.16	1.1314
eagles	6.16	1.4479
engaged	6.16	1.9625
especially	6.16	1.0174
fiction	6.16	1.4337
grocery	6.16	1.7304
hotel	6.16	1.5954
houses	6.16	1.6333
hubby	6.16	1.7186
included	6.16	1.2993
lemon	6.16	1.3456
mellow	6.16	1.5301
minds	6.16	1.2349
my	6.16	1.2835
own	6.16	1.9205
pacific	6.16	1.1843
people	6.16	1.5826
planning	6.16	1.4619
polish	6.16	1.3903
premium	6.16	1.4479
providing	6.16	1.2014
readers	6.16	1.2349
rocked	6.16	1.4479
sausage	6.16	1.8223
south	6.16	1.6081
transportation	6.16	1.6826
turkey	6.16	1.8111
wed	6.16	1.8223
wheels	6.16	1.2182
woods	6.16	1.3303
yacht	6.16	1.3607
livin	6.15	1.5977
believing	6.14	1.5275
chemistry	6.14	1.3994
continuous	6.14	1.1365
persons	6.14	1.2748
seed	6.14	1.3844
sheep	6.14	1.5411
successive	6.14	1.4142
adult	6.14	1.3403
amsterdam	6.14	1.4984
arises	6.14	1.1068
arrived	6.14	1.3999
asleep	6.14	1.7498
aviation	6.14	1.3403
basketball	6.14	2.0899
browser	6.14	1.0304
cathedral	6.14	1.552
cd	6.14	1.3554
cheek	6.14	1.5909
combination	6.14	1.143
conscious	6.14	1.3852
cricket	6.14	1.6164
debut	6.14	1.2618
dividends	6.14	1.552
drinking	6.14	1.7144
elizabeth	6.14	1.7263
eye	6.14	1.4287
generate	6.14	1.1608
granted	6.14	1.8071
guests	6.14	1.3852
huge	6.14	1.7025
jumping	6.14	1.578
kindle	6.14	1.2456
launches	6.14	1.125
mend	6.14	1.2124
models	6.14	1.578
mutual	6.14	1.1068
offered	6.14	1.3999
places	6.14	1.1608
plan	6.14	1.2779
principles	6.14	1.3999
recovering	6.14	1.3095
respectively	6.14	1.2124
restore	6.14	1.1608
ride	6.14	1.3852
rock	6.14	1.2938
shirts	6.14	1.0304
sony	6.14	1.3554
strategies	6.14	1.4429
strongly	6.14	1.2779
temple	6.14	1.4144
thousands	6.14	1.0692
tonight	6.14	1.3403
trail	6.14	1.143
twin	6.14	1.2938
up	6.14	1.5254
updates	6.14	1.2124
vagina	6.14	1.8071
yahoo	6.14	1.738
receives	6.13	1.4237
exclusively	6.12	1.4385
writings	6.12	1.6964
destiny	6.12	1.4525
outcomes	6.12	1.4381
quicker	6.12	1.1481
boulevard	6.12	1.2558
