Word	eo
beaches	la strandoj
beacon	lumo
bead	bido
beading	beading
beads	bidoj
beady	beady
beagle	beagle
beak	beko
beaker	buklo
beam	fasko
beaming	rakante
bean	fabo
beanbag	fiŝo
beanie	beanie
bear	urso
bearable	bearable
beard	barbo
bearded	barba
bearer	portanto
bearing	portante
bearings	portadoj
bearish	bajista
bearskin	buklo
beast	besto
beastly	besto
beat	bati
beaten	batita
beater	batilo
beating	batante
beatnik	beatnik
beau	beau
beautification	beleco
beautiful	bela
beautify	beautiigi
beauty	beleco
beaver	kastoro
bebop	bebop
beck	beko
beckon	punkto
become	iĝi
bed	lito
bedding	bedding
bedpan	bedpano
bedrock	truko
bedroom	dormoĉambro
bedside	liton
bedspread	litero
bedtime	dormi
bee	abelo
beef	bovaĵo
beefsteak	beefsteak
beehive	abelujo
beep	bapi
beeper	beeper
beer	biero
bees	abeloj
beeswax	abelo
beetle	skarabo
befall	okazos
befitting	konvena
befriend	amiko
befuddled	befuddled
beg	petegi
beggar	almozulo
begging	petegante
begin	komencu
beginner	komencanto
beginning	komencante
beginnings	komencoj
begrudge	begrudge
begun	komencita
behappy	NO TRANSLATION
behave	konduti
behavior	konduto
behavioral	konduto
behemoth	behemot
behest	Behest
behold	jen
beholden	vidu
beholder	rigardanto
beige	beige
belated	ĉagrenita
belay	belay
belch	belch
belief	kredo
believable	kredebla
believe	kredas
believed	kredis
believer	kredanto
believing	kredante
belittle	batala
belittled	belita
bell	sonorilo
bellboy	bellboy
bellhop	sonorilo
belligerent	beligema
bellman	tondisto
bellow	bellow
bellows	fuelle
belly	ventro
bellybutton	umbiliko
bellyful	belly
belong	apartenas
belongings	apartenajxoj
beloved	amataj
belt	zono
beluga	beluga
bemused	bemused
bench	benko
bend	kliniĝu
bender	bendi
bending	kliniĝanta
beneath	malsupre
benedictory	benedictoria
benefactor	bonfaranto
beneficial	utila
beneficiary	profitiganto
benefit	profito
benevolence	bonvoleco
benevolent	bonvole
benign	benigna
bent	klinita
benzene	benzeno
bequeath	legado
bequest	konkurenco
bereaved	malaperis
bereavement	malaltiĝo
bereft	malfeliĉa
beret	bereto
bergamot	bergamoto
berlin	berlino
berserk	berserk
berth	pordo
beryllium	berilio
beseech	petegu vin
beset	beset
bestdayever	plej bone
bestfeeling	plej bone
bestfriends	plej bonaj amikoj
bestial	bestial
besties	besties
bestow	donaci
bestseller	furorlibro
bet	vetas
beta	beta
betray	perfidi
betrayal	perfido
betrayed	perfidita
betrothed	fianĉino
betterment	plibonigo
betting	vetante
betty	betty
bevel	bevelo
beverage	trinkaĵo
bevy	bevy
beware	gardu vin
bewilder	sensenca
bewildered	maltrankviligita
bewilderment	sensencaĵo
bias	paŭzo
biased	parcial
bib	bib
bible	biblio
biblical	biblia
bibliography	Bibliografio
bicarbonate	bicarbonato
bicentennial	ducentjariĝo
biceps	biceps
bicker	bicker
bickering	bokado
bicolor	duono
bicycle	biciklo
bid	ofertu
bidder	proponanto
bidding	ofertado
bide	NO TRANSLATION
biennial	dujara
bier	NO TRANSLATION
bifurcation	forko
big	granda
bigamy	bigamio
bigday	granda tago
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	granda buŝo
bigot	granda
bigoted	bigote
bigotry	malpaco
bike	biciklo
biker	bikisto
bikini	bikino
bilateral	duflanke
bilayer	bilayer
bile	bile
bilge	belo
bilingual	dulingva
bill	beko
billboard	afiŝtabulo
billet	bilo
billiard	bilardo
billiards	bilardo
billing	fakturo
billion	miliardo
billionaire	miliardulo
billy	miliono
bimbo	bimbo
bimonthly	duonate
bin	bin
binary	binara
bind	ligi
binder	ligilo
bindery	ligo
binding	liganta
bing	bing
binge	binge
bingo	bingo
binocular	manumbutono
binoculars	manumbutonoj
binomial	binomo
bio	bio
biochemical	biokemia
biochemist	biokemiisto
biochemistry	biokemio
biogenesis	biogenesis
biographer	biografo
biography	biografio
biological	biologia
biologist	biologo
biology	biologio
bionic	bionika
biopsy	biopsio
biosphere	biosfera
bipartite	bipartita
bipolar	bipolar
birch	betulo
bird	birdo
birdcage	birdo
birdie	birdie
birdman	birdisto
birth	naskiĝo
birthday	naskiĝtago
birthing	naskiĝo
birthmark	naskiĝmarko
birthplace	naskiĝloko
birthright	unuenaskiteco
bis	NO TRANSLATION
biscuit	biskvito
bisexual	ambaŭseksema
bishop	episkopo
bison	bizono
bisque	bisque
bistro	bistro
bit	iom
bitch	perico
bitchy	bitchy
bite	mordas
biter	NO TRANSLATION
bitsy	bitsy
bitter	maldolĉa
bitterly	amare
bitterness	amareco
bittersweet	dolĉamara
bitty	bitito
bitumen	bitumeno
biweekly	duonvide
biz	biz
bizarre	stranga
blab	kroĉi
blabbermouth	blabbermouth
black	nigra
black snake	nigra serpento
blackberry	maŭrino
blackbird	nigra marko
blackboard	nigra tabulo
blacken	nigri
blackface	nigra surfaco
blackjack	blackjack
blacklist	nigra listo
blackmail	ĉantaĝo
blackmailer	nigra
blackness	nigreco
blackout	senpaga
blacksmith	forĝisto
bladder	veziko
blade	klingo
blame	kulpo
blameless	senkulpa
bland	blandaj
blank	malplenan
blanket	litkovrilo
blare	blare
blase	NO TRANSLATION
blasphemous	blasfemaj
blasphemy	blasfemo
blast	eksplodo
blaster	blastro
blastoff	blastoff
blatant	ekklara
blather	blather
blaze	ekflamis
blazer	blazer
blazing	ekbruligante
bleach	bleach
bleak	malklara
bleed	sango
bleeder	bleeder
bleeding	sangado
bleep	blovis
blemish	mallaborema
blemished	makulita
blend	miksaĵo
blender	blender
blending	blendante
bless	benu
blessed	benita
blessing	beno
blessings	benoj
bleu	bleu
blight	blito
blighted	blovita
blimp	blimp
blind	blinda
blinded	blindigita
blindfold	duobla
blindfolded	blindita
blinding	blinda
blindly	blinde
blindness	blindeco
blink	parpiĝu
blip	blip
bliss	feliĉo
blissful	Feliĉa
blister	ampolo
blistering	blovante
blitz	blito
blizzard	pluvo
bloat	bloat
bloated	bloated
blob	bloboj
block	bloko
blockade	blokado
blockage	blokado
blockbuster	bloko
blockhead	bloko
blog	blogo
bloke	bloko
blond	blonda
blonde	blonda
blood	sango
bloodbath	sangoakto
bloodhound	blovado
bloodless	senkulpa
bloodline	sango
bloodshed	sango
bloodshot	sangoŝanĝo
bloodstream	fluo
bloodthirsty	sangavaj
bloody	sanga
bloom	flori
bloomers	floroj
blooming	flori
blossom	florado
blot	bloti
blotched	blovis
blotter	blotter
blouse	bluzo
blow	bato
blower	blovilo
blowfish	blowfish
blowing	blovante
blowjob	blovado
blown	blovita
blowout	Estingu
blowtorch	blovilo
blubber	blubro
bluddy	bluddy
blue	blua
blue spruce	blua piceo
blueberry	arándano
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	plano
blues	bluso
bluff	blufilo
bluish	azulada
blunder	ruinigi
blunt	malakra
blur	blur
blurred	neklara
blurry	neklara
blurt	blurt
blush	ruĝiĝas
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	apro
board	tabulo
board game	tabulludo
boarder	NO TRANSLATION
boarding	enŝipiĝado
boardroom	salono
boards	tabuloj
boardwalk	pasejo
boast	fanfaroni
boastful	fanfaronema
boasting	fanfaronante
boat	boato
boathouse	Boatouse
boating	bopado
boatload	boatŝarĝo
boatman	boatisto
bobbin	bobeno
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	korpa
bodily	korpa
body	korpo
bodyguard	korpogardisto
bog	bog
bogey	bogeyo
bogeyman	bogeyman
bogus	maldika
bohemian	bohemia
boil	boli
boiler	kaldrono
boilerplate	boilerplate
boiling	bolante
boisterous	boisterous
bold	aŭdaca
boldness	aŭdaco
bollocks	bollokoj
bolster	plifortigi
bolt	riglilo
bolus	boluso
bomb	bombo
bombard	bombardado
bombardier	bombardisto
bombardment	bombado
bombed	bombita
bomber	bombisto
bombers	bombardistoj
bombing	bombado
bombshell	bombo
bonanza	prospero
bonbon	NO TRANSLATION
bond	ligo
bondage	sklaveco
bonding	ligo
bonds	ligoj
bondsman	bondman
bone	osto
bonehead	kapo
boner	boner
bones	ostoj
bonfire	fajro
bong	bongo
bonkers	bonkoraj
bonne	NO TRANSLATION
bonnet	kapeto
bonny	kuraĝa
bonsai	bonsai
bonus	bonuso
bony	osta
boo	boo
boob	boob
booby	boobio
booger	ekkuro
boogeyman	boogeyman
boogie	boogie
book	libro
bookcase	biblioteko
bookie	bookie
booking	rezervo
bookish	libereco
bookkeeper	libristo
bookkeeping	librotenado
booklet	libreto
bookmaker	bakisto
bookmark	legosigno
books	libroj
bookseller	libristo
bookshop	librejo
bookstore	librejo
bookworm	bookworm
boom	eksplodo
boomer	boomer
boomerang	boomerang
booming	eksplodante
boon	ŝprucas
boooo	NO TRANSLATION
boost	akceli
booster	akcelilo
boot	ekkuro
booth	pordo
bootleg	boteto
bootlegger	lanĉisto
boots	botoj
booty	boteto
booze	boŭze
bop	bop
bopper	bopisto
border	limo
bordering	borde
borderline	limo
bore	portis
boreal	boreala
bored	tedita
boredom	enuo
borer	borer
boring	enuiga
born	naskita
boron	boro
borough	burgo
borrow	pruntu
borrower	pruntita
bosom	brusto
boss	estro
bossy	bossy
boston	boston
botanical	botaniko
botanist	botánico
botany	botaniko
bother	tedas
bothering	tedante
bottle	botelo
bottleneck	botelo
bottling	enboteligante
bottom	fundo
bottomless	senfina
botulism	botulismo
boulder	ŝtono
bounce	resalto
bouncer	bouncer
bouncy	bouncy
bound	ligita
boundary	limo
boundless	senfinaj
bounds	limoj
bountiful	bonfaraj
bounty	komponaĵo
bouquet	bukedo
bourbon	bourbon
bourgeois	burĝa
bourgeoisie	burĝaro
bourse	bourse
bout	Bout
boutique	boutique
bouttime	NO TRANSLATION
bovine	bova
bow	pafarkon
bowed	kliniĝis
bowel	intenco
bowels	intestoj
bowl	bovlo
bowler	bokisto
bowling	bowling
bowls	bovloj
box	skatolo
boxcar	boxaro
boxer	boksisto
boxers	boksistoj
boxing	boksado
boy	knabo
boycott	boicot
boyfriend	fianĉo
boyhood	knabo
boyish	knabina
boysenberry	infanoj
bozo	bozo
bra	bra
brace	brace
bracelet	braceleto
braces	krampoj
brachial	brakcia
bracket	krampo
brackets	krampoj
brackish	braĉa
brad	brad
brag	brag
braid	plekti
brain	cerbo
brainless	senmova
brains	cerboj
brainstorm	cerbo
brainwash	cerbo
brainy	Certe
brake	bremso
bran	bran
branch	branĉo
branching	branĉanta
brand	marko
brandy	brando
brash	brash
brass	kupro
brass knuckle	kupra nazo
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	kuraĝa
bravery	kuraĝo
brawl	kverelo
brawn	kuraĝa
brazen	brazen
breach	breĉo
bread	pano
breadth	larĝa
break	rompi
breakable	rompiĝema
breakaway	rompo
breakdown	rompo
breaker	rompanto
breakers	rompantoj
breakfast	matenmanĝo
breaking and entering	rompante kaj enirante
breakingnews	rompante
breakneck	rompo
breakthrough	progreso
breakup	disiĝi
breast	brusto
breath	spiro
breathe	spiri
breather	spiri
breathless	senpira
breathtaking	mirinda
breech	recen
breeches	bretoj
breed	raso
breeder	reproduktanto
breeding	bredado
breeze	brizo
breezy	pluvo
brethren	fratoj
breve	NO TRANSLATION
brevity	mallongeco
brew	brego
brewery	bierfarejo
brewing	bukado
briar	briar
bribe	subaĉeto
bribery	subaĉeto
brick	briko
bridal	edzino
bride	fianĉino
bridegroom	fianĉino
bridesmaid	fianĉino
bridge	ponto
bridle	bridon
brief	mallonga
briefcase	maletín
briefing	informado
briefly	mallonge
brig	brig
brigade	brigado
bright	brila
brighten	brilas
brightens	brilas
brighter	pli brila
brightness	brilo
brilliance	brilo
brilliant	brila
brim	brim
brimming	brilanta
brimstone	sulfuro
brine	salmo
bring	alportu
brink	brink
brisk	rapida
brisket	brisket
bristle	bato
brittle	brila
bro	bro
broach	broach
broad	larĝa
broadcast	elsendo
broadcasting	elsendo
broaden	vastigi
broadside	larĝa
broadsword	larĝa vorto
brocade	brocado
broccoli	brokolo
brochure	broŝuro
broil	broil
broke	rompis
broken	rompita
brokenheart	NO TRANSLATION
brokenhearted	rompita
broker	broker
brokerage	koridoro
bromide	bromuro
bronco	bronko
bronze	bronzo
brooch	broĉo
brood	bredado
brooding	sidanta
brook	rivereto
broom	balailo
broomstick	balailo
broth	buljono
brothel	bordelo
brother	frato
brotherhood	frateco
brotherly	frato
brow	frunto
brown	bruna
brownstone	brunŝtono
browse	foliumi
brrr	brrr
bruise	bruiso
bruising	trinkante
brunch	brunch
brunette	Bruna
brunt	brunt
brush	broso
brutal	brutala
brutality	brutalidad
brute	malpura
brutish	bruta
bubble	bobelo
bubbling	bubbling
bubbly	bubbly
bubonic	bubona
buck	buklo
buckaroo	buckaroo
bucket	rubujo
buckle	buklo
buckled	buklo
bucko	bucko
buckshot	buckshot
buckwheat	ruĝa trinkaĵo
bud	burĝono
buddha	budha
buddhism	budhismo
buddhist	budhistano
budding	bredante
buddy	buddy
budge	budge
budget	buĝeto
buff	buff
buffalo	bubalo
buffer	bufro
buffering	bufante
buffet	bufedo
buffoon	bufono
bug	cimo
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	kalio
bugle	buklo
bugler	pli maljuna
build	konstrui
builder	konstruanto
building	konstruaĵo
buildings	konstruaĵoj
buildup	konstruo
bulb	bulbo
bulbous	bulbosa
bulge	ŝvelaĵo
bulimic	bulimaj
bulk	amaso
bulkhead	mampado
bulky	dika
bull	virbovo
bulldog	Bulldog
bulldozer	bulldozer
bullet	kuglo
bulletin	bulteno
bulletproof	kuglo
bullfighter	tauristo
bullfrog	torto
bullheaded	taŭgulo
bullhorn	taŭga
bullion	bullion
bullock	taŭro
bullpen	bullpen
bullshit	taŭgo
bully	bully
bulwark	bulkarko
bum	bum
bumblebee	bumblebee
bummed	bumita
bummer	bummer
bump	bump
bumper	bufro
bumpy	bumpy
bun	NO TRANSLATION
bunch	aro
bundle	pakaĵo
bungalow	bungalow
bungee	bungeo
bunghole	ŝtono
bunion	bendo
bunk	kukaĵo
bunker	bunko
bunkhouse	barajo
bunny	kuniklo
bunt	puno
buoy	buo
buoyancy	floreco
buoyant	floja
bur	bur
burden	ŝarĝo
burdened	ŝarĝita
burdensome	ŝarĝaj
bureau	buro
bureaucracy	burokratismo
bureaucrat	burokrato
bureaucratic	burokrata
burger	hamburgero
burglar	burglar
burglary	burglary
burial	enterigas
buried	enterigita
burke	burke
burlap	burlapo
burlesque	burleska
burly	burly
burn	brulvundi
burned	bruligis
burner	brulisto
burning	brulanta
burnished	bruligita
burnout	brulvundo
burnt	bruligis
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	koridoro
bursary	bursario
burst	eksplodo
bury	enterigi
bus	buso
busboy	NO TRANSLATION
bush	arbusto
bushel	okulo
bushy	ruĝa
business	negoco
business man	NO TRANSLATION
businessman	komercisto
businesswoman	NO TRANSLATION
busload	ŝarĝo
buss	buss
bust	busto
busted	busted
buster	Buster
bustle	busto
bustling	baldaŭ
busy	okupita
busybody	busybody
butane	butano
butcher	viandisto
butler	ĉefservisto
butt	butt
butter	butero
buttercup	butero
butterfly	papilio
buttermilk	butero
butterscotch	Butterscotch
buttery	manĝado
buttock	buttock
buttocks	gutoj
button	butono
buttress	kapo
buxom	buxom
buy	Aĉeti
buyer	aĉetanto
buying	aĉetante
buzz	zumado
buzzard	zumo
buzzed	zorgis
buzzer	buzzer
buzzing	zumante
bye	adiaŭ
bygone	forgesita
bylaw	laŭleĝe
byline	online
bypass	bypass
bystander	ĉeestanto
byte	bajto
byzantine	bizancano
cab	taksio
cabal	kabano
cabana	kabano
cabaret	Cabaret
cabbage	Brasiko
cabbie	Cabbie
cabernet	cabernet
cabin	kajuto
cabinet	kabineto
cable	kablo
caboodle	Caboodle
caboose	Ĉarose
cabriolet	cabriolet
cache	kaŝaĵo
cacophony	kakofonio
cactus	kakto
cad	kadro
cadaver	kadavro
caddie	NO TRANSLATION
caddy	kadio
cadence	kadenco
cadet	kadeto
cafe	kafejo
cafeteria	kafejo
caffeine	kafeino
cage	kaĝo
cagey	Cagey
cahoots	kahootoj
cairn	karno
cake	kuko
cakewalk	cakewalk
calamari	kalmaroj
calamitous	calamita
calamity	malfeliĉo
calcareous	calcáreos
calcium	kalcio
calculate	kalkulu
calculated	kalkulita
calculating	kalkulante
calculation	kalkulo
calculator	kalkulilo
calculus	kalkulo
calendar	kalendaro
calender	NO TRANSLATION
calf	bovido
caliber	kalibro
calibrate	kalibri
calico	kaliko
calipers	kalumnioj
calisthenics	calistenics
call	voki
callback	callback
caller	alvokanto
calligraphy	kaligrafio
calling	vokante
callous	callous
calls	nomitaj
calm	trankviligas
calming	trankviliga
calmness	trankvileco
caloric	kaliko
calorie	kalorio
calorimeter	kalorimetro
cam	ĉambro
camaraderie	camaradería
camber	kambero
camcorder	videocámara
camel	kamelo
cameo	cameo
camera	ĉambro
cameraman	ĉambron
camisole	camisole
camouflage	kamuflado
camouflaged	NO TRANSLATION
camp	tendaro
campaign	kampanjo
campaigner	kampanjo
campaigning	kampanjante
camper	tendaro
campfire	ĉampiono
camping	tendaro
campsite	kampadejo
campus	kampuso
can	povas
can opener	povas malfermilo
canal	kanalo
canary	kanaria
cancel	nuligi
canceling	nuligante
cancellation	nuligo
cancer	kancero
candid	kuraĝa
candidacy	kandidateco
candidate	kandidato
candied	kandelitaj
candle	kandelo
candlelight	kandela lumo
candles	kandeloj
candlestick	kandelaro
candor	ŝajne
candy	frandaĵo
cane	kano
canine	canino
canister	kruĉo
canker	kruĉo
cannabis	cannabis
canned	enlatigita
cannibal	canibalo
cannibalism	canibalismo
canning	kuracado
cannon	kanono
cannonball	cannonball
canoe	kanuo
canon	kanono
canonical	kanona
canons	kanonoj
canopy	kupolo
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	karno
canterbury	Canterbury
canthandleit	NO TRANSLATION
cantilever	kantilo
cantina	kantino
canto	NO TRANSLATION
canton	kantono
cantstandit	kantoj
cantwin	kantwino
canvas	tolo
canvass	NO TRANSLATION
canyon	kanono
cap	ĉapo
capability	kapablo
capable	kapabla
capacity	kapablo
cape	kapo
caper	ĉapitro
capillary	kapila
capital	ĉefurbo
capitalism	kapitalismo
capitalist	kapitalisto
capitalize	kapitaligi
capitals	kapiteloj
capitation	kapitalo
capitol	kapitolo
capitulation	kapitulaco
cappuccino	Cappuccino
caprice	kaprico
capricious	kaprica
caps	ĉapoj
capslock	ĉapelo
capsule	kapsulo
captain	kapitano
caption	apudskribo
captivate	allogi
captivating	allogante
captive	kaptite
captivity	kaptiteco
captor	kapitano
capture	kapti
car	aŭto
caramel	karamelo
carat	kara
caravan	karavano
carbon	karbono
carburetor	karburilo
carcass	kadavro
carcinoma	karcinomo
card	karto
cardboard	kartono
cardiac	kora
cardigan	kartigano
cardinal	kardinalo
cardiologist	kardiologo
cardiology	kardiologio
cardiomyopathy	kardiomiopo
cards	kartoj
care	zorgo
career	kariero
carefree	senkonscia
careful	zorgema
carefully	zorgeme
careless	senzorge
carelessness	senzorgeco
caress	kareso
caret	kareto
caretaker	zorgo
cargo	kargo
caribou	karibuo
caricature	karikaturo
caries	karioj
caring	zorgeme
carjack	carjako
carnage	karno
carnal	karnaj
carnation	karno
carnival	karnavalo
carnivorous	karnomanĝa
carol	karolo
carols	kristnaskakantoj
carousel	karuselo
carp	karpo
carpal	kariba
carpenter	carpintero
carpentry	lignaĵejo
carpet	tapiŝo
carpeting	tapiŝado
carpool	ĉapitro
carriage	kaleŝo
carried	portita
carrier	portanto
carrot	karoto
carry	porti
carrying	portanta
carsick	aŭtoj
cart	ĉaro
carte	NO TRANSLATION
cartel	karto
carter	kartisto
cartilage	kartilago
cartographic	cartografia
cartography	kartografio
carton	kartono
cartoon	karikaturo
cartouche	NO TRANSLATION
cartridge	kartoĉo
carve	tranĉi
carver	carver
carving	tranĉante
cascade	akvofalo
case	kazo
casein	kazeino
cash	mono
cashier	kalkulo
cashmere	kemero
casing	kasado
casino	kazino
cask	kasko
casket	kupro
casserole	kaserolo
cassette	kasedo
cast	ero
castaway	kasko
caste	kasto
caster	caster
castle	kastelo
castor	kastoro
castrate	kastras
castration	kastrado
casual	hazarda
casually	hazarde
casualty	akcidento
cat	kato
catabolism	katabolo
catalog	katalogo
catalogue	katalogo
catalysis	katalizo
catalyst	katalizilo
catalytic	katalizaj
catamaran	katamarán
