Word	my
archbishop	ဂိုဏ်းချုပ်
archdiocese	archdiocese
archduke	Archduke
arched	ခုံး
archer	လေးသမား
archery	လေးအတတ်
archetype	ပညတ်
archipelago	ကျွန်းစုံ
architect	ဗိသုကာ
architectural	ဗိသုကာ
architecture	ဗိသုကာအတတ်ပညာ
archive	archive ကို
arctic	အာတိတ်
ardent	ardent
ardor	ဒေါသမီး
arduous	ခက်ခဲကြမ်းတမ်း
area	ဧရိယာ
arena	ပြိုင်ဆိုင်ရာဒေသ
areola	areola
areyoukidding	NO TRANSLATION
areyoukiddingme	NO TRANSLATION
argent	NO TRANSLATION
argh	အာ
arghh	NO TRANSLATION
arghhhh	NO TRANSLATION
argue	ဆငျခွေကနျ
argument	ဆငျခွေစကား
argumentation	အငြင်းအခုံ
argumentative	ဆငျခွေပါသော
arguments	အငြင်းပွားမှုများ
arid	ခွောကျသှေ့သော
arise	ပေါ်ပေါက်
aristocracy	အထက်တန်းလွှာ
aristocrat	များသည်မင်းမျိုးအနွယ်ဝင်
aristocratic	များသည်မင်းမျိုးအနွယ်ဝင်
arithmetic	ဂဏန်းသင်္ချာ
ark	သေတ္တာကို
arm	လက်
armada	armada
armament	လက်နက်ကိရိယာ
armaments	စစ်လက်နက်ပစ္စည်းတွေက
armature	armature
armchair	လက်တင်ကုလားထိုင်
armed	လက်နက်ပါ
armor	သံချပ်
armored	သံချပ်ကာ
armory	လက်နက်တိုက်
armpit	ဂျိုးကြား
arms	လက်နက်
army	တပ်မတော်
aroma	အမှေး
aromatherapy	ရနံ့ကုထုံ
arousal	arousal
arouse	ထကြွစေ
aroused	နှိုးဆော်ခြင်း
arraignment	arraignment
arrange	စီစဉ်
arranged	စီစဉ်ပေး
arrangement	အစီအစဉ်
array	အခင်းအကျင်း
arrears	ပေးဆောငျရနျငှေကနျြ
arrest	ဖမ်းဆီး
arrhythmia	ပုံမမှန်ခြင်း
arrival	ရောက်လာခြင်း
arrive	ရောက်လာ
arrogance	မောက်မာခြင်း
arrogant	မောက်မာသော
arrow	မြှား
arsehole	arsehole
arseholes	arseholes
arsenal	လက်နက်တိုက်
arsenic	အာဆင်းနစ်
arson	မီးရှို့ခွငျး
arsonist	arsonist
art	အတတ်ပညာ
arterial	သွေးလွှတ်ကြော
artery	သှေးကွော
artful	artful
arthritis	အကွောရောငျနာ
arthropod	arthropod
artichoke	အာတီးချုပ်
article	ဆောင်းပါး
articles	ဆောင်းပါးများ
articulate	ပီသသော
articulation	ပီသသော
artifact	ရှေးဟောင်းပစ္စည်း
artifice	artifice
artificial	ပကတိမဟုတ်လူလုပ်သော
artillery	အမြောကျမြား
artisan	မှုပညာရှငျနှငျ့
artist	အနုပညာရှင်
artiste	NO TRANSLATION
artistic	အနုညာဆိုင်ရာ
artistry	artistry
artists	အနုပညာရှင်တွေ
artwork	အနုပညာလက်ရာများ
arty	arty
asap	အမြန်ဆုံး
asbestos	ကျောက်ဂွမ်း
ascend	တက်သွား
ascendancy	တက်သွား
ascendant	တက်သွား
ascending	တက်လျက်ရှိနေသည်ကို
ascension	တက်ကြွ
ascent	တက်
ascertain	သိရှိနိုင်ရန်
ascertained	စေ့စေ့မေးမြန်းပြီး
ascetic	ကုန်
ash	ပြာ
ashamed	ရှက်ကြောက်ခြင်းမရှိ
ashes	ပြာကို
ashtray	ဆေးလိပ်ပြာခွက်
asinine	asinine
ask	မေးမြန်း
asleeep	NO TRANSLATION
asleep	အိပ်လျက်ရှိသော
asp	ASP
asparagus	ကညွှတ်
aspartame	aspartame
aspect	ရှုထောင့်
aspects	ရှုထောင့်
aspen	aspen
asphalt	ကတ္တရာစေး
asphyxia	အသက်ရှုမွန်းကြပ်
asphyxiation	မွန်းစေခြင်း
aspiration	ဆန္ဒ
aspire	Aspire
aspirin	အက်စ်ပရင်ဆေးပြား
aspiring	aspiring
ass	မြည်းသည်
assail	assail
assailant	assailant
assassin	ခြောငျးမွောငျးသတျဖွတျသူ
assassinate	ခြောငျးမွောငျးသတျဖွတျ
assassination	ခြောငျးမွောငျးသတျဖွတျခွငျး
assault	တိုက်ခိုက်ခြင်း
assay	assay
assemblage	စုအဝေး
assemble	စုဝေး
assembled	စုဝေး
assembly	အစည်းအဝေး
assemblyman	assemblyman
assent	အစွမ်း
assert	အခိုငျအမာပွောဆို
asserting	အားကောင်းမောင်းသန်
assertion	အခိုငျအမာပွောဆိုခွငျး
assertive	မှနျကွောငျးဝနျခံသော
assess	ခန့်မှန်း
assessment	အကဲဖြတ်
assessor	အကဲဖြတ်
asset	ပိုင်ဆိုင်မှု
assets	ပိုင်ဆိုင်မှု
asshole	သေနာကောင်
assign	သတ်မှတ်
assignee	assignee
assignment	တာဝန်ကျတဲ့နေရာ
assimilate	သိမ်းသွင်း
assimilation	ရဝါးမြိုခြင်း
assist	ထောက်ပံ့
assistance	အကူအညီ
assistant	ထောက်ပံ့သူ
associate	အပေါင်းအဖေါ်
association	အသင်း
assorted	အမြိုးတလိုကျခှဲခွားသော
assortment	အမြိုးတလိုကျခှဲခွားခွငျး
assuage	assuage
assume	မှတ်ယူ
assumed	assumed
assuming	ယူဆ
assumption	မှတ်ယူခြင်း
assurance	အာမခံခြင်း
assure	အာမခံ
assured	စိတ်ချစွာ
assuredly	ဆက်ဆက်
asterisk	ကြယ်မှတ်
asteroid	ဂြိုဟ်သိမ်
asteroids	ဂြိုဟ်သိမ်ဂြိုဟ်မွှား
asthma	ပန်းနာရောဂါ
asthmatic	asthmatic
astigmatism	astigmatism
astonish	မိန်းမောတွေဝေလျက်
astonished	အလွန်အံ့အားသင့်သော
astonishing	အလွန်အံ့သြဘွယ်ကောင်းသော
astonishingly	NO TRANSLATION
astonishment	အံ့သြသွားခြင်း
astound	အံ့သြစေ
astral	astral
astray	လမျးလှဲ။
astringent	ဖန်
astrologer	ဗေဒင်ဆရာ
astrology	ဗေဒင်အတတ်ပညာ
astronaut	အာကာသယာဉ်မှူး
astronomer	နက္ခတ္တဗေဒပညာရှင်
astronomical	နက္ခတ္တဗေဒ
astronomy	နက္ခတ်ဗေဒ
astute	လာဘ်
asunder	သင်းဖွဲ့
asylum	မှီခိုရာအဆောက်အဉီး
asymmetric	အချိုးမညီ
asymmetry	asymmetry
asymptotic	asymptotic
atelier	atelier
atheism	ဘုရားမရှိဟူသောအယူ
atheist	ဘုရားတရားကင်းမဲ့သူ
atheistic	ဘုရားမဲ့ဝါဒီ
atherosclerosis	သွေးကြော
athlete	ကိုယ်လက်သန်စွမ်းသူ
athletic	အားကစား
athleticism	athleticism
athletics	အားကစားသမား
atlas	မွေပုံစာအုပျ
atmosphere	လေထု
atmospheric	လေထု
atoll	atoll
atom	အနုမြူ
atomic	အနုမြူ
atone	ဖွနေို
atonement	အပြစ်ဖြေခြင်းကိုပြု
atpeace	atpeace
atrium	မိုးလုံလေလုံမှန်အိမ်ဆောင်
atrocious	ရက်စက်စွာ
atrocity	ယုတ်မာသောလုပ်ရပ်များ
atrophy	ကျုံ့
attach	ကပ်
attached	ပူးတွဲပါ
attachment	ပူးတွဲမှု
attack	တိုက်ခိုက်
attacker	တိုက်ခိုက်သူ
attacking	တိုက်ခိုက်ခြင်း
attain	မှီ
attainable	မှီ
attainment	ဆည်း
attempt	ကြိုးပမ်းမှု
attempted	ကြိုးစားခဲ့
attend	တက်ရောက်ရန်
attendance	တက်ရောက်သူ
attendant	လိုက်ပါသူ
attention	အာရုံစူးစိုက်မှု
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	ဂရုစိုက်တတ်သော
attenuate	attenuate
attenuated	attenuated
attenuation	ကို attenuation
attest	သက်သေခံ
attestation	ခေံ
attic	အိမ်ခေါင်မိုးခန်း
attire	ခါးပန်းကို
attitude	သဘောထားက
attorney	ဉပဒေကိုယ်စားပြုမှူး
attract	ဆှဲ
attraction	ဆှဲအား
attractive	ဆွဲဆောင်မှု
attractiveness	ဆွဲဆောင်မှု
attributable	တွေကပေါ်ကနေ
attribute	attribute ကို
attribution	ထည့်သွင်းတွက်ချက်မှု
attrition	attrition
auburn	Auburn
auction	လလေံပှဲ
auctioneer	လေလံ
audacious	ရဲတင်း
audacity	Audacity
audible	ကွားနိုငျ
audience	ပရိသတ်
audio	အသံ
audit	ငှေစာရငျးစစျဆေး
audition	နားထောင်ခြင်း
auditions	နားထောင်ခြင်း
auditor	စာရင်းစစ်
auditorium	စာသင်ခန်း
auditory	အာရုံ
aught	တစုံတခု
augment	တိုးပှါးစေ
augmentation	တိုးပှါးစေ
august	သြဂုတ်လ
aunt	အဒေါ်
auntie	အန်တီ
aura	aura
aurora	aurora
auspices	auspices
auspicious	မင်္ဂလာ
austere	ခြိုးခြံခြွေ
austerity	ခြိုးခြံခြွေ
authentic	အစစ်အမှန်ဖြစ်သော
authenticate	သက်သေပြ
authentication	Authentication ကို
authenticity	စစ်မှန်
author	စာရေးသူ
authoritative	သော authoritative
authority	အာဏာ
authorization	အခွင့်အာဏာပေးခြင်း
authorize	ခွင့်ပြု
authorized	အခွင့်အာဏာ
authorship	ရေးသားခဲ့သော
autism	အထီးကျန်စိတ်ဝေဒနာ
autistic	autistic
auto	အော်တို
autobiographical	autobiographical
autobiography	ကိုယ်တိုင်ရေးအတ္ထုပ္ပတ္တိ
autocorrect	အော်တိုပြင်
autocratic	သက်ဦးဆံပိုင်
autograph	ကိုယ်တိုင်ရေးလက်မှတ်
autographed	ကိုယ်တိုင်ရေးလက်မှတ်
automated	အလိုအလျောက်
automatic	အလိုအလျှောက်
automobile	မော်တော်ယာဉ်
automotive	မော်တော်ယာဉ်
autonomy	ကိုယ်ပိုင်အုပ်ချုပ်ရေး
autopilot	autopilot
autopsy	သူသခှေဲစိတျခွငျး
autumn	ဆောင်းဉီးရာသီ
auxiliary	အရန်
avail	အောငျ
availability	အသုံးပြုနိုင်မှု
available	ရရှိနိုင်
avalanche	ကျသည့်မိုးပွင့်တုံး
avarice	လောဘ
avatar	ကိုယ်ပွား
avenge	လကျစားခြေ
avenger	သေစားသေစေသော
avenging	ဒဏ်ပေးသော
avenue	ရိပ်သာလမ်း
aver	NO TRANSLATION
average	ပျမ်းမျှအားဖြင့်
aversation	NO TRANSLATION
averse	ဆန္ဒရှိ
averseness	မနှစ်သက်မှု
aversion	မနှစ်သက်မှု
avert	လွှဲ
aviary	Aviary
aviation	လကွောငျးသယျပို့ဆောငျရေး
aviator	လေယာဉ်မှုး
