Word	ta
ascertain	அறிந்துகொள்ள
ascertained	அறுதியிட்ட
ascetic	துறவி
ash	சாம்பல்
ashamed	வெட்கப்பட
ashes	சாம்பல்
ashtray	ashtray
asinine	முட்டாள்
ask	கேட்க
asleeep	NO TRANSLATION
asleep	தூங்கும்
asp	கட்டுவிரியன்
asparagus	அஸ்பாரகஸ்
aspartame	அஸ்பார்டேம்
aspect	அம்சம்
aspects	அம்சங்கள்
aspen	காட்டரசுமரம்
asphalt	நிலக்கீல்
asphyxia	மூச்சுத்திணறல்
asphyxiation	மூச்சு திணறல்
aspiration	ஆர்வத்தையும்
aspire	ஆஸ்பியர்
aspirin	ஆஸ்பிரின்
aspiring	ஆர்வலர்
ass	கழுதை
assail	தாக்குவதற்கும்
assailant	பகைவன்
assassin	கொலையாளியை
assassinate	படுகொலை
assassination	படுகொலை
assault	தாக்குதல்
assay	மதிப்பீட்டு
assemblage	மக்கள் ஒன்று கூடும் இடங்களில்
assemble	பொருத்துவது
assembled	கூடியிருந்த
assembly	சட்டசபை
assemblyman	சட்டமன்ற
assent	ஒப்புதல்
assert	வலியுறுத்தும்
asserting	உறுதிப்படுத்தும்
assertion	வலியுறுத்தல்
assertive	உறுதியான
assess	மதிப்பீடு
assessment	மதிப்பீடு
assessor	மதிப்பீட்டாளர்
asset	சொத்து
assets	சொத்துக்களை
asshole	ஜ
assign	ஒதுக்க
assignee	நியமிக்கப்பட்ட
assignment	வேலையை
assimilate	தன்வயப்படுத்தியதைக்
assimilation	சீரழிவு
assist	உதவு
assistance	உதவி
assistant	உதவியாளர்
associate	இணை
association	சங்கம்
assorted	வகைப்படுத்தப்பட்ட
assortment	வகைப்படுதல்
assuage	மட்டுப்படுத்தலாம்
assume	கருதுவது
assumed	கருதப்படுகிறது
assuming	அனுமானித்து
assumption	அனுமானம்
assurance	உத்தரவாதம்
assure	உறுதி
assured	உறுதியளிக்கப்பட்ட
assuredly	நிச்சயமாக
asterisk	நட்சத்திர குறி
asteroid	உடுக்கோள்
asteroids	எரி
asthma	ஆஸ்துமா
asthmatic	ஆஸ்த்துமா
astigmatism	சிதறல் பார்வை
astonish	குணப்படுத்த்தி
astonished	அதிர்ச்சியடைந்து
astonishing	ஆச்சரியப்படுத்தும்
astonishingly	NO TRANSLATION
astonishment	ஆச்சரியத்தோடு
astound	பிரமிக்க
astral	நிழலிடா
astray	வழிகேட்டில்
astringent	கட்டுப்படுத்துகிற
astrologer	ஜோதிடர்
astrology	ஜோதிடம்
astronaut	விண்வெளி
astronomer	வானியல்
astronomical	வானியல்
astronomy	வானியல்
astute	மதிநுட்பமான
asunder	துண்டாய்
asylum	புகலிடம்
asymmetric	சமச்சீரற்ற
asymmetry	ஒத்தமைவின்மை
asymptotic	எந்த அறிகுறியும்
atelier	கலைஞனின் பணிமனை
atheism	நாத்திகம்
atheist	நாத்திகர்
atheistic	நாத்திக
atherosclerosis	அதிரோஸ்கிளிரோஸ்
athlete	தடகள
athletic	தடகள
athleticism	உடல்வலிமைப்
athletics	தடகள
atlas	அட்லாஸ்
atmosphere	வளிமண்டலத்தில்
atmospheric	வளிமண்டல
atoll	தீவும்கூட
atom	அணு
atomic	அணு
atone	பரிகாரமாக
atonement	பிராயச்சித்தமாக
atpeace	atpeace
atrium	ஏட்ரியம்
atrocious	கோரமான
atrocity	அட்டூழியம்
atrophy	செயல்நலிவு
attach	இணைக்கவும்
attached	இணைக்கப்பட்ட
attachment	இணைப்பு
attack	தாக்குதல்
attacker	தாக்குபவர்
attacking	தாக்கி
attain	அடைய
attainable	அடைய
attainment	எட்ட
attempt	முயற்சி
attempted	முயற்சி
attend	கலந்து
attendance	வருகை
attendant	பணிப்பெண்ணாக
attention	கவனம்
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	கவனத்துடன்
attenuate	வீரியத்தை
attenuated	வலுக்குறைக்கப்பட்ட
attenuation	தேய்வு
attest	சான்றளிப்பதைக்
attestation	சான்றொப்பம்
attic	மாட
attire	உடையை
attitude	அணுகுமுறை
attorney	வழக்கறிஞர்
attract	ஈர்க்க
attraction	ஈர்ப்பு
attractive	கவர்ச்சிகரமான
attractiveness	கவர்ச்சி
attributable	காரணம்
attribute	பண்பு
attribution	பண்புக்கூற்றுப்
attrition	தேய்வு
auburn	செம்பட்டை
auction	ஏலம்
auctioneer	ஏல
audacious	துணிச்சலான
audacity	தைரியம்
audible	கேட்கக்கூடிய
audience	பார்வையாளர்களை
audio	ஆடியோ
audit	தணிக்கை
audition	தேர்வு
auditions	சோதனைகளுக்குப்
auditor	தணிக்கையாளர்
auditorium	அரங்கத்தில்
auditory	செவிப்புல
aught	எவ்வாறேனும்
augment	அதிகப்படுத்த
augmentation	பெருக்குதல்
august	ஆகஸ்ட்
aunt	அத்தை
auntie	அ தை
aura	ஒளி
aurora	அரோரா
auspices	ஆதரவின்
auspicious	மங்களகரமான
austere	கண்டிப்பான
austerity	சிக்கன
authentic	உண்மையான
authenticate	அங்கீகரிக்க
authentication	அங்கீகார
authenticity	நம்பகத்தன்மையை
author	ஆசிரியர்
authoritative	அதிகார
authority	அதிகாரம்
authorization	அங்கீகாரம்
authorize	அங்கீகரிக்க
authorized	அங்கீகாரம்
authorship	ஆசிரியர்
autism	மன இறுக்கம்
autistic	ஆட்டிஸ்ட்டிக்
auto	கார்
autobiographical	சுயசரிதை
autobiography	சுயசரிதையில்
autocorrect	தன்னியக்கத்
autocratic	எதேச்சதிகார
autograph	ஆட்டோகிராப்
autographed	கையொப்பமிட்ட
automated	தானியங்கி
automatic	தானியங்கி
automobile	ஆட்டோமொபைல்
automotive	வாகன
autonomy	தன்னாட்சி
autopilot	தன்னியக்க
autopsy	பிரேத பரிசோதனை
autumn	இலையுதிர்
auxiliary	துணை
avail	பலனளிக்கவில்லை
