Word	da
beagle	beagle
beak	næb
beaker	bæger
beam	bjælke
beaming	strålende
bean	bønne
beanbag	sækkestol
beanie	beanie
bear	bjørn
bearable	tålelig
beard	skæg
bearded	skæggede
bearer	ihændehaver
bearing	leje
bearings	lejer
bearish	bearish
bearskin	bjørneskind
beast	dyr
beastly	væmmelig
beat	slå
beaten	slået
beater	tæppebanker
beating	prygl
beatnik	beatnik
beau	beau
beautification	forskønnelse
beautiful	smuk
beautify	forskønne
beauty	skønhed
beaver	bæver
bebop	bebop
beck	beck
beckon	vinke
become	blive
bed	seng
bedding	sengetøj
bedpan	bækken
bedrock	grundfjeld
bedroom	soveværelse
bedside	bedside
bedspread	sengetæppe
bedtime	sengetid
bee	bi
beef	bøf
beefsteak	engelsk bøf
beehive	bikube
beep	bip
beeper	beeper
beer	øl
bees	bier
beeswax	bivoks
beetle	bille
befall	tilstøde
befitting	befitting
befriend	befriend
befuddled	befuddled
beg	tigge
beggar	tigger
begging	tigger
begin	begynde
beginner	nybegynder
beginning	starten
beginnings	begyndelser
begrudge	unde
begun	begyndt
behappy	NO TRANSLATION
behave	opføre sig
behavior	opførsel
behavioral	adfærdsmæssige
behemoth	behemoth
behest	foranledning
behold	beskue
beholden	afhængighedsforhold
beholder	beskueren
beige	beige
belated	forsinket
belay	sikringsanordning
belch	bøvse
belief	tro
believable	troværdig
believe	tro på
believed	troede
believer	troende
believing	tro
belittle	forklejne
belittled	nedgjort
bell	klokke
bellboy	piccolo
bellhop	piccolo
belligerent	krigsførende
bellman	bellman
bellow	Bellow
bellows	bælge
belly	bug
bellybutton	navle
bellyful	bellyful
belong	tilhører
belongings	ejendele
beloved	elskede
belt	bælte
beluga	beluga
bemused	undrende
bench	bænk
bend	bøje
bender	Bender
bending	bøjning
beneath	under
benedictory	benedictory
benefactor	velgører
beneficial	gavnlig
beneficiary	støttemodtager
benefit	fordel
benevolence	velvilje
benevolent	velvillige
benign	godartet
bent	bøjet
benzene	benzen
bequeath	testamentere
bequest	arv
bereaved	efterladte
bereavement	dødsfald
bereft	blottet
beret	baret
bergamot	bergamot
berlin	Berlin
berserk	amok
berth	køje
beryllium	beryllium
beseech	bønfalder
beset	plaget
bestdayever	bedste dag nogensinde
bestfeeling	bestfeeling
bestfriends	bedste venner
bestial	dyrisk
besties	besties
bestow	skænke
bestseller	bedst sælgende
bet	vædde
beta	beta
betray	forråde
betrayal	forræderi
betrayed	bedraget
betrothed	trolovet
betterment	gavn
betting	væddemål
betty	betty
bevel	bevel
beverage	drik
bevy	sværm
beware	pas på
bewilder	forvirre
bewildered	Forvirret
bewilderment	forvirring
bias	partiskhed
biased	forudindtaget
bib	hagesmæk
bible	bibel
biblical	bibelsk
bibliography	bibliografi
bicarbonate	bicarbonat
bicentennial	bicentennial
biceps	biceps
bicker	småskændes
bickering	skænderier
bicolor	bicolor
bicycle	cykel
bid	bud
bidder	tilbudsgiver
bidding	bud
bide	NO TRANSLATION
biennial	biennale
bier	NO TRANSLATION
bifurcation	tvedeling
big	stor
bigamy	bigami
bigday	stor dag
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	stort horn
bigmouth	stor mund
bigot	selvretfærdig
bigoted	bigot
bigotry	fordomme
bike	cykel
biker	biker
bikini	bikini
bilateral	bilaterale
bilayer	dobbeltlag
bile	galde
bilge	sump
bilingual	tosproget
bill	regning
billboard	billboard
billet	billets
billiard	billard
billiards	billard
billing	fakturering
billion	milliard
billionaire	milliardær
billy	billy
bimbo	bimbo
bimonthly	hver anden måned
bin	beholder
binary	binær
bind	binde
binder	bindemiddel
bindery	bogbinderi
binding	binding
bing	bing
binge	binge
bingo	bingo
binocular	kikkert
binoculars	kikkert
binomial	binomial
bio	bio
biochemical	biokemisk
biochemist	biokemiker
biochemistry	biokemi
biogenesis	biogenese
biographer	biograf
biography	biografi
biological	biologisk
biologist	biolog
biology	biologi
bionic	bionic
biopsy	biopsi
biosphere	biosfæren
bipartite	todelt
bipolar	bipolar
birch	birk
bird	fugl
birdcage	fuglebur
birdie	birdie
birdman	Birdman
birth	fødsel
birthday	fødselsdag
birthing	fødsel
birthmark	modermærke
birthplace	fødested
birthright	fødselsret
bis	NO TRANSLATION
biscuit	kiks
bisexual	biseksuel
bishop	biskop
bison	bison
bisque	bisque
bistro	bistro
bit	bit
bitch	tæve
bitchy	spydig
bite	bid
biter	NO TRANSLATION
bitsy	bitsy
bitter	bitter
bitterly	bittert
bitterness	bitterhed
bittersweet	bittersød
bitty	bitte
bitumen	bitumen
biweekly	hver anden uge
biz	biz
bizarre	bizar
blab	blab
blabbermouth	sludrechatol
black	sort
black snake	sort slange
blackberry	brombær
blackbird	solsort
blackboard	tavle
blacken	sværte
blackface	Blackface
blackjack	blackjack
blacklist	sortliste
blackmail	afpresse
blackmailer	pengeafpresser
blackness	sorthed
blackout	blackout
blacksmith	grovsmed
bladder	blære
blade	klinge
blame	bebrejde
blameless	uden skyld
bland	kedelig
blank	blank
blanket	tæppe
blare	gjalde
blase	NO TRANSLATION
blasphemous	blasfemisk
blasphemy	blasfemi
blast	blast
blaster	blaster
blastoff	Affyring
blatant	åbenlys
blather	blather
blaze	blis
blazer	blazer
blazing	flammende
bleach	blege
bleak	dyster
bleed	bløde
bleeder	bløder
bleeding	blødende
bleep	bippe
blemish	skamplet
blemished	beskadigede
blend	blanding
blender	blender
blending	blanding
bless	velsigne
blessed	velsignet
blessing	velsignelse
blessings	velsignelser
bleu	bleu
blight	afsvide
blighted	ødelagt
blimp	luftskib
blind	blind
blinded	blindet
blindfold	bind for øjnene
blindfolded	bind for øjnene
blinding	blændende
blindly	blindt
blindness	blindhed
blink	blinke
blip	blip
bliss	lyksalighed
blissful	salig
blister	vabel
blistering	blærer
blitz	blitz
blizzard	snestorm
bloat	bloat
bloated	oppustet
blob	klat
block	blok
blockade	blokade
blockage	blokering
blockbuster	blockbuster
blockhead	dumrian
blog	blog
bloke	bloke
blond	blond
blonde	blond
blood	blod
bloodbath	blodbad
bloodhound	blodhund
bloodless	ublodig
bloodline	afstamning
bloodshed	blodsudgydelse
bloodshot	blodskudte
bloodstream	blodbanen
bloodthirsty	blodtørstige
bloody	blodig
bloom	flor
bloomers	bloomers
blooming	blomstrende
blossom	blomst
blot	blottet
blotched	blotched
blotter	blotter
blouse	bluse
blow	blæse
blower	blæser
blowfish	blowfish
blowing	blæser
blowjob	blowjob
blown	blæst
blowout	blowout
blowtorch	blæselampe
blubber	spæk
bluddy	bluddy
blue	blå
blue spruce	blå gran
blueberry	blåbær
bluebird	bluebird
bluegrass	bluegrass
bluejay	Bluejay
blueprint	blueprint
blues	blues
bluff	bluff
bluish	blålig
blunder	bommert
blunt	sløv
blur	sløring
blurred	sløret
blurry	sløret
blurt	buse
blush	rødme
blushing	rødmende
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	og sender
board	bestyrelse
board game	brætspil
boarder	NO TRANSLATION
boarding	boarding
boardroom	bestyrelseslokale
boards	brædder
boardwalk	boardwalk
boast	prale
boastful	pralende
boasting	pral
boat	båd
boathouse	bådehus
boating	sejlsport
boatload	boatload
boatman	bådfører
bobbin	spolen
bobcat	bobcat
bobsled	bobslæde
bode	bode
bodega	bodega
bodice	overdelen
bodily	fysisk
body	legeme
bodyguard	livvagt
bog	mose
bogey	bogey
bogeyman	skræmmebillede
bogus	fup
bohemian	boheme
boil	koge
boiler	kedel
boilerplate	standardtekst
boiling	kogning
boisterous	larmende
bold	dristig
boldness	dristighed
bollocks	nosser
bolster	styrke
bolt	Bolt
bolus	bolus
bomb	bombe
bombard	bombardere
bombardier	bombardier
bombardment	bombardement
bombed	bombet
bomber	bombefly
bombers	bombefly
bombing	bombardement
bombshell	bombe
bonanza	bonanza
bonbon	NO TRANSLATION
bond	bånd
bondage	trældom
bonding	bonding
bonds	obligationer
bondsman	bondsman
bone	knogle
bonehead	bonehead
boner	boner
bones	knogler
bonfire	bål
bong	bong
bonkers	skrupskør
bonne	NO TRANSLATION
bonnet	motorhjelm
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	knoklet
boo	bøh
boob	Boob
booby	booby
booger	booger
boogeyman	Boogeyman
boogie	boogie
book	Bestil
bookcase	reol
bookie	bookmaker
booking	booking
bookish	boglig
bookkeeper	bogholder
bookkeeping	bogføring
booklet	brochure
bookmaker	bookmaker
bookmark	bogmærke
books	bøger
bookseller	boghandler
bookshop	boghandel
bookstore	boghandel
bookworm	bogorm
boom	boom
boomer	boomer
boomerang	boomerang
booming	blomstrende
boon	velsignelse
boooo	NO TRANSLATION
boost	løft
booster	booster
boot	støvle
booth	kabine
bootleg	piratkopi
bootlegger	bootlegger
boots	støvler
booty	bytte
booze	sprut
bop	bop
bopper	Bopper
border	grænse
bordering	grænser
borderline	borderline
bore	bore
boreal	boreal
bored	keder sig
boredom	kedsomhed
borer	borer
boring	kedelig
born	Født
boron	bor
borough	købstad
borrow	låne
borrower	låntager
bosom	barm
boss	chef
bossy	kommanderende
boston	boston
botanical	botanisk
botanist	botaniker
botany	botanik
bother	forstyrre
bothering	generer
bottle	flaske
bottleneck	flaskehals
bottling	aftapning
bottom	bund
bottomless	bundløs
botulism	botulisme
boulder	kampesten
bounce	bounce
bouncer	udsmider
bouncy	hoppende
bound	bundet
boundary	grænse
boundless	grænseløs
bounds	bounds
bountiful	sprudlende
bounty	dusør
bouquet	buket
bourbon	bourbon
bourgeois	borgerlig
bourgeoisie	borgerskabet
bourse	bourse
bout	Bout
boutique	boutique
bouttime	NO TRANSLATION
bovine	kvæg
bow	sløjfe
bowed	bøjede
bowel	tarm
bowels	tarme
bowl	skål
bowler	bowler
bowling	bowling
bowls	skåle
box	boks
boxcar	boxcar
boxer	bokser
boxers	boksere
boxing	boksning
boy	dreng
boycott	boykot
boyfriend	kæreste
boyhood	drengeår
boyish	drenget
boysenberry	boysenberry
bozo	bozo
bra	bh
brace	tandbøjle
bracelet	armbånd
braces	seler
brachial	brachialis
bracket	beslag
brackets	beslag
brackish	brakvand
brad	brad
brag	prale
braid	fletning
brain	hjerne
brainless	hjernedøde
brains	hjerner
brainstorm	brainstorm
brainwash	hjernevaske
brainy	hjernemæssig
brake	bremse
bran	klid
branch	afdeling
branching	forgrening
brand	mærke
brandy	brandy
brash	pågående
brass	messing
brass knuckle	messingknæk
brassiere	brystholder
brat	møgunge
bratwurst	bratwurst
bravado	bravado
brave	modig
bravery	tapperhed
brawl	slagsmål
brawn	råstyrke
brazen	fræk
breach	brud
bread	brød
breadth	bredde
break	pause
breakable	skør
breakaway	udbrydergruppe
breakdown	sammenbrud
breaker	breaker
breakers	breakers
breakfast	morgenmad
breaking and entering	bryde og komme ind
breakingnews	seneste nyt
breakneck	halsbrækkende
breakthrough	bryde igennem
breakup	slå op
breast	bryst
breath	åndedrag
breathe	træk vejret
breather	åndehuller
breathless	åndeløs
breathtaking	betagende
breech	bundstykket
breeches	knickers
breed	race
breeder	opdrætter
breeding	avl
breeze	brise
breezy	breezy
brethren	brødre
breve	NO TRANSLATION
brevity	kortfattethed
brew	brygge
brewery	bryggeri
brewing	brygning
briar	briar
bribe	bestikke
bribery	bestikkelse
brick	mursten
bridal	brude
bride	brud
bridegroom	Brudgom
bridesmaid	brudepige
bridge	bro
bridle	hovedtøj
brief	kort
briefcase	mappe
briefing	briefing
briefly	kort
brig	brig
brigade	brigade
bright	lyse
brighten	lysne
brightens	lysere
brighter	lysere
brightness	lysstyrke
brilliance	glans
brilliant	strålende
brim	skygge
brimming	fyldt
brimstone	svovl
brine	saltvand
bring	tage med
brink	randen
brisk	rask
brisket	spidsbryst
bristle	stritter
brittle	skør
bro	brormand
broach	broach
broad	bred
broadcast	udsende
broadcasting	udsendelse
broaden	udvide
broadside	bredside
broadsword	broadsword
brocade	brokade
broccoli	broccoli
brochure	brochure
broil	stege
broke	gik i stykker
broken	gået i stykker
brokenheart	NO TRANSLATION
brokenhearted	sønderknust
broker	mægler
brokerage	mæglervirksomhed
bromide	bromid
bronco	Bronco
bronze	bronze
brooch	broche
brood	yngel
brooding	rugende
brook	bæk
broom	gyvel
broomstick	kosteskaft
broth	bouillon
brothel	bordel
brother	bror
brotherhood	broderskab
brotherly	broderlig
brow	Øjenbryn
brown	Brun
brownstone	Brownstone
browse	gennemse
brrr	brrr
bruise	blåt mærke
bruising	blå mærker
brunch	brunch
brunette	brunette
brunt	hovedparten
brush	børste
brutal	brutal
brutality	brutalitet
brute	brute
brutish	dyrisk
bubble	boble
bubbling	boblende
bubbly	boblende
bubonic	byldepest
buck	sorteper
buckaroo	Buckaroo
bucket	spand
buckle	spænde
buckled	spændt
bucko	bucko
buckshot	buckshot
buckwheat	boghvede
bud	knop
buddha	buddha
buddhism	buddhisme
buddhist	buddhist
budding	spirende
buddy	kammerat
budge	rokke
budget	budget
buff	buff
buffalo	bøffel
buffer	puffer
buffering	buffering
buffet	buffet
buffoon	klovn
bug	insekt
bugaboo	Bugaboo
bugged	aflyttet
bugger	skiderik
buggy	buggy
bugle	signalhorn
bugler	bugler
build	bygge
builder	Bygger
building	bygning
buildings	bygninger
buildup	Byg op
bulb	pære
bulbous	løgformet
bulge	bule
bulimic	glubske
bulk	hovedparten
bulkhead	skot
bulky	pladskrævende
bull	tyr
bulldog	bulldog
bulldozer	bulldozer
bullet	kugle
bulletin	opslag
bulletproof	skudsikker
bullfighter	tyrefægter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	guldbarrer
bullock	Tyr
bullpen	bullpen
bullshit	bullshit
bully	Bølle
bulwark	bolværk
bum	vagabond
bumblebee	humlebi
bummed	bummed
bummer	øv bøv
bump	bump
bumper	kofanger
bumpy	ujævn
bun	NO TRANSLATION
bunch	flok
bundle	bundt
bungalow	bungalow
bungee	bungee
bunghole	Spunshullets
bunion	knyst
bunk	køje
bunker	bunker
bunkhouse	bunkhouse
bunny	kanin
bunt	bunt
buoy	bøje
buoyancy	opdrift
buoyant	opdrift
bur	bur
burden	byrde
burdened	tynget
burdensome	belastende
bureau	bureau
bureaucracy	bureaukrati
bureaucrat	bureaukrat
bureaucratic	bureaukratisk
burger	burger
burglar	indbrudstyv
burglary	indbrudstyveri
burial	begravelse
buried	begravet
burke	Burke
burlap	Jute
burlesque	burlesk
burly	djærv
burn	brænde
burned	brændt
burner	brænder
burning	brænding
burnished	bruneret
burnout	brænde ud
burnt	brændt
burp	bøvs
burr	grat
burrito	burrito
burro	NO TRANSLATION
burrow	hule
bursary	stipendium
burst	burst
bury	begrave
bus	bus
busboy	NO TRANSLATION
bush	Busk
bushel	skæppe
bushy	busket
business	forretning
business man	NO TRANSLATION
businessman	forretningsmand
businesswoman	NO TRANSLATION
busload	busser
buss	buss
bust	buste
busted	busted
buster	buster
bustle	travlhed
bustling	travle
busy	travl
busybody	plageånd
butane	butan
butcher	slagter
butler	butler
butt	røv
butter	smør
buttercup	ranunkel
butterfly	sommerfugl
buttermilk	kærnemælk
butterscotch	flødekaramel
buttery	smøragtig
buttock	balde
buttocks	balder
button	knap
buttress	afstive
buxom	trivelig
buy	købe
buyer	køber
buying	at købe
buzz	summen
buzzard	musvåge
buzzed	summede
buzzer	summer
buzzing	summende
bye	farvel
bygone	svunden
bylaw	styrelsesvedtægt
byline	byline
bypass	bypass
bystander	tilskuer
byte	byte
byzantine	byzantinske
cab	førerhus
cabal	klike
cabana	cabana
cabaret	kabaret
cabbage	kål
cabbie	taxachaufføren
cabernet	cabernet
cabin	kabine
cabinet	skab
cable	kabel
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	kakofoni
cactus	kaktus
cad	cad
cadaver	kadaver
caddie	NO TRANSLATION
caddy	caddie
cadence	kadence
cadet	kadet
cafe	cafe
cafeteria	cafeteria
caffeine	koffein
cage	bur
cagey	hemmelighedsfuld
cahoots	ledtog
cairn	varde
cake	kage
cakewalk	cakewalk
calamari	calamari
calamitous	katastrofal
calamity	ulykke
calcareous	kalkholdige
calcium	calcium
calculate	Beregn
calculated	beregnet
calculating	beregning
calculation	beregning
calculator	lommeregner
calculus	calculus
calendar	kalender
calender	NO TRANSLATION
calf	kalv
caliber	kaliber
calibrate	kalibrere
calico	Calico
calipers	kalibre
calisthenics	gymnastik
call	opkald
callback	ring tilbage
caller	opkalds
calligraphy	kalligrafi
calling	ringer
callous	afstumpede
calls	opkald
calm	berolige
calming	beroligende
calmness	stilhed
caloric	kaloriefattige
calorie	kalorie
calorimeter	kalorimeter
cam	cam
camaraderie	kammeratskab
camber	camber
camcorder	videokamera
camel	kamel
cameo	cameo
camera	kamera
cameraman	kameramand
camisole	camisole
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	lejr
campaign	kampagne
campaigner	forkæmper
campaigning	valgkamp
camper	autocamper
campfire	lejrbål
camping	Camping
campsite	campingplads
campus	universitetsområde
can	kan
can opener	dåseåbner
canal	kanal
canary	kanariefugl
cancel	afbestille
canceling	annullering
cancellation	aflysning
cancer	Kræft
candid	oprigtig
candidacy	kandidatur
candidate	kandidat
candied	kandiserede
candle	lys
candlelight	stearinlys
candles	stearinlys
candlestick	lysestage
candor	oprigtighed
candy	slik
cane	sukkerrør
canine	hunde
canister	dåse
canker	fordærve
cannabis	cannabis
canned	dåse
cannibal	kannibal
cannibalism	kannibalisme
canning	konserves
cannon	kanon
cannonball	kanonkugle
canoe	kano
canon	kanon
canonical	kanoniske
canons	kanoner
canopy	baldakin
cantaloupe	melon
cantbreathe	NO TRANSLATION
canteen	kantine
canterbury	Canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	kanton
cantstandit	cantstandit
cantwin	cantwin
canvas	lærred
canvass	NO TRANSLATION
canyon	canyon
cap	kasket
capability	evne
capable	i stand til at
capacity	kapacitet
cape	kappe
caper	kapers
capillary	kapillær
capital	kapital
capitalism	kapitalisme
capitalist	kapitalist
capitalize	kapitalisere
capitals	hovedstæder
capitation	capitation
capitol	capitol
capitulation	kapitulation
cappuccino	cappuccino
caprice	Caprice
capricious	lunefuld
caps	kasketter
capslock	Caps Lock
capsule	kapsel
captain	kaptajn
caption	billedtekst
captivate	fange
captivating	fængslende
captive	fange
captivity	fangenskab
captor	fangevogter
capture	fange
car	bil
caramel	karamel
carat	karat
caravan	campingvogn
carbon	kulstof
carburetor	karburator
carcass	slagtekrop
carcinoma	carcinom
card	kort
cardboard	pap
