Word	ku
barter	bihevgûherrandin
base	bingeh
baseball	baseball
baseball bat	basball bat
baseboard	basboard
baseless	bêbawer
baseline	bingehîn
baseman	baseman
basement	qatê kîler
bases	bingehîn
bash	bash
bashful	fedîkar
basic	bingehîn
basics	bingehîn
basil	basil
basilica	basilica
basin	destşo
basis	bingeh
bask	bask
basket	sellik
basketball	basketbolê
bass	bass
bass guitar	guitar
basso	NO TRANSLATION
bassoon	bassoon
bastard	bastard
bastarding	bastard
bastards	berevanan
bastion	parçe
bat	paçmêlk
batch	batch
batching	veguhestin
bate	NO TRANSLATION
bath	serşo
bathe	serşûştin
bathhouse	xanî
bathing	firotin
bathrobe	qapûtê serşûştinê
bathroom	jura serşoyê
bathtub	serşok
bathymetry	şevê
baton	baton
battalion	balkalion
batter	batter
battered	battered
battering	battering
battery	pîl
battle	şer
battled	şer kirin
battlefield	meydana şer
battleground	qada şer
battlements	şer
battleship	gemîya şer
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	qozav
bayonet	xencer
bayou	bayou
bazaar	bazar
bazooka	bazooka
bday	bday
be	be
beach	berav
beaches	deryayan
beacon	agirronî
bead	bead
beading	berbiçav
beads	masî
beady	beady
beagle	beagle
beak	nikil
beaker	beaker
beam	ronîtîrêj
beaming	şîn
bean	fasûlî
beanbag	telîsê fasoliyan
beanie	beanie
bear	hirç
bearable	têkiş
beard	rî
bearded	êş
bearer	hişk
bearing	bîlye
bearings	dordîtinî
bearish	hişk
bearskin	bearskin
beast	teba
beastly	bêhêz
beat	lêdan
beaten	xistin
beater	xwarinê
beating	lêdan
beatnik	beatnik
beau	beau
beautification	çêkirin
beautiful	bedew
beautify	xweş bikin
beauty	çelengî
beaver	qûndûz
bebop	bebop
beck	bikişînin
beckon	bibînin
become	bûyin
bed	nivîn
bedding	rûnivîn
bedpan	bedpan
bedrock	bedrock
bedroom	jura razanê
bedside	bedside
bedspread	bedspread
bedtime	dema razanê
bee	mêşa hûngiv
beef	goştê dewêr
beefsteak	beefsteak
beehive	darikê mêşan
beep	şîr
beeper	beeper
beer	bîra
bees	masî
beeswax	beeswax
beetle	kêzxatûn
befall	bibe
befitting	çêkirin
befriend	heval
befuddled	befuddled
beg	parsêkirin
beggar	parsek
begging	lê digotin
begin	destpêkirin
beginner	despêkevan
beginning	destpêk
beginnings	destpêkirin
begrudge	begrudge
begun	dest pê kir
behappy	NO TRANSLATION
behave	xwenîşandan
behavior	xwenîşandinî
behavioral	tevgerî
behemoth	bexş
behest	bistînin
behold	Va ye
beholden	bibînin
beholder	balkêş
beige	rengê xakî
belated	belaş kirin
belay	belay
belch	qirpikhilanîn
belief	bawerî
believable	bawertê
believe	bawerîn
believed	bawerî
believer	bawervan
believing	bawerî
belittle	daxistin
belittled	derxistin
bell	zengil
bellboy	bellboy
bellhop	bellhop
belligerent	şerxwaz
bellman	bellman
bellow	bellow
bellows	celeb
belly	zik
bellybutton	bellybutton
bellyful	belengaz
belong	yêwêbûn
belongings	hebûyî
beloved	hezkirî
belt	qayiş
beluga	beluga
bemused	bemused
bench	dika
bend	xwarkirin
bender	bender
bending	bendê
beneath	bin
benedictory	benedictory
benefactor	xêrxwaz
beneficial	kêrtê
beneficiary	lêtê
benefit	fêde
benevolence	berbiçav
benevolent	bêhêz
benign	benign
bent	xar
benzene	benzene
bequeath	şaş
bequest	serketinê
bereaved	xemgîn kirin
bereavement	xemgîniyê
bereft	bereft
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	beryllium
beseech	xerîb
beset	beset
bestdayever	baştirîn roja hemû deman
bestfeeling	bestfeeling
bestfriends	hûn gelek rindikin
bestial	çêtirîn
besties	baş
bestow	dayin
bestseller	bestseller
bet	şertgirî
beta	beta
betray	xîyanetkirin
betrayal	xîyanet
betrayed	betal kirin
betrothed	betal kirin
betterment	çêtirîn
betting	betting
betty	betal
bevel	bevel
beverage	vexwarok
bevy	bîhnxweş
beware	balgirtin
bewilder	bekilder
bewildered	hilweşandin
bewilderment	hilweşandin
bias	bîr
biased	berbiçav
bib	berdilk
bible	încîl
biblical	încîlî
bibliography	bibliography
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	pişk
bicker	bicker
bickering	balkering
bicolor	bicolor
bicycle	hespê hessinî
bid	pêşnîyar
bidder	bidestxistin
bidding	dozkirinê
bide	NO TRANSLATION
biennial	bi bîranîn
bier	NO TRANSLATION
bifurcation	paqijkirin
big	mezin
bigamy	yekjinî
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	hişyar
bigoted	bigire
bigotry	hişk
bike	bike
biker	biker
bikini	derpîyê ajnê
bilateral	dualî
bilayer	bilayer
bile	qulikê
bilge	bilge
bilingual	dûzimanî
bill	hesab
billboard	qulikê
billet	billet
billiard	xerîb
billiards	bîlardo
billing	diravkirin
billion	milyar
billionaire	mîlyararê
billy	billy
bimbo	bimbo
bimonthly	bimîne
bin	kupê
binary	binary
bind	bihevgirêdan
binder	hevgirêk
bindery	bindery
binding	binding
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	durbîn
binomial	binomial
bio	bio
biochemical	biochemical
biochemist	biochemist
biochemistry	biochemistry
biogenesis	biogenesis
biographer	biyograf
biography	biography
biological	biyolojîk
biologist	jîyanzan
biology	jîyanzanî
bionic	bionic
biopsy	biopsî
biosphere	biosphere
bipartite	biparêze
bipolar	bipolar
birch	birch
bird	teyr
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	zayîn
birthday	rojbûn
birthing	birthing
birthmark	şanik
birthplace	cihê jidayikbûnê
birthright	jidayikbûnê
bis	NO TRANSLATION
biscuit	piskûvrît
bisexual	bisexual
bishop	keşîş
bison	bison
bisque	bisque
bistro	bistro
bit	gem
bitch	dêlik
bitchy	xemgîn
bite	devlêkir
biter	NO TRANSLATION
bitsy	bitsy
bitter	tal
bitterly	hêrs
bitterness	talî
bittersweet	bittersweet
bitty	bitty
bitumen	bitikîne
biweekly	biweekly
biz	biz
bizarre	dîn
blab	borik
blabbermouth	blabbermouth
black	reş
black snake	marê reş
blackberry	tûyê dirîreşk
blackbird	çivîk
blackboard	textê dîwêr
blacken	reş
blackface	rengê
blackjack	blackjack
blacklist	lîsteyê
blackmail	xûkxwazî
blackmailer	reş
blackness	reş
blackout	berbiçav
blacksmith	nalbend
bladder	ziravê
blade	zîl
blame	sûc
blameless	bêsuc
bland	girêdayî
blank	vala
blanket	lihêv
blare	xerîb
blase	NO TRANSLATION
blasphemous	neheq
blasphemy	kûfûrbazî
blast	teqîn
blaster	blaster
blastoff	teqîn
blatant	berbiçav
blather	bêdeng
blaze	şaş
blazer	blazer
blazing	blazing
bleach	dermanê spîkirinê
bleak	xwîn
bleed	xwînbûn
bleeder	xwînê
bleeding	bixwîn
bleep	xew
blemish	kêmasî
blemished	şaş
blend	tevlihevî
blender	blender
blending	tevlihevkirin
bless	bereketkirin
blessed	pîroz be
blessing	bereket
blessings	pîroz
bleu	bleu
blight	şaş
blighted	tirsandin
blimp	şaş
blind	kor
blinded	kor kirin
blindfold	paçê ber çav
blindfolded	çavê kor
blinding	kor
blindly	kor
blindness	korî
blink	çavavîtin
blip	borîn
bliss	kêfxweş
blissful	xemgîn
blister	nepixoka
blistering	berbiçav
blitz	blitz
blizzard	bahoza befrê
bloat	bloat
bloated	nepixî
blob	blob
block	deste
blockade	pêşgirtinî
blockage	asteng
blockbuster	blockbuster
blockhead	blokê
blog	blogê
bloke	bloke
blond	zêrîn
blonde	zer
blood	xwîn
bloodbath	xwînê
bloodhound	xwînê
bloodless	xwîn
bloodline	xwînê
bloodshed	xwînrêjî
bloodshot	xwînê
bloodstream	xwînê
bloodthirsty	xwînê
bloody	xûnî
bloom	bloyan
bloomers	bloom
blooming	borîn
blossom	çîçeka
blot	borîn
blotched	xist
blotter	balkêş
blouse	berdil
blow	nepixandin
blower	qirêj
blowfish	şewitandin
blowing	firotin
blowjob	blowjob
blown	hilweşandin
blowout	teqîn
blowtorch	blowtorch
blubber	dohnê
bluddy	berbiçav
blue	şîn
blue spruce	spî
blueberry	tû
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	hûrgelan
blues	blues
bluff	şaş
bluish	hêrs
blunder	şaş
blunt	ko
blur	çerm
blurred	şaş kirin
blurry	bêdeng
blurt	bêdeng
blush	sorbûn
blushing	bi sorbûn
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	firotanê
board	pêşewarî
board game	lîstikê de
boarder	NO TRANSLATION
boarding	şandin
boardroom	odeyê
boards	deveran
boardwalk	boardwalk
boast	pesnêxwedan
boastful	pesnêxwedanî
boasting	şaş kirin
boat	qeyik
boathouse	firotanê
boating	şewitandin
boatload	zû
boatman	qutikê
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodikê
bodily	bedenî
body	beden
bodyguard	bedenparêz
bog	avgen
bogey	bogey
bogeyman	bogeyman
bogus	bogus
bohemian	bohemî
boil	kelandin
boiler	beroşa dûxanê
boilerplate	pelê
boiling	avê
boisterous	bermîl
bold	hesabî
boldness	zordariyê
bollocks	bollocks
bolster	xistin
bolt	mendel
bolus	bolus
bomb	bimbe
bombard	bombebaran
bombardier	bombardier
bombardment	bombebaranê
bombed	bombebaran kirin
bomber	bimbebaranker
bombers	bombebaran
bombing	êrişa bimbe
bombshell	bombehell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	ferzîye
bondage	xwekarî
bonding	peywendiyê
bonds	girêdan
bondsman	bondsman
bone	hestî
bonehead	honehead
boner	boner
bones	hestiyên
bonfire	bonfire
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	devik
bonny	bonny
bonsai	bonsai
bonus	xelat
bony	bony
boo	bûk
boob	boob
booby	bîr
booger	bîkger
boogeyman	boogeyman
boogie	boogie
book	pirtûk
bookcase	refê pirtûkan
bookie	bookie
booking	veqetandin
bookish	pirtûkxanê
bookkeeper	deftergir
bookkeeping	pirtûkxaneyê
booklet	pirtûkok
bookmaker	pirtûkxaneyê
bookmark	pirtûkxane
books	pirtûka
bookseller	pirtûkker
bookshop	pirtûkxaneyê
bookstore	pitûkfiroşgeh
bookworm	pirtûkxaneyê
boom	boom
boomer	boomer
boomerang	boomerang
booming	berxwedana
boon	boon
boooo	NO TRANSLATION
boost	zexmkirinî
booster	boster
boot	baxaj
booth	diranê
bootleg	bootleg
bootlegger	bootlegger
boots	pêlav
booty	booty
booze	bîze
bop	bop
bopper	bopper
border	hidûd
bordering	xerîb
borderline	sînor
bore	kolîn
boreal	bîral
bored	bor
boredom	acizî
borer	borer
boring	acizkir
born	zayî
boron	boron
borough	navçeyê
borrow	deyngirtin
borrower	deyndar
bosom	bosom
boss	şef
bossy	têrnebûyina erckirinê
boston	boston
botanical	botanîkî
botanist	botanîst
botany	gîhazanî
bother	ked
bothering	xemgîniyê
bottle	şûşe
bottleneck	şirket
bottling	bottling
bottom	erd
bottomless	bêerd
botulism	botulîzmê
boulder	teht
bounce	hilpekîn
bouncer	bouncer
bouncy	balkêş
bound	sînor
boundary	tixûb
boundless	bêtixûb
bounds	sînor
bountiful	dilsoz
bounty	kerema xwe
bouquet	balkêş
bourbon	borbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	axaftinê
bout	qirêj
boutique	boutique
bouttime	bouttime
bovine	bovine
bow	xwexarkirinî
bowed	xweş kirin
bowel	tewra
bowels	tewra
bowl	tas
bowler	bowler
bowling	bowling
bowls	kevir
box	qûtîk
boxcar	boxcar
boxer	boksvan
boxers	boxer
boxing	boxing
boy	xort
boycott	boycott
boyfriend	heval
boyhood	boyhood
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	pêsîrveşêr
brace	derzî
bracelet	bazin
braces	şewitandin
brachial	braçal
bracket	derzî
brackets	karkerên
brackish	kişandin
brad	brad
brag	pesnêxwedan
braid	kêlekbend
brain	mejî
brainless	bêhêz
brains	dil
brainstorm	hişk
brainwash	mejîşûştinî
brainy	mêjî
brake	frên
bran	bran
branch	liq
branching	damezrandin
brand	şanika şewatê
brandy	alkol
brash	şaş
brass	tûnc
brass knuckle	kulikê
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	jîr
bravery	jîrî
brawl	brawl
brawn	hişk
brazen	brazen
breach	binpêkirin
bread	nan
breadth	nîv
break	şikesta
breakable	dişkê
breakaway	şaş
breakdown	qeza
breaker	xwenîşandanek
breakers	xwenîşandan
breakfast	taştê
breaking and entering	şikandin û têkevin
breakingnews	nûçeya lezgîn
breakneck	berbiçav
breakthrough	jiberderketinî
breakup	tevlîkirin
breast	pêsîr
breath	bîn
breathe	bîngirtin
breather	şîn
breathless	bêbîn
breathtaking	kişandin
breech	borç
breeches	germ
breed	nîjad
breeder	breeder
breeding	kedî
breeze	hewa hênik
breezy	şewitandin
brethren	birayên
breve	NO TRANSLATION
brevity	birçîbûnê
brew	bîrameyandin
brewery	bîrameyanxane
brewing	brewing
briar	briar
bribe	diravê bertîlê
bribery	bertîlî
brick	krêmît
bridal	keçikê
bride	bûk
bridegroom	zava
bridesmaid	berbûk
bridge	pir
bridle	zirav
brief	kin
briefcase	çentê bêlgan
briefing	fermanan
briefly	kûrt
brig	tîrêj
brigade	hêz
bright	ronî
brighten	ronahî
brightens	ronahî dike
brighter	zehf
brightness	ronahî
brilliance	şikilî
brilliant	birqanî
brim	kêlek
brimming	tirsa
brimstone	brimstone
brine	xwê
bring	anîn
brink	zirav
brisk	zû
brisket	brisket
bristle	bistînin
brittle	dişkê
bro	bro
broach	broach
broad	fireh
broadcast	weşandin
broadcasting	weşandin
broaden	weşandin
broadside	broadside
broadsword	broadsword
brocade	brokade
broccoli	broccoli
brochure	pirtûkok
broil	broil
broke	îflasî
broken	şikestî
brokenheart	NO TRANSLATION
brokenhearted	şaş kirin
broker	simsar
brokerage	brokerage
bromide	bromide
bronco	bronco
bronze	tunc
brooch	pelik
brood	kevir
brooding	brooding
brook	çemik
broom	melkis
broomstick	broomstick
broth	bira
brothel	zilamê
brother	brak
brotherhood	birayên
brotherly	birayê
brow	bor
brown	qehweyî
brownstone	rengî
browse	hilbijêre
brrr	brrr
bruise	birîna şîn
bruising	dirûşm
brunch	xwar
brunette	brunette
brunt	dirûşm
brush	firçe
brutal	wehşîyane
brutality	bêwîjdanî
brute	şewitandin
brutish	neheq
bubble	nepixok
bubbling	balkling
bubbly	bubbly
bubonic	bubonic
buck	buck
buckaroo	buckaroo
bucket	satil
buckle	qeyd
buckled	balkled
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	bişkovê
buddha	buddha
buddhism	Budîzm
buddhist	budaparêz
budding	heval
buddy	heval
budge	budçe
budget	sermîyan
buff	çermê
buffalo	gamêş
buffer	bêdeng
buffering	bifroş
buffet	bêdeng
buffoon	çermê
bug	rûnask
bugaboo	bugaboo
bugged	barged
bugger	bugger
buggy	buggy
bugle	balkêş
bugler	bugler
build	avakirin
builder	avaker
building	avahî
buildings	avahiyan
buildup	ezê te bibînim
bulb	blob
bulbous	berbiçav
bulge	xwarbûnî
bulimic	bulimic
bulk	pîvank
bulkhead	kişandin
bulky	qewî
bull	ga
bulldog	bulldog
bulldozer	qrêder
bullet	gûlle
bulletin	nasdayin
bulletproof	bulletproof
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	bullion
bullock	bullock
bullpen	bullpen
bullshit	bullshit
bully	zordariyê
bulwark	berbiçav
bum	kûlîmek
bumblebee	moz
bummed	bummed
bummer	bummer
bump	werma
bumper	darikê lêketinê
bumpy	bumpy
bun	NO TRANSLATION
bunch	qeyikê
bundle	deste
bungalow	bungalow
bungee	bungee
bunghole	mirin
bunion	bunion
bunk	kozika raketinê
bunker	kozik
bunkhouse	bunkhouse
bunny	kevroşk
bunt	bunt
buoy	kûndûrav
buoyancy	dilsoz
buoyant	xemgîn
bur	bur
burden	bar
burdened	giran
burdensome	giran
bureau	buroya
bureaucracy	bûrokrasî
bureaucrat	burokrasiyê
bureaucratic	burokratîk
burger	burger
burglar	diz
burglary	dizî
burial	binerdkirinî
buried	şandin
burke	burke
burlap	burlap
burlesque	burlesque
burly	xwar
burn	birîna şewatê
burned	şewitandin
burner	şewitandin
burning	şewitandin
burnished	şewitandin
burnout	şewitandin
burnt	şewitandin
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	borîn
bursary	bursary
burst	çêdike
bury	binerdkirin
bus	bas
busboy	otobusê
bush	devî
bushel	otêlekê
bushy	bûk
business	dikan
business man	NO TRANSLATION
businessman	aborvan
businesswoman	aborvan
busload	barkirinê
buss	buss
bust	bûr
busted	berbiçav
buster	otobusê
bustle	kulikê
bustling	hêşîn
busy	bikar
busybody	balkêş
butane	asayî
butcher	serjêker
butler	xûlam
butt	bît
butter	runê nîvişk
buttercup	lêgerîn
butterfly	pinpinîk
buttermilk	mûzek
butterscotch	butterscotch
buttery	zêrîn
buttock	kişandin
buttocks	kûlîmek
button	pişkov
buttress	sîteyê
buxom	buxom
buy	kirrîn
buyer	kirrîvan
buying	kirînê
buzz	pispisîn
buzzard	teyrê baz
buzzed	şaş kirin
buzzer	dengdar
buzzing	kişandin
bye	xatirê te
bygone	bygone
bylaw	alî
byline	byline
bypass	rêya dorhalî
bystander	binêr
byte	byte
byzantine	byzantine
cab	cab
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	lihane
cabbie	cabbie
cabernet	cabernet
cabin	koz
cabinet	şêwr
cable	kablo
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	dirrîçîçek
cad	kad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	leşkera ecemî
cafe	qahwexane
cafeteria	kafeteriya
caffeine	kofeyîn
cage	qefes
cagey	cagey
cahoots	cahoots
cairn	cenazeyê
cake	paste
cakewalk	cakewalk
calamari	calamari
calamitous	xemgîn
calamity	xemgîniyê
calcareous	pêdivî ye
calcium	kalsîyum
calculate	hesabkirin
calculated	hesab kirin
calculating	hesabkirin
calculation	hesabkirînî
calculator	hesabker
calculus	krîza
calendar	salname
calender	NO TRANSLATION
calf	golik
caliber	pîvana
calibrate	paqijkirin
calico	calico
calipers	calipers
calisthenics	calisthenics
call	bang
callback	kişandin
caller	bangê
calligraphy	peywendiyê
calling	bang dikin
callous	zilam
calls	bang dikin
calm	bêdeng
calming	aram
calmness	bêdengî
caloric	calorîk
calorie	kalorî
calorimeter	calorimeter
cam	cam
camaraderie	camaraderie
camber	camber
camcorder	camcorder
camel	hoştir
cameo	cameo
camera	kamîra
cameraman	kameraman
camisole	camisole
camouflage	xweveşartinî
camouflaged	NO TRANSLATION
camp	cîkon
campaign	bêşvekirin
campaigner	kampanyar
campaigning	kampanyayê
camper	camer
campfire	campfire
camping	kampanê
campsite	meydana kon
campus	meydana zankoyê
can	qûtîk
can opener	dikare vekin
canal	cihok
canary	canary
cancel	bişûndekirin
canceling	betal bikin
cancellation	bişûndekirinî
cancer	qansêr
candid	vekirî
candidacy	namzetê
candidate	namzêd
candied	şewitandin
candle	find
candlelight	şewitandinê
candles	şam
candlestick	şikir
candor	kondor
candy	şêranî
cane	lûle
canine	xwarin
canister	kûz
canker	canker
cannabis	çûn
canned	vexwarinê
cannibal	mirovxwar
cannibalism	mirovxwarî
canning	canning
cannon	top
cannonball	cannonball
canoe	qeyik
canon	canon
canonical	canonical
canons	canon
canopy	sîvan
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	aşxane
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	kantona
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	çîta qeyikan
canvass	NO TRANSLATION
canyon	newala tehtan
cap	devik
capability	zanyarî
capable	zane
capacity	kanîn
cape	çelixte
caper	kapker
capillary	kişandin
capital	paytext
capitalism	sermîyandarî
capitalist	sermîyandar
capitalize	kapîtalîzmê
capitals	kapîtaliyan
capitation	kapîtaliyê
capitol	kapîtol
capitulation	kapîtalîzmê
cappuccino	cappuccino
caprice	caprice
capricious	xurt
caps	kûçikan
capslock	capslock
capsule	capsule
captain	kaptan
caption	têketin
captivate	girtin
captivating	derxistin
captive	girtî
captivity	girtîbûnî
captor	girtiyê
capture	girtin
car	trimbêl
caramel	caramel
carat	carat
caravan	trimbêla malî
carbon	karbonat
carburetor	carburetor
carcass	laş
carcinoma	carcinoma
card	qert
cardboard	qarton
cardiac	cardiac
cardigan	cardigan
