Word	tg
backside	пушти сар
backtrack	backtrack
backup	нусхабардорӣ
backward	бозгашт
backwardness	пушти сар
backwards	бозгашт
backwater	обхезӣ
backwoods	backwoods
backyard	пушти сар
bacon	гӯшти намакзадаи хук
bacteria	бактерияҳо
bacterial	бактериявӣ
bacterium	бактерия
bad	бад
badass	badass
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	бензин
badger	бад
badhabit	NO TRANSLATION
badly	бад
badness	бадӣ
baffle	шаффоф
baffled	хандидед
bag	банд
bagel	бандел
baggage	Бағоҷ
baggie	Багги
baggy	банди
bagman	бандман
bagpipes	боғҳо
bail	гарав
bailiff	Беназир
bait	дона
bake	офтоб
bakery	нонпазӣ
baking	пухтан
bal	NO TRANSLATION
balance	тавозуни
balanced	баробар аст
balcony	балкон
bald	банди
balding	банди
baldy	балди
bale	Бале
balk	пост
ball	тилло
ballad	ballad
ballast	ballast
ballerina	ballerina
ballet	балет
ballgame	ballgame
ballistic	ballistic
ballistics	балистикӣ
balloon	балон
ballot	бюллетен
ballpark	ballpark
ballplayer	ballplayer
ballpoint	блог
ballroom	толор
ballsy	балси
balm	гул
balmy	равған
balsam	balsam
balsamic	balsamic
bam	бам
bamboo	bamboo
ban	NO TRANSLATION
banana	банан
band	банд
bandage	пӯст
bandanna	бастаанд
bandit	бандит
bandstand	блок
bandwagon	бангдона
bandwidth	банди васеъ
bane	банка
bang	банд
banger	banger
banish	барҳам диҳед
banished	озод карда мешаванд
banishment	бекоркунӣ
banister	бесавод
banjo	Банданго
bank	бонк
banker	бонкдор
banking	бонкӣ
bankroll	банкрот
bankrupt	муфлисшавӣ
bankruptcy	муфлисшавӣ
banner	баннер
banquet	боғ
banshee	banshee
banter	бензин
banzai	NO TRANSLATION
baptism	таъмид
baptismal	таъмид
baptize	таъмид диҳед
bar	бар
barb	барб
barbarian	barbarian
barbaric	барбарӣ
barbarism	барбаризм
barbecue	Кабоб Кардан
barbed	барбод
barber	барбар
barbershop	сартарошхона
barbie doll	лаблабу
bard	баромадааст
bare	данд
bareback	баребак
barefoot	Браузер
barely	танҳо нест
barf	NO TRANSLATION
bargain	фармоишӣ
bargaining	баҳсҳо
barge	баръакс
baritone	баритон
barium	baryum
bark	аккос
barkeep	Барк
barks	донаҳо
barley	ҷав
barmaid	Бармадам
barman	барман
barn	барн
barnacle	маснуот
barney	Барни
barnyard	Барниард
barometer	барометр
baron	барон
baroness	баронесса
baroque	Барокко
barrack	баррак
barracuda	barracuda
barrage	barrage
barred	бекор карда шудааст
barrel	баррел
barren	ночиз
barricade	баррикада
barrier	монеа
barring	манъ карда шудааст
barrister	парастор
barroom	barroom
barrow	барбар
bartender	баранд
barter	бартер
base	асос
baseball	бейсбол
baseball bat	блоги бейсбол
baseboard	бензин
baseless	асосан
baseline	асосан
baseman	Асосӣ
basement	таҳхона
bases	асосҳо
bash	bash
bashful	бечунучаро
basic	асос
basics	асос
basil	basil
basilica	basilica
basin	ҳавз
basis	асос ёфтааст
bask	басанда
basket	basket
basketball	basketball
bass	Басс
bass guitar	Гитара
basso	NO TRANSLATION
bassoon	bassoon
bastard	Ҳаромзода
bastarding	қаллобӣ
bastards	пазироӣ
bastion	ангеза
bat	бл
batch	бюрократ
batching	дубора
bate	NO TRANSLATION
bath	ванна
bathe	шустани он
bathhouse	анбор
bathing	бӯй
bathrobe	шустушӯй
bathroom	ванна
bathtub	ванна
bathymetry	гарм
baton	батарея
battalion	лутфан
batter	бром
battered	задааст
battering	латукӯб
battery	батарея
battle	ҷанг
battled	мубориза мебурданд
battlefield	майдони ҷанг
battleground	ҷанги сард
battlements	хавфҳо
battleship	ҷанг
batty	зада
bauble	bauble
bawdy	мӯй
bawl	блог
bay	гандум
bayonet	мачалла
bayou	данд
bazaar	базар
bazooka	bazooka
bday	банд
be	бошад
beach	пляж
beaches	пляжҳо
beacon	лампа
bead	рабуданд
beading	Беҳтарин
beads	Бонбони
beady	гурда
beagle	Бӯалӣ
beak	гов
beaker	ванна
beam	пӯст
beaming	пӯшида аст
bean	хушк
beanbag	хушбӯй
beanie	банан
bear	данд
bearable	қобили қабул аст
beard	хишти
bearded	ширин
bearer	баргардад
bearing	аз он ҷумла
bearings	ро ташкил медиҳад
bearish	баргашт
bearskin	хӯрдааст
beast	ҳайвони ваҳшӣ
beastly	қаҳрамонона
beat	латукӯб
beaten	латукӯб
beater	пажмурда
beating	латукӯб
beatnik	beatnik
beau	данд
beautification	обод
beautiful	зебо
beautify	зебо
beauty	зебоӣ
beaver	дандон
bebop	bebop
beck	Садо Ояндасоз
beckon	задааст
become	шудан
bed	бистар
bedding	хоб
bedpan	бистарӣ
bedrock	бистар
bedroom	хоб
bedside	бистарӣ
bedspread	бистарӣ
bedtime	вақти хоб
bee	занбўри асал
beef	гов
beefsteak	гўшт
beehive	бесоҳиб
beep	бифиристед
beeper	Бепарда
beer	оби ҷав
bees	занбӯри асал
beeswax	омехта
beetle	гамбӯсаки
befall	задааст
befitting	Иҷтимоъ
befriend	дӯстӣ
befuddled	Бештар
beg	хонед
beggar	тоҷир
begging	хурсандӣ мекунанд
begin	Оғоз
beginner	ибтидо
beginning	оғоз меёбад
beginnings	оғоз меёбад
begrudge	лутфан
begun	оғоз ёфт
behappy	NO TRANSLATION
behave	рафтор кунед
behavior	рафтор
behavioral	рафтор
behemoth	харидааст
behest	хоб кунед
behold	инак
beholden	дидед
beholder	рафтор
beige	beige
belated	шад
belay	Бале
belch	банд
belief	имон
believable	имондор
believe	бовар кунед
believed	имон оварданд
believer	имондор
believing	имондор
belittle	бадбахт
belittled	бадбахт
bell	занги
bellboy	бандбой
bellhop	блог
belligerent	дубора
bellman	броммен
bellow	зебо
bellows	хобҳо
belly	қолин
bellybutton	ноф
bellyful	блог
belong	аз ҷумла
belongings	молҳо
beloved	маҳбуб
belt	банд
beluga	beluga
bemused	Бемористон
bench	дубора
bend	бифурӯшед
bender	bender
bending	данд
beneath	дар поён
benedictory	данд
benefactor	некӯкор
beneficial	муфид
beneficiary	бенефитсиар
benefit	фоида
benevolence	манфӣ
benevolent	некӯкорона
benign	Бензин
bent	данд
benzene	бензин
bequeath	дандон
bequest	ака
bereaved	Муборак аст
bereavement	ҳабс кардан
bereft	бесавод
beret	Бале
bergamot	бегамоҳ
berlin	Берлин
berserk	бесер
berth	данд
beryllium	Бериллий
beseech	beseech
beset	нанд
bestdayever	беҳтарин
bestfeeling	дубора
bestfriends	дӯсти ҳақиқӣ
bestial	беҳтарин
besties	ШАҲРИ КӮЛОБ
bestow	Дунёи иқтисод
bestseller	пурфуруштарин
bet	Бале
beta	бета
betray	хиёнат кунед
betrayal	хиёнаткор
betrayed	хиёнаткорона
betrothed	баръакс
betterment	беҳтар аст
betting	Бифармоед
betty	betty
bevel	бензин
beverage	нӯшидан
bevy	бибй
beware	эҳтиёт шавед
bewilder	хандовар
bewildered	хандидед
bewilderment	шодравон
bias	бодиққат
biased	кифоя аст
bib	биб
bible	Китоби Муқаддас
biblical	Библия
bibliography	bibliography
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	Бикер
bickering	бибаред
bicolor	Бобоурбон
bicycle	велосипед
bid	дархост
bidder	дархосткунанда
bidding	тендер
bide	NO TRANSLATION
biennial	биология
bier	NO TRANSLATION
bifurcation	партофташуда
big	калон
bigamy	Набиюллоҳ Суннатӣ
bigday	рӯзи бузург
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	банги
bigmouth	калонсолон
bigot	Бештар
bigoted	Бештар
bigotry	Беҳтарин
bike	велосипед
biker	biker
bikini	Бикини
bilateral	дуҷониба
bilayer	дугара
bile	ҳатто
bilge	сигарет
bilingual	дуюмӣ
bill	ариза
billboard	лампочка
billet	блог
billiard	бильярд
billiards	Бильярдҳо
billing	банк
billion	миллиард
billionaire	миллиардер
billy	billy
bimbo	bimbo
bimonthly	бимонта
bin	бин
binary	binary
bind	пайваст кунед
binder	блистер
bindery	бензин
binding	ҳатмӣ аст
bing	бинг
binge	бегона
bingo	бинго
binocular	дубора
binoculars	дӯконҳо
binomial	бином
bio	био
biochemical	биохимикӣ
biochemist	биохимист
biochemistry	биохимия
biogenesis	биогаз
biographer	биограф
biography	биография
biological	биологӣ
biologist	биолог
biology	биология
bionic	bionic
biopsy	биопси
biosphere	биосфера
bipartite	ду тараф
bipolar	дутарафа
birch	берч
bird	парранда
birdcage	парранда
birdie	якҷоя
birdman	якдма
birth	таваллуд
birthday	рӯзи таваллуд
birthing	чизи
birthmark	таваллуд
birthplace	ҷои таваллуд
birthright	таваллуд
bis	NO TRANSLATION
biscuit	biscuit
bisexual	bisexual
bishop	bishop
bison	устухон
bisque	bisque
bistro	bistro
bit	каме
bitch	бич
bitchy	бечорагӣ
bite	qo
biter	NO TRANSLATION
bitsy	тилло
bitter	талх аст
bitterly	азият мекашад
bitterness	дилсӯз
bittersweet	Садо Ояндасоз
bitty	пӯст
bitumen	bitumen
biweekly	дучанд
biz	мо
bizarre	дандон
blab	шикам
blabbermouth	Беморбуда
black	сиёҳ
black snake	мори сиёҳ
blackberry	BlackBerry
blackbird	blackbird
blackboard	сиёҳ
blacken	сиёҳ
blackface	сиёҳ
blackjack	blackjack
blacklist	рӯйхати сиёҳ
blackmail	шаффофият
blackmailer	шубҳаовар
blackness	сиёҳ
blackout	сиёҳ
blacksmith	blacksmith
bladder	bladder
blade	пиёда
blame	айбдоршаванда
blameless	беайб
bland	Браун
blank	холӣ
blanket	пӯлод
blare	хушк
blase	NO TRANSLATION
blasphemous	куфр аст
blasphemy	куфр аст
blast	тарк
blaster	пора-пора
blastoff	таркиш
blatant	бепарвоӣ
blather	блог
blaze	сӯхтагӣ
blazer	блокер
blazing	сӯзон
bleach	шустагар
bleak	бадмаст
bleed	хунук шуд
bleeder	рабуданд
bleeding	хунрезӣ
bleep	хоб
blemish	манъ аст
blemished	хашмгин
