Word	zu
backwardness	ukubuyela emuva
backwards	emuva
backwater	emuva kwamanzi
backwoods	backwoods
backyard	ngasemuva
bacon	i-Bacon
bacteria	amabhaktheriya
bacterial	amabhaktheriya
bacterium	ibhaktheriya
bad	kubi
badass	badass
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	ibheji
badger	amabheji
badhabit	NO TRANSLATION
badly	kabi
badness	ububi
baffle	baffle
baffled	baxhunyiwe
bag	isikhwama
bagel	bagel
baggage	Umthwalo
baggie	baggie
baggy	isikhwama
bagman	bagman
bagpipes	amabhpipes
bail	ibheyili
bailiff	umsizi wesikhonzi senkantolo
bait	bait
bake	bhaka
bakery	ibhakede
baking	ukupheka
bal	NO TRANSLATION
balance	ibhalansi
balanced	ukulinganisela
balcony	ibhaluni
bald	i-bald
balding	i-balding
baldy	baldy
bale	bale
balk	balk
ball	ibhola
ballad	i-ballad
ballast	i-ballast
ballerina	i-ballerina
ballet	i-ballet
ballgame	i-ballgame
ballistic	i-ballistic
ballistics	i-ballistics
balloon	ibhaluni
ballot	ukuvota
ballpark	i-ballpark
ballplayer	i-ballplayer
ballpoint	ibhola
ballroom	ibhola
ballsy	ballsy
balm	i-balm
balmy	kuhle
balsam	ibhalsamu
balsamic	ibhalsamu
bam	bam
bamboo	i-bamboo
ban	NO TRANSLATION
banana	ibhanana
band	ibhande
bandage	ibhande
bandanna	bandana
bandit	i-bandit
bandstand	i-bandstand
bandwagon	i-bandwagon
bandwidth	umkhawulokudonsa
bane	bane
bang	bang
banger	banger
banish	baxoshe
banished	isusiwe
banishment	ukuxoshwa
banister	umbhikishi
banjo	banjo
bank	ibhange
banker	ibhange
banking	ibhange
bankroll	i-bankroll
bankrupt	ukuphazamiseka
bankruptcy	ukuphazamiseka
banner	ibhanna
banquet	idili
banshee	banshee
banter	ibhanter
banzai	NO TRANSLATION
baptism	ubhapathizo
baptismal	ukubhapathizwa
baptize	bhapathiza
bar	ibha
barb	ibha
barbarian	umfokazi
barbaric	u-barbaric
barbarism	u-barbarism
barbecue	ibhaja
barbed	i-barbed
barber	i-barber
barbershop	Indawo yokugunda izinwele
barbie doll	i-barbie doll
bard	bard
bare	avulekile
bareback	i-bareback
barefoot	izibopho ezingenamikhono
barely	kancane
barf	NO TRANSLATION
bargain	ukuxoxisana
bargaining	ukuxoxisana
barge	ibhaji
baritone	i-baritone
barium	i-barium
bark	ibhakede
barkeep	i-barkeep
barks	uyabamba
barley	ibhali
barmaid	i-barmaid
barman	i-barman
barn	ibhaja
barnacle	indawo yokugcina
barney	i-barney
barnyard	i-barnyard
barometer	i-barometer
baron	i-baron
baroness	i-baroness
baroque	baroque
barrack	i-barrack
barracuda	i-barracuda
barrage	i-barrage
barred	kuvinjelwe
barrel	umgqomo
barren	i-barren
barricade	ibhajethi
barrier	umgoqo
barring	ukuvimbela
barrister	u-barrister
barroom	i-barroom
barrow	ibha
bartender	i-bartender
barter	ukuvala
base	isisekelo
baseball	baseball
baseball bat	baseball bat
baseboard	i-baseboard
baseless	ezingenasisekelo
baseline	isisekelo
baseman	baseman
basement	phansi
bases	izisekelo
bash	bash
bashful	bashful
basic	eziyisisekelo
basics	eziyisisekelo
basil	basil
basilica	isonto
basin	ibhasi
basis	isisekelo
bask	bask
basket	ibhasikidi
basketball	basketball
bass	bass
bass guitar	i-bass guitar
basso	NO TRANSLATION
bassoon	i-bassoon
bastard	Udoti
bastarding	ukukhwabanisa
bastards	bastards
bastion	isisekelo
bat	bat
batch	ibhethri
batching	ukubetha
bate	NO TRANSLATION
bath	ukugeza
bathe	hlamba
bathhouse	bathhouse
bathing	ukugeza
bathrobe	i-bathrobe
bathroom	indlu yokugezela
bathtub	ibhuloho
bathymetry	i-bathymetry
baton	i-baton
battalion	ibuthoni
batter	batter
battered	bahlushwa
battering	ukushaya
battery	ibhetri
battle	impi
battled	ukulwa
battlefield	ibutho lempi
battleground	indawo yokulwa
battlements	impi
battleship	ukulwa
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	bay
bayonet	i-bayonet
bayou	bayou
bazaar	i-bazaar
bazooka	bazooka
bday	bday
be	be
beach	ibhishi
beaches	amabhishi
beacon	ibhakoni
bead	ubhontshisi
beading	ukushaya
beads	ubuhlalu
beady	beady
beagle	beagle
beak	ibhulogi
beaker	beaker
beam	ibhulogi
beaming	ukugcoba
bean	ibhontshisi
beanbag	i-beanbag
beanie	beanie
bear	ibhere
bearable	ukuthwala
beard	intshebe
bearded	ubhontshisi
bearer	umphathi
bearing	ukuthwala
bearings	ukubheja
bearish	bearish
bearskin	i-bearskin
beast	isilo
beastly	izilwane
beat	shaya
beaten	washaywa
beater	ibhontshisi
beating	ukushaya
beatnik	i-beatnik
beau	kuhle
beautification	ubuhle
beautiful	kuhle
beautify	kuhle
beauty	ubuhle
beaver	i-beaver
bebop	bebop
beck	i-beck
beckon	beckon
become	babe
bed	umbhede
bedding	ukulala
bedpan	i-bedpan
bedrock	i-bedrock
bedroom	ekamelweni lokulala
bedside	umbhede
bedspread	ukubhekwa
bedtime	isikhathi sokulala
bee	izinyosi
beef	yenkomo
beefsteak	beefsteak
beehive	i-beehive
beep	i-beep
beeper	i-beeper
beer	ubhiya
bees	izinyosi
beeswax	i-bex
beetle	ibhungane
befall	ihlela
befitting	kufanelekile
befriend	ube umngane wami
befuddled	befuddled
beg	thandaza
beggar	umphenyi
begging	ukucela
begin	qala
beginner	isiqalo
beginning	kuqala
beginnings	ukuqala
begrudge	intukuthelo
begun	iqalile
behappy	NO TRANSLATION
behave	ziphathe
behavior	ukuziphatha
behavioral	ukuziphatha
behemoth	behemoth
behest	khumula
behold	bheka
beholden	bheka
beholder	bheka
beige	beige
belated	ukukhishwa
belay	belay
belch	ibhande
belief	inkolelo
believable	ikholelwa
believe	kholwa
believed	bakholwa
believer	ikholwa
believing	ukukholwa
belittle	nciphisa
belittled	ukuhlukumeza
bell	bell
bellboy	bellboy
bellhop	i-bellhop
belligerent	ukulwa
bellman	bellman
bellow	i-bellow
bellows	i-bellows
belly	isisu
bellybutton	inkaba
bellyful	isisu
belong	kungokwakhe
belongings	izinto
beloved	othandekayo
belt	ibhande
beluga	beluga
bemused	bemused
bench	ibhentshi
bend	bend
bender	bender
bending	ukugoba
beneath	ngaphansi
benedictory	benedictory
benefactor	umsizi
beneficial	inzuzo
beneficiary	umzuzi
benefit	bazuze
benevolence	ububele
benevolent	unesihawu
benign	benign
bent	bent
benzene	benzene
bequeath	bequeath
bequest	bequest
bereaved	ususiwe
bereavement	ukushonelwa
bereft	ukushonelwa
beret	i-beret
bergamot	i-bergamot
berlin	Berlin
berserk	i-berserk
berth	u-berth
beryllium	i-beryllium
beseech	sicela
beset	ukushaya
bestdayever	bestdayever
bestfeeling	kahle
bestfriends	abangani bangempela
bestial	isineke
besties	besties
bestow	i-bestow
bestseller	okuhamba phambili
bet	ukubheja
beta	i-beta
betray	ukunikela
betrayal	ukukhashelwa
betrayed	ekhonjisiwe
betrothed	betrothed
betterment	ngcono
betting	ukubheja
betty	betty
bevel	i-bevel
beverage	isiphuzo
bevy	bevy
beware	qaphela
bewilder	ukudilika
bewildered	bajabule
bewilderment	ukuphazamiseka
bias	ukuthanda
biased	ukuhleleka
bib	ib
bible	iBhayibheli
biblical	iBhayibheli
bibliography	i-bibliography
bicarbonate	i-bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	ukuphikisana
bicolor	i-bicolor
bicycle	ibhayisikili
bid	ibhidi
bidder	umthengisi
bidding	ibhidi
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	i-bifurcation
big	big
bigamy	i-bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	i-bigot
bigoted	kukhulu
bigotry	ukuhlukumezeka
bike	ibhayisikili
biker	ibhayisikili
bikini	bikini
bilateral	amazwe amabili
bilayer	i-bilayer
bile	bile
bilge	i-bilge
bilingual	izilimi ezimbili
bill	isikweletu
billboard	ibhilidibhodi
billet	billet
billiard	ibhilididi
billiards	amabhilididi
billing	ukukhokha
billion	izigidigidi
billionaire	ibhiliyoni
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binary
bind	bopha
binder	binder
bindery	ukuhlanganiswa
binding	ukubopha
bing	i-bing
binge	ukuzitika
bingo	ibhayisikili
binocular	amabhayisikili
binoculars	ama-binoculars
binomial	binomial
bio	bio
biochemical	i-biochemical
biochemist	i-biochemist
biochemistry	i-biochemistry
biogenesis	i-biogenesis
biographer	umlando wezinto eziphilayo
biography	biography
biological	eziphilayo
biologist	isazi sezinto eziphilayo
biology	biology
bionic	bionic
biopsy	i-biopsy
biosphere	i-biosphere
bipartite	i-bipartite
bipolar	i-bipolar
birch	birch
bird	inyoni
birdcage	izinyoni
birdie	birdie
birdman	inyoni
birth	ukuzalwa
birthday	usuku lokuzalwa
birthing	birthing
birthmark	indawo yokuzalwa
birthplace	indawo yokuzalwa
birthright	ilungelo lokuzalwa
bis	NO TRANSLATION
biscuit	ibhisikidi
bisexual	abesilisa nabesifazane
bishop	umbhishobhi
bison	i-bison
bisque	i-bisque
bistro	ibistro
bit	kancane
bitch	i-bitch
bitchy	i-bitchy
bite	luma
biter	NO TRANSLATION
bitsy	bitsy
bitter	okubabayo
bitterly	buhlungu
bitterness	ukufutheka
bittersweet	ibuhlungu
bitty	kancane
bitumen	ibhitumini
biweekly	bakheekly
biz	i-biz
bizarre	okungaqondakali
blab	i-blab
blabbermouth	blabbermouth
black	omnyama
black snake	inyoka emnyama
blackberry	i-blackberry
blackbird	blackbird
blackboard	ibhodi
blacken	mnyama
blackface	blackface
blackjack	blackjack
blacklist	uhlu lwabantu abamnyama
blackmail	ukuxoshwa
blackmailer	i-blackmailer
blackness	ubumnyama
blackout	umnyama
blacksmith	umkhandi
bladder	isambiso
blade	i-blade
blame	icala
blameless	abangenacala
bland	bland
blank	kungenalutho
blanket	ingubo
blare	share
blase	NO TRANSLATION
blasphemous	uhlambalaza
blasphemy	ukuhlambalaza
blast	ukuqhuma
blaster	i-blaster
blastoff	ukuqhuma
blatant	okucacile
blather	bhala
blaze	shisa
blazer	i-blazer
blazing	ukushisa
bleach	i-bleach
bleak	i-bleak
bleed	ukuphuma
bleeder	i-bleeder
bleeding	ukuphuma
bleep	bleep
blemish	isici
blemished	i-blemished
blend	ukuhlanganiswa
blender	blender
blending	ukuxuba
bless	ubusise
blessed	ubusisiwe
blessing	isibusiso
blessings	izibusiso
bleu	i-blue
blight	ukulimaza
blighted	kuphazamisekile
blimp	blimp
blind	oyimpumputhe
blinded	waphuphuthekiswa
blindfold	i-blindfold
blindfolded	ziboshwe amehlo
blinding	ukuphuphuthekisa
blindly	ngephutha
blindness	ubumpumputhe
blink	blink
blip	blip
bliss	bliss
blissful	ijabule
blister	i-blister
blistering	ukuphumula
blitz	i-blitz
blizzard	ibhilididi
bloat	vula
bloated	ivuliwe
blob	vula
block	vimba
blockade	ukuvimbela
blockage	ukuvimba
blockbuster	blockbuster
blockhead	i-blockhead
blog	ibhulogi
bloke	vula
blond	blond
blonde	blonde
blood	igazi
bloodbath	igazi
bloodhound	igazihound
bloodless	ngaphandle kwegazi
bloodline	i-bloodline
bloodshed	ukuchithwa kwegazi
bloodshot	igazi
bloodstream	igazi
bloodthirsty	igazi
bloody	igazi
bloom	ziyaqhakaza
bloomers	Bloomers
blooming	ukukhula
blossom	ziqhakaza
blot	vula
blotched	ivaliwe
blotter	i-blotter
blouse	blouse
blow	ukushaya
blower	i-blower
blowfish	i-blowfish
blowing	ukushaya
blowjob	i-blowjob
blown	ipholile
blowout	ukushaya
blowtorch	i-blowtorch
blubber	i-blubber
bluddy	bluddy
blue	blue
blue spruce	i-spruce eluhlaza okwesibhakabhaka
blueberry	amajingijolo
bluebird	bluebird
bluegrass	i-bluegrass
bluejay	bluejay
blueprint	isakhiwo
blues	blues
bluff	bluff
bluish	bluish
blunder	iphutha
blunt	okungaqondile
blur	i-blur
blurred	iphukile
blurry	kufaka
blurt	i-blurt
blush	buso
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	i-boar
board	ibhodi
board game	umdlalo we Bhodi
boarder	NO TRANSLATION
boarding	ukugibela
boardroom	i-boardroom
boards	amabhodi
boardwalk	i-boardwalk
boast	ziqhayise
boastful	ukuziqhenya
boasting	ukuziqhayisa
boat	isikebhe
boathouse	i-boathouse
boating	isikebhe
boatload	ukulayisha umkhumbi
boatman	isikebhe
bobbin	i-bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	umzimba
bodily	ngokomzimba
body	umzimba
bodyguard	umlondolozi
bog	ibhokisi
bogey	i-bogey
bogeyman	i-bogeyman
bogus	bukhohlisayo
bohemian	i-bohemian
boil	ubilise
boiler	ibhuyili
boilerplate	i-boilerplate
boiling	abilayo
boisterous	isiyaluyalu
bold	ngesibindi
boldness	isibindi
bollocks	bollocks
bolster	isibindi
bolt	i-bolt
bolus	i-bolus
bomb	ibhomu
bombard	ibhomu
bombardier	bombardier
bombardment	ibhomu lokubhubhisa
bombed	ibhomu
bomber	ibhomu
bombers	amabhomu
bombing	ukuqhuma kwamabhomu
bombshell	ibhomu
bonanza	bonanza
bonbon	NO TRANSLATION
bond	isibopho
bondage	ubugqila
bonding	ukubopha
bonds	izibopho
bondsman	umgqila
bone	amathambo
bonehead	bonehead
boner	boner
bones	amathambo
bonfire	umlilo
bong	bong
bonkers	amabhonkers
bonne	NO TRANSLATION
bonnet	ibhonethi
bonny	bonny
bonsai	bonsai
bonus	ibhonasi
bony	bony
boo	boo
boob	i-boob
booby	booby
booger	i-booger
boogeyman	i-boogeyman
boogie	boogie
book	incwadi
bookcase	ibhukwana
bookie	i-bookie
booking	ukubhuka
bookish	bhala
bookkeeper	umgcini wezincwadi
bookkeeping	ukugcinwa kwamabhuku
booklet	incwajana
bookmaker	ubhuki
bookmark	ibhukumaka
books	izincwadi
bookseller	umthengisi
bookshop	i-bookshop
bookstore	isitolo sezincwadi
bookworm	i-bookworm
boom	i-boom
boomer	i-boomer
boomerang	boomerang
booming	ukukhula
boon	i-boon
boooo	NO TRANSLATION
boost	ukuqinisa
booster	isikhuthazo
boot	i-boot
booth	idokodo
bootleg	bootleg
bootlegger	i-bootlegger
boots	amabhuzu
booty	ukuphangwa
booze	ukuphuza
bop	bop
bopper	bopper
border	umngcele
bordering	emngceleni
borderline	umngcele
bore	zithwala
boreal	i-boreal
bored	unesizungu
boredom	isithukuthezi
borer	borer
boring	esithandayo
born	owazalwa
boron	boron
borough	ibhulogi
borrow	ukuboleka
borrower	umboleki
bosom	isifuba
boss	umphathi
bossy	bossy
boston	boston
botanical	i-botanical
botanist	i-botanist
botany	ibhodlela
bother	khathaza
bothering	ukukhathazeka
bottle	ibhodlela
bottleneck	i-bottleneck
bottling	ibhodlela
bottom	phansi
bottomless	okungenasisekelo
botulism	i-botulism
boulder	ibhande
bounce	bounce
bouncer	bouncer
bouncy	bouncy
bound	eboshiwe
boundary	umngcele
boundless	okungenamkhawulo
bounds	imingcele
bountiful	unomvuzo
bounty	bounty
bouquet	isixha
bourbon	i-bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	ibourse
bout	ukuqeda
boutique	boutique
bouttime	isikhathi sokuqeda
bovine	isifuba
bow	umnsalo
bowed	wakhothama
bowel	isilonda
bowels	amathumbu
bowl	isitsha
bowler	bowler
bowling	bowling
bowls	izitsha
box	ibhokisi
boxcar	ibhasiksi
boxer	ibhokisi
boxers	amabhokisi
boxing	ibhokisi
boy	umfana
boycott	ukuphoqa
boyfriend	isoka
boyhood	umfana
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	isib
brace	isongo
bracelet	isongo
braces	amabhande
brachial	brachial
bracket	ibakaki
brackets	amabakaki
brackish	isibindi
brad	isibindi
brag	ziqhayise
braid	isibindi
brain	ubuchopho
brainless	okungenangqondo
brains	ubuchopho
brainstorm	cabanga
brainwash	i-brainwash
brainy	brainy
brake	i-brake
bran	bran
branch	igatsha
branching	ukuhlanganisa
brand	brand
brandy	u-Brandy
brash	isibindi
brass	ithusi
brass knuckle	umkhonto wethusi
brassiere	ibrassiere
brat	brat
bratwurst	NO TRANSLATION
bravado	isibindi
brave	isibindi
bravery	isibindi
brawl	isibhamu
brawn	i-brawn
brazen	ubhedu
breach	ukuphulwa
bread	isinkwa
breadth	ububanzi
break	ukuphuka
breakable	ephukile
breakaway	Phuma
breakdown	ukuphazamiseka
breaker	i-breaker
breakers	abahlukumezi
breakfast	kwasekuseni
breaking and entering	ukuphula nokungena
breakingnews	ukuphumula
breakneck	i-breakneck
breakthrough	ukuphumelela
breakup	hlukana
breast	isifuba
breath	ukuphefumula
breathe	phefumula
breather	i-breather
breathless	ukuphefumula
breathtaking	ukuphefumula
breech	i-breech
breeches	amabhakede
breed	ukuzalwa
breeder	umfuyi
breeding	ukuzala
breeze	umoya oshisayo
breezy	ukuphefumula
brethren	bazalwane
breve	NO TRANSLATION
brevity	ukuphuza
brew	ukuphuza
brewery	i-brewery
brewing	ukuphuza
briar	u-briar
bribe	isifumbathiso
bribery	ukufumbathisa
brick	isitini
bridal	bridal
bride	umakoti
bridegroom	umkhwenyana
bridesmaid	umshayeli womshado
bridge	ibhuloho
bridle	ibhuloho
brief	okufushane
briefcase	isikhwama sebhayisikili
briefing	ukuxoxa
briefly	kafushane
brig	u-brig
brigade	amabutho
bright	elikhanyayo
brighten	kukhanya
brightens	kukhanya
brighter	kukhanya
brightness	ukukhanya
brilliance	ubuhlakani
brilliant	brilliant
brim	brim
brimming	ezinzima
brimstone	isibabule
brine	ibhulashi
bring	ulethe
brink	inkinga
brisk	liphukile
brisket	brisket
bristle	bristle
brittle	brittle
bro	umk
broach	broach
broad	ebanzi
broadcast	ukusakaza
broadcasting	ukusakaza
broaden	yandisa
broadside	isakaza
broadsword	i-broadsword
brocade	i-brocade
broccoli	i-broccoli
brochure	incwajana
broil	shayela
broke	waphula
broken	ephukile
brokenheart	NO TRANSLATION
brokenhearted	aphukile inhliziyo
broker	umthengisi
brokerage	ukuhweba
bromide	i-bromidi
bronco	i-bronco
bronze	ithusi
brooch	i-brooch
brood	i-brood
brooding	ukuxubha
brook	umfula
broom	umshanelo
broomstick	i-broomstick
broth	umhluzi
brothel	i-brothel
brother	umfowethu
brotherhood	ubuzalwane
brotherly	umzalwane
brow	brow
brown	obomvu
brownstone	brownstone
browse	phequlula
brrr	brrr
bruise	ukulimaza
bruising	ukulimaza
brunch	brunch
brunette	brunette
brunt	i-brunt
brush	ibhulashi
brutal	ngesihluku
brutality	ubuqili
brute	ukuhlukumezeka
brutish	ngobuqili
bubble	bubble
bubbling	ukuqhuma
bubbly	bubbly
bubonic	i-bubonic
buck	buck
buckaroo	buckaroo
bucket	ibhakede
buckle	buckle
buckled	ziboshwe
bucko	bucko
buckshot	i-buckshot
buckwheat	ibhakede
bud	ihlumela
buddha	i-Buddha
buddhism	ubuBuddha
buddhist	i-Buddhist
budding	ukuhluma
buddy	buddy
budge	budge
budget	isabelomali
buff	i-buff
buffalo	i-buffalo
buffer	i-buffer
buffering	buffering
buffet	i-buffet
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	i-bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	ukwakha
builder	umakhi
building	ukwakha
buildings	izakhiwo
buildup	Yakha
bulb	i-bulb
bulbous	i-bulbous
bulge	i-bulge
bulimic	bulimic
bulk	inqwaba
bulkhead	i-bulkhead
bulky	bulky
bull	inkunzi
bulldog	bulldog
bulldozer	i-bulldozer
bullet	ibhulogi
bulletin	umbiko
bulletproof	ibhulogi
bullfighter	i-bullfighter
bullfrog	i-bullfrog
bullheaded	izinkunzi zezinkunzi
bullhorn	i-bullhorn
bullion	bullion
bullock	inkunzi
bullpen	i-bullpen
bullshit	i-bullshit
bully	ukuxhaphaza
bulwark	ibhulogi
bum	bum
bumblebee	bumblebee
bummed	i-bummed
bummer	i-bummer
bump	bump
bumper	i-bumper
bumpy	bumpy
bun	NO TRANSLATION
bunch	bunch
bundle	isikhwama
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	bunt
buoy	buoy
buoyancy	buoyancy
buoyant	buoyant
bur	ibhu
burden	umthwalo
burdened	unzima
burdensome	umthwalo
bureau	ihhovisi
bureaucracy	i-bureaucracy
bureaucrat	i-bureaucrat
bureaucratic	ezibucayi
burger	umqashi
burglar	ibhulogi
burglary	ukugqekeza
burial	kungcwatshwa
buried	wangcwatshwa
burke	burke
burlap	i-burlap
burlesque	burlesque
burly	burly
burn	ukushisa
burned	bashiswe
burner	ukushisa
burning	ukushisa
burnished	sishiswe
burnout	ukushisa
burnt	ukushiswa
burp	i-burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	umcibisholo
bursary	ibhasari
burst	kuqhuma
bury	kungcwaba
bus	ibhasi
busboy	ibhasi
bush	isihlahla
bushel	ibheyili
bushy	i-bushy
business	ibhizinisi
business man	NO TRANSLATION
businessman	ibhizinisi
businesswoman	usomabhizinisi wesifazane
busload	ukulayisha ibhasi
buss	buss
bust	ukudubula
busted	busted
buster	i-buster
bustle	kuqhuma
bustling	ehamba phambili
busy	umatasa
busybody	uhamba phambili
butane	butane
butcher	ukuhlaba inyama
butler	ibhotela
butt	butt
butter	ibhotela
buttercup	buttercup
butterfly	butterfly
buttermilk	ibhotela
butterscotch	i-butterscotch
buttery	ibhethri
buttock	i-buttock
buttocks	izintambo
button	inkinobho
buttress	i-buttress
buxom	buxom
buy	Thenga
buyer	umthengi
buying	ukuthenga
buzz	buzz
buzzard	i-buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	buzzing
bye	bahle
bygone	senzeke
bylaw	umthetho
byline	beka
bypass	i-bypass
bystander	ummeli
byte	i-byte
byzantine	i-byzantine
cab	i-cab
cabal	i-cabal
cabana	cabana
cabaret	cabaret
cabbage	iklabishi
cabbie	cabbie
cabernet	i-cabernet
cabin	ikamelo
cabinet	iKhabhinethi
cable	ikhebula
caboodle	i-caboodle
caboose	i-caboose
cabriolet	i-cabriolet
cache	isilondolozi
cacophony	cacophony
cactus	i-cactus
cad	i-cad
cadaver	i-cadaver
caddie	NO TRANSLATION
caddy	i-caddy
cadence	i-cadence
cadet	i-cadet
cafe	cafe
cafeteria	yokudlela
caffeine	i-caffeine
cage	i-cage
cagey	i-cagey
cahoots	ama-cahoots
cairn	cairn
cake	ikhekhe
cakewalk	cakewalk
calamari	calamari
calamitous	inhlekelele
calamity	inhlekelele
calcareous	calcareous
calcium	i-calcium
calculate	bala
calculated	ibalwa
calculating	ukubala
calculation	ukubalwa
calculator	wokubala
calculus	i-calculus
calendar	ikhalenda
calender	NO TRANSLATION
calf	ithole
caliber	ukulinganisa
calibrate	calibrate
