Word	ps
ballgame	بکس
ballistic	بیلیستیک
ballistics	بکسونه
balloon	بلون
ballot	رایه
ballpark	د بالپټ
ballplayer	بولو لوبغاړی
ballpoint	د بکس ټکی
ballroom	د بکس روم
ballsy	بالونه
balm	بلم
balmy	بمي
balsam	بسمام
balsamic	بالامامیک
bam	بام
bamboo	بانس
ban	NO TRANSLATION
banana	كيله
band	بډ
bandage	بندیز
bandanna	NO TRANSLATION
bandit	ډډیټ
bandstand	بانډسټ
bandwagon	بانډواګون
bandwidth	بډیډت
bane	بڼ
bang	غږ
banger	بینجر
banish	بندیز
banished	منع شوي
banishment	جلاوطنۍ
banister	بندیز
banjo	بانجو
bank	بانک
banker	بانکي
banking	بانکداري
bankroll	بانکول
bankrupt	مباحثه
bankruptcy	بانکداري
banner	بينر
banquet	ضیافت
banshee	بانسایه
banter	بستر
banzai	NO TRANSLATION
baptism	بپتسما
baptismal	بپتسماال
baptize	بپتسما
bar	بار
barb	بیری
barbarian	بیریان
barbaric	وحشي
barbarism	بربارزم
barbecue	وریته
barbed	لرې شوی
barber	لندبل
barbershop	بیری پل
barbie doll	بیری ګیری
bard	پښه
bare	ناڅاپي
bareback	بکس بیک
barefoot	نخشه
barely	په سختۍ سره
barf	barf
bargain	سوداګریزه
bargaining	سوداګریزه
barge	بوره
baritone	بارټون
barium	بیریم
bark	چرګ
barkeep	بارکپ
barks	برخونه
barley	وربشی
barmaid	barmaid
barman	بارمان
barn	بورن
barnacle	بګرام
barney	برني
barnyard	باروارډ
barometer	بکسوم
baron	بارون
baroness	بارونیسټ
baroque	baroque
barrack	بیرک
barracuda	بارکودا
barrage	بیړه
barred	بندیز
barrel	بیرل
barren	بډره
barricade	بارکډیډ
barrier	خنډ
barring	خنډ
barrister	بیریټر
barroom	بار روم
barrow	بیړه
bartender	بارټینر
barter	بټر
base	بنسټ
baseball	بیسبال
baseball bat	د بیسبال بټ
baseboard	بیسبورډ
baseless	بې بنسټه
baseline	لومړنۍ کرښه
baseman	باسمان
basement	خونه
bases	اډې
bash	بش
bashful	بېشکه
basic	بنسټیز
basics	اساسات
basil	خنډ
basilica	بیسیلیکا
basin	ډنډ
basis	بنسټ
bask	ډک
basket	ټوکر
basketball	باسکیټبال
bass	باس
bass guitar	باس گټار
basso	NO TRANSLATION
bassoon	بسم
bastard	ارمونى
bastarding	بښنه
bastards	بوټان
bastion	ټوټې
bat	بټ
batch	ټوټه
batching	بسته بندي
bate	NO TRANSLATION
bath	غسل
bathe	غسل
bathhouse	غسل خونه
bathing	غسل
bathrobe	حمله
bathroom	غسل
bathtub	غسل
bathymetry	حمام
baton	توره
battalion	کنډک
batter	بیټرۍ
battered	ويجاړ شوي
battering	بیټرۍ
battery	بیټرۍ
battle	جګړه
battled	جګړه پیل شوه
battlefield	د جګړې میدان
battleground	د جګړې میدان
battlements	جګړه
battleship	جنګیالي
batty	توره
bauble	bauble
bawdy	بيړه
bawl	بایل
bay	ب
bayonet	بونټ
bayou	بیو
bazaar	بازار
bazooka	بازو
bday	بډ
be	وي
beach	ساحل
beaches	ساحل
beacon	بیکن
bead	مالګه
beading	غوږونه
beads	موزه
beady	وچه
beagle	بګل
beak	بکر
beaker	بکر
beam	بیام
beaming	وهل
bean	لوبیا
beanbag	لوبیا
beanie	بیانیه
bear	صبر
bearable	منونکی
beard	ږیره
bearded	ږیره
bearer	ساتونکی
bearing	بیه
bearings	بیرګونه
bearish	میوه
bearskin	بیشکین
beast	حيوانات
beastly	په زړه پورې
beat	وهل
beaten	وهل شوی
beater	بیاتر
beating	وهل
beatnik	وهل
beau	غوږ
beautification	ښکلا
beautiful	ښکلی
beautify	ښکلا
beauty	ښکلا
beaver	بوره
bebop	بیبپ
beck	وګوره
beckon	وګوره
become	شي
bed	بستر
bedding	بستر
bedpan	bedpan
bedrock	بډروک
bedroom	د خوب خونه
bedside	بسترونه
bedspread	بسترونه
bedtime	د خوب وخت
bee	مک
beef	غوښه
beefsteak	غوښتي
beehive	ژوندی
beep	غوږ
beeper	بپر
beer	بير
bees	مچۍ
beeswax	بیهوج
beetle	بیټ
befall	وایې
befitting	خواړه
befriend	ملګري
befuddled	غوږه شوی
beg	نیکه
beggar	سوالګر
begging	سوال کول
begin	پيل كيدل؛ شروع كيدل: او چنېدل، راوتل
beginner	ابتکار
beginning	پیل
beginnings	پیل
begrudge	بیګاجز
begun	پیل شو
behappy	NO TRANSLATION
behave	چلند وکړئ
behavior	چلند
behavioral	چلند
behemoth	غوښه
behest	چلند وکړئ
behold	وګوره
beholden	ګوري
beholder	چلند
beige	کنده
belated	بیل شوی
belay	بیلی
belch	بیلچ
belief	باور
believable	باور لري
believe	باور لرم
believed	باور لري
believer	مومن
believing	باور
belittle	بېړه
belittled	لرې شوی
bell	بیل
bellboy	بیلوبو
bellhop	غوټه
belligerent	بېځايه
bellman	بلمن
bellow	بیلی
bellows	غوږونه
belly	بڼی
bellybutton	دخیټی تڼی
bellyful	بښونکی
belong	تړاو لري
belongings	توکي
beloved	محبوب
belt	بیلټ
beluga	بیلګا
bemused	بډای شوی
bench	بنچ
bend	منډه
bender	bender
bending	ځنډول
beneath	لاندې
benedictory	بینتیکری
benefactor	ګټه اخیستونکی
beneficial	ګټور
beneficiary	ګټه اخیستونکی
benefit	ګټه
benevolence	بډایټول
benevolent	بډایټ
benign	بکسونه
bent	خولې
benzene	بینزین
bequeath	خواړه
bequest	فتح
bereaved	ژغورل شوی
bereavement	خفه کول
bereft	غلا
beret	مخکې
bergamot	bergamot
berlin	berlin
berserk	ناڅاپه
berth	بوره
beryllium	بیرییلیم
beseech	بسیچ
beset	ټوټ
bestdayever	ښه ورځی
bestfeeling	غوره کول
bestfriends	ګران ملګري
bestial	ښه
besties	غوره والی
bestow	ژوندی
bestseller	ښه پرولونکی، ښه خرڅونکی
bet	شرط
beta	بيټا
betray	خيانت
betrayal	خيانت
betrayed	خيانت شوی
betrothed	ټوټه ټوټه شوه
betterment	ښه والی
betting	شرط ورکول
betty	بېړه
bevel	بیول
beverage	مشروبات
bevy	بوی
beware	خبر کړئ
bewilder	ژړا
bewildered	ژړل
bewilderment	ویره
bias	تعصب
biased	تعصب
bib	بب
bible	بائبل
biblical	بائبل
bibliography	کتابپاڼه
bicarbonate	باروارتوټ
bicentennial	باینټینیلیز
biceps	بکسونه
bicker	بکر
bickering	خندا
bicolor	بکر
bicycle	بايسکل
bid	بولی
bidder	داوطلبۍ
bidding	داوطلبۍ
bide	NO TRANSLATION
biennial	دوه کلن
bier	NO TRANSLATION
bifurcation	ټوټه ټوټه
big	لوی
bigamy	لویه
bigday	لویه ورځ
biggestfear	NO TRANSLATION
biggie	لویګی
bighorn	ژور
bigmouth	غټه خوله
bigot	ستره
bigoted	لوی شوی
bigotry	سترګو
bike	موټرسايکل
biker	biker
bikini	ښکلی
bilateral	دوه اړخیزه
bilayer	bilayer
bile	تڼۍ
bilge	bilge
bilingual	دوه اړخیزه
bill	بل
billboard	بل بورډ
billet	billet
billiard	بلارډ
billiards	بل بورډونه
billing	بلنگ
billion	ملیارډ
billionaire	ملیارډیر
billy	billy
bimbo	bimbo
bimonthly	په
bin	بن
binary	بائنري
bind	باند
binder	باندنۍ
bindery	باندریزه
binding	تړل
bing	بون
binge	بيګ
bingo	بنو
binocular	دوربوليک
binoculars	دوربینونه
binomial	بینومیل
bio	بایو
biochemical	بایوکیمیکل
biochemist	بایوکیمسټ
biochemistry	بایو کیمیا
biogenesis	بایوګینیزس
biographer	بایوګرافر
biography	ژوندلیک
biological	بيولوژيکي
biologist	ژونپوهنه
biology	بیولوژي
bionic	شیان
biopsy	بایپسی
biosphere	بایوسفیر
bipartite	دوه اړخیزه
bipolar	بولوالر
birch	Birch
bird	الوتونکی
birdcage	الوتونکو
birdie	الوتونکي
birdman	چرګان
birth	زیږون
birthday	د زیږیدو نیټه
birthing	birthing
birthmark	زېږنتون
birthplace	د زیږون ځای
birthright	د زیږون حق
bis	NO TRANSLATION
biscuit	بسسکټ
bisexual	غیرقانوني
bishop	بسکپ
bison	بیزان
bisque	بیسکو
bistro	بسټرو
bit	ب
bitch	کښته
bitchy	بوی
bite	ټوټه
biter	NO TRANSLATION
bitsy	بټسي
bitter	توره
bitterly	تیریږي
bitterness	سخته
bittersweet	bittersweet
bitty	بټي
bitumen	ژوندی
biweekly	دوه اړخیزه
biz	biz
bizarre	بې خوبه
blab	غږ
blabbermouth	بلببرموټ
black	تور
black snake	تور ساینټ
blackberry	توربیری
blackbird	توربډر
blackboard	توربورډ
blacken	تورنه
blackface	تور رنګ
blackjack	تورجیک
blacklist	تور لیست
blackmail	تورمیل
blackmailer	تور میلر
blackness	تورۍ
blackout	تورونه
blacksmith	لوښه
bladder	کڅوړی
blade	بڼ
blame	تورونه
blameless	بې بنسټه
bland	ناڅاپه
blank	خالي
blanket	کمپلې
blare	ناڅاپه
blase	NO TRANSLATION
blasphemous	کفر
blasphemy	کفر کول
blast	چاودنه
blaster	ناورین
blastoff	وچاودی
blatant	ناڅاپه
blather	خوله
blaze	توره
blazer	روښانه کول
blazing	ځړول
bleach	بلیچ
bleak	خوله
bleed	وینې
bleeder	وینډوډ
bleeding	وینې وینې
bleep	خوب
blemish	بې رحمه
blemished	بډای شوی
blend	مخلوط
blender	مخلوط
blending	مخلوط
bless	برکت وکړئ
blessed	برکت
blessing	برکت
blessings	برکتونه
bleu	بولو
blight	ویره
blighted	بده مرغه
blimp	ډیریدو
blind	ړوند
blinded	ړوند شوی
blindfold	سترګې پټې
blindfolded	سترګې پټې شوې
blinding	ړنګول
blindly	ړوند
blindness	ړوند
blink	خندا
blip	بلوپ
bliss	خوښ دی
blissful	خندا
blister	غوړ
blistering	غوړونه
blitz	بلوزټ
blizzard	د تودوخه
bloat	بلاګ
bloated	غوړ شوی
blob	بلب
block	بندیز
blockade	بندیز
blockage	بندیز
blockbuster	بلاکبستر
blockhead	بکسونه
blog	بلاګ
bloke	غوړ
blond	ښکلی
blonde	ښایسته
blood	وينه
bloodbath	د وینې ورځ
bloodhound	وینې وینې
bloodless	وینی
bloodline	ویناوې
bloodshed	وینې وینې
bloodshot	وینې څراغ
bloodstream	د وينې بهير
bloodthirsty	وینې
bloody	وینې
bloom	ښکاري
bloomers	تورونه
blooming	خوله کول
blossom	غوړ
blot	بلوټ
blotched	ټیټ شوی
blotter	بلوڅ
blouse	بلوڅ
blow	ټوپک
blower	ډیریږی
blowfish	ټوپک
blowing	ځورول
blowjob	اکاډمۍ
blown	لوټ شوی
blowout	د ټوپک پواسطه
blowtorch	لوټروټچ
blubber	خړوب
bluddy	خندا
blue	آبي
blue spruce	نیل سپروس
blueberry	توت
bluebird	بلبډر
bluegrass	bluegrass
bluejay	نیلجی
blueprint	بلوڅ
blues	بلوڅونه
bluff	ټوټه ټوټه
bluish	خوله
blunder	تورونه
blunt	خندا
blur	خندا
blurred	ناڅاپه
blurry	خندا
blurt	ټیټ
blush	غږ
blushing	غږ کول
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	بور
board	بورډ
board game	دلوبی تخته
boarder	NO TRANSLATION
boarding	بورډ کول
boardroom	د بورډ خونه
boards	بورډونه
boardwalk	بورډوال
boast	ویاړ
boastful	تبعیض
boasting	ویاړ
boat	کشتۍ
boathouse	بوتاس کور
boating	وهل
boatload	کښتۍ
boatman	کشتوال
bobbin	بوبین
bobcat	bobcat
bobsled	ببایل شوی
bode	بډ
bodega	بدوګ
bodice	پوړ
bodily	جسماني
body	بدن
bodyguard	ساتونکی
bog	بګ
bogey	بګۍ
bogeyman	بوګیمن
bogus	بګس
bohemian	بوهیمان
boil	باندی
boiler	بویلر
boilerplate	بڼل
boiling	کښت
boisterous	غوږه
bold	ژړا
boldness	رواني
bollocks	بولي
bolster	پیاوړی کول
bolt	بولټ
bolus	بولس
bomb	بم
bombard	بمبار
bombardier	بمبارۍ
bombardment	بمبارۍ
bombed	بمبار شوی
bomber	بمبار
bombers	بمباري
bombing	بمبارۍ
bombshell	بمونه
bonanza	بونانزا
bonbon	NO TRANSLATION
bond	بانډ
bondage	بندیز
bonding	اړیکې
bonds	بانډونه
bondsman	بانډسین
bone	هډوکي
bonehead	هډوکي
boner	بونر
bones	هډوکي
bonfire	الره
bong	بون
bonkers	بکسونه
bonne	NO TRANSLATION
bonnet	بونټینټ
bonny	بنو
bonsai	بونسای
bonus	بونس
bony	هډوکی
boo	بوټ
boob	بوب
booby	بویبی
booger	بوجور
boogeyman	بوګیممن
boogie	بوګګي
book	کتاب
bookcase	کتابچه
bookie	کتابچه
booking	بکنگ
bookish	کتابی
bookkeeper	هټۍوال
bookkeeping	د کتاب ساتنه
booklet	کتابچه
bookmaker	د کتاب جوړونکی
bookmark	بک مارک
books	کتابونه
bookseller	کتابپوهنه
bookshop	کتاب ورکشاپ
bookstore	کتابچه
bookworm	کتابچه
boom	بوم
boomer	بوومر
boomerang	بومرګنګ
booming	زیاتیږی
boon	بون
boooo	NO TRANSLATION
boost	وده
booster	بوستر
boot	بوټ
booth	بوت
bootleg	bootleg
bootlegger	bootlegger
boots	بوټان
booty	مالګې
booze	بیزز
bop	بپ
bopper	بپرپر
border	سرحد
bordering	سرغړونه
borderline	کرښه
bore	هلي
boreal	بلال
bored	بورډ
boredom	بورډ
borer	بورډ
boring	بورډ
born	زیږیدلی
boron	بورون
borough	بری
borrow	پور واخلئ
borrower	پور اخستونکی
bosom	بوم
boss	باس
bossy	باوري
boston	بوسټن
botanical	بوټانيکي
botanist	بوټانیسټ
botany	بوټوان
bother	ځړول
bothering	ځورول
bottle	بوتل
bottleneck	شتمنۍ
bottling	بوتلل
bottom	لاندې
bottomless	ناببره
botulism	بوټوالیزم
boulder	بولونکی
bounce	اچول
bouncer	شیګل
bouncy	رشوت
bound	محدود
boundary	حد
boundless	بې حده
bounds	حدود
bountiful	بښونکی
bounty	فضل
bouquet	گلاب
bourbon	بورډون
bourgeois	بورجیوس
bourgeoisie	بورجوازی
bourse	ځای
bout	بوټ
boutique	بوټیک
bouttime	بوټ وخت
bovine	بویین
bow	غوږ
bowed	ټیټ شوی
bowel	کڅوړه
bowels	خواړه
bowl	کڅوړه
bowler	بالر
bowling	بالنګ
bowls	کڅوړه
box	بکس
boxcar	بکسکار
boxer	باکسر
boxers	باکټرونه
boxing	بکسونه
boy	هلک
boycott	هلک
boyfriend	ملګري
boyhood	ماشومتوب
boyish	هلک
boysenberry	هلکان
bozo	بوزو
bra	چیری
brace	غاړې
bracelet	کڅوړه
braces	زړونه
brachial	برشیل
bracket	برکټ
brackets	کوټونه
brackish	کڅوړه
brad	بریډ
brag	برګ
braid	ټکی
brain	دماغ
brainless	مغز
brains	دماغ
brainstorm	دماغ
brainwash	مغز
brainy	مغز
brake	بریک
bran	درد
branch	څانګې
branching	څانګه
brand	سوداګریز
brandy	شراب
brash	برش
brass	پیتل
brass knuckle	د پیتل بکس
brassiere	پیسیسي
brat	برات
bratwurst	بروټورسټ
bravado	براووډو
brave	زړور
bravery	زړورتیا
brawl	شخړه
brawn	ټوټه شوه
brazen	ځړول
breach	ماتول
bread	ډوډۍ
breadth	څلورم
break	ماتول
breakable	ماتونکی
breakaway	ځان ترې کش کول
breakdown	د ماشین یا د ګاډي ناڅاپه خرابېدل
breaker	ماتونکی
breakers	ماتونکي
breakfast	ناڅاپه
breaking and entering	ماتول او ننوتل
breakingnews	ماتول
breakneck	ماتول
breakthrough	بریالیتوب
breakup	ماتول
breast	سينه
breath	تنفس
breathe	خواړه
breather	خواړه
breathless	تناسب
breathtaking	خوندیتوب
breech	بیریچ
breeches	جریان
breed	نسل
breeder	تخم
breeding	نسل پالنه
breeze	باد
breezy	breezy
brethren	وروڼو
