Word	ceb
battlefield	gubat
battleground	gubat
battlements	battlements
battleship	battleship
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	bay
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	mahimo
beach	baybayon
beaches	mga baybayon
beacon	beacon
bead	bead
beading	beading
beads	mga kuwintas
beady	beady
beagle	beagle
beak	sungo
beaker	beaker
beam	beam
beaming	naglihok
bean	bean
beanbag	beanbag
beanie	beanie
bear	oso
bearable	madugangan
beard	Ang bungot
bearded	bearded
bearer	tigdala
bearing	pagpanganak
bearings	mga hiyas
bearish	bearish
bearskin	bearskin
beast	mananap
beastly	nga mapintas
beat	gibunalan
beaten	gikulata
beater	beater
beating	pagbunal
beatnik	beatnik
beau	beau
beautification	pagpatahom
beautiful	nindot
beautify	mapatahum
beauty	katahum
beaver	Beaver
bebop	bebop
beck	kay
beckon	pagdani
become	mahimo
bed	higdaanan
bedding	bedding
bedpan	bedpan
bedrock	basura
bedroom	lawak
bedside	sa higdaanan
bedspread	katre
bedtime	katulog
bee	Bee
beef	karne
beefsteak	beefsteak
beehive	beehive
beep	beep
beeper	beeper
beer	beer
bees	mga putyokan
beeswax	puthaw
beetle	bakukang
befall	mahitabo
befitting	nga angay
befriend	pakighigala
befuddled	nga gisulayan
beg	magpakilimos
beggar	makililimos
begging	nagpakilimos
begin	sugdi
beginner	sinugdanan
beginning	sugod
beginnings	sinugdanan
begrudge	begrudge
begun	nagsugod
behappy	NO TRANSLATION
behave	magbuhat
behavior	kinaiya
behavioral	kinaiya
behemoth	behemoth
behest	mando
behold	tan-awa
beholden	ania karon
beholder	makakita
beige	beige
belated	gibiyaan
belay	belay
belch	pagbati
belief	pagtuo
believable	makatuo
believe	toohi
believed	gituohan
believer	magtutuo
believing	nagtuo
belittle	pagpaubos
belittled	gipanghimakak
bell	kampanilya
bellboy	bellboy
bellhop	bellhop
belligerent	palaaway
bellman	bellman
bellow	magpaubos
bellows	nagtuybo
belly	tiyan
bellybutton	pusod
bellyful	pag-ayo
belong	iya
belongings	mga kabtangan
beloved	hinigugma
belt	bakus
beluga	beluga
bemused	bemused
bench	bench
bend	bend
bender	bender
bending	bending
beneath	sa ubos
benedictory	benedictory
benefactor	tigpatabang
beneficial	mapuslanon
beneficiary	benepisyaryo
benefit	kaayohan
benevolence	pagkamanggiloy-on
benevolent	maayo kaayo
benign	dili maayo
bent	gibawog
benzene	benzene
bequeath	pagpuyo
bequest	pagbaligya
bereaved	namatyan
bereavement	pagbangotan
bereft	nawala
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	beryllium
beseech	pangamuyo
beset	naglibog
bestdayever	maayong adlaw
bestfeeling	bestfeeling
bestfriends	bestfriends
bestial	bestial
besties	besties
bestow	paghatag
bestseller	bestseller
bet	bet
beta	beta
betray	pagbudhi
betrayal	pagbudhi
betrayed	gibudhian
betrothed	Gisulayan
betterment	pagpalambo
betting	pagtaya
betty	betty
bevel	pagpalambo
beverage	ilimnon
bevy	bevy
beware	pagbantay
bewilder	kalibog
bewildered	nahibulong
bewilderment	kalibog
bias	bias
biased	mapihigong
bib	bib
bible	bibliya
biblical	sa Biblia
bibliography	bibliograpiya
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	away
bicolor	bicolor
bicycle	bisikleta
bid	bid
bidder	bidder
bidding	bidding
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	dako
bigamy	bigamy
bigday	dako nga adlaw
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	dakog baba
bigot	bigot
bigoted	gisaway
bigotry	pagpihigpihig
bike	bike
biker	biker
bikini	bikini
bilateral	bilateral
bilayer	bilayer
bile	bile
bilge	bilge
bilingual	duha ka pinulongan
bill	bill
billboard	billboard
billet	billet
billiard	bilyar
billiards	billiards
billing	billing
billion	bilyones
billionaire	billionaire
billy	billy
bimbo	bimbo
bimonthly	duha ka bulan
bin	bin
binary	binary
bind	pagbugkos
binder	binder
bindery	bindery
binding	paghiusa
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	binocular
binomial	binomial
bio	bio
biochemical	biochemical
biochemist	biochemist
biochemistry	biochemistry
biogenesis	biogenesis
biographer	biographer
biography	biography
biological	biological
biologist	biologist
biology	biology
bionic	bionic
biopsy	biopsy
biosphere	biosphere
bipartite	bipartite
bipolar	bipolar
birch	Birch
bird	langgam
birdcage	birdcage
birdie	birdie
birdman	langgam nga langgam
birth	pagkatawo
birthday	adlaw nga natawhan
birthing	birthing
birthmark	pag-ilis
birthplace	dapit nga natawhan
birthright	katungod sa pagkapanganay
bis	NO TRANSLATION
biscuit	biskwit
bisexual	bisexual
bishop	bishop
bison	bison
bisque	bisque
bistro	bistro
bit	gamay
bitch	bitch
bitchy	bitchy
bite	mopaak
biter	NO TRANSLATION
bitsy	bitsy
bitter	mapait
bitterly	mapait
bitterness	kapaitan
bittersweet	bittersweet
bitty	bitty
bitumen	bitumen
biweekly	biweekly
biz	biz
bizarre	bizarre
blab	blab
blabbermouth	blabbermouth
black	itom
black snake	itom nga bitin
blackberry	blackberry
blackbird	blackbird
blackboard	pisara
blacken	blacken
blackface	blackface
blackjack	blackjack
blacklist	blacklist
blackmail	blackmail
blackmailer	blackmailer
blackness	kangitngit
blackout	blackout
blacksmith	panday
bladder	pantog
blade	sulab
blame	gibasol
blameless	walay sala
bland	hland
blank	blangko
blanket	habol
blare	pagbasol
blase	NO TRANSLATION
blasphemous	mapasipalahon
blasphemy	pagpasipala
blast	pagbuto
blaster	blaster
blastoff	blastoff
blatant	klaro
blather	blather
blaze	sunog
blazer	blazer
blazing	nagdilaab
bleach	Bleach
bleak	dili maayo
bleed	nagdugo
bleeder	dugo
bleeding	pagdugo
bleep	pag-usab
blemish	depekto
blemished	nasiplatan
blend	kombinasyon
blender	blender
blending	pagsagol
bless	pagpanalangin
blessed	gipanalanginan
blessing	panalangin
blessings	mga panalangin
bleu	bleu
blight	blight
blighted	nanghubag
blimp	blimp
blind	buta
blinded	gibuta
blindfold	taptap sa mata
blindfolded	gitaptapan ang mata
blinding	pagbuta
blindly	binuta
blindness	pagkabuta
blink	magpadunot
blip	blip
bliss	kalipay
blissful	malipayon
blister	blister
blistering	blistering
blitz	blitz
blizzard	blizzard
bloat	pagkalaya
bloated	namutol
blob	patambok
block	block
blockade	pagbabag
blockage	blockage
blockbuster	blockbuster
blockhead	blockhead
blog	blog
bloke	bloke
blond	blond
blonde	blonde
blood	dugo
bloodbath	bloodbath
bloodhound	Bloodhound
bloodless	walay dugo
bloodline	dugo
bloodshed	pagpaagas sa dugo
bloodshot	dugo
bloodstream	dugo
bloodthirsty	uhaw sa dugo
bloody	dugmok
bloom	mamulak
bloomers	bloomers
blooming	namulak
blossom	mamulak
blot	patya
blotched	blotched
blotter	blotter
blouse	blusa
blow	mohapak
blower	blower
blowfish	buhian
blowing	paghuyop
blowjob	blowjob
blown	hinuyop
blowout	pagsabwag
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	asul
blue spruce	blue spruce
blueberry	blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	blueprint
blues	blues
bluff	bluff
bluish	bluish
blunder	kasaypanan
blunt	ulan
blur	blur
blurred	hanap
blurry	lunlon
blurt	blurt
blush	blush
blushing	mapula
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boar
board	board
board game	board game
boarder	NO TRANSLATION
boarding	boarding
boardroom	boardroom
boards	mga tabla
boardwalk	boardwalk
boast	nanghambog
boastful	hambog
boasting	pagpanghambog
boat	sakayan
boathouse	boathouse
boating	boating
boatload	boatload
boatman	boatman
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	sa lawas
body	lawas
bodyguard	bodyguard
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	bogus
bohemian	bohemian
boil	hubag
boiler	boiler
boilerplate	boilerplate
boiling	Nagabukal
boisterous	boisterous
bold	maisugon
boldness	kaisog
bollocks	bollocks
bolster	nag-uswag
bolt	bolt
bolus	bolus
bomb	bomba
bombard	bombard
bombardier	bombardier
bombardment	bombardment
bombed	gibombahan
bomber	bomber
bombers	bombers
bombing	pagpamomba
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	bugkos
bondage	pagkaulipon
bonding	pagkasuod
bonds	mga gapos
bondsman	bondsman
bone	bukog
bonehead	bukog sa bukog
boner	boner
bones	bukog
bonfire	kalayo
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	libro
bookcase	bookcase
bookie	bookie
booking	Pagpangita
bookish	bookish
bookkeeper	bookkeeper
bookkeeping	bookkeeping
booklet	booklet
bookmaker	bookmaker
bookmark	bookmark
books	mga libro
bookseller	mga libro
bookshop	bookshop
bookstore	bookstore
bookworm	bookworm
boom	boom
boomer	boomer
boomerang	boomerang
booming	booming
boon	boon
boooo	NO TRANSLATION
boost	pagpalambo
booster	booster
boot	boot
booth	booth
bootleg	pagkawat
bootlegger	bootlegger
boots	botas
booty	pagkawat
booze	booze
bop	bop
bopper	bopper
border	utlanan
bordering	utlanan
borderline	utlanan
bore	nanganak
boreal	boreal
bored	bored
boredom	boredom
borer	borer
boring	boring
born	natawo
boron	boron
borough	borough
borrow	manghulam
borrower	nangutang
bosom	dughan
boss	boss
bossy	bossy
boston	boston
botanical	botanikal
botanist	botanist
botany	botany
bother	pagbasol
bothering	gisamok
bottle	botelya
bottleneck	bottleneck
bottling	bottling
bottom	ubos
bottomless	sa ubos
botulism	botulism
boulder	bato
bounce	ning-untol
bouncer	bouncer
bouncy	bouncy
bound	gigapos
boundary	utlanan
boundless	walay kinutuban
bounds	utlanan
bountiful	dagaya
bounty	bounty
bouquet	bouquet
bourbon	bourbon
bourgeois	burgesya
bourgeoisie	burgesya
bourse	bourse
bout	bout
boutique	boutique
bouttime	NO TRANSLATION
bovine	bovine
bow	pana
bowed	nagyukbo
bowel	bituka
bowels	mga tiyan
bowl	panaksan
bowler	bowler
bowling	Bowling
bowls	mga panaksan
box	kahon
boxcar	kahon sa biseklita
boxer	boksingero
boxers	boksidor
boxing	boksing
boy	lalaki
boycott	boycott
boyfriend	boyfriend
boyhood	bata pa
boyish	kabataan
boysenberry	boysenberry
bozo	bozo
bra	bra
brace	pagsaligan
bracelet	pulseras
braces	brace
brachial	brachial
bracket	bracket
brackets	mga braket
brackish	brackish
brad	brad
brag	manghambog
braid	sinapid
brain	utok
brainless	brainless
brains	utok
brainstorm	brainstorm
brainwash	brainwash
brainy	utok
brake	nagbuak
bran	bran
branch	sanga
branching	pagsabwag
brand	brand
brandy	brandy
brash	brash
brass	tumbaga
brass knuckle	brass knuckle
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	maisugon
bravery	kaisog
brawl	brawl
brawn	brawn
brazen	brazen
breach	pagbungkag
bread	tinapay
breadth	gilapdon
break	pahugno
breakable	mabug-at
breakaway	pagkawala
breakdown	pagkaguba
breaker	breaker
breakers	mga paglapas
breakfast	pamahaw
breaking and entering	paglapas ug pagsulod
breakingnews	pagbasol
breakneck	pagkadunot
breakthrough	pagsinabtanay
breakup	pagkabungkag
breast	dughan
breath	gininhawa
breathe	paghanggab
breather	breather
breathless	wala'y gininhawa
breathtaking	talagsaon
breech	breech
breeches	breeches
breed	magkaon
breeder	breeder
breeding	pagpasanay
breeze	hangin
breezy	breezy
brethren	mga kaigsoonan
breve	NO TRANSLATION
brevity	brevity
brew	brew
brewery	brewery
brewing	pag-ilis
briar	briar
bribe	suborno
bribery	pagsuhol
brick	tisa
bridal	bridal
bride	pangasaw-onon
bridegroom	pamanhonon
bridesmaid	bridesmaid
bridge	tulay
bridle	bridle
brief	mubo
briefcase	briefcase
briefing	briefing
briefly	kadali
brig	brig
brigade	brigada
bright	hayag
brighten	Pagpasanyog
brightens	masanag
brighter	hayag
brightness	kahayag
brilliance	kahayag
brilliant	hayag
brim	ngilit
brimming	brimming
brimstone	asupre
brine	brine
bring	pagdala
brink	brink
brisk	kusog
brisket	brisket
bristle	bristle
brittle	brittle
bro	bro
broach	broach
broad	lapad
broadcast	gisibya
broadcasting	pagsibya
broaden	pagpalapad
broadside	broadside
broadsword	broadsword
brocade	brocade
broccoli	brokoli
brochure	brosyur
broil	broil
broke	nabali
broken	nabuak
brokenheart	NO TRANSLATION
brokenhearted	masulub-on nga kasingkasing
broker	broker
brokerage	brokerage
bromide	bromide
bronco	bronco
bronze	bronse
brooch	brooch
brood	brood
brooding	hugaw
brook	sapa
broom	broom
broomstick	broomstick
broth	sabaw
brothel	brothel
brother	igsoon nga lalaki
brotherhood	panag-igsoonay
brotherly	igsoon nga lalaki
brow	kilid
brown	brown
brownstone	brownstone
browse	Browse
brrr	brrr
bruise	bruise
bruising	bruising
brunch	brunch
brunette	brunette
brunt	brunt
brush	brush
brutal	brutal
brutality	kabangis
brute	brute
brutish	brutish
bubble	bula
bubbling	pagbuak
bubbly	bubbly
bubonic	bubonic
buck	kwarta
buckaroo	buckaroo
bucket	balde
buckle	pagbitay
buckled	kusog
bucko	bucko
buckshot	Bucks
buckwheat	saging
bud	mamutol
buddha	buddha
buddhism	buddhism
buddhist	buddhist
budding	budding
buddy	buddy
budge	budge
budget	budget
buff	buff
buffalo	bupalo
buffer	buffer
buffering	buffering
buffet	pagkaon
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	nahagba
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	pagtukod
builder	tigtukod
building	pagtukod
buildings	mga bilding
buildup	pagtukod
bulb	bombilya
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	kinabag-an
bulkhead	bulkhead
bulky	dako kaayo
bull	toro
bulldog	bulldog
bulldozer	bulldozer
bullet	bala
bulletin	bulletin
bulletproof	no bulletproof
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	pagpaubos
bullhorn	bullhorn
bullion	bullion
bullock	bullock
bullpen	bullpen
bullshit	bullshit
bully	tigdaog
bulwark	bulwark
bum	bumal
bumblebee	bumblebee
bummed	nanghubag
bummer	bummer
bump	bump
bumper	bamper
bumpy	bumpy
bun	NO TRANSLATION
bunch	hugpong
bundle	Bugkos
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	buntag
buoy	buoy
buoyancy	buoyancy
buoyant	buaya
bur	pagbugkos
burden	palas-anon
burdened	nabug-atan
burdensome	mabug-at
bureau	bureau
bureaucracy	bureaucracy
bureaucrat	burukrata
bureaucratic	burukratiko
burger	burger
burglar	kawatan
burglary	pagpanglungkab
burial	paglubong
buried	gilubong
burke	burke
burlap	burlap
burlesque	burlesque
burly	mabug-at
burn	pagsunog
burned	gisunog
burner	burner
burning	pagsunog
burnished	gisunog
burnout	burnout
burnt	gisunog
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	lungag
bursary	bursary
burst	gilugtas
bury	ilubong
bus	bus
busboy	NO TRANSLATION
bush	sapinit
bushel	bushel
bushy	sapinon
business	negosyo
business man	NO TRANSLATION
businessman	negosyante
businesswoman	NO TRANSLATION
busload	busload
buss	buss
bust	bust
busted	busted
buster	buster
bustle	bustle
bustling	bustling
busy	busy
busybody	busybody
butane	butane
butcher	Butcher
butler	butler
butt	butt
butter	mantikilya
buttercup	buttercup
butterfly	butterfly
buttermilk	buttermilk
butterscotch	butterscotch
buttery	misteryo
buttock	buttock
buttocks	mga sampot
button	button
buttress	buttress
buxom	buxom
buy	pagpalit
buyer	buyer
buying	pagpalit
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	Naghilak
bye	bye
bygone	kanhi
bylaw	pinaagi sa balaod
byline	byline
bypass	bypass
bystander	bystander
byte	byte
byzantine	byzantine
cab	cab
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	cabbage
cabbie	cabbie
cabernet	cabernet
cabin	cabin
cabinet	kabinet
cable	cable
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	iring
cadet	kadete
cafe	cafe
cafeteria	cafeteria
caffeine	caffeine
cage	cage
cagey	cagey
cahoots	kakagod
cairn	cairn
cake	cake
cakewalk	cakewalk
calamari	calamari
calamitous	kalamidad
calamity	kalamidad
calcareous	calcareous
calcium	calcium
calculate	kuwentaha
calculated	gikalkulo
calculating	pagkalkulo
calculation	pagkalkulo
calculator	calculator
calculus	calculus
calendar	kalendaryo
calender	NO TRANSLATION
calf	nating baka
caliber	kalibog
calibrate	calibrate
calico	calico
calipers	mga calipre
calisthenics	calisthenics
call	pagtawag
callback	callback
caller	pagtawag
calligraphy	kaligdong
calling	gitawag
callous	dili maayo
calls	nagtawag
calm	kalma
calming	nagpakalma
calmness	kalmado
caloric	caloric
calorie	calorie
calorimeter	calorimeter
cam	cam
camaraderie	pagsinabtanay
camber	camber
camcorder	camcorder
camel	kamelyo
cameo	cameo
camera	camera
cameraman	cameraman
camisole	camisole
camouflage	pagtakoban
camouflaged	NO TRANSLATION
camp	kampo
campaign	kampanya
campaigner	campaigner
campaigning	kampanya
camper	camper
campfire	campfire
camping	kamping
campsite	kamping
campus	campus
can	mahimo
can opener	mahimo nga opener
canal	kanal
canary	kanaryo
cancel	kanselahon
canceling	pagkansela
cancellation	pagkansela
cancer	kanser
candid	dili tinuod
candidacy	kandidatura
candidate	kandidato
candied	candied
candle	kandila
candlelight	kandila
candles	kandila
candlestick	kandelero
candor	pagkaprangka
candy	kendi
cane	sungkod
canine	canine
canister	canister
canker	canker
cannabis	cannabis
canned	canned
cannibal	kanibal
cannibalism	cannibalism
canning	canning
cannon	kanyon
cannonball	cannonball
canoe	Canoe
canon	kanon
canonical	canonical
canons	canons
canopy	canopy
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	canteen
canterbury	Gawas
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	kanton
cantstandit	cantstandit
cantwin	cantwin
canvas	canvas
canvass	NO TRANSLATION
canyon	canyon
cap	Cap
capability	kapabilidad
capable	makahimo
capacity	kapasidad
cape	kapa
caper	caper
capillary	kapilarya
capital	kapital
capitalism	kapitalismo
capitalist	kapitalista
capitalize	kapital
capitals	capitals
capitation	kapitulo
capitol	capitol
capitulation	pagsurender
cappuccino	cappuccino
caprice	caprice
capricious	capricious
caps	caps
capslock	capslock
capsule	capsule
captain	kapitan
caption	kapsyon
captivate	Maulaw
captivating	Makalingaw
captive	bihag
captivity	pagkabihag
captor	captor
capture	dakpon
car	sakyanan
caramel	caramel
carat	carat
caravan	caravan
carbon	carbon
carburetor	carburetor
carcass	patay nga lawas
carcinoma	carcinoma
card	card
cardboard	karton
cardiac	kasingkasing
cardigan	cardigan
cardinal	cardinal
cardiologist	cardiologist
cardiology	cardiology
cardiomyopathy	cardiomyopathy
cards	mga kard
care	pag-amuma
career	karera
carefree	wala'y paglaum
careful	pag-amping
carefully	pag-ayo
careless	walay pagtagad
carelessness	kawalay pagtagad
caress	paglingaw
caret	caret
caretaker	caretaker
cargo	cargo
caribou	caribou
caricature	karikatura
