Word	vi
backroom	phòng sau
backseat	ghế sau
backside	mặt sau
backtrack	quay lại
backup	sao lưu
backward	lạc hậu
backwardness	lạc hậu
backwards	ngược
backwater	backwater
backwoods	backwoods
backyard	sân sau
bacon	Thịt ba rọi
bacteria	vi khuẩn
bacterial	vi khuẩn
bacterium	vi khuẩn
bad	xấu
badass	badass
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	huy hiệu
badger	lửng
badhabit	NO TRANSLATION
badly	tệ
badness	sự xấu xa
baffle	baffle
baffled	vách ngăn
bag	túi
bagel	bagel
baggage	hành lý
baggie	baggie
baggy	rộng thùng thình
bagman	người bán hàng
bagpipes	bagpipes
bail	bảo lãnh
bailiff	bailiff
bait	mồi nhử
bake	nướng
bakery	cửa hàng bánh mì
baking	nướng bánh
bal	NO TRANSLATION
balance	cân đối
balanced	cân bằng
balcony	ban công
bald	hói
balding	balding
baldy	baldy
bale	bale
balk	balk
ball	trái bóng
ballad	bản ballad
ballast	chấn lưu
ballerina	nữ diễn viên ballet
ballet	vở ballet
ballgame	trận bóng
ballistic	đạn đạo
ballistics	đạn đạo
balloon	quả bóng bay
ballot	phiếu
ballpark	sân chơi bóng chày
ballplayer	người chơi bóng
ballpoint	bi
ballroom	phòng khiêu vũ
ballsy	ballsy
balm	balm
balmy	gàn
balsam	balsam
balsamic	balsamic
bam	bam
bamboo	cây tre
ban	NO TRANSLATION
banana	trái chuối
band	ban nhạc
bandage	băng bó
bandanna	bandanna
bandit	kẻ cướp
bandstand	ban nhạc
bandwagon	xe chở dàn nhạc đi diễu hành
bandwidth	băng thông
bane	tai ương
bang	tiếng nổ
banger	banger
banish	trục xuất
banished	bị trục xuất
banishment	sự trục xuất
banister	lan can
banjo	banjo
bank	ngân hàng
banker	chủ ngân hàng
banking	ngân hàng
bankroll	bankroll
bankrupt	phá sản
bankruptcy	phá sản
banner	biểu ngữ
banquet	tiệc
banshee	banshee
banter	banter
banzai	NO TRANSLATION
baptism	phép báp têm
baptismal	báp têm
baptize	làm phép báp têm
bar	quán ba
barb	bợ
barbarian	Man rợ
barbaric	dã man
barbarism	man rợ
barbecue	tiệc nướng ngoài trời
barbed	thép gai
barber	thợ hớt tóc
barbershop	tiệm hớt tóc
barbie doll	búp bê Barbie
bard	thi nhân
bare	trần trụi
bareback	bareback
barefoot	chân không
barely	vừa đủ
barf	NO TRANSLATION
bargain	mặc cả
bargaining	thương lượng
barge	xà lan
baritone	baritone
barium	bari
bark	vỏ cây
barkeep	barkeep
barks	tiếng sủa
barley	lúa mạch
barmaid	cô hầu bàn
barman	barman
barn	chuồng ngựa
barnacle	barnacle
barney	barney
barnyard	Chuồng
barometer	phong vũ biểu
baron	baron
baroness	nam tước
baroque	baroque
barrack	doanh trại
barracuda	barracuda
barrage	đập
barred	bị cấm
barrel	thùng
barren	cằn cỗi
barricade	chướng ngại vật
barrier	rào chắn
barring	chặn
barrister	luật sư
barroom	barroom
barrow	barrow
bartender	bartender
barter	đổi hàng
base	căn cứ
baseball	bóng chày
baseball bat	gậy bóng chày
baseboard	ván chân tường
baseless	không có căn cứ
baseline	đường cơ sở
baseman	baseman
basement	tầng hầm
bases	căn cứ
bash	bash
bashful	bashful
basic	căn bản
basics	khái niệm cơ bản
basil	húng quế
basilica	thánh đường
basin	lưu vực
basis	nền tảng
bask	tắm nắng
basket	cái rổ
basketball	bóng rổ
bass	tiếng bass
bass guitar	bass guitar
basso	NO TRANSLATION
bassoon	bassoon
bastard	đồ khốn
bastarding	bastarding
bastards	bastards
bastion	pháo đài
bat	gậy
batch	hàng loạt
batching	sắp xếp
bate	NO TRANSLATION
bath	bồn tắm
bathe	tắm
bathhouse	nhà tắm
bathing	tắm rửa
bathrobe	áo choàng tắm
bathroom	phòng tắm
bathtub	bồn tắm
bathymetry	độ sâu
baton	dùi cui
battalion	tiểu đoàn
batter	Bột nhồi
battered	đánh đập
battering	battering
battery	ắc quy
battle	trận chiến
battled	chiến đấu
battlefield	chiến trường
battleground	chiến trường
battlements	trận chiến
battleship	tàu chiến
batty	batty
bauble	món trang sức
bawdy	bawdy
bawl	kêu
bay	vịnh
bayonet	lưỡi lê
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	được
beach	bờ biển
beaches	bãi biển
beacon	đèn hiệu
bead	hạt
beading	beading
beads	hạt
beady	cườm
beagle	beagle
beak	mỏ
beaker	cốc thủy tinh
beam	chùm tia
beaming	rạng rỡ
bean	hạt đậu
beanbag	beanbag
beanie	cái mũ len
bear	chịu
bearable	có thể chịu được
beard	râu
bearded	râu
bearer	người mang
bearing	mang
bearings	vòng bi
bearish	sự giảm giá
bearskin	da gấu
beast	quái thú
beastly	dã thú
beat	tiết tấu
beaten	bị đánh đập
beater	beater
beating	đánh đập
beatnik	beatnik
beau	beau
beautification	làm đẹp
beautiful	đẹp
beautify	làm đẹp
beauty	sắc đẹp, vẻ đẹp
beaver	hải ly
bebop	bebop
beck	beck
beckon	beckon
become	trở nên
bed	Giường
bedding	chăn ga gối đệm
bedpan	bedpan
bedrock	nền tảng
bedroom	phòng ngủ
bedside	cạnh giường
bedspread	trải giường
bedtime	giờ đi ngủ
bee	con ong
beef	thịt bò
beefsteak	bò nướng
beehive	tổ ong
beep	tiếng kêu bíp
beeper	tiếng bíp
beer	bia
bees	ong
beeswax	sáp ong
beetle	bọ cánh cứng
befall	befall
befitting	kết hợp
befriend	kết bạn
befuddled	lộn xộn
beg	ăn xin
beggar	người ăn xin
begging	cầu xin
begin	bắt đầu
beginner	người bắt đầu
beginning	bắt đầu
beginnings	sự khởi đầu
begrudge	bắt nạt
begun	đã bắt đầu
behappy	NO TRANSLATION
behave	hành xử
behavior	hành vi
behavioral	hành vi
behemoth	người khổng lồ
behest	chỉ huy
behold	nhìn
beholden	mang ơn
beholder	khán giả
beige	be
belated	muộn màng
belay	belay
belch	belch
belief	niềm tin
believable	đáng tin cậy
believe	tin
believed	tin
believer	Tín đồ
believing	tin tưởng
belittle	chê
belittled	bị coi thường
bell	chuông
bellboy	người phục vụ
bellhop	bellhop
belligerent	hiếu chiến
bellman	người gác chuông
bellow	dưới
bellows	ống thổi
belly	bụng
bellybutton	lỗ rốn
bellyful	đầy bụng
belong	thuộc về
belongings	đồ đạc
beloved	yêu dấu
belt	thắt lưng
beluga	beluga
bemused	bemused
bench	Băng ghế
bend	bẻ cong
bender	bender
bending	uốn cong
beneath	ở trên
benedictory	lòng nhân từ
benefactor	người làm công
beneficial	có lợi
beneficiary	người hưởng lợi
benefit	lợi ích
benevolence	lòng từ bi
benevolent	nhân từ
benign	nhẹ
bent	cong
benzene	benzen
bequeath	bequeath
bequest	truy tố
bereaved	quyến rũ
bereavement	sự bế tắc
bereft	bereft
beret	beret
bergamot	cam bergamot
berlin	berlin
berserk	bối rối
berth	bến tàu
beryllium	beryllium
beseech	beseech
beset	bao vây
bestdayever	ngày tốt nhất
bestfeeling	tốt nhất
bestfriends	bạn thân
bestial	tốt nhất
besties	người tốt
bestow	ban cho
bestseller	người bán hàng giỏi nhất
bet	cá cược
beta	beta
betray	phản bội
betrayal	sự phản bội
betrayed	bị phản bội
betrothed	đính hôn
betterment	cải thiện
betting	cá cược
betty	betty
bevel	bevel
beverage	đồ uống
bevy	bevy
beware	hãy cẩn thận
bewilder	hoang mang
bewildered	hoang mang
bewilderment	sự bối rối
bias	thiên vị
biased	thiên vị
bib	yếm
bible	kinh thánh
biblical	Kinh thánh
bibliography	thư mục
bicarbonate	bicarbonate
bicentennial	hai trăm năm
biceps	bắp tay
bicker	bicker
bickering	cãi nhau
bicolor	bicolor
bicycle	Xe đạp
bid	BID
bidder	nhà thầu
bidding	đấu thầu
bide	NO TRANSLATION
biennial	hai năm
bier	NO TRANSLATION
bifurcation	phân nhánh
big	to
bigamy	bigamy
bigday	ngày trọng đại
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	miệng rộng
bigot	bigot
bigoted	to lớn
bigotry	sự cố chấp
bike	xe đạp
biker	người lái xe đạp
bikini	bộ bikini
bilateral	song phương
bilayer	hai người
bile	mật
bilge	bilge
bilingual	song ngữ
bill	hóa đơn
billboard	biển quảng cáo
billet	phôi thép
billiard	Bida
billiards	bida
billing	thanh toán
billion	tỷ
billionaire	tỷ phú
billy	billy
bimbo	bimbo
bimonthly	hai tháng một lần
bin	thùng rác
binary	nhị phân
bind	trói buộc
binder	chất kết dính
bindery	sự ràng buộc
binding	ràng buộc
bing	bing
binge	binge
bingo	chơi lô tô
binocular	ống nhòm
binoculars	ống nhòm
binomial	nhị thức
bio	sinh học
biochemical	sinh hóa
biochemist	nhà sinh hóa học
biochemistry	hóa sinh
biogenesis	sinh học
biographer	người viết tiểu sử
biography	tiểu sử
biological	sinh học
biologist	nhà sinh vật học
biology	sinh học
bionic	bionic
biopsy	sinh thiết
biosphere	sinh quyển
bipartite	bipartite
bipolar	lưỡng cực
birch	bạch dương
bird	chim
birdcage	lồng chim
birdie	chim non
birdman	người nuôi chim
birth	Sinh
birthday	sinh nhật
birthing	birthing
birthmark	vết bớt
birthplace	nơi sinh
birthright	quyền thừa kế
bis	NO TRANSLATION
biscuit	bánh quy
bisexual	lưỡng tính
bishop	giám mục
bison	bò rừng
bisque	bisque
bistro	bistro
bit	bit
bitch	chó cái
bitchy	bitchy
bite	vết cắn
biter	NO TRANSLATION
bitsy	bity
bitter	đắng
bitterly	cay đắng
bitterness	sự cay đắng
bittersweet	bittersweet
bitty	bitty
bitumen	bitum
biweekly	hai tuần một lần
biz	biz
bizarre	kỳ dị
blab	blab
blabbermouth	blabbermouth
black	đen
black snake	con rắn đen
blackberry	blackberry
blackbird	blackbird
blackboard	bảng đen
blacken	bôi nhọ
blackface	blackface
blackjack	blackjack
blacklist	danh sách đen
blackmail	tống tiền
blackmailer	người tống tiền
blackness	màu đen
blackout	mất điện
blacksmith	thợ rèn
bladder	bọng đái
blade	lưỡi
blame	khiển trách
blameless	vô tội
bland	dịu dàng
blank	chỗ trống
blanket	cái mền
blare	blare
blase	NO TRANSLATION
blasphemous	báng bổ
blasphemy	báng bổ
blast	vụ nổ
blaster	blaster
blastoff	nổ ra
blatant	trắng trợn
blather	blather
blaze	ngọn lửa
blazer	blazer
blazing	lòng đam mê
bleach	chất tẩy trắng
bleak	ảm đạm
bleed	chảy máu
bleeder	chảy máu
bleeding	sự chảy máu
bleep	bleep
blemish	nhược điểm
blemished	nhược điểm
blend	trộn
blender	máy xay sinh tố
blending	sự pha trộn
bless	ban phước
blessed	may mắn
blessing	phước lành
blessings	phước lành
bleu	bleu
blight	bị thương
blighted	bị thương
blimp	khinh suất
blind	mù quáng
blinded	bị mù
blindfold	bịt mắt
blindfolded	bịt mắt
blinding	làm mù
blindly	mù quáng
blindness	sự mù lòa
blink	chớp mắt
blip	blip
bliss	phúc lạc
blissful	hạnh phúc
blister	vỉ
blistering	phồng rộp
blitz	blitz
blizzard	bão tuyết
bloat	sưng lên
bloated	cồng kềnh
blob	blob
block	khối
blockade	phong tỏa
blockage	sự tắc nghẽn
blockbuster	bom tấn
blockhead	blockhead
blog	Blog
bloke	bloke
blond	tóc vàng
blonde	vàng
blood	máu
bloodbath	tắm máu
bloodhound	đẫm máu
bloodless	không có máu
bloodline	dòng máu
bloodshed	đổ máu
bloodshot	đỏ ngầu
bloodstream	máu
bloodthirsty	khát máu
bloody	dính máu
bloom	hoa
bloomers	cây ra hoa
blooming	nở rộ
blossom	hoa
blot	blot
blotched	blotched
blotter	blotter
blouse	áo choàng
blow	thổi
blower	quạt gió
blowfish	blowfish
blowing	thổi
blowjob	blowjob
blown	thổi
blowout	blowout
blowtorch	lò sưởi
blubber	blubber
bluddy	xanh xao
blue	màu xanh da trời
blue spruce	Vân sam xanh
blueberry	quả việt quất
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	bản vẽ thiết kế
blues	blues
bluff	bịp bợm
bluish	hơi xanh
blunder	sai lầm
blunt	cùn
blur	mơ hồ
blurred	bị mờ
blurry	mờ
blurt	hốt hoảng
blush	đỏ mặt
blushing	đỏ mặt
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	heo rừng
board	bảng
board game	trò chơi trên bàn cờ
boarder	NO TRANSLATION
boarding	lên máy bay
boardroom	phòng họp
boards	bảng
boardwalk	boardwalk
boast	khoe khoan
boastful	khoe khoang
boasting	khoe khoang
boat	thuyền
boathouse	boathouse
boating	chèo thuyền
boatload	boatload
boatman	thuyền trưởng
bobbin	suốt chỉ
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	vạt áo
bodily	thân thể
body	thân hình
bodyguard	vệ sĩ
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	không có thật
bohemian	bohemian
boil	sôi lên
boiler	Nồi hơi
boilerplate	bản mẫu
boiling	sôi
boisterous	náo nhiệt
bold	Dũng cảm
boldness	sự táo bạo
bollocks	bollocks
bolster	ủng hộ
bolt	chớp
bolus	bolus
bomb	bom
bombard	bắn phá
bombardier	pháo kích
bombardment	bắn phá
bombed	ném bom
bomber	máy bay ném bom
bombers	máy bay ném bom
bombing	ném bom
bombshell	vỏ bom
bonanza	bonanza
bonbon	NO TRANSLATION
bond	liên kết
bondage	tù túng
bonding	liên kết
bonds	trái phiếu
bondsman	người trái phiếu
bone	khúc xương
bonehead	đầu xương
boner	boner
bones	xương
bonfire	lửa trại
bong	bong bóng
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	ca bô
bonny	bonny
bonsai	cây cảnh
bonus	tiền thưởng
bony	xương
boo	tiếng la ó
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	sách
bookcase	tủ sách
bookie	bookie
booking	Đặt trước
bookish	cuốn sách
bookkeeper	người kế toán
bookkeeping	sổ sách kế toán
booklet	tập sách nhỏ
bookmaker	người đặt cược
bookmark	đánh dấu trang
books	sách
bookseller	người bán sách
bookshop	hiệu sách
bookstore	hiệu sách
bookworm	mọt sách
boom	sự bùng nổ
boomer	boomer
boomerang	boomerang
booming	bùng nổ
boon	boon
boooo	NO TRANSLATION
boost	thúc đẩy
booster	tăng cường
boot	khởi động
booth	gian hàng
bootleg	bootleg
bootlegger	bootlegger
boots	giày ống
booty	chiến lợi phẩm
booze	rượu
bop	bop
bopper	bopper
border	biên giới
bordering	giáp biên giới
borderline	đường biên giới
bore	khoan
boreal	boreal
bored	chán
boredom	chán nản
borer	sâu đục
boring	nhàm chán
born	sinh ra
boron	boron
borough	quận
borrow	vay
borrower	người đi vay
bosom	bosom
boss	trùm
bossy	sếp
boston	boston
botanical	thực vật
botanist	nhà thực vật học
botany	thực vật học
bother	làm phiền
bothering	làm phiền
bottle	chai
bottleneck	nút cổ chai
bottling	đóng chai
bottom	đáy
bottomless	không đáy
botulism	bệnh ngộ độc
boulder	tảng đá
bounce	tung lên
bouncer	bouncer
bouncy	bouncy
bound	bị ràng buộc
boundary	ranh giới
boundless	vô biên
bounds	giới hạn
bountiful	dồi dào
bounty	tiền thưởng
bouquet	bó hoa
bourbon	rượu whisky ngô
bourgeois	tư sản
bourgeoisie	tư sản
bourse	bourse
bout	bout
boutique	cửa hàng
bouttime	bouttime
bovine	trâu bò
bow	cây cung
bowed	cúi chào
bowel	ruột
bowels	ruột
bowl	bát
bowler	bowler
bowling	bowling
bowls	bát
box	cái hộp
boxcar	ô tô
boxer	Võ sĩ quyền Anh
boxers	võ sĩ
boxing	quyền anh
boy	con trai
boycott	tẩy chay
boyfriend	bạn trai
boyhood	tuổi thơ
boyish	trẻ con
boysenberry	boysenberry
bozo	bozo
bra	áo ngực
brace	cú đúp
bracelet	vòng đeo tay
braces	niềng răng
brachial	brachial
bracket	dấu ngoặc
brackets	dấu ngoặc đơn
brackish	lợ
brad	brad
brag	khoe khoang
braid	bím tóc
brain	óc
brainless	không có trí tuệ
brains	bộ não
brainstorm	động não
brainwash	tẩy não
brainy	thông minh
brake	phanh
bran	cám
branch	chi nhánh
branching	phân nhánh
brand	nhãn hiệu
brandy	rượu mạnh
brash	brash
brass	thau
brass knuckle	brass knuckle
brassiere	cái yếm
brat	brat
bratwurst	NO TRANSLATION
bravado	bravado
brave	can đảm
bravery	sự dũng cảm
brawl	brawl
brawn	brawn
brazen	brazen
breach	vi phạm
bread	bánh mỳ
breadth	bề rộng
break	phá vỡ
breakable	có thể phá vỡ
breakaway	ly khai
breakdown	phá vỡ
breaker	máy cắt
breakers	bộ phận ngắt
breakfast	bữa ăn sáng
breaking and entering	đột nhập
breakingnews	tin giật gân
breakneck	bẻ khóa
breakthrough	sự đột phá
breakup	chia tay
breast	nhũ hoa
breath	hơi thở
breathe	thở
breather	xả hơi
breathless	hết hơi
breathtaking	ngoạn mục
breech	breech
breeches	breeches
breed	giống
breeder	nhà lai tạo
breeding	chăn nuôi
breeze	khoe khoang
breezy	breezy
brethren	anh em
breve	NO TRANSLATION
brevity	ngắn gọn
brew	bia
brewery	nhà máy bia
brewing	sản xuất bia
briar	briar
bribe	mua chuộc
