Word	hmn
barney	Barney
barnyard	barnyard
barometer	barometer
baron	baron
baroness	baroness
baroque	Baroque
barrack	barrack
barracuda	barracuda
barrage	barrage
barred	txwv
barrel	thoob
barren	barren
barricade	Barricade
barrier	teeb meem
barring	barring
barrister	Barrister
barroom	chav dej
barrow	barrow
bartender	neeg ua hauj lwm
barter	barter
base	paus
baseball	baseball
baseball bat	baseball puav
baseboard	baseboard
baseless	baseless
baseline	lub hauv paus
baseman	baseman
basement	hauv qab daus
bases	bases
bash	bash
bashful	bashful
basic	yooj yim
basics	theem pib
basil	basil
basilica	Basilica
basin	phiab
basis	hauv paus
bask	bask
basket	pob tawb
basketball	basketball
bass	bass
bass guitar	bass guitar
basso	NO TRANSLATION
bassoon	bassoon
bastard	tsaub
bastarding	bastarding
bastards	puav
bastion	bastion
bat	puav
batch	batch
batching	batching
bate	NO TRANSLATION
bath	da dej
bathe	da dej
bathhouse	chav dej da dej
bathing	da dej
bathrobe	hnav khaub ncaws
bathroom	chav dej
bathtub	dab da dej
bathymetry	bathymetry
baton	baton
battalion	battalion
batter	batter
battered	ntaus rog
battering	battering
battery	roj teeb
battle	sib ntaus sib tua
battled	sib ntaus sib tua
battlefield	battlefield
battleground	battleground
battlements	battlements
battleship	sib ntaus sib tua
batty	khaus
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	Bay
bayonet	bayonet
bayou	hmoov zoo
bazaar	bazaar
bazooka	bazooka
bday	bday
be	yuav
beach	puam
beaches	ntug hiav txwv dej
beacon	beacon
bead	hlaws
beading	poob
beads	hlaws dai
beady	siab
beagle	beagle
beak	beak
beaker	beaker
beam	nqaj
beaming	beaming
bean	taum
beanbag	noob taum
beanie	beanie
bear	dais
bearable	bearable
beard	hwjtxwv
bearded	bearded
bearer	bearer
bearing	kabmob
bearings	bearings
bearish	bearish
bearskin	bearskin
beast	tsiaj nyaum
beastly	beastly
beat	yeej
beaten	raug ntaus
beater	beater
beating	ntaus
beatnik	beatnik
beau	beau
beautification	beautification
beautiful	zoo nkauj
beautify	beautify
beauty	kev zoo nkauj
beaver	beaver
bebop	bebop
beck	tswv yim
beckon	hu ua beckon
become	ua
bed	txaj
bedding	chaw pw
bedpan	txaj
bedrock	txaj
bedroom	chav pw
bedside	bedside
bedspread	txaj
bedtime	pw
bee	Bee
beef	nqaij nyug
beefsteak	beefsteak
beehive	beehive
beep	beep
beeper	beeper
beer	npias
bees	bees
beeswax	beeswax
beetle	kab laum
befall	befall
befitting	befitting
befriend	befriend
befuddled	befuddled
beg	thov
beggar	thov
begging	begging
begin	pib
beginner	pib
beginning	pib
beginnings	pib
begrudge	begrudge
begun	pib
behappy	NO TRANSLATION
behave	coj zoo
behavior	tus cwj pwm
behavioral	tus cwj pwm
behemoth	behemoth
behest	behest
behold	saib seb
beholden	beholden
beholder	tus cwj pwm
beige	beige
belated	belated
belay	belay
belch	belch
belief	kev ntseeg
believable	ntseeg tau
believe	ntseeg
believed	ntseeg
believer	believer
believing	ntseeg
belittle	poob siab
belittled	tsis muaj
bell	tswb
bellboy	bellboy
bellhop	seev
belligerent	sib zog
bellman	bellman
bellow	nqqis
bellows	lwj
belly	plab
bellybutton	bellybutton
bellyful	plab
belong	tug
belongings	cov khoom
beloved	tus hlub
belt	siv
beluga	beluga
bemused	txhob poob siab
bench	raug tshem tawm
bend	khoov
bender	bender
bending	dabtsi yog khoov
beneath	hauv qab
benedictory	benedictory
benefactor	pabcuam
beneficial	lig
beneficiary	tus neeg txais kev pab
benefit	nyiaj poob haujlwm
benevolence	benevolence
benevolent	benevolent
benign	benign
bent	khoov duav
benzene	benzene
bequeath	bequeath
bequest	bequest
bereaved	bereaved
bereavement	bereavement
bereft	bereft
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	beryllium
beseech	beseech
beset	beset
bestdayever	zoo tshaj plaws
bestfeeling	zoo tshaj plaws
bestfriends	bestfriends
bestial	zoo tshaj plaws
besties	zoo nkauj
bestow	bestow
bestseller	zoo nkauj
bet	thawj koom ruam
beta	beta
betray	ntxeev siab
betrayal	ntxeev siab
betrayed	ntxeev siab rau
betrothed	betrothed
betterment	zoo dua
betting	betting
betty	betty
bevel	bevel
beverage	haus
bevy	bevy
beware	ua zoo dev tom
bewilder	bewilder
bewildered	bewildered
bewilderment	bewilderment
bias	kev ntxub
biased	biased
bib	coj cwj pwm
bible	phau Vajlugkub
biblical	Biblical
bibliography	bibliography
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	bickering
bicolor	bicolor
bicycle	tsheb kauj vab
bid	twv
bidder	neeg sib tw
bidding	kev sib tw
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	loj
bigamy	loj dua
bigday	hnub loj
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	bigoted
bigotry	bigotry
bike	tsheb tuam
biker	biker
bikini	bikini
bilateral	bilateral
bilayer	bilayer
bile	bile
bilge	bilge
bilingual	bilingual
bill	daim nqi
billboard	billboard
billet	billet
billiard	billiard
billiards	billiards
billing	nqi them
billion	billion txhiab
billionaire	billionaire
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	rau hauv
binary	binary
bind	khi
binder	binder
bindery	bindery
binding	losis tswvyim dabtsi
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	binoculars
binomial	binomial
bio	bio
biochemical	biochemical
biochemist	biochemist
biochemistry	biochemistry
biogenesis	biogenesis
biographer	biographer
biography	biography
biological	lom neeg
biologist	biologist
biology	biology
bionic	bionic
biopsy	qhov nqaij me
biosphere	biosphere
bipartite	bipartite
bipolar	Bipolar
birch	birch
bird	noog
birdcage	birdcage
birdie	ib qho
birdman	noog
birth	yug
birthday	hnub yug
birthing	ib yam
birthmark	yug me nyuam
birthplace	yug me nyuam
birthright	hnub yug
bis	NO TRANSLATION
biscuit	biscuit
bisexual	bisexual
bishop	tus npis sov
bison	nyuj qus
bisque	bisque
bistro	bistro
bit	ntsis
bitch	bitch
bitchy	bitchy
bite	tom
biter	NO TRANSLATION
bitsy	bitsy
bitter	ntsim
bitterly	bitterly
bitterness	bitterness
bittersweet	bittersweet
bitty	ntsis
bitumen	bitumen
biweekly	biweekly
biz	peb
bizarre	txawv txawv
blab	blab
blabbermouth	blabbermouth
black	dub
black snake	dub nab
blackberry	blackberry
blackbird	blackbird
blackboard	blackboard
blacken	blacken
blackface	blackface
blackjack	blackjack
blacklist	blacklist
blackmail	blackmail
blackmailer	blackmailer
blackness	blackness
blackout	blackout
blacksmith	blacksmith
bladder	zais zis
blade	hniav
blame	txhaum
blameless	tsis muaj txim
bland	bland
blank	dawb paug
blanket	daim pam
blare	blare
blase	NO TRANSLATION
blasphemous	blasphemous
blasphemy	thuam
blast	moj tej tawg
blaster	blaster
blastoff	blastoff
blatant	blatant
blather	blather
blaze	blaze
blazer	blazer
blazing	blazing
bleach	tshuaj dawb
bleak	bleak
bleed	ntshav
bleeder	bleeder
bleeding	los ntshav
bleep	pw tsaug zog
blemish	blemish
blemished	tsis paub
blend	sib tov
blender	rab
blending	blending
bless	foom koob hmoov
blessed	tau koob hmoov
blessing	foom koob hmoov
blessings	cov koob hmoov
bleu	bleu
blight	blight
blighted	blighted
blimp	blimp
blind	dig muag
blinded	dig muag
blindfold	blindfold
blindfolded	blindfolded
blinding	dig muag
blindly	blindly
blindness	dig muag
blink	ntsais
blip	ploj
bliss	bliss
blissful	blissful
blister	blister
blistering	blistering
blitz	blitz
blizzard	blizzard
bloat	tsam plab
bloated	tsam plab
blob	blob
block	thaiv
blockade	blockade
blockage	blockage
blockbuster	blockbuster
blockhead	blockhead
blog	Blog
bloke	thaiv
blond	daj
blonde	pojniam plaub hau daj
blood	ntshav
bloodbath	bloodbath
bloodhound	bloodhound
bloodless	tsis muaj ntshav
bloodline	bloodline
bloodshed	bloodshed
bloodshot	ntshav
bloodstream	cov ntshav
bloodthirsty	bloodthirsty
bloody	ntshav
bloom	Bloom
bloomers	bloomers
blooming	blooming
blossom	blossom
blot	blot
blotched	blotched
blotter	blotter
blouse	blouse
blow	tshuab
blower	blower
blowfish	blowfish
blowing	tshuab
blowjob	blowjob
blown	cua tshuab
blowout	blowout
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	xiav
blue spruce	blue spruce
blueberry	blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	daim phiaj
blues	kev nyuaj siab
bluff	bluff
bluish	nplhaib
blunder	blunder
blunt	blunt
blur	blur
blurred	qhov muag plooj
blurry	blurry
blurt	blurt
blush	ntsej mua nce ntshav
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boar
board	lub rooj tsavxwm
board game	board game
boarder	NO TRANSLATION
boarding	nce
boardroom	lub rooj saib xyuas
boards	boards
boardwalk	boardwalk
boast	khav theeb
boastful	khav theeb
boasting	boasting
boat	nkoj
boathouse	boathouse
boating	nkoj
boatload	nkoj loj
boatman	nkoj
bobbin	txhav
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	lub cev
body	lub cev
bodyguard	bodyguard
bog	nplooj ntawv
bogey	bogey
bogeyman	bogeyman
bogus	bogus
bohemian	bohemian
boil	boil
boiler	boiler
boilerplate	boilerplate
boiling	boiling
boisterous	khoob khoob
bold	bold
boldness	kev ua siab loj
bollocks	bollocks
bolster	bolster
bolt	bolt
bolus	bolus
bomb	foob ​​pob
bombard	bombard
bombardier	bombardier
bombardment	bombardment
bombed	bombed
bomber	bomber
bombers	bombers
bombing	kev tso hoob pob
bombshell	bombshell
bonanza	Bonanza
bonbon	NO TRANSLATION
bond	daim ntawv cog lus
bondage	kev poob cev qhev
bonding	tsevneeg
bonds	bonds
bondsman	bondsman
bone	pob txha
bonehead	pob txha taub hau
boner	boner
bones	pob txha
bonfire	txhawj xeeb
bong	sib tw
bonkers	muaj npe
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	ntxiv
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	phau ntawv
bookcase	phau ntawv qhia
bookie	bookie
booking	booking
bookish	bookish
bookkeeper	tus tswv tsev
bookkeeping	kev ceev nyiaj
booklet	phau ntawv me
bookmaker	bookmaker
bookmark	bookmark
books	phau ntawv
bookseller	phau ntawv
bookshop	bookshop
bookstore	lub tsev muag ntawv nyeem
bookworm	bookworm
boom	tawg
boomer	boomer
boomerang	boomerang
booming	booming
boon	boon
boooo	NO TRANSLATION
boost	boost
booster	txhawb nqa
boot	khau raj
booth	lub rooj muag zaub
bootleg	bootleg
bootlegger	bootlegger
boots	khau boots
booty	pob tw
booze	booze
bop	bop
bopper	bopper
border	ciam teb
bordering	bordering
borderline	borderline
bore	Tshau
boreal	boreal
bored	bored
boredom	laj
borer	borer
boring	tho txawv
born	yug
boron	boron
borough	thaj chaw
borrow	qiv
borrower	borrower
bosom	bosom
boss	tus thawj coj
bossy	bossy
boston	boston
botanical	botanical
botanist	botanist
botany	botany
bother	thab plaub
bothering	txhawj xeeb
bottle	lub raj mis
bottleneck	bottleneck
bottling	bottling
bottom	hauv qab
bottomless	bottomless
botulism	kab mob botulism
boulder	pob zeb
bounce	bounce
bouncer	bouncer
bouncy	bouncy
bound	khi
boundary	ciam
boundless	tsis tas li
bounds	bounds
bountiful	bountiful
bounty	noj
bouquet	pob paj
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	bourse
bout	bout
boutique	boutique
bouttime	bouttime
bovine	bovine
bow	hneev nti
bowed	nyo hau
bowel	cev nqaij daim tawv
bowels	cev nqaij daim tawv
bowl	lub tais
bowler	bowler
bowling	bowling
bowls	bowls
box	lub thawv
boxcar	boxcar
boxer	boxer
boxers	boxers
boxing	thawv
boy	tus tub
boycott	kev kub siab
boyfriend	tus hluas nraug
boyhood	boyhood
boyish	boyish
boysenberry	boysenberry
bozo	puas yog
bra	khiab mis
brace	brace
bracelet	bracelet
braces	kev zawm hniav
brachial	brachial
bracket	bracket
brackets	nkhaus
brackish	brackish
brad	brad
brag	brag
braid	ntxoo
brain	lub hlwb
brainless	brainless
brains	plaw
brainstorm	tawm tswv yim
brainwash	brainwash
brainy	kev xav
brake	nres
bran	bran
branch	ceg
branching	branching
brand	hom
brandy	brandy
brash	brash
brass	tooj dag
brass knuckle	tooj dag knuckle
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	siab tawv
bravery	kev ua siab loj
brawl	brawl
brawn	brawn
brazen	brazen
breach	ua txhaum cai
bread	mov ci
breadth	breadth
break	so
breakable	tawg
breakaway	tawm mus
breakdown	kev ua txhaum
breaker	breaker
breakers	tawg
breakfast	noj tshais
breaking and entering	rhuav thiab nkag
breakingnews	txhawj xeeb
breakneck	tawg
breakthrough	kov yeej
breakup	tawg
breast	mis
breath	ua pa
breathe	ua pa
breather	nqus pa
breathless	ua tsis taus pa
breathtaking	breathtaking
breech	breech
breeches	breeches
breed	yug menyuam
breeder	breeder
breeding	yug me nyuam
breeze	tshau
breezy	breezy
brethren	cov kwv tij
breve	NO TRANSLATION
brevity	brevity
brew	brew
brewery	brewery
brewing	brewing
briar	briar
bribe	xiab
bribery	Txhaum Cai
brick	cib
bridal	sib txheeb
bride	nkauj nyab
bridegroom	bridegroom
bridesmaid	bridesmaid
bridge	choj
bridle	bridle
brief	nqe lus luv luv
briefcase	phav phav
briefing	Lus qhia
briefly	luv luv
brig	brig
brigade	brigade
bright	ci
brighten	brighten
brightens	ci ntsa iab
brighter	zog dua
brightness	ci ci
brilliance	brilliance
brilliant	ci ntsa iab
brim	brim
brimming	brimming
brimstone	brimstone
brine	brine
bring	coj
brink	brink
brisk	sib txheeb
brisket	brisket
bristle	bristle
brittle	nkig
bro	bro
broach	broach
broad	sab
broadcast	tshaj tawm
broadcasting	tshaj tawm
broaden	broaden
broadside	sab nrauv
broadsword	sib ntaus sib tua
brocade	brocade
broccoli	broccoli
brochure	ntawv nthuav qhia
broil	ci nplaum
broke	tsoo
broken	tawg
brokenheart	NO TRANSLATION
brokenhearted	tu siab
broker	broker
brokerage	brokerage
bromide	bromide
bronco	bronco
bronze	bronze
brooch	brooch
brood	brood
brooding	brooding
brook	brook
broom	khaub rhuab
broomstick	broomstick
broth	broth
brothel	brothel
brother	tij laug
brotherhood	kwv tij neej tsa
brotherly	kwv tij
brow	brow
brown	xim av
brownstone	brownstone
browse	xauj
brrr	brrr
bruise	bruise
bruising	nqaij tawv
brunch	brunch
brunette	brunette
brunt	brunt
brush	txhuam
brutal	brutal
brutality	kev ua phem
brute	brute
brutish	brutish
bubble	npuas
bubbling	bubbling
bubbly	bubbly
bubonic	bubonic
buck	phaw
buckaroo	buckaroo
bucket	thoob
buckle	buckle
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	pob kws
buddha	buddha
buddhism	Buddhism
buddhist	Buddhist
budding	budding
buddy	phooj ywg
budge	budge
budget	pob nyiaj siv
buff	buff
buffalo	twm
buffer	tsis kam
buffering	buffering
buffet	nyiag khoom
buffoon	buffoon
bug	kab laum
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	tsheb nees
bugle	bugle
bugler	bugler
build	tsim
builder	tus tsim
building	tsev
buildings	vaj tse
buildup	ua kom tiav
bulb	noob
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	ntau
bulkhead	bulkhead
bulky	loj
bull	bull
bulldog	bulldog
bulldozer	tsheb nrau av
bullet	mos txwv
bulletin	daim ntawv xov xwm
bulletproof	tsis tuaj yeem tiv thaiv
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	bullion
bullock	bullock
bullpen	bullpen
bullshit	bullshit
bully	siab phem
bulwark	bulwark
bum	bum
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	thawv
bumper	bumper
bumpy	thawv
bun	NO TRANSLATION
bunch	pawg
bundle	pob khoom
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	luav
bunt	tawg
buoy	ntab
buoyancy	buoyancy
buoyant	Buoyant
bur	bur
burden	lub nra
burdened	ris lub nra
burdensome	burdensome
bureau	bureau
bureaucracy	bureaucracy
bureaucrat	bureaucrat
bureaucratic	bureaucratic
burger	burger
burglar	txhawj
burglary	txhawj xeeb
burial	faus
buried	faus
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	hlawv
burned	hlawv
burner	burner
burning	hlawv
burnished	hlawv
burnout	burnout
burnt	burnt
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bursary
burst	tawg
bury	bury
bus	tsheb npav
busboy	busboy
bush	Bush
bushel	pob txha
bushy	bushy
business	lag luam
business man	NO TRANSLATION
businessman	tus ua lag luam
businesswoman	lag luam
busload	busload
buss	buss
bust	bust
busted	busted
buster	tsheb npav
bustle	bustle
bustling	bustling
busy	tibneeg hu tauj coob
busybody	tibneeg hu tauj coob
butane	butane
butcher	neeg tua tsiaj
butler	tiamsis
butt	taub qab
butter	butter
buttercup	buttercup
butterfly	npauj npaim
buttermilk	buttermilk
butterscotch	butterscotch
buttery	buttery
buttock	pob tw
buttocks	pob tw
button	khawm
buttress	khaus
buxom	buxom
buy	yuav
buyer	buyer
buying	muas
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	buzzing
bye	bye
bygone	bygone
bylaw	bylaw
byline	byline
bypass	bypass
bystander	bystander
byte	byte
byzantine	byzantine
cab	cab
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	cabbage
cabbie	cabbie
cabernet	chav pw
cabin	txee
cabinet	txee
cable	cable
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	meem
cadence	cadence
cadet	tus kws qhia ntawv
cafe	café
cafeteria	chav noj mov
caffeine	caffeine
cage	tawb
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	ncuav mog qab zib
cakewalk	cakewalk
calamari	calamari
calamitous	calamitous
calamity	calamity
calcareous	calcareous
calcium	calcium
calculate	suav
calculated	suav
calculating	xam xyuas
calculation	muab xam
calculator	lub laij lej
calculus	calculus
calendar	daim ntawv qhia hnub
calender	NO TRANSLATION
calf	calf
caliber	caliber
calibrate	calibrate
calico	calico
calipers	calipers
calisthenics	calisthenics
call	hu
callback	hu rov qab
caller	tus neeg hu
calligraphy	hu xov tooj
calling	hu
callous	mob siab
calls	hu
calm	nqig
calming	calming
calmness	calmness
caloric	caloric
calorie	calorie
calorimeter	calorimeter
cam	cam
camaraderie	camaraderie
camber	camber
camcorder	camcorder
camel	tus ntxhuav
cameo	tuaj lawm
camera	lub koob yees duab
cameraman	cameraman
camisole	camisole
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	chaw pw hav zoov
campaign	phiaj xwm
campaigner	neeg ua hauj lwm
campaigning	tawm tswv yim
camper	chaw pw hav zoov
campfire	campfire
camping	mus pw hav zoov
campsite	campsite
campus	tsev kawm ntawv
can	muaj peev xwm
can opener	muaj peev xwm qhib tau
canal	kwj dej
canary	canary
cancel	rho tawm
canceling	tso tseg
cancellation	kev tshem tawm
cancer	cancer
candid	ntshiab
candidacy	candidacy
candidate	neeg sib tw
candied	candied
candle	tswm ciab
candlelight	taws tswm ciab
candles	taws tswm ciab
candlestick	candlestick
candor	candor
candy	khoom qab zib
cane	pas nrig
canine	canine
canister	canister
canker	canker
cannabis	cannabis
canned	nyob kas poom
cannibal	cannibal
cannibalism	cannibalism
canning	canning
cannon	cannon
cannonball	cannonball
canoe	canoe
canon	canon
canonical	canonical
canons	canons
canopy	toj roob hauv av
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	kanteen
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	canvas
canvass	NO TRANSLATION
canyon	hav cuam kawb
cap	cap
capability	muaj peev xwm
capable	muaj peev xwm
