Word	yo
barkeep	ọṣọ
barks	barks
barley	barle
barmaid	ọmọ-ogun
barman	barman
barn	abà
barnacle	ọwọn
barney	barney
barnyard	barnyard
barometer	barometer
baron	Baron
baroness	baroness
baroque	Baroque
barrack	ọpa
barracuda	barracuda
barrage	barrage
barred	ti ko da
barrel	agba
barren	alamọ
barricade	barricade
barrier	idena
barring	ọja
barrister	alagbimọ
barroom	Igi
barrow	ọgbọ
bartender	bartender
barter	ọta
base	ipilẹ
baseball	baseball
baseball bat	bọọlu baseball
baseboard	alabẹrẹ
baseless	alailee
baseline	ipilẹṣẹ
baseman	Baseman
basement	ipilẹ ile
bases	awọn ipilẹ
bash	baasi
bashful	bamu
basic	ipilẹ
basics	awọn orisun
basil	Basil
basilica	Basilica
basin	basin
basis	ipilẹ
bask	bask
basket	agbọn
basketball	bọọlu inu agbọn
bass	baasi
bass guitar	baasi gita
basso	NO TRANSLATION
bassoon	bassoon
bastard	Ọmọ ale
bastarding	igbimọ
bastards	awọn ale
bastion	bastion
bat	Bat
batch	ipele
batching	batching
bate	NO TRANSLATION
bath	wẹ
bathe	wẹ
bathhouse	bathhouse
bathing	wẹwẹ
bathrobe	aṣọ-aṣọ
bathroom	baluwe
bathtub	yara iwẹ
bathymetry	bathymetry
baton	baton
battalion	Battalion
batter	batter
battered	bii
battering	battering
battery	batiri
battle	ogun
battled	battled
battlefield	Oju ogun
battleground	ogun ogun
battlements	ogun
battleship	Battleship
batty	Batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	Bay
bayonet	bayonet
bayou	Bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	jẹ
beach	eti okun
beaches	etikun
beacon	beakoni
bead	ileke
beading	ọṣọ
beads	awọn ilẹkẹ
beady	beady
beagle	beagle
beak	beak
beaker	beaker
beam	tan ina
beaming	gbigbọn
bean	ni ìrísí
beanbag	beanbag
beanie	beanie
bear	agbateru
bearable	ti o ni agbara
beard	irungbọn
bearded	bearded
bearer	oluwa
bearing	gbigbe
bearings	awọn bearings
bearish	bearish
bearskin	bean
beast	ẹranko
beastly	ẹranko
beat	lu
beaten	lu
beater	lugun
beating	lilu
beatnik	Ọgbẹni
beau	lẹwa
beautification	beautification
beautiful	lẹwa
beautify	daradara
beauty	ẹwa
beaver	beaver
bebop	bebop
beck	beck
beckon	beckon
become	di
bed	ibusun
bedding	ibusun ibusun
bedpan	bedpan
bedrock	ibùsùn
bedroom	yara
bedside	ibusun
bedspread	ibusun ibusun
bedtime	ibùsùn akoko
bee	Bee
beef	eran malu
beefsteak	beefsteak
beehive	igbẹ
beep	beep
beeper	beeper
beer	Oti bia
bees	oyin
beeswax	beeswax
beetle	Beetle
befall	isubu
befitting	ti o dara
befriend	jẹ ọrẹ
befuddled	befuddled
beg	bẹbẹ
beggar	alagbe
begging	ṣagbe
begin	berè
beginner	olubere
beginning	bẹrẹ
beginnings	ibẹrẹ
begrudge	aṣiṣe
begun	Bere
behappy	NO TRANSLATION
behave	huwa
behavior	ihuwasi
behavioral	iwa
behemoth	behemoth
behest	behest
behold	wo o
beholden	wo o
beholder	oluwo
beige	alagara
belated	belated
belay	belay
belch	belch
belief	igbagbo
believable	igbagbọ
believe	gbagbọ
believed	gbagbọ
believer	onigbagbọ
believing	gbigbagbọ
belittle	belittle
belittled	belittled
bell	Belii
bellboy	bellboy
bellhop	bellhop
belligerent	belligerent
bellman	bellman
bellow	bellow
bellows	bellows
belly	ikun
bellybutton	bellybutton
bellyful	ikun
belong	ti wa
belongings	awọn ohun-ini
beloved	olufẹ
belt	igbanu
beluga	beluga
bemused	bemused
bench	ibujoko
bend	tẹ
bender	bender
bending	atunse
beneath	nisalẹ
benedictory	benedictory
benefactor	Olùrànlọwọ
beneficial	anfani ti
beneficiary	oluranlowo
benefit	anfaani
benevolence	rere-rere
benevolent	alaafia
benign	alaafia
bent	tẹ
benzene	Benzene
bequeath	ẹsun
bequest	ijabọ
bereaved	ti o ku
bereavement	bereavement
bereft	bereft
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	ibiti
beryllium	beryllium
beseech	bẹbẹ
beset	ṣabọ
bestdayever	bestdayever
bestfeeling	ti o dara julọ
bestfriends	awọn ọrẹ to dara julọ
bestial	bestial
besties	besties
bestow	fun
bestseller	olutaja ti o dara julọ
bet	tẹtẹ
beta	beta
betray	fifun
betrayal	betrayal
betrayed	fifun
betrothed	ti gba ẹjọ
betterment	dara julọ
betting	kalokalo
betty	betty
bevel	bevel
beverage	nkan mimu
bevy	bevy
beware	ṣọra
bewilder	bewilder
bewildered	dãmu
bewilderment	irọra
bias	iyatọ
biased	aibikita
bib	bib
bible	Bibeli
biblical	Bibeli
bibliography	iwe itan
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	bickering
bicolor	bicolor
bicycle	keke
bid	Ibere
bidder	afowole
bidding	Ibere
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	nla
bigamy	bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	nlaot
bigoted	bigoted
bigotry	bigotry
bike	keke
biker	biker
bikini	bikini
bilateral	alafia
bilayer	bilayeri
bile	bile
bilge	jiji
bilingual	bilingual
bill	owo-owo
billboard	iwe itẹwe
billet	billet
billiard	Billiard
billiards	Billiards
billing	ìdíyelé
billion	bilionu
billionaire	billionaires
billy	Billy
bimbo	bimbo
bimonthly	bimonthly
bin	oniyika
binary	alakomeji
bind	dipọ
binder	Apapo
bindery	Dọmọ
binding	abuda
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	binoculars
binomial	oniṣowo onibara
bio	bii
biochemical	kemikali
biochemist	ti o wa ni ara ẹni
biochemistry	isọmi-arami
biogenesis	ipilẹṣẹ
biographer	oluwanọtọ
biography	igbesiaye
biological	ti ibi
biologist	onisẹtọ
biology	isedale
bionic	bionic
biopsy	biopsy
biosphere	aaye ibi-aye
bipartite	pipẹsẹ
bipolar	oṣuwọn
birch	birch
bird	eye
birdcage	eye-eye
birdie	eyeie
birdman	eyeman
birth	ibimọ
birthday	ojo ibi
birthing	ohun elo
birthmark	ibi-ibisi
birthplace	ibi ibi
birthright	ipò ibimọ
bis	NO TRANSLATION
biscuit	biscuit
bisexual	bisexual
bishop	Bishop
bison	bison
bisque	bisque
bistro	bistro
bit	bit
bitch	bishi
bitchy	bitchy
bite	ojola
biter	NO TRANSLATION
bitsy	bitsy
bitter	kikorò
bitterly	kikoro
bitterness	kikoro
bittersweet	Awọn alailẹgbẹ
bitty	bitty
bitumen	bitumen
biweekly	biweekly
biz	biz
bizarre	buru
blab	blab
blabbermouth	blabbermouth
black	dudu
black snake	dudu ejò
blackberry	blackberry
blackbird	blackbird
blackboard	paadi dudu
blacken	dudu
blackface	blackface
blackjack	blackjack
blacklist	dudulist
blackmail	Ifiranṣẹ
blackmailer	blackmailer
blackness	dudu
blackout	didaku dudu
blacksmith	alagbẹdẹ
bladder	àpòòtọ
blade	abẹfẹlẹ
blame	ibawi
blameless	lainidi
bland	bland
blank	òfo
blanket	ibora
blare	alade
blase	NO TRANSLATION
blasphemous	ọrọ-odi
blasphemy	blasphemy
blast	fifún
blaster	blaster
blastoff	blastoff
blatant	iyatọ
blather	miiran
blaze	didun
blazer	blazer
blazing	gbigbona
bleach	Bilisi
bleak	bulu
bleed	bleed
bleeder	bleeder
bleeding	ẹjẹ
bleep	bii
blemish	àbàwọn
blemished	balẹ
blend	parapo
blender	ifilọtọ
blending	idapọ
bless	bukun
blessed	bukun
blessing	ibukun
blessings	ibukun
bleu	bleu
blight	Blight
blighted	ti o bajẹ
blimp	blimp
blind	afoju
blinded	afọju
blindfold	awọn oju afọju
blindfolded	ti a fi oju ṣe
blinding	afọju
blindly	ni afọju
blindness	afọju
blink	bii
blip	blip
bliss	alaafia
blissful	alaafia
blister	blister
blistering	alara
blitz	blitz
blizzard	blizzard
bloat	bloat
bloated	bloated
blob	blob
block	Àkọsílẹ
blockade	dènà
blockage	blockage
blockbuster	blockbuster
blockhead	blockhead
blog	bulọọgi
bloke	bloke
blond	agbọn
blonde	irun bilondi
blood	ẹjẹ
bloodbath	ẹjẹ
bloodhound	ẹjẹ
bloodless	bloodless
bloodline	Ilana
bloodshed	ẹjẹ
bloodshot	Gbigba ẹjẹ
bloodstream	ẹjẹ
bloodthirsty	ibajẹ ẹjẹ
bloody	itajesile
bloom	Bloom
bloomers	awọn bloomers
blooming	gbigbọn
blossom	Iruwe
blot	bii
blotched	ti yọ
blotter	blotter
blouse	siki
blow	binu
blower	fifun sita
blowfish	eja
blowing	fifun
blowjob	bori
blown	buru
blowout	di iparun
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	bulu
blue spruce	buluu spruce
blueberry	blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	awọn apẹẹrẹ
blues	blues
bluff	bluff
bluish	bluish
blunder	ipalara
blunt	alaafia
blur	blur
blurred	ti bajẹ
blurry	blurry
blurt	blurt
blush	blush
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boar
board	ọkọ
board game	ọkọ ere
boarder	NO TRANSLATION
boarding	wiwọ wiwọ
boardroom	iyẹwu
boards	awọn lọọgan
boardwalk	ọkọ oju-omi
boast	ṣogo
boastful	iṣango
boasting	iṣogo
boat	ọkọ
boathouse	boathouse
boating	ijako
boatload	boatload
boatman	boatman
bobbin	awọn tuntun
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	bodily
body	ara
bodyguard	igbimọ
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	bogus
bohemian	bohemian
boil	sise
boiler	igbona omi
boilerplate	apẹrẹ igbona
boiling	farabale
boisterous	alawakọ
bold	igboya
boldness	igboya
bollocks	bollocks
bolster	bolster
bolt	ẹdun
bolus	bolus
bomb	bombu
bombard	bombard
bombardier	bombardier
bombardment	bombardment
bombed	bombed
bomber	bomber
bombers	awọn bombers
bombing	bombu
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	mimu
bondage	igbekun
bonding	imuduro
bonds	iwe-iwe
bondsman	oniṣowo
bone	egungun
bonehead	bonehead
boner	boner
bones	egungun
bonfire	bonfire
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	ajeseku
bony	ajeseku
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	iwe
bookcase	iwe iwe
bookie	iwe
booking	fowo si
bookish	iwe-iwe
bookkeeper	Oniṣowo
bookkeeping	iwe iṣowo
booklet	Iwe-iwe
bookmaker	bookmaker
bookmark	bukumaaki
books	awọn iwe
bookseller	Oniwewe
bookshop	iwe ipilẹja
bookstore	ile-iwe ipamọ
bookworm	iwe-iwe
boom	ariwo
boomer	boomer
boomerang	boomerang
booming	booming
boon	boon
boooo	NO TRANSLATION
boost	igbelaruge
booster	lagbara
boot	bata
booth	agọ
bootleg	bootleg
bootlegger	bootlegger
boots	orunkun
booty	ikogun
booze	booze
bop	bop
bopper	bopper
border	aala
bordering	lẹgbẹẹ
borderline	laalawọn
bore	bi
boreal	boreal
bored	sunmi
boredom	jibi
borer	borer
boring	alaidun
born	bibi
boron	boron
borough	agbegbe
borrow	yawo
borrower	oluya
bosom	Ọwọ
boss	Oga
bossy	bossy
boston	boston
botanical	botanical
botanist	botanist
botany	botany
bother	ri i
bothering	ibanuje
bottle	igo
bottleneck	bottleneck
bottling	igo
bottom	isalẹ
bottomless	ailopin
botulism	botulism
boulder	boulder
bounce	agbesoke
bouncer	bouncer
bouncy	bouncy
bound	alaafia
boundary	ààlà
boundless	ailopin
bounds	isun
bountiful	bountiful
bounty	Aanu
bouquet	oorun didun
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	idowo-owo
bout	ija
boutique	ẹṣọ
bouttime	akoko idojukọ
bovine	bovine
bow	ọrun
bowed	kunlẹ
bowel	gbigbọn
bowels	ẹdun
bowl	ekan
bowler	oluṣere
bowling	Bolini
bowls	awọn abọ
box	apoti
boxcar	boxcar
boxer	afẹṣẹja
boxers	awọn ẹlẹṣẹ
boxing	Boxing
boy	ọmọkunrin
boycott	ọmọkunrin
boyfriend	ọmọkunrin
boyhood	ọmọde
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	bra
brace	àmúró
bracelet	Egba owo
braces	àmúró
brachial	brachial
bracket	akọmọ
brackets	Biraketi
brackish	brackish
brad	brad
brag	iṣogo
braid	braid
brain	ọpọlọ
brainless	laisi alaini
brains	opolo
brainstorm	iṣaro ọrọ
brainwash	brainwash
brainy	ọpọlọ
brake	ṣẹgun
bran	bran
branch	ti eka
branching	ti o ni
brand	ami
brandy	ọti oyinbo
brash	brash
brass	idẹ
brass knuckle	idẹ knuckle
brassiere	idẹgbẹ
brat	brat
bratwurst	NO TRANSLATION
bravado	bravado
brave	akọni
bravery	bravery
brawl	agbọn
brawn	brawn
brazen	brazen
breach	isise
bread	akara
breadth	ibu
break	adehun
breakable	bakanna
breakaway	ya kuro
breakdown	ko ṣiṣẹ
breaker	alagidi
breakers	awọn fifun
breakfast	ounjẹ owurọ
breaking and entering	fifọ ati titẹ
breakingnews	Iroyin pajawiri
breakneck	binu
breakthrough	awaridii
breakup	ya kuro
breast	igbaya
breath	ìmí
breathe	simi
breather	simi
breathless	breathless
breathtaking	yanilenu
breech	breech
breeches	breeches
breed	ajọbi
breeder	breeder
breeding	ibisi
breeze	afẹfẹ
breezy	afẹfẹ
brethren	arakunrin
breve	NO TRANSLATION
brevity	binu
brew	pọnti
brewery	ile-iwe
brewing	Pipọnti
briar	briar
bribe	ẹbun
bribery	bribery
brick	okuta
bridal	Bridal
bride	iyawo
bridegroom	ọkọ iyawo
bridesmaid	iyawobinrin
bridge	Afara
bridle	bridle
brief	ṣoki
briefcase	apamọwọ
briefing	awọn apero
briefly	ni soki
brig	brig
brigade	Ẹgbẹ ọmọ ogun
bright	imọlẹ
brighten	brighten
brightens	brightens
brighter	o tan imọlẹ
brightness	imọlẹ
brilliance	brilliance
brilliant	o wu
brim	brim
brimming	brimming
brimstone	brimstone
brine	brine
bring	mu
brink	brink
brisk	brisk
brisket	brisket
bristle	bristle
brittle	brittle
bro	bro
broach	bọọ
broad	gbooro
broadcast	igbohunsafefe
broadcasting	igbohunsafefe
broaden	gbooro
broadside	gbooro
broadsword	ọrọ ọrọ
brocade	brocade
broccoli	ẹfọ
brochure	brochure
broil	broil
broke	bu
broken	fifọ
brokenheart	NO TRANSLATION
brokenhearted	ibanujẹ
broker	alagbata
brokerage	alagbata
bromide	bromide
bronco	bronco
bronze	idẹ
brooch	ọṣọ
brood	brood
brooding	bii
brook	brook
broom	broom
broomstick	broomstick
broth	broth
brothel	ile-iwe
brother	arakunrin
brotherhood	ẹgbẹ arakunrin
brotherly	arakunrin
brow	lilọ kiri
brown	brown
brownstone	brownstone
browse	lọ kiri ayelujara
brrr	brrr
bruise	bruise
bruising	gbigbọn
brunch	brunch
brunette	brown
brunt	brunt
brush	fẹlẹ
brutal	buru ju
brutality	ibawi
brute	alaba
brutish	buru
bubble	o ti nkuta
bubbling	bubbling
bubbly	bubbly
bubonic	bubonic
buck	buck
buckaroo	burooroo
bucket	garawa
buckle	mura silẹ
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	egbọn
buddha	buddha
buddhism	buddhism
buddhist	buddhist
budding	budding
buddy	ore
budge	budge
budget	isuna
buff	buff
buffalo	efon
buffer	saaju
buffering	buffering
buffet	ajekii
buffoon	buffoon
bug	kokoro
bugaboo	tabboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	kọ
builder	Akole
building	ile
buildings	awọn ile
buildup	kọ ni ṣisẹ n tẹle
bulb	boolubu
bulbous	bulbous
bulge	bulge
bulimic	bulimiki
bulk	olopobobo
bulkhead	bulkhead
bulky	ọra
bull	akọmalu
bulldog	bulldog
bulldozer	bulldozer
bullet	ọta ibọn
bulletin	Iwe itẹjade
bulletproof	bulletproof
bullfighter	bullfighter
bullfrog	akọmalu
bullheaded	bullheaded
bullhorn	bullhorn
bullion	bullion
bullock	akọmalu
bullpen	bullpen
bullshit	bullshit
bully	bully
bulwark	bulwark
bum	bum
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	bump
bumper	bumper
bumpy	bumpy
bun	NO TRANSLATION
bunch	opo
bundle	lapapo
bungalow	Bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	ibugbe
bunny	bunny
bunt	bunt
buoy	buoy
buoyancy	buoyancy
buoyant	ti n ṣalaye
bur	bur
burden	ẹrù
burdened	ti ni irọra
burdensome	ẹrù
bureau	Aṣẹ
bureaucracy	bureaucracy
bureaucrat	bureaucrat
bureaucratic	iṣẹ ijọba
burger	burger
burglar	burglar
burglary	ipanu
burial	isinku
buried	sin
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	iná
burned	iná
burner	olugbẹ
burning	sisun
burnished	sisun
burnout	Burnout
burnt	sisun
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	ile-iwe
burst	burst
bury	sin
bus	bosi
busboy	busboy
bush	igbo
bushel	igbẹ
bushy	bushy
business	owo
business man	NO TRANSLATION
businessman	Oniṣowo
businesswoman	obirin oni iṣowo
busload	ọkọ ayọkẹlẹ
buss	buss
bust	igbamu
busted	ti pa
buster	buster
bustle	bustle
bustling	bustling
busy	ṣiṣẹ
busybody	iṣẹ-ṣiṣe
butane	butane
butcher	butcher
butler	Butler
butt	apọju
butter	bota
buttercup	bikita
butterfly	labalaba
buttermilk	buttermilk
butterscotch	butterscotch
buttery	buttery
buttock	buttock
buttocks	buttocks
button	bọtini
buttress	buttress
buxom	buxom
buy	ra
buyer	ẹniti o ra
buying	ifẹ si
buzz	Buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	buzzing
bye	bye
bygone	nipasẹ
bylaw	nipasẹ ofin
byline	nipasẹ ila
bypass	aṣiṣe
bystander	nipasẹ
byte	nipasẹ
byzantine	Byzantine
cab	ọkọ ayọkẹlẹ
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	eso kabeeji
cabbie	cabbie
cabernet	cabernet
cabin	agọ
cabinet	ile igbimọ
cable	USB
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	kaṣe
cacophony	ṣelọpọ
cactus	cactus
cad	cad
cadaver	ipalara
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	cadet
cafe	Kafe
cafeteria	cafeteria
caffeine	caffeine
cage	ile-ẹyẹ
cagey	cagey
cahoots	awọn kaakiri
cairn	cairn
cake	akara oyinbo
cakewalk	cakewalk
calamari	calamari
calamitous	iparun
calamity	iparun
calcareous	olutọju
calcium	kalisiomu
calculate	ṣe iṣiro
calculated	iṣiro
calculating	isiro
calculation	iṣiro
calculator	iṣiroye
calculus	igbadọ
calendar	kalẹnda
calender	NO TRANSLATION
calf	Oníwúrà
caliber	caliber
calibrate	calibrate
calico	calico
calipers	calipers
calisthenics	calisthenics
call	pe
callback	ipe pada
caller	olupe
calligraphy	calligraphy
calling	pípè
callous	alaafia
calls	Awọn ipe
calm	tunu
calming	calming
calmness	alaafia
caloric	caloric
calorie	kalori
calorimeter	calorimeter
cam	Kame.awo-ori
camaraderie	alabapade
camber	camber
camcorder	kamẹra oniṣẹmeji
camel	rakunmi
cameo	cameo
camera	kamẹra
cameraman	kamẹra
camisole	camisole
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	ibudó
campaign	ipolongo
campaigner	olupolongo
campaigning	Ipagbe
camper	ọmọ ogun
campfire	firewallfire
camping	ipago
campsite	ibùdó
campus	ile-iwe
can	le
can opener	le ṣii
canal	ikanni
canary	Canary
cancel	fagilee
canceling	fagile
cancellation	ifagile
cancer	akàn
candid	olootu
candidacy	ipilẹṣẹ
candidate	tani
candied	candied
candle	abẹla
candlelight	abẹla
candles	awọn abẹla
candlestick	ọpá fìtílà
candor	abẹ
candy	suwiti
cane	ohun ọgbin
canine	ọpa
canister	oluwa
canker	canker
cannabis	taba lile
canned	fi sinu akolo
cannibal	cannibal
cannibalism	cannibalism
canning	canning
cannon	Kanonu
cannonball	amugbó abẹ
canoe	ọkọ
canon	Kanini
canonical	iṣoro
canons	awọn canons
canopy	ibori
cantaloupe	o dabi ọsan wẹwẹ
cantbreathe	NO TRANSLATION
canteen	ti iyẹwu
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	oṣuwọn
cantina	ile
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	kanfasi
canvass	NO TRANSLATION
canyon	Canyon
cap	fila
capability	agbara
capable	o lagbara
capacity	agbara
cape	Kapu
caper	caper
capillary	opo
capital	olu-ilu
capitalism	kapitalisimu
capitalist	capitalist
capitalize	capitalize
capitals	nla
capitation	capitation
capitol	capitol
capitulation	capitulation
cappuccino	cappuccino
caprice	caprice
capricious	capricious
caps	awọn bọtini
capslock	Botini ise leta nla
capsule	capsule
captain	olori
caption	oro ifori
captivate	ṣe pataki
captivating	ti n gbe
captive	ni igbekun
captivity	igbekun
captor	ya
capture	Yaworan
car	ọkọ ayọkẹlẹ
caramel	caramel
carat	Carat
caravan	irinajo
carbon	erogba
carburetor	carburetor
carcass	okú
carcinoma	carcinoma
card	kaadi
cardboard	paali
cardiac	aisan okan
cardigan	cardigan
cardinal	Kadinali
cardiologist	opolo
cardiology	arun inu ọkan
cardiomyopathy	cardiomyopathy
cards	awọn kaadi
care	abojuto
career	iṣẹ
carefree	alaigbọran
careful	ṣọra
carefully	farabalẹ
careless	alaini abojuto
carelessness	abojuto
caress	akọle
caret	akọsilẹ
caretaker	olutọju
cargo	laisanwo
caribou	caribou
caricature	caricature
