Word	ko
believe	믿다
believed	믿었다
believer	신자
believing	믿는
belittle	얕보다
belittled	경시 된
bell	벨
bellboy	보이
bellhop	보이
belligerent	교전국
bellman	보이
bellow	소 우는 소리
bellows	풀무
belly	배
bellybutton	배꼽
bellyful	배 가득
belong	있다
belongings	소지품
beloved	가장 사랑하는
belt	벨트
beluga	벨루가
bemused	당황한
bench	벤치
bend	굽히다
bender	다리
bending	굽힘
beneath	아래서
benedictory	베네딕트
benefactor	후원자
beneficial	유익한
beneficiary	수익자
benefit	이익
benevolence	자비심
benevolent	자애로운
benign	온화한
bent	굽은
benzene	벤젠
bequeath	남기다
bequest	유증
bereaved	잃은
bereavement	여읨
bereft	여읜
beret	베레모
bergamot	베르가못
berlin	베를린
berserk	맹렬한
berth	침대
beryllium	베릴륨
beseech	청하다
beset	뒤따르다
bestdayever	최고의 날
bestfeeling	최면술
bestfriends	친한 친구
bestial	짐승 같은
besties	besties
bestow	두다
bestseller	베스트셀러
bet	내기
beta	베타
betray	팔다
betrayal	배신
betrayed	배신당한
betrothed	약혼자
betterment	개량
betting	도박
betty	베티
bevel	사각
beverage	마실 것
bevy	떼
beware	조심성있는
bewilder	괴롭히다
bewildered	당황한
bewilderment	당황
bias	바이어스
biased	치우친
bib	턱받이
bible	성경
biblical	성경의
bibliography	서지
bicarbonate	중탄산염
bicentennial	이백 년간 계속되는
biceps	이두근
bicker	비커
bickering	말다툼하는
bicolor	바이 컬러
bicycle	자전거
bid	매기다
bidder	명령자
bidding	입찰
bide	NO TRANSLATION
biennial	격년제의
bier	NO TRANSLATION
bifurcation	분기
big	큰
bigamy	중혼
bigday	빅 데이
biggestfear	NO TRANSLATION
biggie	큰일
bighorn	큰 뿔뿔이
bigmouth	큰 입
bigot	뱃머리
bigoted	편견없는
bigotry	편협한 신앙
bike	자전거
biker	자전거 타는 사람
bikini	비키니
bilateral	양국의
bilayer	이중층
bile	담즙
bilge	중배
bilingual	이중 언어
bill	계산서
billboard	광고 게시판
billet	철판
billiard	당구
billiards	당구
billing	과금
billion	십억
billionaire	억만 장자
billy	곤봉
bimbo	짐
bimonthly	격월로
bin	큰 상자
binary	이진
bind	묶다
binder	접합재
bindery	바인더 리
binding	제본
bing	빙
binge	파티
bingo	빙고
binocular	쌍안경의
binoculars	쌍안경
binomial	이항식
bio	바이오
biochemical	생화학 적
biochemist	생화학 자
biochemistry	생화학
biogenesis	생물 발생
biographer	전기 작가
biography	전기
biological	생물학의
biologist	생물 학자
biology	생물학
bionic	바이오닉
biopsy	생검
biosphere	생물권
bipartite	이단의
bipolar	양극성의
birch	자작 나무
bird	새
birdcage	새장
birdie	버디
birdman	버드 맨
birth	출생
birthday	생일
birthing	출산
birthmark	모반
birthplace	출생지
birthright	타고난 권리
bis	NO TRANSLATION
biscuit	비스킷
bisexual	양성 애자
bishop	주교
bison	바이슨
bisque	비스크
bistro	작은 레스토랑
bit	비트
bitch	암캐
bitchy	나쁜
bite	물다
biter	NO TRANSLATION
bitsy	작은 조각
bitter	쓴
bitterly	몹시
bitterness	신랄
bittersweet	달콤 씁쓸한
bitty	비티
bitumen	역청
biweekly	격주 간행물
biz	사업
bizarre	기괴한
blab	수다
blabbermouth	블러 버머 마우스
black	검은
black snake	검은 뱀
blackberry	블랙 베리
blackbird	흑인
blackboard	칠판
blacken	검게 하다
blackface	검게
blackjack	곤봉
blacklist	블랙리스트
blackmail	약탈
blackmailer	약탈자
blackness	검음
blackout	정전
blacksmith	대장장이
bladder	방광
blade	잎
blame	비난
blameless	죄 없는
bland	온화한
blank	공백
blanket	담요
blare	울리는 소리
blase	NO TRANSLATION
blasphemous	불경스러운
blasphemy	신성 모독
blast	쏘다
blaster	블래스터
blastoff	돌풍
blatant	떠들썩한
blather	더러워진
blaze	불꽃
blazer	블레이저
blazing	타오르는
bleach	표백제
bleak	차가운
bleed	출혈
bleeder	녀석
bleeding	출혈
bleep	호출 장치
blemish	흠
blemished	흠이있는
blend	혼합
blender	믹서기
blending	혼합
bless	신을 하다
blessed	축복 받은
blessing	축복
blessings	축복
bleu	블루
blight	마름병
blighted	황폐 한
blimp	소형 연식 비행선
blind	블라인드
blinded	맹목적인
blindfold	눈가리개
blindfolded	눈을 가린
blinding	눈을 멀게하는
blindly	맹목적으로
blindness	맹목
blink	힐끔 보다
blip	깜박 거리다
bliss	다시 없는 기쁨
blissful	더없이 행복한
blister	물집
blistering	물집이 생기다
blitz	전격 기습
blizzard	눈보라
bloat	고창증
bloated	부푼
blob	얼룩
block	블록
blockade	봉쇄
blockage	방해물
blockbuster	블록 버스터
blockhead	멍청이
blog	블로그
bloke	놈
blond	금발의
blonde	금발의
blood	피
bloodbath	피바다
bloodhound	집요한 추적자
bloodless	핏기 없는
bloodline	혈통
bloodshed	유혈
bloodshot	충혈
bloodstream	혈류
bloodthirsty	피에 굶주린
bloody	피의
bloom	꽃
bloomers	블루머
blooming	지독한
blossom	꽃
blot	얼룩
blotched	얼룩덜룩 한
blotter	압지
blouse	블라우스
blow	타격
blower	부는 사람
blowfish	복어
blowing	취주
blowjob	입으로
blown	부푼
blowout	분출
blowtorch	소형 발염 장치
blubber	두툼한
bluddy	불길한
blue	푸른
blue spruce	푸른 가문비 나무
blueberry	블루 베리
bluebird	블루 버드
bluegrass	블루 그래스
bluejay	블루 제이
blueprint	청사진
blues	블루스
bluff	절벽
bluish	푸르스름한
blunder	큰 실수
blunt	무딘
blur	흐림
blurred	희미한
blurry	흐릿한
blurt	불쑥 말하다
blush	붉히다
blushing	얼굴이 빨개지는
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	수퇘지
board	판
board game	보드 게임
boarder	NO TRANSLATION
boarding	탑승
boardroom	회의실
boards	무대
boardwalk	산책로
boast	자랑
boastful	자랑스런
boasting	자랑하는
boat	보트
boathouse	보트 하우스
boating	주유
boatload	보트로드
boatman	뱃사공
bobbin	실패
bobcat	살쾡이
bobsled	봅슬레이
bode	징조
bodega	식품 잡화점
bodice	몸통 부분
bodily	육체적으로
body	신체
bodyguard	친위대
bog	변소
bogey	보기
bogeyman	도깨비
bogus	가짜
bohemian	보헤미아 사람
boil	종기
boiler	보일러
boilerplate	상용구
boiling	비등
boisterous	거친
bold	대담한
boldness	대담
bollocks	녀석들
bolster	받침
bolt	볼트
bolus	볼 러스
bomb	폭탄
bombard	포
bombardier	포병 하사관
bombardment	충격
bombed	폭격당한
bomber	마리화나 담배
bombers	폭격기
bombing	폭격
bombshell	폭탄
bonanza	대성공
bonbon	NO TRANSLATION
bond	노예
bondage	속박
bonding	결합
bonds	채권
bondsman	보증인
bone	뼈
bonehead	바보
boner	얼빠진 실책
bones	뼈
bonfire	모닥불
bong	봉
bonkers	단골 손님
bonne	NO TRANSLATION
bonnet	보닛
bonny	예쁘장한
bonsai	분재
bonus	보너스
bony	뼈
boo	우우
boob	얼간이
booby	얼간이
booger	비저
boogeyman	부기맨
boogie	부기
book	도서
bookcase	책장
bookie	마권 업자
booking	예약
bookish	책을 쓴
bookkeeper	부기 계원
bookkeeping	부기
booklet	작은 책자
bookmaker	마권 업자
bookmark	서표
books	서적
bookseller	서적상
bookshop	서점
bookstore	서점
bookworm	독서광
boom	팔
boomer	부머
boomerang	부메랑
booming	호황을 누리고있는
boon	혜택
boooo	NO TRANSLATION
boost	후원
booster	부스터
boot	신병
booth	노점
bootleg	해적판
bootlegger	부랑자
boots	부츠
booty	전리품
booze	술
bop	밥
bopper	깡통
border	경계
bordering	접경
borderline	경계선
bore	구경
boreal	아한
bored	지루한
boredom	지루함
borer	구멍 뚫는 기구
boring	지루한
born	타고난
boron	붕소
borough	자치구
borrow	빌다
borrower	빌어 쓰는 사람
bosom	가슴
boss	보스
bossy	송아지
boston	보스턴
botanical	식물의
botanist	식물 학자
botany	식물학
bother	귀찮음
bothering	괴롭히는
bottle	병
bottleneck	병목
bottling	병에 든
bottom	바닥
bottomless	밑바닥 없는
botulism	보툴리누스 중독
boulder	둥근 돌
bounce	되튐
bouncer	경비원
bouncy	탄력있는
bound	경계
boundary	경계
boundless	무한한
bounds	범위
bountiful	풍부한
bounty	하사품
bouquet	꽃다발
bourbon	버번
bourgeois	부르주아
bourgeoisie	자본가 계급
bourse	증권 거래소
bout	합
boutique	부티크
bouttime	시합 시간
bovine	소
bow	활
bowed	숙청 한
bowel	내부
bowels	창자
bowl	사발
bowler	투수
bowling	볼링
bowls	그릇
box	상자
boxcar	상자 자동차
boxer	복서
boxers	의화단
boxing	권투
boy	소년
boycott	보이콧
boyfriend	남자 친구
boyhood	소년기
boyish	소년 같은
boysenberry	보 이젠 베리
bozo	보조
bra	브래지어
brace	중괄호
bracelet	팔찌
braces	바지 멜빵
brachial	상박의
bracket	까치발
brackets	괄호
brackish	소금기 있는
brad	브래드
brag	자랑거리
braid	드리다
brain	뇌
brainless	두뇌가없는
brains	두뇌
brainstorm	영감
brainwash	세뇌
brainy	머리가 좋은
brake	브레이크
bran	밀기울
branch	분기
branching	분지
brand	상표
brandy	브랜디
brash	성급한
brass	놋쇠
brass knuckle	황동 너클
brassiere	브래지어
brat	애새끼
bratwurst	소름 끼치는 소리
bravado	허세
brave	용감한
bravery	용감
brawl	말다툼
brawn	근육
brazen	단단한
breach	위반
bread	빵
breadth	폭
break	단절
breakable	깨뜨릴 수 있는
breakaway	이탈
breakdown	고장
breaker	파쇄기
breakers	차단기
breakfast	아침 식사
breaking and entering	깨고 들어가기
breakingnews	긴급 속보
breakneck	무서운
breakthrough	돌파구
breakup	붕괴
breast	유방
breath	숨
breathe	숨을 쉬다
breather	격한 운동
breathless	숨가쁜
breathtaking	아슬 아슬한
breech	볼기
breeches	바지
breed	일으키다
breeder	사육자
breeding	번식
breeze	미풍
breezy	시원한
brethren	형제
breve	NO TRANSLATION
brevity	짧음
brew	꾸미다
brewery	양조장
brewing	양조
briar	찔레
bribe	뇌물
bribery	수회
brick	벽돌
bridal	신부
bride	신부
bridegroom	신랑
bridesmaid	신부 들러리
bridge	다리
bridle	굴레
brief	간결한
briefcase	서류 가방
briefing	요약 보고
briefly	간단히
brig	영창
brigade	여단
bright	선명한
brighten	닦다
brightens	더 밝게
brighter	더 밝은
brightness	명도
brilliance	광휘
brilliant	훌륭한
brim	가장자리
brimming	넘치는
brimstone	유황
brine	소금물
bring	가져오다
brink	가장자리
brisk	활발한
brisket	가슴살
bristle	억센 털
brittle	다루기 힘든
bro	형제
broach	꼬챙이
broad	넓은
broadcast	방송
broadcasting	방송
broaden	넓히다
broadside	현측
broadsword	광범위한 단어
brocade	방직
broccoli	브로콜리
brochure	팜플렛
broil	굽다
broke	파산하다
broken	부서진
brokenheart	NO TRANSLATION
brokenhearted	마음이 상한
broker	브로커
brokerage	중개
bromide	진부한 생각
bronco	야생마
bronze	청동
brooch	브로치
brood	종족
brooding	번식하는
brook	시내
broom	비
broomstick	빗자루
broth	육수
brothel	매음굴
brother	동료
brotherhood	형제간
brotherly	형제
brow	이마
brown	갈색
brownstone	사암
browse	검색
brrr	brrr
bruise	타박상
bruising	타박상
brunch	브런치
brunette	갈색 머리의
brunt	정면의
brush	브러시
brutal	잔인한
brutality	야만성
brute	짐승
brutish	짐승 같은
bubble	거품
bubbling	버블 링
bubbly	샴페인
bubonic	선회성의
buck	책임
buckaroo	벅차
bucket	버킷
buckle	버클
buckled	구부린
bucko	뻐기는 사람
buckshot	사납다
buckwheat	메밀
bud	싹
buddha	불
buddhism	불교
buddhist	불교의
budding	발아
buddy	동료
budge	조금 움직이게 하다
budget	예산
buff	버프
buffalo	물소
buffer	완충기
buffering	완충 작용
buffet	뷔페
buffoon	비열한
bug	곤충
bugaboo	도깨비
bugged	도청 된
bugger	도청 전문가
buggy	버기
bugle	나팔
bugler	나팔수
build	짓다
builder	건축업자
building	건물
buildings	건물
buildup	상승
bulb	구근
bulbous	구근의
bulge	부풀다
bulimic	광대식의
bulk	대부분
bulkhead	칸막이
bulky	부피가 큰
bull	황소
bulldog	불독
bulldozer	불도저
bullet	총알
bulletin	회보
bulletproof	방탄의
bullfighter	투우사
bullfrog	황소 개구리
bullheaded	울퉁불퉁 한
bullhorn	물러나 다
bullion	지금
bullock	황소
bullpen	불펜
bullshit	엉터리
bully	약한 자를 괴롭히는 사람
bulwark	성채
bum	부랑자
bumblebee	땅벌
bummed	부끄러운
bummer	버머
bump	충돌
bumper	범퍼
bumpy	울퉁불퉁 한
bun	NO TRANSLATION
bunch	다발
bundle	묶음
bungalow	방갈로
bungee	번지
bunghole	뱅갈
bunion	버니 온
bunk	침대
bunker	벙커
bunkhouse	벙크 하우스
bunny	토끼
bunt	번트
buoy	부표
buoyancy	부력
buoyant	부력이있는
bur	가시
burden	부담
burdened	부담
burdensome	짐이 많은
bureau	국
bureaucracy	관료
bureaucrat	관료
bureaucratic	관료적 인
burger	햄버거
burglar	강도
burglary	강도질
burial	매장
buried	묻힌
burke	버크
burlap	삼베
burlesque	익살 연극
burly	억센
burn	화상
burned	불 태우다
burner	연소기
burning	타고 있는
burnished	닦은
burnout	태워
burnt	탄
burp	트림
burr	규석
burrito	부리 토
burro	NO TRANSLATION
burrow	굴
bursary	장례식
burst	파열
bury	묻다
bus	버스
busboy	사기꾼
bush	부시
bushel	부셸
bushy	덤불 같은
business	사업
business man	NO TRANSLATION
businessman	실업가
businesswoman	비즈니스 우먼
busload	버스로드
buss	키스
bust	흉상
busted	체포 된
buster	버스터
bustle	붐비다
bustling	분주 한
busy	바쁜
busybody	참견 잘하는 사람
butane	부탄
butcher	푸주한
butler	집사
butt	대상
butter	버터
buttercup	미나리 아재비
butterfly	나비
buttermilk	버터 밀크
butterscotch	버터 스카치
buttery	버터 같은
buttock	엉덩이
buttocks	엉덩이
button	단추
buttress	부벽
buxom	얼간이
buy	사다
buyer	사는 사람
buying	구매
buzz	버저 소리
buzzard	말다툼하다
buzzed	윙윙 거리다
buzzer	부저
buzzing	윙윙 거리는 소리
bye	안녕
bygone	지나간
bylaw	조례
byline	바이 라인
bypass	우회로
bystander	방관자
byte	바이트
byzantine	복잡한
cab	택시
cabal	음모
cabana	오두막집
cabaret	카바레
cabbage	양배추
cabbie	택시 기사
cabernet	카베르네
cabin	선실
cabinet	내각
cable	케이블
caboodle	꾸란
caboose	승무원
cabriolet	카브리올레
cache	은닉처
cacophony	불협화음
cactus	선인장
cad	치사한 사람
cadaver	시체
caddie	NO TRANSLATION
caddy	캐디
cadence	운율
cadet	차남
cafe	카페
cafeteria	카페테리아
caffeine	카페인
cage	새장
cagey	조심성 있는
cahoots	공동
cairn	케른
cake	케이크
cakewalk	스텝 경기
