Word	zh-CN
bide	NO TRANSLATION
biennial	两年一次
bier	NO TRANSLATION
bifurcation	分枝
big	大
bigamy	重婚
bigday	重要的日子
biggestfear	NO TRANSLATION
biggie	大不了
bighorn	大号角
bigmouth	大嘴巴
bigot	独断论者
bigoted	拘泥
bigotry	偏执
bike	自行车
biker	骑自行车的人
bikini	比基尼泳装
bilateral	双边
bilayer	双层
bile	胆汁
bilge	舱底
bilingual	双语
bill	法案
billboard	广告牌
billet	钢坯
billiard	台球
billiards	台球
billing	计费
billion	十亿
billionaire	亿万富翁
billy	比利
bimbo	宾博
bimonthly	半月刊
bin	箱子
binary	二进制
bind	捆绑
binder	粘合剂
bindery	构
binding	捆绑
bing	兵
binge	狂欢
bingo	答对了
binocular	双眼
binoculars	望远镜
binomial	二项式
bio	生物
biochemical	生化
biochemist	生物化学家
biochemistry	生物化学
biogenesis	生源
biographer	传记
biography	传
biological	生物
biologist	生物学家
biology	生物学
bionic	仿生
biopsy	活检
biosphere	生物圈
bipartite	二部
bipolar	双极
birch	桦木
bird	鸟
birdcage	鸟笼
birdie	小鸟
birdman	鸟人
birth	分娩
birthday	生日
birthing	分娩
birthmark	胎记
birthplace	出生地
birthright	长子继承权
bis	NO TRANSLATION
biscuit	饼干
bisexual	双性恋
bishop	主教
bison	野牛
bisque	浓汤
bistro	小酒馆
bit	位
bitch	婊子
bitchy	淫荡
bite	咬
biter	NO TRANSLATION
bitsy	bitsy的
bitter	苦
bitterly	痛
bitterness	苦味
bittersweet	苦乐参半
bitty	小小的
bitumen	沥青
biweekly	双周
biz	BIZ
bizarre	奇异的
blab	废话
blabbermouth	长舌
black	黑色
black snake	黑蛇
blackberry	黑莓
blackbird	黑鸟
blackboard	黑板
blacken	黩
blackface	黑面
blackjack	二十一点
blacklist	黑名单
blackmail	勒索
blackmailer	敲诈者
blackness	黑
blackout	灯火管制
blacksmith	铁匠
bladder	膀胱
blade	刀
blame	怪
blameless	无可指责
bland	平淡
blank	空白
blanket	毯
blare	呜呜
blase	NO TRANSLATION
blasphemous	亵渎神明
blasphemy	亵渎的话
blast	爆破
blaster	冲击波
blastoff	发射
blatant	明显的
blather	废话
blaze	火焰
blazer	西装外套
blazing	炽烈
bleach	漂白
bleak	苍凉
bleed	流血
bleeder	泄放
bleeding	流血的
bleep	哔
blemish	缺陷
blemished	瑕疵
blend	混合
blender	搅拌机
blending	混纺
bless	保佑
blessed	幸福
blessing	祝福
blessings	祝福
bleu	布鲁
blight	枯萎病
blighted	秕
blimp	飞艇
blind	盲
blinded	失明
blindfold	盲目的
blindfolded	蒙住眼睛
blinding	致盲
blindly	盲目地
blindness	失明
blink	眨
blip	昙花一现
bliss	福
blissful	幸福
blister	起泡
blistering	起泡
blitz	闪电战
blizzard	暴风雪
bloat	膨胀
bloated	胀
blob	BLOB
block	块
blockade	封锁
blockage	阻止
blockbuster	重磅炸弹
blockhead	傻瓜
blog	博客
bloke	小子
blond	金发
blonde	金发
blood	血液
bloodbath	血洗
bloodhound	警犬
bloodless	不流血
bloodline	世系
bloodshed	流血
bloodshot	血丝
bloodstream	血液
bloodthirsty	嗜血
bloody	血腥
bloom	盛开
bloomers	灯笼裤
blooming	怒放
blossom	开花
blot	斑点
blotched	大斑点
blotter	记事簿
blouse	衬衫
blow	打击
blower	送风机
blowfish	河豚
blowing	吹
blowjob	口交
blown	吹
blowout	吹熄
blowtorch	喷灯
blubber	大声哭
bluddy	bluddy
blue	蓝色
blue spruce	蓝色云杉
blueberry	蓝莓
bluebird	知更鸟
bluegrass	兰草
bluejay	蓝松鸦
blueprint	蓝图
blues	蓝调
bluff	虚张声势
bluish	偏蓝
blunder	错误
blunt	钝
blur	模糊
blurred	模糊
blurry	模糊
blurt	脱口而出
blush	脸红
blushing	脸红
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	公猪
board	板
board game	棋盘游戏
boarder	NO TRANSLATION
boarding	登机
boardroom	会议室
boards	板
boardwalk	木栈道
boast	夸
boastful	自夸
boasting	拥有
boat	船
boathouse	船屋
boating	划船
boatload	勿庸置疑
boatman	船工
bobbin	线轴
bobcat	山猫
bobsled	雪橇
bode	预兆
bodega	酒窖
bodice	紧身胸衣
bodily	身体
body	身体
bodyguard	保镖
bog	沼泽
bogey	忌
bogeyman	可怕之处
bogus	虚假
bohemian	波西米亚风格
boil	熬
boiler	锅炉
boilerplate	样板
boiling	沸腾
boisterous	哄然
bold	胆大
boldness	魄力
bollocks	胡说
bolster	加强
bolt	螺栓
bolus	丸
bomb	炸弹
bombard	轰击
bombardier	投弹手
bombardment	轰击
bombed	轰炸
bomber	轰炸机
bombers	轰炸机
bombing	轰炸
bombshell	重磅炸弹
bonanza	富矿带
bonbon	NO TRANSLATION
bond	键
bondage	束缚
bonding	结合
bonds	债券
bondsman	担保人
bone	骨
bonehead	梼
boner	波纳
bones	骨头
bonfire	篝火
bong	奉
bonkers	疯狂的
bonne	NO TRANSLATION
bonnet	帽子
bonny	邦尼
bonsai	盆栽
bonus	奖金
bony	骨的
boo	嘘
boob	布布
booby	痴子
booger	鼻屎
boogeyman	恶巫
boogie	布吉
book	书
bookcase	书柜
bookie	赌本
booking	预订
bookish	书卷气
bookkeeper	会计
bookkeeping	簿记
booklet	小册子
bookmaker	赌博业者
bookmark	书签
books	图书
bookseller	书商
bookshop	书店
bookstore	书店
bookworm	书呆子
boom	繁荣
boomer	婴儿潮一代
boomerang	自食其果
booming	繁荣
boon	福利
boooo	NO TRANSLATION
boost	促进
booster	加速器
boot	靴
booth	亭
bootleg	盗版
bootlegger	私酒
boots	靴子
booty	赃物
booze	豪饮
bop	国际收支平衡表
bopper	bopper
border	边境
bordering	接壤
borderline	边缘
bore	孔
boreal	寒带
bored	无聊
boredom	无聊
borer	螟
boring	无聊
born	天生
boron	硼
borough	镇
borrow	借
borrower	借款人
bosom	怀
boss	老板
bossy	跋扈
boston	波士顿
botanical	植物
botanist	植物学家
botany	植物学
bother	烦
bothering	困扰
bottle	瓶子
bottleneck	瓶颈
bottling	装瓶
bottom	底部
bottomless	万丈
botulism	肉毒中毒
boulder	漂砾
bounce	弹跳
bouncer	保镖
bouncy	有弹性
bound	界
boundary	边界
boundless	漫漫
bounds	界限
bountiful	丰富
bounty	赏金
bouquet	花束
bourbon	波旁酒
bourgeois	资产阶级
bourgeoisie	资产阶级
bourse	股票交易所
bout	回合
boutique	精品
bouttime	NO TRANSLATION
bovine	牛
bow	弓
bowed	鞠躬
bowel	肠
bowels	肠子
bowl	碗
bowler	投球手
bowling	保龄球
bowls	碗
box	框
boxcar	棚车
boxer	拳击手
boxers	拳击手
boxing	拳击
boy	男孩
boycott	抵制
boyfriend	男朋友
boyhood	少年时代
boyish	孩子气
boysenberry	波森
bozo	笨蛋
bra	胸罩
brace	支撑
bracelet	手镯
braces	背带
brachial	肱
bracket	托架
brackets	括号
brackish	有盐味的
brad	布拉德
brag	吹牛
braid	编织
brain	脑
brainless	嚚
brains	大脑
brainstorm	头脑风暴
brainwash	洗脑
brainy	聪明
brake	制动
bran	麸
branch	科
branching	分枝
brand	牌
brandy	白兰地
brash	性急的
brass	黄铜
brass knuckle	黄铜转向节
brassiere	乳罩
brat	小子
bratwurst	香肠
bravado	虚张声势
brave	勇敢
bravery	胆
brawl	争吵
brawn	膂力
brazen	厚颜无耻
breach	突破口
bread	面包
breadth	宽度
break	打破
breakable	易碎的
breakaway	摆脱
breakdown	分解
breaker	断路器
breakers	断路器
breakfast	早餐
breaking and entering	破门而入
breakingnews	爆炸新闻
breakneck	惊人
breakthrough	突破
breakup	分手
breast	乳房
breath	呼吸
breathe	呼吸
breather	喘息
breathless	咋舌
breathtaking	惊险
breech	臀部
breeches	马裤
breed	品种
breeder	饲养员
breeding	配种
breeze	微风
breezy	活泼的
brethren	弟兄
breve	NO TRANSLATION
brevity	简短
brew	酿造
brewery	酿酒厂
brewing	酿造
briar	荆棘
bribe	贿赂
bribery	受贿
brick	砖
bridal	新娘
bride	新娘
bridegroom	新郎
bridesmaid	伴娘
bridge	桥
bridle	辔
brief	简要
briefcase	公文包
briefing	简报
briefly	简要地
brig	禁闭室
brigade	旅
bright	亮
brighten	变亮
brightens	提亮
brighter	光明
brightness	亮度
brilliance	辉
brilliant	辉煌
brim	边
brimming	充满
brimstone	硫磺
brine	盐水
bring	带来
brink	边缘
brisk	轻快
brisket	胸部
bristle	鬃
brittle	脆
bro	BRO
broach	拉刀
broad	广阔
broadcast	广播
broadcasting	广播
broaden	扩大
broadside	宽边
broadsword	大刀
brocade	锦缎
broccoli	西兰花
brochure	小册
broil	烤
broke	打破
broken	破碎
brokenheart	NO TRANSLATION
brokenhearted	心碎了
broker	经纪人
brokerage	佣金
bromide	溴
bronco	野马
bronze	青铜
brooch	胸针
brood	窝
brooding	忧郁
brook	溪
broom	扫帚
broomstick	扫帚
broth	肉汤
brothel	妓院
brother	哥哥
brotherhood	手足情谊
brotherly	兄弟的
brow	眉头
brown	棕色
brownstone	赤褐色砂石
browse	浏览
brrr	BRRR
bruise	挫伤
bruising	瘀血
brunch	早午餐
brunette	黑发
brunt	首当其冲
brush	刷
brutal	野蛮
brutality	残酷
brute	畜生
brutish	野蛮
bubble	泡沫
bubbling	冒泡
bubbly	香槟酒
bubonic	腹股沟腺炎的
buck	降压
buckaroo	牧童
bucket	桶
buckle	扣
buckled	沉着应战
bucko	bucko
buckshot	巴克肖特
buckwheat	荞
bud	芽
buddha	佛
buddhism	佛教
buddhist	佛教徒
budding	芽接
buddy	伙伴
budge	让步
budget	预算
buff	浅黄色
buffalo	水牛
buffer	缓冲
buffering	缓冲
buffet	自助餐
buffoon	丑角
bug	窃听器
bugaboo	吓人的东西
bugged	窃听
bugger	开溜
buggy	越野车
bugle	号角
bugler	司号员
build	建立
builder	建设者
building	建造
buildings	房屋
buildup	建立
bulb	灯泡
bulbous	球根
bulge	凸
bulimic	贪食症
bulk	块
bulkhead	舱壁
bulky	笨重
bull	公牛
bulldog	牛头犬
bulldozer	推土机
bullet	子弹
bulletin	公告
bulletproof	防弹
bullfighter	斗牛士
bullfrog	牛蛙
bullheaded	公牛当家
bullhorn	牛角
bullion	金条
bullock	犍
bullpen	牛棚
bullshit	废话
bully	欺负
bulwark	堡垒
bum	屁股
bumblebee	熊蜂
bummed	郁闷
bummer	长号
bump	磕碰
bumper	保险杠
bumpy	颠簸
bun	NO TRANSLATION
bunch	束
bundle	束
bungalow	平房
bungee	蹦极
bunghole	瓶口
bunion	姆囊炎
bunk	假寐
bunker	掩体
bunkhouse	工棚
bunny	兔子
bunt	短打
buoy	浮标
buoyancy	浮力
buoyant	轻飘
bur	BUR
burden	负担
burdened	背负
burdensome	繁重
bureau	局
bureaucracy	官僚
bureaucrat	僚
bureaucratic	官僚主义
burger	汉堡包
burglar	窃贼
burglary	窃案
burial	葬礼
buried	隐藏
burke	伯克
burlap	粗麻布
burlesque	滑稽戏
burly	结实
burn	烧伤
burned	烧
burner	刻录机
burning	燃烧
burnished	磨光
burnout	烧完
burnt	焦
burp	饱嗝儿
burr	毛刺
burrito	卷饼
burro	NO TRANSLATION
burrow	地洞
bursary	金库
burst	爆裂
bury	埋葬
bus	总线
busboy	NO TRANSLATION
bush	衬套
bushel	蒲式耳
bushy	浓密的
business	商业
business man	NO TRANSLATION
businessman	商人
businesswoman	NO TRANSLATION
busload	总线负载
buss	巴斯
bust	胸围
busted	破获
buster	克星
bustle	忙碌
bustling	繁华
busy	忙
busybody	好事者
butane	丁烷
butcher	屠夫
butler	男管家
butt	屁股
butter	牛油
buttercup	毛茛
butterfly	蝴蝶
buttermilk	酪
butterscotch	奶油
buttery	黄油状的
buttock	臀部
buttocks	臀部
button	按键
buttress	支持
buxom	丰满
buy	购买
buyer	买方
buying	购买
buzz	蜂鸣器
buzzard	鹫
buzzed	嗡嗡嗡
buzzer	蜂鸣器
buzzing	余音绕梁
bye	再见
bygone	过去的
bylaw	条例
byline	署名
bypass	旁路
bystander	旁观者
byte	字节
byzantine	拜占庭式的
cab	出租车
cabal	阴谋
cabana	小屋
cabaret	歌舞表演
cabbage	卷心菜
cabbie	出租车司机
cabernet	赤霞珠
cabin	舱
cabinet	内阁
cable	电缆
caboodle	堆
caboose	守车
cabriolet	敞篷车
cache	高速缓存
cacophony	杂音
cactus	仙人掌
cad	CAD
cadaver	尸体
caddie	NO TRANSLATION
caddy	球童
cadence	韵律
cadet	学员
cafe	咖啡店
cafeteria	自助餐馆
caffeine	咖啡因
cage	笼
cagey	谨慎小心的
cahoots	同流合污
cairn	凯恩
cake	蛋糕
cakewalk	小菜一碟
calamari	鱿鱼
calamitous	灾难性的
calamity	灾害
calcareous	钙质
calcium	钙
calculate	计算
calculated	计算
calculating	计算
calculation	计算
calculator	计算器
calculus	结石
calendar	日历
calender	NO TRANSLATION
calf	小牛
caliber	口径
calibrate	校准
calico	印花布
calipers	游标卡尺
calisthenics	柔软体操
call	呼叫
callback	回电话
caller	呼叫者
calligraphy	书法
calling	调用
callous	冷酷
calls	电话
calm	冷静
calming	平静
calmness	冷静
caloric	热
calorie	卡路里
calorimeter	量热仪
cam	凸轮
camaraderie	友情
camber	弧形
camcorder	摄录一体机
camel	骆驼
cameo	宝石
camera	相机
cameraman	摄影师
camisole	妇女贴身背心
camouflage	伪装
camouflaged	NO TRANSLATION
camp	营
campaign	运动
campaigner	活动家
campaigning	竞选
camper	露营
campfire	营火
camping	露营
campsite	营地
campus	校园
can	能够
can opener	开罐器
canal	运河
canary	金丝雀
cancel	取消
canceling	取消
cancellation	消除
cancer	癌症
candid	坦率
candidacy	候选人
candidate	候选人
candied	脯
candle	蜡烛
candlelight	烛火
candles	蜡烛
candlestick	檠
candor	直率
candy	糖果
cane	甘蔗
canine	犬
canister	罐
canker	溃疡
cannabis	麻
canned	听装
cannibal	食人族
cannibalism	自相残杀
canning	罐头制造
cannon	大炮
cannonball	炮弹
canoe	独木舟
canon	教规
canonical	典范
canons	大炮
canopy	华盖
cantaloupe	哈密​​瓜
cantbreathe	NO TRANSLATION
canteen	食堂
canterbury	坎特伯雷
canthandleit	NO TRANSLATION
cantilever	悬臂
cantina	酒馆
canto	NO TRANSLATION
canton	广州
cantstandit	cantstandit
cantwin	cantwin
canvas	帆布
canvass	NO TRANSLATION
canyon	峡谷
cap	帽
capability	能力
capable	能
capacity	容量
cape	岬
caper	跳跃
capillary	毛细管
capital	首都
capitalism	资本主义
capitalist	资本家
capitalize	利用
capitals	首都
capitation	人头
capitol	国会大厦
capitulation	投降
cappuccino	热奶咖啡
caprice	任性
capricious	任性
caps	帽子
capslock	大写锁定
capsule	胶囊
captain	队长
caption	标题
captivate	着迷
captivating	迷人
captive	俘虏
captivity	囚禁
captor	捕捉者
capture	捕获
car	汽车
caramel	焦糖
carat	克拉
caravan	大篷车
carbon	碳
carburetor	化油器
carcass	胴体
carcinoma	癌
card	卡
cardboard	纸板
cardiac	心脏的
cardigan	羊毛衣
cardinal	枢机主教
cardiologist	心脏病
cardiology	心脏病
cardiomyopathy	心肌病
cards	牌
care	关心
career	事业
carefree	畅快
careful	小心
carefully	小心
careless	粗心
carelessness	疏忽
caress	抚摸
caret	插入符号
caretaker	管理人
cargo	货物
caribou	驯鹿
caricature	漫画
caries	龋齿
caring	爱心
carjack	汽车千斤顶
carnage	大屠杀
carnal	肉体
carnation	康乃馨
carnival	狂欢
carnivorous	肉食
carol	颂歌
carols	颂歌
carousel	圆盘传送带
carp	鲤鱼
carpal	腕
carpenter	木匠
carpentry	木工
carpet	地毯
carpeting	地毯
carpool	停车场
carriage	运输
carried	携带的
carrier	支架
carrot	胡萝卜
carry	携带
carrying	携带
carsick	晕车
cart	大车
carte	NO TRANSLATION
cartel	卡特尔
carter	卡特
cartilage	软骨
cartographic	制图
cartography	制图
carton	纸板箱
cartoon	动画片
cartouche	NO TRANSLATION
cartridge	盒式磁带
carve	雕刻
carver	雕刻
carving	雕刻
cascade	级联
case	案件
casein	酪蛋白
cash	现金
cashier	出纳员
cashmere	开司米
casing	套管
casino	赌场
cask	木桶
casket	棺材
casserole	沙锅
cassette	暗盒
cast	投
castaway	抛弃
caste	种姓
caster	铸工
castle	城堡
castor	蓖麻
castrate	阉割
castration	阉割
casual	随便
casually	胡乱
casualty	受害者
cat	猫
catabolism	分解代谢
catalog	目录
catalogue	目录
catalysis	催化
catalyst	催化剂
catalytic	催化
catamaran	双体船
catapult	弹射
cataract	白内障
catastrophe	灾难
catastrophic	灾难性的
catatonic	紧张
catch	抓住
catcher	捕手
catching	捕
catchphrase	口号
catchy	上口
catechism	教义问答
categorical	明确的
category	类别
cater	迎合
caterer	餐饮服务商
caterpillar	毛虫
cates	凯茨
catfish	鲶鱼
cathartic	泻药
cathedral	大教堂
catheter	导管
catholic	天主教徒
cathouse	cathouse
catnip	薄荷
cattle	黄牛
catwalk	猫步
caucus	预备会议
caudal	尾
cauldron	釜
cauliflower	菜花
caulk	填缝
causal	因果
causality	因果关系
causation	因果关系
cause	原因
caused	造成
causeway	堤道
caution	警告
cautionary	警示
cautious	谨慎
cautiously	谨慎
cavalier	骑士
cavalry	骑兵
cave	洞穴
caveat	警告
caveman	穴居人
cavern	洞穴
cavernous	海绵状
caviar	鱼子酱
caving	崩落
cavity	空穴
cayenne	辣椒
cease	停止
ceasefire	停火
ceaseless	不断
cedar	雪松
cede	放弃
ceiling	天花板
celebrant	礼
celebrate	庆祝
celebrated	著名
celebrating	庆祝
celebration	庆典
celebrations	庆祝活动
celebratory	庆祝
celebrity	名人
celery	芹菜
celestial	天上
celibacy	独身
celibate	独身
cell	细胞
cellar	地窖
cellblock	电池块
cellist	大提琴家
cellmate	狱友
cello	大提琴
cellophane	玻璃纸
cellular	细胞的
cellulite	橘皮
celluloid	赛璐珞
cement	水泥
cemented	凝成
cemetery	公墓
censor	审查
censorship	审查
censure	谴责
census	人口调查
cent	一分钱
centenary	一百年
centennial	百周年纪念
center	中央
centerfold	插页
centerpiece	核心
centimeter	厘米
centipede	蜈
central	中央
centrality	中心地位
centralization	集权
centralize	集中
centrally	中央
