Word	so
barbaric	barbaric
barbarism	barbarismka
barbecue	barbecue
barbed	sariir
barber	barbaro
barbershop	barbershop
barbie doll	barbie doll
bard	baas
bare	qaawan
bareback	baaskiil
barefoot	barefoot
barely	had iyo jeer
barf	barf
bargain	gorgortan
bargaining	gorgortanka
barge	barge
baritone	baritone
barium	barium
bark	jilif
barkeep	barkeep
barks	xayawaanka
barley	shaciir
barmaid	barmaid
barman	barman
barn	barn
barnacle	barnuud
barney	barney
barnyard	barnarka
barometer	barometer
baron	baron
baroness	baroness
baroque	baroque
barrack	xayiraad
barracuda	barracuda
barrage	barrage
barred	mamnuucay
barrel	foosto
barren	barren
barricade	barikade
barrier	caqabad
barring	joojinta
barrister	qashinka
barroom	barxadda
barrow	barrow
bartender	bartender
barter	isbedelka
base	saldhig
baseball	baseball
baseball bat	baasboor baseball
baseboard	baseboard
baseless	asaas la'aan
baseline	saldhigga
baseman	baseman
basement	dhulka hoose
bases	saldhigyada
bash	bash
bashful	kufilan
basic	asaasiga ah
basics	asaasiga ah
basil	basil
basilica	Basilica
basin	culeyska
basis	saldhig u ah
bask	cadaadiska
basket	dambiil
basketball	kubbadda kolayga
bass	bass
bass guitar	gaas baska
basso	NO TRANSLATION
bassoon	bassoon
bastard	istiraatiiji
bastarding	xayiraad
bastards	nacaybka
bastion	xayiraad
bat	bat
batch	Dufcadii
batching	Dufcadii
bate	NO TRANSLATION
bath	qubeyska
bathe	qubeys
bathhouse	qubeyska
bathing	qubeyska
bathrobe	dharka
bathroom	musqusha
bathtub	musqusha
bathymetry	qubayska
baton	boobka
battalion	battalion
batter	boodh
battered	la garaacay
battering	burburinta
battery	batteriga
battle	dagaal
battled	Dagaal
battlefield	goobta dagaalka
battleground	dagaal
battlements	dagaallanka
battleship	dagaal
batty	baaskiil
bauble	bauble
bawdy	isweydaarsi
bawl	xawliga
bay	Bay
bayonet	waraaqda
bayou	bayou
bazaar	suuqa
bazooka	bazooka
bday	baday
be	noqon
beach	xeebta
beaches	xeebaha
beacon	isugun
bead	kuusha
beading	garaacid
beads	boodh
beady	beady
beagle	beagle
beak	gagaarka
beaker	gaajo
beam	beam
beaming	boodhka
bean	bean
beanbag	beanbag
beanie	beanie
bear	qaado
bearable	la qaadan karo
beard	gadhka
bearded	gadhka
bearer	qaadaha
bearing	qaadista
bearings	isweydaarsiga
bearish	roon
bearskin	bearskin
beast	bahal
beastly	beastly
beat	garaaceen
beaten	garaaceen
beater	beater
beating	garaacid
beatnik	beatnik
beau	beau
beautification	qurxinta
beautiful	qurux badan
beautify	qurxiyo
beauty	qurux
beaver	duufaan
bebop	bebop
beck	waaba
beckon	beckon
become	noqo
bed	sariirta
bedding	sariirta
bedpan	sariirta
bedrock	xargaha
bedroom	qol jiif
bedside	sariirta
bedspread	sariirta sariirta
bedtime	waqtiga hurdada
bee	shinni
beef	hilibka lo'da
beefsteak	beefsteak
beehive	beehive
beep	beep
beeper	beeper
beer	biir ah
bees	bees
beeswax	Beeswax
beetle	duqsiyo
befall	dhacaan
befitting	adoo
befriend	saaxiibtinimo
befuddled	isfuddled
beg	baryid
beggar	gaajo
begging	adigoo tukanaya
begin	bilow
beginner	bilawga
beginning	bilowga
beginnings	bilowga
begrudge	kalsooni
begun	bilaabay
behappy	NO TRANSLATION
behave	u dhaqso
behavior	dabeecad
behavioral	anshaxa
behemoth	dabeecad
behest	dabeecad
behold	bal eega
beholden	eeg
beholder	dabeecad
beige	beige
belated	xusuustay
belay	murugada
belch	xayawaan
belief	aaminsan
believable	rumaysan
believe	rumee
believed	rumaystay
believer	Mu'min
believing	aaminsan
belittle	xejin
belittled	xayiraad
bell	jal
bellboy	boodboy
bellhop	wargeyska
belligerent	xayeysiin
bellman	balman
bellow	foorarsan
bellows	qashinka
belly	calool
bellybutton	bellybutton
bellyful	caloolful
belong	ka tirsan
belongings	alaabta
beloved	gacaliye
belt	suunka
beluga	Beluga
bemused	looxiray
bench	kursiga keydka
bend	leexin
bender	bender
bending	qoorta
beneath	hoose
benedictory	nacayb
benefactor	nasiib wanaag
beneficial	faa'iido leh
beneficiary	ka-faa'iideyste
benefit	faa'iido leh
benevolence	dhiiranaan
benevolent	deeqsinimo
benign	hufan
bent	qalloocan
benzene	benzene
bequeath	Baaskiil
bequest	galbeed
bereaved	bereaved
bereavement	murugo
bereft	bereft
beret	Beret
bergamot	bergamot
berlin	Berlin
berserk	berserk
berth	berth
beryllium	beryllium
beseech	codso
beset	nadiifin
bestdayever	maalinta ugu fiican
bestfeeling	ugu fiican
bestfriends	saaxiibo fiican
bestial	ugu fiican
besties	sheyga
bestow	mudaharaad
bestseller	iibshaha ugu fiican
bet	bet
beta	beta
betray	gacangelinta
betrayal	khiyaamo
betrayed	qiyaamay
betrothed	xannibay
betterment	wanaag
betting	sharraxa
betty	betty
bevel	bevel
beverage	cabitaanka
bevy	bevy
beware	iska ilaali
bewilder	kalsooni
bewildered	la yaabay
bewilderment	kalsooni
bias	dhicin
biased	ka soo horjeeda
bib	bib
bible	bible
biblical	Baybalka
bibliography	bibliyeer
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	Baaskiil
bickering	xagjirnimada
bicolor	xammaan
bicycle	baaskiil
bid	dalbashada
bidder	bidder
bidding	dalbashada
bide	NO TRANSLATION
biennial	bienaal
bier	NO TRANSLATION
bifurcation	xirmooyinka
big	weyn
bigamy	weynaha
bigday	weynaa
biggestfear	NO TRANSLATION
biggie	weyn
bighorn	boogo
bigmouth	gabar
bigot	weyn
bigoted	weynaaday
bigotry	xayeysiin
bike	baaskiil
biker	rookaha
bikini	bikini
bilateral	labada dhinac
bilayer	bilayer
bile	xitaa
bilge	xeelad
bilingual	laba luuqadood
bill	biilka
billboard	biilka
billet	baaskiil
billiard	bilawga
billiards	bilaabo
billing	biilka
billion	bilyan
billionaire	bilyaneer
billy	Billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	ikhtiyaari ah
bind	xira
binder	waraaqaha
bindery	xannibaadda
binding	saaraya
bing	bing
binge	dhuuban
bingo	bingo
binocular	digaagga
binoculars	digaagga
binomial	labiska
bio	bio
biochemical	biochemical
biochemist	biochemist
biochemistry	biochemistry
biogenesis	biogenesis
biographer	khabiir
biography	biography
biological	biological
biologist	biologist
biology	biology
bionic	bionic
biopsy	biopsy
biosphere	biosphere
bipartite	Isbahaysiga
bipolar	laba-cirif
birch	bjørk
bird	shimbir
birdcage	shimbir
birdie	Birdie
birdman	Birdman
birth	dhalashada
birthday	dhalashada
birthing	wax walbo
birthmark	dhalashada
birthplace	goobta dhalashada
birthright	dhalashada
bis	NO TRANSLATION
biscuit	biscuit
bisexual	bisexual
bishop	hoggaamiyaha kiniisaddu
bison	qamiis
bisque	bisque
bistro	bistro
bit	yar
bitch	qashin
bitchy	is-xajin
bite	qaniinyo
biter	NO TRANSLATION
bitsy	xayeysiin
bitter	qadhaadh
bitterly	qadhaadh
bitterness	qadhaadh
bittersweet	bittersweet
bitty	midab
bitumen	bitumen
biweekly	laba toddobaad
biz	annaga
bizarre	qosol
blab	bambo
blabbermouth	blabbermouth
black	madow
black snake	masal madow
blackberry	Blackberry
blackbird	Blackbird
blackboard	sabuurad
blacken	madow
blackface	madow
blackjack	madow
blacklist	liiska madow
blackmail	gardarrada
blackmailer	khayaali
blackness	madow
blackout	madow
blacksmith	madow
bladder	kaadiheysta
blade	boodh
blame	eedayn
blameless	eed la'aan
bland	qulqulka
blank	bannaan
blanket	buste
blare	kufsi
blase	NO TRANSLATION
blasphemous	caytamaya
blasphemy	cayda
blast	qarax
blaster	rasaas
blastoff	Qarax
blatant	caajis
blather	maqan
blaze	dabka
blazer	sheyga
blazing	duufaan
bleach	warankiilo
bleak	gardarrada
bleed	dhiigbaxay
bleeder	kaadida
bleeding	dhiig-bax
bleep	hurdo
blemish	iwm
blemished	aan la fajiciyay
blend	isku dhafan
blender	blender
blending	isku dhafka
bless	barakee
blessed	barakeeyey
blessing	barako
blessings	barakooyinka
bleu	dhiigu
blight	duufaan
blighted	gilgilay
blimp	boodh
blind	indho la'aan
blinded	indho la '
blindfold	indhoolayaasha
blindfolded	indho indhaynaya
blinding	indho la'aan
blindly	indho la'aan
blindness	indho la'aan
blink	guba
blip	dillaac
bliss	farxad
blissful	farxad leh
blister	blister
blistering	xayeysiinta
blitz	blitz
blizzard	barafka
bloat	boodbood
bloated	lakin
blob	blob
block	block
blockade	xannibaadda
blockage	xayiraadda
blockbuster	blockbuster
blockhead	blockhead
blog	blog
bloke	xannibay
blond	blond
blonde	blonde
blood	dhiig
bloodbath	dhiigga
bloodhound	dhiigbaxa
bloodless	dhiig la'aan
bloodline	dhiigga
bloodshed	dhiig ku daatay
bloodshot	dhiig-bax
bloodstream	dhiigga
bloodthirsty	dhiig-kicinta
bloody	dhiigga
bloom	Bloom
bloomers	xayeysiinta
blooming	ubaxu
blossom	ubax
blot	xoqan
blotched	xoqan
blotter	qashinka
blouse	maqaarka
blow	dharbaaxo
blower	foori
blowfish	boodboodka
blowing	ruxaya
blowjob	blowjob
blown	la qarxiyay
blowout	qarxinta
blowtorch	rowska
blubber	blubber
bluddy	bluddy
blue	buluug
blue spruce	geedo buluug ah
blueberry	blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	Bluejay
blueprint	Qorshaha
blues	blues
bluff	bluff
bluish	mugdi
blunder	gardarrada
blunt	xayawaan
blur	blur
blurred	buluugay
blurry	blurry
blurt	hurda
blush	guba
blushing	dillaaca
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boor
board	guddi
board game	kulanka guddiga
boarder	NO TRANSLATION
boarding	raacsan
boardroom	qolka
boards	guddiyada
boardwalk	Boardwalk
boast	ku faanto
boastful	nasiib daro
boasting	faan badan
boat	doonta
boathouse	boatada
boating	Doonista
boatload	badmaax
boatman	Dooni
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	Bode
bodega	bodega
bodice	bodice
bodily	jirka
body	jirka
bodyguard	ilaaliye
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	bogus
bohemian	bohemian
boil	karkari
boiler	kuleylka
boilerplate	boilsplate
boiling	karkarinta
boisterous	qallafsan
bold	geesinimo
boldness	dhiirigelinta
bollocks	xeeldheer
bolster	xoojin
bolt	bolt
bolus	bolus
bomb	bam
bombard	boobka
bombardier	boobka
bombardment	duqeynta
bombed	qarxin
bomber	bomber
bombers	qaraxyada
bombing	qarxinta
bombshell	bomka
bonanza	bonanza
bonbon	NO TRANSLATION
bond	deynta
bondage	addoonsiga
bonding	isku xidhka
bonds	curaarta
bondsman	bondsman
bone	laf
bonehead	lafta madaxa
boner	miisaan
bones	lafo
bonfire	furfire
bong	bong
bonkers	furkers
bonne	NO TRANSLATION
bonnet	furnet
bonny	bonny
bonsai	bonsai
bonus	gunno
bony	lafo
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	buug
bookcase	armaajo buug
bookie	bookie
booking	diyaarsi
bookish	jooji
bookkeeper	dukaanka
bookkeeping	xisaabinta
booklet	buug yar
bookmaker	warshadeeye
bookmark	calaamadeyn
books	buugaag
bookseller	buugaagta
bookshop	buugag yar
bookstore	buug-gacmeedka
bookworm	buug-gacmeedka
boom	boom
boomer	boomer
boomerang	boomerang
booming	booming
boon	boon
boooo	NO TRANSLATION
boost	kor u qaadida
booster	xoojin
boot	boot
booth	booth
bootleg	bootleg
bootlegger	bootlegger
boots	kabaha
booty	booty
booze	booze
bop	bop
bopper	bopper
border	xadka
bordering	xuduudaha
borderline	xuduud
bore	dhashay
boreal	xuduud
bored	caajisey
boredom	murugo
borer	borer
boring	caajis
born	dhashay
boron	boron
borough	degmada
borrow	amaahda
borrower	deynta
bosom	laab
boss	madaxa
bossy	tababaraha
boston	boston
botanical	botanical
botanist	botanist
botany	beeraha
bother	dhibaateyn
bothering	murugo
bottle	dhalada
bottleneck	dharbaaxo
bottling	dhalada
bottom	hoose
bottomless	hoose
botulism	botulism
boulder	roodhi
bounce	ka soo kabtaan
bouncer	nacas
bouncy	bouncy
bound	xiran
boundary	xuduud
boundless	aan xad lahayn
bounds	xuduudaha
bountiful	sharaf badan
bounty	abaalmarin
bouquet	bouquet
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	barkiis
bout	bout
boutique	boutique
bouttime	bouttime
bovine	bovine
bow	qaanso
bowed	u sujuuday
bowel	caloosha
bowels	caloosha
bowl	bowl
bowler	qaansada
bowling	bowling
bowls	bowls
box	sanduuqa
boxcar	sanduuq
boxer	boxer
boxers	sanduuqyada
boxing	feerka
boy	wiil
boycott	qulqulaya
boyfriend	saaxiibka
boyhood	wiilal
boyish	nasiib darro
boysenberry	Boysenberry
bozo	jabo
bra	bra
brace	naqshad
bracelet	jijin
braces	xirmooyinka
brachial	brachial
bracket	garbaha
brackets	garbaha
brackish	jahwareer
brad	brad
brag	niyadjab
braid	xumbo
brain	maskaxda
brainless	maskax ahaan
brains	maskaxda
brainstorm	maskax furan
brainwash	maskaxda
brainy	maskax ahaan
brake	jebinta
bran	bran
branch	laanta
branching	laamaha
brand	calaamad
brandy	sheyga
brash	cadad
brass	naxaas
brass knuckle	dharka biraha
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	geesinimo
bravery	geesinimo
brawl	ujeeda
brawn	brawn
brazen	brazen
breach	jebinta
bread	rooti
breadth	ballaca
break	jebin
breakable	jaban
breakaway	jaban
breakdown	burburka
breaker	jaban
breakers	gooyayaasha
breakfast	quraac
breaking and entering	jabinta iyo soo galitaanka
breakingnews	War degdeg AH
breakneck	jaban
breakthrough	soo kabasho
breakup	burbur
breast	naaska
breath	neef
breathe	neefta
breather	neefta
breathless	neef
breathtaking	neefsashada
breech	jilicsan
breeches	nabaro
breed	beeraha
breeder	dhalatada
breeding	taranta
breeze	canbaar
breezy	breezy
brethren	walaalayaal
breve	NO TRANSLATION
brevity	daraasad
brew	soo dhiga
brewery	brewery
brewing	Diidmada
briar	buur
bribe	laaluush
bribery	laaluush
brick	lebbiska
bridal	aroos
bride	aroos
bridegroom	aroosadda
bridesmaid	naas-nuujin
bridge	buunshaha
bridle	caarada
brief	gaaban
briefcase	miisaaniyad
briefing	Warbixinta
briefly	si kooban
brig	brig
brigade	ciidanka
bright	iftiin
brighten	dhalaalaya
brightens	dhalaalaya
brighter	iftiin
brightness	dhalaalaya
brilliance	niyad jab
brilliant	qurux badan
brim	gaaska
brimming	gaabis ah
brimstone	duufaan
brine	brine
bring	keen
brink	muuqaalka
brisk	buuq
brisket	brisket
bristle	nacas
brittle	jaban
bro	bro
broach	marin
broad	ballaadhan
broadcast	warbaahinta
broadcasting	warbaahinta
broaden	Ballaarin
broadside	ballaadhan
broadsword	ballaadhan
brocade	boorka
broccoli	broccoli
brochure	buug yar
broil	broil
broke	jabiyay
broken	jabay
brokenheart	NO TRANSLATION
brokenhearted	jabiyay
broker	dulqaad
brokerage	dhexdhexaadin
bromide	bromide
bronco	Burco
bronze	naxaas
brooch	buro
brood	cidla ah
brooding	xayawaanka
brook	duufaan
broom	xaaqin
broomstick	sariirta
broth	maraq
brothel	marwo
brother	walaal
brotherhood	walaaltinimo
brotherly	walaal ahaan
brow	naqshad
brown	bunni
brownstone	brownstone
browse	eeg
brrr	brrr
bruise	bur burka
bruising	nabar
brunch	brunch
brunette	gabay
brunt	caan ah
brush	buraashka
brutal	naxdin leh
brutality	gardarrada
brute	naxdin leh
brutish	niyad jab
bubble	xumbo
bubbling	bubbling
bubbly	bubbly
bubonic	bubonic
buck	buck
buckaroo	buckaroo
bucket	baaldi
buckle	gooyo
buckled	gooyay
bucko	bucko
buckshot	buckshot
buckwheat	bakeeriga
bud	buruun
buddha	buddha
buddhism	budhcimka
buddhist	buddhist
budding	gooyo
buddy	saaxiib
budge	budo
budget	miisaaniyadda
buff	buff
buffalo	gafka
buffer	buffer
buffering	dhicin
buffet	barkada
buffoon	buffoon
bug	cilad
bugaboo	bugaboo
bugged	baqdin
bugger	Baaskiil
buggy	baaskiil
bugle	xaalada
bugler	xayeysiin
build	dhiso
builder	dhisaha
building	dhismaha
buildings	dhismayaasha
buildup	dhiso
bulb	guluub
bulbous	bulubo
bulge	aad u weyn
bulimic	bulimik
bulk	badan
bulkhead	badan
bulky	weyn
bull	dibi
bulldog	bulldog
bulldozer	bulldozer
bullet	rasaas
bulletin	barta
bulletproof	qallajiye
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	qashqashaad
bullhorn	bullhorn
bullion	bullion
bullock	duufaan
bullpen	bullpen
bullshit	bullshit
bully	cagajugleyn
bulwark	bulwark
bum	boom
bumblebee	bumblebee
bummed	bummed
bummer	xayawaan
bump	boom
bumper	qoryaha
bumpy	busty
bun	NO TRANSLATION
bunch	farabadan
bundle	xirmo
bungalow	bungalow
bungee	bungee
bunghole	bocoolka
bunion	buniga
bunk	godka
bunker	bunker
bunkhouse	bunkhouse
bunny	bunni
bunt	xayawaan
buoy	buoy
buoyancy	xayiraad
buoyant	duufaan
bur	bur
burden	culus
burdened	culus
burdensome	culus
bureau	xafiiska
bureaucracy	xafiiska
bureaucrat	xafiiska
bureaucratic	bureaucratic
burger	burger
burglar	jabsiga
burglary	tuugada
burial	aaska
buried	lagu aasay
burke	burke
burlap	bur burka
burlesque	burlesque
burly	burly
burn	gubi
burned	gubay
burner	gubane
burning	gubasho
burnished	gubay
burnout	gubasho
burnt	gubay
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bursar
burst	dilaaca
bury	aaso
bus	baska
busboy	basbool
bush	baadiyaha
bushel	duurka
bushy	baaskiil
business	ganacsiga
business man	NO TRANSLATION
businessman	ganacsade
businesswoman	naag ganacsato ah
busload	baska
buss	buss
bust	bust
busted	busted
buster	baaskiil
bustle	bustle
bustling	bustling
busy	mashquul
busybody	dad badan
butane	butane
butcher	tuugada
butler	butler
butt	butt
butter	subagga
buttercup	burcadka
butterfly	kabo
buttermilk	buttermilk
butterscotch	butterscotch
buttery	reysasho
buttock	riix
buttocks	badhida
button	badhanka
buttress	qalcadda
buxom	buxom
buy	iibsato
buyer	iibiyaha
buying	iibsashada
buzz	buzz
buzzard	buzzard
buzzed	qallafsan
buzzer	buqzer
buzzing	ujeeda
bye	gadaal
bygone	gadaal
bylaw	shariif
byline	byline
bypass	boodbood
bystander	bystander
byte	byte
byzantine	byzantine
cab	Taksi
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	kaabajka
cabbie	cabbi
cabernet	qalabka dhismaha
cabin	cabin
cabinet	golaha
cable	cable
caboodle	caboodle
caboose	cabsan
cabriolet	gawaarida
cache	xaansho
cacophony	cacophony
cactus	kakooban
cad	cad
cadaver	cadaw
caddie	NO TRANSLATION
caddy	caddy
cadence	cad cad
cadet	cadet
cafe	cafe
cafeteria	kafateeriya
caffeine	kafeyn
cage	qafis
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	cake
cakewalk	cakewalk
calamari	calamari
calamitous	calamitous
calamity	belaayo
calcareous	Kalooro
calcium	kalsiyum
calculate	xisaabi
calculated	xisaabin
calculating	xisaabinta
calculation	xisaabinta
calculator	xisaabiyaha
calculus	kalkulus
calendar	jadwalka
calender	NO TRANSLATION
calf	kubka
caliber	kalibaar
calibrate	calibrate
calico	calico
calipers	calipers
calisthenics	qalitaanka
call	wac
callback	dib u soo celin
caller	soo wac
calligraphy	qorista farriinta
calling	wacaya
callous	wacan
calls	wicitaanada
calm	degan
calming	xasilinta
calmness	daganaansho
caloric	kalooriga
calorie	kaloori
calorimeter	kaloorimeter
cam	riwaayad
camaraderie	camaraderie
camber	dhagax
camcorder	dhageysiga
camel	geela
cameo	timid
camera	kamarad
cameraman	sawirqaade
camisole	riwaayad
camouflage	xayawaanka
camouflaged	NO TRANSLATION
camp	xerada
campaign	olole
campaigner	olole
campaigning	ololaha
camper	xerada
campfire	xerada
camping	xero
campsite	xerada
campus	xerada
can	awoodaan
can opener	furi karo
canal	kanaalka
canary	kalluunka
cancel	joojiso
canceling	joojinta
cancellation	joojinta
cancer	kansarka
candid	caddayn
candidacy	doorashada
candidate	musharrax
candied	candied ah
candle	shumac
candlelight	shamac
candles	shumacyo
candlestick	shamac
candor	shumac
candy	nacnac
cane	Cuntada
canine	canine
canister	canister
canker	canker
cannabis	cannabis
canned	qasacadaysan
cannibal	cannibal
cannibalism	cannibalism
canning	Caanaha
cannon	cannon
cannonball	cannonball
canoe	Kano
canon	canon
canonical	kanonikada
canons	canons
canopy	daaqada
cantaloupe	Kantaloupe
cantbreathe	NO TRANSLATION
canteen	kanteen
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	qawaaniin
cantina	cantina
canto	NO TRANSLATION
canton	kantoon
cantstandit	NO TRANSLATION
cantwin	Cantwin
canvas	canvas
canvass	NO TRANSLATION
canyon	canyon
cap	cap
capability	awoodda
capable	awood u leh
capacity	awoodda
cape	cape
caper	kumbar
capillary	capillary
capital	caasimada
capitalism	capitalism
capitalist	caasimadda
capitalize	faa'iideysi
capitals	caasimadaha
capitation	xoojinta
capitol	capitol
capitulation	xayeysiinta
cappuccino	cappuccino
caprice	furrice
capricious	furfurious
caps	furaha
capslock	furslock
capsule	Kaabsaydh
captain	kabtanka
caption	qoris
captivate	qadarin
captivating	jacaylka
captive	maxaabiis ahaan
captivity	maxaabiis ahaan
captor	madaxbannaan
capture	qabashada
car	gaariga
caramel	caramel
carat	carat
caravan	caravan
carbon	kaarboonka
carburetor	carburetor
carcass	baqti
carcinoma	Kansarka
card	kaarka
cardboard	kartoonada
cardiac	wadnaha
cardigan	kaarkaaga
cardinal	kiniinnada
cardiologist	dhakhtarka wadnaha
