Word	ar
bam	بام
bamboo	خيزران
ban	NO TRANSLATION
banana	موز
band	فرقة
bandage	ضمادة
bandanna	NO TRANSLATION
bandit	قاطع طريق
bandstand	منصة الفرقة الموسيقية
bandwagon	عربة السيرك
bandwidth	عرض النطاق
bane	هلاك
bang	انفجار
banger	السجق
banish	إبعاد
banished	نفي
banishment	نفي
banister	درابزين
banjo	البانجو
bank	بنك
banker	مصرفي
banking	الخدمات المصرفية
bankroll	لفة أوراق مصرفية
bankrupt	مفلس
bankruptcy	إفلاس
banner	راية
banquet	مأدبة
banshee	الشؤم
banter	مزاح
banzai	NO TRANSLATION
baptism	معمودية
baptismal	معمودية
baptize	عمد
bar	شريط
barb	شوكة
barbarian	بربري
barbaric	بربري
barbarism	الهمجية
barbecue	الشواء
barbed	شائك
barber	حلاق
barbershop	الحلاق
barbie doll	دمية باربي
bard	شاعر
bare	عار
bareback	سرج
barefoot	حافي القدمين
barely	بالكاد
barf	يتقيأ
bargain	صفقة
bargaining	مساومة
barge	البارجة
baritone	جهير
barium	الباريوم
bark	لحاء الشجر
barkeep	جرسون
barks	ينبح
barley	شعير
barmaid	ساقية
barman	ساقي
barn	إسطبل
barnacle	نظارات
barney	بارني
barnyard	الفناء
barometer	مقياس الضغط الجوي
baron	البارون
baroness	بارونة
baroque	باروك
barrack	ثكنة
barracuda	البراكودا
barrage	وابل
barred	ممنوع
barrel	برميل
barren	قاحل
barricade	متراس
barrier	حاجز
barring	منع
barrister	محام في المحاكم العليا
barroom	حانة
barrow	رابية
bartender	عامل البار
barter	مقايضة
base	قاعدة
baseball	البيسبول
baseball bat	مضرب البيسبول
baseboard	لوح القاعدة
baseless	لا أساس له
baseline	خط الأساس
baseman	رجل قاعدة
basement	قبو
bases	قواعد
bash	سحق
bashful	عفيف النفس
basic	الأساسية
basics	مبادئ
basil	ريحان
basilica	كاتدرائية
basin	حوض
basis	أساس
bask	تشمس
basket	سلة
basketball	كرة سلة
bass	صوت عميق
bass guitar	قيثارة ذات صوت جهير
basso	NO TRANSLATION
bassoon	الباسون
bastard	نذل
bastarding	bastarding
bastards	الأوغاد
bastion	معقل
bat	مضرب
batch	دفعة
batching	الخلط
bate	NO TRANSLATION
bath	حمام
bathe	استحم
bathhouse	الحمام
bathing	الاستحمام
bathrobe	رداء الحمام
bathroom	حمام
bathtub	حوض الاستحمام
bathymetry	قياس الأعماق
baton	عصا
battalion	كتيبة
batter	خليط
battered	ضرب
battering	الضرب
battery	البطارية
battle	معركة
battled	اشتبكت
battlefield	ساحة المعركة
battleground	ساحة المعركة
battlements	أسوار ذو فتحات
battleship	سفينة حربية
batty	معتوه
bauble	دمية للأطفال
bawdy	فاجر
bawl	جعجع
bay	خليج
bayonet	حربة
bayou	جدول
bazaar	بازار
bazooka	بازوكا
bday	bday
be	يكون
beach	شاطئ بحر
beaches	الشواطئ
beacon	منارة
bead	خرزة
beading	الديكور
beads	خرز
beady	خرزي
beagle	كلب صيد
beak	منقار
beaker	فنجان
beam	الحزم
beaming	مشع
bean	فاصوليا
beanbag	كيس فاصوليا
beanie	قبعة صغيرة
bear	يتحمل
bearable	محتمل
beard	لحية
bearded	اللحية
bearer	حامل
bearing	تحمل
bearings	رمان
bearish	سبحة
bearskin	جلد الدب
beast	وحش
beastly	بغيض
beat	تغلب
beaten	ضرب
beater	مخفقة البيض
beating	الضرب
beatnik	وجودي
beau	العاشق
beautification	تجميل
beautiful	جميلة
beautify	تجميل
beauty	جمال
beaver	سمور
bebop	البيبوب
beck	غدير
beckon	أغرى
become	يصبح
bed	السرير
bedding	الفراش
bedpan	نونية السرير
bedrock	حجر الأساس
bedroom	غرفة نوم
bedside	جانب السرير
bedspread	غطاء السرير
bedtime	وقت النوم
bee	نحلة
beef	لحم بقري
beefsteak	شريحة لحم البقر
beehive	خلية نحل
beep	زمارة
beeper	جهاز إشعار
beer	بيرة
bees	النحل
beeswax	شمع العسل
beetle	خنفساء
befall	جمل
befitting	يليق
befriend	بدين
befuddled	أربك
beg	إفترض جدلا
beggar	متسول
begging	تسول
begin	ابدأ
beginner	مبتدئ
beginning	البداية
beginnings	البدايات
begrudge	حسد
begun	بدأت
behappy	NO TRANSLATION
behave	تصرف
behavior	سلوك
behavioral	السلوكية
behemoth	شخص ضخم جدا
behest	وصية
behold	لمح
beholden	مدين بالفضل
beholder	ناظر
beige	اللون البيج
belated	متأخر
belay	ثبت
belch	يتجشأ
belief	إيمان
believable	معقول
believe	يصدق
believed	يعتقد
believer	مؤمن
believing	الاعتقاد
belittle	استخف
belittled	قلل
bell	جرس
bellboy	خادم فندق
bellhop	محل للأجراس
belligerent	محارب
bellman	قارع الناقوس
bellow	أدناه
bellows	منفاخ
belly	بطن
bellybutton	سرة البطن
bellyful	مل ء
belong	تنتمي
belongings	متاع
beloved	محبوب
belt	حزام
beluga	الحيتان البيضاء
bemused	مرتبك
bench	مقعد
bend	انحناء
bender	مرح صاخب
bending	تقويس
beneath	تحت
benedictory	ابتهالات
benefactor	فاعل خير
beneficial	مفيد
beneficiary	المستفيد
benefit	فائدة
benevolence	خير
benevolent	خير
benign	حميدة
bent	انحنى
benzene	البنزين
bequeath	منحرف
bequest	وصية
bereaved	ثاكل
bereavement	الثكل
bereft	ثكل
beret	قلنسوة
bergamot	البرغموت
berlin	البرلينية
berserk	هائج
berth	مرسى
beryllium	البيريليوم عنصر فلزي
beseech	التمس
beset	هاجم
bestdayever	أفضل يوم على الإطلاق
bestfeeling	أفضل شعور
bestfriends	أعز اصدقاء
bestial	وحشي
besties	besties
bestow	تكبد
bestseller	الأكثر مبيعًا
bet	رهان
beta	بيتا
betray	أفشى سرا
betrayal	خيانة
betrayed	خيانة
betrothed	مخطوبة
betterment	تحسن
betting	رهان
betty	بيتي
bevel	شطبة
beverage	شراب
bevy	سرب
beware	احترس
bewilder	حير
bewildered	متحير
bewilderment	حيرة
bias	انحياز، نزعة
biased	انحيازا
bib	مريلة
bible	الكتاب المقدس
biblical	توراتي
bibliography	فهرس
bicarbonate	ثاني كربونات
bicentennial	مائتي سنة
biceps	العضلة ذات الرأسين
bicker	تخاصم
bickering	المشاحنات
bicolor	ذو لونين
bicycle	دراجة
bid	المناقصة
bidder	عارض
bidding	مزايدة
bide	NO TRANSLATION
biennial	مرة كل سنتين
bier	NO TRANSLATION
bifurcation	تفريع
big	كبير
bigamy	مضارة
bigday	يوم حافل
biggestfear	NO TRANSLATION
biggie	بيجي
bighorn	قرن كبير
bigmouth	bigmouth
bigot	متعصب
bigoted	متعصب
bigotry	تعصب أعمى
bike	دراجة هوائية
biker	راكب الدراجة النارية
bikini	بيكيني
bilateral	ثنائي
bilayer	طبقة ثنائية
bile	النكد
bilge	ماء آسن
bilingual	ثنائي اللغة
bill	مشروع قانون
billboard	لوحة
billet	البليت
billiard	لعبة البلياردو
billiards	البلياردو
billing	الفواتير
billion	مليار
billionaire	الملياردير
billy	هراوة
bimbo	فتاة غبية
bimonthly	نصف شهري
bin	بن
binary	الثنائية
bind	ربط
binder	غلاف
bindery	معمل التجليد
binding	ربط
bing	بنج
binge	حفلة
bingo	البنغو
binocular	مجهر
binoculars	المناظير
binomial	معادلة ذات حدين
bio	السيرة الذاتية
biochemical	البيوكيميائية
biochemist	الكيميحيوي
biochemistry	الكيمياء الحيوية
biogenesis	نشوء حيوي
biographer	كاتب سيرة
biography	سيرة شخصية
biological	بيولوجي
biologist	أحيائي
biology	مادة الاحياء
bionic	ذو أعضاء آلية
biopsy	خزعة
biosphere	المحيط الحيوي
bipartite	ذو قسمين
bipolar	ثنائي القطب
birch	جلد
bird	طائر
birdcage	قفص العصافير
birdie	طائر صغير
birdman	بيردمان
birth	ولادة
birthday	عيد الميلاد
birthing	الولادة
birthmark	وحمة
birthplace	مسقط الرأس
birthright	حق البكورية
bis	NO TRANSLATION
biscuit	بسكويت
bisexual	ثنائي الجنس
bishop	أسقف
bison	الثور
bisque	حساء دسم
bistro	حانة صغيرة
bit	قليلا
bitch	الكلبة
bitchy	مشاكس
bite	عضة
biter	NO TRANSLATION
bitsy	بيتسي
bitter	مرارة - مر
bitterly	مرير
bitterness	مرارة
bittersweet	حلو ومر
bitty	بيتي
bitumen	قار
biweekly	نصف إسبوعي
biz	بيز
bizarre	غريب
blab	ثرثار
blabbermouth	الثرثار
black	أسود
black snake	افعى سوداء
blackberry	بلاك بيري
blackbird	طائر أسود
blackboard	بلاك بورد
blacken	أسود
blackface	وجه اسود
blackjack	لعبة ورق
blacklist	القائمة السوداء
blackmail	ابتزاز
blackmailer	المبتز
blackness	سواد
blackout	انقطع الكهرباء
blacksmith	حداد
bladder	مثانة
blade	شفرة
blame	لوم
blameless	برئ
bland	ماصخ
blank	فراغ
blanket	بطانية
blare	بوق
blase	NO TRANSLATION
blasphemous	تجديف
blasphemy	تجديف
blast	انفجار
blaster	الناسف
blastoff	نهاية الانفجار
blatant	صارخ
blather	الثرثار
blaze	حريق
blazer	سترة رياضية
blazing	ملتهب
bleach	تبييض
bleak	كئيب
bleed	ينزف
bleeder	النازف
bleeding	نزيف
bleep	بليب
blemish	عيب
blemished	الملطخ
blend	مزيج
blender	الخلاط
blending	مزج
bless	بارك
blessed	مبارك
blessing	بركة
blessings	سلم
bleu	بلو
blight	آفة
blighted	شقاء
blimp	شخص ساذج
blind	بليند
blinded	معمى
blindfold	عصب العينين
blindfolded	معصوب العينين
blinding	تعمية
blindly	على نحو أعمى
blindness	عمى
blink	غمز
blip	صورة على شاشة
bliss	النعيم
blissful	في هناء
blister	نفطة
blistering	لاذعة
blitz	حرب خاطفة
blizzard	عاصفة ثلجية
bloat	سخام
bloated	منتفخ
blob	سائل
block	منع
blockade	حصار
blockage	انسداد
blockbuster	اقبال
blockhead	الأبله
blog	مدونة
bloke	رجل
blond	أشقر
blonde	شقراء
blood	دم
bloodbath	حمام دم
bloodhound	الكلب البوليسي
bloodless	تعوزه الحيوية
bloodline	السلالة
bloodshed	إراقة الدماء
bloodshot	محتقن بالدم
bloodstream	تيار الدم
bloodthirsty	سفاح
bloody	دموي
bloom	إزهار
bloomers	شخص بالغ
blooming	تزهر
blossom	زهر
blot	لطخة
blotched	مبقع
blotter	نشافة
blouse	بلوزة
blow	عاصفة
blower	منفاخ
blowfish	السمكة المنتفخة
blowing	نفخ
blowjob	اللسان
blown	منفوخ
blowout	أنفخ
blowtorch	موقد اللحام
blubber	انتحاب
bluddy	bluddy
blue	أزرق
blue spruce	شجرة التنوب الزرقاء
blueberry	توت بري
bluebird	طائر أزرق
bluegrass	البلو
bluejay	قيق أزرق
blueprint	مخطط
blues	البلوز
bluff	مخادعة
bluish	مزرق
blunder	تخبط
blunt	حاد
blur	شىء ضبابي
blurred	غير واضحة
blurry	ضبابية
blurt	أفشى من غير تفكير
blush	احمر خدود
blushing	إحمرار الوجه خجلا
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	خنزير ذكر
board	مجلس
board game	لعبة اللوحة
boarder	NO TRANSLATION
boarding	الصعود
boardroom	مجلس الإدارة
boards	المجالس
boardwalk	الممر
boast	تباهى
boastful	متبجح
boasting	التفاخر
boat	قارب
boathouse	المرفأ
boating	القوارب
boatload	حمولة السفينة
boatman	المراكبي
bobbin	بكرة
bobcat	قط بري أمريكي
bobsled	مزلقة
bode	بشر
bodega	بودجى
bodice	صد
bodily	جسدي
body	الجسم
bodyguard	حارس
bog	مستنقع
bogey	شبح
bogeyman	البعبع
bogus	زائف
bohemian	بوهيمي
boil	دمل
boiler	سخان مياه
boilerplate	متداول
boiling	غليان
boisterous	عاصف
bold	بالخط العريض
boldness	جرأة
bollocks	bollocks
bolster	دعم
bolt	برغي
bolus	مضغة
bomb	قنبلة
bombard	قصف
bombardier	مدفعي
bombardment	قصف
bombed	قصف
bomber	مفجر
bombers	المفجرين
bombing	قصف
bombshell	قنبلة
bonanza	منجم ثراء
bonbon	NO TRANSLATION
bond	كفالة
bondage	عبودية
bonding	الرابطة
bonds	الربط
bondsman	رجل ملزم بعمل من غير أجر
bone	عظم
bonehead	شخص أحمق
boner	بونر
bones	العظام
bonfire	مشعل
bong	بونغ
bonkers	مجنون
bonne	NO TRANSLATION
bonnet	غطاء محرك السيارة
bonny	وسيم
bonsai	بونساي
bonus	علاوة
bony	عظمي
boo	بو
boob	المعتوه
booby	المغفل
booger	booger
boogeyman	بعبع
boogie	الرقصة
book	كتاب
bookcase	خزانة الكتب
bookie	وكيل المراهنات
booking	الحجز
bookish	كتبي
bookkeeper	محاسب
bookkeeping	إمساك الدفاتر
booklet	كتيب
bookmaker	ناشر
bookmark	المرجعية
books	الكتب
bookseller	بائع كتب
bookshop	مكتبة
bookstore	مكتبة لبيع الكتب
bookworm	المثقف
boom	فقاعة
boomer	العامل
boomerang	الكيد المرتد
booming	ازدهار
boon	نعمة
boooo	NO TRANSLATION
boost	تعزيز
booster	معزز
boot	حذاء
booth	كشك
bootleg	يبيع بطريقة غير شرعية
bootlegger	مهرب
boots	الأحذية
booty	غنيمة
booze	خمر
bop	ميزان المدفوعات
bopper	bopper
border	الحدود
bordering	المتاخمة
borderline	خط الحدود
bore	تجويف
boreal	شمالي
bored	ضجر
boredom	ملل
borer	مثقب
boring	ملل
born	مولود
boron	البورون
borough	البلدة
borrow	اقتراض
borrower	مستعير
bosom	حضن
boss	رئيس
bossy	متسلط
boston	بوسطن
botanical	نباتي
