Word	ky
ballad	касатки
ballast	жыйнады
ballerina	балерина
ballet	балет
ballgame	топ оюну
ballistic	баллистикалык
ballistics	баллистика
balloon	учуучу аба шары
ballot	шайлоо
ballpark	болжолдонгон
ballplayer	бейсболчу
ballpoint	шариктүү
ballroom	Ballroom
ballsy	ballsy
balm	кадыржам
balmy	мелүүн
balsam	тыт
balsamic	balsamic
bam	Бам
bamboo	бамбук
ban	NO TRANSLATION
banana	банан
band	банда
bandage	бинт
bandanna	NO TRANSLATION
bandit	бандит
bandstand	bandstand
bandwagon	Bandwagon
bandwidth	жөндөмдүүлүгү
bane	Бейн
bang	тук
banger	Карт
banish	айдап жиберүү
banished	жашыр
banishment	сүргүнгө
banister	banister
banjo	банджо
bank	банк
banker	банкир аял
banking	банк
bankroll	Bankroll
bankrupt	банкрот
bankruptcy	банкроттук
banner	баннер
banquet	банкет
banshee	бруклина
banter	Таанышкан күн
banzai	NO TRANSLATION
baptism	чөмүлтүлүү
baptismal	Чөмүлтүлө турган адамга берилүүчү
baptize	чокундуруу
bar	бар
barb	тикен
barbarian	варвар аял
barbaric	варвардык
barbarism	айбанчылык
barbecue	Барбекю
barbed	тикенек
barber	чачтарач
barbershop	Аптека
barbie doll	Барби куурчак
bard	Бард
bare	жылаңач
bareback	Bareback
barefoot	жылаңайлак
barely	жөн эле
barf	BARF
bargain	келишим
bargaining	соодалашуу
barge	баржа
baritone	баритон
barium	барий
bark	кабык
barkeep	Кэллоуэй
barks	үрө
barley	буудай
barmaid	сөгүнүп
barman	Бармен
barn	чөп кана
barnacle	barnacle
barney	Барни
barnyard	кырманга
barometer	беришет
baron	барон
baroness	баронесса
baroque	барокко
barrack	Барак
barracuda	Barracuda
barrage	плотиналык
barred	тыюу салынган
barrel	бочка
barren	тукумсуз
barricade	баррикада
barrier	тоскоол
barring	чектөө
barrister	адвокат
barroom	Яндыки
barrow	курган
bartender	бармен аял
barter	алмашып соода жүргүзүү
base	база
baseball	бейсбол
baseball bat	бейсбол жарганат
baseboard	baseboard
baseless	негизсиз
baseline	баштапкы
baseman	Baseman
basement	подвал
bases	негиздери
bash	Баш
bashful	уяң
basic	негизги
basics	негиздери
basil	райхон
basilica	Ст
basin	чылапчын
basis	негиз
bask	жылынуу
basket	корзина
basketball	баскетбол
bass	бас
bass guitar	бас-гитара
basso	NO TRANSLATION
bassoon	контрабасы
bastard	бул жерден
bastarding	bastarding
bastards	Сармерден
bastion	Кандагар
bat	жар канат
batch	партия
batching	РБУ
bate	NO TRANSLATION
bath	ванна
bathe	киринүү
bathhouse	мончо
bathing	жуунуу
bathrobe	суудан кийинки кийген халат
bathroom	ванна бөлмөсү
bathtub	ванна
bathymetry	bathymetry
baton	Батон
battalion	Батталион
batter	Клярдагы
battered	сабаганы
battering	бузгучтарды
battery	батарея
battle	салгылашуу
battled	менен аларга каршы согушту,
battlefield	майдан талаасы
battleground	согуш
battlements	турган дубалдын
battleship	аскердик кеме
batty	Мои
bauble	табылуу
bawdy	Bawdy
bawl	жатты
bay	булуң
bayonet	штык
bayou	Bayou
bazaar	базар
bazooka	базуката
bday	bday
be	болуу
beach	пляж
beaches	пляждар
beacon	сигнал берүүчү от
bead	шарик
beading	кружогу
beads	бусы
beady	митаам
beagle	тайган
beak	тумшук
beaker	.Эгерде
beam	устун
beaming	каректери
bean	буурчак
beanbag	beanbag
beanie	баш кийим
bear	көтөрүү
bearable	дал келген
beard	сакал-мурут
bearded	сакалдуу
bearer	жарагын
bearing	подшипник
bearings	багыт
bearish	лүкүлдөш
bearskin	Уаннаммин
beast	айбан
beastly	айбандык
beat	уруу
beaten	сабалган
beater	ардагым
beating	уруу
beatnik	beatnik
beau	Бо
beautification	көрктөндүрүү
beautiful	сулуу
beautify	жасалгалоого
beauty	сулуулук
beaver	кемчет
bebop	Bebop
beck	Бек
beckon	кароого мажбур
become	болуу
bed	төшөк
bedding	төшөк
bedpan	bedpan
bedrock	тамырлуу
bedroom	уктоочу бөлмө
bedside	койкага
bedspread	кийим
bedtime	уктоо маалы
bee	аары
beef	бука
beefsteak	beefsteak
beehive	бал челек
beep	бип
beeper	эле какшашат
beer	пиво
bees	аарылар
beeswax	бал
beetle	коңуз
befall	кабылат
befitting	-Ооба,
befriend	дос
befuddled	бир коомбуз
beg	сурануу
beggar	жарды аял
begging	сурап
begin	баштоо
beginner	жаңы баштаган аял
beginning	баштап
beginnings	башталышы
begrudge	аябайт
begun	башталды
behappy	NO TRANSLATION
behave	мамиле кылуу
behavior	жүрүш-туруш
behavioral	жүрүш-туруш
behemoth	Бегемот
behest	күнүнкү
behold	мына
beholden	beholden
beholder	Beholder
beige	боело элек жүндөн кездеме
belated	кечиккен
belay	Беле
belch	кусуу
belief	ишенич
believable	чындыкка окшогон
believe	ишенүү
believed	ыйман
believer	ыймандуу
believing	ишенүү
belittle	басынтуу
belittled	басынтуу
bell	коңгуроо
bellboy	кабинет
bellhop	жыйынга келгендердин
belligerent	согушуп жаткан
bellman	Беллмандын
bellow	угулууда
bellows	көөрүк
belly	курсак
bellybutton	ылдыйраак
bellyful	bellyful
belong	таандык
belongings	аспаптар
beloved	сүйүктүү
belt	бел курчоо
beluga	BeLuga
bemused	Катасын
bench	орун
bend	ийилүү
bender	Бендер
bending	ийилүү
beneath	төмөндө
benedictory	benedictory
benefactor	колдоочу аял
beneficial	жагымдуу
beneficiary	бенефиция кармоочу аял
benefit	пайда
benevolence	кут
benevolent	боорукер
benign	пайдалуу
bent	ийилген
benzene	бензин
bequeath	мураска
bequest	мурастын
bereaved	айрылган
bereavement	сүйөр
bereft	колдобойт
beret	тытылды,
bergamot	бергамот
berlin	берлин
berserk	таюу
berth	барууга укуктуу
beryllium	бериллий
beseech	көр
beset	дуушар
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	мыкты достор
bestial	айбандык
besties	besties
bestow	сыйлоо
bestseller	Bestseller
bet	мелдешүү
beta	бета
betray	алдоо
betrayal	чыккынчылык
betrayed	чыккынчылык
betrothed	убадалашып койгон
betterment	жакшыртуудагы
betting	сайуу
betty	бетти
bevel	конус
beverage	ичимдик
bevy	кези
beware	сактануу
bewilder	уялган
bewildered	арбытат
bewilderment	айландыруучу ичимдик
bias	Азимжон
biased	бир жактуу
bib	баланын боркогу
bible	библия
biblical	библиялык
bibliography	Bibliography
bicarbonate	бикарбонат
bicentennial	Bicentennial
biceps	баштуу
bicker	талашуу
bickering	талашышы
bicolor	bicolor
bicycle	велосипед
bid	өтүшүү
bidder	катышуучу
bidding	тендердик
bide	NO TRANSLATION
biennial	жылдык
bier	NO TRANSLATION
bifurcation	Анан айрыга
big	чоң
bigamy	эки эри бардык
bigday	чоң күн
biggestfear	NO TRANSLATION
biggie	маселе эмес
bighorn	Bighorn
bigmouth	Жооп жазуу Жооп
bigot	бан
bigoted	тайкы
bigotry	Динчилдик
bike	байк
biker	байкер
bikini	бикини
bilateral	эки тараптуу
bilayer	эки каттуу
bile	өт
bilge	билге
bilingual	эки тилдүү
bill	мыйзам долбоору
billboard	билборд
billet	на
billiard	бильярд
billiards	бильярд
billing	эсеп-кысап
billion	миллиард
billionaire	миллиардер
billy	Билли
bimbo	алая
bimonthly	нускада
bin	бин
binary	бинардык
bind	байланыштыруу
binder	мукабалагыч
bindery	мукабалаган
binding	милдеттүү
bing	Bing
binge	Ичимдикти
bingo	бинго
binocular	бинокулярдык
binoculars	дүрбү
binomial	биномиалдык
bio	био
biochemical	биохимиялык
biochemist	биохимик
biochemistry	биохимия
biogenesis	Сынак жумалыгы
biographer	өзүнүн өмүр баянын жазган
biography	өмүр баяны
biological	биологиялык
biologist	биолог аял
biology	биология
bionic	бионикалык
biopsy	биопсиясы
biosphere	бекитүү
bipartite	эки тараптуу
bipolar	биополярдык
birch	кайын
bird	чымчык
birdcage	Куш тор
birdie	Берди
birdman	Дагы
birth	туулган
birthday	туулган күн
birthing	Үшүк жүрүшү
birthmark	мең
birthplace	туулган жер
birthright	Жадигер
bis	NO TRANSLATION
biscuit	кургак печенье
bisexual	бисексуал
