Word	ur
backyard	پچھواڑے
bacon	بیکن
bacteria	بیکٹیریا
bacterial	بیکٹیریل
bacterium	بیکٹیریم
bad	برا
badass	برااس
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	بیج
badger	بیج
badhabit	NO TRANSLATION
badly	بری طرح
badness	بدی
baffle	چوری
baffled	چوری
bag	بیگ
bagel	بیگل
baggage	سامان
baggie	بیگجی
baggy	بیگل
bagman	بیگم
bagpipes	بیگپپس
bail	ضمانت
bailiff	ضمانت
bait	چارہ
bake	پکانا
bakery	بیکری
baking	بیکنگ
bal	NO TRANSLATION
balance	بقیہ
balanced	متوازن
balcony	بالکنی
bald	گنجی
balding	بیلنگ
baldy	بیلڈی
bale	گلی
balk	باک
ball	گیند
ballad	بلڈاد
ballast	گلاس
ballerina	بیلرینا
ballet	بیلے
ballgame	گیند کا کھیل
ballistic	بیلسٹک
ballistics	بیلجسٹ
balloon	بیلون
ballot	بیلٹ
ballpark	ballpark
ballplayer	ballplayer
ballpoint	بال پوائنٹ
ballroom	بال روم
ballsy	گیندوں
balm	بام
balmy	بمی
balsam	balsam
balsamic	balsamic
bam	بام
bamboo	بانس
ban	NO TRANSLATION
banana	کیلا
band	بینڈ
bandage	بینڈریج
bandanna	بینڈنا
bandit	بینڈٹ
bandstand	بینڈسٹینڈ
bandwagon	بینڈوگن
bandwidth	بینڈوڈتھ
bane	بینی
bang	دھماکے
banger	بینجر
banish	بنانا
banished	منقطع
banishment	برتن
banister	بانسٹر
banjo	banjo
bank	بینک
banker	بینکر
banking	بینکنگ
bankroll	bankroll
bankrupt	دلال
bankruptcy	دیوالیہ پن
banner	بینر
banquet	ضیافت
banshee	بانسھی
banter	مذاق
banzai	NO TRANSLATION
baptism	بپتسما
baptismal	بپتسما
baptize	بپتسمہ دینے والا
bar	بار
barb	باربی
barbarian	باربی
barbaric	جراثیم
barbarism	بربریت
barbecue	باربیکیو
barbed	رکاوٹ
barber	حجاب
barbershop	نائی کی دکان
barbie doll	باربی گڑیا
bard	رکاوٹ
bare	ننگے
bareback	بریک بیک
barefoot	ننگے پا وں
barely	بمشکل
barf	NO TRANSLATION
bargain	سودا
bargaining	بزنس
barge	باندھ
baritone	بارٹون
barium	بیریم
bark	چکن
barkeep	چھڑی
barks	چھڑی
barley	جلی
barmaid	برمیڈ
barman	بارمان
barn	بنو
barnacle	بونا
barney	برنی
barnyard	برنارڈ
barometer	بیرومیٹر
baron	بارون
baroness	بونس
baroque	بارکوک
barrack	بیرک
barracuda	بارکودا
barrage	بقایا
barred	پابندی
barrel	بیرل
barren	بنجر
barricade	barricade
barrier	رکاوٹ
barring	رکاوٹ
barrister	بارڈر
barroom	بار روم
barrow	بیرو
bartender	بارٹینڈر
barter	بارٹر
base	بنیاد
baseball	بیس بال
baseball bat	بیس بال کا بلا
baseboard	بیس بورڈ
baseless	بے حد
baseline	بیس لائن
baseman	باسمان
basement	تہھانے
bases	اڈوں
bash	بش
bashful	باطل
basic	بنیادی
basics	بنیادی باتیں
basil	تلسی
basilica	بیسیلا
basin	بیسن
basis	بنیاد
bask	ٹوکری
basket	ٹوکری
basketball	باسکٹ بال
bass	باس
bass guitar	باس گٹار
basso	NO TRANSLATION
bassoon	بونس
bastard	حرامزادہ
bastarding	خرابی
bastards	کمانڈر
bastion	تسلسل
bat	چمگادڑ
batch	بیچ
batching	بیچنے والا
bate	NO TRANSLATION
bath	غسل
bathe	غسل
bathhouse	غسل خانہ
bathing	غسل
bathrobe	bathrobe
bathroom	باتھ روم
bathtub	باتھ ٹب
bathymetry	bathymetry
baton	بٹ
battalion	بٹالین
batter	بیٹریاں
battered	بکھرے ہوئے
battering	بیٹرنگ
battery	بیٹری
battle	جنگ
battled	لڑائی
battlefield	جنگلی میدان
battleground	جنگ کا میدان
battlements	جنگجوؤں
battleship	لڑائی
batty	بٹیٹی
bauble	bauble
bawdy	باڈی
bawl	ایمان
bay	بے
bayonet	بنونا
bayou	بییو
bazaar	بازار
bazooka	بازوکا
bday	بڈ
be	ہو
beach	ساحل سمندر
beaches	ساحل سمندر
beacon	بیکن
bead	مالا
beading	بیداری
beads	موتیوں کی مالا
beady	بیڑی
beagle	بگل
beak	بیک
beaker	بیشک
beam	بیم
beaming	بوم
bean	سیم
beanbag	دالوں کی تھیلی
beanie	Beanie
bear	برداشت کریں
bearable	برداشت
beard	داڑھی
bearded	داڑھی
bearer	برداشت
bearing	اثر
bearings	بیرنگ
bearish	برداشت
bearskin	بسرکن
beast	جانور
beastly	بیشک
beat	شکست
beaten	مارا پیٹا گیا
beater	بیٹر
beating	دھواں
beatnik	beatnik
beau	بیہو
beautification	خوبصورتی
beautiful	خوبصورت
beautify	خوبصورت
beauty	خوبصورتی
beaver	بیور
bebop	بی بی پی
beck	بکس
beckon	بولا
become	بن
bed	بستر
bedding	بستر
bedpan	بستر
bedrock	بستر
bedroom	بیڈروم
bedside	پلنگ
bedspread	bedspread
bedtime	سونے کا وقت
bee	مکھی
beef	گوشت
beefsteak	بیف سٹیک
beehive	زندہ رہو
beep	بیپ
beeper	بیپر
beer	بیئر
bees	مکھیوں
beeswax	مکھی
beetle	بیٹل
befall	بنو
befitting	تیار
befriend	دوستی
befuddled	ہوشیار
beg	بھگوان
beggar	beggar
begging	بھگوان
begin	شروع کرو
beginner	شروع
beginning	شروع
beginnings	آغاز
begrudge	برج
begun	شروع
behappy	NO TRANSLATION
behave	سلوک کرنا
behavior	رویے
behavioral	رویے
behemoth	بیتھوت
behest	سلوک کرنا
behold	دیکھو
beholden	دیکھو
beholder	بہادر
beige	بیج
belated	بیلٹ
belay	بیلے
belch	بیلچ
belief	یقین
believable	قابل اعتماد
believe	یقین
believed	یقین ہے
believer	مومن
believing	مومن
belittle	belittle
belittled	ڈھیر
bell	گھنٹی
bellboy	گھنٹی
bellhop	گھنٹی
belligerent	گھنٹی
bellman	بیلیل
bellow	بیلی
bellows	گھنٹی
belly	پیٹ
bellybutton	بیللیبٹن
bellyful	دلکش
belong	تعلق
belongings	سامان
beloved	محبوب
belt	بیلٹ
beluga	بیلگا
bemused	bemused
bench	بینچ
bend	جھکنا
bender	بینڈر
bending	موڑنے والا
beneath	نیچے
benedictory	بینیڈیکوری
benefactor	فائدہ مند
beneficial	فائدہ مند
beneficiary	فائدہ مند
benefit	فائدہ
benevolence	بقایا
benevolent	زبردست
benign	بننا
bent	جھکا
benzene	بینزین
bequeath	بیشک
bequest	فتح
bereaved	برداشت
bereavement	گریز
bereft	برداشت
beret	beret
bergamot	بررمامٹ
berlin	برلن
berserk	نڈر
berth	برتھ
beryllium	بیریلیم
beseech	beseech
beset	beset
bestdayever	سب سے بہترین دن
bestfeeling	بہترین فیلنگ
bestfriends	بہترین دوست
bestial	بہترین
besties	بہترین
bestow	خوش آمدید
bestseller	بہترین بیچنے والے
bet	شرط
beta	بیٹا
betray	دھوکہ / فشنگ
betrayal	دھوکہ
betrayed	دھوکہ دہی
betrothed	دھوکہ / فشنگ
betterment	بہتری
betting	بیٹنگ
betty	بٹی
bevel	بیول
beverage	مشروبات
bevy	بوی
beware	خبردار رہو
bewilder	بیڈرڈر
bewildered	خوفناک
bewilderment	خوف
bias	تعصب
biased	باصلاحیت
bib	بب
bible	بائبل
biblical	بائبل
bibliography	بائبل
bicarbonate	بائروبیٹیٹ
bicentennial	دوپہر
biceps	چوہوں
bicker	bicker
bickering	بکرنے والا
bicolor	بکر
bicycle	سائیکل
bid	بولی
bidder	بولڈر
bidding	بولی
bide	NO TRANSLATION
biennial	باہمی
bier	NO TRANSLATION
bifurcation	بریفنگ
big	بڑا
bigamy	بڑا
bigday	بڑا دن
biggestfear	NO TRANSLATION
biggie	بگجی
bighorn	جھاڑو
bigmouth	بڑا منہ
bigot	بڑا
bigoted	بڑا
bigotry	بدمعاش
bike	موٹر سائیکل
biker	biker
bikini	بکنی
bilateral	باہمی
bilayer	bilayer
bile	ٹائل
bilge	بلج
bilingual	دوکاندار
bill	بل
billboard	بل بورڈ
billet	بلٹ
billiard	بلئرڈ
billiards	بلئرڈس
billing	بلنگ
billion	ارب
billionaire	ارب پتی
billy	billy
bimbo	bimbo
bimonthly	باہمی طور پر
bin	بن
binary	بائنری
bind	پابند
binder	بائنڈر
bindery	باندری
binding	بائنڈنگ
bing	بنگ
binge	binge
bingo	بنگو
binocular	دوربین
binoculars	دوربین
binomial	باہمی
bio	بائیو
biochemical	جیو کیمیکل
biochemist	بائیو کیمسٹ
biochemistry	بایو کیمسٹری
biogenesis	بائیوجنسی
biographer	بائیوگرافر
biography	جیونی
biological	حیاتیاتی
biologist	حیاتیات پسند
biology	حیاتیات
bionic	بایونی
biopsy	بایپسی
biosphere	بایو گراؤنڈ
bipartite	باٹارتائٹ
bipolar	دوئبرو
birch	برچ
bird	پرندہ
birdcage	پرندوں
birdie	birdie
birdman	birdman
birth	پیدائش
birthday	سالگرہ
birthing	birthing
birthmark	پیدائش کا نشان
birthplace	پیدائش کی جگہ
birthright	پیدائش کا حق
bis	NO TRANSLATION
biscuit	بسکٹ
bisexual	ابلیس
bishop	بش
bison	جیل
bisque	بیسک
bistro	بسٹرو
bit	تھوڑا سا
bitch	کتیا
bitchy	bitchy
bite	کاٹنا
biter	NO TRANSLATION
bitsy	بٹھی
bitter	تلخ
bitterly	سختی سے
bitterness	تھوڑا سا
bittersweet	bittersweet
bitty	bitty
bitumen	تھوڑا سا
biweekly	دو ہفتہ وار
biz	بیز
bizarre	عجیب
blab	بلاب
blabbermouth	blabbermouth
black	سیاہ
black snake	سیاہ سانپ
blackberry	بلیک بیری
blackbird	بلیک بیری
blackboard	تختہ سیاہ
blacken	سیاہ
blackface	blackface
blackjack	بلیک جیک
blacklist	بلیک لسٹ
blackmail	بلیک میل
blackmailer	بلیک میلر
blackness	سیاہی
blackout	اندھیرے
blacksmith	لوہا
bladder	مثلا
blade	بلیڈ
blame	الزام
blameless	بے حد
bland	ہلکا پھلکا
blank	خالی
blanket	کمبل
blare	اچانک
blase	NO TRANSLATION
blasphemous	کفر
blasphemy	کفر
blast	دھماکے
blaster	دھماکے
blastoff	پھٹ پڑنا
blatant	ناراض
blather	بلے باز
blaze	بلیز
blazer	blazer
blazing	چل رہا ہے
bleach	بلیچ
bleak	ہلکا پھلکا
bleed	خون بہاؤ
bleeder	بلڈر
bleeding	خون بہاؤ
bleep	بھو
blemish	بیوقوف
blemished	باطل
blend	مرکب
blender	بلینڈر
blending	مرکب
bless	برکت
blessed	مبارک
blessing	برکت
blessings	برکتیں
bleu	بہاؤ
blight	خوفناک
blighted	خوفناک
blimp	جھگڑا
blind	اندھے
blinded	اندھا ہوا
blindfold	اندھیراہٹ
blindfolded	اندھیرا ہوا
blinding	اندھے
blindly	اندھیرے میں
blindness	اندھے
blink	جھٹکا
blip	بلوٹ
bliss	نعمتوں
blissful	خوشگوار
blister	چھالا
blistering	blistering
blitz	بلٹز
blizzard	دھماکے بازی
bloat	بولو
bloated	پھولا ہوا
blob	بلب
block	بلاک
blockade	بلاکس
blockage	رکاوٹ
blockbuster	بلاکس
blockhead	بلاکس
blog	بلاگ
bloke	کھلونا
blond	سنہرے بالوں والی
blonde	سنہرے بالوں والی
blood	خون
bloodbath	خون کا دن
bloodhound	خون کا رنگ
bloodless	خون کے بغیر
bloodline	خون
bloodshed	خون کا خون
bloodshot	خون کا نشانہ
bloodstream	خون
bloodthirsty	خونی
bloody	خونی
bloom	کھلنا
bloomers	بلومر
blooming	کھل رہا ہے
blossom	کھلنا
blot	دھماکے
blotched	blotched
blotter	بلوٹٹر
blouse	بلاؤج
blow	دھچکا
blower	پھول
blowfish	دھواں
blowing	اڑانے
blowjob	دھچکا کام
blown	پھینک دیا
blowout	باہر اڑا
blowtorch	blowtorch
blubber	چمکنا
bluddy	اچانک
blue	نیلے رنگ
blue spruce	نیلے رنگ کے سپروس
blueberry	بلیو بیری
bluebird	نیلے رنگ
bluegrass	bluegrass
bluejay	نیلے جے
blueprint	بلیوپریٹ
blues	بلیوز
bluff	بلاف
bluish	چپچپا
blunder	غلطی
blunt	چپ
blur	دھندلا
blurred	دھندلا ہوا
blurry	دھندلا
blurt	بلٹ
blush	لالچ
blushing	چمکنا
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	بور
board	بورڈ
board game	بورڈ کھیل
boarder	NO TRANSLATION
boarding	بورڈنگ
boardroom	بورڈ روم
boards	بورڈز
boardwalk	بورڈواک
boast	فخر
boastful	بدمعاش
boasting	فخر کرنا
boat	کشتی
boathouse	بوتھہاؤ
boating	بوٹنا
boatload	کشتی
boatman	کشتی
bobbin	بوببن
bobcat	bobcat
bobsled	بابل
bode	باڈی
bodega	بدوگا
bodice	پودے
bodily	جسمانی
body	جسم
bodyguard	گارڈن
bog	بگڑنا
bogey	بھگوان
bogeyman	بوگیمن
bogus	بکس
bohemian	بوہیمان
boil	ابال
boiler	بوائلر
boilerplate	بوائلرپلپل
boiling	ابلتے
boisterous	اجنبی
bold	جرات مندانہ
boldness	دباؤ
bollocks	bollocks
bolster	بولسٹر
bolt	بولٹ
bolus	بولس
bomb	بم
bombard	بمبار
bombardier	بمبار
bombardment	بمبار
bombed	بم دھماکے
bomber	بمبار
bombers	بمبار
bombing	بم دھماکے
bombshell	بمبئی
bonanza	بونانزا
bonbon	NO TRANSLATION
bond	بانڈ
bondage	پابندی
bonding	تعلقات
bonds	بانڈ
bondsman	بانڈمن
bone	ہڈی
bonehead	ہڈی ہیڈر
boner	بونیر
bones	ہڈیوں
bonfire	الیکشن
bong	بونگ
bonkers	بونڈرز
bonne	NO TRANSLATION
bonnet	بونٹ
bonny	بونی
bonsai	بونسائی
bonus	بونس
bony	بونی
boo	بو
boob	بوب
booby	بوبی
booger	بگر
boogeyman	boogeyman
boogie	بوگی
book	کتاب
bookcase	بک مارک
bookie	بکری
booking	بکنگ
bookish	بک مارک
bookkeeper	بک مارک
bookkeeping	بک مارک
booklet	کتابچہ
bookmaker	بک مارک
bookmark	بک مارک
books	کتابیں
bookseller	کتابچے والا
bookshop	بک مارک
bookstore	کتابوں کی دکان
bookworm	بک مارک
boom	بوم
boomer	بوومر
boomerang	بومیرنگ
booming	بڑھتی ہوئی
boon	بون
boooo	NO TRANSLATION
boost	فروغ دینا
booster	بوسٹر
boot	بوٹ
booth	بوٹ
bootleg	bootleg
bootlegger	بوٹجرگر
boots	جوتے
booty	مال
booze	شراب
bop	بیپ
bopper	کھوکھلی
border	سرحد
bordering	پابندی
borderline	سرحد
bore	برے
boreal	بلال
bored	بور
boredom	بور
borer	بینر
boring	بورنگ
born	پیدا ہونا
boron	بورن
borough	برو
borrow	قرض لے لو
borrower	قرض دہندہ
bosom	بوموم
boss	مالک
bossy	مالک
boston	بوسٹن
botanical	بوٹینیکل
botanist	بوٹینسٹ
botany	بوٹنی
bother	پریشان
bothering	پریشان
bottle	بوتل
bottleneck	بدمعاش
bottling	بوتلنگ
bottom	نیچے
bottomless	لامتناہی
botulism	بوٹولزم
boulder	بولی
bounce	اچھال
bouncer	شیخی
bouncy	بونسی
bound	پابند
boundary	حد
boundless	بے حد
bounds	حد
bountiful	فضل
bounty	فضل
bouquet	گلدستگی
bourbon	بوربن
bourgeois	بورجوا
bourgeoisie	بورجوازی
bourse	بار
bout	مککیبازی
boutique	دکان
bouttime	بوٹ ٹائم
bovine	بونا
bow	دخش
bowed	بولا
bowel	کٹورا
bowels	کشتی
bowl	کٹورا
bowler	بولر
bowling	بولنگ
bowls	کٹورا
box	ڈبہ
boxcar	باکسر
boxer	باکسر
boxers	باکسر
boxing	باکسنگ
boy	لڑکا
boycott	لڑکا
boyfriend	پریمی
boyhood	بچپن
boyish	لڑکا
boysenberry	boysenberry
bozo	بوزو
bra	چولی
brace	کڑا
bracelet	کڑا
braces	بہادر
brachial	بہادر
bracket	بریکٹ
brackets	بریکٹ
brackish	بریک
brad	بریڈ
brag	برگ
braid	چوٹی
brain	دماغ
brainless	دماغی
brains	دماغ
brainstorm	دماغی
brainwash	دماغ
brainy	دماغی
brake	وقفے
bran	برانچ
branch	شاخ
branching	برانچنگ
brand	برانڈ
brandy	برینڈی
brash	برش
brass	پیتل
brass knuckle	پیتل بکسوا
brassiere	brassiere
brat	چھوکری
bratwurst	NO TRANSLATION
bravado	براوڈو
brave	بہادر
bravery	بہادری
brawl	جھگڑا
brawn	بہادر
brazen	برین
breach	توڑنا
bread	روٹی
breadth	چوڑائی
break	وقفے
breakable	بریک قابل
breakaway	بھاگنا
breakdown	خرابی
breaker	بریکر
breakers	بریکر
breakfast	ناشتہ
breaking and entering	توڑنا اور گھسنا
breakingnews	تازہ ترین خبر
