Word	mt
baseline	linja bażi
baseman	Baseman
basement	kantina
bases	bażijiet
bash	bash
bashful	biża '
basic	bażiku
basics	bażiċi
basil	ħabaq
basilica	basilika
basin	baċin
basis	bażi
bask	bask
basket	basket
basketball	baskitbol
bass	il-bass
bass guitar	kitarra baxxa
basso	NO TRANSLATION
bassoon	bassoon
bastard	bagħal
bastarding	bastarding
bastards	bniet
bastion	bastion
bat	frfett il-lejl
batch	lott
batching	batching
bate	NO TRANSLATION
bath	banju
bathe	banju
bathhouse	bathhouse
bathing	għawm
bathrobe	banju
bathroom	banju
bathtub	bathtub
bathymetry	bathymetry
baton	Baton
battalion	battaljun
batter	batter
battered	maqtugħ
battering	tbattal
battery	batterija
battle	battalja
battled	battalja
battlefield	battalja
battleground	battalja
battlements	merħliet
battleship	battal
batty	Batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	bajja
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	tkun
beach	bajja
beaches	bajjiet
beacon	fanal
bead	xoffa
beading	Bsaten
beads	żibeġ
beady	beady
beagle	Beagle
beak	munqar
beaker	beaker
beam	raġġ
beaming	beaming
bean	fażola
beanbag	beanbag
beanie	beanie
bear	ibatu
bearable	sopportabbli
beard	beard
bearded	bearded
bearer	bearer
bearing	li jkollu
bearings	berings
bearish	bearish
bearskin	bearskin
beast	kruha
beastly	beastly
beat	taħbit
beaten	imsawta
beater	beater
beating	swat
beatnik	beatnik
beau	beau
beautification	beautification
beautiful	sabiħ
beautify	jsebbħu
beauty	sbuħija
beaver	kastur
bebop	bebop
beck	beck
beckon	beckon
become	saru
bed	sodda
bedding	friex
bedpan	bedpan
bedrock	qiegħ tal-qiegħ
bedroom	kamra tas-sodda
bedside	komodina
bedspread	għata tas-sodod
bedtime	irqad
bee	naħla
beef	ċanga
beefsteak	beefsteak
beehive	beehive
beep	ħoss
beeper	beeper
beer	birra
bees	naħal
beeswax	xema 'tan-naħal
beetle	ħanfusa
befall	taqa '
befitting	approprjat
befriend	ħbieb
befuddled	befuddled
beg	beg
beggar	beggar
begging	tallaba fit-toroq
begin	tibda
beginner	Bidu
beginning	bidu
beginnings	bidu
begrudge	begrudge
begun	bdew
behappy	NO TRANSLATION
behave	iġib ruħu
behavior	imġieba
behavioral	imġiba
behemoth	behemoth
behest	jitolbu
behold	behold
beholden	beholden
beholder	beholder
beige	beige
belated	tard
belay	Belay
belch	Belch
belief	twemmin
believable	kredibbli
believe	jemmnu
believed	maħsub
believer	fidi
believing	jemmen
belittle	belittle
belittled	miċħud
bell	qanpiena
bellboy	bellboy
bellhop	bellhop
belligerent	belġjanti
bellman	bellman
bellow	isfel
bellows	minfaħ
belly	żaqq
bellybutton	żokra
bellyful	bellyful
belong	jappartjenu
belongings	affarijiet
beloved	għeżież
belt	ċinturin
beluga	beluga
bemused	bemused
bench	bank
bend	liwja
bender	Bender
bending	liwi
beneath	taħt
benedictory	benedictory
benefactor	benefattur
beneficial	ta 'benefiċċju
beneficiary	benefiċjarju
benefit	benefiċċju
benevolence	benevolenza
benevolent	benevolenti
benign	beninni
bent	mgħawweġ
benzene	benżin
bequeath	let
bequest	legata
bereaved	imħarrab
bereavement	mewt
bereft	imdejjaq
beret	beret
bergamot	bergamot
berlin	Berlin
berserk	berserk
berth	rmiġġ
beryllium	berillju
beseech	beseech
beset	mdawra
bestdayever	dejjem
bestfeeling	bestfeeling
bestfriends	ħbieb tal-qalb
bestial	bestial
besties	besties
bestow	tikkonferixxi
bestseller	bestseller
bet	bet
beta	beta
betray	betray
betrayal	tradiment
betrayed	tradotti
betrothed	betrothed
betterment	titjib
betting	imħatri
betty	betty
bevel	ċanfrin
beverage	xorb
bevy	bevy
beware	beware
bewilder	bewilder
bewildered	konfuż
bewilderment	sturdut
bias	preġudizzju
biased	preġudikata
bib	bavalor
bible	bibbja
biblical	bibliċi
bibliography	bibljografija
bicarbonate	bikarbonat
bicentennial	Bicentennial
biceps	biceps
bicker	bicker
bickering	bickering
bicolor	bicolor
bicycle	roti
bid	offerta
bidder	offerent
bidding	offerti
bide	NO TRANSLATION
biennial	kull sentejn
bier	NO TRANSLATION
bifurcation	bifurcazzjoni
big	kbir
bigamy	bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	bigoted
bigotry	bigotry
bike	rota
biker	biker
bikini	bikini
bilateral	bilaterali
bilayer	bilayer
bile	bile
bilge	sentina
bilingual	bilingwi
bill	kont
billboard	billboard
billet	billetta
billiard	biljard
billiards	billiards
billing	kontijiet
billion	biljun
billionaire	biljunarju
billy	billy
bimbo	bimbo
bimonthly	bimensili
bin	bin
binary	binarju
bind	torbot
binder	binder
bindery	bindery
binding	jorbot
bing	bing
binge	bla rażan
bingo	Bingo
binocular	binokulari
binoculars	binokli
binomial	binomjali
bio	bio
biochemical	bijokimika
biochemist	bijokimist
biochemistry	bijokimika
biogenesis	bioġenesi
biographer	bijografu
biography	bijografija
biological	bijoloġiċi
biologist	bijologu
biology	bijoloġija
bionic	bionic
biopsy	bijopsija
biosphere	Bijosfera
bipartite	bipartit
bipolar	bipolari
birch	Birch
bird	għasafar
birdcage	ġwienaħ ta 'l-għasafar
birdie	għasafar
birdman	birdman
birth	twelid
birthday	għeluq
birthing	twelid
birthmark	birthmark
birthplace	post fejn twieled
birthright	id-dritt tat-twelid
bis	NO TRANSLATION
biscuit	gallettini
bisexual	bisesswali
bishop	isqof
bison	bison
bisque	bisque
bistro	bistro
bit	daqsxejn
bitch	kelba
bitchy	bitchy
bite	gidma
biter	NO TRANSLATION
bitsy	bitsy
bitter	morr
bitterly	b'dispjaċir
bitterness	imrar
bittersweet	bittersweet
bitty	bitty
bitumen	bitum
biweekly	darbtejn fil-ġimgħa
biz	biz
bizarre	stramba
blab	blab
blabbermouth	blabbermouth
black	iswed
black snake	serp iswed
blackberry	tut
blackbird	Iswed
blackboard	blackboard
blacken	sewda
blackface	iswed
blackjack	Blackjack
blacklist	lista s-sewda
blackmail	rikatt
blackmailer	blackmailer
blackness	blackness
blackout	blackouts
blacksmith	fergħa
bladder	bużżieqa
blade	xafra
blame	tort
blameless	bla difetti
bland	bland
blank	vojt
blanket	kutra
blare	blare
blase	NO TRANSLATION
blasphemous	blasfema
blasphemy	blasfemija
blast	blast
blaster	Blaster
blastoff	blastoff
blatant	sfaċċat
blather	blather
blaze	blaze
blazer	blazer
blazing	tisreġ
bleach	bliċ
bleak	skoraġġanti
bleed	fsada
bleeder	fsada
bleeding	fsada
bleep	bleep
blemish	tbajja
blemished	imtabba '
blend	taħlita
blender	blender
blending	taħlit
bless	bless
blessed	mbierka
blessing	barka
blessings	tberik
bleu	bleu
blight	blight
blighted	blighted
blimp	blimp
blind	għomja
blinded	blinded
blindfold	blindfold
blindfolded	biegħ il-bieb
blinding	blinding
blindly	bl-addoċċ
blindness	għama
blink	blink
blip	blip
bliss	bliss
blissful	blissful
blister	folja
blistering	nfafet
blitz	blitz
blizzard	Blizzard
bloat	bloat
bloated	nefħa
blob	blob
block	blokka
blockade	imblokk
blockage	imblukkar
blockbuster	blockbuster
blockhead	blockhead
blog	blog
bloke	blokk
blond	blond
blonde	Blonde
blood	demm
bloodbath	banju tad-demm
bloodhound	bloodhound
bloodless	mingħajr tbajja '
bloodline	linja tad-demm
bloodshed	tbattal tad-demm
bloodshot	demm
bloodstream	demm
bloodthirsty	bloodthirsty
bloody	imdemmi
bloom	bloom
bloomers	bloomers
blooming	blooming
blossom	fjur
blot	blot
blotched	blotched
blotter	blotter
blouse	blouse
blow	blow
blower	blower
blowfish	blowfish
blowing	blowing
blowjob	blowjob
blown	minfuħa
blowout	Onfoħ
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	blu
blue spruce	spruce blu
blueberry	blueberry
bluebird	Bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	blueprint
blues	blu
bluff	bluff
bluish	blu
blunder	blunder
blunt	ċatt
blur	ċċajpar
blurred	mċajpra
blurry	mċajpra
blurt	blurt
blush	blush
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	ħanżir
board	abbord
board game	logħba tal-bord
boarder	NO TRANSLATION
boarding	imbark
boardroom	board room
boards	bordijiet
boardwalk	boardwalk
boast	niftaħar
boastful	boastful
boasting	boasting
boat	dgħajsa
boathouse	boathouse
boating	Tbaħħir
boatload	boatload
boatman	boatman
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	ġisem
body	korp
bodyguard	gwardja tas-sigurtà
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	foloz
bohemian	Boemja
boil	għalli
boiler	bojler
boilerplate	boilerplate
boiling	togħlija
boisterous	boisterous
bold	bold
boldness	awdaċja
bollocks	bollocks
bolster	jsaħħu
bolt	bolt
bolus	bolus
bomb	bomba
bombard	bombard
bombardier	bombardier
bombardment	bumbardament
bombed	ibbumbardjat
bomber	bomber
bombers	bombi
bombing	bomba
bombshell	bombshell
bonanza	Bonanza
bonbon	NO TRANSLATION
bond	bond
bondage	jasar
bonding	bonding
bonds	bonds
bondsman	bondsman
bone	għadam
bonehead	għadam tal-għadam
boner	boner
bones	għadam
bonfire	ħuġġieġa
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	Bonsai
bonus	bonus
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	ktieb
bookcase	librerija
bookie	bookie
booking	prenotazzjoni
bookish	bookish
bookkeeper	accountant
bookkeeping	żamma tal-kotba
booklet	fuljett
bookmaker	bookmaker
bookmark	bookmark
books	kotba
bookseller	librerija
bookshop	librerija
bookstore	librerija
bookworm	bookworm
boom	boom
boomer	Boomer
boomerang	Boomerang
booming	qawwi
boon	barka
boooo	NO TRANSLATION
boost	spinta
booster	booster
boot	boot
booth	kabina
bootleg	bootleg
bootlegger	bootlegger
boots	stivali
booty	Booty
booze	booze
bop	bop
bopper	bopper
border	fruntiera
bordering	li jmissu mal-fruntiera
borderline	fruntiera
bore	ġarrew
boreal	boreali
bored	bored
boredom	dwejjaq
borer	borer
boring	boring
born	imwieled
boron	boron
borough	borough
borrow	tissellef
borrower	min jissellef
bosom	bosom
boss	boxxla
bossy	boxxla
boston	boston
botanical	botaniku
botanist	botanist
botany	botanija
bother	jolqot
bothering	bothering
bottle	flixkun
bottleneck	ostaklu
bottling	ibbottiljar
bottom	qiegħ
bottomless	mingħajr qiegħ
botulism	botuliżmu
boulder	boulder
bounce	bounce
bouncer	bouncer
bouncy	bouncy
bound	marbuta
boundary	fruntiera
boundless	mingħajr fruntieri
bounds	limiti
bountiful	bountiful
bounty	bounty
bouquet	bukkett
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	bourse
bout	bout
boutique	boutique
bouttime	bouttime
bovine	bovini
bow	pruwa
bowed	bowed
bowel	imsaren
bowels	imsaren
bowl	skutella
bowler	bowler
bowling	bowling
bowls	bwieqi
box	kaxxa
boxcar	boxcar
boxer	boxer
boxers	Boxers
boxing	boxing
boy	tifel
boycott	bojkott
boyfriend	għarus
boyhood	boyhood
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	Bra
brace	ċineg
bracelet	bracelet
braces	ċingi
brachial	Brachial
bracket	parentesi
brackets	parentesi
brackish	salmastru
brad	brad
brag	ftaħar
braid	ferrovija
brain	moħħ
brainless	bla moħħ
brains	imħuħ
brainstorm	brainstorm
brainwash	brainwash
brainy	brainy
brake	brejk
bran	nuħħala
branch	fergħa
branching	fergħat
brand	marka
brandy	brandi
brash	brash
brass	ram
brass knuckle	għonq tar-ram
brassiere	brassiere
brat	Brat
bratwurst	bratwurst
bravado	bravado
brave	kuraġġużi
bravery	qalb
brawl	Brawl
brawn	brawn
brazen	imsajjar
breach	ksur
bread	ħobż
breadth	wisa '
break	waqfa
breakable	jinqasmu
breakaway	breakaway
breakdown	tqassim
breaker	interruttur
breakers	breakers
breakfast	kolazzjon
breaking and entering	tkissir u dħul
breakingnews	breakingnews
breakneck	breakneck
breakthrough	breakthrough
breakup	tifrik
breast	tas-sider
breath	nifs
breathe	nifs
breather	nifs
breathless	bla nifs
breathtaking	isbaħ
breech	breech
breeches	breeches
breed	razza
breeder	min irabbi
breeding	tnissil
breeze	breeze
breezy	breezy
brethren	ħutna
breve	NO TRANSLATION
brevity	brevità
brew	brew
brewery	birrerija
brewing	birra
briar	briar
bribe	tixħima
bribery	tixħim
brick	briks
bridal	bridal
bride	bride
bridegroom	bridegroom
bridesmaid	bridesmaid
bridge	pont
bridle	bridle
brief	fil-qosor
briefcase	bagalja
briefing	briefing
briefly	fil-qosor
brig	brig
brigade	brigata
bright	qawwi
brighten	brighten
brightens	brightens
brighter	aktar isbaħ
brightness	luminożità
brilliance	brilliance
brilliant	brillanti
brim	xifer
brimming	brimming
brimstone	brimstone
brine	salmura
bring	iġibu
brink	xifer
brisk	mgħaġġel
brisket	sidra
bristle	bristle
brittle	fraġli
bro	bro
broach	tinkixef
broad	wiesgħa
broadcast	xandira
broadcasting	xandir
broaden	iwessgħu
broadside	broadside
broadsword	broadsword
brocade	Brocade
broccoli	brokkoli
brochure	fuljett
broil	broil
broke	kissru
broken	imkisser
brokenheart	NO TRANSLATION
brokenhearted	qalbu miksura
broker	sensar
brokerage	senserija
bromide	bromid
bronco	bronco
bronze	bronż
brooch	brazzuletta
brood	brood
brooding	għoqod
brook	brook
broom	xkupa
broomstick	broomstick
broth	brodu
brothel	prostituzzjoni
brother	ħuh
brotherhood	fratellanza
brotherly	fraterni
brow	brow
brown	kannella
brownstone	kannella
browse	jibbrawżjaw
brrr	brrr
bruise	tbenġil
bruising	tbenġil
brunch	brunch
brunette	brunette
brunt	piż
brush	pinzell
brutal	brutali
brutality	brutalità
brute	brute
brutish	brutish
bubble	bużżieqa
bubbling	tbaqbieq
bubbly	bubbly
bubonic	bubonic
buck	Buck
buckaroo	buckaroo
bucket	barmil
buckle	bokkla
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	bud
buddha	Buddha
buddhism	Buddiżmu
buddhist	budista
budding	budding
buddy	buddy
budge	budge
budget	baġit
buff	buff
buffalo	buflu
buffer	buffer
buffering	buffering
buffet	buffet
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	jibnu
builder	bennej
building	bini
buildings	bini
buildup	jibnu
bulb	bozza
bulbous	bulbous
bulge	nefħa
bulimic	bulimiku
bulk	bl-ingrossa
bulkhead	paratija
bulky	goff
bull	barri
bulldog	bulldog
bulldozer	bulldozer
bullet	bullet
bulletin	bullettin
bulletproof	kontra l-balal
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	ingotti
bullock	bullock
bullpen	bullpen
bullshit	bullshit
bully	buli
bulwark	balwark
bum	bum
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	bump
bumper	bamper
bumpy	bumpy
bun	NO TRANSLATION
bunch	mazz
bundle	pakkett
bungalow	bangalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	gallarija
bunker	bunker
bunkhouse	bunkhouse
bunny	fenek
bunt	bunt
buoy	baga
buoyancy	fluss tal-bastiment
buoyant	qawwi
bur	Bur
burden	piż
burdened	mgħobbi
burdensome	ta 'piż
bureau	bureau
bureaucracy	burokrazija
bureaucrat	burokrat
bureaucratic	burokratiku
burger	burger
burglar	serq
burglary	serq
burial	dfin
buried	midfun
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	ħruq
burned	maħruq
burner	burner
burning	ħruq
burnished	ħruq
burnout	burnout
burnt	maħruqa
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	borża ta 'studju
burst	nfaqgħet
bury	midfuna
bus	xarabank
busboy	busboy
bush	bush
bushel	bushel
bushy	bushy
business	negozju
business man	NO TRANSLATION
businessman	negozjant
businesswoman	negozjant
busload	busload
buss	buss
bust	bust
busted	maqtul
buster	buster
bustle	miżgħuda
bustling	bustling
busy	għandi x'nagħmel
busybody	busybody
butane	butan
butcher	biċċier
butler	butler
butt	butt
butter	butir
buttercup	buttercup
butterfly	farfett
buttermilk	xorrox tal-butir
butterscotch	butterscotch
buttery	butir
buttock	buttock
buttocks	il-warrani
button	buttuna
buttress	buttress
buxom	buxom
buy	jixtru
buyer	xerrej
buying	xiri
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	żanżin
bye	bye
bygone	bygone
bylaw	bylaw
byline	byline
bypass	bypass
bystander	passaport
byte	byte
byzantine	bizantina
cab	kabina
cabal	cabal
cabana	kabana
cabaret	cabaret
cabbage	kaboċċa
cabbie	cabbie
cabernet	Cabernet
cabin	kabina
cabinet	kabinett
cable	kejbil
caboodle	Caboodle
caboose	caboose
cabriolet	kabjolat
cache	cache
cacophony	cacophony
cactus	Kaktus
cad	cad
cadaver	kadavri
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	kadetti
cafe	kafetterija
cafeteria	kafetterija
caffeine	kaffeina
cage	gaġġa
cagey	cagey
cahoots	Cahoots
cairn	cairn
cake	kejk
cakewalk	cakewalk
calamari	kalamari
calamitous	kalamitous
calamity	diżgrazzja
calcareous	kalkarji
calcium	kalċju
calculate	ikkalkula
calculated	ikkalkulat
calculating	kalkolu
calculation	kalkolu
calculator	kalkolatur
calculus	kalkulu
calendar	kalendarju
calender	NO TRANSLATION
calf	għoġol
caliber	kalibru
calibrate	ikkalibra
calico	calico
calipers	kumpass
calisthenics	kalistenija
call	sejħa
callback	ċempilli lura
caller	sejjieħ
calligraphy	kaligrafija
calling	sejħa
callous	kalma
calls	sejħiet
calm	kalm
calming	paċifikazzjoni
calmness	kalma
caloric	kaloriji
calorie	kaloriji
calorimeter	kalorimetru
cam	cam
camaraderie	camaraderie
camber	camber
camcorder	kamkorder
camel	ġemel
cameo	cameo
camera	kamera
cameraman	cameraman
camisole	camisole
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	kamp
campaign	kampanja
campaigner	attivist
campaigning	kampanji
camper	camper
campfire	campfire
camping	ikkampjar
campsite	kampeġġ
campus	kampus
can	jista '
can opener	tista 'tiftaħ
canal	kanal
canary	kanarju
cancel	tikkanċella
canceling	kanċellazzjoni
cancellation	kanċellazzjoni
cancer	kanċer
candid	sinċier
candidacy	kandidatura
candidate	kandidat
candied	konfettura
candle	xemgħa
candlelight	dawl tax-xemgħat
candles	xemgħat
candlestick	gandlier
candor	xandir
candy	kandju
cane	tal-kannamieli
canine	klieb
canister	canister
canker	kankru
cannabis	kannabis
canned	fil-laned
cannibal	cannibal
cannibalism	kannibaliżmu
canning	bottiljar
cannon	kanun
cannonball	kanannball
canoe	canoe
canon	kanon
canonical	kanoniku
canons	kanoni
canopy	kanupew
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	canteen
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	kantina
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	Kanvas
canvass	NO TRANSLATION
canyon	canyon
cap	għatu
capability	il-kapaċità
capable	kapaċi
capacity	il-kapaċità
cape	Cape
caper	caper
capillary	kapillari
capital	kapital
capitalism	kapitaliżmu
capitalist	kapitalist
capitalize	tikkapitalizza
capitals	kapitali
capitation	capitation
capitol	Capitol
capitulation	kapitolazzjoni
cappuccino	cappuccino
caprice	caprice
capricious	kapitali
caps	tappijiet
capslock	capslock
capsule	kapsula
captain	kaptan
caption	caption
captivate	captivate
captivating	captivating
captive	captive
captivity	kaptività
captor	capttor
capture	qbid
car	karozza
caramel	karamella
carat	karat
caravan	karavan
carbon	karbonju
carburetor	karburatur
carcass	karkassa
carcinoma	karċinoma
card	karta
cardboard	kartun
