Word	pt
beeswax	cera de abelha
beetle	besouro
befall	acontecer
befitting	adequado
befriend	fazer amizade
befuddled	atordoado
beg	implorar
beggar	mendigo
begging	implorando
begin	início
beginner	principiante
beginning	começando
beginnings	começos
begrudge	invejar
begun	começou
behappy	NO TRANSLATION
behave	comporte-se
behavior	comportamento
behavioral	comportamental
behemoth	gigante
behest	ordem
behold	contemplar
beholden	devoto
beholder	espectador
beige	bege
belated	atrasado
belay	apague
belch	arroto
belief	crença
believable	crível
believe	acreditam
believed	acreditava
believer	crente
believing	acreditando
belittle	depreciar
belittled	desprezado
bell	Sino
bellboy	paquete
bellhop	porteiro
belligerent	beligerante
bellman	pregoeiro público
bellow	abaixo
bellows	fole
belly	barriga
bellybutton	umbigo
bellyful	barriga cheia
belong	pertencer
belongings	pertences
beloved	Amado
belt	cinto
beluga	beluga
bemused	confuso
bench	Banco
bend	dobrar
bender	bender
bending	dobra
beneath	abaixo
benedictory	benedictory
benefactor	benfeitor
beneficial	benéfico
beneficiary	beneficiário
benefit	beneficiar
benevolence	benevolência
benevolent	benevolente
benign	benigno
bent	dobrado
benzene	benzeno
bequeath	legar
bequest	legado
bereaved	desolado
bereavement	luto
bereft	desolado
beret	boina
bergamot	bergamota
berlin	Berlim
berserk	berserk
berth	atracar
beryllium	berílio
beseech	suplicar
beset	assediado
bestdayever	melhor dia de todos
bestfeeling	melhor sentimento
bestfriends	melhores amigos
bestial	bestial
besties	besties
bestow	conceder
bestseller	mais vendidos
bet	aposta
beta	beta
betray	trair
betrayal	traição
betrayed	traído
betrothed	prometido
betterment	melhoramento
betting	aposta
betty	betty
bevel	bisel
beverage	bebida
bevy	bando
beware	cuidado
bewilder	desconcertar
bewildered	desnorteado
bewilderment	perplexidade
bias	viés
biased	tendencioso
bib	babador
bible	Bíblia
biblical	bíblico
bibliography	bibliografia
bicarbonate	bicarbonato
bicentennial	bicentenário
biceps	bíceps
bicker	bicker
bickering	brigas
bicolor	bicolor
bicycle	bicicleta
bid	lance
bidder	licitante
bidding	licitação
bide	NO TRANSLATION
biennial	bienal
bier	NO TRANSLATION
bifurcation	bifurcação
big	grande
bigamy	bigamia
bigday	Grande dia
biggestfear	NO TRANSLATION
biggie	Biggie
bighorn	veado
bigmouth	boca grande
bigot	intolerante
bigoted	intolerante
bigotry	intolerância
bike	bicicleta
biker	motociclista
bikini	bikini
bilateral	bilateral
bilayer	bicamada
bile	bile
bilge	esgoto
bilingual	bilingue
bill	conta
billboard	outdoor
billet	tarugo
billiard	de bilhar
billiards	bilhar
billing	faturamento
billion	bilhão
billionaire	bilionário
billy	Billy
bimbo	bimbo
bimonthly	bimestral
bin	bin
binary	binário
bind	ligar
binder	encadernador
bindery	bindery
binding	obrigatório
bing	bing
binge	compulsão
bingo	Bingo
binocular	binocular
binoculars	binóculos
binomial	binômio
bio	bio
biochemical	bioquímico
biochemist	bioquímico
biochemistry	bioquímica
biogenesis	biogênese
biographer	biógrafo
biography	biografia
biological	biológico
biologist	biólogo
biology	biologia
bionic	biônico
biopsy	biópsia
biosphere	biosfera
bipartite	bipartido
bipolar	bipolar
birch	bétula
bird	pássaro
birdcage	gaiola
birdie	passarinho
birdman	homem Pássaro
birth	nascimento
birthday	aniversário
birthing	nascimento
birthmark	marca de nascença
birthplace	berço
birthright	direito de nascença
bis	NO TRANSLATION
biscuit	bolacha
bisexual	bissexual
bishop	bispo
bison	bisonte
bisque	bisque
bistro	bistro
bit	pouco
bitch	cadela
bitchy	mal-intencionado
bite	mordida
biter	NO TRANSLATION
bitsy	bocado
bitter	amargo
bitterly	amargamente
bitterness	amargura
bittersweet	agridoce
bitty	bitty
bitumen	betume
biweekly	quinzenal
biz	biz
bizarre	bizarro
blab	blab
blabbermouth	tagarela
black	Preto
black snake	cobra Negra
blackberry	Amora
blackbird	Passaro preto
blackboard	quadro-negro
blacken	enegrecer
blackface	cara preta
blackjack	blackjack
blacklist	lista negra
blackmail	chantagem
blackmailer	chantagista
blackness	negritude
blackout	queda de energia
blacksmith	ferreiro
bladder	bexiga
blade	lâmina
blame	culpa
blameless	sem culpa
bland	brando
blank	em branco
blanket	cobertor
blare	blare
blase	NO TRANSLATION
blasphemous	blasfemo
blasphemy	blasfêmia
blast	explosão
blaster	blaster
blastoff	decolar
blatant	flagrante
blather	tagarelice
blaze	chama
blazer	blazer
blazing	resplandecente
bleach	alvejante
bleak	sombrio
bleed	sangrar
bleeder	sangrador
bleeding	sangramento
bleep	bipar
blemish	defeito
blemished	desonroso
blend	mistura
blender	liquidificador
blending	Misturando
bless	abençoe
blessed	abençoado
blessing	bênção
blessings	bênçãos
bleu	bleu
blight	ferrugem
blighted	arruinado
blimp	dirigível
blind	cego
blinded	cego
blindfold	de olhos vendados
blindfolded	de olhos vendados
blinding	cegando
blindly	cegamente
blindness	cegueira
blink	piscar
blip	pontinho
bliss	felicidade
blissful	feliz
blister	blister
blistering	empolamento
blitz	blitz
blizzard	nevasca
bloat	inchar
bloated	inchado
blob	blob
block	quadra
blockade	bloqueio
blockage	bloqueio
blockbuster	blockbuster
blockhead	cabeça de bloco
blog	blog
bloke	cara
blond	loiro
blonde	Loiras
blood	sangue
bloodbath	banho de sangue
bloodhound	cão de caça
bloodless	sem sangue
bloodline	linhagem
bloodshed	derramamento de sangue
bloodshot	injetado
bloodstream	corrente sanguínea
bloodthirsty	sanguinário
bloody	sangrento
bloom	flor
bloomers	bloomers
blooming	floração
blossom	Flor
blot	borrão
blotched	blotched
blotter	blotter
blouse	blusa
blow	golpe
blower	ventilador
blowfish	baiacu
blowing	sopro
blowjob	boquete
blown	soprado
blowout	soprar
blowtorch	maçarico
blubber	gordura
bluddy	bluddy
blue	azul
blue spruce	abeto azul
blueberry	mirtilo
bluebird	pássaro azul
bluegrass	bluegrass
bluejay	Bluejay
blueprint	planta
blues	blues
bluff	blefe
bluish	azulado
blunder	erro
blunt	contundente
blur	borrão
blurred	borrado
blurry	embaçada
blurt	deixar escapar
blush	corar
blushing	rubor
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	javali
board	borda
board game	jogo de tabuleiro
boarder	NO TRANSLATION
boarding	embarque
boardroom	sala de reuniões
boards	Pranchas
boardwalk	calçadão
boast	ostentar
boastful	arrogante
boasting	ostentando
boat	barco
boathouse	boathouse
boating	passeios de barco
boatload	boatload
boatman	barqueiro
bobbin	bobina
bobcat	lince
bobsled	bobsled
bode	bode
bodega	bodega
bodice	corpete
bodily	corporalmente
body	corpo
bodyguard	escolta
bog	pântano
bogey	bogey
bogeyman	bicho-papão
bogus	falso
bohemian	boêmio
boil	ferver
boiler	caldeira
boilerplate	boilerplate
boiling	ebulição
boisterous	turbulento
bold	negrito
boldness	ousadia
bollocks	bollocks
bolster	reforçar
bolt	parafuso
bolus	bolus
bomb	bombear
bombard	bombardear
bombardier	bombardeiro
bombardment	bombardeamento
bombed	bombardeado
bomber	bombardeiro
bombers	bombardeiros
bombing	bombardeio
bombshell	granada explosiva
bonanza	bonança
bonbon	NO TRANSLATION
bond	ligação
bondage	escravidão
bonding	colagem
bonds	títulos
bondsman	fiador
bone	osso
bonehead	cabeça de osso
boner	tesão
bones	ossos
bonfire	fogueira
bong	bong
bonkers	maluco
bonne	NO TRANSLATION
bonnet	gorro
bonny	bonny
bonsai	bonsai
bonus	bônus
bony	ossudo
boo	vaia
boob	peitos
booby	booby
booger	booger
boogeyman	Papão
boogie	boogie
book	livro
bookcase	estante
bookie	corretor de apostas
booking	reserva
bookish	estudioso
bookkeeper	guarda-livros
bookkeeping	escrituração contábil
booklet	livreto
bookmaker	casa de apostas
bookmark	marca páginas
books	livros
bookseller	livreiro
bookshop	livraria
bookstore	livraria
bookworm	rato de biblioteca
boom	estrondo
boomer	boomer
boomerang	bumerangue
booming	crescendo
boon	boon
boooo	NO TRANSLATION
boost	impulso
booster	impulsionador
boot	bota
booth	cabine
bootleg	bootleg
bootlegger	bootlegger
boots	chuteiras
booty	saque
booze	bebida alcoólica
bop	bop
bopper	bopper
border	fronteira
bordering	fronteira
borderline	limite
bore	furo
boreal	boreal
bored	entediado
boredom	tédio
borer	broca
boring	chato
born	nascermos
boron	boro
borough	bairro
borrow	pedir emprestado
borrower	mutuário
bosom	seio
boss	patrão
bossy	mandão
boston	boston
botanical	botânico
botanist	botânico
botany	botânica
bother	incomodar
bothering	incomodando
bottle	garrafa
bottleneck	gargalo
bottling	engarrafar
bottom	inferior
bottomless	sem fundo
botulism	botulismo
boulder	pedregulho
bounce	pulo
bouncer	segurança
bouncy	saltitante
bound	limite
boundary	fronteira
boundless	sem limites
bounds	limites
bountiful	abundante
bounty	recompensa
bouquet	ramalhete
bourbon	bourbon
bourgeois	burguês
bourgeoisie	burguesia
bourse	bolsa
bout	ataque
boutique	boutique
bouttime	bouttime
bovine	bovino
bow	arco
bowed	curvou-se
bowel	intestino
bowels	entranhas
bowl	tigela
bowler	jogador de boliche
bowling	boliche
bowls	taças
box	caixa
boxcar	vagão
boxer	boxer
boxers	pugilistas
boxing	boxe
boy	Garoto
boycott	boicote
boyfriend	namorado
boyhood	infância
boyish	menino
boysenberry	boysenberry
bozo	Bozo
bra	sutiã
brace	braçadeira
bracelet	pulseira
braces	suspensórios
brachial	braquial
bracket	suporte
brackets	colchetes
brackish	salgado
brad	brad
brag	vangloriar-se
braid	trança
brain	cérebro
brainless	sem cérebro
brains	cérebros
brainstorm	chuva de ideias
brainwash	lavagem cerebral
brainy	inteligente
brake	freio
bran	Farelo
branch	ramo
branching	ramificação
brand	marca
brandy	conhaque
brash	ousado
brass	latão
brass knuckle	junta de bronze
brassiere	sutiã
brat	Pirralho
bratwurst	bratwurst
bravado	bravata
brave	bravo
bravery	bravura
brawl	briga
brawn	força muscular
brazen	descarado
breach	violação
bread	pão
breadth	largura
break	pausa
breakable	quebrável
breakaway	fugir
breakdown	demolir
breaker	disjuntor
breakers	disjuntores
breakfast	café da manhã
breaking and entering	arrombar e entrar
breakingnews	notícias de Última Hora
breakneck	arriscado
breakthrough	avanço
breakup	rompimento
breast	mama
breath	respiração
breathe	respirar
breather	respiradouro
breathless	sem fôlego
breathtaking	tirar o fôlego
breech	culatra
breeches	calções
breed	procriar
breeder	criador
breeding	reprodução
breeze	brisa
breezy	ventoso
brethren	irmãos
breve	NO TRANSLATION
brevity	brevidade
brew	fermentar
brewery	cervejaria
brewing	fabricação de cerveja
briar	briar
bribe	suborno
bribery	suborno
brick	tijolo
bridal	nupcial
bride	noiva
bridegroom	noivo
bridesmaid	dama de honra
bridge	ponte
bridle	refrear
brief	breve
briefcase	pasta
briefing	instrução
briefly	brevemente
brig	brigue
brigade	brigada
bright	brilhante
brighten	iluminar
brightens	ilumina
brighter	mais brilhante
brightness	brilho
brilliance	brilho
brilliant	brilhante
brim	borda
brimming	transbordando
brimstone	enxofre
brine	salmoura
bring	trazer
brink	beira
brisk	vivo
brisket	peito
bristle	cerda
brittle	frágil
bro	Mano
broach	abordar
broad	amplo
broadcast	transmissão
broadcasting	radiodifusão
broaden	ampliar
broadside	lado amplo
broadsword	espada larga
brocade	brocado
broccoli	brócolis
brochure	folheto
broil	assar
broke	quebrou
broken	partido
brokenheart	NO TRANSLATION
brokenhearted	coração partido
broker	corretor
brokerage	corretagem
bromide	brometo
bronco	bronco
bronze	bronze
brooch	broche
brood	ninhada
brooding	ninhada
brook	Ribeiro
broom	vassoura
broomstick	vassoura
broth	caldo
brothel	bordel
brother	irmão
brotherhood	fraternidade
brotherly	fraternal
brow	testa
brown	Castanho
brownstone	arenito
browse	Squeaky toy
brrr	brrr
bruise	ematoma
bruising	contusões
brunch	brunch
brunette	morena
brunt	peso
brush	escova
brutal	brutal
brutality	brutalidade
brute	bruto
brutish	brutal
bubble	bolha
bubbling	borbulhando
bubbly	borbulhante
bubonic	bubônico
buck	fanfarrão
buckaroo	buckaroo
bucket	balde
buckle	fivela
buckled	afivelado
bucko	fanfarrão
buckshot	chumbo grosso
buckwheat	trigo mourisco
bud	bud
buddha	Buda
buddhism	budismo
buddhist	budista
budding	brotamento
buddy	camarada
budge	mover
budget	despesas
buff	buff
buffalo	búfalo
buffer	amortecedor
buffering	carregando
buffet	bufê
buffoon	palhaço
bug	erro
bugaboo	bicho-papão
bugged	grampeado
bugger	idiota
buggy	buggy
bugle	cornetim
bugler	corneteiro
build	construir
builder	construtor
building	construção
buildings	prédios
buildup	acumular
bulb	bulbo
bulbous	bulboso
bulge	protuberância
bulimic	bulímico
bulk	massa
bulkhead	antepara
bulky	volumoso
bull	touro
bulldog	buldogue
bulldozer	escavadeira
bullet	bala
bulletin	boletim
bulletproof	a prova de balas
bullfighter	toureiro
bullfrog	rã-touro
bullheaded	cabeça-dura
bullhorn	megafone
bullion	lingote
bullock	boi
bullpen	bullpen
bullshit	besteira
bully	valentão
bulwark	baluarte
bum	vagabundo
bumblebee	bumblebee
bummed	bummed
bummer	vadio
bump	colisão
bumper	Parachoque
bumpy	irregular
bun	NO TRANSLATION
bunch	grupo
bundle	agrupar
bungalow	bangalô
bungee	bungee
bunghole	bunghole
bunion	joanete
bunk	beliche
bunker	bunker
bunkhouse	barracão
bunny	Coelho
bunt	bunt
buoy	bóia
buoyancy	flutuabilidade
buoyant	flutuante
bur	burro
burden	fardo
burdened	sobrecarregado
burdensome	oneroso
bureau	escritório
bureaucracy	burocracia
bureaucrat	burocrata
bureaucratic	burocrático
burger	hambúrguer
burglar	assaltante
burglary	roubo
burial	enterro
buried	enterrado
burke	burke
burlap	serapilheira
burlesque	burlesco
burly	corpulento
burn	queimar
burned	queimado
burner	queimador
burning	ardente
burnished	polido
burnout	esgotamento
burnt	queimado
burp	arrotar
burr	rebarba
burrito	burrito
burro	NO TRANSLATION
burrow	toca
bursary	bolsa
burst	estourar
bury	enterrar
bus	ônibus
busboy	ajudante de garçom
bush	arbusto
bushel	alqueire
bushy	espessa
business	o negócio
business man	NO TRANSLATION
businessman	homem de negocios
businesswoman	empresária
busload	barramento
buss	buss
bust	busto
busted	preso
buster	imbecil
bustle	azáfama
bustling	movimentado
busy	ocupado
busybody	intrometido
butane	butano
butcher	açougueiro
butler	mordomo
butt	bunda
butter	manteiga
buttercup	botão de ouro
butterfly	borboleta
buttermilk	Soro de leite coalhado
butterscotch	caramelo
buttery	amanteigado
buttock	nádega
buttocks	nádegas
button	botão
buttress	contraforte
buxom	buxom
buy	Comprar
buyer	comprador
buying	comprando
buzz	zumbido
buzzard	urubu
buzzed	zumbido
buzzer	buzina
buzzing	zumbido
bye	tchau
bygone	passado
bylaw	estatuto
byline	byline
bypass	ignorar
bystander	espectador
byte	byte
byzantine	bizantino
cab	táxi
cabal	cabala
cabana	cabana
cabaret	cabaré
cabbage	repolho
cabbie	taxista
cabernet	cabernet
cabin	cabine
cabinet	gabinete
cable	cabo
caboodle	caboodle
caboose	vagão
cabriolet	cabriolet
cache	esconderijo
cacophony	cacofonia
cactus	cacto
cad	cad
cadaver	cadáver
caddie	NO TRANSLATION
caddy	caddie
cadence	cadência
cadet	cadete
cafe	café
cafeteria	cantina
caffeine	cafeína
cage	cela
cagey	cauteloso
cahoots	cahoots
cairn	cairn
cake	bolo
cakewalk	cakewalk
calamari	lula
calamitous	calamitoso
calamity	calamidade
calcareous	calcário
calcium	cálcio
calculate	calcular
calculated	calculado
calculating	calculando
calculation	Cálculo
calculator	calculadora
calculus	cálculo
calendar	calendário
calender	NO TRANSLATION
calf	bezerro
caliber	calibre
calibrate	calibrar
calico	chita
calipers	pinças
calisthenics	calistenia
call	ligar
callback	ligue de volta
caller	chamador
calligraphy	caligrafia
calling	chamando
callous	insensível
calls	chamadas
calm	calma
calming	calmante
calmness	calma
caloric	calórico
calorie	caloria
calorimeter	calorímetro
cam	cam
camaraderie	camaradagem
camber	curvatura
camcorder	filmadora
camel	camelo
cameo	Camafeu
camera	Câmera
cameraman	cameraman
camisole	camisola
camouflage	camuflar
camouflaged	NO TRANSLATION
camp	acampamento
campaign	campanha
campaigner	ativista
campaigning	campanha
camper	campista
campfire	fogueira
camping	acampamento
campsite	acampamento
campus	campus
can	posso
can opener	abridor de lata
canal	canal
canary	canário
cancel	cancelar
canceling	cancelando
cancellation	cancelamento
cancer	Câncer
candid	sincero
candidacy	candidatura
candidate	candidato
candied	cristalizado
candle	vela
candlelight	luz de velas
candles	velas
candlestick	castiçal
candor	candura
candy	doces
cane	cana
canine	canino
canister	vasilha
canker	corroer
