Word	no
beard	skjegg
bearded	skjeggete
bearer	bærer
bearing	bærende
bearings	lagrene
bearish	bearish
bearskin	bjørneskinn
beast	beist
beastly	dyrisk
beat	slå
beaten	slått
beater	beater
beating	slår
beatnik	beatnik
beau	beau
beautification	beautification
beautiful	vakker
beautify	forskjønne
beauty	skjønnhet
beaver	bever
bebop	bebop
beck	beck
beckon	lokker
become	bli
bed	seng
bedding	bedding
bedpan	bekken
bedrock	berggrunn
bedroom	soverom
bedside	bedside
bedspread	sengeteppe
bedtime	sengetid
bee	Bie
beef	storfekjøtt
beefsteak	biff
beehive	bikube
beep	pip
beeper	pipetonen
beer	øl
bees	bier
beeswax	bivoks
beetle	bille
befall	ramme
befitting	Passer
befriend	bli venn
befuddled	befuddled
beg	tigge
beggar	tigger
begging	ber
begin	begynne
beginner	nybegynner
beginning	begynnelse
beginnings	begynnelse
begrudge	unner
begun	begynt
behappy	NO TRANSLATION
behave	oppfør deg
behavior	oppførsel
behavioral	atferds
behemoth	Behemoth
behest	befaling
behold	se
beholden	beholden
beholder	beholder
beige	beige
belated	forsinket
belay	standplass
belch	oppstøt
belief	tro
believable	troverdig
believe	tro
believed	antatt
believer	troende
believing	tro
belittle	bagatelliserer
belittled	fornedret
bell	klokke
bellboy	bellboy
bellhop	pikkolo
belligerent	Fiendtlig
bellman	bellman
bellow	bellow
bellows	belg
belly	mage
bellybutton	navle
bellyful	bellyful
belong	tilhøre
belongings	eiendeler
beloved	elskede
belt	belte
beluga	beluga
bemused	forundret
bench	benk
bend	bøye
bender	bender
bending	bøying
beneath	under
benedictory	benedictory
benefactor	velgjører
beneficial	gunstig
beneficiary	mottaker
benefit	fordel
benevolence	velvilje
benevolent	velvillig
benign	godartet
bent	bøyd
benzene	benzen
bequeath	testamentere
bequest	arv
bereaved	etterlatte
bereavement	sorg
bereft	berøvet
beret	beret
bergamot	bergamot
berlin	berlin
berserk	Berserk
berth	køye
beryllium	beryllium
beseech	bønnfaller
beset	beset
bestdayever	beste dagen noensinne
bestfeeling	bestfeeling
bestfriends	bestevenner
bestial	bestialsk
besties	besties
bestow	skjenke
bestseller	bestselger
bet	vedde
beta	beta
betray	forråde
betrayal	forræderi
betrayed	forrådt
betrothed	forlovet
betterment	better
betting	å satse
betty	Betty
bevel	koniske
beverage	drikke
bevy	flokk
beware	pass
bewilder	forvirre
bewildered	forvirret
bewilderment	forvirring
bias	partiskhet
biased	forutinntatt
bib	smekke
bible	bibel
biblical	bibelsk
bibliography	bibliografi
bicarbonate	bikarbonat
bicentennial	Bicentennial
biceps	biceps
bicker	krangler
bickering	krangling
bicolor	bicolor
bicycle	sykkel
bid	bud
bidder	budgiver
bidding	budgivning
bide	NO TRANSLATION
biennial	biennalen
bier	NO TRANSLATION
bifurcation	bifurcation
big	stor
bigamy	bigami
bigday	stor dag
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	stort horn
bigmouth	stor munn
bigot	fanatiker
bigoted	hyklersk
bigotry	fordommer
bike	sykkel
biker	biker
bikini	bikini
bilateral	bilateral
bilayer	tolags
bile	galle
bilge	lense
bilingual	tospråklig
bill	regning
billboard	billboard
billet	billet
billiard	billiard
billiards	biljard
billing	fakturering
billion	milliarder
billionaire	milliardær
billy	billy
bimbo	bimbo
bimonthly	annenhver måned
bin	bin
binary	binær
bind	binde
binder	binder
bindery	bindery
binding	bindende
bing	bing
binge	binge
bingo	bingo
binocular	kikkert
binoculars	kikkert
binomial	binomial
bio	bio
biochemical	biokjemiske
biochemist	biokjemiker
biochemistry	biokjemi
biogenesis	biogenesis
biographer	biograf
biography	biografi
biological	biologisk
biologist	biolog
biology	biologi
bionic	bionic
biopsy	biopsi
biosphere	biosfæren
bipartite	bipartite
bipolar	bipolar
birch	bjørk
bird	fugl
birdcage	fuglebur
birdie	birdie
birdman	Birdman
birth	fødsel
birthday	fødselsdag
birthing	birthing
birthmark	føflekk
birthplace	fødested
birthright	fødselsrett
bis	NO TRANSLATION
biscuit	kjeks
bisexual	biseksuell
bishop	biskop
bison	bison
bisque	bisque
bistro	bistro
bit	bit
bitch	tispe
bitchy	bitchy
bite	bite
biter	NO TRANSLATION
bitsy	bitsy
bitter	bitter
bitterly	bittert
bitterness	bitterhet
bittersweet	bittersøt
bitty	bitty
bitumen	bitumen
biweekly	annenhver uke
biz	biz
bizarre	bisarr
blab	sladrer
blabbermouth	blabbermouth
black	svart
black snake	svart slange
blackberry	bjørnebær
blackbird	svarttrost
blackboard	tavle
blacken	sverte
blackface	svart ansikt
blackjack	blackjack
blacklist	svarteliste
blackmail	utpressing
blackmailer	utpresser
blackness	svarthet
blackout	blackout
blacksmith	smed
bladder	blære
blade	blad
blame	skylde på
blameless	ulastelige
bland	kjedelig
blank	blank
blanket	teppe
blare	blare
blase	NO TRANSLATION
blasphemous	blasfemisk
blasphemy	blasfemi
blast	blast
blaster	blaster
blastoff	blastoff
blatant	blatant
blather	blather
blaze	Blaze
blazer	blazer
blazing	Lynrask
bleach	blekemiddel
bleak	bleik
bleed	blø
bleeder	avlednings
bleeding	blør
bleep	bleep
blemish	lyte
blemished	uren
blend	blanding
blender	blender
blending	blending
bless	velsigne
blessed	velsignet
blessing	velsignelse
blessings	velsignelser
bleu	bleu
blight	sykdom på planter
blighted	blighted
blimp	blimp
blind	blind
blinded	blindet
blindfold	bind
blindfolded	bind for øynene
blinding	blinding
blindly	blindt
blindness	blindhet
blink	blinke
blip	blip
bliss	lykksalighet
blissful	lykkelig
blister	blemme
blistering	blemmer
blitz	blits
blizzard	snøstorm
bloat	Oppblåst
bloated	oppsvulmet
blob	blob
block	blokkere
blockade	blokade
blockage	blokkering
blockbuster	blockbuster
blockhead	blockhead
blog	blog
bloke	fyr
blond	blonde
blonde	blond
blood	blod
bloodbath	blodbad
bloodhound	sporhund
bloodless	ublodig
bloodline	blodslinje
bloodshed	blodsutgytelse
bloodshot	blodskutte
bloodstream	blodet
bloodthirsty	blodtørstig
bloody	blodig
bloom	blomst
bloomers	bloomers
blooming	blomstringen
blossom	blomstre
blot	blot
blotched	blotched
blotter	blotter
blouse	bluse
blow	blåse
blower	Blåseren
blowfish	Blowfish
blowing	blåser
blowjob	blowjob
blown	blåst
blowout	blåse ut
blowtorch	blåselampe
blubber	spekk
bluddy	bluddy
blue	blå
blue spruce	blå gran
blueberry	blåbær
bluebird	blå fugl
bluegrass	bluegrass
bluejay	bluejay
blueprint	blåkopi
blues	blues
bluff	bløff
bluish	blåaktig
blunder	bommert
blunt	sløv
blur	uklarhet
blurred	uskarp
blurry	utydelig
blurt	blurt
blush	rødme
blushing	rødmende
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	Villsvin
board	borde
board game	brettspill
boarder	NO TRANSLATION
boarding	boarding
boardroom	styrerommet
boards	styrene
boardwalk	promenaden
boast	skryte
boastful	braut
boasting	skryt
boat	båt
boathouse	naust
boating	båtliv
boatload	båtlast
boatman	båtføreren
bobbin	spolen
bobcat	bobcat
bobsled	bob
bode	Bode
bodega	bodega
bodice	bodice
bodily	kroppslig
body	kropp
bodyguard	livvakt
bog	bog
bogey	bogey
bogeyman	busemann
bogus	tull
bohemian	bohem
boil	Kok opp
boiler	kjele
boilerplate	tekst
boiling	koke
boisterous	støy
bold	dristig
boldness	dristighet
bollocks	pokker
bolster	styrke
bolt	bolt
bolus	bolus
bomb	bombe
bombard	bombardere
bombardier	bombardier
bombardment	bombardement
bombed	bombet
bomber	bomber
bombers	bombefly
bombing	bombing
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	knytte bånd
bondage	bondage
bonding	liming
bonds	bindinger
bondsman	trellen
bone	bein
bonehead	Bonehead
boner	boner
bones	bein
bonfire	bål
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	panser
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	benete
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	Boogeyman
boogie	boogie
book	bok
bookcase	bokhylle
bookie	bookie
booking	booking
bookish	akademisk
bookkeeper	bokholder
bookkeeping	bokføring
booklet	hefte
bookmaker	bookmaker
bookmark	bokmerke
books	bøker
bookseller	bokhandleren
bookshop	bokhandel
bookstore	bokhandel
bookworm	lesehest
boom	boom
boomer	boomer
boomerang	boomerang
booming	booming
boon	velsignelse
boooo	NO TRANSLATION
boost	øke
booster	booster
boot	støvel
booth	messe
bootleg	bootleg
bootlegger	Bootlegger
boots	støvler
booty	booty
booze	sprit
bop	bop
bopper	bopper
border	grense
bordering	grenser
borderline	grense
bore	kjede
boreal	boreal
bored	lei
boredom	kjedsomhet
borer	borer
boring	kjedelig
born	Født
boron	boron
borough	bydel
borrow	låne
borrower	låner
bosom	barm
boss	sjef
bossy	sjefete
boston	boston
botanical	botanisk
botanist	botaniker
botany	botanikk
bother	bry
bothering	plager
bottle	flaske
bottleneck	flaskehals
bottling	tapping
bottom	bunn
bottomless	bunnløs
botulism	botulisme
boulder	kampestein
bounce	sprette
bouncer	dørvakt
bouncy	bouncy
bound	bundet
boundary	grense
boundless	grenseløs
bounds	grensene
bountiful	bountiful
bounty	skuddpremie
bouquet	bukett
bourbon	bourbon
bourgeois	borgerlige
bourgeoisie	borgerskapet
bourse	børsen
bout	bout
boutique	boutique
bouttime	på tide
bovine	storfe
bow	Bue
bowed	bukket
bowel	tarm
bowels	Tarmer
bowl	bolle
bowler	bowler
bowling	bowling
bowls	boller
box	eske
boxcar	Boxcar
boxer	bokser
boxers	boksere
boxing	boksing
boy	gutt
boycott	boikott
boyfriend	kjæreste
boyhood	guttedagene
boyish	gutteaktig
boysenberry	Boysenbær
bozo	bozo
bra	BH
brace	stag
bracelet	armbånd
braces	bukseseler
brachial	brachialis
bracket	brakett
brackets	braketter
brackish	brakkvann
brad	brad
brag	skryte
braid	flette
brain	hjerne
brainless	brainless
brains	hjerner
brainstorm	brainstorm
brainwash	hjernevask
brainy	brainy
brake	brems
bran	kli
branch	gren
branching	forgrening
brand	merke
brandy	brandy
brash	issørpe
brass	messing
brass knuckle	messinghjul
brassiere	brasserie
brat	drittunge
bratwurst	bratwurst
bravado	Bravado
brave	modig
bravery	tapperhet
brawl	slåsskamp
brawn	sylte
brazen	skamløs
breach	brudd
bread	brød
breadth	bredde
break	gå i stykker
breakable	knuselig
breakaway	løsrive
breakdown	sammenbrudd
breaker	breaker
breakers	brytere
breakfast	frokost
breaking and entering	innbrudd
breakingnews	siste nytt
breakneck	halsbrekkende
breakthrough	gjennombrudd
breakup	slå opp
breast	bryst
breath	pust
breathe	puste
breather	pust i bakken
breathless	åndeløs
breathtaking	fantastisk
breech	seteleie
breeches	knebukser
breed	avle
breeder	oppdretter
breeding	oppdrett
breeze	bris
breezy	breezy
brethren	brødre
breve	NO TRANSLATION
brevity	kortfattethet
brew	brygge
brewery	bryggeri
brewing	brygging
briar	briar
bribe	bestikkelse
bribery	bestikkelser
brick	murstein
bridal	brude
bride	brud
bridegroom	brudgom
bridesmaid	brudepike
bridge	bro
bridle	bissel
brief	kort
briefcase	stresskoffert
briefing	orientering
briefly	kort
brig	briggen
brigade	brigade
bright	lys
brighten	lysne
brightens	Sterkere lys
brighter	lysere
brightness	lysstyrke
brilliance	glans
brilliant	strålende
brim	brem
brimming	brimming
brimstone	svovel
brine	saltvann
bring	bringe
brink	randen
brisk	rask
brisket	brisket
bristle	bust
brittle	skjør
bro	bro
broach	broach
broad	bred
broadcast	kringkaste
broadcasting	kringkasting
broaden	utvide
broadside	bred
broadsword	broads
brocade	brokade
broccoli	brokkoli
brochure	brosjyre
broil	broil
broke	blakk
broken	gått i stykker
brokenheart	NO TRANSLATION
brokenhearted	hjerteknust
broker	megler
brokerage	megling
bromide	bromid
bronco	bronco
bronze	bronse
brooch	brosje
brood	stamfisk
brooding	grubling
brook	bekk
broom	kost
broomstick	kosteskaft
broth	buljong
brothel	bordell
brother	bror
brotherhood	brorskap
brotherly	broderlig
brow	brow
brown	brun
brownstone	Brownstone
browse	bla
brrr	brrr
bruise	blåmerke
bruising	blåmerker
brunch	brunsj
brunette	brunette
brunt	brunt
brush	børste
brutal	brutal
brutality	brutalitet
brute	brute
brutish	brutish
bubble	boble
bubbling	bobler
bubbly	Sprudlende
bubonic	bylle
buck	buck
buckaroo	Buckaroo
bucket	bøtte
buckle	spenne
buckled	skjev
bucko	Bucko
buckshot	buckshot
buckwheat	bokhvete
bud	knopp
buddha	buddha
buddhism	buddhisme
buddhist	buddhist
budding	spirende
buddy	buddy
budge	rikke
budget	budsjett
buff	buff
buffalo	bøffel
buffer	buffer
buffering	buffering
buffet	buffet
buffoon	bajas
bug	bug
bugaboo	Bugaboo
bugged	avlyttet
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	bygge
builder	bygger
building	bygning
buildings	bygninger
buildup	bygge opp
bulb	pære
bulbous	oppsvulmede
bulge	utbulning
bulimic	bulimisk
bulk	bulk
bulkhead	skott
bulky	klumpete
bull	okse
bulldog	bulldog
bulldozer	bulldozer
bullet	kule
bulletin	bulletin
bulletproof	skuddsikker
bullfighter	tyrefekter
bullfrog	Bullfrog
bullheaded	veldig sta
bullhorn	bullhorn
bullion	bullion
bullock	oksen
bullpen	bullpen
bullshit	tull
bully	bølle
bulwark	bolverk
bum	boms
bumblebee	humle
bummed	bummed
bummer	nedtur
bump	dunke
bumper	støtfanger
bumpy	humpete
bun	NO TRANSLATION
bunch	gjeng
bundle	bunt
bungalow	bungalow
bungee	bungee
bunghole	spunshullet
bunion	Hallux valgus
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	bunt
buoy	bøye
buoyancy	oppdrift
buoyant	oppdrifts
bur	bur
burden	byrde
burdened	tynget
burdensome	tyngende
bureau	byrå
bureaucracy	byråkrati
bureaucrat	byråkrat
bureaucratic	byråkratisk
burger	burger
burglar	innbruddstyv
burglary	innbrudd
burial	begravelse
buried	begravet
burke	burke
burlap	burlap
burlesque	burlesk
burly	braut
burn	brenne
burned	brent
burner	brenner
burning	brenning
burnished	polert
burnout	brenne ut
burnt	brent
burp	å rape
burr	Burr
burrito	burrito
burro	NO TRANSLATION
burrow	hule
bursary	stipend
burst	burst
bury	begrave
bus	buss
busboy	ryddegutten
bush	busk
bushel	bushel
bushy	buskete
business	virksomhet
business man	NO TRANSLATION
businessman	forretningsmann
businesswoman	forretningskvinne
busload	busload
buss	buss
bust	Bryst
busted	tatt på fersken
buster	buster
bustle	mas
bustling	travle
busy	opptatt
busybody	busybody
butane	butan
butcher	slakter
butler	hovmester
butt	rumpe
butter	smør
buttercup	buttercup
butterfly	sommerfugl
buttermilk	melk
butterscotch	karamell
buttery	buttery
buttock	rumpeballe
buttocks	rumpe
button	knapp
buttress	buttress
buxom	yppig
buy	kjøpe
buyer	kjøper
buying	kjøpe
buzz	buzz
buzzard	hauk
buzzed	surra
buzzer	summer
buzzing	summende
bye	Ha det
bygone	forgangen
bylaw	vedtekt
byline	avansere i langs siden
bypass	bypass
bystander	tilskuer
byte	byte
byzantine	bysantinsk
cab	drosje
cabal	Cabal
cabana	cabana
cabaret	kabaret
cabbage	kål
cabbie	cabbie
cabernet	cabernet
cabin	hytte
cabinet	kabinett
cable	kabel
caboodle	caboodle
caboose	tilhengeren
cabriolet	cabriolet
cache	cache
cacophony	kakofoni
cactus	kaktus
cad	cad
cadaver	kadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	kadett
cafe	kafe
cafeteria	kafeteria
caffeine	koffein
cage	bur
cagey	cagey
cahoots	ledtog
cairn	varde
cake	kake
cakewalk	cakewalk
calamari	blekksprut
calamitous	calamitous
calamity	ulykke
calcareous	kalkrik
calcium	kalsium
calculate	regne ut
calculated	regnet ut
calculating	beregning
calculation	beregningen
calculator	kalkulator
calculus	kalkulus
calendar	kalender
calender	NO TRANSLATION
calf	kalv
caliber	kaliber
calibrate	kalibrere
calico	calico
calipers	calipers
calisthenics	calisthenics
call	anrop
callback	Ring tilbake
caller	innringer
calligraphy	kalligrafi
calling	ringer
callous	ufølsom
calls	samtaler
calm	rolig
calming	beroligende
calmness	ro
caloric	kalori
calorie	kalori
calorimeter	kalorimeteret
cam	cam
camaraderie	fellesskap
camber	camber
camcorder	videokamera
camel	kamel
cameo	cameo
camera	kamera
cameraman	kameramann
camisole	camisole
camouflage	kamuflere
camouflaged	NO TRANSLATION
camp	leir
campaign	kampanje
campaigner	forkjemperen
campaigning	valgkamp
camper	campingvogn
campfire	bål
camping	camping
campsite	Camping
campus	campus
can	kan
can opener	boks åpner
canal	kanal
canary	kanarifuglen
cancel	Avbryt
canceling	avbryter
cancellation	kansellering
cancer	kreft
candid	oppriktige
candidacy	kandidatur
candidate	kandidat
candied	kandiserte
candle	stearinlys
candlelight	stearinlys
candles	stearinlys
candlestick	lysestake
candor	oppriktighet
candy	sukkertøy
cane	stokk
canine	canine
canister	kanister
canker	canker
cannabis	cannabis
canned	hermetisert
cannibal	kannibal
cannibalism	kannibalisme
canning	hermetisering
cannon	kanon
cannonball	kanon
canoe	kano
canon	canon
canonical	kanonisk
canons	kanoner
canopy	baldakin
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	kantine
canterbury	Canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	kantine
canto	NO TRANSLATION
canton	kantonen
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	lerret
canvass	NO TRANSLATION
canyon	Dal
cap	lokk
capability	evne
capable	i stand
capacity	kapasitet
cape	kappe
caper	caper
capillary	kapillær
capital	hovedstad
capitalism	kapitalisme
capitalist	kapitalist
capitalize	kapital
capitals	hovedsteder
capitation	capitation
capitol	capitol
capitulation	kapitulasjon
cappuccino	cappuccino
caprice	caprice
capricious	lune
caps	caps
capslock	Capslock
capsule	kapsel
captain	kaptein
caption	bildetekst
captivate	fange
captivating	fengslende
captive	fange
captivity	fangenskap
captor	Kidnapperen
capture	fangst
car	bil
caramel	karamell
carat	karat
caravan	campingvogn
carbon	karbon
carburetor	forgasser
carcass	skrott
carcinoma	karsinom
card	kort
cardboard	papp
cardiac	hjerte
cardigan	cardigan
cardinal	kardinal
cardiologist	kardiolog
cardiology	kardiologi
cardiomyopathy	kardiomyopati
cards	kort
care	omsorg
career	karriere
carefree	bekymringsløs
careful	forsiktig
carefully	nøye
careless	uforsiktig
carelessness	uforsiktighet
caress	kjærtegn
caret	caret
caretaker	vaktmester
cargo	last
caribou	villrein
caricature	karikatur
caries	karies
caring	omsorgsfull
carjack	bilkapring
carnage	blodbad
carnal	kjødelig
carnation	nellik
carnival	karneval
carnivorous	kjøttet
carol	carol
carols	carols
carousel	karusell
carp	karpe
carpal	carpal
carpenter	snekker
carpentry	snekring
carpet	teppe
carpeting	tepper
carpool	samkjøring
carriage	vogn
carried	gjennomført
carrier	carrier
carrot	gulrot
