Word	hu
bark	ugat
barkeep	csapos
barks	ugat
barley	árpa
barmaid	pincérnő
barman	csapos
barn	istálló
barnacle	kullancs
barney	Barney
barnyard	udvar
barometer	légnyomásmérő
baron	báró
baroness	bárónő
baroque	barokk
barrack	laktanya
barracuda	barracuda
barrage	zárótűz
barred	rácsos
barrel	hordó
barren	meddő
barricade	barikád
barrier	akadály
barring	kivéve
barrister	ügyvéd
barroom	barroom
barrow	talicska
bartender	csapos
barter	cserekereskedelem
base	bázis
baseball	baseball
baseball bat	baseball ütő
baseboard	lambéria
baseless	alaptalan
baseline	alapvonal
baseman	baseman
basement	pince
bases	bázisok
bash	bash
bashful	szégyenlős
basic	alapvető
basics	alapjai
basil	bazsalikom
basilica	székesegyház
basin	mosdó
basis	bázis
bask	sütkérezik
basket	kosár
basketball	kosárlabda
bass	basszus
bass guitar	basszusgitár
basso	NO TRANSLATION
bassoon	fagott
bastard	fattyú
bastarding	bastarding
bastards	szemetek
bastion	bástya
bat	denevér
batch	tétel
batching	adagoló
bate	NO TRANSLATION
bath	fürdőkád
bathe	fürdik
bathhouse	fürdőház
bathing	fürdés
bathrobe	fürdőköpeny
bathroom	fürdőszoba
bathtub	fürdőkád
bathymetry	tengermélység-méréstan
baton	pálca
battalion	zászlóalj
batter	tészta
battered	kopott
battering	faltörő
battery	akkumulátor
battle	csata
battled	csatázott
battlefield	csatatér
battleground	csatatér
battlements	pártázatos oromzat
battleship	csatahajó
batty	bolond
bauble	csecsebecse
bawdy	trágár
bawl	üvölt
bay	öböl
bayonet	bajonett
bayou	folyó mocsaras ága
bazaar	bazár
bazooka	páncélököl
bday	szülinap
be	lenni
beach	strand
beaches	strandok
beacon	jeladó
bead	üveggyöngy
beading	gyöngyfűzés
beads	rózsafüzér
beady	habzó
beagle	vizsla
beak	csőr
beaker	serleg
beam	gerenda
beaming	sugárzó
bean	bab
beanbag	babzsák
beanie	micisapka
bear	medve
bearable	elviselhető
beard	szakáll
bearded	szakállas
bearer	vivő
bearing	csapágy
bearings	csapágyak
bearish	mogorva
bearskin	medvebőr
beast	vadállat
beastly	állatias
beat	üt
beaten	legyőzött
beater	cséplőmunkás
beating	verés
beatnik	beatnik
beau	gavallér
beautification	szépítés
beautiful	szép
beautify	szépít
beauty	szépség
beaver	Hód
bebop	bebop
beck	intés
beckon	odahív
become	válik
bed	ágy
bedding	ágynemű
bedpan	ágytál
bedrock	alapkőzet
bedroom	hálószoba
bedside	éjjeli
bedspread	ágytakaró
bedtime	lefekvés ideje
bee	méh
beef	marhahús
beefsteak	marhaszelet
beehive	méhkas
beep	sípolás
beeper	beeper
beer	sör
bees	méhek
beeswax	méhviasz
beetle	bogár
befall	történik
befitting	Illik
befriend	barátkozik
befuddled	megzavarodott
beg	könyörög
beggar	koldus
begging	könyörgés
begin	kezdődik
beginner	kezdő
beginning	kezdet
beginnings	kezdetek
begrudge	sajnál
begun	megkezdett
behappy	NO TRANSLATION
behave	viselkedik
behavior	viselkedés
behavioral	viselkedési
behemoth	behemót
behest	parancs
behold	íme
beholden	hálás
beholder	szemlélő
beige	bézs
belated	elkésett
belay	állj
belch	böfögés
belief	hit
believable	hihető
believe	hinni
believed	véljük
believer	hívő
believing	hívő
belittle	kicsinyel
belittled	belittled
bell	harang
bellboy	londiner
bellhop	londiner
belligerent	hadviselő
bellman	kikiáltó
bellow	ordít
bellows	fújtató
belly	has
bellybutton	köldök
bellyful	bőséges étkezés
belong	tartoznak
belongings	holmi
beloved	szeretett
belt	öv
beluga	beluga
bemused	megzavart
bench	pad
bend	hajlít
bender	hajlító
bending	hajlítás
beneath	alatt
benedictory	áldó
benefactor	jótevő
beneficial	előnyös
beneficiary	kedvezményezett
benefit	haszon
benevolence	jóakarat
benevolent	jóindulatú
benign	jóindulatú
bent	hajlított
benzene	benzol
bequeath	örökségül hagy
bequest	hagyaték
bereaved	gyászoló család
bereavement	gyász
bereft	megfosztotta
beret	svájcisapka
bergamot	bergamot
berlin	berlin
berserk	megvadult
berth	ágy
beryllium	berillium
beseech	könyörög
beset	szorongat
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	legjobb barátok
bestial	bestiális
besties	A legjobb barátok
bestow	ad
bestseller	legjobban eladott
bet	tét
beta	beta
betray	elárul
betrayal	árulás
betrayed	elárulták
betrothed	jegyes
betterment	javulás
betting	fogadás
betty	betty
bevel	tompaszög
beverage	ital
bevy	sereg
beware	óvakodik
bewilder	megtéveszt
bewildered	megzavarodott
bewilderment	zavarodottság
bias	Elfogultság
biased	elfogult
bib	iddogál
bible	Biblia
biblical	bibliai
bibliography	bibliográfia
bicarbonate	bikarbonát
bicentennial	kétszáz éves évforduló
biceps	bicepsz
bicker	veszekszik
bickering	civakodás
bicolor	bicolor
bicycle	kerékpár
bid	kínálat
bidder	ajánlattevő
bidding	ajánlattétel
bide	NO TRANSLATION
biennial	kétéves
bier	NO TRANSLATION
bifurcation	elágazás
big	nagy
bigamy	bigámia
bigday	nagy nap
biggestfear	NO TRANSLATION
biggie	Biggie
bighorn	nagy szarv
bigmouth	nagy száj
bigot	bigott
bigoted	bigott
bigotry	vakbuzgóság
bike	bicikli
biker	motoros
bikini	bikini
bilateral	kétoldalú
bilayer	kétrétegű
bile	epe
bilge	hajófenék
bilingual	kétnyelvű
bill	számla
billboard	hirdetőtábla
billet	kvártélyoz
billiard	biliárd
billiards	biliárd
billing	számlázás
billion	milliárd, ezermillió
billionaire	milliárdos
billy	fütykösbot
bimbo	Bimbo
bimonthly	kéthavonta
bin	kuka
binary	kétkomponensű
bind	köt
binder	kötőanyag
bindery	könyvkötészet
binding	kötés
bing	bing
binge	tivornya
bingo	bingó
binocular	kétszemű
binoculars	távcső
binomial	binomiális
bio	bio
biochemical	biokémiai
biochemist	biokémikus
biochemistry	biokémia
biogenesis	biogenesis
biographer	életrajzíró
biography	életrajz
biological	biológiai
biologist	biológus
biology	biológia
bionic	bionika
biopsy	szövettani vizsgálat
biosphere	bioszféra
bipartite	kétoldalú
bipolar	kétpólusú
birch	nyír-
bird	madár
birdcage	kalitkát
birdie	kismadár
birdman	madárember
birth	születés
birthday	születésnap
birthing	szülés
birthmark	anyajegy
birthplace	születési hely
birthright	elsőszülöttségi
bis	NO TRANSLATION
biscuit	keksz
bisexual	biszexuális
bishop	püspök
bison	bölény
bisque	krémleves
bistro	bisztró
bit	bit
bitch	kurva
bitchy	rosszindulatú
bite	harapás
biter	NO TRANSLATION
bitsy	Bitsy
bitter	keserű
bitterly	keserűen
bitterness	keserűség
bittersweet	keserédes
bitty	darabos
bitumen	bitumen
biweekly	kéthetente
biz	biz
bizarre	bizarr
blab	pletykázó
blabbermouth	Fecsegő száj
black	fekete
black snake	fekete kígyó
blackberry	földi szeder
blackbird	feketerigó
blackboard	iskolai tábla
blacken	megfeketedik
blackface	fekete pofa
blackjack	blackjack
blacklist	feketelista
blackmail	zsarolás
blackmailer	zsaroló
blackness	feketeség
blackout	áramszünet
blacksmith	kovács
bladder	hólyag
blade	penge
blame	feddés
blameless	feddhetetlen
bland	nyájas
blank	üres
blanket	takaró
blare	harsog
blase	NO TRANSLATION
blasphemous	istenkáromló
blasphemy	istenkáromlás
blast	robbanás
blaster	blaster
blastoff	kilő rakétát
blatant	zajos
blather	összevissza fecseg
blaze	lángol
blazer	nagy hazugság
blazing	lángoló
bleach	fehérítő
bleak	sivár
bleed	vérzik
bleeder	vérzékeny ember
bleeding	vérzés
bleep	bleep
blemish	hiba
blemished	hibás
blend	keverék
blender	turmixgép
blending	keverési
bless	áldja
blessed	áldott
blessing	áldás
blessings	áldások
bleu	bleu
blight	penész
blighted	hervadt
blimp	kis felderítő léghajó
blind	vak
blinded	vak
blindfold	vakon
blindfolded	bekötött szemmel
blinding	megvakítás
blindly	vakon
blindness	vakság
blink	pislogás
blip	radarkép
bliss	boldogság
blissful	boldog
blister	hólyag
blistering	hólyagosodás
blitz	villámháború
blizzard	hóvihar
bloat	duzzad
bloated	felfuvalkodott
blob	folt
block	Blokk
blockade	blokád
blockage	akadály
blockbuster	kasszasiker
blockhead	tökfej
blog	blog
bloke	pasas
blond	szőke
blonde	szőke
blood	vér
bloodbath	vérfürdő
bloodhound	véreb
bloodless	vértelen
bloodline	vérvonal
bloodshed	vérontás
bloodshot	véraláfutásos
bloodstream	véráram
bloodthirsty	vérszomjas
bloody	véres
bloom	virágzás
bloomers	bundabugyi
blooming	virágzó
blossom	kivirul
blot	folt
blotched	foltos
blotter	itatós
blouse	blúz
blow	fúj
blower	ventilátor
blowfish	gömbhal
blowing	fúj
blowjob	szopás
blown	kifulladt
blowout	kitörés
blowtorch	blowtorch
blubber	bálnazsír
bluddy	bluddy
blue	kék
blue spruce	kék lucfenyő
blueberry	áfonya
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	tervrajz
blues	blues
bluff	blöff
bluish	kékes
blunder	baklövés
blunt	tompa
blur	elhomályosít
blurred	elmosódott
blurry	homályos
blurt	kifecseg
blush	elpirul
blushing	piruló
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	vaddisznó
board	tábla
board game	társasjáték
boarder	NO TRANSLATION
boarding	beszállás
boardroom	tanácsteremben
boards	táblák
boardwalk	sétány
boast	dicsekszik
boastful	nagyképű
boasting	magasztalás
boat	hajó
boathouse	csónakház
boating	csónakázás
boatload	boatload
boatman	csónakos
bobbin	orsó
bobcat	hiúz
bobsled	bob
bode	előjel
bodega	bodega
bodice	női mellény
bodily	testi
body	test
bodyguard	testőr
bog	mocsár
bogey	kísértet
bogeyman	mumus
bogus	hamis
bohemian	bohém
boil	forral
boiler	kazán
boilerplate	boilerplate
boiling	forró
boisterous	féktelen
bold	bátor
boldness	bátorság
bollocks	baromság
bolster	párna
bolt	csavar
bolus	bolus
bomb	bomba
bombard	bombáz
bombardier	tüzér
bombardment	bombázás
bombed	bombázott
bomber	bombázó
bombers	bombázók
bombing	bombázás
bombshell	bombázó
bonanza	váratlan szerencse
bonbon	NO TRANSLATION
bond	kötvény
bondage	fogság
bonding	kötődés
bonds	kötvények
bondsman	jobbágy
bone	csont
bonehead	csökönyös ember
boner	baklövés
bones	csontok
bonfire	máglya
bong	bong
bonkers	bolond
bonne	NO TRANSLATION
bonnet	motorháztető
bonny	csinos
bonsai	bonsai
bonus	pótlék
bony	csontos
boo	lehurrogás
boob	fajankó
booby	együgyű
booger	Booger
boogeyman	mumus
boogie	boogie
book	könyv
bookcase	könyvszekrény
bookie	bukméker
booking	foglalás
bookish	könyvkedvelő
bookkeeper	könyvelő
bookkeeping	könyvelés
booklet	füzet
bookmaker	bukméker
bookmark	könyvjelző
books	könyvek
bookseller	könyvkereskedő
bookshop	könyvkereskedés
bookstore	könyvesbolt
bookworm	könyvmoly
boom	bumm
boomer	nagytestű hím kenguru
boomerang	bumeráng
booming	virágzó
boon	áldás
boooo	NO TRANSLATION
boost	boost
booster	gyorsító
boot	csomagtartó
booth	bódé
bootleg	csizmaszár
bootlegger	szeszcsempész
boots	csizma
booty	zsákmány
booze	nyakal
bop	bop
bopper	Bopper
border	határ
bordering	határos
borderline	határvonal
bore	furat
boreal	északi
bored	unott
boredom	unalom
borer	talajfúró
boring	unalmas
born	született
boron	bór
borough	kerület
borrow	kölcsön
borrower	kölcsönvevő
bosom	kebel
boss	főnök
bossy	hatalmaskodó
boston	Boston
botanical	növénytani
botanist	botanikus
botany	növénytan
bother	zavar
bothering	zavaró
bottle	üveg
bottleneck	palacknyak
bottling	palackozás
bottom	alsó
bottomless	feneketlen
botulism	konzervmérgezés
boulder	szikladarab
bounce	ugrál
bouncer	kidobóember
bouncy	goromba
bound	köteles
boundary	határ
boundless	határtalan
bounds	határokat
bountiful	bőséges
bounty	nagylelkűség
bouquet	csokor
bourbon	bourbon whisky
bourgeois	polgári
bourgeoisie	burzsoázia
bourse	börze
bout	küzdelem
boutique	butik
bouttime	bouttime
bovine	szarvasmarha
bow	íj
bowed	meghajolt
bowel	bél
bowels	belek
bowl	tál
bowler	tekéző
bowling	bowling
bowls	golyózás
box	doboz
boxcar	tehervagon
boxer	bokszoló
boxers	bokszoló
boxing	dobozolás
boy	fiú
boycott	bojkott
boyfriend	fiú barát
boyhood	gyermekkor
boyish	fiús
boysenberry	szeder
bozo	Bozo
bra	melltartó
brace	merevítő
bracelet	karkötő
braces	fogszabályozó
brachial	brachialis
bracket	zárójel
brackets	zárójelben
brackish	sós
brad	fejnélküli
brag	henceg
braid	fonat
brain	agy
brainless	ostoba
brains	agyvelő
brainstorm	ötletelés
brainwash	agymosás
brainy	eszes
brake	fék
bran	korpa
branch	ág
branching	elágazó
brand	márka
brandy	pálinka
brash	pimasz
brass	sárgaréz
brass knuckle	sárgaréz csukló
brassiere	melltartó
brat	kölyök
bratwurst	sült kolbász
bravado	hősködés
brave	bátor
bravery	bátorság
brawl	pörlekedik
brawn	fejlett izomzat
brazen	arcátlan
breach	megszeg
bread	kenyér
breadth	szélesség
break	szünet
breakable	törékeny
breakaway	leszakadás
breakdown	bontás
breaker	megszakító
breakers	megszakítók
breakfast	reggeli
breaking and entering	törés és belépés
breakingnews	friss hírek
breakneck	nyaktörő
breakthrough	áttörés
breakup	szakítás
breast	mell
breath	lehelet
breathe	lélegzik
breather	szusszanás
breathless	kifulladt
breathtaking	lélegzetelállító
breech	fenék
breeches	bricsesznadrág
breed	fajta
breeder	tenyésztő
breeding	tenyésztés
breeze	szellő
breezy	szellős
brethren	testvérek
breve	NO TRANSLATION
brevity	tömörség
brew	sörfőzés
brewery	sörfőzde
brewing	sörfőzés
briar	vadrózsa
bribe	veszteget
bribery	vesztegetés
brick	tégla
bridal	lakodalmi
bride	menyasszony
bridegroom	vőlegény
bridesmaid	nyoszolyólány
bridge	híd
bridle	kantár
brief	rövid
briefcase	aktatáska
briefing	eligazítás
briefly	tömören
brig	kétárbocos vitorláshajó
brigade	brigád
bright	fényes
brighten	felderít
brightens	ragyogást
brighter	fényesebb
brightness	fényesség
brilliance	ragyogás
brilliant	ragyogó
brim	karima
brimming	csupa
brimstone	kénkő
brine	sóoldattal
bring	hoz
brink	küszöbén
brisk	fürge
brisket	szegy
bristle	sörte
brittle	törékeny
bro	tesó
broach	nyárs
broad	széles
broadcast	adás
broadcasting	műsorszórás
broaden	bővül
broadside	rágalomhadjárat
broadsword	pallos
brocade	brokát
broccoli	brokkoli
brochure	brossúra
broil	civakodás
broke	törött
broken	törött
brokenheart	NO TRANSLATION
brokenhearted	megtört szívű
broker	bróker
brokerage	ügynöki jutalék
bromide	bróm
bronco	vadló
bronze	bronz
brooch	Bross
brood	fészekalja
brooding	borongó
brook	patak
broom	seprű
broomstick	seprűnyél
broth	húsleves
brothel	bordélyház
brother	fiú testvér
brotherhood	testvériség
brotherly	testvéri
brow	szemöldök
brown	barna
brownstone	brownstone
browse	Keressük
brrr	brrr
bruise	zúzódás
bruising	zúzódások
brunch	villásreggeli
brunette	barna
brunt	nehezét
brush	kefe
brutal	brutális
brutality	durvaság
brute	állat
brutish	állatias
bubble	buborék
bubbling	bugyborékoló
bubbly	pezsgő
bubonic	bubópestis
buck	bak
buckaroo	buckaroo
bucket	vödör
buckle	csat
buckled	csatos
bucko	erőszakos ember
buckshot	sörét
buckwheat	hajdina
bud	bimbó
buddha	Buddha
buddhism	buddhizmus
buddhist	buddhista
budding	bimbózó
buddy	haver
budge	mozgat
budget	költségvetés
buff	barnássárga
buffalo	bivaly
buffer	ütköző
buffering	pufferelés
buffet	büfé
buffoon	pojáca
bug	bogár
bugaboo	mumus
bugged	poloska
bugger	gazember
buggy	bricska
bugle	kürt
bugler	kürtös
build	épít
builder	építész
building	épület
buildings	épületek
buildup	felépít
bulb	izzó
bulbous	hagymás
bulge	kidudorodás
bulimic	bulimiás
bulk	tömeg
bulkhead	válaszfal
bulky	terjedelmes
bull	bika
bulldog	buldog
bulldozer	buldózer
bullet	golyó
bulletin	hirdetőtábla
bulletproof	golyóálló
bullfighter	torreádor
bullfrog	kecskebéka
bullheaded	bikafejű
bullhorn	bullhorn
bullion	rúdarany
bullock	tulok
bullpen	bullpen
bullshit	hülyeség
bully	terrorizál
bulwark	bástya
bum	ingyenélő
bumblebee	darázs
bummed	letört
bummer	dőzsölés
bump	ütődés
bumper	lökhárító
bumpy	göröngyös
bun	NO TRANSLATION
bunch	csokor
bundle	csomag
bungalow	bungaló
bungee	bungee
bunghole	nyílásos
bunion	bütyök
bunk	emeletes
bunker	bunker
bunkhouse	Expansion
bunny	nyuszi
bunt	kidagad
buoy	bója
buoyancy	felhajtóerő
buoyant	úszóképes
bur	tüske
burden	teher
burdened	terhelt
burdensome	nehézkes
bureau	hivatal
bureaucracy	bürokrácia
bureaucrat	bürokrata
bureaucratic	bürokratikus
burger	burger
burglar	betörő
burglary	betörés
burial	temetés
buried	eltemetett
burke	elfojt
burlap	zsákvászon
burlesque	burleszk
burly	termetes
burn	éget
burned	égett
burner	égő
burning	égő
burnished	barnított
burnout	kiég
burnt	megégett
burp	böfög
burr	berregés
burrito	burrito
burro	NO TRANSLATION
burrow	ás
bursary	ösztöndíj
burst	robbanás
bury	eltemet
bus	busz
busboy	pincérsegéd
bush	bokor
bushel	véka
bushy	bokros
business	üzleti
business man	NO TRANSLATION
businessman	üzletember
businesswoman	üzletasszony
busload	busload
buss	cuppanós csók
bust	Mellbőség
busted	lebuktak
buster	buster
bustle	nyüzsgés
bustling	nyüzsgő
busy	elfoglalt
busybody	minden lében kanál
butane	butángáz
butcher	hentes
butler	komornyik
butt	csikk
butter	vaj
buttercup	boglárka
butterfly	pillangó
buttermilk	író
