Word	ja
bedtime	就寝時間
bee	蜂
beef	牛肉
beefsteak	ステーキ
beehive	ビーバー
beep	ビープ
beeper	ビープ音
beer	ビール
bees	ミツバチ
beeswax	蜜蝋
beetle	甲虫
befall	倒れる
befitting	適合する
befriend	仲良くする
befuddled	混乱した
beg	請う
beggar	乞食
begging	乞う
begin	ベギン
beginner	初心者
beginning	始まり
beginnings	始まり
begrudge	ねたむ
begun	始まった
behappy	NO TRANSLATION
behave	行動する
behavior	動作
behavioral	行動的
behemoth	巨人
behest	頼む
behold	見よ
beholden	見守る
beholder	見る者
beige	ベージュ
belated	遅れた
belay	ベレー
belch	げっぷ
belief	信念
believable	信じられる
believe	信じる
believed	信じる
believer	信者
believing	信じる
belittle	卑劣な
belittled	悲惨な
bell	ベル
bellboy	ベルボーイ
bellhop	ベルボック
belligerent	交戦国
bellman	ベルマン
bellow	ベローズ
bellows	ベローズ
belly	腹
bellybutton	へそ
bellyful	腹を立てる
belong	属する
belongings	持ち物
beloved	愛する
belt	ベルト
beluga	ベルーガ
bemused	夢中になる
bench	ベンチ
bend	曲げる
bender	ベンダー
bending	曲げ
beneath	下の
benedictory	ベネディクトリー
benefactor	恩人
beneficial	有益
beneficiary	受益者
benefit	利益
benevolence	慈悲
benevolent	慈善
benign	良性
bent	曲がった
benzene	ベンゼン
bequeath	遺贈
bequest	遺贈
bereaved	遺族
bereavement	死別
bereft	ベレフト
beret	ベレー
bergamot	ベルガモット
berlin	ベルリン
berserk	凶暴な
berth	バース
beryllium	ベリリウム
beseech	嘆願
beset	つぶやく
bestdayever	史上最高の日
bestfeeling	ベストフィーリング
bestfriends	親友
bestial	獣医
besties	仲間
bestow	授けます
bestseller	ベスト・セラー
bet	ベット
beta	ベータ
betray	裏切る
betrayal	裏切り
betrayed	裏切られた
betrothed	婚約者
betterment	改善
betting	賭け
betty	ベティ
bevel	斜面
beverage	飲料
bevy	群れ
beware	注意する
bewilder	邪悪な人
bewildered	困惑
bewilderment	当惑
bias	バイアス
biased	偏った
bib	ビブ
bible	聖書
biblical	聖書的
bibliography	参考文献
bicarbonate	重炭酸塩
bicentennial	200年
biceps	上腕二頭筋
bicker	口論
bickering	喧嘩
bicolor	バイカラー
bicycle	自転車
bid	入札
bidder	入札者
bidding	入札
bide	NO TRANSLATION
biennial	二年ごと
bier	NO TRANSLATION
bifurcation	分岐
big	大きい
bigamy	重婚
bigday	重要な日
biggestfear	NO TRANSLATION
biggie	大物
bighorn	ビッグホーン
bigmouth	大きい口
bigot	ぞんざい
bigoted	股間
bigotry	偏見
bike	自転車
biker	バイカー
bikini	ビキニ
bilateral	両側
bilayer	二重層
bile	胆汁
bilge	ビルジ
bilingual	バイリンガル
bill	ビル
billboard	看板
billet	ビレット
billiard	ビリヤード
billiards	ビリヤード
billing	課金
billion	億
billionaire	億万長者
billy	ビリー
bimbo	ビンボ
bimonthly	隔月
bin	ビン
binary	バイナリ
bind	バインド
binder	バインダー
bindery	バインダー
binding	拘束
bing	ビング
binge	暴力
bingo	ビンゴ
binocular	双眼鏡
binoculars	双眼鏡
binomial	二項
bio	バイオ
biochemical	生化学的
biochemist	生化学者
biochemistry	生化学
biogenesis	生体発生
biographer	バイオグラフィー
biography	バイオグラフィー
biological	生物学的
biologist	生物学者
biology	生物学
bionic	バイオニック
biopsy	生検
biosphere	生物圏
bipartite	二者
bipolar	バイポーラ
birch	バーチ
bird	鳥
birdcage	鳥かご
birdie	バーディー
birdman	バードマン
birth	誕生
birthday	お誕生日
birthing	出産
birthmark	斑点
birthplace	発祥の地
birthright	出身
bis	NO TRANSLATION
biscuit	ビスケット
bisexual	バイセクシュアル
bishop	司教
bison	バイソン
bisque	ビスク
bistro	ビストロ
bit	ビット
bitch	雌犬
bitchy	酔わせる
bite	一口
biter	NO TRANSLATION
bitsy	卑劣な
bitter	苦い
bitterly	激しく
bitterness	苦味
bittersweet	ほろ苦い
bitty	苦い
bitumen	ビチューメン
biweekly	隔週
biz	ビズ
bizarre	奇妙な
blab	笑い
blabbermouth	お喋り
black	黒
black snake	黒いヘビ
blackberry	ブラックベリー
blackbird	黒い鳥
blackboard	黒板
blacken	黒
blackface	ブラックフェイス
blackjack	ブラックジャック
blacklist	ブラックリスト
blackmail	脅迫
blackmailer	ブラックメイヤー
blackness	黒さ
blackout	ブラックアウト
blacksmith	鍛冶屋
bladder	膀胱
blade	刃
blame	責任
blameless	無防備な
bland	まばゆい
blank	ブランク
blanket	毛布
blare	歓声
blase	NO TRANSLATION
blasphemous	冒涜的な
blasphemy	冒涜
blast	爆風
blaster	ブラスタ
blastoff	飛び立つ
blatant	ぼんやりした
blather	ふざける
blaze	燃える
blazer	ブレザー
blazing	燃える
bleach	漂白
bleak	荒涼
bleed	出血
bleeder	ブリーダー
bleeding	出血
bleep	泣き声
blemish	傷つける
blemished	傷ついた
blend	ブレンド
blender	ブレンダー
blending	ブレンディング
bless	祝福
blessed	祝福された
blessing	祝福
blessings	祝福
bleu	ブル
blight	疫病
blighted	荒れた
blimp	飛行船
blind	ブラインド
blinded	盲目
blindfold	目隠し
blindfolded	目隠し
blinding	目隠し
blindly	盲目的に
blindness	失明
blink	点滅する
blip	吹き飛ばし
bliss	至福
blissful	幸福な
blister	ブリスター
blistering	水ぶくれ
blitz	ブリッツ
blizzard	猛吹雪
bloat	膨らませる
bloated	肥大
blob	ブロブ
block	ブロック
blockade	封鎖
blockage	閉塞
blockbuster	ブロックバスター
blockhead	ブロックヘッド
blog	ブログ
bloke	やつ
blond	ブロンド
blonde	ブロンド
blood	血液
bloodbath	血便
bloodhound	血の巣
bloodless	無血
bloodline	血統
bloodshed	流血
bloodshot	血まみれ
bloodstream	血流
bloodthirsty	血まみれの
bloody	血まみれの
bloom	咲く
bloomers	ブルマー
blooming	開花する
blossom	花
blot	ブロット
blotched	ぼろぼろ
blotter	吸取
blouse	ブラウス
blow	ブロー
blower	送風機
blowfish	ブローフィッシュ
blowing	吹く
blowjob	フェラチオ
blown	吹かれた
blowout	吹き消す
blowtorch	トーチランプ
blubber	塊茎
bluddy	ブルディ
blue	青
blue spruce	ブルースプルース
blueberry	ブルーベリー
bluebird	青い鳥
bluegrass	ブルーグラス
bluejay	アオカケス
blueprint	青写真
blues	ブルース
bluff	ブラフ
bluish	青みがかった
blunder	大失敗
blunt	鈍い
blur	ぼかし
blurred	ぼやけた
blurry	ぼやけた
blurt	まばたき
blush	赤面
blushing	赤面
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	イノシシ
board	ボード
board game	ボードゲーム
boarder	NO TRANSLATION
boarding	搭乗
boardroom	会議室
boards	ボード
boardwalk	遊歩道
boast	自慢
boastful	誇らしげな
boasting	自慢する
boat	ボート
boathouse	ボートハウス
boating	ボート
boatload	ボートロード
boatman	ボートマン
bobbin	ボビン
bobcat	ボブキャット
bobsled	ボブスレー
bode	ボード
bodega	ボデガ
bodice	ボディス
bodily	身体
body	体
bodyguard	ボディーガード
bog	沼地
bogey	ボギー
bogeyman	ボゲイマン
bogus	偽
bohemian	ボヘミアン
boil	煮る
boiler	ボイラー
boilerplate	ボイラープレート
boiling	沸騰
boisterous	騒々しい
bold	大胆な
boldness	大胆さ
bollocks	ボウルズ
bolster	強化する
bolt	ボルト
bolus	ボーラス
bomb	爆弾
bombard	ボンバード
bombardier	ボンバルディア
bombardment	砲撃
bombed	爆撃された
bomber	爆撃機
bombers	爆撃機
bombing	爆撃
bombshell	爆弾
bonanza	バンザン
bonbon	NO TRANSLATION
bond	ボンド
bondage	束縛
bonding	ボンディング
bonds	債券
bondsman	債券業者
bone	骨
bonehead	骨頭
boner	ボナー
bones	骨格
bonfire	焚き火
bong	ボン
bonkers	仲買人
bonne	NO TRANSLATION
bonnet	ボンネット
bonny	おかしい
bonsai	盆栽
bonus	ボーナス
bony	骨
boo	ブー
boob	おっぱい
booby	ブービー
booger	鼻くそ
boogeyman	ブーゲイマン
boogie	ブギー
book	本
bookcase	本棚
bookie	ブッキー
booking	予約
bookish	予約する
bookkeeper	簿記
bookkeeping	簿記
booklet	冊子
bookmaker	ブックメーカー
bookmark	ブックマーク
books	本
bookseller	書店
bookshop	書店
bookstore	書店
bookworm	ブックワーム
boom	ブーム
boomer	ブーマー
boomerang	ブーメラン
booming	急騰する
boon	恩恵
boooo	NO TRANSLATION
boost	ブースト
booster	ブースター
boot	ブート
booth	ブース
bootleg	ブートレグ
bootlegger	ブートレガー
boots	ブーツ
booty	戦利品
booze	酒
bop	バップ
bopper	ボッパ
border	境界
bordering	境界
borderline	境界線
bore	ボア
boreal	北方
bored	退屈な
boredom	退屈
borer	穿孔器
boring	退屈な
born	うまれた
boron	ボロン
borough	ボロー
borrow	かりて
borrower	借り手
bosom	胸
boss	ボス
bossy	ボスキー
boston	ボストン
botanical	植物性
botanist	植物学者
botany	植物学
bother	気にする
bothering	気になる
bottle	ボトル
bottleneck	ボトルネック
bottling	瓶詰め
bottom	下
bottomless	底なし
botulism	ボツリヌス中毒
boulder	ボルダー
bounce	バウンス
bouncer	バウンサー
bouncy	弾力のある
bound	バウンド
boundary	境界
boundless	無限
bounds	境界
bountiful	豊かな
bounty	賞金
bouquet	花束
bourbon	バーボン
bourgeois	ブルジョワ
bourgeoisie	ブルジョアジー
bourse	証券取引所
bout	試合
boutique	ブティック
bouttime	bouttime
bovine	ウシ
bow	弓
bowed	弓矢
bowel	腸
bowels	腸
bowl	ボウル
bowler	ボウラー
bowling	ボーリング
bowls	ボウル
box	ボックス
boxcar	箱車
boxer	ボクサー
boxers	ボクサー
boxing	ボクシング
boy	男の子
boycott	ボイコット
boyfriend	ボーイフレンド
boyhood	少年時代
boyish	ボーイッシュ
boysenberry	ボイセンベリー
bozo	ボゾ
bra	ブラジャー
brace	ブレース
bracelet	ブレスレット
braces	括弧
brachial	上腕骨
bracket	ブラケット
brackets	括弧
brackish	汽笛
brad	ブラッド
brag	自慢
braid	編組
brain	脳
brainless	頭のない
brains	頭脳
brainstorm	ブレインストーム
brainwash	洗脳
brainy	頭のよい
brake	ブレーキ
bran	ぬか
branch	ブランチ
branching	分岐
brand	ブランド
brandy	ブランデー
brash	勇敢な
brass	真鍮
brass knuckle	真ちゅう製ナックル
brassiere	ブラジャー
brat	かっこ
bratwurst	ブラットワースト
bravado	勇敢な
brave	勇敢な
bravery	勇気
brawl	喧嘩
brawn	力強い
brazen	厚かましい
breach	違反
bread	パン
breadth	幅
break	ブレーク
breakable	壊れる
breakaway	離脱する
breakdown	壊す
breaker	ブレーカ
breakers	遮断器
breakfast	朝ごはん
breaking and entering	侵入
breakingnews	ブレーキングニュース
breakneck	激しい
breakthrough	画期的な
breakup	別れる
breast	乳
breath	呼吸
breathe	呼吸する
breather	息をする
breathless	息苦しい
breathtaking	息を呑む
breech	尾骨
breeches	ズボン
breed	繁殖
breeder	ブリーダー
breeding	育種
breeze	風
breezy	気味悪い
brethren	兄弟
breve	NO TRANSLATION
brevity	簡潔
brew	醸造
brewery	醸造所
brewing	醸造
briar	ブライア
bribe	賄賂
bribery	贈収賄
brick	レンガ
bridal	ブライダル
bride	花嫁
bridegroom	花婿
bridesmaid	花嫁介添人
bridge	ブリッジ
bridle	ブライドル
brief	簡潔な
briefcase	ブリーフケース
briefing	ブリーフィング
briefly	簡単に
brig	頑固な
brigade	旅団
bright	明るい
brighten	明るく
brightens	輝く
brighter	より明るい
brightness	輝度
brilliance	輝き
brilliant	ブリリアント
brim	鍔
brimming	溢れる
brimstone	ブリムストーン
brine	塩水
bring	持参する
brink	危機
brisk	活発な
brisket	ブリズケット
bristle	剛毛
brittle	脆い
bro	仲間
broach	切り出す
broad	広い
broadcast	放送
broadcasting	放送
broaden	広げる
broadside	広大な側面
broadsword	広義語
brocade	ブロケード
broccoli	ブロッコリ
brochure	パンフレット
broil	焼く
broke	壊れた
broken	壊れた
brokenheart	NO TRANSLATION
brokenhearted	失恋した
broker	ブローカ
brokerage	仲介
bromide	臭化物
bronco	ブロンコ
bronze	ブロンズ
brooch	ブローチ
brood	塊
brooding	うぬぼれた
brook	小川
broom	ほうき
broomstick	箒
broth	ブロス
brothel	売春宿
brother	兄
brotherhood	兄弟愛
brotherly	兄弟
brow	額
brown	褐色
brownstone	茶色の石
browse	ブラウズ
brrr	brrr
bruise	打撲傷
bruising	打撲
brunch	ブランチ
brunette	ブルネット
brunt	鋭い
brush	みがきます
brutal	残忍な
brutality	残忍
brute	ブルート
brutish	野蛮な
bubble	バブル
bubbling	バブリング
bubbly	泡立つ
bubonic	胸骨
buck	バック
buckaroo	バックル
bucket	バケツ
buckle	バックル
buckled	座屈した
bucko	蕎麦
buckshot	バックショット
buckwheat	そば
bud	芽
buddha	仏
buddhism	仏教
buddhist	仏教徒
budding	出芽
buddy	バディ
budge	動く
budget	予算
buff	バフ
buffalo	バッファロー
buffer	バッファ
buffering	バッファリング
buffet	ビュッフェ
buffoon	風船
bug	バグ
bugaboo	バガブー
bugged	盗んだ
bugger	バグ
buggy	バギー
bugle	バグル
bugler	バグラー
build	ビルドする
builder	ビルダー
building	建物
buildings	建物
buildup	築き上げる
bulb	バルブ
bulbous	球根の
bulge	膨らむ
bulimic	膨大な
bulk	バルク
bulkhead	隔壁
bulky	かさばる
bull	ブル
bulldog	ブルドッグ
bulldozer	ブルドーザー
bullet	銃弾
bulletin	広報
bulletproof	防弾
bullfighter	闘牛士
bullfrog	ウシガエル
bullheaded	先導的な
bullhorn	くちばし
bullion	地金
bullock	雄牛
bullpen	ブルペン
bullshit	いやらしい
