Word	kn
ancestor	ಪೂರ್ವಜ
ancestral	ಪೂರ್ವಜರು
ancestry	ಪೂರ್ವಜರು
anchor	ಆಂಕರ್
anchorage	ರೇವು
ancient	ಪ್ರಾಚೀನ
ancillary	ಪೂರಕ
androgen	ಆಂಡ್ರೊಜೆನ್
android	ಆಂಡ್ರಾಯ್ಡ್
anecdote	ದಂತಕಥೆ
anemia	ರಕ್ತಹೀನತೆ
anemic	ರಕ್ತಹೀನತೆ
anemone	ಎನಿಮೋನ್
anesthesia	ಅರಿವಳಿಕೆ
anesthesiologist	ಅರಿವಳಿಕೆಶಾಸ್ತ್ರಜ್ಞ
anesthetic	ಅರಿವಳಿಕೆ
aneurysm	ಅನ್ಯಾರಿಮ್ಮ್
anew	ಪುನಃ
angel	ದೇವದೂತ
angelic	ದೇವದೂತರ
anger	ಕೋಪ
angered	ಕೋಪಗೊಂಡ
angermanagement	NO TRANSLATION
angina	ಆಂಜಿನಾ
angiogram	ಆಂಜಿಯೋಗ್ರಾಮ್
angiography	ಆಂಜಿಯೋಗ್ರಫಿ
angle	ಕೋನ
angling	ಆಂಗ್ಲಿಂಗ್
angora	ಅಂಗೋರಾ
angriest	ಕೋಪ
angry	ಕೋಪಗೊಂಡ
angrytweet	NO TRANSLATION
angst	ತಲ್ಲಣ
anguish	ದುಃಖ
anguished	ದುಃಖಿತ
angular	ಕೋನೀಯ
anhydrous	ಅನೈಡ್ರಾಸ್
animal	ಪ್ರಾಣಿ
animate	ಅನಿಮೇಟ್ ಮಾಡಿ
animated	ಅನಿಮೇಟೆಡ್
animation	ಅನಿಮೇಶನ್
animosity	ದ್ವೇಷ
animus	ಎನಿಮಸ್
ankle	ಪಾದದ
anklet	ಕಣಕಾಲು
annals	ಆನ್ನಲ್ಸ್
annex	ಅನೆಕ್ಸ್
annexation	ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ
annexe	NO TRANSLATION
annihilate	ನಾಶಮಾಡು
annihilated	ನಾಶಪಡಿಸಿತು
annihilation	ಶೂನ್ಯೀಕರಣ
anniversary	ವಾರ್ಷಿಕೋತ್ಸವ
annotate	ಟಿಪ್ಪಣಿ
annotation	ಟಿಪ್ಪಣಿ
announce	ಘೋಷಿಸಿ
announcement	ಘೋಷಣೆ
announcer	ಘೋಷಕ
annoy	ಸಿಟ್ಟುಬರಿಸು
annoyance	ಕಿರಿಕಿರಿಯ
annoyed	ಸಿಟ್ಟಾಗಿ
annoyin	NO TRANSLATION
annoying	ಕಿರಿಕಿರಿ
annoys	ಸಿಟ್ಟುಬರಿಸು
annual	ವಾರ್ಷಿಕ
annuity	ವರ್ಷಾಶನ
annul	ವಾರ್ಷಿಕ
annular	ವಾರ್ಷಿಕ
annulment	ರದ್ದುಗೊಳಿಸುವಿಕೆ
annulus	ವಿಕಸನ
anointed	ಅಭಿಷೇಕ
anointing	ಅಭಿಷೇಕ
anomalous	ಅಸಂಬದ್ಧ
anomaly	ಅಸಂಗತತೆ
anon	ಅನಾನ್
anonymity	ಅನಾಮಧೇಯತೆ
anonymous	ಅನಾಮಧೇಯ
anorexic	ಅನೋರೆಕ್ಸಿಕ್
answer	ಉತ್ತರ
answerable	ಉತ್ತರ
answering	ಉತ್ತರಿಸುವ
ant	ಇರುವೆ
antagonism	ವಿರೋಧಾಭಾಸ
antagonist	ಎದುರಾಳಿ
antagonistic	ವಿರೋಧದ
antagonize	ವಿರೋಧಾಭಾಸ
ante	NO TRANSLATION
antecedent	ಪೂರ್ವವರ್ತಿ
antelope	ಜಿಂಕೆ
antenna	ಆಂಟೆನಾ
anterior	ಮುಂಭಾಗ
anthem	ಗೀತೆ
anthill	ಆಂಥಲ್
anthology	ಸಂಕಲನ
anthrax	ಆಂಥ್ರಾಕ್ಸ್
anthropological	ಮಾನವಶಾಸ್ತ್ರ
anthropologist	ಮಾನವಶಾಸ್ತ್ರಜ್ಞ
anthropology	ಮಾನವಶಾಸ್ತ್ರ
anti	ವಿರೋಧಿ
antiaircraft	ಆಂಟಿಆರ್ಕ್ರಾಫ್ಟ್
antibiotic	ಪ್ರತಿಜೀವಕ
antibiotics	ಪ್ರತಿಜೀವಕಗಳು
antichrist	ಆಂಟಿಕ್ರೈಸ್ಟ್
anticipate	ನಿರೀಕ್ಷಿಸು
anticipation	ನಿರೀಕ್ಷೆ
anticipatory	ನಿರೀಕ್ಷಿತ
antics	ವರ್ತನೆಗಳೂ
antidote	ಪ್ರತಿವಿಷ
antifungal	ನಿರೋಧಕ
antigravity	ಆಂಟಿಗ್ರವಿಟಿ
antimony	ಆಂಟಿಮನಿ
antipathy	ವಿರೋಧಿ
antiquarian	ಪುರಾತನ
antiquated	ಪ್ರಾಚೀನ
antique	ಪುರಾತನ
antiques	ಪ್ರಾಚೀನ
antiquity	ಪ್ರಾಚೀನತೆ
antiseptic	ನಂಜುನಿರೋಧಕ
antisocial	ಸಮಾಜವಿರೋಧಿ
antithesis	ವಿರೋಧಿ
antithetical	ವಿರೋಧಾಭಾಸ
antiviral	ಆಂಟಿವೈರಲ್
antler	ಆಂಟ್ಲರ್
antsy	ಹುಲ್ಲುಗಾವಲು
anus	ಗುದದ್ವಾರ
anvil	ಮುಂದೂಡು
anxiety	ಆತಂಕ
anxietyattack	NO TRANSLATION
anxious	ಆಸಕ್ತಿ
anxiousness	ಆತಂಕ
anytime	ಯಾವುದೇ ಸಮಯದಲ್ಲಿ
aorta	ಮಹಾಪಧಮನಿಯ
aortic	ಮಹಾಪಧಮನಿಯ
apace	ಅಪಾಸ್
apache	ಅಪಾಚೆ
apartment	ಅಪಾರ್ಟ್ಮೆಂಟ್
apartments	ಅಪಾರ್ಟ್ಮೆಂಟ್
apathetic	ಅನುಕಂಪ
apathy	ನಿರಾಸಕ್ತಿ
ape	ಕೋತಿ
aperture	ದ್ಯುತಿರಂಧ್ರ
apex	ತುದಿ
aphid	ಆಫಿಡ್
aphrodisiac	ಕಾಮೋತ್ತೇಜಕ
apiece	ಒಂದೇ
aplomb	ಆತ್ಮವಿಶ್ವಾಸ
apocalypse	ಅಪೋಕ್ಯಾಲಿಪ್ಸ್
apocalyptic	ಅಪೋಕ್ಯಾಲಿಪ್ಸ್
apologetic	ಕ್ಷಮೆಯಾಚಿಸುತ್ತೇವೆ
apologist	ಕ್ಷಮೆಯಾಚಕ
apologize	ಕ್ಷಮೆ
apology	ಕ್ಷಮೆ
apostasy	ಧರ್ಮಭ್ರಷ್ಟತೆ
apostate	ಸ್ವಧರ್ಮಪರಿತ್ಯಾಗಿ
apostle	ದೇವದೂತರು
apostolic	ಅಪೋಸ್ಟೋಲಿಕ್
apostrophe	ಅಪಾಸ್ಟ್ರಫಿ
apothecary	ಔಷಧಿಕಾರ
appalled	ದಿಗಿಲುಗೊಂಡಿದೆ
appalling	ನೋಡಲಾಗದ
apparatus	ಉಪಕರಣ
apparel	ಉಡುಪು
apparent	ಸ್ಪಷ್ಟವಾಗಿ
apparently	ಸ್ಪಷ್ಟವಾಗಿ
apparition	ಪ್ರೇತ
appeal	ಮನವಿಯನ್ನು
appear	ಕಾಣಿಸಿಕೊಳ್ಳಿ
appearance	ನೋಟ
appease	ಸಮಾಧಾನ ಮಾಡು
appellant	ಮೇಲ್ಮನವಿ
append	ಸೇರಿಸಿ
appendage	ಅನುಬಂಧ
appendectomy	ಅಪ್ರೆಡೆಕ್ಟಮಿ
appendicitis	ಕರುಳುವಾಳ
appendix	ಅನುಬಂಧ
appetite	ಹಸಿವು
appetizer	ಜೀರ್ಣಕಾರಕವಾಗಿ
appetizing	appetizing
applaud	ಶ್ಲಾಘಿಸು
applause	ಚಪ್ಪಾಳೆ
apple	ಸೇಬು
apple juice	ಸೇಬಿನ ರಸ
applejack	ಆಪಲ್ಜಾಕ್
applesauce	ಸೇಬಿನ ಹಣ್ಣು
appliance	ಉಪಕರಣ
appliances	ವಸ್ತುಗಳು
applicability	ಅನ್ವಯಿಸುವಿಕೆ
applicable	ಅನ್ವಯಿಸುವ
applicant	ಅರ್ಜಿದಾರ
application	ಅಪ್ಲಿಕೇಶನ್
apply	ಅನ್ವಯಿಸು
appoint	ನೇಮಕ
appointment	ನೇಮಕಾತಿ
appointments	ನೇಮಕಾತಿಗಳನ್ನು
apportion	ಅಪವರ್ತನ
apportionment	ಹಂಚಿಕೆ
appraisal	ಅಪ್ರೈಸಲ್
appraise	ಮೌಲ್ಯಮಾಪನ
appreciable	ಪ್ರಶಂಸನೀಯ
appreciate	ಪ್ರಶಂಸಿಸು
appreciated	ಮೆಚ್ಚುಗೆ
appreciates	ಮೆಚ್ಚುಗೆ
appreciation	ಮೆಚ್ಚುಗೆ
appreciative	ಮೆಚ್ಚುಗೆ
apprehend	ಬಂಧಿಸಿ
apprehension	ಆತಂಕ
apprehensive	ಸಕಾರಾತ್ಮಕ
apprentice	ಅಪ್ರೆಂಟಿಸ್
apprenticeship	ಶಿಷ್ಯವೃತ್ತಿ
approach	ವಿಧಾನ
approaching	ಸಮೀಪಿಸುತ್ತಿದೆ
approbate	NO TRANSLATION
approbation	ಅನುಮೋದನೆ
appropriate	ಸೂಕ್ತ
appropriation	ವಿತರಣೆ
approval	ಅನುಮೋದನೆ
approve	ಅನುಮೋದಿಸಿ
approved	ಅನುಮೋದಿಸಲಾಗಿದೆ
approvement	ಅನುಮೋದನೆ
approving	ಅನುಮೋದನೆ
approximate	ಅಂದಾಜು
approximately	ಸರಿಸುಮಾರು
approximating	ಅಂದಾಜು
approximation	ಅಂದಾಜು
appurtenances	ಅಪ್ಪುರ್ನೆನ್ಸನ್ಸ್
apricot	ಏಪ್ರಿಕಾಟ್
apron	ಏಪ್ರನ್
apt	ಸೂಕ್ತ
aptitude	ಯೋಗ್ಯತೆ
aqua	ಆಕ್ವಾ
aquamarine	ಆಕ್ವಾಮರೀನ್
aquarium	ಅಕ್ವೇರಿಯಂ
aquatic	ಜಲವಾಸಿ
aqueduct	ಅಕ್ವೆಡ್ಯೂಕ್ಟ್
aqueous	ಜಲೀಯ
arable	ಕೃಷಿಯೋಗ್ಯ
arbiter	ತೀರ್ಪುಗಾರ
arbitrary	ಅನಿಯಂತ್ರಿತ
arbitrate	ಮಧ್ಯಸ್ಥಿಕೆ
arbitration	ಮಧ್ಯಸ್ಥಿಕೆ
arbitrator	ಮಧ್ಯಸ್ಥಗಾರ
arbor	ಅಬ್ಬರ
arc	ಆರ್ಕ್
arcade	ಆರ್ಕೇಡ್
arcane	ಆರ್ಕೇನ್
arch	ಕಮಾನು
archaeological	ಪುರಾತತ್ತ್ವ ಶಾಸ್ತ್ರ
archaeologist	ಪುರಾತತ್ವಶಾಸ್ತ್ರಜ್ಞ
archaeology	ಪುರಾತತ್ತ್ವ ಶಾಸ್ತ್ರ
archaic	ಪುರಾತನ
archangel	ಆರ್ಚಾಂಗೆಲ್
archbishop	ಆರ್ಚ್ಬಿಷಪ್
archdiocese	ಆರ್ಚ್ಡಯಸೀಸ್
archduke	ಆರ್ಕ್ಡೂಕ್
arched	ಕಮಾನಿನ
archer	ಬಿಲ್ಲುಗಾರ
archery	ಬಿಲ್ಲುಗಾರಿಕೆ
archetype	ಮೂಲರೂಪ
archipelago	ದ್ವೀಪಸಮೂಹ
architect	ವಾಸ್ತುಶಿಲ್ಪಿ
architectural	ವಾಸ್ತುಶಿಲ್ಪ
architecture	ವಾಸ್ತುಶಿಲ್ಪ
archive	ಆರ್ಕೈವ್
arctic	ಆರ್ಕ್ಟಿಕ್
ardent	ಉತ್ಕಟ
ardor	ಆರ್ಡರ್
arduous	ಪ್ರಯಾಸಕರ
area	ಪ್ರದೇಶ
arena	ಅರೆನಾ
areola	ಕವಚ
areyoukidding	NO TRANSLATION
areyoukiddingme	NO TRANSLATION
argent	NO TRANSLATION
argh	ಆರ್ಗ್
arghh	NO TRANSLATION
arghhhh	NO TRANSLATION
argue	ವಾದಿಸುತ್ತಾರೆ
argument	ವಾದ
argumentation	ವಾದ
argumentative	ವಾದದ
arguments	ವಾದಗಳು
arid	ಶುಷ್ಕ
arise	ಉದ್ಭವಿಸಿ
aristocracy	ಶ್ರೀಮಂತರು
aristocrat	ಶ್ರೀಮಂತ ವ್ಯಕ್ತಿ
aristocratic	ಶ್ರೀಮಂತ
arithmetic	ಅಂಕಗಣಿತ
ark	ಆರ್ಕ್
arm	ತೋಳು
armada	ನೌಕಾಪಡೆ
armament	ಶಸ್ತ್ರಾಸ್ತ್ರ
armaments	ಶಸ್ತ್ರಾಸ್ತ್ರಗಳು
armature	ಆರ್ಮೇಚರ್
armchair	ಆರ್ಮ್ಚೇರ್
armed	ಸಶಸ್ತ್ರ
armor	ರಕ್ಷಾಕವಚ
armored	ಶಸ್ತ್ರಸಜ್ಜಿತ
armory	ಶಸ್ತ್ರಾಸ್ತ್ರ
armpit	ಆರ್ಮ್ಪಿಟ್
arms	ಶಸ್ತ್ರಾಸ್ತ್ರ
army	ಸೇನೆ
aroma	ಸುವಾಸನೆ
aromatherapy	ಅರೋಮಾಥೆರಪಿ
arousal	ಪ್ರಚೋದನೆ
arouse	ಎಚ್ಚರಿಸು
aroused	ಪ್ರಚೋದಿಸಿತು
arraignment	ಜೋಡಣೆ
arrange	ವ್ಯವಸ್ಥೆ ಮಾಡಿ
arranged	ವ್ಯವಸ್ಥೆ
arrangement	ವ್ಯವಸ್ಥೆ
array	ಸರಣಿ
arrears	ಬಾಕಿ
arrest	ಬಂಧಿಸಿ
arrhythmia	ಆರ್ರಿತ್ಮಿಯಾ
arrival	ಆಗಮನ
arrive	ಆಗಮಿಸಿ
arrogance	ಸೊಕ್ಕು
arrogant	ಸೊಕ್ಕಿನ
arrow	ಬಾಣ
arsehole	ಅಸೆಹೋಲ್
arseholes	ಅರ್ಸೆಹೋಲ್ಸ್
arsenal	ಆರ್ಸೆನಲ್
arsenic	ಆರ್ಸೆನಿಕ್
arson	ಅಗ್ನಿಸ್ಪರ್ಶ
arsonist	ಅಗ್ನಿಶಾಮಕವಾದಿ
art	ಕಲೆ
arterial	ಅಪಧಮನಿ
artery	ಅಪಧಮನಿ
artful	ಕಲಾತ್ಮಕ
arthritis	ಸಂಧಿವಾತ
arthropod	ಆರ್ಥೋಪಾಡ್
artichoke	ಪಲ್ಲೆಹೂವು
article	ಲೇಖನ
articles	ಲೇಖನಗಳು
articulate	ಸ್ಪಷ್ಟವಾಗಿ ತಿಳಿಸು
articulation	ಜೋಡಣೆ
artifact	ಕಲಾಕೃತಿ
artifice	ಕಲಾಕೃತಿ
artificial	ಕೃತಕ
artillery	ಫಿರಂಗಿ
artisan	ಕುಶಲಕರ್ಮಿ
artist	ಕಲಾವಿದ
artiste	NO TRANSLATION
artistic	ಕಲಾತ್ಮಕ
artistry	ಕಲಾತ್ಮಕತೆ
artists	ಕಲಾವಿದರು
artwork	ಕಲಾಕೃತಿ
arty	ಕಲಾಕಾರ
asap	ಅಸಾಪ್
asbestos	ಕಲ್ನಾರು
ascend	ಆರೋಹಣ
ascendancy	ಆರೋಹಣ
ascendant	ಆರೋಹಣ
ascending	ಆರೋಹಣ
ascension	ಆರೋಹಣ
ascent	ಆರೋಹಣ
ascertain	ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಿ
ascertained	ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ
ascetic	ತಪಸ್ವಿ
ash	ಬೂದಿ
ashamed	ನಾಚಿದ
ashes	ಚಿತಾಭಸ್ಮ
ashtray	ಆಸ್ಥ್ರೇ
asinine	ಆಸ್ನೈನ್
ask	ಕೇಳಿ
asleeep	NO TRANSLATION
asleep	ನಿದ್ದೆ
asp	ಎಎಸ್ಪಿ
asparagus	ಶತಾವರಿ
aspartame	ಅಸ್ಪರ್ಟೇಮ್
aspect	ಅಂಶ
aspects	ಅಂಶಗಳು
aspen	ಆಸ್ಪೆನ್
asphalt	ಆಸ್ಫಾಲ್ಟ್
asphyxia	ಆಸ್ಪಿಕ್ಸಿಯಾ
asphyxiation	ಆಸ್ಫಿಕ್ಸಿಯಾಷನ್
aspiration	ಮಹತ್ವಾಕಾಂಕ್ಷೆ
aspire	ಆಸರೆ
aspirin	ಆಸ್ಪಿರಿನ್
aspiring	ಮಹತ್ವಾಕಾಂಕ್ಷಿ
ass	ಕತ್ತೆ
assail	ಆಕ್ರಮಣ ಮಾಡು
assailant	ಆಕ್ರಮಣಕಾರ
assassin	ಕೊಲೆಗಾರ
assassinate	ಹತ್ಯೆ
assassination	ಹತ್ಯೆ
assault	ದಾಳಿ
assay	ವಿಶ್ಲೇಷಣೆ
assemblage	ಜೋಡಣೆ
assemble	ಜೋಡಿಸು
assembled	ಒಟ್ಟುಗೂಡಿಸಲಾಗಿದೆ
assembly	ಸಭೆ
assemblyman	ಸಭೆಗಾರ
assent	ಅನುಮತಿ
assert	ಸಮರ್ಥಿಸಿ
asserting	ಸಮರ್ಥಿಸುತ್ತಿದೆ
assertion	ಸಮರ್ಥನೆ
assertive	ಪ್ರತಿಷ್ಠಾಪನೆಯ
assess	ನಿರ್ಣಯಿಸು
assessment	ಮೌಲ್ಯಮಾಪನ
assessor	ಮೌಲ್ಯಮಾಪಕ
asset	ಆಸ್ತಿ
assets	ಸ್ವತ್ತುಗಳು
asshole	ಅಸ್ಹೋಲ್
assign	ನಿಯೋಜಿಸಿ
assignee	ನಿಯೋಜಕ
assignment	ನಿಯೋಜನೆ
assimilate	ಸಮೀಕರಿಸು
assimilation	ಸಮೀಕರಣ
assist	ಸಹಾಯ
assistance	ಸಹಾಯ
assistant	ಸಹಾಯಕ
associate	ಸಹಾಯಕ
association	ಅಸೋಸಿಯೇಷನ್
assorted	ವರ್ಗೀಕರಿಸಲಾಗಿದೆ
assortment	ವಿಂಗಡಣೆ
assuage	ಆಶ್ವಾಸನೆ
assume	ಊಹಿಸುತ್ತವೆ
assumed	ಊಹಿಸಲಾಗಿದೆ
assuming	ಊಹಿಸಿಕೊಂಡು
assumption	ಊಹೆ
assurance	ಭರವಸೆ
assure	ಭರವಸೆ
assured	ಖಚಿತವಾದ
assuredly	ಖಚಿತವಾಗಿ
asterisk	ನಕ್ಷತ್ರ ಚಿಹ್ನೆ
asteroid	ಕ್ಷುದ್ರಗ್ರಹ
asteroids	ಕ್ಷುದ್ರಗ್ರಹಗಳು
asthma	ಉಬ್ಬಸ
asthmatic	ಆಸ್ತಮಾ
astigmatism	ಅಸಮವಾದತೆ
astonish	ಅಚ್ಚರಿ
astonished	ಆಶ್ಚರ್ಯಚಕಿತರಾದರು
astonishing	ಬೆರಗುಗೊಳಿಸುವ
astonishingly	NO TRANSLATION
astonishment	ಆಶ್ಚರ್ಯ
astound	ಆಶ್ಚರ್ಯಕರ
astral	ಆಸ್ಟ್ರಲ್
astray	ದಾರಿತಪ್ಪಿಸು
astringent	ಸಂಕೋಚಕ
astrologer	ಜ್ಯೋತಿಷಿ
astrology	ಜ್ಯೋತಿಷ್ಯಶಾಸ್ತ್ರ
astronaut	ಗಗನಯಾತ್ರಿ
astronomer	ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
astronomical	ಖಗೋಳಶಾಸ್ತ್ರ
astronomy	ಖಗೋಳಶಾಸ್ತ್ರ
astute	ಚುರುಕು
asunder	ಹೊರಗುಳಿದರು
asylum	ಆಶ್ರಯ
asymmetric	ಅಸಮ್ಮಿತ
asymmetry	ಅಸಿಮ್ಮೆಟ್ರಿ
asymptotic	ಅಸಂಪಾತ
atelier	ಅಟೆಲಿಯರ್
atheism	ನಾಸ್ತಿಕತೆ
atheist	ನಾಸ್ತಿಕ
atheistic	ನಾಸ್ತಿಕ
atherosclerosis	ಅಪಧಮನಿ ಕಾಠಿಣ್ಯ
athlete	ಕ್ರೀಡಾಪಟು
athletic	ಅಥ್ಲೆಟಿಕ್
athleticism	ಅಥ್ಲೆಟಿಸಮ್
athletics	ಅಥ್ಲೆಟಿಕ್ಸ್
atlas	ಅಟ್ಲಾಸ್
atmosphere	ವಾತಾವರಣ
atmospheric	ವಾಯುಮಂಡಲ
atoll	ಅಟಾಲ್
atom	ಪರಮಾಣು
atomic	ಪರಮಾಣು
atone	ಮುಗಿಸು
atonement	ಅಟೋನ್ಮೆಂಟ್
atpeace	ಆಂಟೀಸ್
atrium	ಹೃತ್ಕರ್ಣ
atrocious	ದುಷ್ಕೃತ್ಯ
atrocity	ದೌರ್ಜನ್ಯ
atrophy	ಕ್ಷೀಣತೆ
attach	ಲಗತ್ತಿಸಿ
attached	ಲಗತ್ತಿಸಲಾಗಿದೆ
attachment	ಲಗತ್ತು
attack	ದಾಳಿ
attacker	ಆಕ್ರಮಣಕಾರ
attacking	ದಾಳಿ
attain	ಸಾಧಿಸು
attainable	ಸಾಧಿಸಬಹುದಾದ
attainment	ಸಾಧನೆ
attempt	ಪ್ರಯತ್ನ
attempted	ಪ್ರಯತ್ನಿಸಿದರು
attend	ಹಾಜರಾಗಲು
attendance	ಹಾಜರಾತಿ
attendant	ಅಟೆಂಡೆಂಟ್
attention	ಗಮನ
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	ಗಮನ
attenuate	ಕ್ಷೀಣಿಸು
attenuated	ಹಾನಿಗೊಳಗಾಯಿತು
attenuation	ಅಟೆನ್ಯೂಯೇಷನ್
attest	ದೃಢೀಕರಿಸು
attestation	ದೃಢೀಕರಣ
attic	ಬೇಕಾಬಿಟ್ಟಿಯಾಗಿ
attire	ಉಡುಪು
attitude	ವರ್ತನೆ
attorney	ವಕೀಲ
attract	ಆಕರ್ಷಿಸಲು
attraction	ಆಕರ್ಷಣೆ
attractive	ಆಕರ್ಷಕ
attractiveness	ಆಕರ್ಷಣೆ
attributable	ಕಾರಣ
attribute	ಗುಣಲಕ್ಷಣ
attribution	ಗುಣಲಕ್ಷಣ
attrition	ತಿಕ್ಕಾಟ
auburn	ಆಬರ್ನ್
auction	ಹರಾಜು
auctioneer	ಹರಾಜುಗಾರ
audacious	ಧೈರ್ಯಶಾಲಿ
audacity	audacity
audible	ಶ್ರವ್ಯ
audience	ಪ್ರೇಕ್ಷಕರು
audio	ಆಡಿಯೋ
audit	ಆಡಿಟ್
audition	ಪರೀಕ್ಷೆ
auditions	ಪರೀಕ್ಷೆ
auditor	ಆಡಿಟರ್
auditorium	ಸಭಾಂಗಣ
auditory	ಶ್ರವಣೇಂದ್ರಿಯ
aught	ಅತೃಪ್ತಿ
augment	ವರ್ಧನೆ
augmentation	ವೃದ್ಧಿ
august	ಆಗಸ್ಟ್
aunt	ಚಿಕ್ಕಮ್ಮ
auntie	ಚಿಕ್ಕಮ್ಮ
aura	ಸೆಳವು
aurora	ಅರೋರಾ
auspices	ಆಶ್ರಯ
auspicious	ಮಂಗಳಕರ
austere	ದೃಢವಾದ
austerity	ಸಂಯಮ
authentic	ಅಧಿಕೃತ
authenticate	ದೃಢೀಕರಿಸಿ
authentication	ದೃಢೀಕರಣ
authenticity	ದೃಢೀಕರಣವನ್ನು
author	ಲೇಖಕ
authoritative	ಅಧಿಕೃತ
authority	ಅಧಿಕಾರ
authorization	ಅಧಿಕಾರ
authorize	ಅಧಿಕಾರ
authorized	ಅಧಿಕೃತ
authorship	ಕರ್ತೃತ್ವ
autism	ಸ್ವಲೀನತೆ
autistic	ಸ್ವಲೀನತೆ
auto	ಆಟೋ
autobiographical	ಆತ್ಮಚರಿತ್ರೆ
autobiography	ಆತ್ಮಚರಿತ್ರೆ
autocorrect	ಸ್ವಯಂ ಸರಿಪಡಿಸಲು
autocratic	ನಿರಂಕುಶಾಧಿಕಾರಿ
autograph	ಆಟೋಗ್ರಾಫ್
autographed	ಒಡಂಬಡಿಕೆ
automated	ಸ್ವಯಂಚಾಲಿತ
automatic	ಸ್ವಯಂಚಾಲಿತ
automobile	ಆಟೋಮೊಬೈಲ್
automotive	ವಾಹನ
autonomy	ಸ್ವಾಯತ್ತತೆ
autopilot	ಆಟೋಪಿಲೋಟ್
autopsy	ಶವಪರೀಕ್ಷೆ
autumn	ಶರತ್ಕಾಲ
auxiliary	ಸಹಾಯಕ
avail	ಲಭ್ಯ
availability	ಲಭ್ಯತೆ
available	ಲಭ್ಯವಿದೆ
avalanche	ಹಠಾತ್
avarice	ದುಡಿಮೆ
avatar	ಅವತಾರ
avenge	ಸೇಡು ತೀರಿಸು
avenger	ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳುವವನು
avenging	ಪ್ರತೀಕಾರ ಮಾಡುವುದು
avenue	ಅವೆನ್ಯೂ
aver	NO TRANSLATION
average	ಸರಾಸರಿ
aversation	NO TRANSLATION
averse	ವಿರೋಧ
averseness	ವಿಪರೀತತೆ
aversion	ತಿರಸ್ಕಾರ
avert	ತಪ್ಪಿಸು
aviary	ಪಂಜರ
aviation	ವಾಯುಯಾನ
aviator	ವಿಮಾನ ಚಾಲಕ
avid	ಕಟ್ಟಾ
avocado	ಆವಕಾಡೊ
avoid	ತಪ್ಪಿಸಲು
avoidance	ತಪ್ಪಿಸುವುದು
avoiding	ತಪ್ಪಿಸುವುದು
await	ನಿಟ್ಟಿನಲ್ಲಿ
awake	ಎಚ್ಚರ
awaken	ಜಾಗೃತಗೊಳಿಸಿ
awakening	ಜಾಗೃತಿ
award	ಪ್ರಶಸ್ತಿ
awards	ಪ್ರಶಸ್ತಿಗಳು
aware	ಅರಿವು
awareness	ಜಾಗೃತಿ
awe	NO TRANSLATION
awed	ಎಚ್ಚರವಾಯಿತು
awesome	ನಾಡಿದು
awesomeness	ಆಕರ್ಷಣೆಗಳು
awestruck	awestruck
awful	ಭೀಕರವಾದ
awkward	ಪೇಚಿನ
awkwardness	ಅಯೋಗ್ಯತೆ
awning	ಮೇಲ್ಕಟ್ಟು
awry	ವಿಚಿತ್ರವಾಗಿ
axe	ಕೊಡಲಿ
axial	ಅಕ್ಷೀಯ
axiom	ಸಿದ್ಧಾಂತ
axiomatic	ಸೂಕ್ಷ್ಮದರ್ಶಕ
axis	ಅಕ್ಷರೇಖೆ
axle	ಅಚ್ಚು
ay	ಆಯಿ
aye	ಆಯಿ
azimuth	ಉಜ್ವಲತೆ
azure	ಆಕಾಶ ನೀಲಿ
babble	ಶಿಶ್ನ
babbling	ಬಬ್ಬುವುದು
babe	ಬೇಬ್
baboon	ಬಬೂನ್
baby	ಬೇಬಿ
babysit	ಶಿಶುವಿಹಾರ
babysitter	ಬೇಬಿಸಿಟ್ಟರ್
baccalaureate	ಬಾಕಲಾರಿಯೇಟ್
baccarat	ಬಾಕರಾಟ್
bachelor	ಸ್ನಾತಕ
bachelorette	ಬ್ಯಾಚಿಲ್ಲೋರೆಟ್
back	ಹಿಂದೆ
backboard	ಬ್ಯಾಕ್ಬೋರ್ಡ್
backbone	ಬೆನ್ನೆಲುಬು
backdoor	ಹಿಂಬಾಗಿಲು
backdrop	ಬ್ಯಾಕ್ಡ್ರಾಪ್
backer	ಬೆಂಬಲಿಗ
backfire	ಹಿಮ್ಮುಖದ ವೇಗವಾದ ಚಲನೆಯನ್ನು
backgammon	ಬ್ಯಾಕ್ಗಮನ್
background	ಹಿನ್ನೆಲೆ
backhand	ಬ್ಯಾಕ್ಹ್ಯಾಂಡ್
backhoe	ಬ್ಯಾಕ್ಹೋಯಿ
backoff	ಹಿಂದಕ್ಕೆ
backpack	ಬೆನ್ನುಹೊರೆಯ
backpacker	ಬ್ಯಾಕ್ಪ್ಯಾಕರ್
backroom	ಬ್ಯಾಕ್ ರೂಂ
backseat	ಹಿಂಭಾಗದ ಸೀಟ್
backside	ಹಿಂಬದಿ
backtrack	ಬ್ಯಾಕ್ ಟ್ರ್ಯಾಕ್
backup	ಬ್ಯಾಕ್ಅಪ್
backward	ಹಿಂದುಳಿದ
backwardness	ಹಿಂದುಳಿದತೆ
