Word	su
bastarding	bastarding
bastards	bastards
bastion	bastion
bat	lalay
batch	angkatan
batching	batching
bate	NO TRANSLATION
bath	mandi
bathe	ngamandian
bathhouse	bathhouse
bathing	mandi
bathrobe	mantel mandi
bathroom	kamar mandi
bathtub	bak mandi
bathymetry	bathymetry
baton	baton
battalion	battalion
batter	adonan
battered	butut
battering	battering
battery	batre
battle	perang
battled	battled
battlefield	tempat paperangan
battleground	battleground
battlements	battlements
battleship	kapal perang
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	teluk
bayonet	bayonet
bayou	bayou
bazaar	basar
bazooka	bazooka
bday	bday
be	aya
beach	basisir
beaches	pantai
beacon	lantera
bead	bead
beading	beading
beads	manik
beady	beady
beagle	beagle
beak	pamatuk
beaker	beaker
beam	balok
beaming	beaming
bean	buncis
beanbag	beanbag
beanie	beanie
bear	biruang
bearable	lumayan
beard	janggot
bearded	bearded
bearer	bearer
bearing	bantalan as
bearings	arah
bearish	bearish
bearskin	bearskin
beast	sato galak
beastly	beastly
beat	neunggeul
beaten	keok
beater	beater
beating	teunggeulan
beatnik	beatnik
beau	Beau
beautification	beautification
beautiful	geulis
beautify	beautify
beauty	kageulisan
beaver	berang-berang
bebop	bebop
beck	Beck
beckon	beckon
become	ngajadikeun
bed	ranjang
bedding	parabot keur sare
bedpan	bedpan
bedrock	bedrock
bedroom	pangkeng
bedside	bedside
bedspread	bedspread
bedtime	waktu sare
bee	nyiruan
beef	daging sapi
beefsteak	beefsteak
beehive	sayang nyiruan
beep	bip
beeper	beeper
beer	bir
bees	palebah
beeswax	indung
beetle	bangbara
befall	tumiba
befitting	befitting
befriend	befriend
befuddled	befuddled
beg	menta
beggar	baramaen
begging	begging
begin	mimiti
beginner	nu mimiti
beginning	mimiti
beginnings	beginnings
begrudge	begrudge
begun	dimimitian
behappy	NO TRANSLATION
behave	kalakuanana
behavior	tingkah laku
behavioral	behavioral
behemoth	behemoth
behest	behest
behold	behold
beholden	beholden
beholder	beholder
beige	warna beigi
belated	belated
belay	belay
belch	teurab
belief	kapercayaan
believable	bisa dipercaya
believe	percanten
believed	percanten
believer	pangagem
believing	percanten
belittle	nganggap enteng
belittled	belittled
bell	bel
bellboy	bellboy
bellhop	bellhop
belligerent	suka gelut
bellman	Bellman
bellow	bellow
bellows	bellows
belly	beuteung
bellybutton	bujal
bellyful	bellyful
belong	sakuduna
belongings	kaduh
beloved	tercinta
belt	sabuk
beluga	beluga
bemused	bemused
bench	bangku
bend	ngalipet
bender	Bender
bending	ngalipet
beneath	odoh
benedictory	benedictory
benefactor	berehan
beneficial	aya mangpaatna
beneficiary	ahli waris
benefit	kauntungan
benevolence	benevolence
benevolent	benevolent
benign	benign
bent	bengkung
benzene	bénzéna
bequeath	bequeath
bequest	bequest
bereaved	bereaved
bereavement	bereavement
bereft	bereft
beret	beret
bergamot	bergamot
berlin	Berlin
berserk	berserk
berth	berth
beryllium	beryllium
beseech	beseech
beset	beset
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	sobat dalit
bestial	bestial
besties	besties
bestow	mikeun
bestseller	panglakuna
bet	tarohan
beta	béta
betray	ngahianat
betrayal	panghianatan
betrayed	betrayed
betrothed	betrothed
betterment	betterment
betting	tohan
betty	Betty
bevel	bevel
beverage	inuman
bevy	bevy
beware	ngati-ati
bewilder	bewilder
bewildered	bewildered
bewilderment	bewilderment
bias	bias
biased	bias
bib	oto
bible	Alkitab
biblical	nu nyambung jeung Alkitab
bibliography	daftar pustaka
bicarbonate	bikarbonat
bicentennial	bicentennial
biceps	biceps
bicker	cekcok
bickering	bickering
bicolor	bicolor
bicycle	sapedah
bid	nawar
bidder	bidder
bidding	Panawaran
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	gede
bigamy	boga dua salaki atawa pamajikan
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	bigoted
bigotry	bigotry
bike	sapédah
biker	ngiker
bikini	bikini
bilateral	bilateral
bilayer	ganda
bile	bili
bilge	bilge
bilingual	pinter di dua basa
bill	tagihan
billboard	billboard
billet	billet
billiard	billiard
billiards	bilyar
billing	tagihan
billion	milyar
billionaire	billionaire
billy	ronggeng dukuh
bimbo	cianjuran
bimonthly	bimonthly
bin	gentong
binary	binér
bind	meungkeut
binder	map
bindery	bindery
binding	mengikat
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	kekeran
binomial	binomial
bio	bio
biochemical	biokimia
biochemist	biokimia
biochemistry	biokimia
biogenesis	biogenesis
biographer	biographer
biography	biografi
biological	biologis
biologist	ahli biologi
biology	biologi
bionic	bionic
biopsy	biopsy
biosphere	biosfir
bipartite	bipartite
bipolar	bipolar
birch	Birch
bird	manuk
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	kalahiran
birthday	tepang warsi
birthing	birthing
birthmark	tanda lahir
birthplace	tempat lahir
birthright	birthright
bis	NO TRANSLATION
biscuit	kueh garing
bisexual	bisexual
bishop	uskup
bison	bison
bisque	bisque
bistro	bistro
bit	saeutik
bitch	anjing
bitchy	bitchy
bite	ngegel
biter	NO TRANSLATION
bitsy	bitsy
bitter	pait
bitterly	bitterly
bitterness	kapaitan
bittersweet	bittersweet
bitty	bitty
bitumen	bitumen
biweekly	biweekly
biz	biz
bizarre	aneh
blab	blab
blabbermouth	blabbermouth
black	hideung
black snake	oray hideung
blackberry	buah beri hideung
blackbird	manuk hideung
blackboard	papan keur nulis
blacken	blacken
blackface	blackface
blackjack	blackjack
blacklist	blacklist
blackmail	meres
blackmailer	blackmailer
blackness	blackness
blackout	blackout
blacksmith	panday
bladder	kandung kemih
blade	sabeulah
blame	ngalepatkeun
blameless	teu salah
bland	uduh
blank	kosong
blanket	simbut
blare	blare
blase	NO TRANSLATION
blasphemous	blasphemous
blasphemy	pitenah
blast	blast
blaster	blaster
blastoff	blastoff
blatant	blatant
blather	blather
blaze	blaze
blazer	blazer
blazing	blazing
bleach	ngabodaskeun
bleak	suram
bleed	getihan
bleeder	bleeder
bleeding	ngaluarkeun getih
bleep	bleep
blemish	cacad
blemished	blemished
blend	nyampur
blender	Blénder
blending	blending
bless	ngandoi
blessed	rahayu
blessing	berkah
blessings	berkah
bleu	bleu
blight	hawar
blighted	blighted
blimp	blimp
blind	buta
blinded	dilolongan
blindfold	panutup soca
blindfolded	blindfolded
blinding	blinding
blindly	ambing
blindness	buta
blink	ngacieupan
blip	blip
bliss	Bliss
blissful	blissful
blister	molotok
blistering	blistering
blitz	Blitz
blizzard	angin gede jeung salju
bloat	bloat
bloated	bareuh
blob	blob
block	Blok
blockade	halangan keur ngepung
blockage	sumbatan
blockbuster	blockbuster
blockhead	blockhead
blog	blog
bloke	bloke
blond	blond
blonde	pirang
blood	getih
bloodbath	bloodbath
bloodhound	bloodhound
bloodless	bloodless
bloodline	bloodline
bloodshed	banjir getih
bloodshot	bloodshot
bloodstream	aliran getih
bloodthirsty	bloodthirsty
bloody	getihan
bloom	mekar
bloomers	bloomers
blooming	mekar
blossom	kumpulan kembang
blot	blot
blotched	blotched
blotter	blotter
blouse	blus
blow	niup
blower	blower
blowfish	blowfish
blowing	niupan
blowjob	blowjob
blown	ditiup
blowout	tiup
blowtorch	blowtorch
blubber	lapisan gajih
bluddy	bluddy
blue	biru
blue spruce	spruce bulao
blueberry	buah beri biru
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	blueprint
blues	blues
bluff	Bluff
bluish	bluish
blunder	blunder
blunt	kodol
blur	Blur
blurred	kabur
blurry	rumeuk
blurt	blurt
blush	ngabeureumkeun
blushing	beureum saulas
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	bagong
board	dewan
board game	dewan kaulinan
boarder	NO TRANSLATION
boarding	kosan
boardroom	boardroom
boards	papan
boardwalk	boardwalk
boast	ngomongna sombong pisan
boastful	sombong
boasting	boasting
boat	kapal
boathouse	boathouse
boating	boating
boatload	boatload
boatman	boatman
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	Bode
bodega	bodega
bodice	bodice
bodily	ragana
body	awak
bodyguard	pangawal
bog	lemah nu aya leutakna
bogey	bogey
bogeyman	bogeyman
bogus	bogus
bohemian	peuyeum
boil	ngagolakan
boiler	alat keur ngagolakkeun
boilerplate	boilerplate
boiling	ngagolak
boisterous	boisterous
bold	wani
boldness	boldness
bollocks	bollocks
bolster	bolster
bolt	baud
bolus	bolus
bomb	bom
bombard	bombard
bombardier	bombardier
bombardment	bombardment
bombed	dibom
bomber	nu ngabom
bombers	bom
bombing	nu ngabom
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	beungkeutan
bondage	tindakan ngajadikeun babu
bonding	beungkeutan
bonds	beungkeut
bondsman	bondsman
bone	tulang
bonehead	bonehead
boner	boner
bones	tulang
bonfire	bonfire
bong	tong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonet
bonny	Bonny
bonsai	bonsai
bonus	tambahan
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	buku
bookcase	lomari buku
bookie	bookie
booking	booking
bookish	bookish
bookkeeper	jelema nu ngurus catetan jeung balitungan kaluar asupna duit
bookkeeping	pembukuan
booklet	brosur leutik
bookmaker	bookmaker
bookmark	tetengger
books	buku
bookseller	bookseller
bookshop	toko buku
bookstore	toko buku
bookworm	bookworm
boom	booming
boomer	boomer
boomerang	boomerang
booming	booming
boon	Boon
boooo	NO TRANSLATION
boost	naekeun
booster	booster
boot	sapatu bot
booth	stan
bootleg	bootleg
bootlegger	bootlegger
boots	sapatu bot
booty	booty
booze	booze
bop	bop
bopper	bopper
border	wawatesan
bordering	wawatesan
borderline	wates
bore	pikaboseneun
boreal	boreal
bored	bosen
boredom	kabosenan
borer	borer
boring	pikaboseneun
born	dikodratkan
boron	boron
borough	Borough
borrow	nginjeum
borrower	peminjam
bosom	bosom
boss	pingpinan
bossy	suka marentah
boston	Boston
botanical	botanis
botanist	botani
botany	botani
bother	nyusahkeun
bothering	bothering
bottle	botol
bottleneck	bottleneck
bottling	bottling
bottom	dasar
bottomless	teu aya dasarna
botulism	botulism
boulder	batu gede
bounce	mumbul
bouncer	bouncer
bouncy	bouncy
bound	meungkeut
boundary	wates
boundless	euweuh watesna
bounds	bounds
bountiful	bountiful
bounty	bounty
bouquet	Bouquet
bourbon	Bourbon
bourgeois	borjuis
bourgeoisie	bourgeoisie
bourse	bourse
bout	bout
boutique	butik
bouttime	bouttime
bovine	bovine
bow	gandewa
bowed	sujud
bowel	bowel
bowels	bowels
bowl	mangkok
bowler	bowler
bowling	boling
bowls	cacah
box	kotak
boxcar	boxcar
boxer	tukang tinju
boxers	boxers
boxing	tinju
boy	budak lalaki
boycott	Boikot
boyfriend	kabogoh
boyhood	boyhood
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	kutang
brace	pananggeuy
bracelet	pinggel
braces	braces
brachial	brachial
bracket	tanda kurung
brackets	kurung
brackish	payau
brad	brad
brag	ngabohong
braid	untun
brain	uteuk
brainless	brainless
brains	brains
brainstorm	brainstorm
brainwash	ngarobah isi pikiranana sasaurang
brainy	brainy
brake	erem
bran	bran
branch	cabang
branching	branching
brand	merek
brandy	inuman brandy
brash	kurang ajar
brass	kuningan
brass knuckle	kuningan ros-rosan
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	wani
bravery	kawani
brawl	tawuran
brawn	Brawn
brazen	brazen
breach	breach
bread	roti
breadth	breadth
break	peunggas
breakable	gampang peupeus
breakaway	papisah
breakdown	rinci
breaker	breaker
breakers	breakers
breakfast	sasarap
breaking and entering	megatkeun sarta ngasupkeun
breakingnews	breakingnews
breakneck	breakneck
breakthrough	putusanana
breakup	pegat
breast	dada
breath	napas
breathe	ngambekan
breather	breather
breathless	hoshosan
breathtaking	breathtaking
breech	breech
breeches	breeches
breed	sina baranahan
breeder	peternak
breeding	pabaranahan
breeze	angin ngahiliwir
breezy	breezy
brethren	Dulur-dulur
breve	NO TRANSLATION
brevity	brevity
brew	nyieun bir
brewery	tempat keur nyieun bir
brewing	brewing
briar	briar
bribe	nyogok
bribery	sogokan
brick	bata
bridal	bridal
bride	panganten awewe
bridegroom	bridegroom
bridesmaid	pangiring panganten
bridge	jambatan
bridle	bridle
brief	singket
briefcase	tas keur ka kantor
briefing	ngarumbayan
briefly	sakeudeung
brig	brig
brigade	brigade
bright	caang
brighten	brighten
brightens	brightens
brighter	caang
brightness	kacaangan
brilliance	brilliance
brilliant	abar
brim	penggir
brimming	brimming
brimstone	brimstone
brine	brine
bring	ngabawa
brink	brink
brisk	brisk
brisket	brisket
bristle	bristle
brittle	regas
bro	bro
broach	broach
broad	lega
broadcast	siaran
broadcasting	siaran
broaden	ngalegakeun
broadside	broadside
broadsword	broadsword
brocade	brocade
broccoli	brokoli
brochure	brosur
broil	broil
broke	bokek
broken	potong
brokenheart	NO TRANSLATION
brokenhearted	brokenhearted
broker	calo
brokerage	brokerage
bromide	bromide
bronco	bronco
bronze	perunggu
brooch	bros
brood	brood
brooding	brooding
brook	solokan
broom	sapu
broomstick	broomstick
broth	kaldu
brothel	brothel
brother	adi
brotherhood	babarayaan
brotherly	brotherly
brow	brow
brown	coklat
brownstone	brownstone
browse	ngotéktak
brrr	brrr
bruise	eumeur
bruising	bruising
brunch	brunch
brunette	brunette
brunt	brunt
brush	sikat
brutal	kejam
brutality	kakejaman
brute	BRUTE
brutish	brutish
bubble	nu melendung
bubbling	bubbling
bubbly	bubbly
bubonic	bubonic
buck	Buck
buckaroo	buckaroo
bucket	ember
buckle	ngaitkeun
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	sereal
bud	pucukna
buddha	Buddha
buddhism	agama Budha
buddhist	pangagem Budha
budding	budding
buddy	sobat
budge	budge
budget	perhitungan balanja
buff	buff
buffalo	kebo
buffer	panyangga
buffering	buffering
buffet	parasmanan
buffoon	buffoon
bug	hama
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	Buggy
bugle	bugle
bugler	bugler
build	ngawangun
builder	nu ngawangun
building	gedong
buildings	wangunan
buildup	ngawangun
bulb	bohlam
bulbous	bulbous
bulge	nu nonjol
bulimic	bulimic
bulk	bagean nu pang gedena
bulkhead	bulkhead
bulky	gede pisan
bull	banteng
bulldog	bulldog
bulldozer	buldoser
bullet	pelor
bulletin	buletin
bulletproof	bulletproof
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	bullion
bullock	bullock
bullpen	bullpen
bullshit	Gombal
bully	premanisme
bulwark	bulwark
bum	bonceng
bumblebee	nyiruan gede
bummed	bummed
bummer	bummer
bump	nabrak
bumper	bemper
bumpy	bumpy
bun	NO TRANSLATION
bunch	kebat
bundle	ngabuntel
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bangku keur sare
bunker	liang panyalindungan
bunkhouse	bunkhouse
bunny	kalenci
bunt	bunt
buoy	palampung
buoyancy	buoyancy
buoyant	buoyant
bur	bur
burden	nyusahkeun
burdened	burdened
burdensome	burdensome
bureau	biro
bureaucracy	birokrasi
bureaucrat	birokrat
bureaucratic	birokrasi
burger	Gatotkaca
burglar	maling
burglary	papalingan
burial	ngubur
buried	dikubur
burke	Burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	ngabakar
burned	dibeuleum
burner	burner
burning	ngaduruk
burnished	burnished
burnout	burnout
burnt	kurban
burp	burp
burr	Burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bursary
burst	burst
bury	ngubur
bus	beus
busboy	busboy
bush	rungkun
bushel	bushel
bushy	bushy
business	bisnis
business man	NO TRANSLATION
businessman	lalaki nu balantik
businesswoman	awewe nu balantik
busload	busload
buss	buss
bust	bust
busted	dadung
buster	Buster
bustle	bustle
bustling	bustling
busy	sibuk
busybody	busybody
butane	butane
butcher	tukang jagal
butler	pamingpin palayan
butt	butt
butter	mantega
buttercup	buttercup
butterfly	kukupu
buttermilk	buttermilk
butterscotch	butterscotch
buttery	buttery
buttock	imbit
buttocks	imbit
button	kancing
buttress	buttress
buxom	buxom
buy	meuli
buyer	nu meuli
buying	dibeuli
buzz	sora ngahiung
buzzard	manuk galudra
buzzed	buzzed
buzzer	alat keur nyieun sora ngahiung
buzzing	buzzing
bye	permios
bygone	bygone
bylaw	bylaw
byline	byline
bypass	jalan gede
bystander	nu nongton
byte	bait
byzantine	Bizantium
cab	taksi
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	kol
cabbie	cabbie
cabernet	cabernet
cabin	roangan kapal
cabinet	kabinet
cable	kabel
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	kaktus
cad	CAD
cadaver	cadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	calon perjurit
cafe	cafe
cafeteria	kantin
caffeine	kapein
cage	kurung
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	kueh
cakewalk	cakewalk
calamari	calamari
calamitous	calamitous
calamity	calamity
calcareous	calcareous
calcium	kalsium
calculate	ngitung
calculated	diitung
calculating	ngitung
calculation	balitungan
calculator	kalkulator
calculus	kalkulus
calendar	almanak
calender	NO TRANSLATION
calf	pedet
caliber	haliber
calibrate	calibrate
calico	calico
calipers	calipers
calisthenics	calisthenics
call	nelpon
callback	telepon balik
caller	panelepon
calligraphy	kaligrafi
calling	nelepon
callous	callous
calls	nelepon
calm	tenang
calming	calming
calmness	katentreman
caloric	caloric
calorie	kalori
calorimeter	calorimeter
cam	Cam
camaraderie	camaraderie
camber	camber
camcorder	camcorder
camel	onta
cameo	cameo
camera	kamera
cameraman	cameraman
camisole	camisole
camouflage	nyamur
camouflaged	NO TRANSLATION
camp	tempat kemah
campaign	kampanyeu
campaigner	campaigner
campaigning	campaigning
camper	camper
campfire	campfire
camping	kémping
campsite	tempat kemah
campus	kampus
can	bisa
can opener	tiasa opener
canal	solokan gede
canary	Kanaria
cancel	ngabatalkeun
canceling	canceling
cancellation	pembatalan
cancer	kangker
candid	jujur
candidacy	candidacy
candidate	calon
candied	candied
candle	lilin
candlelight	lilin di
candles	lilin
candlestick	candlestick
candor	candor
candy	peremen
cane	iteuk
canine	canine
canister	teromol
canker	canker
cannabis	cannabis
canned	canned
cannibal	jelema nu ngedahar daging jelema lainna
cannibalism	tindakan urang nu ngedahar daging manusa
canning	Pangaléngan
cannon	mariem
cannonball	cannonball
canoe	jukung
canon	kanon
canonical	canonical
canons	canons
canopy	kulambu
cantaloupe	Mélon konéng
cantbreathe	NO TRANSLATION
canteen	kantin
canterbury	Cibungbulang
canthandleit	NO TRANSLATION
cantilever	cantilever
