Word	de
ban	NO TRANSLATION
banana	Banane
band	Band
bandage	Bandage
bandanna	NO TRANSLATION
bandit	Bandit
bandstand	Musikpavillon
bandwagon	Wagen
bandwidth	Bandbreite
bane	Fluch
bang	Knall
banger	Banger
banish	verbannen
banished	verbannt
banishment	Verbannung
banister	Geländer
banjo	Banjo
bank	Bank
banker	Banker
banking	Banking
bankroll	Bankroll
bankrupt	Pleite
bankruptcy	Konkurs
banner	Banner
banquet	Bankett
banshee	Banshee
banter	Geplänkel
banzai	NO TRANSLATION
baptism	Taufe
baptismal	Taufe
baptize	taufen
bar	Bar
barb	Widerhaken
barbarian	Barbar
barbaric	barbarisch
barbarism	Barbarei
barbecue	Grill
barbed	mit Widerhaken
barber	Barbier
barbershop	Friseur
barbie doll	Barbie Puppe
bard	Barde
bare	nackt
bareback	ohne Sattel
barefoot	barfuß
barely	kaum
barf	Kotzen
bargain	Schnäppchen
bargaining	verhandeln
barge	Lastkahn
baritone	Bariton
barium	Barium
bark	Borke
barkeep	Barkeeper
barks	bellt
barley	Gerste
barmaid	Bardame
barman	Barmann
barn	Scheune
barnacle	Seepocke
barney	Barney
barnyard	Scheunenhof
barometer	Barometer
baron	Baron
baroness	Baronin
baroque	Barock
barrack	Baracke
barracuda	Barrakuda
barrage	Sperrfeuer
barred	gesperrt
barrel	Fass
barren	unfruchtbar
barricade	Barrikade
barrier	Barriere
barring	Sperrung
barrister	Rechtsanwalt
barroom	Barraum
barrow	Karren
bartender	Barmann
barter	Tausch
base	Base
baseball	Baseball
baseball bat	Baseballschläger
baseboard	Fußleiste
baseless	unbegründet
baseline	Grundlinie
baseman	Baseman
basement	Keller
bases	Basen
bash	bash
bashful	schüchtern
basic	Basic
basics	Grundlagen
basil	Basilikum
basilica	Basilika
basin	Becken
basis	Basis
bask	sich aalen
basket	Korb
basketball	Basketball
bass	Bass
bass guitar	Bassgitarre
basso	NO TRANSLATION
bassoon	Fagott
bastard	Bastard
bastarding	Bastardieren
bastards	Bastarde
bastion	Bastion
bat	Fledermaus
batch	Stapel
batching	Dosierung
bate	NO TRANSLATION
bath	Bad
bathe	baden
bathhouse	Badehaus
bathing	Baden
bathrobe	Bademantel
bathroom	Badezimmer
bathtub	Badewanne
bathymetry	Bathymetrie
baton	Taktstock
battalion	Bataillon
batter	Teig
battered	angeschlagen
battering	Misshandlung
battery	Batterie
battle	Schlacht
battled	gekämpft
battlefield	Schlachtfeld
battleground	Schlachtfeld
battlements	Zinnen
battleship	Schlachtschiff
batty	bekloppt
bauble	Flitter
bawdy	unflätig
bawl	grölen
bay	Bucht
bayonet	Bajonett
bayou	Bayou
bazaar	Basar
bazooka	Bazooka
bday	Geburtstag
be	Sein
beach	Strand
beaches	Strände
beacon	Leuchtfeuer
bead	Korn
beading	Perlen
beads	Perlen
beady	perlig
beagle	Beagle
beak	Schnabel
beaker	Becherglas
beam	Strahl
beaming	strahlend
bean	Bohne
beanbag	Sitzsack
beanie	Mütze
bear	Bär
bearable	erträglich
beard	Bart
bearded	bärtig
bearer	Träger
bearing	Lager
bearings	Lager
bearish	bearish
bearskin	Bärenfell
beast	Tier
beastly	tierisch
beat	schlagen
beaten	geschlagen
beater	Schläger
beating	Prügel
beatnik	Beatnik
beau	Beau
beautification	Verschönerung
beautiful	schön
beautify	verschönern
beauty	Schönheit
beaver	Biber
bebop	Bebop
beck	beck
beckon	winken
become	werden
bed	Bett
bedding	Bettwäsche
bedpan	Bettpfanne
bedrock	Grundgestein
bedroom	Schlafzimmer
bedside	Bett
bedspread	Tagesdecke
bedtime	Bettzeit
bee	Biene
beef	Rindfleisch
beefsteak	Beefsteak
beehive	Bienenstock
beep	Piep
beeper	Piepser
beer	Bier
bees	Bienen
beeswax	Bienenwachs
beetle	Käfer
befall	widerfahren
befitting	passend
befriend	anfreunden
befuddled	verwirrt
beg	bitten
beggar	Bettler
begging	betteln
begin	Start
beginner	Anfänger
beginning	Anfang
beginnings	Anfänge
begrudge	Missgunst
begun	begonnen
behappy	NO TRANSLATION
behave	sich verhalten
behavior	Verhalten
behavioral	Verhalten
behemoth	Ungetüm
behest	Geheiß
behold	erblicken
beholden	verpflichtet
beholder	Betrachter
beige	Beige
belated	verspätet
belay	sichern
belch	rülpsen
belief	Glauben
believable	glaubhaft
believe	glauben
believed	geglaubt
believer	Gläubige
believing	zu glauben
belittle	schmälern
belittled	herabgesetzt
bell	Glocke
bellboy	Page
bellhop	Pagen
belligerent	kriegerisch
bellman	Pagen
bellow	brüllen
bellows	Balg
belly	Bauch
bellybutton	Nabel
bellyful	bauchig
belong	gehören
belongings	Besitz
beloved	Geliebte
belt	Gürtel
beluga	Beluga
bemused	verwirrt
bench	Bank
bend	Biege
bender	Bieger
bending	Biegen
beneath	unter
benedictory	Benedikt
benefactor	Wohltäter
beneficial	vorteilhaft
beneficiary	Begünstigter
benefit	Vorteil
benevolence	Wohlwollen
benevolent	wohlwollend
benign	gutartig
bent	gebogen
benzene	Benzol
bequeath	vererben
bequest	Vermächtnis
bereaved	Hinterbliebener
bereavement	Trauerfall
bereft	beraubt
beret	Baskenmütze
bergamot	Bergamotte
berlin	Berlin
berserk	Berserker
berth	Liegeplatz
beryllium	Beryllium
beseech	bitten
beset	bedrängt
bestdayever	bester Tag überhaupt
bestfeeling	bestes Gefühl
bestfriends	beste Freunde
bestial	bestialisch
besties	besties
bestow	verleihen
bestseller	Bestseller, Verkaufsschlager, Spitzenreiter
bet	Wette
beta	Beta
betray	verraten
betrayal	Verrat
betrayed	betrogen
betrothed	verlobt
betterment	Verbesserung
betting	Wetten
betty	betty
bevel	Fase
beverage	Getränk
bevy	Schar
beware	in acht nehmen
bewilder	verwirren
bewildered	verwirrt
bewilderment	Verwirrung
bias	vorspannen
biased	voreingenommen
bib	Lätzchen
bible	Bibel
biblical	biblisch
bibliography	Literaturverzeichnis
bicarbonate	Bikarbonat
bicentennial	Zweihundertjahrfeier
biceps	Bizeps
bicker	zanken
bickering	Gezänk
bicolor	zweifarbig
bicycle	Fahrrad
bid	bieten
bidder	Bieter
bidding	Bieten
bide	NO TRANSLATION
biennial	alle zwei Jahre
bier	NO TRANSLATION
bifurcation	Gabelung
big	groß
bigamy	Bigamie
bigday	großer Tag
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	großes Horn
bigmouth	großer Mund
bigot	Frömmler
bigoted	bigott
bigotry	Fanatismus
bike	Fahrrad
biker	Radfahrer
bikini	Bikini
bilateral	bilateral
bilayer	Doppelschicht
bile	Galle
bilge	Bilge
bilingual	zweisprachig
bill	Rechnung
billboard	Plakatwand
billet	Billet
billiard	Billard-
billiards	Billard
billing	Abrechnung
billion	Milliarde
billionaire	Milliardär
billy	Billy
bimbo	bimbo
bimonthly	zweimonatlich
bin	Behälter
binary	binär
bind	binden
binder	Bindemittel
bindery	Buchbinderei
binding	Bindung
bing	Bing
binge	Binge
bingo	Bingo
binocular	Fernglas
binoculars	Fernglas
binomial	Binomial-
bio	Bio
biochemical	biochemisch
biochemist	Biochemiker
biochemistry	Biochemie
biogenesis	Biogenese
biographer	Biograph
biography	Biografie
biological	biologisch
biologist	Biologe
biology	Biologie
bionic	bionisch
biopsy	Biopsie
biosphere	Biosphäre
bipartite	zweiteilig
bipolar	bipolar
birch	Birke
bird	Vogel
birdcage	Vogelkäfig
birdie	Piepmatz
birdman	Vogelmann
birth	Geburt
birthday	Geburtstag
birthing	gebären
birthmark	Muttermal
birthplace	Geburtsort
birthright	Geburtsrecht
bis	NO TRANSLATION
biscuit	Keks
bisexual	bisexuell
bishop	Bischof
bison	Bison
bisque	Biskuit
bistro	Bistro
bit	Bit
bitch	Hündin
bitchy	gehässig
bite	beißen
biter	NO TRANSLATION
bitsy	Bitsy
bitter	bitter
bitterly	bitterlich
bitterness	Bitterkeit
bittersweet	bittersüß
bitty	bitty
bitumen	Bitumen
biweekly	zweiwöchentlich
biz	Geschäft
bizarre	bizarr
blab	ausplaudern
blabbermouth	Blabbermaul
black	schwarz
black snake	schwarze Schlange
blackberry	Brombeere
blackbird	Amsel
blackboard	Tafel
blacken	schwärzen
blackface	schwarzes Gesicht
blackjack	Blackjack
blacklist	schwarze Liste
blackmail	Erpressung
blackmailer	Erpresser
blackness	Schwärze
blackout	Blackout
blacksmith	Schmied
bladder	Blase
blade	Klinge
blame	Schuld
blameless	untadelig
bland	fade
blank	leer
blanket	Decke
blare	schmettern
blase	NO TRANSLATION
blasphemous	blasphemisch
blasphemy	Blasphemie
blast	sprengen
blaster	Blaster
blastoff	Abschuss
blatant	eklatant
blather	quasseln
blaze	Flamme
blazer	Blazer
blazing	lodernd
bleach	bleichen
bleak	düster
bleed	bluten
bleeder	Bluter
bleeding	Blutung
bleep	piepsen
blemish	Makel
blemished	unrein
blend	Mischung
blender	Mixer
blending	Mischen
bless	segnen
blessed	gesegnet
blessing	Segen
blessings	Segen
bleu	Blau
blight	Schandfleck
blighted	verdorben
blimp	Luftschiff
blind	blind
blinded	geblendet
blindfold	Augenbinde
blindfolded	mit verbundenen Augen
blinding	Blendung
blindly	blindlings
blindness	Blindheit
blink	blinken
blip	Blip
bliss	Glückseligkeit
blissful	glückselig
blister	Blase
blistering	Blasenbildung
blitz	Blitz
blizzard	Schneesturm
bloat	aufblasen
bloated	aufgebläht
blob	Klecks
block	Block
blockade	Blockade
blockage	Blockierung
blockbuster	Blockbuster
blockhead	Dummkopf
blog	Blog
bloke	Kerl
blond	blond
blonde	blond
blood	Blut
bloodbath	Blutbad
bloodhound	Bluthund
bloodless	unblutig
bloodline	Stammbaum
bloodshed	Blutvergießen
bloodshot	blutunterlaufen
bloodstream	Blutkreislauf
bloodthirsty	blutrünstig
bloody	blutig
bloom	blühen
bloomers	Pumphose
blooming	Blühen
blossom	blühen
blot	Fleck
blotched	fleckig
blotter	Kladde
blouse	Bluse
blow	Schlag
blower	Gebläse
blowfish	Kugelfisch
blowing	weht
blowjob	Blasen
blown	geblasen
blowout	auspusten
blowtorch	Lötlampe
blubber	Speck
bluddy	Blöddy
blue	Blau
blue spruce	blaue Fichte
blueberry	Blaubeere
bluebird	Bluebird
bluegrass	Bluegrass
bluejay	bluejay
blueprint	Entwurf
blues	Blues
bluff	Bluff
bluish	bläulich
blunder	Schnitzer
blunt	stumpf
blur	verwischen
blurred	verschwommen
blurry	verschwommen
blurt	platzt
blush	erröten
blushing	Erröten
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	Eber
board	Tafel
board game	Brettspiel
boarder	NO TRANSLATION
boarding	Einsteigen
boardroom	Sitzungssaal
boards	Bretter
boardwalk	Promenade
boast	Prahlerei
boastful	prahlerisch
boasting	Prahlerei
boat	Boot
boathouse	Bootshaus
boating	Bootfahren
boatload	Bootsladung
boatman	Bootsführer
bobbin	Spule
bobcat	Bobcat
bobsled	Bobfahren
bode	Bode
bodega	Bodega
bodice	Mieder
bodily	körperlich
body	Karosserie
bodyguard	Leibwächter
bog	Moor
bogey	Schreckgespenst
bogeyman	Buhmann
bogus	falsch
bohemian	Bohemien
boil	Kochen
boiler	Kessel
boilerplate	Textplatte
boiling	Sieden
boisterous	ausgelassen
bold	Fett gedruckt
boldness	Mut
bollocks	Böckchen
bolster	Nackenrolle
bolt	Bolzen
bolus	Bolus
bomb	Bombe
bombard	bombardieren
bombardier	Bombenschütze
bombardment	Bombardierung
bombed	bombardiert
bomber	Bomber
bombers	Bomber
bombing	Bombardierung
bombshell	Bombe
bonanza	Goldgrube
bonbon	NO TRANSLATION
bond	Bindung
bondage	Knechtschaft
bonding	Verbindung
bonds	Fesseln
bondsman	Leibeigene
bone	Knochen
bonehead	Dummkopf
boner	Boner
bones	Knochen
bonfire	Feuer
bong	Bong
bonkers	Bonbons
bonne	NO TRANSLATION
bonnet	Motorhaube
bonny	Schön
bonsai	Bonsai
bonus	Bonus
bony	knochig
boo	buh
boob	boob
booby	Sprengfallen
booger	Popel
boogeyman	Boogeyman
boogie	Boogie
book	Buch
bookcase	Bücherregal
bookie	Buchmacher
booking	Buchung
bookish	Bücherwurm
bookkeeper	Buchhalter
bookkeeping	Buchhaltung
booklet	Broschüre
bookmaker	Buchmacher
bookmark	Lesezeichen
books	Bücher
bookseller	Buchhändler
bookshop	Buchgeschäft
bookstore	Buchhandlung
bookworm	Bücherwurm
boom	Boom
boomer	Boomer
boomerang	Boomerang
booming	boomt
boon	Segen
boooo	NO TRANSLATION
boost	steigern
booster	Booster
boot	booten
booth	Stand
bootleg	Bootleg
bootlegger	Bootlegger
boots	Stiefel
booty	Beute
booze	saufen
bop	bop
bopper	bopper
border	Rand
bordering	angrenzend
borderline	Grenze
bore	langweilen
boreal	boreal
bored	gelangweilt
boredom	Langeweile
borer	Bohrer
boring	langweilig
born	geboren
boron	Bor
borough	Bezirk
borrow	leihen
borrower	Kreditnehmer
bosom	Busen
boss	Boss
bossy	herrisch
boston	Boston
botanical	botanisch
botanist	Botaniker
botany	Botanik
bother	Mühe
bothering	stört
bottle	Flasche
bottleneck	Engpass
bottling	Abfüllung
bottom	Unterseite
bottomless	bodenlos
botulism	Botulismus
boulder	Felsblock
bounce	prallen
bouncer	Türsteher
bouncy	federnd
bound	gebunden
boundary	Grenze
boundless	grenzenlos
bounds	Grenzen
bountiful	freigebig
bounty	Kopfgeld
bouquet	Strauß
bourbon	Bourbon
bourgeois	Bourgeois
bourgeoisie	Bourgeoisie
bourse	Börse
bout	Kampf
boutique	Boutique
bouttime	Zeit
bovine	Rinder-
bow	Bogen
bowed	verneigte sich
bowel	Darm
bowels	Eingeweide
bowl	Schüssel
bowler	Bowler
bowling	Bowling
bowls	Schalen
box	Box
boxcar	Güterwagen
boxer	Boxer
boxers	Boxer
boxing	Boxen
boy	Junge
boycott	Boykott
boyfriend	Freund
boyhood	Kindheit
boyish	jungenhaft
boysenberry	Boysenbeere
bozo	Bozo
bra	BH
brace	Klammer
bracelet	Armband
braces	Hosenträger
brachial	brachial
bracket	Klammer
brackets	Klammern
brackish	brackig
brad	Brad
brag	prahlen
braid	flechten
brain	Gehirn
brainless	hirnlos
brains	Gehirne
brainstorm	Geistesblitz
brainwash	Gehirnwäsche
brainy	gescheit
brake	Bremse
bran	Kleie
branch	Ast
branching	Verzweigung
brand	Marke
brandy	Brandy
brash	frech
brass	Messing-
brass knuckle	Schlagring
brassiere	Büstenhalter
brat	Gör
bratwurst	Bratwurst
bravado	Bravour
brave	mutig
bravery	Mut
brawl	Schlägerei
brawn	Sülze
brazen	unverschämt
breach	Bruch
bread	Brot
breadth	Breite
break	Unterbrechung
breakable	zerbrechlich
breakaway	wegbrechen
breakdown	Nervenzusammenbruch
breaker	Brecher
breakers	Brecher
breakfast	Frühstück
breaking and entering	brechen und eintreten
breakingnews	aktuelle Nachrichten
breakneck	halsbrecherisch
breakthrough	Durchbruch
breakup	beenden
breast	Brust
breath	Atem
breathe	atmen
breather	Verschnaufpause
breathless	atemlos
breathtaking	atemberaubend
breech	Verschluss
breeches	Hose
breed	Rasse
breeder	Züchter
breeding	Zucht
breeze	Brise
breezy	luftig
brethren	Brüder
breve	NO TRANSLATION
brevity	Kürze
brew	brauen
brewery	Brauerei
brewing	Brauen
briar	Briar
bribe	Bestechung
bribery	Bestechung
brick	Backstein
bridal	Braut-
bride	Braut
bridegroom	Bräutigam
bridesmaid	Brautjungfer
bridge	Brücke
bridle	Zaum
brief	kurz
briefcase	Aktentasche
briefing	Anweisung
briefly	kurz
brig	Brigg
brigade	Brigade
bright	hell
brighten	aufhellen
brightens	hellt auf
brighter	heller
brightness	Helligkeit
brilliance	Brillanz
brilliant	brillant
brim	Rand
brimming	randvoll
brimstone	Schwefel
brine	Sole
bring	bringen
brink	Rand
brisk	lebhaft
brisket	Bruststück
bristle	Borste
brittle	spröde
bro	Bruder
broach	anschneiden
broad	breit
broadcast	Übertragung
broadcasting	Rundfunk-
broaden	erweitern
broadside	Breitseite
broadsword	Breitschwert
brocade	Brokat
broccoli	Brokkoli
brochure	Broschüre
broil	grillen
broke	Pleite
broken	gebrochen
brokenheart	NO TRANSLATION
brokenhearted	gebrochenes Herz
broker	Makler
brokerage	Maklergeschäft
bromide	Bromid
bronco	Bronco
bronze	Bronze-
brooch	Brosche
brood	Brut
brooding	Grübeln
brook	Bach
broom	Besen
broomstick	Besenstiel
broth	Brühe
brothel	Bordell
brother	Bruder
brotherhood	Bruderschaft
brotherly	brüderlich
brow	Braue
brown	braun
brownstone	Brownstone
browse	Durchsuche
brrr	brrr
bruise	Prellung
bruising	Blutergüsse
brunch	Brunch
brunette	Brünette
brunt	Hauptlast
brush	Bürste
brutal	brutal
brutality	Brutalität
brute	Brute
brutish	brutal
bubble	Blase
bubbling	brodelt
bubbly	sprudelnd
bubonic	Beulen
buck	Bock
buckaroo	Buckaroo
bucket	Eimer
buckle	Schnalle
buckled	angeschnallt
bucko	bucko
buckshot	Rehposten
buckwheat	Buchweizen
bud	Knospe
buddha	Buddha
buddhism	Buddhismus
buddhist	Buddhist
budding	Knospung
buddy	Kumpel
budge	rühren
budget	Budget
buff	polieren
buffalo	Büffel
buffer	Puffer
buffering	Pufferung
buffet	Buffet
buffoon	Hanswurst
bug	Fehler
bugaboo	Schreckgespenst
bugged	abgehört
bugger	bugger
buggy	Buggy
bugle	Horn
bugler	Hornist
build	bauen
builder	Erbauer
building	Gebäude
buildings	Gebäude
buildup	aufbauen
bulb	Birne
bulbous	knollig
bulge	Ausbuchtung
bulimic	bulimisch
bulk	Masse
bulkhead	Schott
bulky	sperrig
bull	Stier
bulldog	Bulldogge
bulldozer	Bulldozer
bullet	Kugel
bulletin	Bekanntmachung
bulletproof	kugelsicher
bullfighter	Stierkämpfer
bullfrog	Ochsenfrosch
bullheaded	stur
bullhorn	Megaphon
bullion	Goldbarren
bullock	Stier
bullpen	bullpen
bullshit	Schwachsinn
bully	Bully
bulwark	Bollwerk
bum	Gammler
bumblebee	Hummel
bummed	angewidert
bummer	Schade
bump	stoßen
bumper	Stoßstange
bumpy	holperig
bun	NO TRANSLATION
bunch	Bündel
bundle	bündeln
bungalow	Bungalow
bungee	Bungee
bunghole	Spundloch
bunion	Ballen
bunk	Koje
bunker	Bunker
bunkhouse	Schlafbaracke
bunny	Hase
bunt	bunt
buoy	Boje
buoyancy	Auftrieb
buoyant	schwimmfähig
bur	bur
burden	Belastung
burdened	belastet
burdensome	beschwerlich
bureau	Büro
bureaucracy	Bürokratie
bureaucrat	Bürokrat
bureaucratic	bürokratisch
burger	Burger
burglar	Einbrecher
burglary	Einbruch
burial	Beerdigung
buried	begraben
burke	Burke
burlap	Sackleinen
burlesque	Burleske
burly	stämmig
burn	brennen
burned	verbrannt
burner	Brenner
burning	Verbrennung
burnished	brüniert
burnout	Ausbrennen
burnt	verbrannt
burp	rülpsen
burr	Grat
burrito	Burrito
burro	NO TRANSLATION
burrow	Bau
bursary	Stipendium
burst	platzen
bury	begraben
bus	Bus
busboy	Busboy
bush	Buchse
bushel	Scheffel
bushy	buschig
business	Geschäft
business man	NO TRANSLATION
businessman	Geschäftsmann
businesswoman	Geschäftsfrau
busload	Busladung
buss	Buss
bust	Büste
busted	Gehackt
buster	Buster
bustle	Hektik
bustling	geschäftig
busy	beschäftigt
busybody	Wichtigtuer
butane	Butan
butcher	Metzger
butler	Diener
butt	Hintern
butter	Butter
buttercup	Butterblume
butterfly	Schmetterling
buttermilk	Buttermilch
butterscotch	Buttertoffee
buttery	buttrig
buttock	Gesäß
buttocks	Gesäß
button	Taste
buttress	Stütze
buxom	drall
buy	Kaufen
buyer	Käufer
buying	Kauf
buzz	summen
buzzard	Bussard
buzzed	summte
buzzer	Summer
buzzing	summend
bye	Tschüss
bygone	vergangen
bylaw	Verordnung
byline	Byline
bypass	Bypass
bystander	Zuschauer
byte	Byte
byzantine	byzantinisch
cab	Taxi
cabal	Kabale
cabana	Cabana
cabaret	Kabarett
cabbage	Kohl
cabbie	Taxifahrer
cabernet	Cabernet
cabin	Kabine
cabinet	Kabinett
cable	Kabel
caboodle	Caboodle
caboose	Kombüse
cabriolet	Cabriolet
cache	Zwischenspeicher
cacophony	Kakophonie
cactus	Kaktus
cad	cad
cadaver	Leiche
caddie	NO TRANSLATION
caddy	Caddie
cadence	Kadenz
cadet	Kadett
cafe	Cafe
cafeteria	Cafeteria
caffeine	Koffein
cage	Käfig
cagey	käfig
cahoots	Cahoots
cairn	Steinhaufen
cake	Kuchen
cakewalk	Kinderspiel
calamari	Calamari
calamitous	katastrophal
calamity	Unglück
calcareous	kalkhaltig
calcium	Kalzium
calculate	Berechnung
calculated	berechnet
calculating	berechnen
calculation	Berechnung
calculator	Taschenrechner
calculus	Infinitesimalrechnung
calendar	Kalender
calender	NO TRANSLATION
calf	Kalb
caliber	Kaliber
calibrate	kalibrieren
calico	Kattun
calipers	Bremssättel
calisthenics	Gymnastik
call	Anruf
callback	Rückrufen
caller	Anrufer
calligraphy	Kalligraphie
calling	Berufung
callous	gefühllos
calls	Anrufe
calm	Ruhe
calming	beruhigend
calmness	Ruhe
caloric	kalorisch
calorie	Kalorie
calorimeter	Kalorimeter
cam	Nocken
camaraderie	Kameradschaft
camber	Sturz
camcorder	Camcorder
camel	Kamel
cameo	Miniatur
camera	Kamera
cameraman	Kameramann
camisole	Leibchen
camouflage	Tarnung
camouflaged	NO TRANSLATION
camp	Lager
campaign	Kampagne
campaigner	Aktivist
campaigning	Kampagnen
camper	Wohnmobil
campfire	Lagerfeuer
camping	Camping
campsite	Campingplatz
campus	Campus
can	kann
can opener	Dosenöffner
canal	Kanal
canary	Kanarienvogel
cancel	stornieren
