Word	ha
beckon	beckon
become	zama
bed	gado
bedding	gado
bedpan	bedpan
bedrock	gado
bedroom	gida mai dakuna
bedside	bedide
bedspread	shimfidar litattafai
bedtime	kwanta barci
bee	kudan zuma
beef	naman sa
beefsteak	beefsteak
beehive	kudan zuma
beep	kara
beeper	beeper
beer	giya
bees	ƙudan zuma
beeswax	beeswax
beetle	ƙwaro
befall	ya faru
befitting	ya kamata
befriend	abokance
befuddled	befuddled
beg	roƙe
beggar	bara
begging	suna rokon
begin	fara
beginner	farawa
beginning	fara
beginnings	farkon
begrudge	begrudge
begun	fara
behappy	NO TRANSLATION
behave	nuna hali
behavior	hali
behavioral	hali
behemoth	Behemoth
behest	behest
behold	ga shi
beholden	dubaen
beholder	mai gani
beige	m
belated	zama mai farin ciki
belay	belay
belch	belch
belief	imani
believable	m
believe	yi imani
believed	yi imani
believer	mai bi
believing	gaskantawa
belittle	belittle
belittled	belittled
bell	kararrawa
bellboy	bellboy
bellhop	bellhop
belligerent	belligerent
bellman	bellman
bellow	bellow
bellows	gurbin
belly	ciki
bellybutton	cikibutton
bellyful	ciki
belong	kasance
belongings	dukiya
beloved	ƙaunataccen
belt	bel
beluga	beluga
bemused	bemused
bench	benci
bend	tanƙwara
bender	bender
bending	lankwasawa
beneath	ƙasa
benedictory	benedictory
benefactor	mai jinƙai
beneficial	amfani
beneficiary	amfana
benefit	amfana
benevolence	benevolence
benevolent	alheri
benign	bashi
bent	lankwasa
benzene	benzene
bequeath	ƙulla
bequest	bequest
bereaved	warai
bereavement	bereavement
bereft	kullun
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	baka
beryllium	beryllium
beseech	yin addu'a
beset	baƙi
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	mafi kyau
bestial	mafi kyau
besties	besties
bestow	ba da kyauta
bestseller	bestseller
bet	bet
beta	beta
betray	cin amana
betrayal	cin amana
betrayed	ci amanar
betrothed	wajaba
betterment	kyautatawa
betting	betting
betty	m
bevel	harsashi
beverage	abin sha
bevy	bevy
beware	yi hankali
bewilder	bewilder
bewildered	ƙaddara
bewilderment	damuwa
bias	bias
biased	ba da son zuciya ba
bib	Littafi
bible	Littafi Mai Tsarki
biblical	Littafi Mai Tsarki
bibliography	bibliography
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	bickering
bicolor	bicolor
bicycle	keke
bid	karo
bidder	bidda
bidding	bidarwa
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	babban
bigamy	bigamy
bigday	babban rana
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	babbanot
bigoted	babba
bigotry	bigotry
bike	keke
biker	biker
bikini	bikini
bilateral	bilateral
bilayer	bilayer
bile	bile
bilge	bilge
bilingual	bilingual
bill	lissafin
billboard	harsashi
billet	billet
billiard	Billiard
billiards	billiards
billing	cajin kudi
billion	biliyan
billionaire	billionaire
billy	Billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binary
bind	ɗaure
binder	bindiga
bindery	bindery
binding	dauri
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	binoculars
binomial	binomial
bio	bio
biochemical	biochemical
biochemist	biochemist
biochemistry	biochemistry
biogenesis	kwayoyin halitta
biographer	mai ba da labari
biography	biography
biological	nazarin halittu
biologist	masanin halitta
biology	ilimin halitta
bionic	bionic
biopsy	biopsy
biosphere	biosphere
bipartite	bipartite
bipolar	gurbin
birch	birch
bird	tsuntsu
birdcage	tsuntsu
birdie	tsuntsu
birdman	tsuntsu
birth	haihuwa
birthday	birthday
birthing	buƙata
birthmark	martaba
birthplace	wurin haifuwa
birthright	matsakaicin haihuwa
bis	NO TRANSLATION
biscuit	kuki
bisexual	bisexual
bishop	bishop
bison	bison
bisque	bisque
bistro	bistro
bit	bit
bitch	Ciyawa
bitchy	bitchy
bite	ciji
biter	NO TRANSLATION
bitsy	bitsy
bitter	m
bitterly	m
bitterness	haushi
bittersweet	Karin bayani
bitty	bitty
bitumen	bitumen
biweekly	biweekly
biz	biz
bizarre	m
blab	launi
blabbermouth	blabbermouth
black	baki
black snake	baki maciji
blackberry	blackberry
blackbird	blackbird
blackboard	allo
blacken	blacken
blackface	blackface
blackjack	blackjack
blacklist	blacklist
blackmail	baƙaƙe
blackmailer	blackmailer
blackness	baki
blackout	baƙaƙe
blacksmith	makami
bladder	mafitsara
blade	ruwa
blame	zargi
blameless	marasa laifi
bland	bland
blank	blank
blanket	bargo
blare	m
blase	NO TRANSLATION
blasphemous	sabo
blasphemy	sabo
blast	fashewa
blaster	blaster
blastoff	blastoff
blatant	blatant
blather	karamin
blaze	ƙona wuta
blazer	blazer
blazing	ƙonawa
bleach	Bleach
bleak	m
bleed	bugi
bleeder	jaka
bleeding	zub da jini
bleep	busa
blemish	bama
blemished	blemished
blend	gauraya
blender	blender
blending	blending
bless	albarka
blessed	albarka
blessing	albarka
blessings	albarka
bleu	blue
blight	Blight
blighted	m
blimp	blimp
blind	makãho
blinded	makanta
blindfold	ƙullufi
blindfolded	an rufe idanu
blinding	makanta
blindly	makanta
blindness	makanta
blink	busa
blip	blip
bliss	ni'ima
blissful	ni'ima
blister	damuwa
blistering	ciwo
blitz	blitz
blizzard	blizzard
bloat	bloat
bloated	m
blob	blob
block	toshe
blockade	ƙullawa
blockage	blockage
blockbuster	blockbuster
blockhead	makirci
blog	blog
bloke	bloke
blond	gashi
blonde	m
blood	jini
bloodbath	jinin jini
bloodhound	bloodhound
bloodless	marasa jini
bloodline	Rawan jini
bloodshed	zubar da jini
bloodshot	jinin jini
bloodstream	jini
bloodthirsty	jinin jini
bloody	jini
bloom	Bloom
bloomers	bloomers
blooming	blooming
blossom	fure
blot	cire
blotched	An cire shi
blotter	blotter
blouse	sutura
blow	buga
blower	blower
blowfish	buɗafi
blowing	busawa
blowjob	fashe
blown	kara
blowout	kariya
blowtorch	blowtorch
blubber	damuwa
bluddy	bluddy
blue	blue
blue spruce	blue spruce
blueberry	blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	tsarin rubutu
blues	blues
bluff	bluff
bluish	bluish
blunder	ɓarna
blunt	m
blur	blur
blurred	bala'i
blurry	damuwa
blurt	ƙwaƙwalwa
blush	blush
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boar
board	hukumar
board game	wasan hukumar
boarder	NO TRANSLATION
boarding	shiga shiga
boardroom	ɗakin ajiya
boards	allon
boardwalk	jirgin sama
boast	fariya
boastful	girman kai
boasting	alfahari
boat	jirgin ruwa
boathouse	jirgin ruwa
boating	boating
boatload	jirgin ruwa
boatman	jirgin ruwa
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	jiki
body	jiki
bodyguard	masu tsaron gida
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	buguwa
bohemian	bohemian
boil	tafasa
boiler	rawanin ruwa
boilerplate	kayan aiki
boiling	tafasa
boisterous	m
bold	m
boldness	ƙarfin hali
bollocks	bollocks
bolster	buƙata
bolt	kuskure
bolus	bolus
bomb	bam
bombard	bombard
bombardier	bombardier
bombardment	bombardment
bombed	bomb
bomber	fashe
bombers	masu fashewa
bombing	bom
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	haɗin
bondage	bautar
bonding	haɗi
bonds	shaidu
bondsman	dan jarida
bone	kashi
bonehead	bonehead
boner	boner
bones	kasusuwa
bonfire	bonfire
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	littafin
bookcase	akwati
bookie	littafi
booking	sabuntawa
bookish	bookish
bookkeeper	mai kulawa
bookkeeping	biyan kuɗi
booklet	ɗan littafin ɗan littafin
bookmaker	bookmaker
bookmark	alamar shafi
books	littattafai
bookseller	lijista
bookshop	masana'antu
bookstore	kantin sayar da littattafai
bookworm	bookworm
boom	boom
boomer	boomer
boomerang	boomerang
booming	booming
boon	boon
boooo	NO TRANSLATION
boost	ƙarfafa
booster	sanyaya
boot	taya
booth	booth
bootleg	bootleg
bootlegger	bootlegger
boots	takalma
booty	ganima
booze	booze
bop	bop
bopper	bopper
border	iyakar
bordering	gefe
borderline	iyaka
bore	haifa
boreal	boreal
bored	gundura
boredom	rashin haƙuri
borer	borer
boring	m
born	haife shi
boron	boron
borough	birni
borrow	ara
borrower	mai biyan kuɗi
bosom	ƙirjin
boss	shugaba
bossy	bossy
boston	boston
botanical	Botanical
botanist	botanist
botany	Botany
bother	damuwa
bothering	damuwa
bottle	kwalban
bottleneck	harsashi
bottling	ajiya
bottom	kasa
bottomless	rashin
botulism	botulism
boulder	dutse
bounce	billa
bouncer	bouncer
bouncy	bouncy
bound	ɗaure
boundary	iyaka
boundless	marasa iyaka
bounds	bounds
bountiful	bountiful
bounty	falala
bouquet	bouquet
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	biki
bout	bugun
boutique	boutique
bouttime	timetime
bovine	bovine
bow	baka
bowed	sun sunkuya
bowel	jinji
bowels	bowels
bowl	tasa
bowler	dan wasa
bowling	bowling
bowls	bowls
box	akwatin
boxcar	boxcar
boxer	dan wasan
boxers	'yan wasa
boxing	wasa
boy	yaro
boycott	kauracewa
boyfriend	saurayi
boyhood	yaro
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	bra
brace	takalmin gyaran kafa
bracelet	munduwa
braces	takalma
brachial	brachial
bracket	sashi
brackets	shafuka
brackish	brackish
brad	brad
brag	Girma
braid	m
brain	kwakwalwa
brainless	brainless
brains	jiyya
brainstorm	maganganu
brainwash	kwakwalwa
brainy	kwakwalwa
brake	karya
bran	bran
branch	reshe
branching	Branching
brand	alama
brandy	brandy
brash	brash
brass	tagulla
brass knuckle	katako na fata
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	jarumi
bravery	ƙarfin zuciya
brawl	brawl
brawn	brawn
brazen	brazen
breach	warwarewa
bread	gurasa
breadth	breadth
break	karya
breakable	breakable
breakaway	breakaway
breakdown	rashin lafiya
breaker	fashewa
breakers	yan iska
breakfast	karin kumallo
breaking and entering	fashe da shigarwa
breakingnews	breakingnews
breakneck	karya
breakthrough	nasara
breakup	fashewa
breast	nono
breath	numfashi
breathe	numfashi
breather	breather
breathless	numfashi
breathtaking	mamaki
breech	iska
breeches	breeches
breed	irin
breeder	makiyaya
breeding	kiwo
breeze	iska
breezy	iska
brethren	'yan'uwa
breve	NO TRANSLATION
brevity	brevity
brew	daga
brewery	yanki
brewing	gyare-gyare
briar	briar
bribe	cin hanci
bribery	bribery
brick	tubali
bridal	amarya
bride	amarya
bridegroom	ango
bridesmaid	yarinya
bridge	gada
bridle	bridle
brief	takaice
briefcase	akwati
briefing	jawabin
briefly	takaice
brig	brig
brigade	brigade
bright	haske
brighten	brighten
brightens	brightens
brighter	haske
brightness	haske
brilliance	brilliance
brilliant	m
brim	brim
brimming	brimming
brimstone	farar wuta
brine	brine
bring	kawo
brink	brink
brisk	brisk
brisket	brisket
bristle	bristle
brittle	raguwa
bro	bro
broach	raga
broad	m
broadcast	watsa shirye-shirye
broadcasting	watsa shirye-shirye
broaden	fadada
broadside	broadside
broadsword	kalma
brocade	almara
broccoli	broccoli
brochure	kasida
broil	broil
broke	karya
broken	karya
brokenheart	NO TRANSLATION
brokenhearted	karya zuciya
broker	kulla
brokerage	kaya
bromide	bromide
bronco	bronco
bronze	tagulla
brooch	alaƙa
brood	brood
brooding	yadawa
brook	rafi
broom	broom
broomstick	broomstick
broth	broth
brothel	gidan ibada
brother	ɗan'uwana
brotherhood	'yan uwantaka
brotherly	yan'uwa
brow	brow
brown	launin ruwan kasa
brownstone	Brownstone
browse	bincika
brrr	brrr
bruise	kurkusa
bruising	ragi
brunch	brunch
brunette	brunette
brunt	brunt
brush	goga
brutal	m
brutality	mugunta
brute	m
brutish	mugunta
bubble	kumfa
bubbling	bubbling
bubbly	bubbly
bubonic	bubonic
buck	buck
buckaroo	buckaroo
bucket	guga
buckle	zare
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	toho
buddha	buddha
buddhism	buddhism
buddhist	buddhist
budding	budding
buddy	buddy
budge	budge
budget	kasafin kudin
buff	buff
buffalo	buffalo
buffer	buffer
buffering	buffering
buffet	buffet
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	gina
builder	mai ginawa
building	gini
buildings	gine-gine
buildup	ginawa
bulb	kwan fitila
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	babban
bulkhead	bulkhead
bulky	m
bull	sa
bulldog	bulldog
bulldozer	bulldozer
bullet	harsashi
bulletin	bulletin
bulletproof	bulletproof
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	yankanci
bullhorn	bullhorn
bullion	bullion
bullock	bijimin
bullpen	bullpen
bullshit	bullshit
bully	bully
bulwark	bulwark
bum	bum
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	karo
bumper	damuwa
bumpy	bumpy
bun	NO TRANSLATION
bunch	bunch
bundle	damfara
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunkasa
bunker	bunker
bunkhouse	bunkers
bunny	bunny
bunt	bunt
buoy	buoy
buoyancy	buoyancy
buoyant	buoyant
bur	bur
burden	nauyi
burdened	nauyi
burdensome	m
bureau	ofishin
bureaucracy	aiki mara kyau
bureaucrat	tsarin mulki
bureaucratic	tsarin mulki
burger	burger
burglar	burglar
burglary	burglary
burial	binnewa
buried	binne
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	ƙona
burned	ƙone
burner	mai ƙona
burning	konewa
burnished	konewa
burnout	ƙonawa
burnt	ƙonawa
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bursary
burst	fashe
bury	binne
bus	bas
busboy	busboy
bush	daji
bushel	mota
bushy	bushy
business	kasuwanci
business man	NO TRANSLATION
businessman	yan kasuwa
businesswoman	'yan kasuwa
busload	bashar
buss	buss
bust	fasa
busted	bushe
buster	buster
bustle	bustle
bustling	bustling
busy	aiki
busybody	wanda yake aiki
butane	butane
butcher	buƙata
butler	farfado
butt	butt
butter	man shanu
buttercup	man shanu
butterfly	malam buɗe ido
buttermilk	man shanu
butterscotch	butterscotch
buttery	buttery
buttock	buttock
buttocks	buttocks
button	button
buttress	buttress
buxom	buxom
buy	saya
buyer	mai saye
buying	sayen
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	buzzing
bye	bye
bygone	bygone
bylaw	doka
byline	byline
bypass	kewaye
bystander	bystander
byte	byte
byzantine	Byzantine
cab	tak
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	kabeji
cabbie	cabbie
cabernet	cabernet
cabin	gida
cabinet	majalisar
cable	USB
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	Caddy
cadence	kari
cadet	cadet
cafe	cafe
cafeteria	cafeteria
caffeine	maganin kafeyin
cage	cage
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	cake
cakewalk	cakewalk
calamari	calamari
calamitous	calamitous
calamity	masifa
calcareous	calcareous
calcium	alli
calculate	ƙidaya
calculated	ƙidaya
calculating	lissafi
calculation	lissafi
calculator	ma'afin ƙira
calculus	lissafi
calendar	kalanda
calender	NO TRANSLATION
calf	maraƙi
caliber	Caliber
calibrate	calibrate
calico	calico
calipers	calipers
calisthenics	calisthenics
call	kira
callback	callback
caller	kira
calligraphy	kiraigraphy
calling	kira
callous	callous
calls	kira
calm	kwantar da hankali
calming	calming
calmness	kwanciyar hankali
caloric	caloric
calorie	kalori
calorimeter	calorimeter
cam	cam
camaraderie	abokantaka
camber	camber
camcorder	camcorder
camel	rãƙumi
cameo	cameo
camera	kamara
cameraman	kamara
camisole	camisole
camouflage	sake kamuwa
camouflaged	NO TRANSLATION
camp	sansanin
campaign	yakin
campaigner	mai tsaron gida
campaigning	yakin
camper	camper
campfire	warfire
camping	zango
campsite	sansanin
campus	harabar
can	iya
can opener	iya buɗewa
canal	canal
canary	canary
cancel	soke
canceling	sokewa
cancellation	sokewa
cancer	ciwon daji
candid	takara
candidacy	Shaida
candidate	dan takarar
candied	candied
candle	kyandir
candlelight	fitilu
candles	kyandirori
candlestick	fitilu
candor	candor
candy	alewa
cane	cane
canine	canine
canister	wanka
canker	canker
cannabis	cannabis
canned	gwangwani
cannibal	cannibal
cannibalism	cannibalism
canning	canning
cannon	cannon
cannonball	cannonball
canoe	jirgin
canon	canon
canonical	canonical
canons	canons
canopy	rufi
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	gidaje
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	Cantina
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	zane
canvass	NO TRANSLATION
canyon	canyon
cap	hat
capability	iyawa
capable	m
capacity	damar
cape	cape
caper	caper
capillary	capillary
capital	babban birnin kasar
capitalism	jari-hujja
capitalist	jari-hujja
capitalize	ƙaddara
capitals	babba
capitation	capitation
capitol	capitol
capitulation	capitulation
cappuccino	cappuccino
caprice	caprice
capricious	m
caps	iyakoki
capslock	kulle
capsule	capsule
captain	kyaftin
caption	taken
captivate	fashe
captivating	captivating
captive	fursuna
captivity	ƙaura
captor	captor
capture	kama
car	mota
caramel	caramel
carat	carat
caravan	ãyari
carbon	carbon
carburetor	carburetor
carcass	gawa
carcinoma	carcinoma
card	katin
cardboard	kwali
cardiac	zuciya
cardigan	cardigan
cardinal	ainihin
cardiologist	likitan zuciya
cardiology	ilimin zuciya
cardiomyopathy	cardiomyopathy
cards	katunan
care	kula
career	aiki
carefree	ba tare da saninsa ba
careful	mai hankali
carefully	a hankali
careless	rashin kula
carelessness	rashin kulawa
caress	caress
caret	caret
caretaker	mai kula
cargo	kaya
caribou	caribou
caricature	caricature
caries	caries
caring	kula
carjack	carjack
carnage	kisan
carnal	carnal
carnation	carnation
carnival	Carnival
carnivorous	carnivorous
carol	carol
carols	carols
carousel	carousel
carp	irin kifi
carpal	carpal
carpenter	masassaƙa
carpentry	sassaƙaƙa
carpet	kara
carpeting	kaya
carpool	kamfani
carriage	karusa
carried	ɗauke
carrier	m
carrot	karas
carry	ɗaukar
carrying	ɗauke da
carsick	motoci
cart	kati
carte	NO TRANSLATION
cartel	kati
carter	Gidan
cartilage	guringuntsi
cartographic	taswirar
cartography	hoto
carton	katako
cartoon	zane mai ban dariya
cartouche	NO TRANSLATION
cartridge	katako
carve	sassaƙa
carver	mai sassaƙa
carving	zane
cascade	cascade
case	akwati
casein	casein
cash	tsabar kudi
cashier	kaya
cashmere	cashmere
casing	casing
casino	gidan caca
cask	cajin
casket	katako
casserole	casserole
cassette	cassette
cast	jefa
castaway	castaway
caste	caste
caster	caji
castle	castle
castor	Castor
castrate	kaddara
castration	castration
casual	m
casually	casually
casualty	lalacewa
cat	cat
catabolism	catabolism
catalog	kasida
catalogue	kasida
catalysis	catalysis
catalyst	haɗari
catalytic	catalytic
catamaran	catamaran
catapult	catapult
cataract	cataract
catastrophe	hadarin
catastrophic	catastrophic
catatonic	catatonic
catch	kama
catcher	kama
catching	kamawa
catchphrase	kullun
catchy	kama
catechism	catechism
categorical	Categorical
category	category
cater	kama
caterer	caterer
caterpillar	kullun
cates	cates
catfish	kullun
cathartic	cathartic
cathedral	babban coci
catheter	catheter
catholic	Katolika
cathouse	cathouse
catnip	catnip
cattle	shanu
catwalk	catwalk
caucus	ƙaura
caudal	caudal
cauldron	kullun
cauliflower	farin kabeji
caulk	caulk
causal	motsa jiki
causality	causality
causation	lalacewa
cause	dalilin
caused	lalacewa
causeway	wayway
caution	taka tsantsan
cautionary	gargadi
cautious	mai hankali
cautiously	da hankali
