Word	ka
authority	უფლებამოსილება
authorization	ავტორიზაცია
authorize	ავტორიზაცია
authorized	უფლებამოსილი
authorship	ავტორიზაცია
autism	აუტიზმი
autistic	autistic
auto	ავტო
autobiographical	ავტობიოგრაფიული
autobiography	ავტობიოგრაფია
autocorrect	ავტოკორტიკი
autocratic	ავტოკრატი
autograph	ავტოგრაფი
autographed	autographed
automated	ავტომატური
automatic	ავტომატური
automobile	საავტომობილო
automotive	ავტომობილები
autonomy	ავტონომია
autopilot	ავტოპილოტი
autopsy	გაკვეთისას
autumn	შემოდგომა
auxiliary	დამხმარე
avail	ისარგებლოს
availability	ხელმისაწვდომობა
available	ხელმისაწვდომი
avalanche	ზვავი
avarice	avarice
avatar	avatar
avenge	შურისძიება
avenger	შურისმაძიებელი
avenging	შურისძიება
avenue	გამზირი
aver	NO TRANSLATION
average	საშუალოდ
aversation	NO TRANSLATION
averse	averse
averseness	averseness
aversion	არეულობა
avert	თავიდან აცილება
aviary	aviary
aviation	ავიაცია
aviator	aviator
avid	უყვარს
avocado	avocado
avoid	თავიდან აცილება
avoidance	თავიდან აცილება
avoiding	თავიდან აცილება
await	დაველოდოთ
awake	მეძინა
awaken	გაღვიძება
awakening	გამოღვიძება
award	ჯილდო
awards	ჯილდო
aware	იცის
awareness	ცნობიერების ამაღლება
awe	NO TRANSLATION
awed	awed
awesome	გასაოცარია
awesomeness	შთაბეჭდილება
awestruck	მშვიდი
awful	საშინელი
awkward	უხერხულია
awkwardness	უხერხულობა
awning	ჩარდახი
awry	მშვიდად
axe	ნაჯახი
axial	ღერძული
axiom	აქსიომა
axiomatic	აქსიომატური
axis	ღერძი
axle	ღერძი
ay	ა
aye	aye
azimuth	აზმითი
azure	ცისფერი
babble	babble
babbling	babbling
babe	babe
baboon	ბაბუნი
baby	ბავშვი
babysit	babysit
babysitter	ძიძა
baccalaureate	ბაკალავრიატი
baccarat	ბაკარატი
bachelor	ბაკალავრი
bachelorette	ბაკალატორი
back	უკან
backboard	backboard
backbone	ხერხემალი
backdoor	უკანა კარი
backdrop	ფონზე
backer	backer
backfire	backfire
backgammon	ნარდი
background	ფონზე
backhand	backhand
backhoe	backhoe
backoff	უკან დახევა
backpack	backpack
backpacker	backpacker
backroom	უკანა ოთახი
backseat	backseat
backside	უკანა მხარე
backtrack	backtrack
backup	სარეზერვო
backward	უკან
backwardness	უკუსვლა
backwards	უკან
backwater	backwater
backwoods	backwoods
backyard	შემოგარენი
bacon	ბეკონი
bacteria	ბაქტერია
bacterial	ბაქტერიული
bacterium	ბაქტერია
bad	ცუდი
badass	badass
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	სამკერდე
badger	მაჩვი
badhabit	NO TRANSLATION
badly	ცუდად
badness	ბოროტება
baffle	ბატალიონი
baffled	baffled
bag	ჩანთა
bagel	bagel
baggage	ბარგის
baggie	baggie
baggy	baggy
bagman	bagman
bagpipes	bagpipes
bail	გირაოთი
bailiff	აღმასრულებელი
bait	სატყუარას
bake	bake
bakery	საცხობი
baking	საცხობი
bal	NO TRANSLATION
balance	ბალანსი
balanced	დაბალანსებული
balcony	აივანი
