Word	tl
bastarding	bastarding
bastards	bastards
bastion	bastion
bat	bat
batch	batch
batching	batching
bate	NO TRANSLATION
bath	paliguan
bathe	maligo
bathhouse	bathhouse
bathing	paliligo
bathrobe	bathrobe
bathroom	banyo
bathtub	bathtub
bathymetry	bathymetry
baton	baton
battalion	batalyon
batter	humampas
battered	galit na galit
battering	battering
battery	baterya
battle	labanan
battled	nakipaglaban
battlefield	larangan ng digmaan
battleground	larangan ng digmaan
battlements	battlements
battleship	battleship
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	bay
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	maging
beach	beach
beaches	mga beach
beacon	beacon
bead	rosaryo
beading	biding
beads	kuwintas
beady	beady
beagle	beagle
beak	tuka
beaker	beaker
beam	sinag
beaming	lumalaki
bean	bean
beanbag	beanbag
beanie	beanie
bear	bear
bearable	mapagtitiisan
beard	balbas
bearded	may balbas
bearer	maydala
bearing	tindig
bearings	bearings
bearish	bearish
bearskin	bearskin
beast	hayop
beastly	malupit
beat	matalo
beaten	pinalo
beater	pamutol
beating	matalo
beatnik	beatnik
beau	beau
beautification	kagandahan
beautiful	maganda
beautify	pagandahin
beauty	kagandahan
beaver	Beaver
bebop	bebop
beck	beck
beckon	beckon
become	maging
bed	kama
bedding	kumot
bedpan	bedpan
bedrock	bedrock
bedroom	kwarto
bedside	bedside
bedspread	kama
bedtime	oras ng pagtulog
bee	pukyutan
beef	karne ng baka
beefsteak	beef steak
beehive	bahay-pukyutan
beep	beep
beeper	beeper
beer	serbesa
bees	mga bubuyog
beeswax	pagkit
beetle	salaginto
befall	mangyari
befitting	pagiging angkop
befriend	makipagkaibigan
befuddled	ayos na
beg	humingi
beggar	pulubi
begging	nagmamakaawa
begin	magsimula
beginner	baguhan
beginning	simula
beginnings	mga simula
begrudge	begrudge
begun	nagsimula
behappy	NO TRANSLATION
behave	kumilos
behavior	pag-uugali
behavioral	asal
behemoth	behemoth
behest	behest
behold	masdan
beholden	narito
beholder	beholder
beige	beige
belated	lumiit
belay	belay
belch	belch
belief	paniniwala
believable	malamang
believe	naniniwala
believed	naniniwala
believer	mananampalataya
believing	paniniwala
belittle	lumiit
belittled	pinabulaanan
bell	kampanilya
bellboy	kastilyo
bellhop	kampanilya
belligerent	palaaway
bellman	kampanilya
bellow	umulan
bellows	bubuyog
belly	tiyan
bellybutton	pusod
bellyful	mabigat
belong	nabibilang
belongings	ari-arian
beloved	minamahal
belt	sinturon
beluga	beluga
bemused	bemused
bench	bench
bend	yumuko
bender	pansipit
bending	baluktot
beneath	sa ilalim
benedictory	benedictory
benefactor	tagapagtanggol
beneficial	kapaki-pakinabang
beneficiary	benepisyaryo
benefit	pakinabang
benevolence	kabaitan
benevolent	mabait
benign	benign
bent	baluktot
benzene	bensina
bequeath	pag-aari
bequest	bequest
bereaved	nawalan
bereavement	pagkalungkot
bereft	nawala
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	beryllium
beseech	beseech
beset	dumagsa
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	bestfriends
bestial	bestial
besties	besties
bestow	ipagkaloob
bestseller	bestseller
bet	taya
beta	beta
betray	ipagkanulo
betrayal	pagkakanulo
betrayed	betrayed
betrothed	katipan
betterment	pagpapabuti
betting	pagtaya
betty	betty
bevel	bevel
beverage	Inumin
bevy	bevy
beware	mag-ingat
bewilder	bewilder
bewildered	bewildered
bewilderment	pagkalito
bias	bias
biased	nakiling
bib	bib
bible	bibliya
biblical	bibliya
bibliography	bibliograpiya
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	nakikipagtalo
bicolor	bicolor
bicycle	Bisikleta
bid	bid
bidder	bidder
bidding	pag-bid
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	malaki
bigamy	bigamy
bigday	mahalagang araw
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	malaking bibig
bigot	bigot
bigoted	bigoted
bigotry	pagkapanatiko
bike	bike
biker	biker
bikini	bikini
bilateral	bilateral
bilayer	bilayer
bile	apdo
bilge	bilge
bilingual	bilingual
bill	kuwenta
billboard	billboard
billet	billet
billiard	billiard
billiards	billiards
billing	pagsingil
billion	bilyon
billionaire	bilyunaryo
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binary
bind	magbigkis
binder	tagapagbalat ng aklat
bindery	bindery
binding	umiiral
bing	bing
binge	binge
bingo	bingo
binocular	binokulo
binoculars	binocular
binomial	binomial
bio	bio
biochemical	biochemical
biochemist	biochemist
biochemistry	byokimika
biogenesis	biogenesis
biographer	biographer
biography	talambuhay
biological	biological
biologist	biologist
biology	biology
bionic	bionic
biopsy	biopsy
biosphere	biosphere
bipartite	bipartite
bipolar	bipolar
birch	Birch
bird	ibon
birdcage	birdcage
birdie	birdie
birdman	mangangalakal
birth	kapanganakan
birthday	kaarawan
birthing	birthing
birthmark	pagkakatulad ng balat
birthplace	Lugar ng kapanganakan
birthright	karapatang-bayan
bis	NO TRANSLATION
biscuit	biskwit
bisexual	bisexual
bishop	bishop
bison	Bison
bisque	bisque
bistro	bistro
bit	bit
bitch	asong babae
bitchy	bitchy
bite	kumagat
biter	NO TRANSLATION
bitsy	bitsy
bitter	mapait
bitterly	nang masakit
bitterness	kapaitan
bittersweet	bittersweet
bitty	bitty
bitumen	aspalto
biweekly	dalawang beses bawat linggo
biz	biz
bizarre	kakaiba
blab	blab
blabbermouth	blabbermouth
black	itim
black snake	itim na ahas
blackberry	lumboy
blackbird	blackbird
blackboard	pisara
blacken	itim
blackface	Maitim na mukha
blackjack	blackjack
blacklist	blacklist
blackmail	blackmail
blackmailer	blackmailer
blackness	itim
blackout	blackout
blacksmith	panday
bladder	pantog
blade	talim
blame	sisihin
blameless	walang kapintasan
bland	mura
blank	blangko
blanket	kumot
blare	blare
blase	NO TRANSLATION
blasphemous	lapastangan sa diyos
blasphemy	kalapastangan sa diyos
blast	sabog
blaster	blaster
blastoff	blastoff
blatant	maliwanag
blather	blather
blaze	magliyab
blazer	blazer
blazing	nagliliyab
bleach	Pampaputi
bleak	malungkot
bleed	dumugo
bleeder	pamatay
bleeding	dumudugo
bleep	bleep
blemish	dungis
blemished	blemished
blend	timpla
blender	blender
blending	paghahalo
bless	pagpalain
blessed	pinagpala
blessing	pagpapala
blessings	pagpapala
bleu	bleu
blight	magwasak
blighted	blighted
blimp	blimp
blind	bulag
blinded	Binulag
blindfold	nakapiring
blindfolded	nakapiring
blinding	pagbubulag
blindly	nang walang taros
blindness	pagkabulag
blink	magpikit
blip	blip
bliss	kaligayahan
blissful	napakaligaya
blister	paltos
blistering	blistering
blitz	blitz
blizzard	pagbagsak ng snow
bloat	mamaga
bloated	namumulaklak
blob	patak
block	harangan
blockade	Pagbawalan
blockage	pagbara
blockbuster	blockbuster
blockhead	blockhead
blog	Blog
bloke	bloke
blond	olandes
blonde	kulay ginto
blood	dugo
bloodbath	dugo
bloodhound	bloodhound
bloodless	walang dugo
bloodline	bloodline
bloodshed	pagdanak ng dugo
bloodshot	patak ng dugo
bloodstream	bloodstream
bloodthirsty	uhaw sa dugo
bloody	duguan
bloom	namumulaklak
bloomers	bloomers
blooming	namumulaklak
blossom	mamulaklak
blot	blot
blotched	blotched
blotter	blotter
blouse	blusa
blow	suntok
blower	bentilador
blowfish	blowfish
blowing	umiihip
blowjob	blowjob
blown	hinipan
blowout	Libre
blowtorch	blowtorch
blubber	umiinog
bluddy	bluddy
blue	asul
blue spruce	asul na pustura
blueberry	blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	blueprint
blues	blues
bluff	pagmamalabis
bluish	maitim
blunder	pagkakamali
blunt	mapurol
blur	lumabo
blurred	malabo
blurry	malabo
blurt	blurt
blush	kulay-rosas
blushing	kimi
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	bulugan
board	board
board game	board game
boarder	NO TRANSLATION
boarding	boarding
boardroom	boardroom
boards	boards
boardwalk	boardwalk
boast	Ipinagmamalaki
boastful	mapagmataas
boasting	pagmamapuri
boat	bangka
boathouse	boathouse
boating	boating
boatload	boatload
boatman	bangka
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	katawan
body	katawan
bodyguard	nagbabantay
bog	lusak
bogey	bogey
bogeyman	bogeyman
bogus	bogus
bohemian	bohemian
boil	pigsa
boiler	boiler
boilerplate	boilerplate
boiling	kumukulo
boisterous	maingay
bold	matapang
boldness	katapangan
bollocks	bollocks
bolster	magbolster
bolt	bolt
bolus	bolus
bomb	bomba
bombard	bombard
bombardier	bombardier
bombardment	panganganyon
bombed	bombed
bomber	bombero
bombers	bombero
bombing	pambobomba
bombshell	bombahell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	bono
bondage	pagkaalipin
bonding	bonding
bonds	mga bono
bondsman	tagapamahala
bone	buto
bonehead	buto ng buto
boner	boner
bones	buto
bonfire	siga
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	takip ng makina
bonny	maganda
bonsai	bonsai
bonus	bonus
bony	bono
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	libro
bookcase	istante
bookie	bookie
booking	booking
bookish	bookish
bookkeeper	bookkeeper
bookkeeping	bookkeeping
booklet	buklet
bookmaker	bookmaker
bookmark	bookmark
books	libro
bookseller	mga tagabenta ng libro
bookshop	bookshop
bookstore	tindahan ng libro
bookworm	bookworm
boom	boom
boomer	boomer
boomerang	boomerang
booming	booming
boon	boon
boooo	NO TRANSLATION
boost	mapalakas
booster	tagasunod
boot	boot
booth	booth
bootleg	bootleg
bootlegger	bootlegger
boots	bota
booty	nadambong
booze	maglasing
bop	bop
bopper	bopper
border	hangganan
bordering	hangganan
borderline	borderline
bore	nakayayamot
boreal	boreal
bored	nababato
boredom	hinawa
borer	borer
boring	mainip
born	ipinanganak
boron	boron
borough	borough
borrow	humiram
borrower	borrower
bosom	dibdib
boss	boss
bossy	bossy
boston	boston
botanical	botaniko
botanist	botanista
botany	botany
bother	mag-abala
bothering	Iniistorbo
bottle	bote
bottleneck	bottleneck
bottling	bottling
bottom	ibaba
bottomless	napakalalim
botulism	botulism
boulder	malaking bato
bounce	bounce
bouncer	bouncer
bouncy	bouncy
bound	nakatali
boundary	hangganan
boundless	walang hanggan
bounds	hangganan
bountiful	mapagbigay
bounty	kapagbigayan
bouquet	palumpon
bourbon	bourbon
bourgeois	burges
bourgeoisie	burgesya
bourse	bourse
bout	labanan
boutique	boutique
bouttime	bouttime
bovine	baka
bow	yumuko
bowed	yumuko
bowel	magbunot ng bituka
bowels	mga bituka
bowl	mangkok
bowler	bowler
bowling	bowling
bowls	mga mangkok
box	kahon
boxcar	boxcar
boxer	boksingero
boxers	boxers
boxing	boxing
boy	batang lalaki
boycott	boycott
boyfriend	kasintahan
boyhood	kabataan
boyish	kabataan
boysenberry	boysenberry
bozo	bozo
bra	bra
brace	suhay
bracelet	pulseras
braces	braces
brachial	brachial
bracket	bracket
brackets	mga braket
brackish	maalat
brad	brad
brag	magmayabang
braid	tirintas
brain	utak
brainless	brainless
brains	talino
brainstorm	brainstorm
brainwash	brainwash
brainy	matalino
brake	preno
bran	bran
branch	sangay
branching	sumasanga
brand	tatak
brandy	brandy
brash	brash
brass	tanso
brass knuckle	tanso buko
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	matapang
bravery	katapangan
brawl	gulo
brawn	brawn
brazen	brazen
breach	paglabag
bread	tinapay
breadth	lawak
break	pahinga
breakable	masira
breakaway	breakaway
breakdown	pagkasira
breaker	breaker
breakers	breakers
breakfast	almusal
breaking and entering	pagsira at pagpasok
breakingnews	nagbabagang balita
breakneck	mapanganib
breakthrough	tagumpay
breakup	maghiwalay
breast	dibdib
breath	hininga
breathe	huminga
breather	breather
breathless	humihingal
breathtaking	kapansin-pansin
breech	breech
breeches	breeches
breed	lahi
breeder	breeder
breeding	pag-aanak
breeze	simoy
breezy	sariwa
brethren	mga kapatid
breve	NO TRANSLATION
brevity	ang kaibahan
brew	magluto
brewery	brewery
brewing	paggawa ng serbesa
briar	briar
bribe	suhol
bribery	panunuhol
brick	brick
bridal	pangkasal
bride	nobya
bridegroom	kasintahang lalaki
bridesmaid	bridesmaid
bridge	tulay
bridle	bridle
brief	maikling
briefcase	lalagyan
briefing	pagtatagubilin
briefly	sandali
brig	brig
brigade	brigada
bright	maliwanag
brighten	magpasaya
brightens	lumiwanag
brighter	mas maliwanag
brightness	liwanag
brilliance	katalinuhan
brilliant	napakatalino
brim	mapuno
brimming	brimming
brimstone	asupre
brine	brine
bring	dalhin
brink	brink
brisk	matulin
brisket	brisket
bristle	bristle
brittle	malutong
bro	bro
broach	broach
broad	malawak
broadcast	broadcast
broadcasting	pagsasahimpapawid
broaden	palawakin
broadside	broadside
broadsword	broadsword
brocade	brokeid
broccoli	brokuli
brochure	brosyur
broil	broil
broke	sinira
broken	sirang
brokenheart	NO TRANSLATION
brokenhearted	sawi sa pag-ibig
broker	broker
brokerage	brokerage
bromide	bromide
bronco	bronco
bronze	tanso
brooch	brilyante
brood	malungkot
brooding	halimaw
brook	sapa
broom	walis
broomstick	tangkay ng walis
broth	sabaw
brothel	brothel
brother	kapatid na lalaki
brotherhood	kapatiran
brotherly	kapatid
brow	kilay
brown	kayumanggi
brownstone	kayumanggi
browse	mag-browse
brrr	brrr
bruise	bruise
bruising	bruising
brunch	brunch
brunette	may buhok na kulay-kape
brunt	malungkot
brush	brush
brutal	brutal
brutality	brutality
brute	brute
brutish	brutish
bubble	bubble
bubbling	bulubok
bubbly	may bula
bubonic	bubonic
buck	usang lalaki
buckaroo	buckaroo
bucket	bucket
buckle	mabaluktot
buckled	buckled
bucko	bucko
buckshot	Bucks
buckwheat	bakwit
bud	usbong
buddha	buddha
buddhism	Budismo
buddhist	buddhist
budding	namumuko
buddy	buddy
budge	budge
budget	badyet
buff	buff
buffalo	buffalo
buffer	buffer
buffering	buffering
buffet	buffet
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	nahuhumaling
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	magtayo
builder	tagabuo
building	gusali
buildings	mga gusali
buildup	buildup
bulb	bombilya
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	bulk
bulkhead	bulkhead
bulky	malaki
bull	toro
bulldog	buldog
bulldozer	buldoser
bullet	bullet
bulletin	bulletin
bulletproof	hindi sinasadya
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	matigas ang ulo
bullhorn	bullhorn
bullion	bullion
bullock	bullock
bullpen	bullpen
bullshit	kalokohan
bully	mapang-api
bulwark	bulwark
bum	baliw
bumblebee	bubuyog
bummed	bummed
bummer	bummer
bump	paga
bumper	bumper
bumpy	bumpy
bun	NO TRANSLATION
bunch	bungkos
bundle	bundle
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	matulog
bunker	bunker
bunkhouse	bunkhouse
bunny	kuneho
bunt	tumalon
buoy	buoy
buoyancy	buoyancy
buoyant	buoyant
bur	bur
burden	pasan
burdened	nabigat
burdensome	mabigat
bureau	bureau
bureaucracy	burukrasya
bureaucrat	burukrata
bureaucratic	bureaucratic
burger	Burger
burglar	magnanakaw
burglary	pagnanakaw
burial	libing
buried	inilibing
burke	burke
burlap	burlap
burlesque	burlesque
burly	mabigat
burn	paso
burned	sinusunog
burner	burner
burning	nasusunog
burnished	burnished
burnout	burnout
burnt	nasunog
burp	dumighay
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bursary
burst	pagputok
bury	ilibing
bus	bus
busboy	busboy
bush	bush
bushel	bushel
bushy	maraming palumpong
business	negosyo
business man	NO TRANSLATION
businessman	negosyante
businesswoman	negosyante
busload	busload
buss	buss
bust	dibdib
busted	busted
buster	buster
bustle	pagmamadali
bustling	bustling
busy	abala
busybody	busybody
butane	butane
butcher	Butcher
butler	butler
butt	puwit
butter	mantikilya
buttercup	buttercup
butterfly	butterfly
buttermilk	buttermilk
butterscotch	butterscotch
buttery	buttery
buttock	buttock
buttocks	pigi
button	na pindutan
buttress	buttress
buxom	buxom
buy	bumili
buyer	mamimili
buying	pagbili
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	paghiging
bye	bye
bygone	dati
bylaw	ayon sa batas
byline	byline
bypass	bypass
bystander	bystander
byte	byte
byzantine	byzantine
cab	taksi
cabal	takbo
cabana	cabana
cabaret	cabaret
cabbage	repolyo
cabbie	cabbie
cabernet	cabernet
cabin	cabin
cabinet	cabinet
cable	cable
caboodle	caboodle
caboose	kabalyero
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	walang hiya
cadaver	cadaver
caddie	NO TRANSLATION
caddy	kadi
cadence	ritmo
cadet	kadete
cafe	cafe
cafeteria	cafeteria
caffeine	caffeine
cage	kulungan
cagey	cagey
cahoots	mga kaklase
cairn	cairn
cake	cake
cakewalk	cakewalk
calamari	calamari
calamitous	mapanganib
calamity	kalamidad
calcareous	calcareous
calcium	kaltsyum
calculate	kalkulahin
calculated	kinakalkula
calculating	pagkalkula
calculation	pagkalkula
calculator	calculator
calculus	calculus
calendar	kalendaryo
calender	NO TRANSLATION
calf	guya
caliber	kalibre
calibrate	mag-calibrate
calico	calico
calipers	calipers
calisthenics	calisthenics
call	tumawag
callback	callback
caller	tumatawag
calligraphy	kaligrapya
calling	pagtawag
callous	walang kapintasan
calls	tawag
calm	kalmado
calming	pagpapatahimik
calmness	katahimikan
caloric	caloric
calorie	calorie
calorimeter	calorimeter
cam	cam
camaraderie	pakikipagkaibigan
camber	camber
camcorder	camcorder
camel	kamelyo
cameo	cameo
camera	camera
cameraman	cameraman
camisole	camisole
camouflage	magbalatkayo
camouflaged	NO TRANSLATION
camp	kampo
campaign	kampanya
campaigner	campaigner
campaigning	kampanya
camper	camper
campfire	apoy sa kampo
camping	kamping
campsite	kamping
campus	campus
can	maaari
can opener	maaari opener
canal	kanal
canary	kanaryo
cancel	kanselahin
canceling	pagkansela
cancellation	pawalang-bisa
cancer	kanser
candid	tapat
candidacy	kandidato
candidate	kandidato
candied	Candied
candle	kandila
candlelight	kandila
candles	kandila
candlestick	kandelero
candor	katapatan
candy	kendi
cane	tungkod
canine	aso
canister	kanistra
canker	canker
cannabis	cannabis
canned	naka-kahong
cannibal	kanibal
cannibalism	cannibalism
canning	canning
cannon	kanyon
cannonball	cannonball
canoe	kanue
canon	canon
canonical	canonical
canons	canons
canopy	canopy
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	kantina
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	konsol
cantina	cantina
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	canvas
canvass	NO TRANSLATION
canyon	canyon
cap	takip
capability	kakayahan
capable	may kakayahan
capacity	kapasidad
cape	kapa
caper	palayok
