Word	km
ascending	ឡើង
ascension	ឡើង
ascent	ឡើង
ascertain	បញ្ជាក់
ascertained	កំណត់
ascetic	ខ្ពង់រាប
ash	ផេះ
ashamed	ខ្មាស់
ashes	ផេះ
ashtray	ផេះ
asinine	asinine
ask	សួរ
asleeep	NO TRANSLATION
asleep	ដេកលក់
asp	asp
asparagus	ទំពាំងបារាំង
aspartame	aspartame
aspect	ទិដ្ឋភាព
aspects	ទិដ្ឋភាព
aspen	aspen
asphalt	asphalt
asphyxia	asphyxia
asphyxiation	asphyxiation
aspiration	សេចក្តីប្រាថ្នា
aspire	ប្រាថ្នាចង់បាន
aspirin	អាស្ពីរីន
aspiring	ប្រាថ្នា
ass	ass
assail	វាយប្រហារ
assailant	assailant
assassin	ឃាតក
assassinate	ធ្វើឃាត
assassination	ឃាតកម្ម
assault	វាយដំ
assay	សាកល្បង
assemblage	assemblage
assemble	ប្រមូលផ្តុំ
assembled	ជួបប្រជុំគ្នា
assembly	ការជួបប្រជុំគ្នា
assemblyman	អ្នក assemblyman
assent	យល់ព្រម
assert	អះអាង
asserting	អះអាង
assertion	ការអះអាង
assertive	អះអាង
assess	វាយតំលៃ
assessment	ការវាយតំលៃ
assessor	អ្នកវាយតម្លៃ
asset	ទ្រព្យសកម្ម
assets	ទ្រព្យសកម្ម
asshole	ជ្រលង
assign	កំណត់
assignee	អ្នកទទួល
assignment	កិច្ចការ
assimilate	assimilate
assimilation	assimilation
assist	ជួយ
assistance	ជំនួយ
assistant	ជំនួយការ
associate	សហការី
association	សមាគម
assorted	ចម្រុះ
assortment	assortment
assuage	ធន់
assume	សន្មត
assumed	ស​ន្ម​ត់
assuming	សន្មត់
assumption	ការសន្មត់
assurance	ការធានា
assure	ធានា
assured	ធានា
assuredly	ប្រាកដ
asterisk	សញ្ញាផ្កាយ
asteroid	អាចម៍ផ្កាយ
asteroids	អាចម៍ផ្កាយ
asthma	ជំងឺហឺត
asthmatic	ជំងឺហឺត
astigmatism	astigmatism
astonish	ភ្ញាក់ផ្អើល
astonished	ភ្ញាក់ផ្អើល
astonishing	គួរឱ្យភ្ញាក់ផ្អើល
astonishingly	NO TRANSLATION
astonishment	ភ្ញាក់ផ្អើល
astound	ភ្ញាក់ផ្អើល
astral	astral
astray	វង្វេង
astringent	astringent
astrologer	ហោរាសាស្រ្ត
astrology	ហោរាសាស្រ្ត
astronaut	អវកាសយានិក
astronomer	តារាវិទូ
astronomical	តារាសាស្រ្ត
astronomy	វិស័យតារាសាស្ត្រ
astute	ឆ្លាតវៃ
asunder	asunder
asylum	សុំសិទ្ធិជ្រកកោន
asymmetric	asymmetric
asymmetry	asymmetry
asymptotic	asymptotic
atelier	សិក្ខាសាលា
atheism	ការមិនជឿលើព្រះ
atheist	មិនជឿលើព្រះ
atheistic	បដិសេធនឹងព្រះ
atherosclerosis	atherosclerosis
athlete	អត្តពលិក
athletic	កីឡា
athleticism	កីឡា
athletics	អត្តពលកម្ម
atlas	អាត្លាស
atmosphere	បរិយាកាស
atmospheric	បរិយាកាស
atoll	Atoll
atom	អាតូម
atomic	អាតូម
atone	ទួន
atonement	ដង្វាយធួន
atpeace	atpeace
atrium	atrium
atrocious	យ៉ាងឃោឃៅ
atrocity	អំពើឃោរឃៅ
atrophy	ឈឺចាប់
attach	ភ្ជាប់
attached	ភ្ជាប់
attachment	ឯកសារ​ភ្ជាប់
attack	ការវាយប្រហារ
attacker	អ្នកវាយប្រហារ
attacking	វាយប្រហារ
attain	សម្រេច
attainable	អាចទទួលបាន
attainment	ការសំរេចបាន
attempt	ការប៉ុនប៉ង
attempted	ព្យាយាម
attend	ចូលរួម
attendance	វត្តមាន
attendant	អ្នកទទួលខុសត្រូវ
attention	យកចិត្តទុកដាក់
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	យកចិត្តទុកដាក់
attenuate	ស្រងាកចិត្ត
attenuated	ស្រងាកចិត្ត
attenuation	ការប៉ះពាល់
attest	បញ្ជាក់
attestation	លិខិតបញ្ជាក់
attic	ឥដ្ឋ
attire	សំលៀកបំពាក់
attitude	អាកប្បកិរិយា
attorney	មេធាវី
attract	ទាក់ទាញ
attraction	ការទាក់ទាញ
attractive	ទាក់ទាញ
attractiveness	ភាព​ទាក់ទាញ
attributable	ដែលអាចកំណត់បាន
attribute	គុណលក្ខណៈ
attribution	គុណលក្ខណៈ
attrition	attrition
auburn	auburn
auction	ដេញថ្លៃ
auctioneer	អ្នកដេញថ្លៃ
audacious	audacious
audacity	audacity
audible	ឮ
audience	ទស្សនិកជន
audio	អូឌីយ៉ូ
audit	សវនកម្ម
audition	សវនករ
auditions	សវនកម្ម
auditor	សវនករ
auditorium	សាលប្រជុំ
auditory	ស្តាប់
aught	aught
augment	augment
augmentation	ការកើនឡើង
august	ខែសីហា
aunt	មីង
auntie	អូន
aura	អូរ៉ា
aurora	aurora
auspices	ជំនួយ
auspicious	ល្អ
austere	austere
austerity	ការរឹតត្បិត
authentic	ពិតប្រាកដ
authenticate	ផ្ទៀងផ្ទាត់ភាពត្រឹមត្រូវ
authentication	ការផ្ទៀងផ្ទាត់
authenticity	ភាពត្រឹមត្រូវ
author	អ្នកនិពន្ធ
authoritative	អាជ្ញាធរ
authority	អាជ្ញាធរ
authorization	ការអនុញ្ញាត
authorize	អនុញ្ញាត
authorized	បានអនុញ្ញាត
authorship	ភាពជាអ្នកនិពន្ធ
autism	ជំងឺសរសៃប្រសាទ
autistic	autistic
auto	រថយន្ត
autobiographical	autobiographical
autobiography	ជីវប្រវត្តិផ្ទាល់ខ្លួន
autocorrect	កែដោយស្វ័យប្រវត្តិ
autocratic	autocratic
autograph	ហត្ថលេខា
autographed	មានអនុស្សាវរីយ៍
automated	ដោយស្វ័យប្រវត្តិ
automatic	ស្វ័យប្រវត្តិ
automobile	រថយន្ត
automotive	រថយន្ត
autonomy	ស្វ័យភាព
autopilot	ស្វ័យប្រវត្តិ
autopsy	សាកសព
autumn	រដូវស្លឹកឈើជ្រុះ
auxiliary	ជំនួយ
avail	ប្រើបាន
availability	ភាពអាចរកបាន
available	មាន
avalanche	avalanche
avarice	avarice
avatar	រូបតំណាង
avenge	សងសឹក
avenger	អ្នកសងសឹក
avenging	ការសងសឹក
avenue	ផ្លូវ
aver	NO TRANSLATION
average	ជាមធ្យម
aversation	NO TRANSLATION
averse	មិនចូលចិត្ត
averseness	ភាពច្របូកច្របល់
aversion	ការជៀងវាង
avert	avert
aviary	aviary
aviation	អាកាសចរណ៍
aviator	អាកាសចរណ៍
avid	ចូលចិត្ត
avocado	ផ្លែបឺរ
avoid	ជៀសវាង
avoidance	ជៀសវាង
avoiding	ជៀសវាង
await	រង់ចាំ
awake	ភ្ញាក់
awaken	ភ្ញាក់
awakening	ភ្ញាក់
award	រង្វាន់
awards	រង្វាន់
aware	យល់ដឹង
awareness	ការយល់ដឹង
awe	NO TRANSLATION
awed	awed
awesome	ល្អមែនទែន
awesomeness	អស្ចារ្យ
awestruck	ភ្ញាក់ផ្អើល
awful	អាក្រក់
awkward	ឆ្គង
awkwardness	ភាពឆ្គាំឆ្គង
awning	តុសសកុដិ
awry	ភ្ញាក់ផ្អើល
axe	ត្រីកោណ
axial	អ័ក្ស
axiom	axiom
axiomatic	axiomatic
axis	អ័ក្ស
axle	អ័ក្ស
ay	ay
aye	aye
azimuth	azimuth
azure	azure
babble	babble
babbling	babbling
babe	កូនក្មេង
baboon	សាច់គោ
baby	ទារក
babysit	ទារក
babysitter	អ្នក​ថែ​ក្មេង
baccalaureate	baccalaureate
baccarat	បាការ៉ាត់
bachelor	បរិញ្ញាបត្រ
bachelorette	bachelorette
back	ថយក្រោយ
backboard	backboard
backbone	ឆ្អឹងខ្នង
backdoor	ទ្វារ​ក្រោយ
backdrop	ផ្ទាំងខាងក្រោយ
backer	អ្នកគាំទ្រ
backfire	backfire
backgammon	backgammon
background	ផ្ទៃខាងក្រោយ
backhand	backhand
backhoe	backhoe
backoff	ដកខ្លួន
backpack	កាបូបស្ពាយ
backpacker	កាបូបកាបូប
backroom	backroom
backseat	backseat
backside	ផ្នែកខាងក្រោយ
backtrack	backtrack
backup	ការបម្រុងទុក
backward	ថយក្រោយ
backwardness	ថយក្រោយ
backwards	ថយក្រោយ
backwater	ទឹក
backwoods	ឈើឆ្កាង
backyard	ចត
bacon	bacon
bacteria	បាក់តេរី
bacterial	បាក់តេរី
bacterium	បាក់តេរី
bad	អាក្រក់
badass	អាក្រក់
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	ផ្លាកសញ្ញា
badger	badger
badhabit	NO TRANSLATION
badly	យ៉ាងធ្ងន់ធ្ងរ
badness	អាក្រក់
baffle	baffle
baffled	baffled
bag	ថង់
bagel	bagel
baggage	ឥវ៉ាន់
baggie	baggie
baggy	baggy
bagman	bagman
bagpipes	bagpipes
bail	បង់ប្រាក់ធានា
bailiff	អាជ្ញាសាលា
bait	នុយ
bake	ដុត
bakery	ហាងនំ
baking	ដុតនំ
bal	NO TRANSLATION
balance	តុល្យភាព
balanced	មានតុល្យភាព
balcony	យ៉រ
bald	ទំពែក
balding	តមបេក
baldy	តុកកាប
bale	បាល់
balk	balk
ball	បាល់
ballad	ballad
ballast	ballast
ballerina	ballerina
ballet	របាំបាឡេ
ballgame	ballgame
ballistic	លោតផ្លោះ
ballistics	ballistics
balloon	ប៉េងប៉ោង
ballot	សន្លឹកឆ្នោត
ballpark	ballpark
ballplayer	អ្នកលេងបាល់
ballpoint	គ្រាប់បាល់
ballroom	សាល
ballsy	បាល់
balm	ប្រទាល
balmy	balmy
balsam	បាស
balsamic	balsamic
bam	bam
bamboo	ឫស្សី
ban	NO TRANSLATION
banana	ចេក
band	ក្រុម
bandage	បង់រុំ
bandanna	NO TRANSLATION
bandit	bandit
bandstand	bandstand
bandwagon	bandwagon
bandwidth	ល្បឿន
bane	bane
bang	Bang
banger	អ្នកនេសាទ
banish	banish
banished	បណ្តេញ
banishment	ហាមឃាត់
banister	banister
banjo	banjo
bank	ធនាគារ
banker	ធនាគារ
banking	ធនាគារ
bankroll	bankroll
bankrupt	ក្ស័យធន
bankruptcy	ក្ស័យធន
banner	បដា
banquet	ពិធីជប់លៀង
banshee	banshee
banter	banter
banzai	NO TRANSLATION
baptism	បុណ្យជ្រមុជទឹក
baptismal	បុណ្យជ្រមុជទឹក
baptize	ជ្រមុជទឹក
bar	របារ
barb	បារី
barbarian	ជាមនុស្សព្រៃ
barbaric	ព្រៃផ្សៃ
barbarism	ព្រៃផ្សៃ
barbecue	សាច់អាំង
barbed	បន្លា
barber	អ្នកកាត់សក់
barbershop	ហាង​កាត់​សក់
barbie doll	តុក្កតាបារី
bard	bard
bare	ទទេ
bareback	លក់បន្ត
barefoot	ជើងទទេរ
barely	ទទេ
barf	barf
bargain	ការចរចា
bargaining	ការចរចា
barge	កប៉ាល់
baritone	បារីតូន
barium	បាស្យ៉ូម
bark	សំបកឈើ
barkeep	barkeep
barks	កោរសក់
barley	ស្រូវ
barmaid	ធ្យូងថ្ម
barman	barman
barn	ជង្រុក
barnacle	ជង្រុក
barney	ដំបង
barnyard	barnyard
barometer	ឧបករណ៍វាស់ស្ទង់
baron	baron
baroness	baroness
baroque	ភូមិដ៏ចម្លែក
barrack	របាំង
barracuda	barracuda
barrage	barrage
barred	រារាំង
barrel	ធុង
barren	គ្មានកូន
barricade	របាំង
barrier	ឧបសគ្គ
barring	រារាំង
barrister	មេធាវី
barroom	barroom
barrow	barrow
bartender	bartender
barter	ផ្លាស់ប្តូរ
base	មូលដ្ឋាន
baseball	កីឡាបាល់បោះ
baseball bat	កីឡាបេស្បល
baseboard	បន្ទះក្តារ
baseless	គ្មានមូលដ្ឋាន
baseline	មូលដ្ឋាន
baseman	baseman
basement	បន្ទប់ក្រោមដី
bases	មូលដ្ឋាន
bash	bash
bashful	bashful
basic	មូលដ្ឋាន
basics	មូលដ្ឋាន
basil	basil
basilica	បាសសិលា
