Word	bg
beat	бия
beaten	бит
beater	тупалка
beating	побой
beatnik	отчаян интелигент
beau	кавалер
beautification	разкрасяване
beautiful	красив
beautify	разкрасявам
beauty	красота
beaver	бобър
bebop	бибоп
beck	махване
beckon	махвам
become	да стане
bed	легло
bedding	постеля
bedpan	подлога
bedrock	здрава основа
bedroom	спалня
bedside	шкафче
bedspread	покривка за легло
bedtime	време за лягане
bee	пчела
beef	говеждо месо
beefsteak	телешка пържола
beehive	кошер
beep	звуков сигнал
beeper	сигнално устройство
beer	Бира
bees	пчели
beeswax	пчелен восък
beetle	бръмбар
befall	сполети
befitting	подобаващ
befriend	помагам
befuddled	объркан
beg	помолвам
beggar	просяк
begging	просия
begin	започвам
beginner	начинаещ
beginning	начало
beginnings	наченки
begrudge	завиждам
begun	започнал
behappy	NO TRANSLATION
behave	държа се
behavior	поведение
behavioral	поведенчески
behemoth	бегемот
behest	повеление
behold	виж
beholden	задължен
beholder	очевидец
beige	бежов
belated	закъснял
belay	осигуровка
belch	оригване
belief	вярване
believable	правдоподобен
believe	вярвам
believed	вярвал
believer	вярващ
believing	вярвайки
belittle	омаловажавам
belittled	омаловажена
bell	звънец
bellboy	пиколо
bellhop	пиколо
belligerent	воюващ
bellman	нощен пазач
bellow	мучене
bellows	духало
belly	корем
bellybutton	пъп
bellyful	достатъчно за да се наям
belong	принадлежа
belongings	принадлежности
beloved	любим
belt	колан
beluga	белуга
bemused	вглъбен
bench	пейка
bend	извивам
bender	гуляй
bending	огъване
beneath	под
benedictory	благославящ
benefactor	благотворител
beneficial	благотворен
beneficiary	бенефициент
benefit	облага
benevolence	благосклонност
benevolent	благосклонен
benign	доброкачествен
bent	склонност
benzene	бензол
bequeath	завещавам
bequest	завещание
bereaved	лишен
bereavement	тежка загуба
bereft	лишавам
beret	барета
bergamot	бергамот
berlin	Берлин
berserk	обезумял
berth	легло
beryllium	берилий
beseech	умолявам
beset	спъвам
bestdayever	Най-добрият ден някога
bestfeeling	bestfeeling
bestfriends	най-добри приятели
bestial	животински
besties	Най-добрите приятели
bestow	подарявам
bestseller	бестселър
bet	залагане
beta	бета
betray	издавам
betrayal	предателство
betrayed	предал
betrothed	сгодена
betterment	подобрение
betting	залагане
betty	Бети
bevel	откос
beverage	напитка
bevy	орляк
beware	внимавай
bewilder	обърквам
bewildered	объркано
bewilderment	объркване
bias	отклонение
biased	диагонален
bib	нагръдник
bible	Библията
biblical	библейски
bibliography	библиография
bicarbonate	бикарбонат
bicentennial	двестагодишен
biceps	бицепс
bicker	блесвам
bickering	караници
bicolor	колор
bicycle	велосипед
bid	предложение
bidder	наддавач
bidding	наддаване
bide	NO TRANSLATION
biennial	двегодишен
bier	NO TRANSLATION
bifurcation	бифуркация
big	голям
bigamy	двуженство
bigday	голям ден
biggestfear	NO TRANSLATION
biggie	Биги
bighorn	голям рог
bigmouth	голяма уста
bigot	фанатик
bigoted	фанатичен
bigotry	фанатизъм
bike	велосипед
biker	велосипедист
bikini	бикини
bilateral	двустранен
