Word	co
beautification	abbellimentu
beautiful	bellu
beautify	embrescar
beauty	bellezza
beaver	castor
bebop	bebop
beck	piacè
beckon	bisognu
become	diventà
bed	lettu
bedding	bedding
bedpan	bedpan
bedrock	bedrock
bedroom	bedroom
bedside	lettu
bedspread	cumince
bedtime	chjinera
bee	apicultori
beef	vacca
beefsteak	befena
beehive	bugnu
beep	bip
beeper	bassa
beer	a biera
bees	abi
beeswax	abica
beetle	beetle
befall	averebbe
befitting	bè
befriend	per favvi
befuddled	befuddled
beg	dumandà
beggar	addivatori
begging	pricurà
begin	principia
beginner	novu
beginning	principiu
beginnings	iniziu
begrudge	primu fiducia
begun	iniziatu
behappy	NO TRANSLATION
behave	cumportanu
behavior	cumpurtamentu
behavioral	cumpurtamentu
behemoth	behemoth
behest	esse dumandata
behold	eccu
beholden	eccu
beholder	miricanu
beige	beige
belated	belated
belay	belay
belch	belch
belief	credenza
believable	believable
believe	crede
believed	cridutu
believer	criunu
believing	crìdiri
belittle	belittle
belittled	belittled
bell	campana
bellboy	bellboy
bellhop	bellhop
belligerent	beligerante
bellman	bellman
bellow	muggito
bellows	bellows
belly	panna
bellybutton	bellybutton
bellyful	bellyful
belong	appartenenu
belongings	imprese
beloved	amatu
belt	cintura
beluga	beluga
bemused	bemused
bench	bancu
bend	daveru
bender	bender
bending	curvatura
beneath	sottu
benedictory	benedictori
benefactor	benfatturatore
beneficial	benefica
beneficiary	beneficiariu
benefit	benefiziu
benevolence	benevolenza
benevolent	benedizzione
benign	benigna
bent	curtava
benzene	benzene
bequeath	lascià
bequest	patrimoniu
bereaved	sfurtuna
bereavement	dolore
bereft	priveda
beret	beretta
bergamot	bergamota
berlin	berlin
berserk	berserk
berth	quiddu
beryllium	berillariu
beseech	dumandate
beset	cuddà
bestdayever	bestdayever
bestfeeling	megghiu
bestfriends	i megliu amichi
bestial	bestial
besties	besties
bestow	cuncede
bestseller	bestseller
bet	una scumessa
beta	beta
betray	tradiscia
betrayal	tradimentu
betrayed	tradutu
betrothed	fidanzata
betterment	migliurà
betting	aposti
betty	betty
bevel	tagliu
beverage	a vittura
bevy	bevy
beware	attentu
bewilder	svantaghju
bewildered	stunatu
bewilderment	sbalordimentu
bias	bias
biased	sguassatu
bib	babbu
bible	bible
biblical	biblicu
bibliography	bibliografìa
bicarbonate	bicarbonate
bicentennial	bicentese
biceps	biceps
bicker	bicker
bickering	dumandava
bicolor	bicolor
bicycle	bicyclette
bid	lignu
bidder	offerto
bidding	licite
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcazioni
big	grande
bigamy	bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	bigoted
bigotry	tintu
bike	bicicletta
biker	biker
bikini	bikini
bilateral	bilaterais
bilayer	bicayer
bile	bile
bilge	sibbia
bilingual	bilingue
bill	bill
billboard	billboard
billet	billet
billiard	cavaddu
billiards	i billiards
billing	fattura
billion	milioni
billionaire	bilionaire
billy	billy
bimbo	bimbo
bimonthly	bimestale
bin	bin
binary	binariu
bind	ligami
binder	caratteristica
bindery	aglutinazione
binding	ligami
bing	bing
binge	binge
bingo	bingo
binocular	binoculu
binoculars	binoculi
binomial	binomia
bio	bio
biochemical	biochemical
biochemist	biochemist
biochemistry	biochimica
biogenesis	biugenesi
biographer	biògrafu
biography	biografia
biological	biologicu
biologist	biologu
biology	biologia
bionic	bionic
biopsy	biòpsia
biosphere	a biosfera
bipartite	bipartita
bipolar	bipolari
birch	bedu
bird	uccelli
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	nascita
birthday	anniversariu
birthing	birthing
birthmark	nascita
birthplace	locu nativu
birthright	ghjustizia
bis	NO TRANSLATION
biscuit	biscuit
bisexual	bisessuale
bishop	viscuvu
bison	bison
bisque	bisque
bistro	bistro
bit	pocu
bitch	cagna
bitchy	bitchy
bite	muzzicu
biter	NO TRANSLATION
bitsy	bitsy
bitter	amara
bitterly	amara
bitterness	amarezza
bittersweet	agguastu
bitty	bitty
bitumen	bitume
biweekly	cinquanta persa
biz	biz biz
bizarre	belli
blab	blab
blabbermouth	blabbermouth
black	neru
black snake	sirpenti nica
blackberry	blackberry
blackbird	mischinu
blackboard	pannello
blacken	nìuru
blackface	blackface
blackjack	blackjack
blacklist	lista negra
blackmail	scantu
blackmailer	blackmailer
blackness	oscurità
blackout	blackout
blacksmith	ferru
bladder	bladder
blade	arma
blame	culpèvule
blameless	senza difettu
bland	bleu
blank	in biancu
blanket	manta
blare	blare
blase	NO TRANSLATION
blasphemous	blaspemi
blasphemy	blasphemia
blast	splutazioni
blaster	blaster
blastoff	blastoff
blatant	flagrante
blather	blather
blaze	blaze
blazer	blazer
blazing	ardenti
bleach	bleach
bleak	sullutta
bleed	sguardu
bleeder	culori
bleeding	sdrughju
bleep	bleep
blemish	tacchino
blemished	tagliu
blend	blend
blender	blender
blending	blending
bless	benedite
blessed	benedettu
blessing	benedizzione
blessings	benedizzioni
bleu	bleu
blight	blight
blighted	blighted
blimp	blimp
blind	cecu
blinded	blindatu
blindfold	vilucità
blindfolded	vilucitati
blinding	cielu
blindly	ciatu
blindness	cecità
blink	blink
blip	blip
bliss	felicità
blissful	felicità
blister	blister
blistering	blistering
blitz	blitz
blizzard	Blizzard
bloat	bloat
bloated	sanguinanti
blob	blob
block	bluccatu
blockade	u bloccu
blockage	imbligramentu
blockbuster	blockbuster
blockhead	bluccatu
blog	blog
bloke	bloke
blond	rossu
blonde	bionda
blood	sangue
bloodbath	di sangue
bloodhound	sguardu
bloodless	senza sangue
bloodline	sanguinaccio
bloodshed	sangu
bloodshot	sangue
bloodstream	sangue
bloodthirsty	sanguina
bloody	sanguinanti
bloom	fiore
bloomers	fiori
blooming	fiore
blossom	fiori
blot	blot
blotched	blotched
blotter	blotter
blouse	blusa
blow	colpu
blower	blower
blowfish	mezzanine
blowing	sopra
blowjob	pompino
blown	svinutu
blowout	scussuni
blowtorch	sopra sopra
blubber	blubber
bluddy	bluddy
blue	turchinu
blue spruce	blu spruce
blueberry	blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	pruprietariu
blues	blues
bluff	culori
bluish	urugginari
blunder	piccatu
blunt	contru
blur	sfocata
blurred	sfucata
blurry	blurry
blurt	blurt
blush	blush
blushing	rubia
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	cinghiali
board	bordu
board game	jocu di partita
boarder	NO TRANSLATION
boarding	pensioni
boardroom	salottu
boards	tabelli
boardwalk	promenade
boast	si vantavanu
boastful	sapienzia
boasting	si vantava
boat	varchicedda
boathouse	a boathouse
boating	a boating
boatload	boatload
boatman	barca
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	corpi
bodily	corpu
body	corpu
bodyguard	guardi
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	bogus
bohemian	boemia
boil	fogghi
boiler	a boiler
boilerplate	pappagallo
boiling	vapeur
boisterous	boisterous
bold	grassettu
boldness	valutà
bollocks	piatti
bolster	rinforza
bolt	u viulente
bolus	bolus
bomb	bomba
bombard	bombard
bombardier	bombardier
bombardment	bumbardamentu
bombed	bummardamenti
bomber	u bomber
bombers	bombers
bombing	bumbardamentu
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	bonu
bondage	servitoriu
bonding	bonding
bonds	liami
bondsman	bondsman
bone	bone
bonehead	bonehead
boner	boner
bones	osse
bonfire	bonfire
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	sputica
boo	boo
boob	boob
booby	tette
booger	booger
boogeyman	bogau
boogie	boogie
book	libru
bookcase	bookcase
bookie	bookie
booking	riservazione
bookish	libbiratu
bookkeeper	bookkeeper
bookkeeping	mantenimentu bookkeeping
booklet	librettu
bookmaker	in modu di
bookmark	indirè
books	libri
bookseller	libbru
bookshop	libru
bookstore	libreria
bookworm	ragnotti
boom	boom
boomer	boom
boomerang	boomerang
booming	crescente
boon	benedette
boooo	NO TRANSLATION
boost	spinta
booster	crescente
boot	u sopra
booth	cabina
bootleg	bootleg
bootlegger	bootlegger
boots	stivali
booty	spugliatoghju
booze	booze
bop	bop
bopper	bopper
border	cunfini
bordering	cunfini
borderline	frontiere
bore	bore
boreal	boreali
bored	avutru
boredom	l 'aspiratu
borer	borer
boring	avutru
born	nasciu
boron	boru
borough	borough
borrow	pigliari prestu
borrower	prumessu
bosom	senu
boss	capu
bossy	mandolinu
boston	boston
botanical	botanicu
botanist	botanist
botany	botanica
bother	daveru
bothering	dumila
bottle	buttiglia
bottleneck	bottleneck
bottling	buttiglia
bottom	fondu
bottomless	fondu
botulism	botulismu
boulder	boulder
bounce	bounce
bouncer	bouncer
bouncy	bouncy
bound	liatu
boundary	frontiere
boundless	limità
bounds	limiti
bountiful	bountiful
bounty	bounty
bouquet	bouquet
bourbon	borbonicu
bourgeois	burgisi
bourgeoisie	bourgeoisie
bourse	bourse
bout	bout
boutique	boutique
bouttime	NO TRANSLATION
bovine	bovine
bow	arcu
bowed	arristaru
bowel	intestinali
bowels	visu
bowl	tazze
bowler	bolla
bowling	bowling
bowls	bowls
box	scatula
boxcar	boxcar
boxer	boxeur
boxers	pughjili
boxing	pughjilatu
boy	picciottu
boycott	boicottaggiu
boyfriend	novu
boyhood	boyhood
boyish	boyish
boysenberry	carinata
bozo	bozo
bra	bra
brace	brace
bracelet	bracciale
braces	segni
brachial	brachial
bracket	bracket
brackets	chjassi
brackish	brackish
brad	Brad
brag	brag
braid	braid
brain	u cori
brainless	brainless
brains	u moins
brainstorm	brainstorm
brainwash	brainwash
brainy	brainy
brake	freno
bran	bran
branch	ramu
branching	branching
brand	marca
brandy	acquavita
brash	brash
brass	ramu
brass knuckle	ramu di cunti
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravura
brave	curaghju
bravery	curaghju
brawl	rey
brawn	brawn
brazen	brazen
breach	viulenza
bread	pane
breadth	un'andatura
break	rumpimentu
breakable	sbuffà
breakaway	rughju
breakdown	daveru
breaker	rombu
breakers	muturi
breakfast	culazioni
breaking and entering	rumpia è ingressu
breakingnews	i breaking news
breakneck	rompicapoli
breakthrough	avantaghju
breakup	rompe
breast	pettu
breath	rispiru
breathe	respira
breather	respira
breathless	senza ciatu
breathtaking	spettaculu
breech	culatta
breeches	capelli
breed	razza
breeder	addivatori
breeding	ripruduzzioni
breeze	u ventu
breezy	breezy
brethren	fratelli
breve	NO TRANSLATION
brevity	la brevità
brew	brew
brewery	brassaria
brewing	culleghju
briar	briar
bribe	bribe
bribery	còmpiu
brick	ladrone
bridal	sposu
bride	sposa
bridegroom	sposu
bridesmaid	duminatura
bridge	ponte
bridle	brida
brief	brevi
briefcase	cartulare
briefing	briefing
briefly	pocu tempu
brig	brig
brigade	brigata
bright	luminoso
brighten	di raligrà
brightens	abbrazzanu
brighter	splendore
brightness	luminosità
brilliance	brilliance
brilliant	brillanti
brim	brim
brimming	ciappi
brimstone	azzurru
brine	salata
bring	fà vene
brink	invece
brisk	a scola
brisket	brachise
bristle	bristle
brittle	brittle
bro	bro
broach	broach
broad	largu
broadcast	radiu
broadcasting	radicali
broaden	largheghja
broadside	broadside
broadsword	inseme
brocade	brocade
broccoli	brocoli
brochure	librettu
broil	broil
broke	rumpiu
broken	rotta
brokenheart	NO TRANSLATION
brokenhearted	cori ruttu
broker	broker
brokerage	franchising
bromide	bromur
bronco	broncu
bronze	bronzu
brooch	brocchetta
brood	runi
brooding	rossi
brook	ruscello
broom	scupa
broomstick	scoli
broth	caldu
brothel	fratellu
brother	fratellu
brotherhood	fratellanza
brotherly	fratellu
brow	cima
brown	marrone
brownstone	marrone
browse	cercate
brrr	brrr
bruise	bruise
bruising	bruising
brunch	brunch
brunette	bruna
brunt	brunt
brush	brush
brutal	brutali
brutality	brutalità
brute	brute
brutish	brutish
bubble	bubble
bubbling	burbuffendu
bubbly	bubbly
bubonic	bubonic
buck	beccu
buckaroo	buckaroo
bucket	bucket
buckle	corna
buckled	arriccùtu
bucko	bucko
buckshot	buckshot
buckwheat	u sguardu
bud	u caprettu
buddha	Buda
buddhism	Buddisimu
buddhist	buddista
budding	budding
buddy	buddy
budge	spedizione
budget	u budget
buff	buff
buffalo	bufalini
buffer	buffer
buffering	buffering
buffet	buffet
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	custruisce
builder	constructeur
building	custruisce
buildings	edifizii
buildup	custruì
bulb	bulb
bulbous	bulbous
bulge	bulge
bulimic	bulimicu
bulk	ingrossu
bulkhead	parpalle
bulky	volumi
bull	toru
bulldog	bulldog
bulldozer	bulldozer
bullet	bullet
bulletin	bulletin
bulletproof	bulletproof
bullfighter	toru
bullfrog	toru
bullheaded	capu
bullhorn	bullhorn
bullion	bullion
bullock	buccale
bullpen	bullpen
bullshit	purtava
bully	bele
bulwark	murale
bum	bum
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	bump
bumper	bumper
bumpy	bumpy
bun	NO TRANSLATION
bunch	mazzardiu
bundle	fasciu
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	bunt
buoy	boi
buoyancy	carburante
buoyant	uverante
bur	bur
burden	pisu
burdened	carricu
burdensome	in burdensomi
bureau	bureau
bureaucracy	burocrazia
bureaucrat	burucanu
bureaucratic	burocràticu
burger	burger
burglar	burglar
burglary	burglary
burial	funerale
buried	sipillitu
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	brusgià
burned	abbruciati
burner	abbruciatu
burning	ardenti
burnished	bruciatu
burnout	calcinatu
burnt	abbruciava
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	borondale
burst	scuppiava
bury	intarrà
bus	bus
busboy	NO TRANSLATION
bush	arbulu
bushel	bushel
bushy	cespugliallu
business	affari
business man	NO TRANSLATION
businessman	affari
businesswoman	NO TRANSLATION
busload	busload
buss	buss
bust	bustu
busted	busted
buster	buster
bustle	muvimentu
bustling	bustling
busy	occupatu
busybody	busybody
butane	butanus
butcher	u macellu
butler	butler
butt	butt butt
butter	burru
buttercup	buttercup
butterfly	farfalla
buttermilk	di latti
butterscotch	butterscotch
buttery	butteghe
buttock	buttock
buttocks	buttocks
button	buttone
buttress	buttress
buxom	buxom
buy	cumprà
buyer	cumpratori
buying	cumprà
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	buzzing
bye	avvedeci
bygone	passatu
bylaw	statutu
byline	byline
bypass	bypass
bystander	ghjerme
byte	byte
byzantine	bizantina
cab	cab
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	col
cabbie	cabbie
cabernet	Cabernet
cabin	cabina
cabinet	u gabignore
cable	cable
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	cadet
cafe	cafe
cafeteria	cafeteria
caffeine	caffeine
cage	cage
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	cake
cakewalk	cugeur
calamari	calamari
calamitous	calamitous
calamity	calamità
calcareous	calcariu
calcium	calcium
calculate	calculate
calculated	calculata
calculating	calculà
calculation	calculu
calculator	calculatori
calculus	calculu
calendar	u calendariu
calender	NO TRANSLATION
calf	vitellu
caliber	calibre
calibrate	calibre
calico	calico
calipers	calibrati
calisthenics	calistennesi
call	chjama
callback	callback
caller	caller
calligraphy	calligrafia
calling	chjamà
callous	callous
calls	chjama
calm	calmu
calming	calming
calmness	tranquillità
caloric	caloria
calorie	caloria
calorimeter	Calorimbetu
cam	cam
camaraderie	camaraderie
camber	camber
camcorder	camcorder
camel	cammellu
cameo	cameo
camera	camera
cameraman	cammellu
camisole	camisole
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	campu
campaign	campagna
campaigner	attivista
campaigning	campagni
camper	camper
campfire	campfire
camping	campeghju
campsite	campeghju
campus	campus
can	pudete
can opener	pudere opener
canal	canale
canary	canariu
cancel	annullà
canceling	annullamentu
cancellation	annullamentu
cancer	cancer
candid	candid
candidacy	a candidatura
candidate	candidatu
candied	cunfitti
candle	candela
candlelight	candlelight
candles	candele
candlestick	candileru
candor	candor
candy	candy
cane	canna
canine	canino
canister	canister
canker	canker
cannabis	cannabis
canned	canned
cannibal	cannibale
cannibalism	cannibalism
canning	cunsirvatori
cannon	canuni
cannonball	cannonball
canoe	canoa
canon	canon
canonical	canunari
canons	canoni
canopy	canopy
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	cantina
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	cantone
cantstandit	cantstandit
cantwin	cantwin
canvas	tela
canvass	NO TRANSLATION
canyon	canyon
cap	cap
capability	capacità
capable	capaci
capacity	capacità
cape	capo
caper	caper
capillary	capilarità
capital	capitale
capitalism	capitalismu
capitalist	capitalista
capitalize	capitalizarii
capitals	capitali
capitation	capitation
capitol	capitale
capitulation	capitulation
cappuccino	cappuccino
caprice	caprice
capricious	capricciusu
caps	cappelli
capslock	capslock
capsule	capsula
captain	capitanu
caption	caption
captivate	cautivanu
captivating	ca captivanu
captive	capu
captivity	captive
captor	captor
capture	capisce
car	car
caramel	carameddu
carat	carat
caravan	caravana
carbon	carbone
carburetor	carburetor
carcass	carcassi
carcinoma	carcinoma
card	carta
cardboard	cartuni
cardiac	cardiac
cardigan	cardigan
cardinal	cardinal
cardiologist	cardologu
cardiology	cardiologia
cardiomyopathy	a misgiomopia
cards	carti
care	cura
career	carriera
carefree	carefree
careful	attentu
