Word	sq
barrel	fuçi
barren	shterp
barricade	barrikadë
barrier	pengesë
barring	veç
barrister	avokat
barroom	barroom
barrow	karrocë dore
bartender	barist
barter	shkëmbim
base	bazë
baseball	baseball
baseball bat	baseball bat
baseboard	baseboard
baseless	i pabazuar
baseline	bazë
baseman	baseman
basement	bodrum
bases	bazë
bash	përplas
bashful	i turpshëm
basic	themelor
basics	bazat
basil	borzilok
basilica	Bazilika
basin	legen
basis	bazë
bask	ngrohem
basket	shportë
basketball	basketboll
bass	bas
bass guitar	BAS kitarë
basso	NO TRANSLATION
bassoon	fagot
bastard	bastard
bastarding	bastarding
bastards	bastards
bastion	fortesë
bat	shkop
batch	grumbull
batching	Batching
bate	NO TRANSLATION
bath	dush
bathe	banjë
bathhouse	bathhouse
bathing	larje
bathrobe	rrobë banjo
bathroom	banjë
bathtub	vaskë
bathymetry	batimetria
baton	skeptër
battalion	batalion
batter	qëlloj
battered	goditet
battering	rrahja
battery	bateri
battle	betejë
battled	luftuan
battlefield	fushë beteje
battleground	fushë beteje
battlements	mur mbrojtës me frëngji
battleship	luftanije
batty	i shkarë
bauble	stoli
bawdy	që nuk ka hije
bawl	bërtitje
bay	gji
bayonet	bajonetë
bayou	moçal
bazaar	pazar
bazooka	bazooka
bday	bday
be	të jetë
beach	plazh
beaches	plazhet
beacon	fener
bead	thep
beading	beading
beads	rruaza
beady	si rruazë
beagle	langua
beak	sqep
beaker	gotë
beam	rreze
beaming	shndritura
bean	fasule
beanbag	beanbag
beanie	Beanie
bear	duroj
bearable	i durueshëm
beard	mjekër
bearded	me mjekër
bearer	bartës
bearing	kushinetë
bearings	kushineta
bearish	bearish
bearskin	lëkurë e ariut
beast	kafshë
beastly	i neveritshëm
beat	rrah
beaten	i rrahur
beater	rrahës
beating	rrahje
beatnik	beatnik
beau	gruar
beautification	zbukurimi
beautiful	e bukur
beautify	zbukuroj
beauty	bukuri
beaver	Kastor
bebop	Bebop
beck	shenjë
beckon	bëj një shenjë
become	bërë
bed	shtrat
bedding	shtresat e mbulesat
bedpan	bedpan
bedrock	themel
bedroom	dhomë gjumi
bedside	anë krevati
bedspread	kuvertë
bedtime	ora e gjumit
bee	bletë
beef	mish lope
beefsteak	biftek
beehive	zgjua
beep	bip
beeper	biper
beer	birrë
bees	bletët
beeswax	dyllë blete
beetle	brumbull
befall	ndodh
befitting	i përshtatshëm
befriend	ndihmoj
befuddled	befuddled
beg	lutem
beggar	lypës
begging	lypur
begin	filloj
beginner	fillestar
beginning	fillim
beginnings	fillimet
begrudge	ia kursej
begun	filluar
behappy	NO TRANSLATION
behave	sillem
behavior	sjellje
behavioral	sjelljes
behemoth	monstër
behest	urdhër
behold	shoh
beholden	mirënjohës
beholder	shikues
beige	bezh
belated	i vonuar
belay	belay
belch	shkulm
belief	besim
believable	i besueshëm
believe	besoj
believed	besohet
believer	besimtar
believing	duke besuar
belittle	nënvleftësoj
belittled	nënvleftësuar
bell	zile
bellboy	shërbëtor
bellhop	shërbëtor
belligerent	ndërluftues
bellman	tellall
bellow	poshtë
bellows	shakull
belly	bark
bellybutton	bellybutton
bellyful	sasi e bollshme
belong	përkas
belongings	sendet
beloved	i dashur
belt	rrip
beluga	Beluga
bemused	i mahnitur
bench	stol
bend	përkulem
bender	njeri i kërrusur
bending	lakimi
beneath	poshtë
benedictory	që bekon
benefactor	mirëbërës
beneficial	i dobishëm
beneficiary	përfitues
benefit	përfitim
benevolence	dashamirësi
benevolent	dashamirës
benign	dashamirës
bent	prirje
benzene	benzol
bequeath	lë trashëgim
bequest	trashëgim
bereaved	në zi
bereavement	humbje e madhe
bereft	privuar
beret	beretë
bergamot	bergamot
berlin	Berlin
berserk	i çmendur
berth	shtrat
beryllium	berilium
beseech	kërkoj me ngulm
beset	rrethuar
bestdayever	Dita me e mire ndonjehere
bestfeeling	bestfeeling
bestfriends	bestfriends
bestial	shtazarak
besties	Besties
bestow	dhuroj
bestseller	shitesi me i mire
bet	bast
beta	beta
betray	shes
betrayal	tradhti
betrayed	tradhtuar
betrothed	fejuar
betterment	përmirësim
betting	bast
betty	betty
bevel	i pjerrët
beverage	pije
bevy	turmë
beware	ruhem
bewilder	trullos
bewildered	i hutuar
bewilderment	hutim
bias	paragjykim
biased	i anshëm
bib	grykësje
bible	Bibël
biblical	biblik
bibliography	bibliografi
bicarbonate	bikarbonat
bicentennial	Bicentennial
biceps	biceps
bicker	grindem
bickering	grindje
bicolor	bicolor
bicycle	biçikletë
bid	oferta
bidder	ofrues
bidding	ofertë
bide	NO TRANSLATION
biennial	dyvjeçar
bier	NO TRANSLATION
bifurcation	degëzim
big	i madh
bigamy	bigami
bigday	dite e madhe
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	llafazan
bigot	fanatik
bigoted	fanatik
bigotry	fanatizëm
bike	biciklete
biker	biker
bikini	bikini
bilateral	dypalësh
bilayer	dyshtresore
bile	biliare
bilge	i hapet vrimë ku futet ujët
bilingual	dygjuhësh
bill	fature
billboard	stendë afishimi
billet	shufër metalike
billiard	bilardos
billiards	bilardo
billing	faturimit
billion	miliardë
billionaire	miliarderi
billy	shkop
bimbo	bimbo
bimonthly	dy mujore
bin	bin
binary	dyjor
bind	lidh
binder	kordon
bindery	repart i libralidhjes
binding	detyrues
bing	bing
binge	qejf
bingo	bingo
binocular	binocular
binoculars	dylbi
binomial	binom
bio	bio
biochemical	biokimike
biochemist	biookimist
biochemistry	biokimi
biogenesis	biogjeneza
biographer	biograf
biography	biografi
biological	biologjik
biologist	biolog
biology	biologji
bionic	Bionic
biopsy	biopsi
biosphere	biosferë
bipartite	dypalësh
bipolar	dypolar
birch	thupër
bird	zog
birdcage	kafaz zogjsh
birdie	zog i vogël
birdman	Birdman
birth	lindje
birthday	ditëlindje
birthing	birthing
birthmark	nishan
birthplace	vendlindje
birthright	e drejtë e dhënë pas lindjeje
bis	NO TRANSLATION
biscuit	galetë
bisexual	i dygjinishëm
bishop	peshkop
bison	bizon
bisque	supë prej zogu
bistro	bistro
bit	bit
bitch	kurvë
bitchy	gërnjar
bite	kafshoj
biter	NO TRANSLATION
bitsy	bitsy
bitter	i hidhur
bitterly	hidhur
bitterness	zemërim
bittersweet	bittersweet
bitty	Bitty
bitumen	bitum
biweekly	dyjavor
biz	biz
bizarre	i çuditshëm
blab	llomotis
blabbermouth	llafazanin
black	e zezë
black snake	gjarpër i zi
blackberry	ferrë
blackbird	mulizezë
blackboard	dërrasa e zezë
blacken	nxihem
blackface	Blackface
blackjack	shkop polici
blacklist	listë e zezë
blackmail	shantazh
blackmailer	shantazhist
blackness	mërzi
blackout	errësim i plotë
blacksmith	farkëtar
bladder	fshikëz
blade	teh
blame	faj
blameless	i pafajshëm
bland	i butë
blank	bosh
blanket	batanije
blare	gjëmim
blase	NO TRANSLATION
blasphemous	blasfemues
blasphemy	blasfemi
blast	shpërthim
blaster	blaster
blastoff	nisje
blatant	zhurmëmadh
blather	llafos
blaze	flakë
blazer	xhaketë sportive
blazing	që flakëron
bleach	zbardhues
bleak	i ftohtë
bleed	më rrjedh gjak
bleeder	Bleeder
bleeding	rrjedhje gjaku
bleep	sinjal bip
blemish	cen
blemished	njollosur
blend	përzierje
blender	blender
blending	përzierja
bless	bekoj
blessed	i bekuar
blessing	bekim
blessings	bekimet
bleu	bleu
blight	plagë
blighted	dëmtuar
blimp	dirizhabël i vogël zbulimi
blind	i verbër
blinded	verbuar
blindfold	qorrazi
blindfolded	me sytë të lidhur
blinding	verbues
blindly	verbërisht
blindness	verbëri
blink	injoroj
blip	Blip
bliss	lumturi
blissful	i hareshëm
blister	flluskë
blistering	ashpër
blitz	sulmoj rrufeshëm
blizzard	prapambetje
bloat	fryhem
bloated	i fryrë
blob	pikë
block	bllok
blockade	bllokadë
blockage	bllokim
blockbuster	blockbuster
blockhead	kokëtrashë
blog	blog
bloke	tip
blond	flokëverdhë
blonde	bjond
blood	gjak
bloodbath	gjakderdhje
bloodhound	detektiv
bloodless	i ftohtë
bloodline	bloodline
bloodshed	gjakderdhje
bloodshot	i përgjakur
bloodstream	sistem i qarkullimit të gjakut
bloodthirsty	gjakatar
bloody	i përgjakshëm
bloom	lulëzim
bloomers	kilota
blooming	humbje e ngjyrës
blossom	çel
blot	njollë
blotched	blotched
blotter	thithëse
blouse	bluzë
blow	goditje
blower	ventilator
blowfish	Blowfish
blowing	defekt
blowjob	blowjob
blown	në lulëzim
blowout	plasje
blowtorch	pipëz saldimi
blubber	dënesë
bluddy	bluddy
blue	blu
blue spruce	blu bredh
blueberry	boronicë
bluebird	Zog i kaltert
bluegrass	Bluegrass
bluejay	bluejay
blueprint	plan
blues	gjendje e dëshpëruar
bluff	blof
bluish	kaltërosh
blunder	gabim trashanik
blunt	i hapur
blur	turbullirë
blurred	paqartë
blurry	blurry
blurt	nxjerr pa dashje
blush	skuqem
blushing	që i vjen turp
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	derr
board	dërrasë
board game	lojë tavoline
boarder	NO TRANSLATION
boarding	konvikt
boardroom	boardroom
boards	bordet
boardwalk	Boardwalk
boast	mburrje
boastful	mburracak
boasting	lëvdatë
boat	varkë
boathouse	hangarin
boating	shëtitje me varkë
boatload	boatload
boatman	lundërtar
bobbin	rrotull
bobcat	ris
bobsled	bobslei
bode	paralajmëroj
bodega	qilar me verë
bodice	bust
bodily	trupor
body	trup
bodyguard	rojë personale
bog	moçal
bogey	lugat
bogeyman	bogeyman
bogus	fals
bohemian	bohem
boil	vlim
boiler	bojler
boilerplate	boilerplate
boiling	që zien
boisterous	i egërsuar
bold	guximtar
boldness	guxim
bollocks	bollocks
bolster	nënkresë
bolt	bulon
bolus	njëherësh
bomb	bombë
bombard	bombardoj
bombardier	bombardues
bombardment	bombardim
bombed	bombardoi
bomber	aeroplan bombardues
bombers	bombarduesit
bombing	bombardim
bombshell	gjyle
bonanza	burim fitimi
bonbon	NO TRANSLATION
bond	lidhje
bondage	skallavëri
bonding	lidhjes
bonds	obligacionet
bondsman	bujkrob
bone	kockë
bonehead	gdhë
boner	gafë
bones	kockat
bonfire	zjarr i madh
bong	bong
bonkers	i lajthitur
bonne	NO TRANSLATION
bonnet	mbulesë
bonny	i bukur
bonsai	Bonsai
bonus	shpërblim
bony	kockëmadh
boo	yy
boob	gabim
booby	trap
booger	booger
boogeyman	Boogeyman
boogie	Boogie
book	libër
bookcase	raft librash
bookie	bastavënës
booking	prenotim
bookish	i dhënë pas librave
bookkeeper	llogaritar
bookkeeping	llogarimbajtje
booklet	broshurë
bookmaker	libralidhës
bookmark	bookmark
books	libra
bookseller	librashitës
bookshop	librari
bookstore	librari
bookworm	lexues i apasionuar
boom	bum
boomer	migrant
boomerang	bumerang
booming	lulëzon
boon	ndihmë
boooo	NO TRANSLATION
boost	shtytje
booster	përforcues
boot	boot
booth	kabinë
bootleg	shes kontrabandë
bootlegger	kontrabandist pijesh alkoolike
boots	çizme
booty	pre
booze	pije alkoolike
bop	Bop
bopper	bopper
border	kufi
bordering	kufi
borderline	kufi
bore	kalibër
boreal	verior
bored	i mërzitur
boredom	mërzitje
borer	turjelë
boring	i mërzitshëm
born	i lindur
boron	bor
borough	qytet i vogël
borrow	huazoj
borrower	huamarrës
bosom	gji
boss	bos
bossy	mish
boston	boston
botanical	botanik
botanist	botanist
botany	botanikë
bother	mërzit
bothering	ngacmim
bottle	shishe
bottleneck	ngushtim rruge
bottling	Bottling
bottom	fund
bottomless	i pafund
botulism	botulizmi
boulder	gur
bounce	fryrje
bouncer	gënjeshtar
bouncy	bouncy
bound	i lidhur
boundary	kufi
boundless	i pafund
bounds	caqeve
bountiful	bujar
bounty	bujari
bouquet	tufë lulesh
bourbon	uiski burbon
bourgeois	borgjez
bourgeoisie	borgjezi
bourse	bursa
bout	periudhë
boutique	Butik
bouttime	NO TRANSLATION
bovine	i gjedhit
bow	hark
bowed	përkul
bowel	zorrë
bowels	të brendshme
bowl	tas
bowler	kapelë republikë
bowling	klub boulingu
bowls	lojë me birila
box	kuti
boxcar	vagon
boxer	boksier
boxers	boxers
boxing	boks
boy	djalë
boycott	bojkotim
boyfriend	mik
boyhood	djalëri
boyish	djaloshar
boysenberry	boysenberry
bozo	Bozo
bra	sytjena
brace	mbajtëse
bracelet	byzylyk
braces	formatimin e teksteve
brachial	brachial
bracket	kllapa
brackets	kllapa
brackish	si i njelmët
brad	thumb pa kokë
brag	mburrem
braid	bishtalec
brain	tru
brainless	pa tru
brains	intelekt
brainstorm	ide
brainwash	ndërroj pikëpamje e dikujt
brainy	me tru
brake	frena
bran	krunde
branch	degë
branching	bronkial
brand	markë
brandy	raki
brash	i stuhishëm
brass	tunxh
brass knuckle	bronzi
brassiere	sutjen
brat	shejtan
bratwurst	Bratwurst
bravado	mburrje
brave	trim
bravery	trimëri
brawl	grindje
brawn	muskul
brazen	i pacipë
breach	prishje
bread	bukë
breadth	gjerësi
break	pushim
breakable	i thyeshëm
breakaway	shkëputet
breakdown	Thyej
breaker	shkelës
breakers	breakers
breakfast	mëngjes
breaking and entering	thyer dhe hyrje
breakingnews	breakingnews
breakneck	i rrezikshëm
breakthrough	zbulim i madh
breakup	thyerje
breast	gji
breath	frymë
breathe	marr frymë
breather	ajër i pastër
breathless	i pafrymë
breathtaking	befasues
breech	të ndenjura
breeches	kilota
breed	edukoj
breeder	Breeder
breeding	mbarështim
breeze	meze
breezy	i freskët
brethren	vëllezër
breve	NO TRANSLATION
brevity	shkurtësi
brew	krijoj
brewery	fabrikë birre
brewing	brewing
briar	shqopë
bribe	ryshfet
bribery	mitosje
brick	tullë
bridal	martesor
bride	nuse
bridegroom	dhëndër
bridesmaid	shoqëruese e nuses
bridge	urë
bridle	fre
brief	i shkurtër
briefcase	çantë
briefing	konferencë
briefly	pak
brig	brig
brigade	brigadë
bright	i ndritshëm
brighten	shndrit
brightens	brightens
brighter	ndritshme
brightness	shkëlqim
brilliance	madhështi
brilliant	i shkëlqyer
brim	buzë
brimming	mbushur
brimstone	squfur
brine	shëllirë
bring	sjell
brink	Brink
brisk	i shpejtë
brisket	fileto gjoksi
bristle	ngrihet
brittle	i brishtë
bro	bro
broach	hell
broad	i gjerë
broadcast	transmetimi
broadcasting	transmetimi
broaden	zgjerohet
broadside	topa
broadsword	broadsword
brocade	brokadë
broccoli	brokoli
brochure	broshurë
broil	përvëlohem
broke	theu
broken	i thyer
brokenheart	NO TRANSLATION
brokenhearted	zemërthyer
broker	komisioner
brokerage	broker
bromide	bram
bronco	kalë i egër
bronze	bronz
brooch	karficë zbukurimi
brood	zogjtë
brooding	brooding
brook	përrua
broom	fshesë
broomstick	doreza e fshesës
broth	supë
brothel	shtëpi publike
brother	vëlla
brotherhood	vëllazëri
brotherly	vëllazëror
brow	ballë
brown	bojë kafe
brownstone	Brownstone
browse	shfletoj
brrr	Brrr
bruise	blanë
bruising	bruising
brunch	mëngjes i vonë
brunette	zeshkane
brunt	peshë kryesore
brush	furçë
brutal	brutal
brutality	brutalitet
brute	shtazë
brutish	i vrazhdë
bubble	flluskë
bubbling	bubbling
bubbly	me flluska
bubonic	bubonike
buck	dollar
buckaroo	buckaroo
bucket	kovë
buckle	shtrëngoj
buckled	buckled
bucko	mburravec
buckshot	buckshot
buckwheat	hikërror
bud	burbuqe
buddha	Buda
buddhism	Budizëm
buddhist	Buddhist
budding	që nis të lulëzojë
buddy	mik
budge	lëviz
budget	buxhet
buff	tifoz
buffalo	buall
buffer	amortizator
buffering	buffering
buffet	shuplakë
buffoon	bufon
bug	insekt
bugaboo	gogol
bugged	përgjuar
bugger	kaqol
buggy	kaloshin
bugle	bori
bugler	borizan
build	ndërtoj
builder	ndërtues
building	ndërtesë
buildings	ndërtesat
buildup	Ndërto
bulb	llambë
bulbous	bulbor
bulge	fryrje
bulimic	bulimic
bulk	korpus
bulkhead	bulkhead
bulky	i rëndë
bull	dem
bulldog	bulldog
bulldozer	buldozer
bullet	plumb
bulletin	buletin
bulletproof	i papërshkueshëm nga plumbat
bullfighter	toreador
bullfrog	Bullfrog
bullheaded	kokëfortë
bullhorn	bullhorn
bullion	shufra ari ose argjendi
bullock	dem
bullpen	bullpen
bullshit	dëngla
bully	detyroj
bulwark	mburojë
bum	të ndenjura
bumblebee	grerëz
bummed	bummed
bummer	zhgënjim
bump	përplasem
bumper	parakolp
bumpy	me gunga
bun	NO TRANSLATION
bunch	bandë
bundle	deng
bungalow	shtëpi njëkatëshe
bungee	bungee
bunghole	tapë
bunion	bunion
bunk	ik me vrap
bunker	bunker
bunkhouse	Bunkhouse
bunny	lepur
bunt	Bunt
buoy	vozë mbi ujë
buoyancy	buoyancy
buoyant	i gjallë
bur	rrodhe
burden	barrë
burdened	ngarkuar
burdensome	i rëndë
bureau	zyrë
bureaucracy	burokraci
bureaucrat	burokrat
bureaucratic	burokratik
burger	Burger
burglar	hajdut
burglary	vjedhje
burial	varrim
buried	varrosur
burke	shuaj
burlap	cohë e ashpër
burlesque	estradë
burly	trupmadh
burn	djeg
burned	djegur
burner	aparat për djegje
burning	përvëlues
burnished	burnished
burnout	digjem
burnt	i djegur
burp	gromësij
burr	burr
burrito	Burrito
burro	NO TRANSLATION
burrow	strofull
bursary	bursary
burst	hov
bury	varros
bus	autobus
busboy	busboy
bush	shkurre
bushel	shinik
bushy	shtëllungë
business	biznes
business man	NO TRANSLATION
businessman	biznesmen
businesswoman	NO TRANSLATION
busload	busload
buss	puth
bust	bust
busted	shkatërruar
buster	buster
bustle	rrëmujë
bustling	aktiv
busy	i zënë
busybody	njeri i bezdisshëm
butane	butan
butcher	kasap
butler	shërbëtor
butt	prapanicë
butter	gjalpë
buttercup	zhabinë
butterfly	flutur
buttermilk	dhallë
butterscotch	butterscotch
buttery	depo
buttock	bythë
buttocks	mollaqe
button	buton
buttress	mbështetëse
buxom	e bëshme
buy	blej
buyer	blerës
buying	blerje
buzz	lëvizje
buzzard	qift
buzzed	buzzed
buzzer	sirenë
buzzing	gumëzhimë
bye	mirupafshim
bygone	e shkuara
bylaw	urdhëresë
byline	rresht i parë
bypass	bajpas
bystander	soditës
byte	bajt
byzantine	Bizantin
cab	taksi
cabal	intrigë
cabana	Cabana
cabaret	kabare
cabbage	lakër
cabbie	Cabbie
cabernet	Cabernet
cabin	kabinë
cabinet	kabinet
cable	kabllo
caboodle	caboodle
caboose	Caboose
cabriolet	lloj karroce
cache	vend i fshehtë
cacophony	kakofoni
cactus	kaktus
cad	horr
cadaver	kufomë
caddie	NO TRANSLATION
caddy	kuti çaji
cadence	ritëm
cadet	kadet
cafe	kafene
cafeteria	mensë
caffeine	caffeine
cage	kafaz
cagey	i heshtur
cahoots	i lidhur
cairn	muranë
cake	tortë
cakewalk	cakewalk
calamari	calamari
calamitous	fatzi
calamity	fatkeqësi
calcareous	gëlqeror
calcium	kalcium
calculate	llogarit
calculated	i llogaritur
calculating	llogaritjen
calculation	llogaritje
calculator	kalkulatriçe
calculus	gur
calendar	kalendar
calender	NO TRANSLATION
calf	viç
caliber	kalibër
calibrate	kalibroj
calico	prej basme
calipers	calipers
calisthenics	gjimnastikë
call	thirrje
callback	callback
caller	vizitor
calligraphy	kaligrafi
calling	thirrje
callous	i pashpirt
calls	thirrjet
calm	i qetë
calming	qetësues
calmness	gjakftohtësi
caloric	me kalori
calorie	kalori
calorimeter	Kalorimetri
cam	prodhim i kompjuterizuar
camaraderie	atmosferë shoqërore
camber	camber
camcorder	videokamera
camel	deve
cameo	gur i gdhendur
camera	aparat fotografik
cameraman	kameraman
camisole	jelek grash
camouflage	maskoj
camouflaged	NO TRANSLATION
camp	kamp
campaign	fushatë
campaigner	luftëtar
campaigning	fushata
camper	fushues
campfire	zjarr kampi
camping	kamping
campsite	vend kampingu
campus	kompleks
can	mund
can opener	Hapës kanaçeje
canal	kanal
canary	kanarinë
cancel	anuloj
canceling	zgjidhje
cancellation	anulim
cancer	kancer
candid	i sinqertë
candidacy	kandidaturë
candidate	kandidat
candied	i veshur me sheqer
candle	qiri
candlelight	dritë qiriu
candles	qirinj
candlestick	shandan
candor	sinqeritet
candy	karamele
cane	kallam
canine	i qenit
canister	kuti
