Word	sv
beating	stryk
beatnik	beatnik
beau	beau
beautification	försköning
beautiful	skön
beautify	försköna
beauty	skönhet
beaver	bäver
bebop	bebop
beck	vink
beckon	beckon
become	bli
bed	säng
bedding	strö
bedpan	bäcken
bedrock	berggrund
bedroom	sovrum
bedside	bedside
bedspread	överkast
bedtime	läggdags
bee	bi
beef	nötkött
beefsteak	biff
beehive	bikupa
beep	pip
beeper	beeper
beer	öl
bees	bin
beeswax	bivax
beetle	skalbagge
befall	hända
befitting	anstår
befriend	befriend
befuddled	befuddled
beg	be
beggar	tiggare
begging	tiggeri
begin	Börja
beginner	nybörjare
beginning	början
beginnings	början
begrudge	missunna
begun	börjat
behappy	NO TRANSLATION
behave	bete sig
behavior	beteende
behavioral	beteende
behemoth	behemoth
behest	befallning
behold	skåda
beholden	beholden
beholder	betraktaren
beige	beige
belated	försenad
belay	belay
belch	rapa
belief	tro
believable	trovärdig
believe	tro
believed	tros
believer	troende
believing	troende
belittle	förringa
belittled	förringad
bell	klocka
bellboy	bellboy
bellhop	piccolo
belligerent	belligerent
bellman	bellman
bellow	vrål
bellows	bälg
belly	mage
bellybutton	navel
bellyful	bellyful
belong	tillhöra
belongings	tillhörigheter
beloved	älskad
belt	bälte
beluga	beluga
bemused	förvirrad
bench	bänk
bend	böja
bender	bender
bending	böjning
beneath	under
benedictory	benedictory
benefactor	välgörare
beneficial	välgörande
beneficiary	förmånstagare
benefit	dra nytta
benevolence	välvilja
benevolent	välvillig
benign	godartad
bent	böjd
benzene	bensen
bequeath	testamentera
bequest	bequest
bereaved	berövad
bereavement	förlust
bereft	berövad
beret	basker
bergamot	bergamott
berlin	berlin
berserk	bärsärk
berth	förtöja
beryllium	beryllium
beseech	bönfalla
beset	anfäkta
bestdayever	bästa dagen någonsin
bestfeeling	bästa känslan
bestfriends	bästa vänner
bestial	bestialisk
besties	besties
bestow	skänka
bestseller	bästsäljare
bet	slå vad
beta	beta
betray	förråda
betrayal	svek
betrayed	svikit
betrothed	trolovad
betterment	förbättring
betting	vadhållning
betty	betty
bevel	fasa
beverage	dryck
bevy	svärm
beware	akta sig
bewilder	förvilla
bewildered	förvirrad
bewilderment	förvirring
bias	partiskhet
biased	partisk
bib	haklapp
bible	bibel
biblical	biblisk
bibliography	bibliografi
bicarbonate	bikarbonat
bicentennial	bicentennial
biceps	biceps
bicker	gnabbas
bickering	gnabb
bicolor	bicolor
bicycle	cykel
bid	bud
bidder	budgivare
bidding	budgivning
bide	NO TRANSLATION
biennial	tvåårig
bier	NO TRANSLATION
bifurcation	bifurkation
big	stor
bigamy	bigami
bigday	stor dag
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	Stort horn
bigmouth	stor mun
bigot	trångsynt
bigoted	bigott
bigotry	bigotteri
bike	cykel
biker	cyklist
bikini	bikini
bilateral	bilateral
bilayer	dubbelskikt
bile	galla
bilge	länspump
bilingual	tvåspråkig
bill	räkningen
billboard	anslagstavla
billet	inkvartering
billiard	biljard
billiards	biljard
billing	fakturering
billion	miljard
billionaire	miljardär
billy	billy
bimbo	bimbo
bimonthly	varannan månad
bin	bin
binary	binär
bind	binda
binder	bindemedel
bindery	bokbinderi
binding	bindande
bing	bing
binge	binge
bingo	bingo
binocular	binokulär
binoculars	kikare
binomial	binom
bio	bio
biochemical	biokemisk
biochemist	biokemist
biochemistry	biokemi
biogenesis	biogenes
biographer	biograf
biography	biografi
biological	biologisk
biologist	biolog
biology	biologi
bionic	bion
biopsy	biopsi
biosphere	biosfär
bipartite	bipartit
bipolar	bipolär
birch	björk
bird	fågel
birdcage	fågelbur
birdie	pippi
birdman	fågelman
birth	födelse
birthday	födelsedag
birthing	födelseprocess
birthmark	födelsemärke
birthplace	födelseort
birthright	förstfödslorätt
bis	NO TRANSLATION
biscuit	kex
bisexual	bisexuell
bishop	biskop
bison	bison
bisque	bisque
bistro	bistro
bit	bit
bitch	tik
bitchy	bitchy
bite	bita
biter	NO TRANSLATION
bitsy	bitsy
bitter	bitter
bitterly	bittert
bitterness	bitterhet
bittersweet	besksöta
bitty	bitty
bitumen	bitumen
biweekly	som utkommer varannan vecka
biz	biz
bizarre	bisarr
blab	skvallra
blabbermouth	blabbermouth
black	svart
black snake	svart orm
blackberry	björnbär
blackbird	koltrast
blackboard	svarta tavlan
blacken	svärta
blackface	svart ansikte
blackjack	blackjack
blacklist	svartlista
blackmail	utpressning
blackmailer	utpressare
blackness	svärta
blackout	mörkläggning
blacksmith	smed
bladder	blåsa
blade	blad
blame	skylla
blameless	oskyldig
bland	mild
blank	tom
blanket	filt
blare	skrälla
blase	NO TRANSLATION
blasphemous	hädisk
blasphemy	hädelse
blast	kul
blaster	blaster
blastoff	spränga bort
blatant	uppenbar
blather	pladder
blaze	bläs
blazer	blazer
blazing	flammande
bleach	bleka
bleak	dyster
bleed	blöda
bleeder	blödare
bleeding	blödning
bleep	pip
blemish	fläck
blemished	skadade
blend	blandning
blender	blandare
blending	blandning
bless	välsigna
blessed	välsignad
blessing	välsignelse
blessings	välsignelser
bleu	bleu
blight	fördärv
blighted	fördärvat
blimp	blimp
blind	blind
blinded	förblindad
blindfold	ögonbindel
blindfolded	ögonbindel
blinding	bländande
blindly	blint
blindness	blindhet
blink	blinka
blip	blip
bliss	salighet
blissful	lycksalig
blister	blåsa
blistering	svidande
blitz	blitz
blizzard	snöstorm
bloat	svälla
bloated	uppsvälld
blob	klick
block	blockera
blockade	blockad
blockage	blockering
blockbuster	blockbuster
blockhead	dumskalle
blog	blog
bloke	snubbe
blond	blond
blonde	blond
blood	blod
bloodbath	blodbad
bloodhound	blodhund
bloodless	oblodig
bloodline	blods
bloodshed	blodsutgjutelse
bloodshot	blodsprängd
bloodstream	blodomlopp
bloodthirsty	blodtörstig
bloody	blodig
bloom	blomma
bloomers	mamelucker
blooming	blomning
blossom	blomma
blot	utplåna
blotched	fläckig
blotter	läskpapper
blouse	blus
blow	blåsa
blower	blåsare
blowfish	blåsfisk
blowing	blåser
blowjob	avsugning
blown	blåst
blowout	blås ut
blowtorch	blåslampa
blubber	späck
bluddy	bluddy
blue	blå
blue spruce	blå gran
blueberry	blåbär
bluebird	blåsångare
bluegrass	bluegrass
bluejay	Blåskrika
blueprint	plan
blues	blues
bluff	bluffa
bluish	blåaktig
blunder	blunder
blunt	trubbig
blur	fläck
blurred	suddig
blurry	suddigt
blurt	VRÄKA
blush	rodna
blushing	rodnande
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	vildsvin
board	styrelse
board game	Brädspel
boarder	NO TRANSLATION
boarding	ombordstigning
boardroom	styrelserum
boards	styrelser
boardwalk	promenaden
boast	skryta
boastful	skrytsam
boasting	skryt
boat	båt
boathouse	sjöbod
boating	segling
boatload	båten full
boatman	båtkarl
bobbin	spole
bobcat	bobcat
bobsled	bobb
bode	bode
bodega	bodega
bodice	blusliv
bodily	kroppsligt
body	kropp
bodyguard	livvakt
bog	mosse
bogey	spöke
bogeyman	buse
bogus	falsk
bohemian	bohemisk
boil	koka upp
boiler	panna
boilerplate	Kokplatta
boiling	kokande
boisterous	stormig
bold	djärv
boldness	djärvhet
bollocks	bollocks
bolster	stödja
bolt	bult
bolus	bolus
bomb	bomba
bombard	bombardera
bombardier	bombardier
bombardment	bombardemang
bombed	bombarderades
bomber	bombplan
bombers	bomb
bombing	bombning
bombshell	bomb
bonanza	bonanza
bonbon	NO TRANSLATION
bond	obligation
bondage	träldom
bonding	bindning
bonds	bindningar
bondsman	träl
bone	ben
bonehead	fårskalle
boner	tabbe
bones	ben
bonfire	bål
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	hätta
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	benig
boo	bua
boob	boob
booby	drummel
booger	snorkråka
boogeyman	boogeyman
boogie	boogie
book	bok
bookcase	bokhylla
bookie	bookie
booking	bokning
bookish	bokälskande
bookkeeper	bokhållare
bookkeeping	bokföring
booklet	häfte
bookmaker	bookmaker
bookmark	bokmärke
books	böcker
bookseller	bokhandlare
bookshop	bokhandel
bookstore	bokhandel
bookworm	bokmal
boom	bom
boomer	boomer
boomerang	bumerang
booming	blomstrande
boon	välsignelse
boooo	NO TRANSLATION
boost	lyft
booster	booster
boot	känga
booth	bås
bootleg	bootleg
bootlegger	bootlegger
boots	stövlar
booty	byte
booze	sprit
bop	BOP
bopper	bopper
border	gräns
bordering	gränsar
borderline	gränsfall
bore	borra
boreal	boreal
bored	uttråkad
boredom	leda
borer	borr
boring	tråkig
born	född
boron	bor
borough	stad
borrow	låna
borrower	låntagare
bosom	bröst
boss	chef
bossy	bossig
boston	boston
botanical	botanisk
botanist	botaniker
botany	botanik
bother	besvära sig
bothering	stör
bottle	flaska
bottleneck	flaskhals
bottling	buteljering
bottom	botten
bottomless	bottenlös
botulism	botulism
boulder	flyttblock
bounce	studsa
bouncer	baddare
bouncy	studsig
bound	bunden
boundary	gräns
boundless	gränslös
bounds	gräns
bountiful	riklig
bounty	frikostighet
bouquet	bukett
bourbon	bourbon
bourgeois	borgerlig
bourgeoisie	bourgeoisin
bourse	börs
bout	anfall
boutique	boutique
bouttime	på tiden
bovine	bovin
bow	rosett
bowed	böjd
bowel	skål
bowels	tarmar
bowl	skål
bowler	kastare
bowling	bowling
bowls	skålar
box	låda
boxcar	boxcar
boxer	boxare
boxers	boxare
boxing	boxning
boy	pojke
boycott	bojkotta
boyfriend	pojkvän
boyhood	barndom
boyish	pojkaktiga
boysenberry	boysenbärs
bozo	bozo
bra	behå
brace	spänna
bracelet	armband
braces	tandställning
brachial	brakial
bracket	konsol
brackets	konsoler
brackish	bräckt
brad	dyckert
brag	skryta
braid	fläta
brain	hjärna
brainless	korkad
brains	hjärnor
brainstorm	brain
brainwash	brainwash
brainy	begåvad
brake	broms
bran	kli
branch	gren
branching	förgrening
brand	varumärke
brandy	brandy
brash	fräck
brass	mässing
brass knuckle	mässingsnål
brassiere	bysthållare
brat	brat
bratwurst	NO TRANSLATION
bravado	övermod
brave	modig
bravery	mod
brawl	bråk
brawn	sylta
brazen	fräck
breach	brott
bread	bröd
breadth	bredd
break	ha sönder
breakable	bräcklig
breakaway	bryta sig loss
breakdown	bryta ner
breaker	breaker
breakers	brytare
breakfast	frukost
breaking and entering	inbrott
breakingnews	Breaking
breakneck	breakneck
breakthrough	genombrott
breakup	upplösning
breast	bröst
breath	andetag
breathe	andas
breather	paus
breathless	andfådd
breathtaking	hisnande
breech	bakstyckes
breeches	knäbyxor
breed	ras
breeder	uppfödare
breeding	föder upp
breeze	bris
breezy	blåsig
brethren	bröder
breve	NO TRANSLATION
brevity	korthet
brew	brygga
brewery	bryggeri
brewing	bryggning
briar	briar
bribe	muta
bribery	bestickning
brick	tegel
bridal	brud-
bride	brud
bridegroom	brudgum
bridesmaid	tärna
bridge	bro
bridle	tygla
brief	kort
briefcase	portfölj
briefing	genomgång
briefly	i korthet
brig	brigg
brigade	brigad
bright	ljus
brighten	ljusna
brightens	ljusnar
brighter	ljusare
brightness	ljusstyrka
brilliance	briljans
brilliant	lysande
brim	brätte
brimming	överflödande
brimstone	svavel
brine	saltvatten
bring	föra
brink	rand
brisk	rask
brisket	bringa
bristle	borst
brittle	spröd
bro	bro
broach	brotsch
broad	bred
broadcast	utsända
broadcasting	sändningar
broaden	bredda
broadside	bredsida
broadsword	breds
brocade	brokad
broccoli	broccoli
brochure	broschyr
broil	halstra
broke	pank
broken	bruten
brokenheart	NO TRANSLATION
brokenhearted	hjärtekrossad
broker	mäklare
brokerage	mäkleri
bromide	bromid
bronco	bronco
bronze	brons
brooch	brosch
brood	grubbla
brooding	brooding
brook	bäck
broom	kvast
broomstick	broomstick
broth	buljong
brothel	bordell
brother	bror
brotherhood	broderskap
brotherly	broderlig
brow	panna
brown	brun
brownstone	sandstens
browse	bläddra
brrr	brrr
bruise	blåmärke
bruising	blåmärken
brunch	brunch
brunette	brunett
brunt	brunt
brush	borsta
brutal	Brutal
brutality	råhet
brute	djurisk
brutish	brutish
bubble	bubbla
bubbling	bubblande
bubbly	bubblig
bubonic	bubonic
buck	bock
buckaroo	buckaroo
bucket	hink
buckle	spänne
buckled	buck
bucko	bucko
buckshot	hagel
buckwheat	bovete
bud	knopp
buddha	buddha
buddhism	buddhism
buddhist	buddhist
budding	gryende
buddy	kompis
budge	röra sig ur fläcken
budget	budget
buff	buff
buffalo	buffel
buffer	buffert
buffering	buffrande
buffet	buffé
buffoon	pajas
bug	insekt
bugaboo	bugaboo
bugged	avlyssnas
bugger	sodomit
buggy	buggy
bugle	bugle
bugler	trumpetare
build	bygga
builder	byggare
building	byggnad
buildings	byggnader
buildup	Bygg upp
bulb	Glödlampa
bulbous	lökformiga
bulge	utbuktning
bulimic	bulimic
bulk	bulk
bulkhead	skott
bulky	skrymmande
bull	tjur
bulldog	bulldogg
bulldozer	bulldozer
bullet	kula
bulletin	bulletin
bulletproof	skottsäker
bullfighter	tjur
bullfrog	oxgroda
bullheaded	tjurskallig
bullhorn	megafon
bullion	ädelmetaller
bullock	oxe
bullpen	bullpen
bullshit	skitsnack
bully	översittare
bulwark	bålverk
bum	luffare
bumblebee	humla
bummed	bummed
bummer	besvikelse
bump	stöta
bumper	stötfångare
bumpy	ojämn
bun	NO TRANSLATION
bunch	knippa
bundle	bunt
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	liktorn
bunk	sovbrits
bunker	bunkra
bunkhouse	bunkhouse
bunny	kanin
bunt	bunt
buoy	boj
buoyancy	bärighet
buoyant	flytande
bur	bur
burden	börda
burdened	belastas
burdensome	betungande
bureau	byrå
bureaucracy	byråkrati
bureaucrat	byråkrat
bureaucratic	byråkratisk
burger	burger
burglar	rånare
burglary	inbrott
burial	begravning
buried	begravd
burke	burke
burlap	säckväv
burlesque	burlesk
burly	bastant
burn	bränna
burned	bränt
burner	brännare
burning	brinnande
burnished	borstad
burnout	burnout
burnt	bränd
burp	rapa
burr	skorra
burrito	burrito
burro	NO TRANSLATION
burrow	håla
bursary	stipendium
burst	brista
bury	begrava
bus	buss
busboy	busboy
bush	buske
bushel	bushel
bushy	buskig
business	företag
business man	NO TRANSLATION
businessman	affärsman
businesswoman	affärskvinna
busload	busslast
buss	buss
bust	sätta dit
busted	busted
buster	buster
bustle	brådska
bustling	livliga
busy	upptagen
busybody	beskäftig person
butane	butan
butcher	slaktare
butler	butler
butt	stånga
butter	Smör
buttercup	smörblomma
butterfly	fjäril
buttermilk	kärnmjölk
butterscotch	knäck
buttery	smörig
buttock	skinka
buttocks	rumpa
button	knapp
buttress	strävpelare
buxom	fyllig
buy	köpa
buyer	köpare
buying	uppköp
buzz	surr
buzzard	vråk
buzzed	surrade
buzzer	summer
buzzing	surrande
bye	adjö
bygone	förgången
bylaw	bylaw
byline	byline
bypass	gå förbi
bystander	åskådare
byte	bitgrupp
byzantine	bysantinsk
cab	cab
cabal	kabal
cabana	cabana
cabaret	kabare
cabbage	kål
cabbie	cabbie
cabernet	cabernet
cabin	stuga
cabinet	skåp
cable	kabel-
caboodle	caboodle
caboose	kabyss
cabriolet	cabriolet
cache	cache
cacophony	kakofonin
cactus	kaktus
cad	cad
cadaver	kadaver
caddie	NO TRANSLATION
caddy	caddie
cadence	kadens
cadet	kadett
cafe	Kafé
cafeteria	cafeteria
caffeine	koffein
cage	bur
cagey	slug
cahoots	maskopi
cairn	röse
cake	kaka
cakewalk	lätt match
calamari	bläckfisk
calamitous	katastrofal
calamity	katastrof
calcareous	kalkhaltig
calcium	kalcium
calculate	Beräkna
calculated	beräknad
calculating	beräknande
calculation	beräkning
calculator	kalkylator
calculus	calculus
calendar	kalender
calender	NO TRANSLATION
calf	kalv
caliber	kaliber
calibrate	kalibrera
calico	kalikå
calipers	bromsok
calisthenics	gymnastik
call	ring upp
callback	ring tillbaka
caller	uppringare
calligraphy	kalligrafi
calling	kallelse
callous	okänslig
calls	samtal
calm	lugna
calming	lugnande
calmness	stillhet
caloric	caloric
calorie	kalori
calorimeter	kalorimeter
cam	kam
camaraderie	kamratskap
camber	camber
camcorder	videokamera
camel	kamel
cameo	skärmdel
camera	kamera
cameraman	kameraman
camisole	linne
camouflage	kamouflage
camouflaged	NO TRANSLATION
camp	läger
campaign	kampanj
campaigner	förkämpe
campaigning	kampanjer
camper	husbil
campfire	lägereld
camping	camping
campsite	campingplats
campus	campus
can	Kan
can opener	konservöppnare
canal	kanal
canary	kanariefågel
cancel	annullera
canceling	inställande
cancellation	annullering
cancer	cancer
candid	uppriktig
candidacy	kandidatur
candidate	kandidat
candied	kanderad
candle	ljus
candlelight	levande ljus
candles	ljus
candlestick	ljusstake
candor	uppriktighet
candy	godis
cane	sockerrör
canine	hund-
canister	kanister
canker	kräfta
cannabis	cannabis
canned	konserverad
cannibal	kannibal
cannibalism	kannibalism
canning	konservering
cannon	kanon
cannonball	kanonkula
canoe	kanot
canon	kanon
canonical	kanonisk
canons	kanoner
canopy	tak
cantaloupe	cantaloupmelon
cantbreathe	NO TRANSLATION
canteen	matsal
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	konsol
cantina	cantina
canto	NO TRANSLATION
canton	kanton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	duk
canvass	NO TRANSLATION
canyon	kanjon
cap	keps
capability	förmåga
capable	kapabel
capacity	kapacitet
cape	cape
caper	kapris
capillary	kapillär
capital	huvudstaden
capitalism	kapitalism
capitalist	kapitalist
capitalize	kapitalisera
capitals	versaler
capitation	kapitationsbasis
capitol	capitol
capitulation	kapitulation
cappuccino	cappuccino
caprice	nyck
capricious	nyckfull
caps	caps
capslock	Caps Lock
capsule	kapsel
captain	kapten
caption	rubrik
captivate	fängsla
captivating	fängslande
captive	fången
captivity	fångenskap
captor	captor
capture	fånga
car	bil
caramel	kola
carat	karat
caravan	husvagn
carbon	kol
carburetor	förgasare
carcass	kadaver
carcinoma	carcinom
card	kort
cardboard	kartong
cardiac	hjärt-
cardigan	cardigan
cardinal	kardinal
cardiologist	kardiolog
cardiology	kardiologi
cardiomyopathy	kardiomyopati
cards	kort
care	vård
career	karriär
carefree	sorglös
careful	försiktig
carefully	försiktigt
careless	slarvig
carelessness	slarv
