Word	az
bankroll	bankroll
bankrupt	iflas etdi
bankruptcy	iflas
banner	pankart
banquet	ziyafət
banshee	banshee
banter	şantaj
banzai	NO TRANSLATION
baptism	Vəftiz
baptismal	baptism
baptize	vəftiz edin
bar	bar
barb	barb
barbarian	barbar
barbaric	barbar
barbarism	barbarlıq
barbecue	barbekü
barbed	tikanlı
barber	bərbər
barbershop	bərbərxana
barbie doll	barbie kukla
bard	bard
bare	çılpaq
bareback	bareback
barefoot	ayaqyalın
barely	çətinliklə
barf	barf
bargain	bazarlıq
bargaining	bazarlıq
barge	barj
baritone	bariton
barium	baryum
bark	qabıq
barkeep	barkeep
barks	qabıqlar
barley	arpa
barmaid	barmaid
barman	barmen
barn	ambar
barnacle	barnacle
barney	barney
barnyard	barnyard
barometer	barometr
baron	baron
baroness	baroness
baroque	barok
barrack	barrack
barracuda	barracuda
barrage	baraj
barred	qadağan edildi
barrel	barel
barren	kəpənək
barricade	barrikada
barrier	baryer
barring	maneə
barrister	barrister
barroom	barroom
barrow	quraqlıq
bartender	barmen
barter	barter
base	bazası
baseball	beysbol
baseball bat	beysbol yarasa
baseboard	baza
baseless	əsassızdır
baseline	başlanğıc
baseman	baseman
basement	zirzəmi
bases	əsasları
bash	bash
bashful	bashful
basic	əsasdır
basics	əsasları
basil	reyhan
basilica	bazilika
basin	hövzə
basis	əsasdır
bask	bask
basket	səbət
basketball	Basketbol
bass	bas
bass guitar	bas gitara
basso	NO TRANSLATION
bassoon	bassoon
bastard	pərişan
bastarding	pərişanlıq
bastards	pıçıltılar
bastion	bastion
bat	bat
batch	dəstə
batching	batching
bate	NO TRANSLATION
bath	Hamam
bathe	çimmək
bathhouse	Hamam
bathing	hamamda
bathrobe	hamam
bathroom	banyo
bathtub	küvet
bathymetry	hamametri
baton	baton
battalion	batalyon
batter	meyilli
battered	batdı
battering	battering
battery	batareya
battle	döyüş
battled	döyüşdüm
battlefield	döyüş sahəsi
battleground	döyüş meydanı
battlements	döyüşlər
battleship	battleship
batty	batty
bauble	qabarit
bawdy	bawdy
bawl	bawl
bay	bay
bayonet	süngü
bayou	bayou
bazaar	çarşı
bazooka	bazooka
bday	bday
be	olmaq
beach	çimərlik
beaches	çimərliklər
beacon	mayak
bead	boncuk
beading	beading
beads	boncuklar
beady	bədbəxt
beagle	beagle
beak	gaga
beaker	baqqal
beam	şüa
beaming	hörmətlə
bean	fasulye
beanbag	beanbag
beanie	beanie
bear	ayı
bearable	kədərli
beard	saqqal
bearded	saqqallı
bearer	daşıyıcı
bearing	daşıyırlar
bearings	yataklar
bearish	ayıb
bearskin	bearskin
beast	heyvan
beastly	canavarca
beat	qalib gəlmək
beaten	döydülər
beater	çırpıcı
beating	döymək
beatnik	beatnik
beau	beau
beautification	gözəlləşmə
beautiful	gözəl
beautify	gözəlləşdirmək
beauty	gözəllik
beaver	qəribə
bebop	bebop
beck	beck
beckon	bəyəndin
become	olmaq
bed	yataq
bedding	yataq dəstləri
bedpan	yataq
bedrock	yataq
bedroom	yataq otağı
bedside	yataq otağı
bedspread	örtük
bedtime	bedtime
bee	arı
beef	mal əti
beefsteak	bədbəxt
beehive	arıçılıq
beep	bip səsi
beeper	səsləndi
beer	pivə
bees	arılar
beeswax	bal mumu
beetle	böcək
befall	çatışmazlıq
befitting	yaraşıqlı
befriend	dost olmaq
befuddled	boğuldu
beg	yalvarın
beggar	dilənçi
begging	dilənçiliklə
begin	başlayın
beginner	başlayan
beginning	Başlanğıc
beginnings	başlanğıc
begrudge	begrudge
begun	başlamışdır
behappy	NO TRANSLATION
behave	davranın
behavior	davranış
behavioral	davranışçı
behemoth	behemoth
behest	xəbərdarlıq
behold	Baxın
beholden	Hörmətli
beholder	beholder
beige	bej
belated	gecikmiş
belay	belay
belch	belç
belief	inanc
believable	inandırıcıdır
believe	inanıram
believed	inanırdı
believer	mömin
believing	mö'min
belittle	kədərləndi
belittled	azalıb
bell	zəng
bellboy	bellboy
bellhop	bellhop
belligerent	döyüşçü
bellman	bellman
bellow	kərtənkələ
bellows	körüklər
belly	qarın
bellybutton	göbək
bellyful	qaranlıq
belong	aiddir
belongings	əşyalar
beloved	sevgilim
belt	kəmər
beluga	beluga
bemused	bemused
bench	tezgah
bend	əyilmək
bender	bender
bending	əyilmə
beneath	altında
benedictory	bədbəxtlik
benefactor	xeyriyyəçi
beneficial	faydalıdır
beneficiary	benefisiar
benefit	faydası
benevolence	xeyirxahlıq
benevolent	xeyirxah
benign	benign
bent	bükülmüşdür
benzene	benzin
bequeath	miras
bequest	məxluq
bereaved	itkin düşmüşdür
bereavement	itkin
bereft	bereft
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	berilyum
beseech	yalvarmaq
beset	qaçmaq
bestdayever	yaxşı gündüz
bestfeeling	yaxşılaşdırma
bestfriends	yaxşı dostlar
bestial	hədiyyələr
besties	Ən yaxşılar
bestow	verin
bestseller	bestseller
bet	bahis
beta	beta
betray	xəyanət
betrayal	xəyanətdir
betrayed	xəyanət etdi
betrothed	nişanlandı
betterment	yaxşılaşma
betting	bahis
betty	betty
bevel	ayaq
beverage	içki
bevy	ayı
beware	ehtiyatlı olun
bewilder	şüurlu
bewildered	təəccübləndi
bewilderment	şaşqınlıq
bias	bias
biased	qeyri-obyektiv
bib	bib
bible	Müqəddəs Kitab
biblical	biblical
bibliography	biblioqrafiya
bicarbonate	bikarbonat
bicentennial	iki yüz il
biceps	biceps
bicker	biker
bickering	büküş
bicolor	bicolor
bicycle	velosiped
bid	teklif
bidder	bidder
bidding	tender
bide	NO TRANSLATION
biennial	bienal
bier	NO TRANSLATION
bifurcation	bifurcation
big	böyük
bigamy	böyüklər
bigday	böyük gün
biggestfear	NO TRANSLATION
biggie	Biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	böyük
bigoted	Bürclər
bigotry	Fikrimcə
bike	velosiped
biker	biker
bikini	bikini
bilateral	ikitərəfli
bilayer	bilayer
bile	safra
bilge	bilge
bilingual	ikidilli
bill	qanun
billboard	billboard
billet	kütük
billiard	bilyard
billiards	bilyardlar
billing	faturalandırma
billion	milyard
billionaire	milyarder
billy	billy
bimbo	bimbo
bimonthly	iki ayda bir
bin	zibil qabı
binary	ikili
bind	bağlamaq
binder	bağlayıcı
bindery	bindery
binding	bağlama
bing	bing
binge	binge
bingo	bingo
binocular	dürbün
binoculars	dürbün
binomial	binomial
bio	bio
biochemical	biyokimyəvi
biochemist	biokimyaçı
biochemistry	biokimya
biogenesis	biogenez
biographer	bioqraf
biography	tərcümeyi-hal
biological	bioloji
biologist	bioloq
biology	biologiya
bionic	bionik
biopsy	biopsiya
biosphere	biosfer
bipartite	ikitərəfli
bipolar	bipolar
birch	huş
bird	quş
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	doğum
birthday	Ad günü
birthing	birthing
birthmark	doğum günü
birthplace	doğulduğu yer
birthright	doğuş haqqı
bis	NO TRANSLATION
biscuit	biskvit
bisexual	biseksual
bishop	piskopos
bison	bison
bisque	bisque
bistro	bistro
bit	bit
bitch	kaltak
bitchy	bitki
bite	loxma
biter	NO TRANSLATION
bitsy	bitsy
bitter	acı
bitterly	acı
bitterness	acı
bittersweet	bittersweet
bitty	bitti
bitumen	bitum
biweekly	biweekly
biz	biz
bizarre	qəribə
blab	blab
blabbermouth	blabbermouth
black	qara
black snake	qara ilan
blackberry	böyrək
blackbird	qəhrəman
blackboard	taxta taxtası
blacken	qaranlıq
blackface	blackface
blackjack	blackjack
blacklist	qara siyahı
blackmail	şantaj
blackmailer	qardaşlar
blackness	qaranlıq
blackout	qaranlıq
blacksmith	dəmirçi
bladder	qişa
blade	bıçaq
blame	günahlandırma
blameless	ayıbsız
bland	yumşaq
blank	boş
blanket	yorğan
blare	bəla
blase	NO TRANSLATION
blasphemous	küfr
blasphemy	küfr
blast	partlayış
blaster	blaster
blastoff	partlayış
blatant	bəlli
blather	blather
blaze	yanğın
blazer	blazer
blazing	yanan
bleach	ağartıcı
bleak	qaranlıq
bleed	qanaxma
bleeder	bleeder
bleeding	qanaxma
bleep	bleep
blemish	ləkəsiz
blemished	ləyaqətlidir
blend	qarışıq
blender	qarışdıran
blending	qarışdırmaq
bless	bərəkət edin
blessed	mübarək
blessing	xeyir-dualar
blessings	xeyir-dualar
bleu	bleu
blight	kədərlənmə
blighted	bədbəxt
blimp	blimp
blind	kor
blinded	korlanmış
blindfold	pərdə
blindfolded	gözləri qapalı qaldı
blinding	qaralama
blindly	körlə
blindness	korluq
blink	qırpmaq
blip	blip
bliss	zövq
blissful	xoşbəxt
blister	blister
blistering	blistering
blitz	Blitz
blizzard	blizzard
bloat	bloat
bloated	şişmiş
blob	blob
block	blok
blockade	blokadaya
blockage	tıxanma
blockbuster	blockbuster
blockhead	blokadadır
blog	blog
bloke	bloklandı
blond	sarışın
blonde	sarışın
blood	qan
bloodbath	qan gölü
bloodhound	qan tökülməsi
bloodless	qansız
bloodline	qan qrupu
bloodshed	qan axdı
bloodshot	qan şəkəri
bloodstream	qan axını
bloodthirsty	qanlıyor
bloody	qanlı
bloom	bloom
bloomers	bloomers
blooming	çiçəklənmə
blossom	çiçək
blot	blot
blotched	ləkələndi
blotter	blotter
blouse	bluza
blow	zərbə
blower	üfüqi
blowfish	Blowfish
blowing	əsən
blowjob	çalanşik üstünə qurtarmaq
blown	partladılmış
blowout	partlayış
blowtorch	zərbəçi
blubber	qaranlıq
bluddy	bluddy
blue	mavi
blue spruce	mavi ladin
blueberry	Qaragilə
bluebird	bluebird
bluegrass	blugrass
bluejay	bluejay
blueprint	blueprint
blues	blues
bluff	bluff
bluish	mavi
blunder	səhv
blunt	künt
blur	bulanıklık
blurred	bulanık
blurry	bulanıklık
blurt	lütfən
blush	qızarmaq
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	qaba
board	board
board game	stolüstü oyun
boarder	NO TRANSLATION
boarding	internat
boardroom	yığıncaq otağı
boards	lövhələr
boardwalk	boardwalk
boast	övünür
boastful	qürurlu
boasting	məğrurluq
boat	qayıq
boathouse	boathouse
boating	qayıqla
boatload	boatload
boatman	qayıq
bobbin	bobin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	bədəndən
body	bədən
bodyguard	mühafizəçi
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	sahte
bohemian	bohem
boil	Qaynamaq
boiler	qazan
boilerplate	boilerplate
boiling	qaynar
boisterous	qaranlıq
bold	qalın
boldness	cəsarət
bollocks	bollocks
bolster	gücləndirmək
bolt	bolt
bolus	bolus
bomb	bomba
bombard	bombardman
bombardier	bombardmançı
bombardment	bombardman
bombed	bombardman etdi
bomber	bombardmançı
bombers	bombardmançı
bombing	bombalama
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	bond
bondage	quldurluq
bonding	bağlama
bonds	istiqrazlar
bondsman	bağışçı
bone	sümük
bonehead	bonehead
boner	boner
bones	sümüklər
bonfire	qaranlıq
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	kapot
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	sümük
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	kitab
bookcase	kitabçası
bookie	kitabçası
booking	rezervasyon
bookish	kitab
bookkeeper	mühasib
bookkeeping	mühasibatlıq
booklet	kitabçası
bookmaker	bahisçi
bookmark	bookmark
books	Kitablar
bookseller	kitabçası
bookshop	kitabxana
bookstore	kitab mağazası
bookworm	kitabçası
boom	partlama
boomer	boomer
boomerang	bumeranq
booming	bomba
boon	boon
boooo	NO TRANSLATION
boost	gücləndirmək
booster	booster
boot	çəkmə
booth	kabinəsi
bootleg	qurbağa
bootlegger	qurbağası
boots	çəkmələr
booty	qurtuluşdur
booze	boğaz
bop	bop
bopper	bopper
border	sərhəd
bordering	sərhəddə
borderline	sərhəd xətti
bore	töküldü
boreal	boreal
bored	cansıxıcı
boredom	cansıxıcılıq
borer	borer
boring	qazma
born	doğuldu
boron	bor
borough	borough
borrow	borc almaq
borrower	Borcalan
bosom	qoltuq
boss	patron
bossy	bossy
boston	boston
botanical	botanik
botanist	botanist
botany	botanika
bother	narahat edir
bothering	narahat edir
bottle	şüşə
bottleneck	darboğaz
bottling	şişeleme
bottom	alt
bottomless	dipsiz
botulism	botulizm
boulder	boulder
bounce	sıçrayış
bouncer	bouncer
bouncy	bouncy
bound	bağlıdır
boundary	sərhəd
boundless	sərhədsiz
bounds	həddi
bountiful	bərəkətli
bounty	lütf
bouquet	buket
bourbon	Burbon
bourgeois	burjua
bourgeoisie	burjuazi
bourse	borsa
bout	bout
boutique	butik
bouttime	NO TRANSLATION
bovine	sığır
bow	yay
bowed	əymədi
bowel	bağırsaq
bowels	bağırsaq
bowl	kase
bowler	balıqçı
bowling	bowling
bowls	kase
box	Qutu
boxcar	boxcar
boxer	boksçu
boxers	boksçuları
boxing	boks
boy	oğlan
boycott	boykot
boyfriend	boyfriend
boyhood	uşaqlıq
boyish	oğlan
boysenberry	boysenberry
bozo	bozo
bra	sütun
brace	brace
bracelet	bilərzik
braces	kəmərlər
brachial	Brakiyalı
bracket	mötərizə
brackets	mötərizələr
brackish	acı
brad	brad
brag	paxıllıq
braid	örgü
brain	beyin
brainless	beyinsiz
brains	beyinlər
brainstorm	beyin fırtınası
brainwash	beyin yıkanıyor
brainy	ağıllı
brake	əyləc
bran	kəpək
branch	filialı
branching	dallanma
brand	marka
brandy	brendi
brash	kövrək
brass	pirinç
brass knuckle	pirinç qığılcım
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	cəsarətli
bravery	cəsarət
brawl	dava
brawn	bəslənmə
brazen	xəyanət
breach	pozmaq
bread	çörək
breadth	genişlik
break	fasilə
breakable	breakable
breakaway	qırılma
breakdown	qəza
breaker	qırıcı
breakers	qırıcılar
breakfast	səhər yeməyi
breaking and entering	qırılma və girmə
breakingnews	Qaynar Xəbərlər
breakneck	qırıq
breakthrough	Yarıbkeçmə
breakup	dağılma
breast	döşəmə
breath	nəfəs
breathe	nəfəs al
breather	nəfəs alma
breathless	nəfəssiz
breathtaking	nefes kesici
breech	miz
breeches	kəmərlər
breed	cins
breeder	damazlıq
breeding	heyvandarlıq
breeze	breeze
breezy	parlaq
brethren	qardaşlar
breve	NO TRANSLATION
brevity	qısırlıq
brew	dəm
brewery	pivə zavodu
brewing	pivə
briar	briar
bribe	rüşvət
bribery	rüşvət
brick	kərpic
bridal	gəlin
bride	gəlin
bridegroom	Bəyəm
bridesmaid	bridesmaid
bridge	körpü
bridle	bridle
brief	qısa
briefcase	portfel
briefing	brifinq
briefly	qısaca
brig	brig
brigade	briqadası
bright	parlaq
brighten	aydınlaşdırmaq
brightens	aydınlaşır
brighter	daha parlaq
brightness	parlaqlıq
brilliance	parıltı
brilliant	parlaq
brim	brim
brimming	brimming
brimstone	kükürd
brine	brin
bring	gətirin
brink	kənar
brisk	sürətlə
brisket	brisket
bristle	kıllar
brittle	kövrək
bro	bro
broach	broş
broad	geniş
broadcast	yayım
broadcasting	yayım
broaden	genişləndirmək
broadside	genişzolaqlı
broadsword	broadsword
brocade	brocade
broccoli	brokoli
brochure	broşura
broil	broil
broke	qırdı
broken	qırıq
brokenheart	NO TRANSLATION
brokenhearted	Qəlbi qırılmış
broker	broker
brokerage	brokerlik
bromide	bromid
bronco	bronco
bronze	bürünc
brooch	broş
brood	körpələr
brooding	qaralama
brook	ərazi
broom	süpürgə
broomstick	broomstick
broth	suyu
brothel	fahişəxana
brother	qardaşım
brotherhood	qardaşlıq
brotherly	qardaşlıqla
brow	qaş
brown	qəhvəyi
brownstone	qəhvəyi daş
browse	göz atın
brrr	brrr
bruise	boğulma
bruising	bruising
brunch	brunch
brunette	qaraşın
brunt	hörmətli
brush	fırça
brutal	qəddar
brutality	qəddarlıq
brute	kobud
brutish	dəhşətli
bubble	bubble
bubbling	köpüklənmə
bubbly	bubbly
bubonic	bubonik
buck	dollar
buckaroo	buckaroo
bucket	vedrə
buckle	toqqa
buckled	burulmuş
bucko	bucko
buckshot	buckshot
buckwheat	qarğıdalı
bud	bud
buddha	budda
buddhism	buddizmdir
buddhist	budist
budding	buding
buddy	dostum
budge	budge
budget	büdcə
buff	buff
buffalo	buffalo
buffer	bufer
buffering	buferləşdirmə
buffet	büfe
buffoon	kəmər
bug	səhv
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	arabası
bugle	ağcaqanad
bugler	bugler
build	qurmaq
builder	qurucu
building	bina
buildings	binalar
buildup	yığma
bulb	lampa
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	toplu
bulkhead	bulkhead
bulky	həcmli
bull	boğa
bulldog	bulldog
bulldozer	buldozer
bullet	güllə
bulletin	bülleten
bulletproof	bulletproof
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	külçə
bullock	bullock
bullpen	bullpen
bullshit	bullshit
bully	bully
bulwark	dəmir yolu
bum	bum
bumblebee	bambaşka
bummed	bummed
bummer	bummer
bump	bump
bumper	bamper
bumpy	qabarit
bun	NO TRANSLATION
bunch	dəstə
bundle	bundle
bungalow	bungalov
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	dovşan
bunt	bunt
buoy	buoy
buoyancy	qəribəlik
buoyant	qəribədir
bur	bur
burden	yükü
burdened	yüklənmişdir
burdensome	ağır yüklü
bureau	büro
bureaucracy	bürokratiya
bureaucrat	bürokrat
bureaucratic	bürokratik
burger	burger
burglar	soyğunçu
burglary	oğurluq
burial	qəbir
buried	gömdü
burke	burke
burlap	çuval
burlesque	burlesque
burly	burly
burn	yanmaq
burned	yandı
burner	burner
burning	yanan
burnished	yandırılmışdır
burnout	yandırmaq
burnt	yanmışdı
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	burs
burst	burst
bury	gömmək
bus	avtobus
busboy	NO TRANSLATION
bush	bush
bushel	bərbər
bushy	bushy
business	Biznes
business man	NO TRANSLATION
businessman	iş adamı
businesswoman	NO TRANSLATION
busload	busload
buss	buss
bust	büstü
busted	busted
buster	buster
bustle	küy
bustling	çalışıb
busy	məşğul
busybody	işəgötürən
butane	butan
butcher	qəssab
butler	butler
butt	butt
butter	kərə yağı
buttercup	kərə yağı
butterfly	kəpənək
buttermilk	ayran
butterscotch	butterscotch
buttery	kəklik
buttock	kəmər
buttocks	kalça
button	düyməsini basın
buttress	dəstək
buxom	buxom
buy	satın al
buyer	alıcı
buying	satın alma
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	cazibədar
bye	bye
bygone	keçmişdir
bylaw	qanun
byline	byline
bypass	bypass
bystander	müşahidəçi
byte	bayt
byzantine	byzantine
cab	kabinə
cabal	cabal
cabana	cabana
cabaret	kabare
cabbage	kələm
cabbie	cabbie
cabernet	cabernet
cabin	kabin
cabinet	kabineti
cable	kabel
caboodle	kobud
caboose	kabin
cabriolet	kabriolet
cache	gizli yer
cacophony	kakofoniya
cactus	kaktus
cad	cad
cadaver	kadavr
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	kadet
cafe	kafe
cafeteria	kafeterya
caffeine	kafein
cage	qəfəs
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	tort
cakewalk	cakewalk
calamari	kalamari
calamitous	qəzəbli
calamity	fəlakət
calcareous	kireçli
calcium	kalsium
calculate	hesablayın
calculated	hesablanır
calculating	hesablama
calculation	hesablama
calculator	kalkulyator
calculus	hesablaşma
calendar	təqvim
calender	NO TRANSLATION
calf	dana
caliber	kalibrli
calibrate	kalibrləmə
calico	calico
calipers	calipers
calisthenics	Tərəzi
call	çağırırıq
callback	geri zəng et
caller	zəng edən
calligraphy	xəttatlıq
calling	çağırışı
callous	çirkin
calls	çağırır
calm	sakit
calming	sakinleştirici
calmness	sakitlik
caloric	kalori
calorie	kalori
calorimeter	kalorimetr
cam	cam
camaraderie	dostluq
camber	camber
camcorder	camcorder
camel	dəvə
cameo	camaat
camera	kamera
cameraman	kameraman
camisole	camisole
