Word	am
asymmetry	ያልተመጣጠነ
asymptotic	ተለዋዋጭ
atelier	ጣቢያው
atheism	ኤቲዝም
atheist	በእግዚአብሔር መኖር የለም
atheistic	አምላክ የለም
atherosclerosis	አተሮስክለሮሲስ
athlete	አትሌት
athletic	ስፖርት
athleticism	አትሌቲክስ
athletics	አትሌቲክስ
atlas	Atlas
atmosphere	ከባቢ አየር
atmospheric	በከባቢ አየር ውስጥ
atoll	አከባቢ
atom	አቶም
atomic	አቶሚክ
atone	ይቅርታ
atonement	ስርየት
atpeace	በቃ
atrium	ኦሪዮም
atrocious	በጣም አስፈሪ
atrocity	ግፍ
atrophy	ድሮ
attach	አያይዝ
attached	ተያይዟል
attachment	ዓባሪ
attack	ጥቃት
attacker	አጥቂ
attacking	ማጥቃት
attain	አገኘ
attainable	ሊደረስበት የሚችል
attainment	ችሎታ
attempt	ሙከራ
attempted	ሙከራ ተደርጓል
attend	ተገኝ
attendance	መገኘት
attendant	አገልጋይ
attention	ትኩረት
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	ተጠንቀቅ
attenuate	አጥባቂ
attenuated	ጥቃቅን
attenuation	ማጥፋት
attest	ምስክርነት
attestation	ማረጋገጫ
attic	ጠፍጣፋ
attire	አለባበስ
attitude	አመለካከት
attorney	ጠበቃ
attract	ይስበኝ
attraction	መስህብ
attractive	ማራኪ
attractiveness	ውበት
attributable	የሚከፈል
attribute	አይነታ
attribution	ባለቤትነት
attrition	መበላሸት
auburn	ድብደባ
auction	ጨረታ
auctioneer	ጨረቃ
audacious	አደገኛ
audacity	ድፍረት
audible	የሚሰማ
audience	ተመልካች
audio	ድምጽ
audit	ኦዲት
audition	መፈተን
auditions	ድምፆች
auditor	ኦዲተር
auditorium	አዳራሽ
auditory	መዘርዝር
aught	ም
augment	ታነባለች
augmentation	ጭማሪ
august	ነሐሴ
aunt	አክስት
auntie	ድንግል
aura	ኦውራ
aurora	aurora
auspices	ማራኪዎች
auspicious	የሚያምር
austere	ጥብቅ
austerity	አነሳሽነት
authentic	እውነተኛ
authenticate	ማረጋገጥ
authentication	ማረጋገጥ
authenticity	እውነተኛነት
author	ደራሲ
authoritative	ባለሥልጣን
authority	ሥልጣን
authorization	ፈቀዳ
authorize	ፈቀዳ
authorized	የተፈቀደ
authorship	ጸሐፊ
autism	ኦቲዝም
autistic	መድሃኒት
auto	ራስ
autobiographical	ተውላጠ ስም
autobiography	የግል ሕይወት
autocorrect	ራስ-ሰር አርም
autocratic	የመድልነት ሥልጣን
autograph	ፊርማ
autographed	የተፈረመ
automated	አውቶማቲክ
automatic	አውቶማቲክ
automobile	መኪና
automotive	አውቶሞቲቭ
autonomy	ነፃነት
autopilot	አውቶፕላር
autopsy	የሰውነት ምርመራ
autumn	መኸር
auxiliary	ረዳት
avail	አማካኝ
availability	ተገኝነት
available	አለ
avalanche	ከአልቫን
avarice	አበረታች
avatar	አምሳያ
avenge	ተበቀለ
avenger	ተበዳዩ
avenging	መበቀል
avenue	ጎዳና
aver	NO TRANSLATION
average	አማካይ
aversation	ሽፍታ
averse	ክፉኛ
averseness	እብሪተኝነት
aversion	ጥላቻ
avert	አስተላልፍ
aviary	ተክል
aviation	አየር መንገድ
aviator	አውሮፕላን
avid	ተጠንቀቅ
avocado	አቦካዶ
avoid	አስወግድ
avoidance	መወገድ
avoiding	በማስወገድ
await	ይጠብቀዋል
awake	ነቅቶ
awaken	ነቅቷል
awakening	ነቃ
award	ሽልማት
awards	ሽልማቶች
aware	ተገንዝቦ
awareness	ግንዛቤ
awe	NO TRANSLATION
awed	የተደነቀ
awesome	ደስ የሚል
awesomeness	ድንቅ
awestruck	አስደነገጠ
awful	አስፈሪ
awkward	አስቸጋሪ
awkwardness	እፍረት
awning	መሐንዲ
awry	ተሰምቷል
axe	መጥረጊያ
axial	አሲድ
axiom	አሲዮሞም
axiomatic	አሲዮማቲክ
axis	ዘንግ
axle	መጥረቢያ
ay	ay
aye	አዪ
azimuth	azimuth
azure	azure
babble	ግልገል
babbling	እምቢተኛ
babe	ሕፃን
baboon	ዝንጀሮ
baby	ህጻን
babysit	ሞግዚት
babysitter	ሞግዚት
baccalaureate	baccalaureate
baccarat	ባካር ባት
bachelor	ቢላዋ
bachelorette	ባቴርቴቴቴ
back	ጀርባ
backboard	ጀርባ ቦርድ
backbone	ጀርባ አጥንት
backdoor	የጀርባ በር
backdrop	የጀርባ ምስል
backer	ድጋፍ ሰጪ
backfire	ተኩስ
backgammon	ጀማሪ ጀምበር
background	ዳራ
backhand	ዳግመኛ
backhoe	ተሐድሶ
backoff	ዘወር በል
backpack	የጀርባ ቦርሳ
backpacker	የጀርባ አጫዋች
backroom	የጀርባ ቤት
backseat	የኋላ መሸጫ
backside	ጀርባ
backtrack	የኋላ ትራክ
backup	ምትኬ
backward	ወደ ኋላ
backwardness	የኋላ ቀርነት
backwards	ወደ ኋላ
backwater	የውኃ ማጠራቀሚያ
backwoods	የኋላ ቅጠሎች
backyard	የጀርባ ቤት
bacon	ቡካን
bacteria	ባክቴሪያዎች
bacterial	በባክቴሪያ
bacterium	ባክቴሪያ
bad	መጥፎ
badass	መጥፎ
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	ባጅ
badger	ብሌር
badhabit	NO TRANSLATION
badly	መጥፎ
badness	ክፋት
baffle	ተከፈለ
baffled	ተረብሸን
bag	ሻንጣ
bagel	bagel
baggage	ሻ ን ጣ
baggie	baggie
baggy	በከረጢት
bagman	ሻንጣ
bagpipes	ባግፓይፕ
bail	የዋጋ ገንዘብ
bailiff	አበዳሪ
bait	ማታ
bake	መጋገር
bakery	ዳቦ ቤት
baking	መጋገር
bal	NO TRANSLATION
balance	ሚዛን
balanced	ሚዛናዊ
balcony	balcony
bald	ቡሩክ
balding	ቡጌላ
baldy	ባዶ
bale	ቤል
balk	እምቢታ
ball	ኳስ
ballad	ኳስ
ballast	ዱባ
ballerina	ballerina
ballet	የባሌ ዳንስ
ballgame	የኳስ ጨዋታ
ballistic	ወለላ
ballistics	የኳስፕልስ
balloon	ፊኛ
ballot	ድምፅ መስጫ
ballpark	የእግር ኳስ
ballplayer	የኳስ ተጫዋች
ballpoint	ቧንቧ
ballroom	የኳስ ክፍል
ballsy	ኳስ
balm	ሹል
balmy	ብሩህ
balsam	የበለሳን
balsamic	የበለሳን
bam	ባሙ
bamboo	የቀርከሃ
ban	NO TRANSLATION
banana	ሙዝ
band	ባንድ
bandage	ጥፊያ
bandanna	NO TRANSLATION
bandit	ሽፍታ
bandstand	የጎንድ መታገድ
bandwagon	ባውንድጎን
bandwidth	የመተላለፊያ ይዘት
bane	ቡን
bang	ድንግል
banger	ወሬ ጠባቂ
banish	ማባረር
banished	ተባረረ
banishment	ማባረር
banister	ተቆጣጣሪ
banjo	banjo
bank	ባንክ
banker	የባንክ ሠራተኛ
banking	ባንክ
bankroll	የባንክ ደብተር
bankrupt	ኪሳራ
bankruptcy	ኪሳራ
banner	ሰንደቅ
banquet	ግብዣ
banshee	banshee
banter	ተኛ
banzai	NO TRANSLATION
baptism	ጥምቀት
baptismal	ጥምቀት
baptize	ማጥመቅ
bar	ባር
barb	ባር
barbarian	ባርቢተሩ
barbaric	አረመኔ
barbarism	አረመኔነት
barbecue	ጥብስ
barbed	ተጭኗል
barber	ፀጉር አስተካካይ
barbershop	ፀጉር ቤት
barbie doll	ባርፒ አሻንጉሊት
bard	ባር
bare	ገላ
bareback	ባርዱ
barefoot	ባዶ እግር
barely	እምብዛም አይደለም
barf	ባርፍ
bargain	ሽርሽር
bargaining	ድርድር
barge	ጀልባ
baritone	ባሪቶን
barium	ቤሪየም
bark	ቅርፊት
barkeep	እሰከ
barks	ቡርዶ
barley	ገብስ
barmaid	ቤርዋይ
barman	ቡርማን
barn	ቡር
barnacle	የእርሻ ቦታ
barney	መሃን
barnyard	የእርሻ ቦታ
barometer	ባሮሜትር
baron	ባርመን
baroness	ባሮኔስ
baroque	baroque
barrack	ድንበር
barracuda	ባርኩዱ
barrage	ግድብ
barred	የተከለከለ
barrel	በርሜል
barren	መሃን
barricade	ባክቴራ
barrier	መሰናክል
barring	እገዳ
barrister	ጠበቃ
barroom	መፀዳጃ ቤት
barrow	ቡሩን
bartender	ቡርደር
barter	ተኛ
base	ቤዝ
baseball	ቤዝቦል
baseball bat	ቤዝቦል ወፍ
baseboard	የመሠረት ሰሌዳ
baseless	መሠረተ ቢስ
baseline	መነሻ መስመር
baseman	ቤንጀር
basement	basement
bases	መሠረቶች
bash	bash
bashful	አስጸያፊ
basic	መሰረታዊ
basics	መሠረታዊ ነገሮች
basil	ጭልፊት
basilica	ዴንማርክ
basin	ገንዳ
basis	መሠረት
bask	ቡቃያ
basket	ቅርጫት
basketball	ቅርጫት ኳስ
bass	ባንድ
bass guitar	ቤዝ ጊታር
basso	NO TRANSLATION
bassoon	ላተቶን
bastard	ጭራቅ
bastarding	ድንቁርናን
bastards	ጥፋቶች
bastion	ቤድን
bat	የሌሊት ወፍ
batch	እቃ
batching	ጅምር
bate	NO TRANSLATION
bath	ገላ መታጠብ
bathe	ታጥራለች
bathhouse	መታጠቢያ ቤት
bathing	መታጠብ
bathrobe	የጫማ ልብስ
bathroom	መታጠቢያ ቤት
bathtub	መታጠቢያ ገንዳ
bathymetry	ሳምባሪ
baton	ዱላ
battalion	ጥገኛ
batter	ባትሪ
battered	ድብደባ
battering	ድብደባ
battery	ባትሪ
battle	ውጊያ
battled	ተዋግቷል
battlefield	የጦር ሜዳ
battleground	የጦር ሜዳ
battlements	ምሰሶዎች
battleship	የጦር መርከብ
batty	batty
bauble	ባሰለስ
bawdy	አበበ
bawl	ድብድብ
bay	ዞር
bayonet	ሳንጃ
bayou	bayou
bazaar	የባዛር
bazooka	bazooka
bday	ቀን
be	መሆን
beach	የባህር ዳርቻ
beaches	የባህር ዳርቻዎች
beacon	የምልክት ምንጭ
bead	ቢባ
beading	ድቡር
beads	መቁጠሪያ
beady	ቢዲ
beagle	ንስር
beak	ምንቃር
beaker	ቡቃቂ
beam	ሞገድ
beaming	ድብልቅ
bean	ባቄላ
beanbag	ባቄላ ከረጢት
beanie	beanie
bear	ድብ
bearable	ተስማሚ
beard	ጢም
bearded	ጢም
bearer	ተሸካሚ
bearing	የመያዝ
bearings	ዊዝ
bearish	ደካማ
bearskin	አጭበርባሪ
beast	አውሬ
beastly	አውሬ
beat	ድባብ
beaten	ተተኮሰ
beater	ቢያትር
beating	ድብደባ
beatnik	beatnik
beau	ውብ
beautification	ውበት
beautiful	ቆንጆ
beautify	አስጊ
beauty	ውበት
beaver	ቢቨር
bebop	bebop
beck	beck
beckon	beckon
become	ይሆናል
bed	መኝታ
bedding	አልጋ ልብስ
bedpan	መኝታ
bedrock	የመሠረት ድንጋይ
bedroom	መኝታ ቤት
bedside	አልጋ አጠገብ
bedspread	አልጋ ልብሶች
bedtime	መኝታ ሰዓት
bee	ንብ
beef	ስጋ
beefsteak	የከብት ስጋ ጥብስ
beehive	የንብ ቀፎ
beep	ድምፅ
beeper	ጥምጥም
beer	ቢራ
bees	ንቦች
beeswax	ንብልቅክስ
beetle	ጥንዚዛ
befall	ጩኸት
befitting	የሚገባ
befriend	ጓደኛ
befuddled	ድብደባ
beg	ሞልቶ
beggar	ለማኝ
begging	ለመለመን
begin	ጀምር
beginner	ጀማሪ
beginning	በመጀመር ላይ
beginnings	ጅማሬዎች
begrudge	እደክማለሁ
begun	ጀምሯል
behappy	NO TRANSLATION
behave	ፀባይ
behavior	ባህሪ
behavioral	ባህሪ
behemoth	ቤሆሞት
behest	መመሪያ
behold	እነሆም
beholden	አየሁ
beholder	ተመልካች
beige	ቢዩ
belated	ተመለሰ
belay	ሰም
belch	ብልጭልጭ
belief	እምነት
believable	ሊታመን የሚችል
believe	አመኑ
believed	አመነ
believer	አማኝ
believing	ማመን
belittle	ታዋቂነት
belittled	ታፍኗል
bell	ደወል
bellboy	ደወል
bellhop	ደወል
belligerent	ጠበኛ
bellman	አበበ
bellow	እጩ
bellows	ወፎዎች
belly	ሆድ
bellybutton	እምብርት
bellyful	እብሪተኛ
belong	ነው
belongings	ንብረቶች
beloved	ተወዳጅ
belt	ቀበቶ
beluga	ቤሉጋ
bemused	ድብልቅ
bench	መቀመጫ
bend	እግር
bender	ባንዳ
bending	በማጠፍ ላይ
beneath	በታች
benedictory	እምቢተኛ
benefactor	ቸር
beneficial	ጠቃሚ
beneficiary	ተጠቃሚ
benefit	ጥቅማ ጥቅም
benevolence	ቸር
benevolent	ቸር
benign	ሞገስ
bent	ተበድሏል
benzene	ቤንዚን
bequeath	ላቅ
bequest	ተጠሪ
bereaved	ሐዘን የተኛበት
bereavement	ሐዘን
bereft	ሞገስን
beret	ቤሪት
bergamot	ቤርጋሞት
berlin	berlin
berserk	berserk
berth	ጫማ
beryllium	ቤይሊየም
beseech	ፈልጉ
beset	ተጎድቷል
bestdayever	ምርጥ ቀን
bestfeeling	ከሁሉ የላቀ
bestfriends	የቅርብ ጉዋደኞች
bestial	ዝሙት አዳሪ
besties	ምርጦች
bestow	መስጠት
bestseller	ምርጥ ሽያጭ
bet	ተጫው
beta	ቤታ
betray	ክዷል
betrayal	ክህደት
betrayed	ተከፈለ
betrothed	ያገባ
betterment	ማሻሻል
betting	በእንቅስቃሴዎች
betty	እጥፋት
bevel	ባቬል
beverage	መጠጥ
bevy	bevy
beware	ተጠንቀቅ
bewilder	ሞላላ
bewildered	ግራ ተጋብቷል
bewilderment	ተከፋፍል
bias	ተቃውሞ
biased	የተዛባ
bib	ቢፍ
bible	መጽሐፍ ቅዱስ
biblical	መጽሐፍ ቅዱሳዊ
bibliography	መጽሐፍ ቅዱሳዊ
bicarbonate	ቢካርቦኔት
bicentennial	ሁለት ሳንቲም
biceps	ቢላፕስ
bicker	ቢቸር
bickering	መጮህ
bicolor	ሁለት ቀለማት
bicycle	ብስክሌት
bid	ጨረታ
bidder	ጨረታ
bidding	ጨረታ
bide	NO TRANSLATION
biennial	ሁለት ዓመት
bier	NO TRANSLATION
bifurcation	ሁለት ፈገግታ
big	ትልቅ
bigamy	ትልቅ ጋብቻ
bigday	ትልቅ ቀን
biggestfear	NO TRANSLATION
biggie	ትልቅ
bighorn	ቡጎን
bigmouth	ትልቅ አፍንጫ
bigot	ትልቅ
bigoted	ትልቅ
bigotry	ጥልቀት
bike	ብስክሌት
biker	ቢስክሌር
bikini	ቢኪኒ
bilateral	የሁለትዮሽ
bilayer	ጫማ
bile	ቢል
bilge	ግቢ
bilingual	ሁለት ቋንቋ ተናጋሪ
bill	ክፍያ
billboard	ማስታወቂያ ሰሌዳ
billet	የጋዝ ማስታወሻ
billiard	ቢሊያርድ
billiards	ቢላዋርድ
billing	የክፍያ መጠየቂያ
billion	ቢሊዮን
billionaire	ቢሊዮነር
billy	ሚዲያን
bimbo	bimbo
bimonthly	ሁለት ወሮች
bin	መጣያ
binary	ሁለትዮሽ
bind	እሰር
binder	???
bindery	መጠገን
binding	አስገዳጅ
bing	ቢንግ
binge	ቢን
bingo	ቢንጋ
binocular	ባለ ሁለትዮሽ
binoculars	ጆሮ እርከኖች
binomial	ሁለትዮሽ
bio	የህይወት ታሪክ
biochemical	ባዮኬሚካል
biochemist	ባዮኬሚስት
biochemistry	ባዮኬሚስትሪ
biogenesis	ባዮጄኔዜስ
biographer	ታሪክ ጸሐፊ
biography	የህይወት ታሪክ
biological	ባዮሎጂያዊ
biologist	የባዮሎጂ ባለሙያ
biology	ባዮሎጂ
bionic	bionic
biopsy	ባዮፕሲ
biosphere	ሕይወት ማለት
bipartite	bipartite
bipolar	ባይፖላር
birch	ብርጭቆ
bird	ወፍ
birdcage	ወንበር
birdie	ፔኒ
birdman	አረፋ
birth	ልደት
birthday	የልደት ቀን
birthing	ልጇ
birthmark	የትውልድ ቀን
birthplace	የትውልድ ቦታ
birthright	ብኩርና መብት
bis	NO TRANSLATION
biscuit	ብስኩት
bisexual	ሁለት ወሲባዊ
bishop	ኤጲስ ቆጶስ
bison	ጎሽ
bisque	እሰከ
bistro	ቢስትሮ
bit	ቢት
bitch	ጩኽት
bitchy	ጭራቃዊ
bite	ተኝቷል
biter	NO TRANSLATION
bitsy	ቢስነስ
bitter	መራራ
bitterly	መራራ
bitterness	መራራነት
bittersweet	ተጭኗል
bitty	ትንሽ
bitumen	ሬንጅ
biweekly	በየሁለት ሳምንቱ
biz	biz
bizarre	ያልተለመደ
blab	አረፋ
blabbermouth	blabbermouth
black	ጥቁር
black snake	ጥቁር እባብ
blackberry	ጥቁር
blackbird	ጥቁር
blackboard	ጥቁር ሰሌዳ
blacken	ጥቁር
blackface	ጥቁር ሰሌዳ
blackjack	ጥቁር ጃክ
blacklist	በጥቁር መዝገብ ውስጥ
blackmail	ጥቁር
blackmailer	ጥቁር
blackness	ጥቁርነት
blackout	ጥቁር
blacksmith	አንጥረኛ
bladder	ፊኛ
blade	ድድ
blame	ጥፋተኛ ነኝ
blameless	ነቀፋ የሌለበት
bland	ንጹህ
blank	ባዶ
blanket	ብርድ ልብስ
blare	ፍንዳታ
blase	NO TRANSLATION
blasphemous	ተሳድቧል
blasphemy	መሳደብ
blast	ፍንዳታ
blaster	blaster
blastoff	ፍንዳታ
blatant	ግልጽ
blather	ፍካት
blaze	እሳቱ
blazer	ብስጭት
blazing	የሚንሳፈፍ
bleach	ማጽጃ
bleak	ደማቅ
bleed	መድማት
bleeder	ደም ሰጪ
bleeding	ደም እየደማ
bleep	ደማቅ
blemish	እንከን
blemished	የተበላሸ
blend	ቅልቅል
blender	መፍጫ
blending	ማቅለጥ
bless	በረከት
blessed	ብሩክ
blessing	በረከት
blessings	በረከቶች
bleu	ሰማያዊ
blight	ሽፍታ
blighted	ተጥለቅልቋል
blimp	ብጉር
blind	ዓይነ ስውር
blinded	ዓይነ ስውር
blindfold	ዓይነ ስውር
blindfolded	ዓይነ ስውር
blinding	ዕውር
blindly	በጭፍን
blindness	ዓይነ ስውር
blink	እብጠት
blip	አጥፋ
bliss	ደስ ይላል
blissful	ደስ ይላል
blister	ድብልቅ
blistering	የደም መፍሰስ
blitz	ፍንዳታ
blizzard	ኃይለኛ ነጠብጣብ
bloat	ተኩስ
bloated	ተኩስ
blob	ፍካት
block	አግድ
blockade	እገዳው
blockage	እገታ
blockbuster	ማጨብጨብ
blockhead	እጀታ
blog	ጦማር
bloke	ድብደባ
blond	ድብዳብ
blonde	ድብልቅ
blood	ደም
bloodbath	ደም
bloodhound	ደም መፋሰስ
bloodless	ያለ ደም
bloodline	መስመሩ
bloodshed	ደም መፋሰስ
bloodshot	ደም ማፍሰስ
bloodstream	የደም ሥር
bloodthirsty	ደም የተጠማ
bloody	ደም
bloom	እብጠት
bloomers	ፈረሰኞች
blooming	እየሰፋ
blossom	አበበ
blot	ድባብ
blotched	ተደምጧል
blotter	አጥፊ
blouse	ሸሚዝ
blow	ፍንዳታ
blower	አፋር
blowfish	ቢስፊሽ
blowing	መጮህ
blowjob	ብልቃጥ
blown	ተባረረ
blowout	ፍንዳታ
blowtorch	blowtorch
blubber	ቡቢ
bluddy	ቁልቁለት
blue	ሰማያዊ
blue spruce	ሰማያዊ ስፕሬሴ
blueberry	ብሉቤሪ
bluebird	ሰማያዊ ቢት
bluegrass	ሰማያዊ ክምር
bluejay	ብሉሃይይ
blueprint	ንድፍ
blues	ሰማያዊ
bluff	bluff
bluish	ነጣ ያለ
blunder	ብልሹነት
blunt	አሾፈ
blur	ብዥታ
blurred	ድብደባ
blurry	ድብደባ
blurt	ቡሩክ
blush	አበቀለ
blushing	የሚያቃጭ
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	ጠጅ
board	ሰሌዳ
board game	ሰሌዳ ጨዋታ
boarder	NO TRANSLATION
boarding	የመሳፈሪያ
boardroom	የማዘጋጃ ቤት
boards	ሰሌዳዎች
boardwalk	የእግረኛ መንገድ
boast	የሚመኩ
boastful	ጉራ
boasting	ጉራ
boat	ጀልባ
boathouse	ጀልባ ቤት
boating	ጀልባ
boatload	የጀልባ ጭነት
boatman	ጀልባተኛ
bobbin	ቦቢን
bobcat	ቡቦት
bobsled	የተቦረቦረ
bode	ባዶ
bodega	bodega
bodice	ቡዲስ
bodily	በአካል
body	አካል
bodyguard	የሰው ጠባቂ
bog	ጉድጓድ
bogey	ዱርዬ
bogeyman	ቡቃይ
bogus	እምቢተኛ
bohemian	ቡርሃም
boil	ፈሰሰ
boiler	ማሞቂያ
boilerplate	የጋጋጫ
boiling	መፍላት
boisterous	ብርቱ
bold	ደማቅ
boldness	ድፍረት
bollocks	ድብልቆች
