Word	ga
basil	basil
basilica	basilica
basin	cuan
basis	bhonn
bask	bask
basket	ciseán
basketball	cispheile
bass	bass
bass guitar	giotár bass
basso	NO TRANSLATION
bassoon	bassoon
bastard	bastard
bastarding	básta
bastards	bastard
bastion	bastion
bat	bat
batch	bhaisc
batching	batching
bate	NO TRANSLATION
bath	folctha
bathe	bathe
bathhouse	teach folctha
bathing	snámha
bathrobe	folctha
bathroom	seomra folctha
bathtub	bathtub
bathymetry	biseolaíocht
baton	bata
battalion	catalion
batter	batter
battered	buailte
battering	battering
battery	ceallraí
battle	cath
battled	cath
battlefield	catha
battleground	cathaoireacha
battlements	cathaoireacha
battleship	cathaoireacha
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	Cuan
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	a bheith
beach	trá
beaches	tránna
beacon	beacon
bead	bead
beading	beading
beads	coirníní
beady	beady
beagle	beagle
beak	gob
beaker	eascra
beam	beam
beaming	beaming
bean	pónaire
beanbag	béile
beanie	beanie
bear	iompróidh
bearable	bearable
beard	féasóg
bearded	bearded
bearer	iompróir
bearing	a bhfuil
bearings	imthacaí
bearish	líne saor in aisce
bearskin	bearskin
beast	Beast
beastly	beastach
beat	buille
beaten	buailte
beater	buaiteoir
beating	beating
beatnik	beatnik
beau	beau
beautification	beautification
beautiful	go hálainn
beautify	beautify
beauty	áilleacht
beaver	bábhar
bebop	bebop
beck	beck
beckon	beckon
become	bheith
bed	leaba
bedding	cóir leapa
bedpan	leaba
bedrock	buncharraig
bedroom	seomra leaba
bedside	leaba
bedspread	leapacha
bedtime	am codlata
bee	beacha
beef	mairteola
beefsteak	Stéig mairteola
beehive	beehive
beep	bíp
beeper	báire
beer	beoir
bees	beacha
beeswax	céir bheach
beetle	ciaróg
befall	befall
befitting	befitting
befriend	cairdeas
befuddled	befuddled
beg	beg
beggar	beggar
begging	begging
begin	tosú
beginner	tosaitheoirí
beginning	ag tosú
beginnings	tús
begrudge	begrudge
begun	tosaithe
behappy	NO TRANSLATION
behave	féin a iompar
behavior	iompar
behavioral	iompraíochta
behemoth	behemoth
behest	behest
behold	Féach
beholden	beholden
beholder	sealbhóir
beige	beige
belated	belated
belay	belay
belch	belch
belief	creideamh
believable	inchreidte
believe	creidim
believed	chreid
believer	creidimh
believing	a chreidiúint
belittle	belittle
belittled	belittled
bell	clog
bellboy	bellboy
bellhop	bellhop
belligerent	truaillíoch
bellman	bellman
bellow	bellow
bellows	clocha
belly	bolg
bellybutton	bellybutton
bellyful	bolgmhar
belong	bhaineann leo
belongings	buntáistí
beloved	beloved
belt	crios
beluga	beluga
bemused	bemused
bench	binse
bend	Bend
bender	bender
bending	lúbthachta
beneath	faoi ​​bhun
benedictory	beannachtach
benefactor	bhfaighteoir
beneficial	tairbheach
beneficiary	tairbhí
benefit	sochar
benevolence	buíochas
benevolent	taitneamhach
benign	neamhurchóideach
bent	bent
benzene	beinséin
bequeath	bequeath
bequest	tiomantas
bereaved	caillte
bereavement	mealladh
bereft	bereft
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	berylliam
beseech	beseech
beset	bíodh
bestdayever	lá is fearr riamh
bestfeeling	is fearr
bestfriends	bestfriends
bestial	is fearr
besties	besties
bestow	bhronnadh
bestseller	díoltóra is fearr
bet	geallta
beta	béite
betray	bratach
betrayal	bradóireacht
betrayed	braitheadh
betrothed	geallta
betterment	feabhsú
betting	gealltóireachta
betty	betty
bevel	bevel
beverage	dí
bevy	bevy
beware	beware
bewilder	díogair
bewildered	bewildered
bewilderment	díograis
bias	claonadh
biased	claonta
bib	bib
bible	Bíobla
biblical	bíobla
bibliography	leabharliosta
bicarbonate	bicarbonate
bicentennial	dhá bhliain déag
biceps	biceps
bicker	bicker
bickering	bickering
bicolor	bicolor
bicycle	rothar
bid	tairiscint
bidder	tairgeoir
bidding	tairisceana
bide	NO TRANSLATION
biennial	débhliantúil
bier	NO TRANSLATION
bifurcation	bifurcation
big	mór
bigamy	bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	móróide
bigoted	bigoted
bigotry	maisithe
bike	rothar
biker	biker
bikini	bikini
bilateral	déthaobhach
bilayer	bilayer
bile	bile
bilge	bilge
bilingual	dátheangach
bill	bille
billboard	billboard
billet	billet
billiard	billiard
billiards	billiards
billing	billeála
billion	billiún
billionaire	billionaire
billy	billy
bimbo	bimbo
bimonthly	dhá fhichead
bin	bruscair
binary	dénártha
bind	ceangail
binder	ceanglóra
bindery	bindéireacht
binding	ceangailteach
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	binoculars
binomial	binomial
bio	bith
biochemical	bithcheimiceach
biochemist	bithcheimiceoir
biochemistry	bithcheimic
biogenesis	bithghéineas
biographer	bitheagra
biography	beathaisnéis
biological	bitheolaíoch
biologist	bitheolaí
biology	bitheolaíocht
bionic	bionic
biopsy	bithéipse
biosphere	biosféar
bipartite	dhá leath
bipolar	bipolar
birch	beith
bird	éan
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	breithe
birthday	Breithlá
birthing	breithe
birthmark	birthmark
birthplace	áit bhreithe
birthright	breithrightright
bis	NO TRANSLATION
biscuit	brioscaí
bisexual	déghnéasach
bishop	easpaig
bison	bison
bisque	bisque
bistro	bistro
bit	beagán
bitch	bitch
bitchy	bitchy
bite	bite
biter	NO TRANSLATION
bitsy	bitsy
bitter	searbh
bitterly	go searbh
bitterness	searbh
bittersweet	bittersweet
bitty	bitty
bitumen	biotúman
biweekly	débhiarnach
biz	biz
bizarre	aisteach
blab	blab
blabbermouth	blabbermouth
black	dubh
black snake	nathair dubh
blackberry	dubh dubh
blackbird	dubh-dubh
blackboard	clár dubh
blacken	blacken
blackface	dubh-dhubh
blackjack	blackjack
blacklist	liosta dubh
blackmail	dúmhál
blackmailer	blackmailer
blackness	dubh
blackout	blackout
blacksmith	gabha
bladder	bladder
blade	lann
blame	an milleán
blameless	neamhchiontach
bland	tur
blank	bán
blanket	blaincéad
blare	blare
blase	NO TRANSLATION
blasphemous	blasphemous
blasphemy	blasphemy
blast	soinneáin
blaster	blaster
blastoff	blastoff
blatant	blatant
blather	blather
blaze	blaze
blazer	blazer
blazing	blazing
bleach	bleach
bleak	brónach
bleed	bleed
bleeder	bleeder
bleeding	fuiliú
bleep	bleep
blemish	maorach
blemished	maolú
blend	cumasc
blender	cumascóir
blending	cumasc
bless	bless
blessed	beannaigh
blessing	beannacht
blessings	beannachtaí
bleu	bleu
blight	blight
blighted	blighted
blimp	blimp
blind	dall
blinded	dalláilte
blindfold	dallán
blindfolded	blindfolded
blinding	blinding
blindly	blindly
blindness	daille
blink	blink
blip	blip
bliss	bliss
blissful	blissful
blister	blister
blistering	blistering
blitz	blitz
blizzard	blizzard
bloat	bloat
bloated	bloated
blob	blob
block	bloc
blockade	bac
blockage	blocáil
blockbuster	blockbuster
blockhead	bloccheann
blog	blog
bloke	bloke
blond	fionn
blonde	blonde
blood	fola
bloodbath	bloodbath
bloodhound	bloodhound
bloodless	neamhspleách
bloodline	líne fola
bloodshed	fola fuaite
bloodshot	bloodshot
bloodstream	sruth fola
bloodthirsty	bloodthirsty
bloody	fuilteach
bloom	bláth
bloomers	bloomers
blooming	ag fás
blossom	blossom
blot	blot
blotched	blotched
blotter	blotter
blouse	blús
blow	buille
blower	séidire
blowfish	blowfish
blowing	séideadh
blowjob	blowjob
blown	blown
blowout	buille amach
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	gorm
blue spruce	spré gorm
blueberry	fraochán
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	treoirphlean
blues	gormacha
bluff	bluff
bluish	bluish
blunder	blunder
blunt	blunt
blur	blur
blurred	blurred
blurry	blurry
blurt	blurt
blush	blush
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	torc
board	bord
board game	cluiche Cláir
boarder	NO TRANSLATION
boarding	dul ar bord
boardroom	seomra boird
boards	boird
boardwalk	bord snámha
boast	boast
boastful	boastful
boasting	boasting
boat	bád
boathouse	teach tithe
boating	bádóireacht
boatload	bád ualach
boatman	fear bád
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	coirp
body	comhlacht
bodyguard	bodyguard
bog	bogach
bogey	bogey
bogeyman	boghayman
bogus	bréagach
bohemian	bohemian
boil	boil
boiler	coire
boilerplate	boilerplate
boiling	fiuchphointe
boisterous	boisterous
bold	trom
boldness	boldness
bollocks	bollóga
bolster	neartú
bolt	bolt
bolus	bolus
bomb	buama
bombard	bombard
bombardier	bombardier
bombardment	bombardment
bombed	bombed
bomber	buamaí
bombers	buamadóirí
bombing	buamáil
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	banna
bondage	cairdeas
bonding	nascadh
bonds	bannaí
bondsman	bannaí
bone	cnámh
bonehead	headhead
boner	boner
bones	cnámha
bonfire	tine chnámh
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	bónas
bony	bónach
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	leabhar
bookcase	leabhragán
bookie	bookie
booking	áirithint
bookish	leabhair
bookkeeper	coimeádaí
bookkeeping	leabharchoimeád
booklet	leabhrán
bookmaker	geallghlacadóir
bookmark	marcmharc
books	leabhair
bookseller	díoltóir leabhar
bookshop	siopa leabhar
bookstore	siopa leabhar
bookworm	buidéal leabhar
boom	borradh
boomer	boomer
boomerang	boomerang
booming	borradh
boon	boon
boooo	NO TRANSLATION
boost	ardú
booster	teanndáileog
boot	tosaithe
booth	mboth
bootleg	bootleg
bootlegger	bootlegger
boots	buataisí
booty	booty
booze	booze
bop	bop
bopper	bopper
border	teorainn
bordering	bordering
borderline	teorainn
bore	tóir
boreal	boreal
bored	leamh
boredom	boredom
borer	borer
boring	leadránach
born	rugadh
boron	bórón
borough	buirge
borrow	iasacht
borrower	iasachtaí
bosom	bosom
boss	boss
bossy	bossy
boston	Boston
botanical	luibheolaíoch
botanist	luibheolaí
botany	luibheolaíocht
bother	bodhraigh
bothering	ag bagairt
bottle	buidéal
bottleneck	buicéad
bottling	buidéalú
bottom	bun
bottomless	gan bhun
botulism	botulism
boulder	bholláin
bounce	Preab
bouncer	bouncer
bouncy	bouncy
bound	faoi ​​cheangal
boundary	teorainn
boundless	gan teorainn
bounds	teorainneacha
bountiful	bountiful
bounty	bounty
bouquet	bouquet
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	bóthar
bout	bout
boutique	siopa
bouttime	bouttime
bovine	bólachta
bow	bogha
bowed	bowed
bowel	bputóg
bowels	bowels
bowl	babhla
bowler	Bowler
bowling	babhla
bowls	babhlaí
box	bosca
boxcar	boxcar
boxer	dornálaí
boxers	dornálaithe
boxing	dornálaíocht
boy	buachaill
boycott	buicéad
boyfriend	buachaill
boyhood	buachaill
boyish	buachaill
boysenberry	buachaillí
bozo	bozo
bra	bra
brace	brace
bracelet	bracelet
braces	braces
brachial	brachial
bracket	lúibín
brackets	lúibíní
brackish	salach
brad	brad
brag	brag
braid	braid
brain	inchinn
brainless	inchinn
brains	brains
brainstorm	stoirm smaointe
brainwash	brainwash
brainy	brainy
brake	coscáin
bran	bran
branch	géaga
branching	branching
brand	branda
brandy	brandy
brash	brash
brass	práis
brass knuckle	knuckle práis
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	cróga
bravery	cróga
brawl	brawl
brawn	brawn
brazen	brazen
breach	sárú
bread	arán
breadth	leithead
break	briseadh
breakable	bristeable
breakaway	briseadh
breakdown	briseadh síos
breaker	briseadh
breakers	briseadh
breakfast	bricfeasta
breaking and entering	ag briseadh agus ag dul isteach
breakingnews	briseadh
breakneck	briseadh
breakthrough	cinn
breakup	briseadh suas
breast	cíche
breath	anáil
breathe	breathe
breather	breather
breathless	gan breath
breathtaking	breathtaking
breech	breech
breeches	breeches
breed	pórú
breeder	tógálaí
breeding	pórú
breeze	Breeze
breezy	Dé hAoine
brethren	bráithre
breve	NO TRANSLATION
brevity	breagacht
brew	Brew
brewery	grúdlann
brewing	brewing
briar	briar
bribe	bribe
bribery	breabaireacht
brick	bríce
bridal	bridal
bride	bride
bridegroom	seomra breá
bridesmaid	bridesmaid
bridge	droichead
bridle	sráid
brief	gairid
briefcase	briefcase
briefing	faisnéisiú
briefly	go hachomair
brig	brig
brigade	briogáid
bright	geal
brighten	geal
brightens	geallann
brighter	níos gile
brightness	gile
brilliance	brilliance
brilliant	iontach
brim	brim
brimming	brimming
brimstone	brimstone
brine	sáile
bring	a thabhairt
brink	bréag
brisk	brisk
brisket	brisket
bristle	bristle
brittle	sobhriste
bro	bro
broach	broach
broad	leathan
broadcast	craoladh
broadcasting	craoladh
broaden	leathnú
broadside	taobh thiar
broadsword	leathanaigh
brocade	brocade
broccoli	brócailí
brochure	bróisiúr
broil	broil
broke	bhris
broken	briste
brokenheart	NO TRANSLATION
brokenhearted	croí-bhriste
broker	bróicéir
brokerage	bróicéireacht
bromide	bróimíd
bronco	bronco
bronze	cré-umha
brooch	bróiste
brood	bród
brooding	bródúil
brook	brook
broom	broom
broomstick	bréige
broth	broth
brothel	caisleán
brother	deartháir
brotherhood	bráithreachas
brotherly	deartháir
brow	brow
brown	donn
brownstone	brownstone
browse	brabhsáil
brrr	brrr
bruise	bruise
bruising	bruising
brunch	brunch
brunette	brunette
brunt	brunt
brush	scuab
brutal	brutal
brutality	brutality
brute	brute
brutish	brutish
bubble	mboilgeog
bubbling	bubbling
bubbly	bubbly
bubonic	bubónach
buck	buck
buckaroo	buckaroo
bucket	buicéad
buckle	búcla
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	ruán
bud	bachlóg
buddha	buddha
buddhism	buddhism
buddhist	buddhist
budding	ag brath
buddy	cara
budge	budge
budget	buiséad
buff	buff
buffalo	buffalo
buffer	maolán
buffering	buffering
buffet	buffet
buffoon	buffún
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	níos giorra
build	tógáil
builder	tógálaí
building	foirgneamh
buildings	foirgnimh
buildup	a thógáil suas
bulb	bolgán
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	mórchóir
bulkhead	bulkhead
bulky	tromchúiseach
bull	tarbh
bulldog	bulldog
bulldozer	ollsheoltóir
bullet	bullet
bulletin	feasachán
bulletproof	bulletproof
bullfighter	tarrthóir
bullfrog	bullfrog
bullheaded	tarbh
bullhorn	bullhorn
bullion	bullion
bullock	tarbh
bullpen	bullpen
bullshit	caic tarbh
bully	bulaí
bulwark	bulwark
bum	bum
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	bump
bumper	buan
bumpy	bumpy
bun	NO TRANSLATION
bunch	bunch
bundle	bundle
bungalow	bungaló
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunchóras
bunny	coinín
bunt	bunt
buoy	buí
buoyancy	buasacht
buoyant	buoyant
bur	bur
burden	ualach
burdened	burdened
burdensome	uafásach
bureau	biúró
bureaucracy	maorlathas
bureaucrat	biúróc
bureaucratic	maorlathach
burger	borgaire
burglar	buirgléire
burglary	buirgléireacht
burial	adhlacadh
buried	adhlacadh
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	sruthán
burned	dóite
burner	dóire
burning	dó
burnished	súite
burnout	dóite amach
burnt	dóite
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	crann
bursary	sparánachta
burst	pléasctha
bury	adhlacadh
bus	bus
busboy	busboy
bush	bush
bushel	bushel
bushy	bushy
business	gnó
business man	NO TRANSLATION
businessman	fear gnó
businesswoman	Bean gnó
busload	ualach bus
buss	buss
bust	bust
busted	busted
buster	buster
bustle	bustle
bustling	fuadar
busy	gnóthach
busybody	busybody
butane	bána
butcher	búistéir
butler	Buitléir
butt	acht
butter	im
buttercup	imithe
butterfly	féileacán
buttermilk	bláthach
butterscotch	sméarlann
buttery	buttery
buttock	bréige
buttocks	masa
button	cnaipe
buttress	buntáiste
buxom	buxom
buy	a cheannach
buyer	ceannaitheoir
buying	ag ceannach
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	buzzing
bye	slán
bygone	chuaigh
bylaw	fochuideachta
byline	byline
bypass	seachbhóthar
bystander	seascaire
byte	byte
byzantine	byzantine
cab	tacsaí
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	cabáiste
cabbie	cabbie
cabernet	cabernet
cabin	cábáin
cabinet	comh-aireachta
cable	cábla
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	taisce
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cábhán
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	cadet
cafe	caife
cafeteria	caifitéire
caffeine	caiféin
cage	cage
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	cáca milis
cakewalk	cakewalk
calamari	calamari
calamitous	calamitous
calamity	calamity
calcareous	caolchúiseach
calcium	cailciam
calculate	ríomh
calculated	ríomh
calculating	ríomh
calculation	ríomh
calculator	áireamhán
calculus	calcalas
calendar	féilire
calender	NO TRANSLATION
calf	lao
caliber	caighdeán
calibrate	calabrófar
calico	calico
calipers	calipers
calisthenics	calisthenics
call	glaoigh
callback	glaoch ar ais
caller	glaoiteoir
calligraphy	peannaireacht
calling	ag glaoch
callous	callous
calls	glaonna
calm	calma
calming	suaimhneas
calmness	ciúin
caloric	caloric
calorie	calorie
calorimeter	calóiméadar
cam	cam
camaraderie	camaraderie
camber	camber
camcorder	camcorder
camel	camel
cameo	cameo
camera	ceamara
cameraman	ceamara
camisole	camisole
camouflage	duaithníocht
camouflaged	NO TRANSLATION
camp	campa
campaign	feachtas
campaigner	feachtaire
campaigning	feachtas
camper	camper
campfire	campfire
camping	campáil
campsite	campála
campus	campas
can	is féidir
can opener	is féidir a oscailt
canal	canáil
canary	canáil
cancel	cealú
canceling	cealú
cancellation	cealú
cancer	ailse
candid	candid
candidacy	iarrthóireacht
candidate	iarrthóir
candied	candied
candle	coinneal
candlelight	candlelight
candles	coinnle
candlestick	candlestick
candor	candor
candy	candy
cane	cána
canine	canine
canister	canister
canker	canker
cannabis	cannabas
canned	stánaithe
cannibal	cannibal
cannibalism	cannibalism
canning	canning
cannon	gunna
cannonball	cannonball
canoe	canoe
canon	canon
canonical	canonical
canons	cannaí
canopy	ceannbhrat
cantaloupe	cantalóip
cantbreathe	NO TRANSLATION
canteen	ceaintín
canterbury	Canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	cantón
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	chanbhás
canvass	NO TRANSLATION
canyon	canyon
cap	caipín
