Word	mk
behavioral	однесувањето
behemoth	бегемот
behest	налог
behold	овде
beholden	овде
beholder	гледач
beige	беж
belated	задоцнета
belay	беј
belch	рем
belief	верување
believable	веродостојни
believe	верувајте
believed	верува
believer	верник
believing	верувајќи
belittle	омаловажувај
belittled	омаловажувани
bell	ѕвонче
bellboy	bellboy
bellhop	bellhop
belligerent	воинствена
bellman	Белман
bellow	подолу
bellows	охладители
belly	стомак
bellybutton	bellybutton
bellyful	стомачен
belong	припаѓаат
belongings	предмети
beloved	сакана
belt	појас
beluga	beluga
bemused	збунет
bench	клупа
bend	се наведнуваат
bender	бендер
bending	свиткување
beneath	под
benedictory	benedictory
benefactor	добротвор
beneficial	корисно
beneficiary	корисник
benefit	корист
benevolence	добродушност
benevolent	добродушен
benign	бенигни
bent	свиткана
benzene	бензен
bequeath	остави
bequest	остави
bereaved	ужалените
bereavement	жалост
bereft	лишена
beret	беретка
bergamot	бергамот
berlin	berlin
berserk	бесрамно
berth	лежај
beryllium	берилиум
beseech	молам
beset	бегство
bestdayever	bestdayever
bestfeeling	Најдоброто чувство
bestfriends	најдобри другари
bestial	бестијален
besties	бебиња
bestow	дарува
bestseller	бестселер
bet	залог
beta	бета
betray	предавам
betrayal	предавство
betrayed	предаден
betrothed	свршена
betterment	подобрување
betting	обложување
betty	Бети
bevel	откос
beverage	пијалок
bevy	bevy
beware	внимавајте
bewilder	збунувачки
bewildered	збунет
bewilderment	збунетост
bias	пристрасност
biased	пристрасно
bib	лигавка
bible	Библијата
biblical	библиски
bibliography	библиографија
bicarbonate	бикарбонат
bicentennial	двоенгодишен
biceps	бицепс
bicker	пеколот
bickering	расправии
bicolor	биколор
bicycle	велосипед
bid	понуда
bidder	понудувач
bidding	наддавање
bide	NO TRANSLATION
biennial	биенале
bier	NO TRANSLATION
bifurcation	бифуркација
big	големо
bigamy	bigamy
bigday	голем ден
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	голема уста
bigot	фанатик
bigoted	фатално
bigotry	фанатици
bike	велосипед
biker	моторџиски
bikini	бикини
bilateral	билатерален
bilayer	двослоен
bile	жолчка
bilge	Билж
bilingual	двојазично
bill	сметка
billboard	билборд
billet	палка
billiard	билијард
billiards	билијард
billing	наплата
billion	милијарди долари
billionaire	милијардер
billy	Били
bimbo	bimbo
bimonthly	двомесечно
bin	Канта
binary	бинарна
bind	се врзуваат
binder	врзивно средство
bindery	bindery
binding	обврзувачки
bing	Бинг
binge	прелази
bingo	бинго
binocular	бинокуларен
binoculars	двоглед
binomial	биномски
bio	био
biochemical	биохемиски
biochemist	биохемичар
biochemistry	биохемија
biogenesis	биогенеза
biographer	биограф
biography	биографија
biological	биолошки
biologist	биолог
biology	биологија
bionic	бионски
biopsy	биопсија
biosphere	биосфера
bipartite	бипартит
bipolar	биполарен
birch	бреза
bird	птица
birdcage	птица
birdie	птиченце
birdman	птица
birth	раѓање
birthday	роденден
birthing	раѓање
birthmark	роденден
birthplace	родно место
birthright	раѓање
bis	NO TRANSLATION
biscuit	бисквит
bisexual	бисексуалци
bishop	епископ
bison	бизон
bisque	бисквити
bistro	бистри
bit	малку
bitch	кучка
bitchy	кучка
bite	залак
biter	NO TRANSLATION
bitsy	bitsy
bitter	горчлив
bitterly	горко
bitterness	горчина
bittersweet	Горчлив
bitty	битка
bitumen	битумен
biweekly	двонеделен
biz	biz
bizarre	бизарно
blab	бла
blabbermouth	blabbermouth
black	црна
black snake	црна змија
blackberry	капина
blackbird	blackbird
blackboard	табла
blacken	црни
blackface	blackface
blackjack	блек џек
blacklist	црната листа
