Word	sd
await	انتظار ڪري رهيو آهي
awake	جاڳندا
awaken	جاڳندا
awakening	جاگيردار
award	انعام
awards	انعام
aware	آگاهي
awareness	شعور
awe	NO TRANSLATION
awed	نڀاڳو
awesome	تعجب انگيز
awesomeness	بيحد
awestruck	واهپو
awful	خوفناڪ
awkward	اجايو
awkwardness	ايڪو
awning	هڪجهڙائي
awry	اڏو
axe	محور
axial	محور
axiom	محيط
axiomatic	محيط
axis	محور
axle	ائين
ay	اي
aye	اهن
azimuth	ڪامريڊ
azure	ايشور
babble	ننڍو
babbling	ڪوٺيو
babe	بيبي
baboon	چانڊو
baby	ٻار
babysit	ٻارن جي
babysitter	نينگر
baccalaureate	بااختيار
baccarat	بيسڪات
bachelor	بيچلر
bachelorette	bachelorette
back	پوئتي
backboard	پوئتي پيل
backbone	پٺتي
backdoor	پٺتي پيل
backdrop	پوئتي
backer	پوئتي
backfire	موٽڻ
backgammon	بيگا گيمون
background	پس منظر
backhand	پٺتي پيل
backhoe	پوئتي
backoff	واپسي
backpack	بيٺل
backpacker	پوئتيٽر
backroom	پوشاڪ
backseat	پٺتي پيل
backside	پوئتي
backtrack	پوسٽ
backup	بيڪ اپ
backward	پوئتي پيل
backwardness	پسماندگي
backwards	پوئتي موٽ
backwater	پوئتي پاڻي
backwoods	ڪاٺيون
backyard	پٺتي پيل
bacon	باڪس
bacteria	بيڪٽيريا
bacterial	باضابطه
bacterium	بيڪٽيئر
bad	خراب
badass	خراب
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	ٻلو
badger	خراب
badhabit	NO TRANSLATION
badly	خراب آهي
badness	خرابي
baffle	ڪفن
baffled	ڪٿان
bag	ٻلي
bagel	ٻڏل
baggage	ٿانو
baggie	ٻلي
baggy	ڪاٺيون
bagman	ٻٻر
bagpipes	بيڪريپائپ
bail	ضمانت
bailiff	ضمانت
bait	انتظار
bake	وٺ
bakery	بيڪري
baking	تڪليف
bal	NO TRANSLATION
balance	توازن
balanced	متوازن
balcony	ڪچي
bald	گنجي
balding	ٻرندڙ
baldy	ٻيلو
bale	پيالو
balk	بيڪ
ball	بال
ballad	بلڊاد
ballast	گندو
ballerina	بيلرينا
ballet	بيلٽ
ballgame	بالڪل
ballistic	بالڪل
ballistics	جمالياتيات
balloon	بلون
ballot	ووٽ
ballpark	بالڪل
ballplayer	بالپولر
ballpoint	بال پوائنٽ
ballroom	بال روم
ballsy	ڪٽي
balm	بلم
balmy	بالمڪن آهي
balsam	بلال
balsamic	بيالميڪ
bam	بيام
bamboo	بانس
ban	NO TRANSLATION
banana	ڪيانا
band	بٽ
bandage	بندوبست
bandanna	NO TRANSLATION
bandit	ڌاڙهو
bandstand	بئنڊ اسٽينڊ
bandwagon	گاڏيون
bandwidth	بٽواڊٽ
bane	ڦٽي
bang	ڪري رهيو آهي
banger	بيجر
banish	برش
banished	ختم ٿي وئي
banishment	برانچ
banister	منڊي
banjo	banjo
bank	بينڪ
banker	بينڪ
banking	بينڪنگ
bankroll	بئنڪول
bankrupt	دلال
bankruptcy	بينڪ
banner	بينر
banquet	ضيافت
banshee	منشي
banter	بائيٽر
banzai	NO TRANSLATION
baptism	بپتسما
baptismal	بپتسما
baptize	بپتسما
bar	بار
barb	باربي
barbarian	جهنگلي
barbaric	سوز
barbarism	باربارزم
barbecue	باربي ڪيو
barbed	بيٺل
barber	حجام
barbershop	حجم جو دڪان
barbie doll	گوري واري گڏي
bard	بيڪار
bare	ڇوڪريء
bareback	ڪلو
barefoot	هڪڙو حصو
barely	مشڪل سان
barf	بار
bargain	وڏو حصو
bargaining	وجوهات
barge	تڪڙو
baritone	بارٽون
barium	barium
bark	ڪڪل
barkeep	ڪفن
barks	ڪاريون
barley	جوٽ
barmaid	برمين
barman	بارمان
barn	ڪني
barnacle	برنامو
barney	ڪني
barnyard	برارن يارڊ
barometer	بارڪوٽر
baron	بارون
baroness	بونس
baroque	بارڪو
barrack	بيڪٽر
barracuda	بارڪودا
barrage	بيراج
barred	روڪيو
barrel	بيرل
barren	بيزار
barricade	بيڪار
barrier	رڪاوٽ
barring	جھليندي
barrister	بيراج
barroom	بار روم
barrow	رڪاوٽ
bartender	بارٽيندڙ
barter	بيٽر
base	بنيادي
baseball	بيس بال
baseball bat	بيس بال جي بيٽ
baseboard	بنيادي بورڊ
baseless	بيزار
baseline	بيس لائين
baseman	بيهيمي
basement	بيهڻ
bases	بنيادون
bash	ڪشادو
bashful	ڪٿان
basic	بنيادي
basics	بنيادي طور تي
basil	ٻڌل
basilica	بيسسيڪا
basin	ٽوڙي
basis	بنياد تي
bask	ٽوڪ
basket	ٽوڪري
basketball	باسڪٽ بال
bass	باهه
bass guitar	باس گٽار
basso	NO TRANSLATION
bassoon	بيسسو
bastard	غسل
bastarding	روڪيندڙ
bastards	ڪوڙڙا
bastion	ٻڌل
bat	بٽ
batch	بيچ
batching	ڪچهري
bate	NO TRANSLATION
bath	غسل
bathe	هيٺ اچي رهيو آهي
bathhouse	غسل خانو
bathing	غسل
bathrobe	غسلبو
bathroom	باتھ روم
bathtub	غسل خانه
bathymetry	غسل خانو
baton	بلندي
battalion	ڌماڪو
batter	ڳالهايو
battered	ٽٽل
battering	بيٽرنگ
battery	بيٽري
battle	ويڙهه
battled	ويڙهاڪ
battlefield	جنگ جي ميدان
battleground	جنگ جو ميدان
battlements	جنگجو
battleship	ويڙهاڪ
batty	بيٺي
bauble	نواب
bawdy	بيدي
bawl	يارو
bay	بل
bayonet	بينونٽ
bayou	bayou
bazaar	بازار
bazooka	باڪوڪو
bday	ٿڌو
be	ٿي رهي
beach	ساحل
beaches	ساحل
beacon	بيز
bead	مالا
beading	حيران ٿيو
beads	موتي
beady	ٻرندڙ
beagle	ٻڌل
beak	بيڪ
beaker	بيارو
beam	بيام
beaming	حيران ٿي ويو
bean	کير
beanbag	بيبيب
beanie	بيانو
bear	کڻندو
bearable	مستحڪم
beard	ٻاجهه
bearded	ٻڏل
bearer	کڻندڙ
bearing	بيهي رهيو آهي
bearings	وار
bearish	کڻندو
bearskin	بيئرين
beast	جانور
beastly	ڄاڻي ٿو
beat	ماتايو
beaten	ڪٽيو
beater	ٿيٽر
beating	ڏڪڻ
beatnik	ٽوڪڪن
beau	ٻيلو
beautification	خوبصورتي
beautiful	خوبصورت
beautify	خوشخبري
beauty	حسن
beaver	بيور
bebop	بي بي بي
beck	ٻيٽ
beckon	ٻٽو
become	هئڻ
bed	بستري
bedding	بستري
bedpan	ننڍڙي
bedrock	بستري
bedroom	بستري
bedside	پلنگ
bedspread	رڪاوٽون
bedtime	بستري جو وقت
bee	مک
beef	ٻوڙا
beefsteak	ڇڪ
beehive	ٿڌڙا
beep	ٻٻر
beeper	بيپر
beer	بيئر
bees	مکڙا
beeswax	بيز
beetle	ٻڌل آهي
befall	وسندو آهي
befitting	ٿي سگهي ٿو
befriend	پريم
befuddled	ٿي سگهي ٿو
beg	ڪن
beggar	ٿورڙو
begging	طلب ڪرڻ
begin	شروع ٿيو
beginner	شروعاتي
beginning	شروعات
beginnings	شروعات
begrudge	ٻاجهه
begun	شروع ڪيو
behappy	NO TRANSLATION
behave	تيريو
behavior	رويو
behavioral	رويي
behemoth	ڏاھي
behest	ظاهر آهي
behold	ڏس
beholden	هيٺيان
beholder	جھڙا
beige	ٻڏڻ
belated	مڃيل آهي
belay	belay
belch	belch
belief	يقين رکو
believable	يقين رکندو
believe	يقين رکو
believed	يقين ڪيو
believer	مؤمن
believing	ايمان
belittle	ٿلهو
belittled	ڪوڙ ڀانيو
bell	پيٽ
bellboy	پيٽ
bellhop	پيٽ
belligerent	ايجاد
bellman	پيٽرول
bellow	ويندڙ
bellows	پيارا
belly	ڄاڻي ٿو
bellybutton	بيليڪٿون
bellyful	ڄاڻي واڻي
belong	واسطو آهي
belongings	سامان
beloved	محبوب
belt	بيلٽ
beluga	beluga
bemused	ڪڙيون
bench	بينچ
bend	رکو
bender	بيهڻ
bending	ترسيل
beneath	هيٺان
benedictory	بيدنيڪشن
benefactor	فائدي ڏيندڙ
beneficial	نفعو آهي
beneficiary	فائدو وٺندو
benefit	فائدي
benevolence	تڪليف
benevolent	زبردست
benign	بنائڻ
bent	ٿلهو
benzene	بينزيني
bequeath	وهنوار آهي
bequest	فتح
bereaved	برداشت ٿيو
bereavement	تڪليف
bereft	تڪليف
beret	بارٽ
bergamot	بورجامو
berlin	برلن
berserk	نڀاڳ
berth	جيون
beryllium	وائرس
beseech	منٿ
beset	تڪڙو
bestdayever	چڱو ڀلو
bestfeeling	بهترين خدمتون
bestfriends	بهترين دوست
bestial	بهترين
besties	بهترين
bestow	چڱي طرح
bestseller	بيزاري ڪندڙ
bet	شرط
beta	بيٽ
betray	ڪوڙا
betrayal	وفاداري
betrayed	مايوسي
betrothed	ڀٽيل
betterment	ڀلائي
betting	ٿي رهيو آهي
betty	بيزار
bevel	بيرو
beverage	مشروبات
bevy	بيدي
beware	خبردار ٿيو
bewilder	ٻوڏ
bewildered	خوفناڪ آهي
bewilderment	خوفناڪ
bias	ٻيڙيون
biased	بااختيار
bib	ب
bible	بيبل
biblical	بائبل
bibliography	بابا
bicarbonate	وائرس
bicentennial	باضابطه
biceps	ٻيڙا
bicker	بيڪر
bickering	ٿڪڻ
bicolor	ٽڪر
bicycle	سائيڪل
bid	ڳالھ
bidder	تاڪيد
bidding	بلڊنگ
bide	NO TRANSLATION
biennial	ڦوٽو
bier	NO TRANSLATION
bifurcation	ٽڪر
big	وڏو
bigamy	ماني
bigday	وڏو ڏينهن آهي
biggestfear	NO TRANSLATION
biggie	وڏي ڳالھ
bighorn	ويجهو
bigmouth	وڏو وات
bigot	چئي ڇڏيو
bigoted	عظيم
bigotry	صدقي
bike	سائيڪل
biker	موٽر سائيڪل
bikini	سهڻو
bilateral	گڏيل
bilayer	bilayer
bile	ٿلهو
bilge	بلج
bilingual	جهڙيون
bill	بل
billboard	بل بورڊ
billet	بلٽ
billiard	بلئرڊ
billiards	بلئرڊس
billing	بلنگ
billion	اربين
billionaire	اربين
billy	billy
bimbo	bimbo
bimonthly	مان سمجهان ٿو
bin	بن
binary	بائنري
bind	بندو
binder	پيچرو
bindery	بيچيني
binding	پابند
bing	bing
binge	binge
bingo	بينڊو
binocular	باول
binoculars	دوربين
binomial	بومميل
bio	bio
biochemical	بايوميڪول
biochemist	بائيوسٽسٽ
biochemistry	بايوميٽري
biogenesis	بايولوجنسي
biographer	بائيوگرافر
biography	جيون
biological	حياتياتي
biologist	حياتيات
biology	حياتيات
bionic	نظرياتي
biopsy	بيوس
biosphere	گراهڪ
bipartite	جهڙا
bipolar	دوالڪ
birch	برچ
bird	پکي
birdcage	پکيء
birdie	پکيء
birdman	پکي
birth	ڄمڻ
birthday	سالگراه
birthing	ماني
birthmark	ڄمڻ جي تاريخ
birthplace	ڄمڻ وارو
birthright	ڄمڻ جو صحيح
bis	NO TRANSLATION
biscuit	بسٽيو
bisexual	غير معمولي
bishop	بيش
bison	باشن
bisque	بيسڪ
bistro	بيسٽ
bit	ائين ئي
bitch	ڪچڙو
bitchy	ڪچي
bite	ڪجه
biter	NO TRANSLATION
bitsy	بٽس
bitter	ڪڙو
bitterly	ڦوڪيو
bitterness	تڪڙو
bittersweet	bittersweet
bitty	ترار
bitumen	ٿلهو
biweekly	عام طور تي
biz	هل
bizarre	ڪاوڙ
blab	پڪاريو
blabbermouth	بلاببرڊو
black	ڪارو
black snake	ڪارو مٽي
blackberry	ڪاروڪ
blackbird	ڪارو ٻاري
blackboard	ڪارو بورڊ
blacken	ڪارو
blackface	اڇو
blackjack	ڪارو
blacklist	ڪاروڪاري
blackmail	ڪاروڪ
blackmailer	ڪاروائي ڪندڙ
blackness	ڪاروائي
blackout	آخرڪار
blacksmith	لوهار
bladder	مثل آهي
blade	ٻڪرين
blame	الزام
blameless	بي عيب
bland	ڦٽي
blank	خالي
blanket	ڪپڙي
blare	ناهن
blase	NO TRANSLATION
blasphemous	بدمعاش
blasphemy	نفرت
blast	ڇوڪريون
blaster	آفتاب
blastoff	ڌماڪي
blatant	ناحق
blather	ڪوڙ
blaze	اڪيلو
blazer	ڪڙڪي
blazing	ٻرندڙ
bleach	ٻيلو
bleak	پڪاريو
bleed	ڪري ڇڏيو
bleeder	مثل آهي
bleeding	ويندڙ
bleep	ويهي رهيو
blemish	دشمني آهي
blemished	ڦٽي چڪو آهي
blend	ٺٽو
blender	الزام ڪندڙ
blending	ٺهڪندڙ
bless	برڪت ڪيو
blessed	برڪت وارو
blessing	نعمت
blessings	برڪت واري
bleu	رت
blight	ناهن
blighted	ويران ڪيو
blimp	دلال
blind	انڌا
blinded	انڌا
blindfold	انڌا
blindfolded	انڌا
blinding	انڌا
blindly	حيران ڪندڙ
blindness	انڌا
blink	پڪل
blip	چپ
bliss	خوشبو
blissful	خفيه آهي
blister	چمڪندڙ
blistering	ٺهيل
blitz	ڌاڙهو
blizzard	مٽي
bloat	بلٽ
bloated	تڪڙ ٿيو
blob	ڪچو
block	بلاڪ
blockade	روڪيل
blockage	روڪڻ
blockbuster	بلاڪٽر
blockhead	بلاڪ
blog	بلاگ
bloke	ڦيلو
blond	سڄو
blonde	ڪارو
blood	رت
bloodbath	خون جو ڏينهن
bloodhound	رت جي حد
bloodless	بي انتها
bloodline	رت جو دائرو
bloodshed	خونريزي
bloodshot	رت جوڙڻ
bloodstream	رت جو وهڪرو
bloodthirsty	رتبو
bloody	خوني آهي
bloom	ڦيلو
bloomers	ڦاٽل
blooming	ڦٽي رهيو
blossom	ڦٽي
blot	ٻٽو
blotched	ڦاٽل
blotter	وهڪرو
blouse	ڦوڪيو
blow	اڏڻ
blower	ڦاٽي
blowfish	ٻرندڙ
blowing	ڊوڙندو
blowjob	blowjob
blown	ڦوڪيو
blowout	اڏاوت
blowtorch	ڦاٽڪوٽ
blubber	ڪنوڙ
bluddy	اڃان
blue	نيرو
blue spruce	نيري اسپورو
blueberry	نيري بارو
bluebird	نيري بيهار
bluegrass	نيري
bluejay	نيروج
blueprint	ٻٻرڻ
blues	بلڊنگ
bluff	ڪوڙ
bluish	بدمعاشي
blunder	ٻوڙ
blunt	کلڻ
blur	ٻرندڙ
blurred	ٻڏل
blurry	ٻڏڻ
blurt	ٻڏل
blush	بندو
blushing	ٻڙندي
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	ڇڏيندڙ
board	بورڊ
board game	بورڊ جو شڪار
boarder	NO TRANSLATION
boarding	بورڊنگ
boardroom	بورڊ روم
boards	بورڊ
boardwalk	بورڊڙي
boast	ٻيڙي
boastful	ڪوسو
boasting	ڪوسو
boat	ٻيڙيء جو
boathouse	ڪوڙي
boating	ٻيڙيون
boatload	ٻيٽ لوڊ
boatman	ٻيٽ
bobbin	بيبي
bobcat	بلڪوٽ
bobsled	ڪوبہ
bode	رستو
bodega	بيڊگا
bodice	باڪس
bodily	جسماني طور تي
body	جسم
bodyguard	محافظ
bog	ڦوڪيو
bogey	چيڪري
bogeyman	بوگانو
bogus	ڦاس
bohemian	بوهي
boil	ٻيٽ
boiler	ٽڪر
boilerplate	بلڊنگ
boiling	بلندي
boisterous	اجايو
bold	ذلت
boldness	دلير
bollocks	ڪٽيل
bolster	مثل آهي
bolt	بلٽ
bolus	بونس
bomb	بم
bombard	بمبار
bombardier	بمڪار
bombardment	بمبار
bombed	بمبئيء
bomber	بمبئي
bombers	بم
bombing	بمباري ڪئي
bombshell	بسم الله
bonanza	بونانزا
bonbon	NO TRANSLATION
bond	bond
bondage	غلامي
bonding	تعلقات
bonds	بندوبست
bondsman	غلام
bone	هڏن
bonehead	هڏن جو
boner	منير
bones	هڏا
bonfire	الاء
bong	بون
bonkers	وقار
bonne	NO TRANSLATION
bonnet	bonnet
bonny	بنو
bonsai	بلونڊي
bonus	بونس
bony	هڏن
boo	بوء
boob	بوء
booby	ٻيلو
booger	بڪڙ
boogeyman	بوڪمن
boogie	بوگي
book	ڪتاب
bookcase	ڪتابي
bookie	ڪتابي
booking	جايون
bookish	ڪتابي
bookkeeper	ڪتابدار
bookkeeping	ڪتابي ڳولڻ
booklet	ڪتابيٽ
bookmaker	ڪتاب ساز
bookmark	ڪتاب هڻو
books	ڪتاب
bookseller	ڪتابنر
bookshop	ڪتابشاپ
bookstore	ڪتاب جو اسٽور
bookworm	باهمي
boom	بوم
boomer	بوٽر
boomerang	boomerang
booming	چڙهڻ
boon	بلون
boooo	NO TRANSLATION
boost	واڌارو
booster	بوسٹر
boot	بوٽ
booth	بوٽ
bootleg	bootleg
bootlegger	bootlegger
boots	بوٽ
booty	مال
booze	شراب
bop	بيپ
bopper	بيپر
border	سرحد
bordering	وارث
borderline	حد
bore	هلي رهيو آهي
boreal	هلي رهيو آهي
bored	بيهاريو
boredom	بيورو
borer	بيورو
boring	بورنگ
born	ڄمڻ
boron	بورون
borough	بسترو
borrow	قرض کڻي
borrower	قرضدار
bosom	ٻيٽ
boss	باس
bossy	ٺيڪ آهي
boston	بوٽن
botanical	باهمي
botanist	بوٽائتيسٽ
botany	botany
bother	اٿو
bothering	ٿڪجي پيو
bottle	بوتل
bottleneck	بوتلاڻي
bottling	بوتلنگ
bottom	هيٺ
bottomless	تاليف
botulism	باهمي
boulder	ڦاٽل
bounce	اچ وڃ
bouncer	بيچينر
bouncy	ٻڌايو
bound	حد تائين
boundary	چوديواري
boundless	اڻڄاتل
bounds	حدون
bountiful	احسان ڪندڙ
bounty	فضل
bouquet	گلدستگي
bourbon	بورون
bourgeois	بورجوا
bourgeoisie	بورجوازي
bourse	ٽپال
bout	ڪري رهيو آهي
boutique	بوٽڪو
bouttime	وقت بوٽ
bovine	ڦوڪيو
bow	رڪوع
bowed	زور ڀريو
bowel	ڇڪ
bowels	ڪفن
bowl	ٿانو
bowler	بالر
bowling	بالنگ
bowls	ڪفن
box	دٻو
boxcar	باڪسر
boxer	باڪسر
boxers	باڪس
boxing	باڪسنگ
boy	ڇوڪرو
boycott	بوڪڪوٽ
boyfriend	پريم
boyhood	ڇوڪروپڻ
boyish	نينگر
boysenberry	ڇوڪرو
bozo	بوزو
bra	چولي
brace	ڪن
bracelet	ڪچو
braces	چولي
brachial	بهادر
bracket	برائوٽ
brackets	برائوٽرن
brackish	ڪشادو
brad	براد
brag	ڇڪ
braid	ڦاٽيو
brain	دماغ
brainless	دماغ
brains	دماغي آهي
brainstorm	دماغي
brainwash	مغز
brainy	مغل
brake	اهي حصو وٺن
bran	صاحب
branch	شاخ
branching	شاخ
brand	برائو
brandy	برانڊي
brash	برش
brass	درجي
brass knuckle	پيلي جي ڪنڊ
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	ڪروڙ
brave	بهادر
bravery	بهادري
brawl	ڪفن
brawn	بهادر
brazen	برزين
breach	منٿ
bread	ماني
breadth	چوٿون
break	ٽوڙڻ
breakable	زبردست
breakaway	ڦاٽل
breakdown	ٽوڙڻ
breaker	بريڪ
breakers	ٽوڙڻ
breakfast	ناشتو
breaking and entering	ٽوڙڻ ۽ داخل ٿيڻ
breakingnews	ٽوڙڻ وارو
breakneck	ٽوٽل
breakthrough	ڪاميابي
breakup	ٽٽڻ
breast	سينو
breath	سانحي
breathe	پيئڻ
breather	پيٽ ڀريو
breathless	بي عيب
breathtaking	ٿڌڻ
breech	ويندڙ
breeches	ٻرندڙ
breed	نسل
breeder	ڀائر
breeding	نسل
breeze	واء
breezy	breezy
brethren	ڀائرن
breve	NO TRANSLATION
brevity	ڀائيواري
brew	پيش ڪيو
brewery	شراب خانه
brewing	شراب
briar	رشوت
bribe	رشوت
bribery	رشوت
brick	ٽڪر
bridal	ڪنوار
bride	ڦيرايو
bridegroom	ڪنوار
bridesmaid	ڦيرو
bridge	پل
bridle	ڪنوڙ
