Word	th
asphalt	ยางมะตอย
asphyxia	การสำลัก
asphyxiation	การหายใจไม่ออก
aspiration	ความทะเยอทะยาน
aspire	ปรารถนา
aspirin	แอสไพริน
aspiring	ที่ต้องการ
ass	ตูด
assail	ทำร้าย
assailant	ผู้โจมตี
assassin	ฆาตกร
assassinate	ลอบสังหาร
assassination	การลอบสังหาร
assault	โจมตี
assay	การทดสอบ
assemblage	การชุมนุม
assemble	รวบรวม
assembled	ลอม
assembly	การชุมนุม
assemblyman	สมาชิกสภาผู้แทนราษฎร
assent	ยินยอม
assert	ยืนยัน
asserting	เข้าไปยุ่งเกี่ยว
assertion	การยืนยัน
assertive	แน่วแน่
assess	ประเมินผล
assessment	การประเมินผล
assessor	ผู้ประเมิน
asset	สินทรัพย์
assets	สินทรัพย์
asshole	ไอ้
assign	กำหนด
assignee	ผู้โอน
assignment	การมอบหมาย
assimilate	ดูดซึม
assimilation	การดูดซึม
assist	ช่วยเหลือ
assistance	ความช่วยเหลือ
assistant	ผู้ช่วย
associate	ภาคี
association	สมาคม
assorted	สารพัน
assortment	การแบ่งประเภท
assuage	ระงับ
assume	สมมติ
assumed	สันนิษฐาน
assuming	ทะลึ่ง
assumption	การสันนิษฐาน
assurance	ความมั่นใจ
assure	รับประกัน
assured	มั่นใจ
assuredly	อย่างแน่นอน
asterisk	ดอกจัน
asteroid	ดาวเคราะห์
asteroids	ดาวเคราะห์น้อย
asthma	โรคหอบหืด
asthmatic	เกี่ยวกับโรคหืด
astigmatism	อาการตาพร่า
astonish	แปลกใจ
astonished	ซึ่งรู้สึกประหลาดใจ
astonishing	น่าอัศจรรย์
astonishingly	NO TRANSLATION
astonishment	ความประหลาดใจ
astound	ทำให้ตกใจ
astral	คล้ายดาว
astray	หลงผิด
astringent	ฝาด
astrologer	โหราจารย์
astrology	โหราศาสตร์
astronaut	มนุษย์อวกาศ
astronomer	นักดาราศาสตร์
astronomical	เกี่ยวกับดาราศาสตร์
astronomy	ดาราศาสตร์
astute	ชาญฉลาด
asunder	ขาดสะบั้น
asylum	ที่ลี้ภัย
asymmetric	ไม่สมมาตร
asymmetry	ความไม่สมดุล
asymptotic	asymptotic
atelier	ศิลป
atheism	ต่ำช้า
atheist	พระเจ้า
atheistic	นอกตำรา
atherosclerosis	หลอดเลือด
athlete	นักกีฬา
athletic	แข็งแรง
athleticism	athleticism
athletics	กรีฑา
atlas	สมุดแผนที่
atmosphere	บรรยากาศ
atmospheric	บรรยากาศ
atoll	เกาะปะการัง
atom	อะตอม
atomic	อะตอม
atone	ชดเชย
atonement	การชดเชย
atpeace	ที่สงบ
atrium	เอเทรียม
atrocious	เลวร้าย
atrocity	ความโหดร้าย
atrophy	ฝ่อ
attach	แนบ
attached	แนบมาด้วย
attachment	ความผูกพัน
attack	โจมตี
attacker	โจมตี
attacking	โจมตี
attain	บรรลุ
attainable	สำเร็จได้
attainment	ความสำเร็จ
attempt	พยายาม
attempted	พยายาม
attend	เข้าประชุม
attendance	การดูแลรักษา
attendant	ผู้ดูแล
attention	ความสนใจ
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	เอาใจใส่
attenuate	เจือจาง
attenuated	จาง
attenuation	การผ่อนผัน
attest	ยืนยัน
attestation	การรับรอง
attic	ห้องเพดาน
attire	เครื่องแต่งกาย
attitude	ท่าที
attorney	อัยการ
attract	ดึงดูดใจ
attraction	เสน่ห์
attractive	มีเสน่ห์
attractiveness	ความน่าดึงดูดใจ
attributable	เนื่องมาจาก
attribute	คุณลักษณะ
attribution	ระบุแหล่งที่มา
attrition	การขัดสี
auburn	สีน้ำตาลแดง
auction	ประมูล
auctioneer	ผู้ขายทอดตลาด
audacious	หาญ
audacity	ความกล้า
audible	ศรุต
audience	ผู้ชม
audio	เสียง
audit	การตรวจสอบบัญชี
audition	การได้ยิน
auditions	ออดิชั่น
auditor	ผู้สอบบัญชี
auditorium	หอประชุม
auditory	ห้องประชุม
aught	สิ่งหนึ่งสิ่งใด
augment	ขยาย
augmentation	การขยาย
august	สิงหาคม
aunt	ป้า
auntie	คุณป้า
aura	กลิ่นอาย
aurora	แสงเงินแสงทอง
auspices	การอุปถัมภ์
auspicious	ฤกษ์งามยามดี
austere	เคร่งครัด
austerity	ความเข้มงวด
authentic	แท้จริง
authenticate	รับรอง
authentication	การรับรอง
authenticity	ของแท้
author	ผู้เขียน
authoritative	เผด็จการ
authority	ผู้มีอำนาจ
authorization	การอนุญาต
authorize	อนุญาต
authorized	มีอำนาจ
authorship	การประพันธ์
autism	ความหมกหมุ่น
autistic	หมกหมุ่น
auto	รถยนต์
autobiographical	เกี่ยวกับอัตชีวประวัติ
autobiography	อัตชีวประวัติ
autocorrect	การแก้ไขอัตโนมัติ
autocratic	เผด็จการ
autograph	ลายเซ็น
autographed	พร้อมลายเซ็นต์
automated	อัตโนมัติ
automatic	อัตโนมัติ
automobile	รถยนต์
automotive	ยานยนต์
autonomy	เอกราช
autopilot	หม้อแปลงไฟฟ้า
autopsy	การชันสูตรศพ
autumn	ฤดูใบไม้ร่วง
auxiliary	ผู้ช่วย
avail	ประโยชน์
availability	ความพร้อมใช้งาน
available	ใช้ได้
avalanche	หิมะถล่ม
avarice	ความโลภ
avatar	สัญลักษณ์
avenge	ล้างแค้น
avenger	ผู้ล้างแค้น
avenging	ที่ล้างแค้น
avenue	ถนน
aver	NO TRANSLATION
average	เฉลี่ย
aversation	NO TRANSLATION
averse	รังเกียจ
averseness	NO TRANSLATION
aversion	ความเกลียดชัง
avert	หลีกเลี่ยง
aviary	กรงนกใหญ่
aviation	การบิน
aviator	นักบิน
avid	มักมาก
avocado	อาโวคาโด
avoid	หลีกเลี่ยง
avoidance	การหลีกเลี่ยง
avoiding	การหลีกเลี่ยง
await	รอคอย
awake	ตื่นตัว
awaken	ปลุก
awakening	การกระตุ้น
award	รางวัล
awards	รางวัลที่ได้รับ
aware	ทราบ
awareness	ความตระหนัก
awe	NO TRANSLATION
awed	กลัว
awesome	น่ากลัว
awesomeness	สุดยอด
awestruck	ประหม่า
awful	น่ากลัว
awkward	อึดอัด
awkwardness	ความอึดอัด
awning	กันสาด
awry	เป๋
axe	ขวาน
axial	เกี่ยวกับแกน
axiom	ความจริง
axiomatic	ซึ่งเป็นจริง
axis	แกน
axle	แกน
ay	Ay
aye	ใช่
azimuth	ราบ
azure	สีฟ้า
babble	จ้อ
babbling	ที่พูดพล่าม
babe	เด็กแรกเกิด
baboon	ลิงทโมน
baby	ทารก
babysit	babysit
babysitter	คนเลี้ยง
baccalaureate	การรับปริญญาตรี
baccarat	บาคาร่า
bachelor	ปริญญาตรี
bachelorette	โสด
back	กลับ
