Word	lo
assassination	ການລອບສັງຫານ
assault	ການໂຈມຕີ
assay	ການທົດສອບ
assemblage	assemblage
assemble	ປະຊຸມ
assembled	ປະກອບດ້ວຍ
assembly	assembly
assemblyman	assemblyman
assent	assent
assert	ຢືນຢັນ
asserting	ຢືນຢັນ
assertion	assertion
assertive	ຍືນຍັນ
assess	ປະເມີນຜົນ
assessment	ການປະເມີນຜົນ
assessor	ຜູ້ປະເມີນຜົນ
asset	ຊັບສິນ
assets	ຊັບສິນ
asshole	asshole
assign	ມອບຫມາຍໃຫ້
assignee	ຜູ້ຮັບຈ້າງ
assignment	ການມອບຫມາຍ
assimilate	assimilate
assimilation	assimilation
assist	ຊ່ວຍເຫຼືອ
assistance	ການຊ່ວຍເຫຼືອ
assistant	ຜູ້ຊ່ວຍ
associate	ຮ່ວມກັນ
association	ສະມາຄົມ
assorted	ປະເພດຕ່າງໆ
assortment	ປະເພດສິນຄ້າ
assuage	assuage
assume	ສົມມຸດວ່າ
assumed	ສົມມຸດວ່າ
assuming	ສົມມຸດວ່າ
assumption	ສົມມຸດຕິຖານ
assurance	ການຮັບປະກັນ
assure	ຮັບປະກັນ
assured	ຮັບປະກັນ
assuredly	ແນ່ນອນ
asterisk	asterisk
asteroid	asteroid
asteroids	asteroids
asthma	ໂລກຫືດ
asthmatic	asthmatic
astigmatism	astigmatism
astonish	ປະຫລາດໃຈ
astonished	ປະຫລາດໃຈ
astonishing	ປະຫລາດໃຈ
astonishingly	NO TRANSLATION
astonishment	ປະຫລາດໃຈ
astound	ອັນຕະລາຍ
astral	astral
astray	ຫລອກລວງ
astringent	astringent
astrologer	ນັກໂຫລາສາດ
astrology	ໂຫລາສາດ
astronaut	ນັກອາວະກາດ
astronomer	ນັກດາລາສາດ
astronomical	ດາລາສາດ
astronomy	ດາລາສາດ
astute	ສະຫລາດ
asunder	asunder
asylum	asylum
asymmetric	asymmetric
asymmetry	asymmetry
asymptotic	asymptotic
atelier	atelier
atheism	atheism
atheist	atheist
atheistic	atheistic
atherosclerosis	atherosclerosis
athlete	ນັກກິລາ
athletic	ກິລາ
athleticism	athleticism
athletics	ນັກກິລາ
atlas	Atlas
atmosphere	ບັນ​ຍາ​ກາດ
atmospheric	atmospheric
atoll	atoll
atom	atom
atomic	atomic
atone	atone
atonement	ການຊົດໃຊ້
atpeace	atpeace
atrium	atrium
atrocious	atrocious
atrocity	ຮ້າຍແຮງ
atrophy	atrophy
attach	ແນບມາ
attached	ຕິດຢູ່
attachment	attachment
attack	ການໂຈມຕີ
attacker	ຜູ້ໂຈມຕີ
attacking	attacking
attain	ບັນລຸ
attainable	ສາມາດບັນລຸໄດ້
attainment	ຄວາມສໍາເລັດ
attempt	ພະຍາຍາມ
attempted	ພະຍາຍາມ
attend	ເຂົ້າຮ່ວມ
attendance	ການເຂົ້າຮ່ວມ
attendant	ຜູ້ປົກຄອງ
attention	ເອົາໃຈໃສ່
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	ລະມັດລະວັງ
attenuate	ຫຼຸດລົງ
attenuated	attenuated
attenuation	ຄວາມຕຶງຄຽດ
attest	attest
attestation	attestation
attic	attic
attire	ເຄື່ອງນຸ່ງຫົ່ມ
attitude	ທັດສະນະຄະຕິ
attorney	ທະນາຍຄວາມ
attract	ດຶງດູດ
attraction	ການດຶງດູດ
attractive	ຫນ້າສົນໃຈ
attractiveness	ຄວາມເຂົ້າໃຈ
attributable	ສາມາດເຮັດໄດ້
attribute	attribute
attribution	attribution
attrition	attrition
auburn	auburn
auction	auction
auctioneer	auctioneer
audacious	audacious
audacity	audacity
audible	audible
audience	audience
audio	ສຽງ
audit	ກວດສອບ
audition	audition
auditions	auditions
auditor	auditor
auditorium	auditorium
auditory	audition
aught	aught
augment	ເພີ່ມຂຶ້ນ
augmentation	augmentation
august	august
aunt	ປ້າ
auntie	auntie
aura	aura
aurora	aurora
auspices	auspices
auspicious	ສະບາຍດີ
austere	austere
austerity	austerity
authentic	ແທ້ຈິງ
authenticate	ແທ້ຈິງ
authentication	ການກວດສອບຄວາມຖືກຕ້ອງ
authenticity	ແທ້ຈິງ
author	ຜູ້ຂຽນ
authoritative	authoritative
authority	ສິດອໍານາດ
authorization	ການອະນຸຍາດ
authorize	ອະນຸຍາດໃຫ້
authorized	ໄດ້ຮັບອະນຸຍາດ
authorship	ຜູ້ຂຽນ
autism	autism
autistic	autistic
auto	auto
autobiographical	autobiographical
autobiography	autobiography
autocorrect	autocorrect
autocratic	autocratic
autograph	autograph
autographed	autographed
automated	ອັດຕະໂນມັດ
automatic	ອັດຕະໂນມັດ
automobile	ລົດໃຫຍ່
automotive	ລົດຍົນ
autonomy	autonomy
autopilot	autopilot
autopsy	autopsy
autumn	ດູໃບໄມ້ລົ່ນ
auxiliary	auxiliary
avail	ມີປະໂຫຍດ
availability	ມີຄວາມພ້ອມ
available	ທີ່ມີຢູ່
avalanche	avalanche
avarice	avarice
avatar	avatar
avenge	ແກ້ແຄ້ນ
avenger	avenger
avenging	ການແກ້ແຄ້ນ
avenue	avenue
aver	NO TRANSLATION
average	ໂດຍສະເລ່ຍ
aversation	NO TRANSLATION
averse	ຫນ້າກຽດ
averseness	ຄວາມບໍ່ສະຫງົບ
aversion	ຄວາມກະຕືລືລົ້ນ
avert	avert
aviary	aviary
aviation	ການບິນ
aviator	aviator
avid	avid
avocado	avocado
avoid	ຫລີກລ້ຽງ
avoidance	ການຫລີກລ່ຽງ
avoiding	ຫຼີກເວັ້ນການ
await	ລໍຖ້າ
awake	ຕື່ນນອນ
awaken	ຕື່ນຕົວ
awakening	ການຕື່ນຕົວ
award	ລາງວັນ
awards	ລາງວັນ
aware	ຮູ້ຈັກ
awareness	ການຮັບຮູ້
awe	NO TRANSLATION
awed	awed
awesome	ຫນ້າຫວາດສຽວ
awesomeness	awesomeness
awestruck	ຫນ້າຫວາດສຽວ
awful	ຫນ້າຢ້ານ
awkward	ງຸ່ມງ່າມ
awkwardness	ຫນ້າຢ້ານ
awning	awning
awry	ຈ້າ
axe	ທົ່ງຫຍ້າ
axial	axial
axiom	axiom
axiomatic	axiomatic
axis	ແກນ
axle	axle
ay	ay
aye	aye
azimuth	azimuth
azure	azure
babble	babble
babbling	babbling
babe	babe
baboon	baboon
baby	ເດັກນ້ອຍ
babysit	babysit
babysitter	babysitter
baccalaureate	baccalaureate
baccarat	baccarat
bachelor	ປະລິນຍາຕີ
bachelorette	bachelorette
back	ກັບຄືນໄປບ່ອນ
backboard	backboard
backbone	backbone
backdoor	ປະ​ຕູ​ຫລັງ
backdrop	backdrop
backer	backer
backfire	backfire
backgammon	backgammon
background	ພື້ນຫລັງ
backhand	backhand
backhoe	backhoe
backoff	backoff
backpack	backpack
backpacker	backpacker
backroom	backroom
backseat	backseat
backside	backside
backtrack	backtrack
backup	backup
backward	ກັບຄືນມາ
backwardness	backwardness
backwards	ກັບຄືນໄປບ່ອນ
backwater	backwater
backwoods	backwoods
backyard	backyard
bacon	bacon
bacteria	ແບັກທີເຣັຍ
bacterial	ແບກທີເລຍ
bacterium	bacterium
bad	ບໍ່ດີ
badass	badass
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	badge
badger	badger
badhabit	NO TRANSLATION
badly	ບໍ່ດີ
badness	ຄວາມບໍ່ດີ
baffle	baffle
baffled	baffled
bag	ຖົງ
bagel	bagel
baggage	baggage
baggie	baggie
baggy	baggy
bagman	bagman
bagpipes	bagpipes
bail	bail
bailiff	bailiff
bait	bait
bake	bake
bakery	bakery
baking	baking
bal	NO TRANSLATION
balance	ການດຸ່ນດ່ຽງ
balanced	ສົມດຸນ
balcony	balcony
bald	bald
balding	balding
baldy	baldy
bale	bale
balk	balk
ball	ບານ
ballad	ballad
ballast	ballast
ballerina	ballerina
ballet	ballet
ballgame	ballgame
ballistic	ballistic
ballistics	ballistics
balloon	ປູມເປົ້າ
ballot	ballot
ballpark	ballpark
ballplayer	ballplayer
ballpoint	ballpoint
ballroom	ຫ້ອງບານລູມ
ballsy	ballsy
balm	balm
balmy	balmy
balsam	balsam
balsamic	balsamic
bam	bam
bamboo	ໄມ້ໄຜ່
ban	NO TRANSLATION
banana	ກ້ວຍ
band	band
bandage	bandage
bandanna	NO TRANSLATION
bandit	bandit
bandstand	bandstand
bandwagon	bandwagon
bandwidth	bandwidth
bane	bane
bang	bang
banger	banger
banish	banish
banished	ຖືກຍົກເລີກ
banishment	ການຍົກເວັ້ນ
banister	banister
banjo	banjo
bank	ທະນາຄານ
banker	banker
banking	ທະນາຄານ
bankroll	bankroll
bankrupt	ການລົ້ມລະລາຍ
bankruptcy	ການລົ້ມລະລາຍ
banner	banner
banquet	banquet
banshee	banshee
banter	banter
banzai	NO TRANSLATION
baptism	ບັບຕິສະມາ
baptismal	ບັບຕິສະມາ
baptize	ບັບຕິສະມາ
bar	bar
barb	barb
barbarian	barbarian
barbaric	barbaric
barbarism	barbarism
barbecue	ບາ​ບີ​ຄິວ
barbed	barbed
barber	ຊ່າງຕັດຜົມ
barbershop	ຮ້ານ​ຕັດ​ຜົມ
barbie doll	doll barbie
bard	bard
bare	ເປົ່າ
bareback	bareback
barefoot	ຕີນເປົ່າ
barely	ພຽງແຕ່
barf	barf
bargain	ຂາຍດີ
bargaining	ການຕໍ່ລອງ
barge	barge
baritone	baritone
barium	barium
bark	ເປືອກ
barkeep	barkeep
barks	barks
barley	ເຂົ້າບາເລ
barmaid	barmaid
barman	barman
barn	barn
barnacle	barnacle
barney	barney
barnyard	barnyard
barometer	barometer
baron	baron
baroness	baroness
baroque	baroque
barrack	barrack
barracuda	barracuda
barrage	barrage
barred	ຖືກຫ້າມ
barrel	barrel
barren	barren
barricade	barricade
barrier	barrier
barring	barring
barrister	barrister
barroom	barroom
barrow	barrow
bartender	bartender
barter	barter
base	ພື້ນຖານ
baseball	baseball
baseball bat	baseball bat
baseboard	baseboard
baseless	ບໍ່ມີພື້ນຖານ
baseline	ພື້ນຖານ
baseman	baseman
basement	basement
bases	ຖານ
bash	bash
bashful	bashful
basic	ພື້ນຖານ
basics	ພື້ນຖານ
basil	basil
basilica	basilica
basin	basin
basis	ພື້ນຖານ
bask	bask
basket	ຕະກ້າ
basketball	ບ້ວງ
bass	bass
bass guitar	bass guitar
basso	NO TRANSLATION
bassoon	bassoon
bastard	bastard
bastarding	bastarding
bastards	bastards
bastion	bastion
bat	bat
batch	batch
batching	batching
bate	NO TRANSLATION
bath	ອາບນ້ໍາ
bathe	ອາບນ້ໍາ
bathhouse	bathhouse
bathing	ອາບນໍ້າ
bathrobe	ເສື້ອຄຸມອາບນ້ໍາ
bathroom	ຫ້ອງນ້ໍາ
bathtub	ອ່າງອາບນ້ໍາ
bathymetry	bathymetry
baton	baton
battalion	ກອງພັນ
batter	batter
battered	battered
battering	ການໂຈມຕີ
battery	ຫມໍ້ໄຟ
battle	ຮົບ
battled	ສູ້ຮົບ
battlefield	ສະຫນາມຮົບ
battleground	battleground
battlements	ຕຶກເບັດ
battleship	ການສູ້ຮົບ
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	bay
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	be
beach	ຫາດຊາຍ
beaches	ຫາດຊາຍ
beacon	beacon
bead	bead
beading	beading
beads	beads
beady	beady
beagle	beagle
beak	beak
beaker	beaker
beam	beam
beaming	beaming
bean	bean
beanbag	beanbag
beanie	beanie
bear	bear
bearable	bearable
beard	beard
bearded	bearded
bearer	ຜູ້ຖື
bearing	bearing
bearings	bearings
bearish	ລົດລົງ
bearskin	bearskin
beast	ສັດເດຍລະສານ
beastly	beastly
beat	ຕີ
beaten	ຖືກທຸບຕີ
beater	beater
beating	ຕີ
beatnik	beatnik
beau	beau
beautification	ງາມ
beautiful	ງາມ
beautify	beautify
beauty	ຄວາມງາມ
beaver	beaver
bebop	bebop
beck	beck
beckon	beckon
become	ກາຍ​ເປັນ
bed	ນອນ
bedding	ຜ້າປູທີ່ນອນ
bedpan	bedpan
bedrock	bedrock
bedroom	ຫ້ອງນອນ
bedside	bedside
bedspread	bedspread
bedtime	bedtime
bee	bee
beef	ຊີ້ນງົວ
beefsteak	ສະ​ເຕັກ​ງົວ
beehive	beehive
beep	beep
beeper	beeper
beer	ເບຍ
bees	bees
beeswax	beeswax
beetle	ແມງ
befall	ເກີດຂື້ນ
befitting	befitting
befriend	befriend
befuddled	befuddled
beg	ຮ້ອງຂໍ
beggar	ຂໍທານ
begging	ຂໍຮ້ອງ
begin	ເລີ່ມຕົ້ນ
beginner	ຜູ້ເລີ່ມຕົ້ນ
beginning	ເລີ່ມຕົ້ນ
beginnings	ເລີ່ມຕົ້ນ
begrudge	begrudge
begun	ເລີ່ມຕົ້ນ
behappy	NO TRANSLATION
behave	ປະຕິບັດຕົວ
behavior	ພຶດຕິກໍາ
behavioral	behavioral
behemoth	behemoth
behest	behest
behold	ຈົ່ງເບິ່ງ,
beholden	ຈົ່ງເບິ່ງ
beholder	viewer
beige	beige
belated	belated
belay	belay
belch	belch
belief	ຄວາມເຊື່ອ
believable	ເຊື່ອຖືໄດ້
believe	ເຊື່ອ
believed	ເຊື່ອວ່າ
believer	ຜູ້ເຊື່ອຖື
believing	ເຊື່ອ
belittle	belittle
belittled	belittled
bell	ລະຄັງ
bellboy	bellboy
bellhop	bellhop
belligerent	belligerent
bellman	bellman
bellow	bellow
bellows	bellows
belly	ທ້ອງ
bellybutton	ສາຍ​ບື
bellyful	bellyful
belong	ເປັນຂອງ
belongings	ສິນຄ້າ
beloved	ຮັກແພງ
belt	ສາຍແອວ
beluga	beluga
bemused	bemused
bench	bench
bend	ງໍ
bender	bender
bending	ພັບ
beneath	ຢູ່ຂ້າງລຸ່ມ
benedictory	benedictory
benefactor	benefactor
beneficial	ປະໂຫຍດ
beneficiary	ຜູ້ໄດ້ຮັບຜົນປະໂຫຍດ
benefit	ຜົນປະໂຫຍດ
benevolence	ຄວາມເມດຕາ
benevolent	ມີໃຈເມດຕາ
benign	benign
bent	ໂກງ
benzene	benzene
bequeath	bequeath
bequest	bequest
bereaved	bereaved
bereavement	bereavement
bereft	bereft
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	ທີ່ນອນ
beryllium	beryllium
beseech	beseech
beset	beset
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	bestfriends
bestial	bestial
besties	besties
bestow	ຈ່າຍໃຫ້
bestseller	bestseller
bet	ການເດີມພັນ
beta	beta
betray	betray
betrayal	ການທໍລະຍົດ
betrayed	ຖືກທໍລະຍົດ
betrothed	ຄູ່ສົມລົດ
betterment	ດີກວ່າ
betting	ການເດີມພັນ
betty	betty
bevel	bevel
beverage	ເຄື່ອງດື່ມ
bevy	bevy
beware	ຈົ່ງລະວັງ
bewilder	bewilder
bewildered	ຫນ້າຢ້ານ
bewilderment	ຄວາມສັບສົນ
bias	bias
biased	ເບົາ
bib	bib
bible	bible
biblical	ພຣະຄໍາພີ
bibliography	bibliography
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	bickering
bicolor	bicolor
bicycle	ລົດ​ຖີບ
bid	bid
bidder	bidder
bidding	ການປະມູນ
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	big
bigamy	bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	bigoted
bigotry	bigotry
bike	ລົດ​ຖີບ
biker	biker
bikini	bikini
bilateral	ສອງຝ່າຍ
bilayer	ບິດ
bile	bile
bilge	bilge
bilingual	bilingual
bill	ບັນຊີລາຍການ
billboard	billboard
billet	billet
billiard	billiard
billiards	billiards
billing	ການເອີ້ນເກັບເງິນ
billion	ຕື້
billionaire	billionaire
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binary
bind	bind
binder	binder
bindery	bindery
binding	binding
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	binoculars
binomial	binomial
bio	ຊີວະສາດ
biochemical	biochemical
biochemist	biochemist
biochemistry	biochemistry
biogenesis	biogenesis
biographer	biographer
biography	biography
biological	ຊີວະສາດ
biologist	biologist
biology	ຊີວະສາດ
bionic	bionic
biopsy	biopsy
biosphere	biosphere
bipartite	bipartite
bipolar	bipolar
birch	birch
bird	ນົກ
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	ການເກີດລູກ
birthday	ວັນເກີດ
birthing	ການລ້ຽງລູກ
birthmark	birthmark
birthplace	ບ້ານເກີດ
birthright	birthright
bis	NO TRANSLATION
biscuit	biscuit
bisexual	bisexual
bishop	ອະທິການ
bison	bison
bisque	bisque
bistro	bistro
bit	bit
bitch	bitch
bitchy	bitchy
bite	ກັດ
biter	NO TRANSLATION
bitsy	bitsy
bitter	ຂົມຂື່ນ
bitterly	ຂົມຂື່ນ
bitterness	ຄວາມຂົມຂື່ນ
bittersweet	bittersweet
bitty	bitty
bitumen	bitumen
biweekly	biweekly
biz	biz
bizarre	ປະຫລາດໃຈ
blab	blab
blabbermouth	blabbermouth
black	ສີດໍາ
black snake	ງູສີດໍາ
blackberry	blackberry
blackbird	blackbird
blackboard	blackboard
blacken	blacken
blackface	blackface
blackjack	blackjack
blacklist	blacklist
blackmail	blackmail
blackmailer	blackmailer
blackness	ສີດໍາ
blackout	blackout
blacksmith	ຊ່າງເຮັດເຄື່ອງປະດັບ
bladder	ກະເພາະລໍາໄສ້
blade	blade
blame	ໂທດ
blameless	ບໍ່ມີໂທດ
