Word	gd
baptismal	baisteadh
baptize	baisteadh
bar	bàr
barb	barb
barbarian	barbarian
barbaric	barbaric
barbarism	barbarism
barbecue	barbecue
barbed	sgiobalta
barber	barbair
barbershop	barbershop
barbie doll	dall barbie
bard	bàrd
bare	lom
bareback	lomadh
barefoot	casruisgte
barely	cha mhòr
barf	barf
bargain	bargan
bargaining	bargaining
barge	barge
baritone	baritone
barium	barium
bark	bark
barkeep	barkeep
barks	barks
barley	eòrna
barmaid	barmaid
barman	barman
barn	sabhal
barnacle	sabhal
barney	barney
barnyard	lios
barometer	barometer
baron	baron
baroness	baroness
baroque	baróc
barrack	bratach
barracuda	barracuda
barrage	barrage
barred	air a thoirmeasg
barrel	baraille
barren	neo-thorrach
barricade	barricade
barrier	bacaidh
barring	bacadh
barrister	barcair
barroom	barroom
barrow	barrow
bartender	bartender
barter	buain
base	bonn
baseball	baseball
baseball bat	bathar baseball
baseboard	baseboard
baseless	bonnless
baseline	bun-loidhne
baseman	bòidheach
basement	ìosal
bases	ionadan
bash	bash
bashful	bòidheach
basic	bunaiteach
basics	bunaitean
basil	basil
basilica	basilica
basin	basin
basis	stèidh
bask	bask
basket	basgaid
basketball	ball-basgaid
bass	bass
bass guitar	giotàr bas
basso	NO TRANSLATION
bassoon	bassoon
bastard	bòidheach
bastarding	a 'creidsinn
bastards	bataichean
bastion	bastion
bat	ialt
batch	bat
batching	batting
bate	NO TRANSLATION
bath	bath
bathe	bathe
bathhouse	taigh-bath
bathing	a 'snàmh
bathrobe	bathrobe
bathroom	Taigh-beag
bathtub	bathtub
bathymetry	bathymetry
baton	bata
battalion	batalion
batter	batter
battered	air a chasg
battering	battering
battery	bataraidh
battle	blàr
battled	sabaid
battlefield	àrach
battleground	raon cath
battlements	caisealan
battleship	sabaid
batty	bratach
bauble	bauble
bawdy	cawdy
bawl	bawl
bay	bàgh
bayonet	bayonet
bayou	Bàrdachd
bazaar	bazaar
bazooka	bazooka
bday	bday
be	a bhith
beach	tràigh
beaches	tràighean
beacon	beacon
bead	bead
beading	beading
beads	grìogagan
beady	beady
beagle	beagle
beak	gob
beaker	beiche
beam	beam
beaming	sgaoileadh
bean	bean
beanbag	bèiceag
beanie	beanidh
bear	iomair
bearable	bearable
beard	feusag
bearded	feusagach
bearer	neach-iomraidh
bearing	a 'giùlan
bearings	iomraidhean
bearish	s an Iar-
bearskin	searskin
beast	beathach
beastly	beathach
beat	buille
beaten	sgaoileadh
beater	sgaoileadh
beating	beating
beatnik	beatnik
beau	beau
beautification	bòidhchead
beautiful	bòidheach
beautify	bòidhchead
beauty	bòidhchead
beaver	bìobhair
bebop	bebop
beck	beck
beckon	beckon
become	fàs
bed	leabaidh
bedding	leabaidh
bedpan	bata-leapa
bedrock	creagan leapa
bedroom	seòmar cadail
bedside	taobh leapa
bedspread	leabaidh
bedtime	àm leabaidh
bee	seillean
beef	mairt
beefsteak	beefsteak
beehive	beehive
beep	beep
beeper	beeper
beer	beann
bees	seilleanan
beeswax	cèiseagan
beetle	beetle
befall	tighinn
befitting	deiseil
befriend	càirdeas
befuddled	befuddled
beg	dean
beggar	giotàr
begging	a 'creidsinn
begin	tòiseachadh
beginner	tòiseachaidh
beginning	tòiseachadh
beginnings	tòiseachadh
begrudge	begrudge
begun	tòiseachadh
behappy	NO TRANSLATION
behave	giùlan fhèin
behavior	giùlan
behavioral	giùlan
behemoth	behemoth
behest	feuch
behold	feuch
beholden	feuch
beholder	beholder
beige	beige
belated	sgaoileadh
belay	belay
belch	belch
belief	creideamh
believable	creidsinneach
believe	creidsinn
believed	chreidsinn
believer	creidsinn
believing	creidsinn
belittle	brònach
belittled	saoghail
bell	clag
bellboy	clagan
bellhop	s an Ear-Thuath
belligerent	dìoghaltas
bellman	clagman
bellow	bellow
bellows	sneachda
belly	bolg
bellybutton	imleag
bellyful	bòidheach
belong	buinidh
belongings	seilbh
beloved	gràdh
belt	crios
beluga	beluga
bemused	bemuse
bench	beinn
bend	lùb
bender	bender
bending	lùbadh
beneath	fodha
benedictory	beannaichte
benefactor	thabhartas
beneficial	buannachdail
beneficiary	buannachdail
benefit	buannachd
benevolence	buannachd
benevolent	bòidheach
benign	mì-chinnteach
bent	bent
benzene	bèisein
bequeath	bequeath
bequest	dìleab
bereaved	bàsachadh
bereavement	bàsachadh
bereft	sgaoileadh
beret	beret
bergamot	bergamot
berlin	Berlin
berserk	berserk
berth	bobhla
beryllium	beryllium
beseech	beseech
beset	s an Iar-
bestdayever	s an Ear-Thuath
bestfeeling	saoghail
bestfriends	Na caraidean as fheàrr
bestial	saoghail
besties	saighdearan
bestow	saoghail
bestseller	sgaoileadh
bet	geall
beta	beta
betray	brathadh
betrayal	brathadh
betrayed	brathadh
betrothed	a 'rèiteach
betterment	leasachadh
betting	geataichean
betty	saoghail
bevel	beul
beverage	deoch
bevy	bevy
beware	Bi mothachail
bewilder	bewilder
bewildered	sneachda
bewilderment	bewilderment
bias	bias
biased	deiseil
bib	bib
bible	bìoball
biblical	bìoball
bibliography	bibliography
bicarbonate	bicarbonate
bicentennial	dà cheud bliadhna
biceps	biceps
bicker	bocsair
bickering	sneachda
bicolor	bicolor
bicycle	rothair
bid	bid
bidder	tagraiche
bidding	tagradh
bide	NO TRANSLATION
biennial	dà bhliadhna
bier	NO TRANSLATION
bifurcation	bifurcation
big	mòr
bigamy	bigamy
bigday	Dimàirt
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	s an Iar-
bigot	mòr-bhualadh
bigoted	mòr-thionndadh
bigotry	mòr-ghluasad
bike	baidhc
biker	biker
bikini	bikini
bilateral	dà-thaobhach
bilayer	bilayer
bile	bile
bilge	bilge
bilingual	dà-chànanach
bill	bilean
billboard	bòrd
billet	billet
billiard	Billiard
billiards	Billiards
billing	bilean
billion	billean
billionaire	Billionaire
billy	Billy
bimbo	bimbo
bimonthly	dà fhicheadamh bliadhna
bin	bin
binary	dàna
bind	ceangail
binder	ceangail
bindery	ceangail
binding	ceangail
bing	bing
binge	bingeadh
bingo	bingo
binocular	binocular
binoculars	binoculars
binomial	briathrachas
bio	bio
biochemical	bith-cheimigeach
biochemist	bith-cheimigeach
biochemistry	bith-cheimigeachd
biogenesis	biogenesis
biographer	eachdraidh-beatha
biography	eachdraidh
biological	bith-eòlasach
biologist	bith-eòlaiche
biology	bith-eòlas
bionic	bionic
biopsy	biopsy
biosphere	biosphere
bipartite	bipartite
bipolar	bipolar
birch	beithe
bird	eun
birdcage	eòin
birdie	eòin
birdman	eòin
birth	breith
birthday	co-là-breith
birthing	breith
birthmark	ainm breith
birthplace	àite breith
birthright	ceart-breith
bis	NO TRANSLATION
biscuit	briosgaid
bisexual	dà-ghnèitheach
bishop	easbaig
bison	bison
bisque	bisque
bistro	bistro
bit	beagan
bitch	bitch
bitchy	bitchy
bite	bìdeadh
biter	NO TRANSLATION
bitsy	bitsy
bitter	searbh
bitterly	gu searbh
bitterness	searbh
bittersweet	sgaoileadh
bitty	bitty
bitumen	biotag
biweekly	dà-fhichead
biz	biz
bizarre	neònach
blab	sgiob
blabbermouth	sgaoileadh
black	dubh
black snake	nathair dhubh
blackberry	dubh-dubh
blackbird	dubh-dubh
blackboard	bòrd dubh
blacken	dubh
blackface	dubh-dhubh
blackjack	blackjack
blacklist	Liosta dubh
blackmail	ceal dubh
blackmailer	dubh-dubh
blackness	dubh
blackout	dubh-dhubh
blacksmith	gobha
bladder	bladder
blade	lann
blame	coire
blameless	gun chrìochan
bland	bland
blank	bàn
blanket	plaid
blare	air adhart
blase	NO TRANSLATION
blasphemous	a 'blasadachadh
blasphemy	blasphemy
blast	sgaoileadh
blaster	blaster
blastoff	sgaoileadh
blatant	buileach
blather	tha
blaze	sgaoileadh
blazer	blazer
blazing	sneachda
bleach	bleach
bleak	duilich
bleed	bleed
bleeder	sgaoileadh
bleeding	bleeding
bleep	sgaoileadh
blemish	gort
blemished	eucoir
blend	measgachadh
blender	coidseadair
blending	measgachadh
bless	beannaich
blessed	beannaichte
blessing	beannachadh
blessings	beannachdan
bleu	bleu
blight	blight
blighted	sgaoileadh
blimp	blimp
blind	dall
blinded	dall
blindfold	falach
blindfolded	falamh
blinding	blinding
blindly	dall
blindness	dall
blink	blink
blip	blip
bliss	bòidhchead
blissful	bòidheach
blister	blister
blistering	sgaoileadh
blitz	blitz
blizzard	sneachda
bloat	bloat
bloated	blàthachadh
blob	blob
block	bloc
blockade	bacadh
blockage	bacadh
blockbuster	sgaoileadh
blockhead	dùnadh
blog	blog
bloke	bloca
blond	blond
blonde	blonde
blood	fuil
bloodbath	bàthadh fuil
bloodhound	blàthachadh
bloodless	gun fhuil
bloodline	sgaoileadh
bloodshed	falamh fala
bloodshot	sgaoileadh
bloodstream	sruth fala
bloodthirsty	bàis-bàis
bloody	fuilteach
bloom	bloom
bloomers	bloomers
blooming	blooming
blossom	blossom
blot	blot
blotched	sgaoileadh
blotter	blotter
blouse	blouse
blow	sèideadh
blower	sèideadair
blowfish	blowfish
blowing	sèideadh
blowjob	blowjob
blown	sèideadh
blowout	blowout
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	gorm
blue spruce	spruce gorm
blueberry	lobh-bhreac
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	blueprint
blues	blues
bluff	bluff
bluish	bluish
blunder	blunder
blunt	mì-fhortanach
blur	blur
blurred	neònach
blurry	blurry
blurt	blurt
blush	blush
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	torc
board	bòrd
board game	geama-bùird
boarder	NO TRANSLATION
boarding	a 'dol air bòrd
boardroom	seòmar-bùird
boards	bùird
boardwalk	bòrd-bùird
boast	sgaoileadh
boastful	buannachdail
boasting	a 'fulang
boat	bàta
boathouse	taigh-taighe
boating	seòladh
boatload	bàta
boatman	fear-bàta
bobbin	bobbin
bobcat	gach cat
bobsled	saoghail
bode	bode
bodega	bodega
bodice	bodice
bodily	corporra
body	corp
bodyguard	Buidheann-airm
bog	boglach
bogey	bogey
bogeyman	boghayman
bogus	bòidheach
bohemian	bohemian
boil	boil
boiler	boiler
boilerplate	boilerplate
boiling	a 'goil
boisterous	bòidheach
bold	trom
boldness	dìomhaireachd
bollocks	bollocks
bolster	bualadh
bolt	bolt
bolus	bolus
bomb	boma
bombard	bombard
bombardier	bombardier
bombardment	bombardment
bombed	bomadh
bomber	bomber
bombers	bomairean
bombing	bomadh
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	ceangal
bondage	daithead
bonding	ceangal
bonds	bannan
bondsman	neach-taice
bone	cnàimh
bonehead	ceann cnàimh
boner	s an Iar-
bones	cnàmhan
bonfire	teine
bong	bong
bonkers	sneachda
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	bòidheach
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	leabhar
bookcase	leabhran
bookie	leabharie
booking	glèidheadh
bookish	leabhraichean
bookkeeper	neach-glèidhidh leabhraichean
bookkeeping	glèidheadh ​​leabhar
booklet	leabhran
bookmaker	ghlacadair leabhraichean
bookmark	comharra-leabhair
books	leabhraichean
bookseller	leabhraichean
bookshop	bùth leabhraichean
bookstore	Stòr Leabhraichean
bookworm	brat-leabhair
boom	àrdachadh
boomer	boomer
boomerang	boomerang
booming	sìor fhàs
boon	s an Iar-
boooo	NO TRANSLATION
boost	àrdachadh
booster	àrdachadh
boot	buille
booth	bothain
bootleg	saoghail
bootlegger	chiad sreath
boots	brògan
booty	bòidheach
booze	sgaoileadh
bop	bop
bopper	bopper
border	chrìoch
bordering	s an Iar-
borderline	chrìochan
bore	sgaoileadh
boreal	boreal
bored	leam
boredom	tlachd
borer	tùr
boring	ràsanach
born	a rugadh
boron	boron
borough	buirge
borrow	iasad
borrower	iasad
bosom	òr
boss	ceannard
bossy	bossy
boston	Boston
botanical	luibh-eòlais
botanist	luibh-eòlaiche
botany	luibh-eòlas
bother	dragh
bothering	dragh
bottle	botal
bottleneck	cromag
bottling	am botail
bottom	aig a 'bhonn
bottomless	gun bhonn
botulism	botulism
boulder	ulbhag
bounce	fàgail
bouncer	bouncer
bouncy	bòcadh
bound	sgaoileadh
boundary	crìochan
boundless	gun chrìoch
bounds	crìochan
bountiful	bòidhchead
bounty	bounty
bouquet	bouquet
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	bourse
bout	bout
boutique	bùth
bouttime	àm bout
bovine	caoraich
bow	bogha
bowed	sgaoileadh
bowel	caorach
bowels	inbhich
bowl	bobhla
bowler	bòcadair
bowling	bòbhladh
bowls	bobhlaichean
box	bogsa
boxcar	bogsa
boxer	bogsaiche
boxers	bogsairean
boxing	bogsaidh
boy	balach
boycott	boicot
boyfriend	leannan
boyhood	balach
boyish	balach
boysenberry	balach-dubh
bozo	bozo
bra	bra
brace	brace
bracelet	bracelet
braces	brèigean
brachial	brachial
bracket	bracaid
brackets	bracaidean
brackish	buidseach
brad	brad
brag	brag
braid	braid
brain	eanchainn
brainless	eanchainn
brains	brains
brainstorm	stoirm eanchainn
brainwash	brainwash
brainy	eanchainn
brake	breic
bran	bran
branch	meur
branching	branching
brand	sneachda
brandy	brandaidh
brash	brash
brass	pràis
brass knuckle	clòimh pràis
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	gaisgeil
bravery	gaisge
brawl	brawl
brawn	brawn
brazen	sgaoileadh
breach	briseadh
bread	aran
breadth	farsaingeachd
break	briseadh
breakable	sgaoileadh
breakaway	sgaoileadh
breakdown	briseadh sìos
breaker	briseadh
breakers	briseadh
breakfast	bracaist
breaking and entering	briseadh agus a 'dol a-steach
breakingnews	sgaoileadh
breakneck	sgaoileadh
breakthrough	sgaoileadh
breakup	Sgaradh
breast	bràiste
breath	anail
breathe	anail a ghabhail
breather	analach
breathless	gun anail
breathtaking	iongantach
breech	brathadh
breeches	breeches
breed	briod
breeder	briodaidh
breeding	briodachadh
breeze	bratach
breezy	sneachda
brethren	bràithrean
breve	NO TRANSLATION
brevity	breugachd
brew	brew
brewery	taigh-grùide
brewing	brewing
briar	briar
bribe	bribeag
bribery	brìbearachd
brick	bric
bridal	bridal
bride	bean-bainnse
bridegroom	seòmar-bainnse
bridesmaid	bridesmaid
bridge	drochaid
bridle	srian
brief	geàrr
briefcase	mion-bhreac
briefing	fiosrachadh
briefly	goirid
brig	brig
brigade	bràgad
bright	s an Iar-
brighten	sgaoileadh
brightens	sgaoileadh
brighter	nas fheàrr
brightness	sneachda
brilliance	brèagha
brilliant	sgoinneil
brim	brim
brimming	brimming
brimstone	brimstone
brine	sàl
bring	toirt
brink	brìgh
brisk	sgiobalta
brisket	brisket
bristle	bristle
brittle	brònach
bro	bro
broach	broich
broad	farsaing
broadcast	craoladh
broadcasting	craoladh
broaden	leudachadh
broadside	taobh a-muigh
broadsword	sgaoileadh
brocade	brocade
broccoli	broccoli
brochure	leabhran
broil	broil
broke	bhris
broken	briste
brokenheart	NO TRANSLATION
brokenhearted	brònach
broker	broker
brokerage	brògaireachd
bromide	bromide
bronco	bronco
bronze	umha
brooch	bràiste
brood	brògan
brooding	sgoltadh
brook	sruth
broom	broom
broomstick	brògan
broth	broth
brothel	brothel
brother	bràthair
brotherhood	bràithreachas
brotherly	bràthair
brow	brabh
brown	donn
brownstone	brownstone
browse	coimhead
brrr	brrr
bruise	briseadh
bruising	bruiseadh
brunch	brunch
brunette	brunette
brunt	brunt
brush	brush
brutal	brutal
brutality	brutality
brute	brute
brutish	brutish
bubble	bubble
bubbling	bualadh
bubbly	bubbly
bubonic	bubonic
buck	boc
buckaroo	buckaroo
bucket	bucaid
buckle	buckle
buckled	bucail
bucko	bucko
buckshot	buckshot
buckwheat	cuibhlean
bud	bud
buddha	buddha
buddhism	Bùdachais
buddhist	buddhist
budding	sgaoileadh
buddy	buddy
budge	budge
budget	buidseat
buff	buidhe
buffalo	buffalo
buffer	bufair
buffering	buffering
buffet	buffet
buffoon	buffoon
bug	clach
bugaboo	bugaboo
bugged	air a bhriseadh
bugger	sneachda
buggy	clach
bugle	fiadhaich
bugler	sneachda
build	togail
builder	togail
building	togail
buildings	togalaichean
buildup	Tog an àrd
bulb	bulb
bulbous	saoghail
bulge	bualadh
bulimic	bulimic
bulk	mòr
bulkhead	bulkhead
bulky	cruaidh
bull	tarbh
bulldog	bulldog
bulldozer	bualadh
bullet	bullet
bulletin	iris
bulletproof	sgaoileadh
bullfighter	tarbh
bullfrog	tairbh
bullheaded	air a tharraing
bullhorn	tairbh
bullion	taitneach
bullock	tarbh
bullpen	tairbh
bullshit	tairbh
bully	bully
bulwark	bualadh
bum	bum
bumblebee	seillean mòr
bummed	bummed
bummer	bummer
bump	bump
bumper	sàbhaladh
bumpy	bumpy
bun	NO TRANSLATION
bunch	buidheann
bundle	bundle
bungalow	bungalow
bungee	bungee
bunghole	bòidheach
bunion	bunion
bunk	bunc
bunker	bunker
bunkhouse	bun-taigh
bunny	bunny
bunt	bunt
buoy	bòidh
buoyancy	fliuch
buoyant	buadhach
bur	bur
burden	eallach
burdened	eallach
burdensome	eallach
bureau	biùro
bureaucracy	biùrocrasaidh
bureaucrat	biùrocrat
bureaucratic	biùrocratach
burger	burger
burglar	burglar
burglary	burglary
burial	adhlacadh
buried	adhlacadh
burke	burke
burlap	burlap
burlesque	saoghail
burly	s an Iar-
burn	losgadh
burned	losgadh
burner	losgadh
burning	losgadh
burnished	sneachda
burnout	sgaoileadh
burnt	loisgte
burp	burp
burr	bòidheach
burrito	burrito
burro	NO TRANSLATION
burrow	toll
bursary	bursaraidh
burst	sgaoileadh
bury	adhlacadh
bus	bus
busboy	busboy
bush	bush
bushel	bushel
bushy	bòidheach
business	gnìomhachas
business man	NO TRANSLATION
businessman	gnìomhachas
businesswoman	gnìomhachas
busload	busload
buss	buss
bust	bust
busted	busted
buster	bòidheach
bustle	duilich
bustling	fulangach
busy	trang
busybody	busybody
butane	achane
butcher	bùidsear
butler	buidealair
butt	acht
butter	ìm
buttercup	sgiobair
butterfly	dealan-dè
buttermilk	blàthaich
butterscotch	snàimh
buttery	bualadh
buttock	achtag
buttocks	buideagan
button	putan
buttress	bothain
buxom	buxom
buy	ceannach
buyer	ceannaiche
buying	a 'ceannach
buzz	sgaoileadh
buzzard	cladach
buzzed	sgaoileadh
buzzer	buidheadair
buzzing	sgaoileadh
bye	beannachd leat
bygone	air adhart
bylaw	fo lagh
byline	loidhne air loidhne
bypass	seach-rathad
bystander	neach-amhairc
byte	byte
byzantine	leisantine
cab	tagsaidh
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	càl
cabbie	cabbie
cabernet	cabernet
cabin	cabin
cabinet	chaibineat
cable	càball
caboodle	caboodle
caboose	sgaoileadh
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cairbh
caddie	NO TRANSLATION
caddy	cathaidh
cadence	caoidh
cadet	cadet
cafe	caife
cafeteria	cafaidh
caffeine	caffeine
cage	cage
cagey	cagey
cahoots	cahoots
cairn	càrn
cake	cèic
cakewalk	cakewalk
calamari	calamari
calamitous	calamitous
calamity	calamity
calcareous	sgaoileadh
calcium	calcium
calculate	obrachadh a-mach
calculated	air a thomhas
calculating	obrachadh a-mach
calculation	àireamhachadh
calculator	àireamhair
calculus	calculus
calendar	mìosachan
calender	NO TRANSLATION
calf	laogh
caliber	inbhe
calibrate	calibrate
calico	calico
calipers	calpairean
calisthenics	s an Iar-
call	gairm
callback	callback
caller	neach-gairm
calligraphy	gràdh-sgrìobhaidh
calling	gairm
callous	callous
calls	gairm
calm	socair
calming	sàrachadh
calmness	ciùin
caloric	caloric
calorie	calorie
calorimeter	calorimeter
cam	cam
camaraderie	camaraderie
camber	cambair
camcorder	camcorder
camel	camel
cameo	thàinigo
camera	camara
cameraman	camara-camara
camisole	shirt
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	camp
campaign	iomairt
campaigner	iomairt
campaigning	ag iomairt
camper	camper
campfire	fealla-teine
camping	campachadh
campsite	làrach campachaidh
campus	campus
can	urrainn
can opener	dh 'fhosgladh
canal	canàl
canary	canar
cancel	sguir dheth
canceling	a 'dùnadh
cancellation	sguir dheth
cancer	aillse
candid	bòidheach
candidacy	tagradh
candidate	tagraiche
candied	s an Iar-Dheas
candle	coinnle
candlelight	solas coinnle
candles	coinnlean
candlestick	coinnleal
candor	anam
candy	caitheamh
cane	canan
canine	canine
canister	canister
canker	canker
cannabis	cannabis
