Word	ru
beach	пляж
beaches	пляжи
beacon	маяк
bead	шарик
beading	развальцовка
beads	бисер
beady	покрытый капельками
beagle	гончая
beak	клюв
beaker	мерный стакан
beam	луч
beaming	лучезарный
bean	боб
beanbag	погремушка
beanie	шапочка
bear	медведь
bearable	терпимый
beard	борода
bearded	бородатый
bearer	податель
bearing	подшипник
bearings	подшипники
bearish	медвежий
bearskin	медвежья шкура
beast	зверь
beastly	зверский
beat	бить
beaten	избитый
beater	било
beating	битье
beatnik	битник
beau	кавалер
beautification	благоустройство
beautiful	красивая
beautify	украшать
beauty	красота
beaver	бобр
bebop	бибоп
beck	манить
beckon	манить
become	стали
bed	постель
bedding	постельные принадлежности
bedpan	подкладное судно
bedrock	коренная порода
bedroom	Спальня
bedside	прикроватный
bedspread	постельное покрывало
bedtime	время отхода ко сну
bee	пчела
beef	говядина
beefsteak	стейк из говядины
beehive	улей
beep	гудок
beeper	бипер
beer	пиво
bees	пчелы
beeswax	пчелиный воск
beetle	жук
befall	случаться
befitting	подходящий
befriend	помогать
befuddled	озадаченный
beg	очень прошу
beggar	нищий
begging	нищенство
begin	начать
beginner	начинающий
beginning	начало
beginnings	истоки
begrudge	завидовать
begun	начатый
behappy	NO TRANSLATION
behave	вести себя
behavior	поведение
behavioral	поведенческий
behemoth	бегемот
behest	приказание
behold	вот
beholden	признательный
beholder	очевидец
beige	бежевый
belated	запоздалый
belay	отставить
belch	отрыжка
belief	вера
believable	правдоподобно
believe	верить
believed	Считается,
believer	верующий
believing	полагая
belittle	умалить
belittled	принижается
bell	колокол
bellboy	коридорный
bellhop	посыльный
