Word	hi
autobiographical	आत्मकथात्मक
autobiography	आत्मकथा
autocorrect	स्वत: सुधार
autocratic	निरंकुश
autograph	हस्ताक्षर
autographed	हस्ताक्षर
automated	स्वचालित
automatic	स्वचालित
automobile	ऑटोमोबाइल
automotive	मोटर वाहन
autonomy	स्वराज्य
autopilot	ऑटो-पायलट
autopsy	शव परीक्षण
autumn	पतझड़
auxiliary	सहायक
avail	लाभ
availability	उपलब्धता
available	उपलब्ध
avalanche	हिमस्खलन
avarice	लोभ
avatar	अवतार
avenge	बदला लेना
avenger	बदला लेनेवाला
avenging	बदला लेने
avenue	मार्ग
aver	NO TRANSLATION
average	औसत
aversation	NO TRANSLATION
averse	प्रतिकूल
averseness	averseness
aversion	घृणा
avert	टालना
aviary	पक्षीशाल
aviation	विमानन
aviator	हवाबाज़
avid	उत्सुक
avocado	एवोकाडो
avoid	से बचने
avoidance	परिहार
avoiding	परहेज
await	का इंतजार
awake	जाग
awaken	जगाना
awakening	जगाना
award	पुरस्कार
awards	पुरस्कार
aware	अवगत
awareness	जागरूकता
awe	NO TRANSLATION
awed	awed
awesome	बहुत बढ़िया
awesomeness	awesomeness
awestruck	अवाक् हो उठे
awful	भयंकर
awkward	भद्दा
awkwardness	भद्दापन
awning	शामियाना
awry	टेढ़ा
axe	कुल्हाड़ी
axial	अक्षीय
axiom	स्वयंसिद्ध
axiomatic	सिद्ध
axis	एक्सिस
axle	धुरा
ay	ay
aye	सवैदा
azimuth	दिगंश
azure	नीला
babble	प्रलाप
babbling	बड़बड़ा
babe	बच्चा
baboon	लंगूर
baby	बच्चा
babysit	babysit
babysitter	दाई
baccalaureate	स्तर के
baccarat	बैकारेट
bachelor	अविवाहित
bachelorette	कुंवारी
back	वापस
backboard	बैकबोर्ड
backbone	रीड की हड्डी
backdoor	पीछे का दरवाजा
backdrop	पृष्ठभूमि
backer	सरपरस्त
backfire	जवाबी हमला
backgammon	बैकगैमौन
background	पृष्ठभूमि
backhand	बैकहैंड
backhoe	backhoe
backoff	पीछे हटना
backpack	बैग
backpacker	बैकपैकर
backroom	बैकरूम
backseat	पीछे
backside	पीठ
backtrack	देख-भाल करना
backup	बैकअप
backward	पिछड़ा
backwardness	पिछड़ेपन
backwards	पीछे की ओर
backwater	मेड़
backwoods	सुनसार जंगल
backyard	पिछवाड़े
bacon	सूअर का मांस
bacteria	जीवाणु
bacterial	बैक्टीरियल
bacterium	जीवाणु
bad	खराब
badass	बदमाश
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	बिल्ला
badger	बिज्जू
badhabit	NO TRANSLATION
badly	बुरी तरह
badness	बुराई
baffle	चकरा देना
baffled	चकित
bag	बैग
bagel	बैगल
baggage	सामान
baggie	baggie
baggy	ऊलजलूल
bagman	बनिया
bagpipes	बैगपाइप
bail	जमानत
bailiff	कारिदा
bait	चारा
bake	सेंकना
bakery	बेकरी
baking	पकाना
bal	NO TRANSLATION
balance	संतुलन
balanced	संतुलित
balcony	बालकनी
bald	गंजा
balding	गंजेपन
baldy	Baldy
bale	गांठ
balk	मेंड
ball	गेंद
ballad	गाथागीत
ballast	गिट्टी
ballerina	बैले नृत्यकत्री
ballet	बैले
ballgame	गेंद के खेल
ballistic	बैलिस्टिक
ballistics	बोलिस्टीक्स
balloon	गुब्बारा
ballot	मतदान
ballpark	बॉलपार्क
ballplayer	ballplayer
ballpoint	बॉल प्वाइंट
ballroom	बॉलरूम
ballsy	ballsy
balm	बाम
balmy	ख़ुशबूदार
balsam	गुल मेहँदी
balsamic	स्निग्ध
bam	bam
bamboo	बांस
ban	NO TRANSLATION
banana	केला
band	बैंड
bandage	पट्टी
bandanna	NO TRANSLATION
bandit	डाकू
bandstand	चबूतरा
bandwagon	गाड़ी में सवार
bandwidth	बैंडविड्थ
bane	फटकार
bang	धमाके
banger	बैंगर
banish	निर्वासित करना
banished	निर्वासित
banishment	निर्वासन
banister	रेलिंग
banjo	बैंजो
bank	बैंक
banker	बैंकर
banking	बैंकिंग
bankroll	bankroll
bankrupt	दिवालिया
bankruptcy	दिवालियापन
banner	बैनर
banquet	भोज
banshee	banshee
banter	मज़ाक
banzai	NO TRANSLATION
baptism	बपतिस्मा
baptismal	बपतिस्मा
baptize	बपतिस्मा देना
bar	बार
barb	कंटिया
barbarian	जंगली
barbaric	असभ्य
barbarism	असभ्यता
barbecue	बारबेक्यू
barbed	कांटेदार
barber	नाई
barbershop	नाई की दूकान
barbie doll	बार्बी गुड़िया
bard	चारण
bare	नंगा
bareback	लेस्बियन
barefoot	नंगे पाँव
barely	मात्र
barf	barf
bargain	मोल तोल
bargaining	सौदेबाजी
barge	बजरा
baritone	मध्यम आवाज़
barium	बेरियम
bark	छाल
barkeep	barkeep
barks	छाल
barley	जौ
barmaid	मधुबाला
barman	भौजनशाला का नौकर
barn	खलिहान
barnacle	थकानेवाला
barney	बार्नी
barnyard	बाड़े
barometer	बैरोमीटर
baron	बरोन
baroness	बरोनेस
baroque	बारोक
barrack	सेनावास
barracuda	barracuda
barrage	आड़
barred	वर्जित
barrel	बैरल
barren	बंजर
barricade	आड़
barrier	बैरियर
barring	को छोड़कर
barrister	बैरिस्टर
barroom	barroom
barrow	ठेला
bartender	भौजनशाला का नौकर
barter	वस्तु-विनिमय
base	आधार
baseball	बेसबॉल
baseball bat	बेस्बाल का बल्ला
baseboard	baseboard
baseless	निराधार
baseline	आधारभूत
baseman	baseman
basement	तहखाना
bases	अड्डों
bash	दे घुमा के
bashful	संकोची
basic	बुनियादी
basics	मूल बातें
basil	तुलसी
basilica	बासीलीक
basin	घाटी
basis	आधार
bask	गरमाना
basket	टोकरी
basketball	बास्केटबाल
bass	बास
bass guitar	बेस गिटार
basso	NO TRANSLATION
bassoon	अलगोजा
