Word	ig
bankruptcy	ezighi ezi
banner	ọkọlọtọ
banquet	oriri
banshee	banshee
banter	bido
banzai	NO TRANSLATION
baptism	baptism
baptismal	baptism
baptize	baptizim
bar	mmanya
barb	barb
barbarian	onye Igbo
barbaric	ụba
barbarism	nkwarụ
barbecue	ezumike
barbed	barbed
barber	aghara
barbershop	ụlọ ahịa onye ọkpụ isi
barbie doll	mkparịta ụka barbie
bard	bard
bare	enweghị nwa
bareback	bareback
barefoot	ụkwụ efu
barely	enweghị obere
barf	barf
bargain	ahia
bargaining	ahia
barge	ụgbọ mmiri
baritone	baritone
barium	barium
bark	ogbugbo
barkeep	ụlọ nche
barks	barks
barley	ọka bali
barmaid	barmaid
barman	barman
barn	barn
barnacle	oghere
barney	barney
barnyard	barnyard
barometer	barometer
baron	Baron
baroness	baroness
baroque	baroque
barrack	agha
barracuda	barracuda
barrage	ugbo
barred	egbochi
barrel	gbọmgbọm
barren	ada
barricade	barricade
barrier	ihe mgbochi
barring	na-ebugharị
barrister	onye nlekota
barroom	oche
barrow	ọ dị mma
bartender	bartender
barter	na-achọ
base	isi
baseball	baseball
baseball bat	batrị baseball
baseboard	okpokoro ala
baseless	enweghị isi
baseline	akwukwo ndu
baseman	baseman
basement	okpuru ulo
bases	ntọala
bash	bash
bashful	ihe dị mma
basic	isi
basics	isi
basil	basil
basilica	basilica
basin	efere
basis	ndabere
bask	bask
basket	nkata
basketball	basketball
bass	ala
bass guitar	bass guitar
basso	NO TRANSLATION
bassoon	bassoon
bastard	Enwe nne enwe nna
bastarding	bastarding
bastards	bastards
bastion	bastion
bat	bat
batch	ogbe
batching	batching
bate	NO TRANSLATION
bath	bat
bathe	saa ahụ
bathhouse	bathhouse
bathing	ịsa ahụ
bathrobe	uwe ime akwa
bathroom	ime ụlọ ịwụ
bathtub	bathtub
bathymetry	bathymetry
baton	baton
battalion	battalion
batter	batter
battered	battered
battering	na-eti mkpu
battery	batrị
battle	agha
battled	battled
battlefield	agha
battleground	agha
battlements	agha
battleship	agha agha
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	n'ọnụ mmiri
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	bụrụ
beach	osimiri
beaches	osimiri
beacon	mgbama
bead	agba
beading	na-egwu
beads	kporo
beady	obi ojoo
beagle	beagle
beak	onu okuko
beaker	beaker
beam	osisi
beaming	na-egbuke egbuke
bean	agwa
beanbag	beanbag
beanie	beanie
bear	agba
bearable	siri ike
beard	afụ ọnụ
bearded	bearded
bearer	ebu
bearing	ebu
bearings	agba
bearish	beish
bearskin	agbụ
beast	anụ ọhịa
beastly	anụ ọhịa
beat	tie
beaten	kụrụ
beater	beater
beating	eti eti
beatnik	beatnik
beau	mma
beautification	mma
beautiful	mara mma
beautify	chọọ mma
beauty	mma
beaver	onye na-akwa ákwà
bebop	bebop
beck	beck
beckon	beckon
become	ghọọ
bed	akwa
bedding	bedding
bedpan	bedpan
bedrock	bedrock
bedroom	ime ụlọ
bedside	akwa
bedspread	akwa ụra
bedtime	akwa ụra
bee	bee
beef	ehi
beefsteak	beefsteak
beehive	anu ulo
beep	ụda
beeper	beeper
beer	biya
bees	aṅụ
beeswax	beeswax
beetle	ebe
befall	ada
befitting	kwesịrị ekwesị
befriend	bụrụ enyi
befuddled	befuddled
beg	rịọ
beggar	arịọ
begging	na-arịọ
begin	malite
beginner	mmalite
beginning	mmalite
beginnings	mmalite
begrudge	ike
begun	malitere
behappy	NO TRANSLATION
behave	na-akpa àgwà
behavior	omume
behavioral	omume
behemoth	behemoth
behest	behest
behold	lee
beholden	lee
beholder	anya
beige	agba aja aja
belated	enwe obi ụtọ
belay	belay
belch	belch
belief	nkwenye
believable	kwere
believe	kwere
believed	kweere
believer	kwere ekwe
believing	ikwere
belittle	ọ dị mma
belittled	na-ada ada
bell	mgbịrịgba
bellboy	bellboy
bellhop	bellhop
belligerent	belligerent
bellman	bellman
bellow	bellow
bellows	bellow
belly	afọ
bellybutton	ihe ntanetị
bellyful	afọ ojuju
belong	nwe
belongings	ihe
beloved	ndị m hụrụ n'anya
belt	belt
beluga	beluga
bemused	bemused
bench	bench
bend	ehulata
bender	bender
bending	ehulata
beneath	n'okpuru
benedictory	benedictory
benefactor	onye ọrụ ebere
beneficial	bara uru
beneficiary	ndị bara uru
benefit	uru
benevolence	obiọma
benevolent	dị mma
benign	benign
bent	ehicha
benzene	benzene
bequeath	na-eme ya
bequest	njide
bereaved	ndị mmadụ nwụnahụrụ
bereavement	ọnwụ mmadụ
bereft	bereft
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	bido
beryllium	beryllium
beseech	arịọ
beset	gbanye
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	ezi enyi
bestial	kacha mma
besties	besties
bestow	nye onyinye
bestseller	kacha ere
bet	nzọ
beta	beta
betray	ịrara aka
betrayal	aghụghọ
betrayed	raara onwe ya nye
betrothed	mara ya
betterment	mma
betting	ịkụ nzọ
betty	nzọ
bevel	bevel
beverage	ihe ọṅụṅụ
bevy	bevy
beware	lezie anya
bewilder	bewilder
bewildered	enwe nsogbu
bewilderment	nhụsianya
bias	enweghị mmasị
biased	enweghị mmasị
bib	Akwụkwọ
bible	Bible
biblical	Akwụkwọ Nsọ
bibliography	bibliography
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	bickering
bicolor	bicolor
bicycle	igwe
bid	zụọ
bidder	bidder
bidding	ịchọta
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	nnukwu
bigamy	bigamy
bigday	nnukwu ụbọchị
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	nnukwu
bigoted	echekwa
bigotry	nnukwu
bike	igwe kwụ otu ebe
biker	biker
bikini	bikini
bilateral	ọhụụ
bilayer	bilayer
bile	bile
bilge	elu
bilingual	bilingual
bill	ụgwọ
billboard	kaadị
billet	billet
billiard	ọnụ ọgụgụ
billiards	bita
billing	ịgba ụgwọ
billion	ijeri
billionaire	billionaire
billy	na-akwụ ụgwọ
bimbo	bimbo
bimonthly	bimonthly
bin	biini
binary	ọnụọgụ abụọ
bind	kee
binder	nchikota
bindery	na-ekechi
binding	ejide
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	binoculars
binomial	binomial
bio	bio
biochemical	mmiri ọgwụ
biochemist	onye na-ekiri ndi mmadu
biochemistry	nyocha biochemistry
biogenesis	biogenesis
biographer	onye na-ede akụkọ
biography	biography
biological	ndu
biologist	ọkà mmụta ihe banyere ọrịa
biology	usoro ndu
bionic	bionic
biopsy	biopsy
biosphere	biosphere
bipartite	bipartite
bipolar	bipolar
birch	birch
bird	nnunu
birdcage	birdcage
birdie	nnụnụ
birdman	nnụnụ
birth	amụ nwa
birthday	ụbọchị ọmụmụ
birthing	ihe ọ bụla
birthmark	aha nwa
birthplace	ebe omumu
birthright	ọkpara
bis	NO TRANSLATION
biscuit	kukiiki
bisexual	bisexual
bishop	bishọp
bison	bison
bisque	bisque
bistro	bistro
bit	bit
bitch	bitch
bitchy	bitchy
bite	aru
biter	NO TRANSLATION
bitsy	bitsy
bitter	ilu
bitterly	obi ilu
bitterness	obi ilu
bittersweet	dị ụtọ
bitty	bitty
bitumen	bitumen
biweekly	biweekly
biz	biz
bizarre	aru
blab	ụda
blabbermouth	blabbermouth
black	nwa
black snake	nwa agwọ
blackberry	blackberry
blackbird	blackbird
blackboard	ọkpụkpụ
blacken	blacken
blackface	blackface
blackjack	blackjack
blacklist	blacklist
blackmail	ozi
blackmailer	blackmailer
blackness	oji
blackout	ọpụpụ
blacksmith	igwe
bladder	eriri afo
blade	agụba
blame	ụta
blameless	enweghị ntụpọ
bland	bland
blank	blank
blanket	blanket
blare	ụda
blase	NO TRANSLATION
blasphemous	nkwulu
blasphemy	nkwulu
blast	bupu
blaster	blaster
blastoff	blastoff
blatant	dị mma
blather	ọzọ
blaze	enwu
blazer	blazer
blazing	ọkụ
bleach	ịcha ọcha
bleak	adịghị ọcha
bleed	na-acha ọbara ọbara
bleeder	ị na-azụ
bleeding	ọbara ọgbụgba
bleep	bupu
blemish	mmerụ
blemished	adịghị mma
blend	ngwakọta
blender	blender
blending	agwakota
bless	gọzie
blessed	gọzie
blessing	ngọzi
blessings	ngọzi
bleu	blue
blight	blight
blighted	enweghi nsogbu
blimp	blimp
blind	kpuru ìsì
blinded	kpuru ìsì
blindfold	emechi anya
blindfolded	emechi anya
blinding	ndị ìsì
blindly	anya
blindness	ìsì
blink	kpuo
blip	na-agba
bliss	obi ụtọ
blissful	obi ụtọ
blister	ọnya
blistering	ọnya
blitz	blitz
blizzard	blizzard
bloat	na-agbanye
bloated	acha ọkụ
blob	blob
block	mkpọchi
blockade	igbochi
blockage	Mgbochi
blockbuster	nkwụsị
blockhead	akwusi
blog	blog
bloke	bloke
blond	blond
blonde	acha
blood	ọbara
bloodbath	ọbara ọbara
bloodhound	ọbara ọbara
bloodless	enweghị ọbara
bloodline	ọbara ọbara
bloodshed	ịwụfu ọbara
bloodshot	Ọbara ọbara
bloodstream	ọbara ọbara
bloodthirsty	ọbara ọbara
bloody	ọbara
bloom	oge ntoju
bloomers	bloomers
blooming	na-eto eto
blossom	okooko osisi
blot	ehichapụ
blotched	gbanyụọ
blotter	blotter
blouse	ejiji
blow	igbu
blower	blower
blowfish	ụyọkọ
blowing	ịfụ
blowjob	ụfụ
blown	afia
blowout	fụpụ
blowtorch	blowtorch
blubber	kpọnwụ
bluddy	bluddy
blue	acha anụnụ anụnụ
blue spruce	acha anụnụ anụnụ
blueberry	bluberị
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	ụkpụrụ
blues	blues
bluff	bluff
bluish	bluish
blunder	ihe ojoo
blunt	ezighi ezi
blur	blur
blurred	kpariri
blurry	blurry
blurt	blurt
blush	blush
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boar
board	osisi
board game	egwuregwu egwuregwu
boarder	NO TRANSLATION
boarding	ịbanye
boardroom	nbanye
boards	mbadamba
boardwalk	ụgbọ mmiri
boast	na-anya isi
boastful	na-anya isi
boasting	na-anya isi
boat	ụgbọ mmiri
boathouse	boathouse
boating	ụgbọ mmiri
boatload	boatload
boatman	boatman
bobbin	nke ọhụrụ
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	ahụ
body	ahụ
bodyguard	onye nche
bog	bog
bogey	na-agba ume
bogeyman	bogeyman
bogus	bogus
bohemian	bohemian
boil	obụpde
boiler	mmiri ọkụ
boilerplate	windo
boiling	esi esi
boisterous	na-egwu
bold	obi ike
boldness	obi ike
bollocks	bollocks
bolster	kwusi
bolt	ihe mgbochi
bolus	bolus
bomb	bombu
bombard	bombard
bombardier	bombardier
bombardment	bombardment
bombed	bombu
bomber	bombu
bombers	bombu
bombing	bombu
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	njikọ
bondage	n'agbụ
bonding	njikota
bonds	agbụ
bondsman	onye agha
bone	ọkpụkpụ
bonehead	bonehead
boner	boner
bones	ọkpụkpụ
bonfire	bonfire
bong	bong
bonkers	ndị na-eri ego
bonne	NO TRANSLATION
bonnet	bonnet
bonny	ego
bonsai	bonsai
bonus	ego
bony	ego
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	akwukwo
bookcase	akwụkwọ
bookie	akwụkwọ
booking	ntinye akwụkwọ
bookish	akwụkwọ
bookkeeper	onye na-ede akwụkwọ
bookkeeping	ede akwụkwọ
booklet	akwụkwọ nta
bookmaker	onye na-ede akwụkwọ
bookmark	akara edokọbara
books	akwụkwọ
bookseller	onye na-ere akwụkwọ
bookshop	ụlọ akwụkwọ
bookstore	ụlọ ahịa akwụkwọ
bookworm	akwukwo
boom	ọganihu
boomer	boomer
boomerang	boomerang
booming	bido
boon	boon
boooo	NO TRANSLATION
boost	akwalite
booster	booster
boot	buut
booth	ụlọ ntu
bootleg	bootleg
bootlegger	bootlegger
boots	akpụkpọ ụkwụ
booty	ịkwakọrọ
booze	booze
bop	bop
bopper	bopper
border	ókè
bordering	n'akụkụ
borderline	ederede
bore	mụrụ
boreal	ebu
bored	dara ụda
boredom	akpọnwụ
borer	borer
boring	agwụ ike
born	a mụrụ
boron	boron
borough	obodo
borrow	gbaziri
borrower	onye gbaziri ego
bosom	obi
boss	onyeisi
bossy	onyeisi
boston	boston
botanical	botanical
botanist	botanist
botany	botany
bother	nsogbu
bothering	nsogbu
bottle	karama
bottleneck	nkpu
bottling	ịkọ
bottom	ala
bottomless	enweghị ike
botulism	botulism
boulder	boulder
bounce	ibiaghachi
bouncer	bouncer
bouncy	bouncy
bound	agbụ
boundary	ókè
boundless	enweghị njedebe
bounds	agbatị
bountiful	bountiful
bounty	bounty
bouquet	bouquet
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	bourse
bout	aka
boutique	ụlọ ahịa
bouttime	mbido
bovine	bovine
bow	ụta
bowed	kpọ isi ala
bowel	bowel
bowels	obi
bowl	nnukwu efere
bowler	na-atụ egwu
bowling	bowling
bowls	efere
box	igbe
boxcar	igbe
boxer	onye ọkpọ
boxers	ndị na-eti ọkpọ
boxing	ịgba ọkpọ
boy	nwa
boycott	nwata nwoke
boyfriend	enyi nwoke
boyhood	nwata
boyish	nwata
boysenberry	boyenberry
bozo	bozo
bra	bra
brace	ihe nkwado
bracelet	mgbaaka
braces	ihe nkwado
brachial	brachial
bracket	ihe nkwado
brackets	ihe nkwado
brackish	brackish
brad	brad
brag	na-etu ọnụ
braid	obi ike
brain	ụbụrụ
brainless	enweghị ụbụrụ
brains	ụbụrụ
brainstorm	ihe nkwado
brainwash	ụbụrụ
brainy	ụbụrụ
brake	breeki
bran	bran
branch	alaka ụlọ ọrụ
branching	branching
brand	ika
brandy	brandi
brash	nkpuchi
brass	ọla
brass knuckle	ọla kọpa
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	obi ike
bravery	obi ike
brawl	ike
brawn	agba ume
brazen	ọla
breach	mmebi
bread	nri
breadth	obosara
break	agbaji
breakable	nke nwere ike imebi
breakaway	kewapụta
breakdown	gbarie
breaker	nkuku
breakers	ala
breakfast	nri ụtụtụ
breaking and entering	na-agbasa ma na-abanye
breakingnews	agbasa ozi
breakneck	kwatuo
breakthrough	nzere
breakup	gbasaa
breast	ara
breath	ume
breathe	na-eku ume
breather	na-eku ume
breathless	enweghị ume
breathtaking	na-egbuke egbuke
breech	breech
breeches	breeches
breed	ìgwè
breeder	nhazi
breeding	ozuzu
breeze	ikuku
breezy	ikuku
brethren	ụmụnna
breve	NO TRANSLATION
brevity	ike
brew	ime biya
brewery	ụlọ ahịa
brewing	nhazi
briar	briar
bribe	bribe
bribery	bribery
brick	Adobe
bridal	alụmdi na nwunye
bride	nwunye
bridegroom	nwoke na-alụ nwanyị ọhụrụ
bridesmaid	nwa agbọghọ
bridge	akwa
bridle	bridle
brief	nkenke
briefcase	akpa
briefing	nkowa
briefly	nkenke
brig	brig
brigade	brigade
bright	enwu gbaa
brighten	na-enwu
brightens	brightens
brighter	na-enwu gbaa
brightness	enwu
brilliance	na-egbuke egbuke
brilliant	brilliant
brim	brim
brimming	brimming
brimstone	brimstone
brine	brine
bring	weta
brink	brink
brisk	brisk
brisket	brisket
bristle	bristle
brittle	brittle
bro	bro
broach	gbanye
broad	sara mbara
broadcast	mgbasa ozi
broadcasting	mgbasa ozi
broaden	gbasaa
broadside	sara mbara
broadsword	okwu mkpado
brocade	brocade
broccoli	brọkọlị
brochure	broshuọ
broil	broil
broke	mebiri
broken	gbajiri
brokenheart	NO TRANSLATION
brokenhearted	agbajiri obi
broker	onye ahia ahia
brokerage	nzacha
bromide	bromide
bronco	bronco
bronze	ọla
brooch	ncha
brood	brood
brooding	na-atụgharị
brook	brook
broom	broom
broomstick	broomstick
broth	efere
brothel	ụlọ nsọ
brother	nwanne
brotherhood	òtù ụmụnna
brotherly	nwanne
brow	brow
brown	aja aja
brownstone	brownstone
browse	na-agagharị
brrr	brrr
bruise	ọnya
bruising	ọnya
brunch	brunch
brunette	brunette
brunt	brunt
brush	ahịhịa
brutal	obi ọjọọ
brutality	obi ọjọọ
brute	oke
brutish	obi ọjọọ
bubble	afụ
bubbling	na-atụgharị
bubbly	bubbly
bubonic	bubonic
buck	buck
buckaroo	buckaroo
bucket	ịwụ
buckle	mechie
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	bud
buddha	buddha
buddhism	buddhism
buddhist	buddhist
budding	budding
buddy	enyi
budge	budata
budget	mmefu ego
buff	buff
buffalo	buffalo
buffer	echekwa
buffering	buffering
buffet	nkuru aka
buffoon	buffoon
bug	ahụhụ
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	igwe
bugle	bube
bugler	bugler
build	ewu
builder	onye na-ewu ihe
building	ụlọ
buildings	ụlọ
buildup	rụpụta
bulb	bọlbụ
bulbous	bulbous
bulge	bulge
bulimic	elu
bulk	nnukwu
bulkhead	elu
bulky	oke
bull	ehi
bulldog	bulldog
bulldozer	bulldozer
bullet	mgbochi
bulletin	akwukwo ozi
bulletproof	ihe nchebe
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	na-agba isi
bullhorn	bullhorn
bullion	bullion
bullock	nwa ehi
bullpen	bullpen
bullshit	bullshit
bully	emegbu onwe ya
bulwark	elu
bum	bum
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	bump
bumper	bumper
bumpy	bumpy
bun	NO TRANSLATION
bunch	ụyọkọ
bundle	ùkwù
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	nkwonkwo
bunker	bonka
bunkhouse	nkwonkwo
bunny	bunny
bunt	bunt
buoy	buoy
buoyancy	buoyancy
buoyant	mma
bur	bur
burden	ibu
burdened	buru ibu
burdensome	ibu arọ
bureau	ụlọ ọrụ
bureaucracy	bureaucracy
bureaucrat	ụlọ ọrụ
bureaucratic	arụ ọrụ ọchịchị
burger	burger
burglar	osi
burglary	ncha
burial	ili ozu
buried	lie ya
burke	burke
burlap	burlap
burlesque	akpụ
burly	ncha
burn	ọkụ
burned	ọkụ
burner	ọkụ
burning	ọkụ
burnished	ọkụ
burnout	ọkụ
burnt	edifọp
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bursary
burst	agbawa
bury	lie ya
bus	ụgbọ ala
busboy	onye na-abanye
bush	ohia
bushel	ụgbọ ala
bushy	ụgbọ elu
business	azụmahịa
business man	NO TRANSLATION
businessman	onye ọchụnta ego
businesswoman	nwanyị na-achụ nta ego
busload	ụgbọ ala
buss	buss
bust	bust
busted	kwụsịrị
buster	buster
bustle	bustle
bustling	bustling
busy	arụ ọrụ
busybody	onye nlekota oru
butane	maane
butcher	onye na-egbu anụ
butler	onye nhazi
butt	ma
butter	bọta
buttercup	buttercup
butterfly	Nru ububa
buttermilk	bọta
butterscotch	butterscotch
buttery	akpụkpọ ụkwụ
buttock	buttock
buttocks	ọ ga-eme
button	bọtịnụ
buttress	buttress
buxom	buxom
buy	zụta
buyer	onye zụrụ
buying	ịzụ
buzz	buzz
buzzard	igwe
buzzed	buzzed
buzzer	buzzer
buzzing	buzzing
bye	bye
bygone	site na
bylaw	iwu iwu
byline	siteline
bypass	uzo
bystander	n'akụkụ
byte	byte
byzantine	byzantine
cab	cab
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	kabeji
cabbie	cabbie
cabernet	cabernet
cabin	ụlọ
cabinet	ụlọ
cable	USB
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	cadet
cafe	cafe
cafeteria	cafeteria
caffeine	caffeine
cage	cage
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	achicha
cakewalk	achicha
calamari	calamari
calamitous	nsogbu
calamity	ọdachi
calcareous	calcareous
calcium	calcium
calculate	gbakọọ
calculated	gbakọọ
calculating	ịgbakọ
calculation	nhazi
calculator	calculator
calculus	nhazi
calendar	kalenda
calender	NO TRANSLATION
calf	nwa ehi
caliber	na-atụgharị
calibrate	calibrate
calico	calico
calipers	calipers
calisthenics	calisthenics
call	oku
callback	kpọghachi
caller	oku
calligraphy	calligraphy
calling	akpọ
callous	obi ọjọọ
calls	oku
calm	udo
calming	na-egwu
calmness	udo
caloric	caloric
calorie	kalori
calorimeter	calorimeter
cam	cam
camaraderie	ike
camber	camber
camcorder	camcorder
camel	camel
cameo	cameo
camera	igwefoto
cameraman	igwefoto
camisole	camisole
camouflage	nchikọta
camouflaged	NO TRANSLATION
camp	ogige
campaign	mgbasa ozi
campaigner	agha
campaigning	agha
camper	camper
campfire	ọkụ ọkụ
camping	maa ụlọikwuu
campsite	ebe obibi
campus	ulo akwukwo
can	nwere ike
can opener	nwere ike imeghe
canal	canal
canary	canary
cancel	kpochapu
canceling	ịkagbu
cancellation	ịkagbu
cancer	cancer
candid	eziokwu
candidacy	nkwenye
candidate	nwa akwukwo
candied	candied
candle	kandụl
candlelight	kandụl
candles	kandụl
candlestick	oriọna
candor	candor
candy	swiiti
cane	ike
canine	canine
canister	onye na-akwagharị
canker	ike
cannabis	mmanya
canned	mkpọ
cannibal	cannibal
cannibalism	cannibalism
canning	canning
cannon	ụdọ
cannonball	cannonball
canoe	okpu
canon	canon
canonical	ike
canons	canons
canopy	mkpuchi
cantaloupe	kantalup
cantbreathe	NO TRANSLATION
canteen	akwụkwọ nri
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	onye na-akpa ákwà
cantina	cantina
canto	NO TRANSLATION
canton	obodo
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	kwaaji
canvass	NO TRANSLATION
canyon	kaniyon
cap	okpu
capability	ike
