Word	bn
artist	শিল্পী
artiste	NO TRANSLATION
artistic	শিল্পিসুলভ
artistry	কারুকার্য
artists	শিল্পী
artwork	আর্টওয়ার্ক
arty	Arty
asap	যত শীঘ্র সম্ভব
asbestos	অ্যাসবেসটস
ascend	আরোহণ করা
ascendancy	কর্তৃত্ব
ascendant	উদীয়মান
ascending	ঊর্ধ্বগামী
ascension	উত্তরণ
ascent	চড়াই
ascertain	নিরূপণ করা
ascertained	নির্ধারিত
ascetic	তপস্বী
ash	ছাই
ashamed	লজ্জিত
ashes	খাক
ashtray	ছাইদানি
asinine	গর্দভের
ask	জিজ্ঞাসা করা
asleeep	NO TRANSLATION
asleep	ঘুমন্ত
asp	কস্পমান
asparagus	শতমূলী
aspartame	aspartame
aspect	দৃষ্টিভঙ্গি
aspects	দিক
aspen	কস্পমান
asphalt	পিচ
asphyxia	শ্বাসকষ্ট
asphyxiation	শ্বাসরোধের ফলে সৃষ্ট সমস্যা
aspiration	শ্বাসাঘাত
aspire	আকুলভাবে কামনা করা
aspirin	বেদনা শির: পীড়া প্রভৃতির ঔষধবিশেষ
aspiring	উচ্চাকাঙ্ক্ষী
ass	গাধা
assail	প্রাণপণ চেষ্টা করা
assailant	আততীয়
assassin	গুপ্তঘাতক
assassinate	গুপ্তহত্যা করা
assassination	গুপ্তহত্যা
assault	লাঞ্ছনা
assay	পরীক্ষা
assemblage	নিকর
assemble	জড় করা
assembled	একত্র
assembly	সমাবেশ
assemblyman	এসেম্বলির
assent	সম্মতি
assert	জাহির করা
asserting	দাবী
assertion	কথন
assertive	জিদপূর্ণ
assess	পরিমাপ করা
assessment	মূল্যায়ন
assessor	করনির্ধারক
asset	সম্পদ
assets	সম্পদ
asshole	asshole পর্ণ
assign	দায়িত্ব অর্পণ করা
assignee	উকিল
assignment	নিয়োগ
assimilate	হজম করা
assimilation	আত্তীকরণ
assist	সাহায্য
assistance	সহায়তা
assistant	সহায়ক
associate	সহযোগী
association	সংঘ
assorted	হরেক রকম
assortment	রকমারি মাল
assuage	প্রশমিত করা
assume	অনুমান
assumed	অধিকৃত
assuming	অভিমানী
assumption	ধৃষ্টতা
assurance	আশ্বাসন
assure	নিশ্চিত করা
assured	নিশ্চিত
assuredly	নিশ্চয়
asterisk	তারকাচিহ্ন
asteroid	গ্রহাণু
asteroids	গ্রহাণু
asthma	এজমা
asthmatic	হাঁপানিসংক্রান্ত
astigmatism	বিষমদৃষ্টি
astonish	চমত্কৃত করা
astonished	বিস্মিত
astonishing	বিস্ময়কর
astonishingly	NO TRANSLATION
astonishment	আশ্চর্য
astound	বিস্ময়াভিভূত করা
astral	নাক্ষত্রিক
astray	বিপথে
astringent	ধারক
astrologer	জ্যোতিষী
astrology	জ্যোতিষ
astronaut	নভশ্চর
astronomer	জ্যোতিষী
astronomical	জ্যোতির্বিদ্যা-সংক্রান্ত
astronomy	জ্যোতির্বিদ্যা
astute	বিচক্ষণ
asunder	পরস্পর বিচ্ছিন্ন হইয়া
asylum	আশ্রয়
asymmetric	সামঁজস্যহীন
asymmetry	অপ্রতিসাম্য
asymptotic	মধ্যে asymptotic
atelier	শিল্পশালা
atheism	নিরীশ্বরবাদ
atheist	নাস্তিক
atheistic	নিরীশ্বরবাদী
atherosclerosis	অথেরোস্ক্লেরোসিস
athlete	ক্রীড়াবিদ
athletic	ক্রীড়াবিষয়ক
athleticism	পাগল মনোভাব
athletics	শরীরচর্চা
atlas	মানচিত্রাবলী
atmosphere	বায়ুমণ্ডল
atmospheric	বায়ুমণ্ডলীয়
atoll	উপহ্রদপরিবেষ্টক বলয়াকার প্রবালদ্বীপ
atom	পরমাণু
atomic	পারমাণবিক
atone	প্রায়শ্চিত্ত করা
atonement	প্রায়শ্চিত্ত
atpeace	atpeace
atrium	অলিন্দ
atrocious	নৃশংস
atrocity	নৃশংসতা
atrophy	ক্ষয়িষ্ণুতা
attach	জোড়া
attached	সংযুক্ত
attachment	ক্রোক
attack	আক্রমণ
attacker	আক্রমণকারী
attacking	আক্রমণ
attain	সাধা
attainable	লভ্য
attainment	লব্ধি
attempt	প্রয়াস
attempted	চেষ্টা
attend	পরিচর্যা করা
attendance	উপস্থিতি
attendant	চেড়
attention	মনোযোগ
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	অতন্দ্র
attenuate	কৃশ
attenuated	ক্ষয়িত
attenuation	দুর্বলতাসাধণ
attest	প্রত্যায়ন করা
attestation	প্রত্যায়ন
attic	চিলা
attire	বেশভূষা
attitude	মনোভাব
attorney	অ্যাটর্নি
attract	আকর্ষণ
attraction	আকর্ষণ
attractive	আকর্ষণীয়
attractiveness	চটক
attributable	বিশেষণীয়
attribute	গুণ
attribution	আরোপণ
attrition	ক্ষয়
auburn	পিঙ্গল
auction	নিলাম
auctioneer	নিলামে বিক্রয় করা
audacious	দু: সাহসী
audacity	স্পর্ধা
audible	শ্রবণযোগ্য
audience	পাঠকবর্গ
audio	অডিও
audit	নিরীক্ষা
audition	শ্রুতি
auditions	অডিশনের
auditor	নিরীক্ষক
auditorium	মিলনায়তন
auditory	শ্রাবণ
aught	কোন বস্তু
augment	বৃদ্ধি
augmentation	বৃদ্ধি
august	অগাস্ট
aunt	মাসি
auntie	মামি
aura	দেহজ্যোতি
aurora	ঊষা
auspices	পৃষ্ঠপোষকতা
auspicious	সুপ্রসন্ন
austere	উগ্র
austerity	কঠোরতা
authentic	খাঁটি
authenticate	বিশুদ্ধতা প্রমাণ করা
authentication	প্রমাণীকরণ
authenticity	সত্যতা
author	লেখক
authoritative	প্রামাণিক
authority	কর্তৃত্ব
authorization	অনুমোদন
authorize	অনুমোদন করা
authorized	অনুমোদিত
authorship	কৃতি
autism	অটিজম
autistic	প্রতিবন্ধী
auto	স্বয়ংক্রিয়
autobiographical	আত্মজীবনীসংক্রান্ত
autobiography	আত্মজীবনী
autocorrect	স্বতঃ-সংশোধন
autocratic	স্বৈরাচারী
autograph	স্বহস্তে লেখা
autographed	autographed
automated	স্বয়ংক্রিয়
automatic	স্বয়ংক্রিয়
automobile	মোটরগাড়ি
automotive	স্বয়ংচালিত
autonomy	স্বায়ত্তশাসন
autopilot	স্বনির্দেশকারী
autopsy	ময়না
autumn	শরৎ
auxiliary	সহায়ক
avail	উপকার
availability	উপস্থিতি
available	সহজলভ্য
avalanche	ধ্বস
avarice	অর্থলিপ্সা
avatar	অবতার
avenge	উসুল করা
avenger	যে ব্যক্তি প্রতিহিংসা গ্রহণ করে
avenging	প্রতিকর্ম
avenue	প্রশস্ত রাজপথ
aver	NO TRANSLATION
average	গড়
aversation	aversation
averse	বিমুখ
averseness	averseness
aversion	বিরাগ
avert	প্রতিহত করা
aviary	পক্ষিশালা
aviation	বিমানচালনা
aviator	বিমানচালক
avid	ক্ষুধিত
avocado	আভাকাডো
avoid	এড়াতে
avoidance	পরিহার
avoiding	এড়ানো
await	অপেক্ষা করা
awake	জাগ্রত
awaken	জাগ্রত করা
awakening	জাগরণ
award	পুরস্কার
awards	পুরষ্কার
aware	সচেতন
awareness	সচেতনতা
awe	NO TRANSLATION
awed	তত বেশি সশ্রদ্ধ ভয়
awesome	অসাধারণ
awesomeness	বিস্ময়ে
awestruck	দেখে বিস্মিত
awful	ভয়াবহ, আতঙ্কজনক
awkward	বিশ্রী
awkwardness	জবুথবুভাব
awning	শামিয়ানা
awry	টেরা
axe	কুঠার
axial	অক্ষীয়
axiom	স্বত: সিদ্ধ সত্য
axiomatic	স্বত: সিদ্ধ
axis	অক্ষ
axle	অক্ষ
ay	চিরদিনের জন্য
aye	চিরকাল
azimuth	দিগ্বলয়
azure	নভোনীল
babble	কলধ্বনি
babbling	অস্ফুটবাক্
babe	খোকামনি
baboon	বানরজাতীয় প্রাণিবিশেষ
baby	বাচ্চা
babysit	babysit
babysitter	কাজের মেয়ে
baccalaureate	বিশ্ববিদ্যালয়ের স্নাতকোপাধি
baccarat	Baccarat
bachelor	কুমার
bachelorette	অবিবাহিতদের
back	পিছনে
backboard	ব্যাকবোর্ড
backbone	দাঁড়া
backdoor	পিছনের দরজা
backdrop	ব্যাকড্রপ
backer	সমর্থক
backfire	বিপর্যয় ঘটা
backgammon	ব্যাকগ্যামন
background	পটভূমি
backhand	টেনিস খেলায় হাতের পিছন দিকটা সামনে থাকা অবস্থায় মার
backhoe	backhoe
backoff	backoff
backpack	ব্যাকপ্যাক
backpacker	backpacker
backroom	পিছন কামরা
backseat	কলার
backside	পিছন দিক
backtrack	পরিত্যাগ করা
backup	ব্যাকআপ
