Word	gu
assimilation	એકીકરણ
assist	સહાય કરો
assistance	સહાયતા
assistant	મદદનીશ
associate	સહયોગી
association	સંડોવણી
assorted	મિશ્રિત
assortment	ભાત
assuage	આનંદ કરવો
assume	ધારો
assumed	ધારી
assuming	ધારી રહ્યા છીએ
assumption	ધારણા
assurance	ખાતરી
assure	ખાતરી કરો
assured	ખાતરીપૂર્વક
assuredly	નિશ્ચિતપણે
asterisk	ફૂદડી
asteroid	એસ્ટરોઇડ
asteroids	એસ્ટરોઇડ
asthma	અસ્થમા
asthmatic	અસ્થમા
astigmatism	અસ્પષ્ટવાદ
astonish	આશ્ચર્ય પમાડવું
astonished	આશ્ચર્ય
astonishing	આશ્ચર્યકારક
astonishingly	NO TRANSLATION
astonishment	આશ્ચર્ય
astound	આશ્ચર્ય
astral	અપાર્થિવ
astray	કુમાર્ગે
astringent	બંધક
astrologer	જ્યોતિષી
astrology	જ્યોતિષવિદ્યા
astronaut	અવકાશયાત્રી
astronomer	ખગોળશાસ્ત્રી
astronomical	ખગોળશાસ્ત્રીય
astronomy	ખગોળશાસ્ત્ર
astute	ચપળ
asunder	અસ્પષ્ટતા
asylum	આશ્રય
asymmetric	અસમપ્રમાણતા
asymmetry	અસમપ્રમાણતા
asymptotic	અસાઇમ્પ્ટિક
atelier	અટેલિયરમાં
atheism	નાસ્તિકતા
atheist	નાસ્તિક
atheistic	નાસ્તિક
atherosclerosis	એથરોસ્ક્લેરોસિસ
athlete	રમતવીર
athletic	એથલેટિક
athleticism	એથ્લેટિકિઝમ
athletics	એથ્લેટિક્સ
atlas	એટલાસ
atmosphere	વાતાવરણ
atmospheric	વાતાવરણીય
atoll	એટોલ
atom	અણુ
atomic	અણુ
atone	પ્રાયશ્ચિત
atonement	પ્રાયશ્ચિત
atpeace	સ્ટેજ
atrium	કર્ણક
atrocious	ઘાતકી
atrocity	અત્યાચાર
atrophy	કૃશતા
attach	જોડો
attached	જોડાયેલ
attachment	જોડાણ
attack	હુમલો
attacker	હુમલાખોર
attacking	હુમલો
attain	પ્રાપ્તિ
attainable	પ્રાપ્ય
attainment	પ્રાપ્તિ
attempt	પ્રયાસ
attempted	પ્રયાસ કર્યો
attend	હાજર રહેવું
attendance	હાજરી
attendant	પરિચર
attention	ધ્યાન
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	સચેત
attenuate	હળવું
attenuated	એટેન્યુએટેડ
attenuation	સંશ્લેષણ
attest	પ્રમાણિત
attestation	પ્રમાણપત્ર
attic	એટિક
attire	પોશાક
attitude	વલણ
attorney	એટર્ની
attract	આકર્ષિત કરો
attraction	આકર્ષણ
attractive	આકર્ષક
attractiveness	આકર્ષણ
attributable	આભારી
attribute	લક્ષણ
attribution	એટ્રિબ્યુશન
attrition	ઘસારો
auburn	ઔબર્ન
auction	હરાજી
auctioneer	હરાજી કરનાર
audacious	નિષ્ઠુર
audacity	બેશરમી
audible	શ્રાવ્ય
audience	દર્શકો
audio	ઑડિઓ
audit	ઓડિટ
audition	ઑડિશન
auditions	ઓડિશન
auditor	ઓડિટર
auditorium	સભાગૃહ
auditory	શ્રવણ્ય
aught	કોઈ
augment	વધારો
augmentation	વર્ધન
august	ઓગસ્ટ
aunt	કાકી
auntie	આન્ટી
aura	રોગનું લક્ષણ
aurora	ઓરોરા
auspices	આશ્રય
auspicious	શુભ
austere	અસ્થિર
austerity	સાદાઈ
authentic	અધિકૃત
authenticate	પ્રમાણિત કરો
authentication	પ્રમાણીકરણ
authenticity	અધિકૃતતા
author	લેખક
authoritative	અધિકૃત
authority	સત્તા
authorization	અધિકૃતતા
authorize	અધિકૃત કરો
authorized	અધિકૃત
authorship	લેખકત્વ
autism	ઓટિઝમ
autistic	ઓટીસ્ટીક
auto	ઓટો
autobiographical	આત્મકથનાત્મક
autobiography	આત્મકથા
autocorrect	સ્વતઃસુધારો
autocratic	નિરંકુશ
autograph	ઓટોગ્રાફ
autographed	ઓટોગ્રાફ્ડ
automated	સ્વયંચાલિત
automatic	આપોઆપ
automobile	ઓટોમોબાઇલ
automotive	ઓટોમોટિવ
autonomy	સ્વાયત્તતા
autopilot	ઓટોપાયલટ
autopsy	ઓટોપ્સી
autumn	પાનખર
auxiliary	સહાયક
avail	લાભ લો
availability	ઉપલબ્ધતા
available	ઉપલબ્ધ
avalanche	હિમપ્રપાત
avarice	લાલચ
avatar	અવતાર
avenge	વેર વાળવું
avenger	બદલો લેનાર
avenging	બદલો લેવો
avenue	એવન્યુ
aver	NO TRANSLATION
average	સરેરાશ
aversation	NO TRANSLATION
averse	પ્રતિકૂળ
averseness	એકલતા
aversion	અણગમો
avert	ટાળવું
aviary	પક્ષીસંગ્રહસ્થાન
aviation	ઉડ્ડયન
aviator	વિમાનચાલક
avid	ઉત્સુક
avocado	એવોકાડો
avoid	ટાળવા
avoidance	અવગણના
avoiding	અવગણવાની
await	રાહ જોવી
awake	જાગવું
awaken	જાગવું
awakening	જાગૃતિ
award	એવોર્ડ
awards	પુરસ્કારો
aware	પરિચિત
awareness	જાગૃતિ
awe	NO TRANSLATION
awed	awed
awesome	ભયાનક
awesomeness	અદ્ભુતતા
awestruck	ભયાવહ
awful	ભીષણ
awkward	અનાડી
awkwardness	અણઆવડત
awning	ચંદરવો
awry	અવળું
axe	કુહાડી
axial	અક્ષીય
axiom	સ્વયંસેવક
axiomatic	સ્વયંસિદ્ધ
axis	ધરી
axle	એક્સલ
ay	એ
aye	હા
azimuth	અઝીમથ
azure	નીલમ
babble	બડબડાવું
babbling	બકબક
babe	બાળક
baboon	બમ્બૂન
baby	બાળક
babysit	babysit
babysitter	નેની
baccalaureate	છેલ્લી માધ્યમિક શાળાની પરીક્ષા
baccarat	ખાઉધરાપણું
bachelor	બેચલર
bachelorette	બેચલરટેટે
back	પીઠ
backboard	બેકબોર્ડ
backbone	બેકબોન
backdoor	પાછળ નો દરવાજો
backdrop	બેકડ્રોપ
backer	બેકર
backfire	બેકફાયર
backgammon	બેકગેમન
background	પૃષ્ઠભૂમિ
backhand	બેકહેન્ડ
backhoe	બેકહૉ
backoff	પાછા બંધ
backpack	બેકપેક
backpacker	બેકપેકરે
backroom	બેકરૂમ
backseat	બૅકસીટ
backside	બેકસાઇડ
backtrack	બેકટ્રેક
backup	બેકઅપ
backward	પછાત
backwardness	પછાતપણું
backwards	પાછળની તરફ
backwater	બેકવોટર
backwoods	બેકવુડ્સ
backyard	બેકયાર્ડ
bacon	બેકોન
bacteria	બેક્ટેરિયા
bacterial	બેક્ટેરીયલ
bacterium	બેક્ટેરિયમ
bad	ખરાબ
badass	બદમાશ
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	બેજ
badger	બેજર
badhabit	NO TRANSLATION
badly	ખરાબ રીતે
badness	દુષ્ટતા
baffle	અવરોધવું
baffled	ગૂંચવણભર્યું
bag	બેગ
bagel	બેગલ
baggage	સામાન
baggie	બેગી
baggy	ઘેરું
bagman	બેગમેન
bagpipes	બેગપાઇપ્સ
bail	જામીન
bailiff	બેલિફ
bait	લાલચ
bake	ગરમીથી પકવવું
bakery	બેકરી
baking	બાફવું
bal	NO TRANSLATION
balance	સંતુલન
balanced	સંતુલિત
balcony	બાલ્કની
bald	બાલ્ડ
balding	બાલ્ડિંગ
baldy	બાલ્ડી
bale	ગાંસડી
balk	બાલક
ball	બોલ
ballad	લોકગીત
ballast	નીરમ
ballerina	નૃત્યનર્તિકા
ballet	બેલેટ
ballgame	બોલગેમ
ballistic	બેલિસ્ટિક
ballistics	બેલિસ્ટિક્સ
balloon	બલૂન
ballot	મતદાન
ballpark	બોલપાર્ક
ballplayer	બોલપ્લેયર
ballpoint	બોલપૉઇન્ટ
ballroom	બોલરૂમ
ballsy	બોલ્સી
balm	મલમ
balmy	નમ્ર
balsam	ઉપશામક મલમ
balsamic	બબૂલ
bam	બામ
bamboo	વાંસ
ban	NO TRANSLATION
banana	બનાના
band	બેન્ડ
bandage	પાટો
bandanna	NO TRANSLATION
bandit	ડાકુ
bandstand	બેન્ડસ્ટેન્ડ
bandwagon	બૅન્ડવાગન
bandwidth	બેન્ડવિડ્થ
bane	ઝેર
bang	બેંગ
banger	બેન્જર
banish	દેશનિકાલ કરવું
banished	દેશનિકાલ કર્યો
banishment	દેશનિકાલ
banister	બેનિસ્ટર
banjo	બેન્જો
bank	બેંક
banker	બેન્કર
banking	બેંકિંગ
bankroll	બેંકોલ
bankrupt	નાદાર
bankruptcy	નાદારી
banner	બેનર
banquet	ભોજન સમારંભ
banshee	બાન્શી
banter	મશ્કરી કરવી
banzai	NO TRANSLATION
baptism	બાપ્તિસ્મા
baptismal	બાપ્તિસ્મા
baptize	બાપ્તિસ્મા
bar	બાર
barb	બાર્બ
barbarian	જંગલી
barbaric	નિષ્ઠુર
barbarism	જંગલિયત
barbecue	બરબેકયુ
barbed	કાંટાળો
barber	વાળંદ
barbershop	વાળંદ ની દુકાન
barbie doll	બાર્બી ઢીંગલી
bard	બાર્ડ
bare	એકદમ
bareback	બેંગકોક
barefoot	ઉઘાડપગું
barely	ભાગ્યે જ
barf	બાર્ફ
bargain	સોદો
bargaining	સોદાબાજી
barge	બાજ
baritone	બારિટોન
barium	બેરિયમ
bark	છાલ
barkeep	બરકીપ
barks	છાલ
barley	જવ
barmaid	દારૂખાના
barman	બર્મન
barn	કોઠાર
barnacle	બાર્નૅકલ
barney	બૅર્ને
barnyard	ખેતરમાંનું ચોગાન
barometer	બેરોમીટર
baron	બંદર
baroness	ઉમદા
baroque	બેરોક
barrack	બરાક
barracuda	બારાકુડા
barrage	બૅજ
barred	બાધિત
barrel	બેરલ
barren	ઉજ્જડ
barricade	બેરિકેડ
barrier	અવરોધ
barring	સિવાય
barrister	બૅરિસ્ટર
barroom	બારરૂમ
barrow	બેરો
bartender	દારૂ કે નાસ્તાની દુકાનની નોકરડી
barter	વિનિમય
base	પાયો
baseball	બેઝબોલ
baseball bat	બેઝબોલ બેટ
baseboard	બેઝબોર્ડ
baseless	બિનપાયાદાર
baseline	આધારરેખા
baseman	બાસમેન
basement	ભોંયરામાં
bases	પાયા
bash	બાશ
bashful	શરમાળ
basic	પાયાની
basics	મૂળભૂતો
basil	તુલસીનો છોડ
basilica	બેસિલીકા
basin	તટપ્રદેશ
basis	આધાર
bask	બાસ્ક
basket	ટોપલી
basketball	બાસ્કેટબોલ
bass	બાઝ
bass guitar	બાસ ગિતાર
basso	NO TRANSLATION
bassoon	બાસોન
bastard	અમાન્ય
bastarding	શાનદાર
bastards	bastards
bastion	ગઢ
bat	બેટ
batch	બેચ
batching	બેચિંગ
bate	NO TRANSLATION
bath	બાથ
bathe	સ્નાન કરવું
bathhouse	બાથહાઉસ
bathing	સ્નાન
bathrobe	નહાવાના કપડા
bathroom	બાથરૂમ
bathtub	બાથટબ
bathymetry	બાથાઇમેટ્રી
baton	દંડૂકો
battalion	બટાલિયન
