Word	hr
basketball	košarka
bass	bas
bass guitar	bas gitara
basso	NO TRANSLATION
bassoon	fagot
bastard	kopile
bastarding	bastarding
bastards	gadovi
bastion	bedem
bat	šišmiš
batch	serija
batching	doziranje
bate	NO TRANSLATION
bath	kupka
bathe	kupanje
bathhouse	Bathhouse
bathing	kupanje
bathrobe	bade-mantil
bathroom	kupaonica
bathtub	kada
bathymetry	batimetrija
baton	palica
battalion	bataljon
batter	tijesto
battered	pohaban
battering	bič
battery	baterija
battle	bitka
battled	borili
battlefield	bojno polje
battleground	bojište
battlements	kruništa
battleship	vojni brod
batty	udaren
bauble	trica
bawdy	skaradan
bawl	derati
bay	zaljev
bayonet	bajonet
bayou	riječni rukavac
bazaar	bazar
bazooka	bazuka
bday	rođendan
be	biti
beach	plaža
beaches	plaže
beacon	far
bead	perla
beading	nizanje perli
beads	perle
beady	u obliku perle
beagle	zečar
beak	kljun
beaker	pehar
beam	snop
beaming	zračeći
bean	grah
beanbag	beanbag
beanie	Beanie
bear	snositi
bearable	podnošljiv
beard	brada
bearded	bradat
bearer	nosilac
bearing	ležaj
bearings	ležajevi
bearish	medvjedast
bearskin	medvjeđa koža
beast	zvijer
beastly	životinjski
beat	pobijediti
beaten	tučen
beater	gonič
beating	bijenje
beatnik	bitnik
beau	dečko
beautification	uljepšavanje
beautiful	lijep
beautify	uljepšati
beauty	ljepota
beaver	dabar
bebop	Bebop
beck	Beck
beckon	dati znak
become	postati
bed	krevet
bedding	krevetnina
bedpan	noša
bedrock	temelj
bedroom	spavaća soba
bedside	dulja strana kreveta
bedspread	prekrivač
bedtime	vrijeme spavanja
bee	pčela
beef	govedina
beefsteak	goveđi odrezak
beehive	košnica
beep	zvučni signal
beeper	biper
beer	pivo
bees	pčele
beeswax	vosak
beetle	buba
befall	zadesiti
befitting	pristajući
befriend	sprijateljiti se
befuddled	zbunjen
beg	prositi
beggar	prosjak
begging	prosjačenje
begin	početi
beginner	početnik
beginning	početak
beginnings	počeci
begrudge	zavidjeti
begun	počela
behappy	NO TRANSLATION
behave	ponašati
behavior	ponašanje
behavioral	ponašanja
behemoth	ogromna životinja
behest	zavjet
behold	pogledati
beholden	dužan
beholder	gledalac
beige	bež
belated	zakasnio
belay	Belay
belch	podrigivanje
belief	vjerovanje
believable	vjerojatan
believe	vjerovati
believed	vjerovao
believer	vjernik
believing	vjerujući
belittle	omalovažiti
belittled	omalovažavan
bell	zvono
bellboy	portir
bellhop	nosač
belligerent	ratoboran
bellman	gradski čuvar
bellow	derati se
bellows	mijeh
belly	trbuh
bellybutton	pupak
bellyful	dovoljna količina
belong	pripadati
belongings	stvari
beloved	dragi
belt	pojas
beluga	Beluga
bemused	udubljen u misli
bench	klupa
bend	zavoj
bender	terevenka
bending	savijanje
beneath	ispod
benedictory	blagosloven
benefactor	dobrotvor
beneficial	blagotvoran
beneficiary	korisnik
benefit	korist
benevolence	dobronamjernost
benevolent	dobronamjeran
benign	benigni
bent	savijen
benzene	benzol
bequeath	zavještati
bequest	zaostavština
bereaved	ucviljen
bereavement	težak gubitak
bereft	lišeni
beret	beretka
bergamot	bergamota
berlin	Berlin
berserk	mahnit
berth	ležaj
beryllium	berilijum
beseech	moliti
beset	opsjedati
bestdayever	najbolji dan ikad
bestfeeling	bestfeeling
bestfriends	najbolji prijatelji
bestial	zvjerski
besties	najbolji prijatelji
bestow	darovati
bestseller	najprodavaniji
bet	kladiti se
beta	beta
betray	izdati
betrayal	izdaja
betrayed	izdao
betrothed	zaručnica
betterment	poboljšanje
betting	kladionica
betty	Betty
bevel	nagib
beverage	piće
bevy	jato
beware	čuvati
bewilder	zbuniti
bewildered	zbunjen
bewilderment	zbunjenost
bias	prednapon
biased	pristran
bib	portikla
bible	Biblija
biblical	biblijski
bibliography	bibliografija
bicarbonate	bikarbonat
bicentennial	dvjestagodišnjica
biceps	biceps
bicker	prepirati se
bickering	svađe
bicolor	bicolor
bicycle	bicikl
bid	ponuda
bidder	kupac
bidding	ponuda
bide	NO TRANSLATION
biennial	dvogodišnjica
bier	NO TRANSLATION
bifurcation	bifurkacija
big	velik
bigamy	bigamija
bigday	veliki dan
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	Bighorn
bigmouth	velika usta
bigot	čovjek pun predrasuda
bigoted	netrpeljiv
bigotry	netrpeljivost
bike	bicikl
biker	biciklist
bikini	bikini
bilateral	bilateralan
bilayer	dvoslojna
bile	žuč
bilge	oteći
bilingual	bilingvalni
bill	račun
billboard	pano
billet	klada
billiard	biljarski
billiards	biljar
billing	naplate
billion	milijardi
billionaire	milijarder
billy	štap
bimbo	bimbo
bimonthly	časopis koji izlazi svaka dva mjeseca
bin	kanta
binary	binarni
bind	vezati
binder	vezač
bindery	knjigoveznica
binding	vezivanje
bing	bing
binge	lumperajka
bingo	bingo
binocular	stalak kompasa
binoculars	dvogled
binomial	binomni
bio	bio
biochemical	biokemijski
biochemist	biokemičar
biochemistry	biokemija
biogenesis	biogeneza
biographer	biograf
biography	biografija
biological	biološki
biologist	biolog
biology	biologija
bionic	veoma snažan
biopsy	biopsija
biosphere	biosfera
bipartite	bipartitni
bipolar	bipolarni
birch	breza
bird	ptica
birdcage	kavez za ptice
birdie	ptičica
birdman	ptičar
birth	rođenja
birthday	rođendan
birthing	rađanje
birthmark	biljeg
birthplace	mjesto rođenja
birthright	pravo prvorodstva
bis	NO TRANSLATION
biscuit	biskvit
bisexual	biseksualan
bishop	biskup
bison	bizon
bisque	čorba
bistro	bistro
bit	bit
bitch	kuja
bitchy	kurvinski
bite	gristi
biter	NO TRANSLATION
bitsy	Bitsy
bitter	gorak
bitterly	ogorčeno
bitterness	gorčina
bittersweet	gorko-slatko
bitty	Bitty
bitumen	bitumen
biweekly	dvonedjeljni
biz	biz
bizarre	bizaran
blab	izbrbljati
blabbermouth	blabbermouth
black	crno
black snake	crna zmija
blackberry	kupina
blackbird	kos
blackboard	ploča
blacken	ocrniti
blackface	blackface
blackjack	mješina
blacklist	staviti na crnu listu
blackmail	ucjena
blackmailer	ucjenjivač
blackness	crnilo
blackout	zamračenje
blacksmith	Kovač
bladder	mjehur
blade	oštrica
blame	krivica
blameless	besprijekoran
bland	blag
blank	prazan
blanket	pokrivač
blare	trubiti
blase	NO TRANSLATION
blasphemous	bogohulan
blasphemy	bogohuljenje
blast	eksplozija
blaster	blaster
blastoff	poletjeti
blatant	kreštav
blather	brbljanje
blaze	plamen
blazer	lak sako
blazing	gorući
bleach	izbjeljivač
bleak	pust
bleed	krvariti
bleeder	onaj koji krvari
bleeding	krvarenje
bleep	škripati
blemish	nedostatak
blemished	blemished
blend	mješavina
blender	miješalica
blending	miješanje
bless	blagosloviti
blessed	blažen
blessing	blagoslov
blessings	blagoslovi
bleu	bleu
blight	medljika
blighted	blighted
blimp	balon
blind	slijep
blinded	zaslijepljen
blindfold	povez preko očiju
blindfolded	vezanih očiju
blinding	zaslijepljenost
blindly	slijepo
blindness	slijepilo
blink	treptati
blip	prikaz na ekranu radara
bliss	blaženstvo
blissful	blažen
blister	žulj
blistering	žestok
blitz	iznenadan napad
blizzard	mećava
bloat	naduti se
bloated	otečen
blob	grumenčić
block	blok
blockade	blokada
blockage	blokiranje
blockbuster	blockbuster
blockhead	glupan
blog	blog
bloke	čovjek
blond	plavokos
blonde	plavuša
blood	krv
bloodbath	krvoproliće
bloodhound	krvosljednik
bloodless	blijed
bloodline	krvna linija
bloodshed	krvoproliće
bloodshot	zakrvavljen
bloodstream	krvotok
bloodthirsty	krvožedan
bloody	krvav
bloom	cvijet
bloomers	ženske sportske hlače
blooming	procvat
blossom	cvijet
blot	mrlja
blotched	blotched
blotter	piskaralo
blouse	bluza
blow	udarac
blower	puhač
blowfish	Blowfish
blowing	puhanje
blowjob	blowjob
blown	otpuhan
blowout	ispuhati
blowtorch	aparat za zavarivanje
blubber	ridati
bluddy	bluddy
blue	plava
blue spruce	plava smreka
blueberry	borovnica
bluebird	plava ptica
bluegrass	bluegrass
bluejay	Bluejay
blueprint	plan
blues	bluz
bluff	blef
bluish	plavkast
blunder	zabuna
blunt	tup
blur	zamagliti
blurred	zamagljen
blurry	mutno
blurt	izvaliti
blush	rumenilo
blushing	crvenjenje
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	vepar
board	odbor
board game	igra na ploči
boarder	NO TRANSLATION
boarding	ukrcaj
boardroom	boardroom
boards	ploče
boardwalk	riva
boast	hvalisati se
boastful	hvalisav
boasting	razmetanje
boat	čamac
boathouse	Boathouse
boating	vožnja čamcem
boatload	gomilu
boatman	lađar
bobbin	kalem
bobcat	ris
bobsled	bob
bode	slutiti
bodega	mješovita roba
bodice	prsluk
bodily	tjelesan
body	tijelo
bodyguard	tjelohranitelj
bog	močvara
bogey	bauk
bogeyman	bauk
bogus	prividan
bohemian	boemski
boil	kuhati
boiler	kotao
boilerplate	predloženi
boiling	ključanje
boisterous	bučan
bold	odvažan
boldness	smjelost
bollocks	jaja
bolster	jastuk
bolt	vijak
bolus	bolus
bomb	bomba
bombard	bombardovati
bombardier	bombarder
bombardment	bombardovanje
bombed	bombardirali
bomber	bombarder
bombers	bombaši
bombing	bombardovnje
bombshell	bomba
bonanza	izvor bogatstva
bonbon	NO TRANSLATION
bond	veza
bondage	ropstvo
bonding	lijepljenje
bonds	okovi
bondsman	jamac
bone	kost
bonehead	glupan
boner	neuspjeh
bones	kosti
bonfire	lomača
bong	Bong
bonkers	lud
bonne	NO TRANSLATION
bonnet	hauba
bonny	prijatan
bonsai	bonsai
bonus	bonus
bony	koščat
boo	izviždati
boob	sisa
booby	glupan
booger	booger
boogeyman	bauk
boogie	Promatranje
book	knjiga
bookcase	polica za knjige
bookie	kladioničar
booking	rezerviranje
bookish	knjiški
bookkeeper	knjigovođa
bookkeeping	knjigovodstvo
booklet	knjižica
bookmaker	kladioničar
bookmark	bookmark
books	knjige
bookseller	knjižar
bookshop	knjižara
bookstore	knjižara
bookworm	knjiški moljac
boom	uspon
boomer	kolac
boomerang	bumerang
booming	gromak
boon	blagodat
boooo	NO TRANSLATION
boost	pojačati
booster	pojačavač
boot	čizma
booth	štand
bootleg	sara
bootlegger	švercer
boots	čizme
booty	plijen
booze	alkoholno piće
bop	BOP
bopper	Bopper
border	granica
bordering	pogranično
borderline	granica
bore	bušotina
boreal	sjeverni
bored	dosadno
boredom	dosada
borer	bušilica
boring	dosadan
born	rođen
boron	bor
borough	varoš
borrow	posuditi
borrower	dužnik
bosom	grudi
boss	šef
bossy	zapovjednički
boston	Boston
botanical	botanički
botanist	botaničar
botany	botanika
bother	gnjaviti
bothering	muči
bottle	boca
bottleneck	usko grlo
bottling	punjenje flaša
bottom	dno
bottomless	bez dna
botulism	botulizam
boulder	stijena
bounce	odskakivati
bouncer	izbacivač
bouncy	elastičan
bound	granica
boundary	granica
boundless	bezgraničan
bounds	granica
bountiful	darežljiv
bounty	nagrada
bouquet	buket
bourbon	burbon
bourgeois	buržujski
bourgeoisie	buržoazija
bourse	burza
bout	nastup
boutique	butik
bouttime	NO TRANSLATION
bovine	volovski
bow	nakloniti se
bowed	nakloni
bowel	crijevo
bowels	crijeva
bowl	zdjela
bowler	polucilindar
bowling	kuglanje
bowls	bokali
box	kutija
boxcar	teretni vagon
boxer	bokser
boxers	boksači
boxing	boks
boy	dječak
boycott	bojkot
boyfriend	dečko
boyhood	djetinjstvo
boyish	dječački
boysenberry	boysenberry
bozo	Božo
bra	grudnjak
brace	potpora
bracelet	narukvica
braces	proteza
brachial	brahijalnog
bracket	zagrada
brackets	zagrade
brackish	slankast
brad	ekser bez glave
brag	hvalisati
braid	pletenica
brain	mozak
brainless	bez pameti
brains	mozak
brainstorm	ideja
brainwash	isprati mozak
brainy	pametan
brake	kočnica
bran	mekinje
branch	podružnica
branching	grananje
brand	marka
brandy	rakija
brash	drzak
brass	mesing
brass knuckle	mjedenog rukavca
brassiere	grudnjak
brat	derište
bratwurst	bratwurst
bravado	razmetanje hrabrošću
brave	hrabar
bravery	hrabrost
brawl	svađa
brawn	mišićavost
brazen	mesingan
breach	kršenje
bread	kruh
breadth	širina
break	pauza
breakable	loman
breakaway	Breakaway
breakdown	kvar
breaker	prekidač
breakers	prekidači
breakfast	doručak
breaking and entering	razbijanje i ulazak
breakingnews	breakingnews
breakneck	opasan
breakthrough	proboj
breakup	prekinuti
breast	grudi
breath	dah
breathe	disati
breather	predah
breathless	bez daha
breathtaking	uzbudljiv
breech	stražnjica
breeches	hlače
breed	vrsta
breeder	odgajivač
breeding	rasplod
breeze	povjetarac
breezy	vjetrovit
brethren	braća
breve	NO TRANSLATION
brevity	kratkoća
brew	skuhati
brewery	pivara
brewing	varenje
briar	trn
bribe	mito
bribery	podmićivanje
brick	cigla
bridal	vjenčan
bride	nevjesta
bridegroom	mladoženja
bridesmaid	djeveruša
bridge	most
bridle	zauzdati
brief	kratak
briefcase	aktovka
briefing	informiranje
briefly	kratko
brig	brig
brigade	brigada
bright	svijetao
brighten	razvedriti
brightens	posvjetljuje
brighter	svjetlije
brightness	svjetlost
brilliance	sjaj
brilliant	sjajan
brim	obod
brimming	prepun
brimstone	sumpor
brine	rasol
bring	donijeti
brink	rub
brisk	žustar
brisket	prsa
bristle	čekinja
brittle	lomljiv
bro	buraz
broach	ražanj
broad	širok
broadcast	emitiranje
broadcasting	radiodifuzija
broaden	proširiti
broadside	bok broda
broadsword	sablja sa širokim sječivom
brocade	brokat
broccoli	brokula
brochure	brošura
broil	svađa
broke	razbio
broken	slomljen
brokenheart	NO TRANSLATION
brokenhearted	slomljenog srca
broker	posrednik
brokerage	posredništvo
bromide	bromid
bronco	divlji konj
bronze	bronza
brooch	broš
brood	leglo
brooding	razmišljanje
brook	potok
broom	metla
broomstick	držak metle
broth	bujon
brothel	javna kuća
brother	brat
brotherhood	bratstvo
brotherly	bratski
brow	obrva
brown	smeđ
brownstone	brownstone
browse	pretraživati
brrr	Brrr
bruise	modrica
bruising	modrica
brunch	užina
brunette	crnka
brunt	težište
brush	četka
brutal	brutalan
brutality	brutalnost
brute	zvijer
brutish	životinjski
bubble	mjehurić
bubbling	mjehurića
bubbly	šampanjac
bubonic	bubonski
buck	mužjak
buckaroo	buckaroo
bucket	kanta
buckle	kopča
buckled	izvijen
bucko	siledžija
buckshot	sačma
buckwheat	heljda
bud	pupoljak
buddha	Buda
buddhism	budizam
buddhist	budistički
budding	pupljenje
buddy	prijatelj
budge	mrdnuti
budget	budžet
buff	polirati
buffalo	bizon
buffer	pufer
buffering	poliranje
buffet	bife
buffoon	lakrdijaš
bug	buba
bugaboo	bauk
bugged	prislušni
bugger	momak
buggy	lud
bugle	vojnička truba
bugler	truba
build	izgraditi
builder	graditelj
building	zgrada
buildings	građevine
buildup	izgraditi
bulb	žarulja
bulbous	loptast
bulge	oticati
bulimic	bulimije
bulk	Glavnina
bulkhead	pregrada
bulky	glomazan
bull	bik
bulldog	buldog
bulldozer	buldožer
bullet	metak
bulletin	bilten
bulletproof	neprobojan
bullfighter	borac s bikovima
bullfrog	Bullfrog
bullheaded	bullheaded
bullhorn	megafon
bullion	poluga
bullock	vol
bullpen	bullpen
bullshit	sranje
bully	zlostavljati
bulwark	bedem
bum	tumaralo
bumblebee	bumbar
bummed	bummed
bummer	nešto neprijatno
bump	džomba
bumper	branik
bumpy	neravan
bun	NO TRANSLATION
bunch	mnogo
bundle	paket
bungalow	bungalov
bungee	bungee
bunghole	bunghole
bunion	čukalj
bunk	ležaj
bunker	bunker
bunkhouse	bunkhouse
bunny	zeka
bunt	guranje
buoy	plutača
buoyancy	plovnost
buoyant	plovan
bur	čičak
burden	teret
burdened	opterećen
burdensome	tegoban
bureau	zavod
bureaucracy	birokratija
bureaucrat	birokrata
bureaucratic	birokratski
burger	hamburger
burglar	provalnik
burglary	provala
burial	pokop
buried	pokopan
burke	ugušiti
burlap	juta
burlesque	burleska
burly	krupan
burn	spaliti
burned	spaljen
burner	plamenik
burning	spaljivanje
burnished	polirana
burnout	izgorjeti
burnt	izgorio
burp	podrigivati
burr	zvr
burrito	Burrito
burro	NO TRANSLATION
burrow	jazbina
bursary	Bursary
burst	prasak
bury	pokopati
bus	autobus
busboy	NO TRANSLATION
bush	grm
bushel	bušel
bushy	grmovit
business	poslovanje
business man	NO TRANSLATION
businessman	biznismen
businesswoman	NO TRANSLATION
busload	busload
buss	poljubac
bust	poprsje
busted	uhvaćen
buster	buster
bustle	žuriti
bustling	užurban
busy	zaposlen
busybody	nametljivac
butane	butan
butcher	mesar
butler	batler
butt	kundak
butter	maslac
buttercup	ljutić
butterfly	leptir
buttermilk	mlaćenica
butterscotch	butterscotch
buttery	mastan
buttock	stražnjica
buttocks	zadnjica
button	dugme
buttress	poduprijeti
buxom	jedra
buy	kupiti
buyer	kupac
buying	kupovina
buzz	zujati
buzzard	mišar
buzzed	brujao
buzzer	zvučni signal
buzzing	zujanje
bye	Pozdrav
bygone	davni
bylaw	zakon
byline	potpis autora
bypass	zaobići
bystander	posmatrač
byte	bajt
byzantine	Bizant
cab	taksi
cabal	smutnja
cabana	kabana
cabaret	kabare
cabbage	kupus
cabbie	taksist
cabernet	cabernet
cabin	kabina
cabinet	ormar
cable	kabel
caboodle	caboodle
caboose	posljednji vagon teretnog voza
cabriolet	kabriolet
cache	predmemorija
cacophony	kakofonija
cactus	kaktus
cad	gad
cadaver	lješ
caddie	NO TRANSLATION
caddy	sluga golfskog igrača
cadence	kadenca
cadet	kadet
cafe	kafić
cafeteria	kafeterija
caffeine	kofein
cage	kavez
cagey	snalažljiv
cahoots	ortaštvu
cairn	Cairn
cake	torta
cakewalk	prosto kao pasulj
calamari	lignje
calamitous	porazan
calamity	nesreća
calcareous	vapnenačka
calcium	kalcijum
calculate	izračunati
calculated	izračunati
calculating	računanje
calculation	računanje
calculator	kalkulator
calculus	račun
calendar	kalendar
calender	NO TRANSLATION
calf	tele
caliber	kalibar
calibrate	kalibrirati
calico	platno
calipers	kliješta
calisthenics	gimnastika
call	poziv
callback	uzvratiti poziv
caller	pozivatelja
calligraphy	kaligrafija
calling	zvanje
callous	zadebljao
calls	pozivi
calm	smiriti
calming	umirujući
calmness	smirenost
caloric	kaloričan
calorie	kalorija
calorimeter	kalorimetar
cam	breg
camaraderie	drugarstvo
camber	nadvišenje
camcorder	kamkorder
camel	deva
cameo	kameja
camera	fotoaparat
cameraman	kamerman
camisole	potkošulja
camouflage	kamuflaža
camouflaged	NO TRANSLATION
camp	kamp
campaign	kampanja
campaigner	učesnik kampanje
campaigning	kampanja
camper	kamper
campfire	logorska vatra
camping	kampiranje
campsite	kamp
campus	kampus
can	limenka
can opener	Otvarač limenki
canal	kanal
canary	kanarinka
cancel	otkazati
canceling	otkazivanje
cancellation	otkazivanje
cancer	Rak
candid	iskren
candidacy	kandidatura
candidate	kandidat
candied	kandiran
candle	svijeća
candlelight	sumrak
candles	svijeće
candlestick	svijećnjak
candor	iskrenost
candy	bombon
cane	štap
canine	pasji
canister	kanister
