Word	eu
bastion	gotorleku
bat	Bat
batch	sorta
batching	batching
bate	NO TRANSLATION
bath	bainu
bathe	bainatu
bathhouse	bathhouse
bathing	bainurako
bathrobe	bainu
bathroom	bainugela
bathtub	bainuontzia
bathymetry	batimetria
baton	lekukoa
battalion	batailoi
batter	arrautza
battered	tratu
battering	battering
battery	bateria
battle	borroka
battled	battled
battlefield	gudu
battleground	BATTLEGROUND
battlements	almenak
battleship	gerra
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	badia
bayonet	baioneta
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	izan
beach	hondartza
beaches	hondartzak
beacon	faroa
bead	bead
beading	beading
beads	aleak
beady	beady
beagle	beagle
beak	moko
beaker	ontzia
beam	habe
beaming	beaming
bean	babarrun
beanbag	beanbag
beanie	beanie
bear	bear
bearable	Gizon
beard	bizarra
bearded	bizardun
bearer	eramaile
bearing	eragin
bearings	errodamenduak
bearish	bearish
bearskin	bearskin
beast	piztia
beastly	nazkagarri
beat	beat
beaten	jipoitu
beater	irabiagailua
beating	taupadak
beatnik	beatnik
beau	beau
beautification	beautification
beautiful	ederra
beautify	beautify
beauty	edertasuna
beaver	Beaver
bebop	bebop
beck	beck
beckon	beckon
become	bihurtu
bed	ohea
bedding	ohe
bedpan	bedpan
bedrock	bedrock
bedroom	logela
bedside	gau-
bedspread	bedspread
bedtime	oheratu
bee	erlea
beef	txahala
beefsteak	beefsteak
beehive	erlauntza
beep	beep
beeper	beeper
beer	garagardo
bees	erleak
beeswax	beeswax
beetle	beetle
befall	befall
befitting	befitting
befriend	befriend
befuddled	befuddled
beg	beg
beggar	eskale
begging	eskean
begin	hasiko
beginner	hasiberri
beginning	hasita
beginnings	hasieratik
begrudge	begrudge
begun	hasia
behappy	NO TRANSLATION
behave	portatzen
behavior	jokabidea
behavioral	jokabidearen
behemoth	behemoth
behest	eskatuta
behold	hará
beholden	beholden
beholder	beholder
beige	beige
belated	Belate
belay	aseguratu era
belch	belch
belief	sinesmen
believable	sinesgarria
believe	uste
believed	uste
believer	sinestuna
believing	sinesteko
belittle	gutxiesten
belittled	belittled
bell	bell
bellboy	bellboy
bellhop	bellhop
belligerent	beligerante
bellman	Bellman
bellow	Tontxu
bellows	hauspoa
belly	sabela
bellybutton	bellybutton
bellyful	bellyful
belong	sartzen
belongings	ondasunak
beloved	maitearen
belt	gerriko
beluga	beluga
bemused	bemused
bench	bankuaren
bend	bihurgune
bender	bender
bending	okertuz
beneath	azpian
benedictory	benedictory
benefactor	ongile
beneficial	onuragarria
beneficiary	onuraduna
benefit	Prestazioa
benevolence	benevolence
benevolent	benevolent
benign	Benigno
bent	tolestuta
benzene	bentzeno
bequeath	bequeath
bequest	bequest
bereaved	Desconsolados
bereavement	Gentza
bereft	bereft
beret	txapel
bergamot	bergamota
berlin	berlin
berserk	berserk
berth	berth
beryllium	berilioa
beseech	erregututzen
beset	beset
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	lagun minak
bestial	bestial
besties	besties
bestow	ematen
bestseller	salduena
bet	apustu
beta	beta
betray	betray
betrayal	traizioa
betrayed	traizioa
betrothed	betrothed
betterment	hobetzeko
betting	apustuak
betty	betty
bevel	alaka
beverage	edarien
bevy	bevy
beware	kontuz
bewilder	ahozabalik
bewildered	aztoratu
bewilderment	harridura
bias	bias
biased	Batzuen
bib	dortsala
bible	biblia
biblical	bibliako
bibliography	bibliografia
bicarbonate	bikarbonato
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	bickering
bicolor	bicolor
bicycle	bizikleta
bid	eskaintza
bidder	Lizitatzaileen
bidding	lizitazio
bide	NO TRANSLATION
biennial	bi urtez behin
bier	NO TRANSLATION
bifurcation	bidegurutzea
big	big
bigamy	bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	bigoted
bigotry	bigotry
bike	bizikleta
biker	biker
bikini	bikini
bilateral	aldebiko
bilayer	bilayer
bile	behazun
bilge	Bilge
bilingual	elebiduna
bill	faktura
billboard	cartelera
billet	Billet
billiard	billar
billiards	billar
billing	fakturazio
billion	milioi
billionaire	billionaire
billy	billy
bimbo	bimbo
bimonthly	bimensual
bin	bin
binary	binary
bind	bind
binder	loki
bindery	bindery
binding	loteslea
bing	Bing
binge	binge
bingo	bingo
binocular	binokularra
binoculars	prismatikoak
binomial	binomial
bio	bio
biochemical	biokimikoa
biochemist	biokimikaria
biochemistry	biokimika
biogenesis	biogenesia
biographer	biografo
biography	biografia
biological	biologikoa
biologist	biologo
biology	biologia
bionic	bionikoa
biopsy	biopsia
biosphere	biosfera
bipartite	bipartite
bipolar	bipolarra
birch	urki
bird	txori
birdcage	birdcage
birdie	birdie
birdman	Birdman
birth	jaiotza
birthday	urtebetetze
birthing	birthing
birthmark	birthmark
birthplace	jaioterria
birthright	birthright
bis	NO TRANSLATION
biscuit	gaileta
bisexual	bisexual
bishop	gotzain
bison	bison
bisque	bisque
bistro	bistro
bit	pixka
bitch	puta
bitchy	bitchy
bite	kosk
biter	NO TRANSLATION
bitsy	bitsy
bitter	mingotsak
bitterly	bitterly
bitterness	gorrotorik
bittersweet	gazi-gozoa
bitty	bitty
bitumen	betun
biweekly	tarako
biz	biz
bizarre	Eulate
blab	blab
blabbermouth	blabbermouth
black	beltza
black snake	beltza suge
blackberry	masusta
blackbird	zozo
blackboard	arbel
blacken	blacken
blackface	blackface
blackjack	blackjack
blacklist	Zerrenda beltza
blackmail	xantaia
blackmailer	blackmailer
blackness	Beltza hobeto
blackout	itzalaldi
blacksmith	errementari
bladder	maskuriko
blade	pala
blame	errua
blameless	errugabe
bland	bland
blank	hutsik
blanket	manta
blare	blare
blase	NO TRANSLATION
blasphemous	blasphemous
blasphemy	blasphemy
blast	eztanda
blaster	Blaster
blastoff	BlastOff
blatant	blatant
blather	blather
blaze	Blaze
blazer	Albistur
blazing	moldatuko
bleach	lixiba
bleak	latz
bleed	mozketa
bleeder	bleeder
bleeding	hemorragia
bleep	bleep
blemish	akats
blemished	blemished
blend	nahasketa
blender	irabiagailuan
blending	blending
bless	bedeinkatuko
blessed	bedeinkatua
blessing	bedeinkazioa
blessings	bedeinkatzeko
bleu	bleu
blight	blight
blighted	blighted
blimp	blimp
blind	itsua
blinded	itsutu
blindfold	antifaz
blindfolded	begiak itxita
blinding	blinding
blindly	blindly
blindness	itsutasun
blink	keinu
blip	blip
bliss	zorion
blissful	zoragarri
blister	blister
blistering	blistering
blitz	blitz
blizzard	Blizzard
bloat	bloat
bloated	bloated
blob	blob
block	bloke
blockade	blokeoa
blockage	blockage
blockbuster	blockbuster
blockhead	blockhead
blog	Bloga
bloke	bloke
blond	ilehoria
blonde	rubia
blood	odol
bloodbath	bloodbath
bloodhound	bloodhound
bloodless	bloodless
bloodline	Azpilkueta
bloodshed	bloodshed
bloodshot	bloodshot
bloodstream	odolean
bloodthirsty	basatia
bloody	odoltsua
bloom	Bloom
bloomers	bloomers
blooming	blooming
blossom	lorea
blot	blot
blotched	blotched
blotter	blotter
blouse	blusa
blow	kolpe
blower	blower
blowfish	blowfish
blowing	Herrigintza
blowjob	blowjob
blown	pizten
blowout	blowout
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	urdinak
blue spruce	urdina spruce
blueberry	Blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	BLUEJAY
blueprint	plana
blues	blues
bluff	Baladrón
bluish	urdin
blunder	blunder
blunt	contundente
blur	lausotzea
blurred	lausotu
blurry	lausoak
blurt	blurt
blush	blush
blushing	gorritu
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	basurdea
board	taula
board game	mahai-jokoa
boarder	NO TRANSLATION
boarding	barnetegi
boardroom	bilera-gela
boards	batzordeak
boardwalk	boardwalk
boast	harro
boastful	boastful
boasting	harrotuz
boat	txalupa
boathouse	boathouse
boating	boating
boatload	boatload
boatman	Marinel
bobbin	bobbin
bobcat	BOBCAT
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	gorputzeko
body	body
bodyguard	bizkarzain
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	akastunak
bohemian	bohemiar
boil	irakiten
boiler	galdaragintza
boilerplate	boilerplate
boiling	irakiten
boisterous	boisterous
bold	lodia
boldness	ausardiaz
bollocks	bollocks
bolster	indartzeko
bolt	Bolt
bolus	bolus
bomb	bonba
bombard	bonbarda
bombardier	Bombardier
bombardment	bonbardaketa
bombed	bonbardatu
bomber	bomber
bombers	Bombers
bombing	bonbardaketa
bombshell	bombshell
bonanza	Bonanza
bonbon	NO TRANSLATION
bond	fidantza
bondage	bondage
bonding	bonding
bonds	bonu
bondsman	bondsman
bone	hezur
bonehead	bonehead
boner	boner
bones	hezurrak
bonfire	sua
bong	Bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	Boogeyman
boogie	boogie
book	liburu
bookcase	bookcase
bookie	bookie
booking	erreserba
bookish	bookish
bookkeeper	bookkeeper
bookkeeping	bookkeeping
booklet	liburuxka
bookmaker	bookmaker
bookmark	laster-marka
books	liburuak
bookseller	liburu-denda
bookshop	liburudenda
bookstore	liburu-denda
bookworm	BookWorm
boom	boom
boomer	boomer
boomerang	boomerang
booming	indartsua
boon	Boon
boooo	NO TRANSLATION
boost	bultzada
booster	booster
boot	boot
booth	kabina
bootleg	bootleg
bootlegger	BOOTLEGGER
boots	botak
booty	Botín
booze	booze
bop	bop
bopper	Bopper
border	mugatik
bordering	mugan
borderline	borderline
bore	bore
boreal	boreal
bored	aspertuta
boredom	boredom
borer	Barrenariak
boring	aspergarria
born	Born
boron	boron
borough	Plazatik
borrow	maileguan
borrower	mailegariaren
bosom	altzoan
boss	boss
bossy	bossy
boston	boston
botanical	botanikoa
botanist	botanikari
botany	botanika
bother	traba
bothering	bothering
bottle	botila
bottleneck	botila
bottling	ontziratzeko
bottom	behean
bottomless	hondorik
botulism	botulism
boulder	boulder
bounce	errebote
bouncer	bouncer
bouncy	bouncy
bound	lotu
boundary	muga
boundless	mugarik
bounds	mugetatik
bountiful	bountiful
bounty	sariaren
bouquet	lore-sorta
bourbon	bourbon
bourgeois	burges
bourgeoisie	burgesiak
bourse	bourse
bout	bout
boutique	boutique
bouttime	NO TRANSLATION
bovine	behi
bow	brankan
bowed	makurtu
bowel	kolon
bowels	barrena
bowl	katilu
bowler	bowler
bowling	bolo
bowls	kaikuak
box	box
boxcar	boxcar
boxer	boxeolari
boxers	boxeolariak
boxing	boxeoa
boy	mutil
boycott	boikot
boyfriend	mutil-laguna
boyhood	boyhood
boyish	boyish
boysenberry	boysenberry
bozo	Bozo
bra	bra
brace	giltza
bracelet	eskumuturreko
braces	giltza
brachial	brachial
bracket	parentesi
brackets	parentesi
brackish	gazikara
brad	brad
brag	brag
braid	braid
brain	garuna
brainless	brainless
brains	garunak
brainstorm	brainstorm
brainwash	Brainwash
brainy	brainy
brake	balazta
bran	bran
branch	adar
branching	adarkatze
brand	marka
brandy	brandy
brash	trebe
brass	brass
brass knuckle	letoizko knuckle
brassiere	bularretako
brat	brat
bratwurst	Bratwurst motako
bravado	bravado
brave	ausartak
bravery	ausardia
brawl	brawl
brawn	Brawn
brazen	brazen
breach	urratzen
bread	ogia
breadth	zabalera
break	break
breakable	breakable
breakaway	ihesaldian
breakdown	matxura
breaker	breaker
breakers	uhin
breakfast	gosaria
breaking and entering	hautsi eta sartu
breakingnews	breakingnews
breakneck	Breakneck
breakthrough	aurrerapauso
breakup	apurtu
breast	bularreko
breath	arnasa
breathe	arnasa
breather	breather
breathless	Arnasa
breathtaking	harrigarriak
breech	breech
breeches	galtza
breed	badihardute
breeder	obtentor
breeding	hazkuntza
breeze	Haizeak
breezy	poliki
brethren	anaiei
breve	NO TRANSLATION
brevity	Laburtasunari
brew	Brew
brewery	garagardotegia
brewing	brewing
briar	BRIAR
bribe	eroskeria
bribery	eroskeria
brick	brick
bridal	Ezkonberrien
bride	andregaia
bridegroom	bridegroom
bridesmaid	bridesmaid
bridge	zubi
bridle	brida
brief	laburra
briefcase	maleta
briefing	briefing
briefly	laburki
brig	brig
brigade	brigada
bright	distiratsua
brighten	alaitzeko
brightens	alaitu
brighter	hobearen
brightness	distira
brilliance	distira
brilliant	bikain
brim	brim
brimming	gainezka
brimstone	brimstone
brine	gatzun
bring	ekarri
brink	zorian
brisk	brisk
brisket	brisket
bristle	gingil
brittle	hauskorra
bro	bro
broach	BROACH
broad	zabal
broadcast	broadcast
broadcasting	batzean
broaden	zabaldu
broadside	broadside
broadsword	broadsword
brocade	brokatu
broccoli	brokolia
brochure	liburuxka
broil	broil
broke	hautsi
broken	hondatutako
brokenheart	NO TRANSLATION
brokenhearted	brokenhearted
broker	Agente
brokerage	bitartekaritza
bromide	bromuroa
bronco	Bronco
bronze	brontzezko
brooch	brooch
brood	Brood
brooding	brooding
brook	erreka
broom	erratza
broomstick	broomstick
broth	salda
brothel	brothel
brother	anaia
brotherhood	senidetasun
brotherly	anai
brow	kopeta
brown	marroiak
brownstone	brownstone
browse	nabigatzen
brrr	Brrr
bruise	bruise
bruising	bruising
brunch	brunch
brunette	brunette
brunt	brunt
brush	eskuila
brutal	brutal
brutality	basakeria
brute	brute
brutish	brutish
bubble	burbuila
bubbling	bubbling
bubbly	bubbly
bubonic	bubonic
buck	Buck
buckaroo	BUCKAROO
bucket	ontzi
buckle	buckle
buckled	buckled
bucko	bucko
buckshot	Buckshot
buckwheat	buckwheat
bud	Bud
buddha	Buda
buddhism	budismoa
buddhist	budista
budding	budding
buddy	buddy
budge	mugitu
budget	aurrekontua
buff	buff
buffalo	bufalo
buffer	buffer
buffering	buferra
buffet	buffet
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	eraikitzeko
builder	eraikitzailea
building	eraikin
buildings	eraikinak
buildup	eraiki
bulb	bonbilla
bulbous	erraboildun
bulge	bulge
bulimic	bulimic
bulk	solteko
bulkhead	bulkhead
bulky	tamaina handiko
bull	zezen
bulldog	bulldog
bulldozer	bulldozer
bullet	bala
bulletin	buletina
bulletproof	bulletproof
bullfighter	torero
bullfrog	Bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	bullion
bullock	zekorra
bullpen	bullpen
bullshit	bullshit
bully	bully
bulwark	bulwark
bum	bum
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	topo
bumper	Bumper
bumpy	bumpy
bun	NO TRANSLATION
bunch	mordo
bundle	dirutza
bungalow	bungalow
bungee	zubi
bunghole	bunghole
bunion	bunion
bunk	litera
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	bunt
buoy	Buia
buoyancy	buoyancy
buoyant	enaren
bur	bur
burden	zama
burdened	zama
burdensome	burdensome
bureau	bureau
bureaucracy	burokrazia
bureaucrat	bureaucrat
bureaucratic	burokratikoa
burger	burger
burglar	rateros
burglary	Lapurreta
burial	ehorzketa
buried	ehortzi
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	erre
burned	erre
burner	erregailu
burning	erretzea
burnished	burnished
burnout	erre
burnt	erre
burp	BURP
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	Burrow
bursary	bursary
burst	lehertu
bury	lurperatu
bus	bus
busboy	NO TRANSLATION
bush	zuhaixka
bushel	bushel
bushy	bushy
business	negozio
business man	NO TRANSLATION
businessman	enpresaburua
businesswoman	NO TRANSLATION
busload	busload
buss	buss
bust	bustoa
busted	Pukas
buster	Buster
bustle	zalapartan
bustling	zaratatsu
busy	lanpetuta
busybody	busybody
butane	butano
butcher	harakin
butler	Butler
butt	ipurdia
butter	gurina
buttercup	buttercup
butterfly	tximeleta
buttermilk	buttermilk
butterscotch	butterscotch
buttery	gantzatsua
buttock	buttock
buttocks	ipurmasailean
button	botoia
buttress	buttress
buxom	buxom
buy	erosi
buyer	erosleak
buying	erosten
buzz	buzz
buzzard	zapelatz
buzzed	burrunbaka
buzzer	buzzer
buzzing	buzzing
bye	bye
bygone	bygone
bylaw	bylaw
byline	byline
bypass	saihesbidea
bystander	bystander
byte	byte
byzantine	bizantziar
cab	taxia
cabal	Cabal
cabana	cabana
cabaret	kabareta
cabbage	aza
cabbie	cabbie
cabernet	cabernet
cabin	kabina
cabinet	kabinete
cable	kable
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	kadentzia
cadet	kadete
cafe	cafe
cafeteria	kafetegian
caffeine	kafeina
cage	kaiola
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	tarta
cakewalk	Cakewalk
calamari	calamari
calamitous	calamitous
calamity	calamity
calcareous	kare
calcium	kaltzioa
calculate	kalkulatu
calculated	kalkulatu
calculating	kalkulatzeko
calculation	Kalkulu
calculator	kalkulagailu
calculus	kalkulu
calendar	egutegi
calender	NO TRANSLATION
calf	txahal
caliber	kalibrea
calibrate	kalibratu
calico	CALICO
calipers	calipers
calisthenics	calisthenics
call	deiaren
callback	callback
caller	deitzailearen
calligraphy	kaligrafia
calling	deituz
callous	hoiek
calls	deiak
calm	bare
calming	lasaigarri
calmness	lasaitasuna
caloric	kaloria
calorie	kaloria
calorimeter	kalorimetro
cam	cam
camaraderie	adiskidetasuna
camber	camber
camcorder	kamera
camel	gamelu
cameo	cameo
camera	kamera
cameraman	kameralaria
camisole	camisole
camouflage	mozorrotzea
camouflaged	NO TRANSLATION
camp	camp
campaign	kanpaina
campaigner	campaigner
campaigning	kanpaina
camper	camper
campfire	campfire
camping	camping
campsite	kanpinaren
campus	campus
can	ahal
can opener	lata irekitzailea
canal	canal
canary	Kanariar
cancel	bertan behera
canceling	bertan behera utzi
cancellation	baliogabetzeko
cancer	minbizia
candid	laño
candidacy	hautagaitza
candidate	hautagai
candied	konfitatuak
candle	kandela
candlelight	Kandelen
candles	kandelak
candlestick	candlestick
candor	candor
candy	goxokiak
cane	kanabera
canine	txakurren
canister	canister
canker	canker
cannabis	cannabis
canned	kontserbak
cannibal	cannibal
cannibalism	kanibalismoa
canning	kontserba
cannon	kanoi
cannonball	Gol
canoe	piragua
canon	canon
canonical	kanonikoak
canons	kanonak
canopy	Puente
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	jantokia
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	canton
cantstandit	cantstandit
cantwin	cantwin
canvas	mihise
canvass	NO TRANSLATION
canyon	arroila
cap	txano
capability	gaitasun
capable	gai
capacity	ahalmen
cape	kapa
caper	caper
capillary	kapilarra
capital	hiriburu
capitalism	kapitalismo
capitalist	kapitalistaren
capitalize	larriz
capitals	hiriburuetan
capitation	capitation
capitol	Capitol
capitulation	kapitulatu
cappuccino	kaputxino
caprice	apeta
capricious	bitxiak
caps	txapelak
capslock	BlokMaius
capsule	kapsula
captain	kapitainak
caption	epigrafe
captivate	liluratzen
captivating	liluragarria
captive	Gatibu
captivity	gatibu
captor	captor
capture	capture
car	autoa
caramel	Carmelo
carat	kilateko
caravan	karabana
carbon	karbono
carburetor	carburetor
carcass	carcass
carcinoma	kartzinoma
card	txartela
cardboard	kartoizko
cardiac	bihotz
cardigan	Cardigan
cardinal	kardinal
cardiologist	kardiologoarekin
cardiology	Kardiologia
