Word	pl
barefoot	boso
barely	ledwo
barf	barf
bargain	okazja
bargaining	negocjacje
barge	barka
baritone	baryton
barium	bar
bark	szczekać
barkeep	barkeep
barks	szczeka
barley	jęczmień
barmaid	barmanka
barman	barman
barn	stodoła
barnacle	biurokrata
barney	Barney
barnyard	gumno
barometer	barometr
baron	baron
baroness	baronowa
baroque	barokowy
barrack	barak
barracuda	barakuda
barrage	zapora
barred	zabroniony
barrel	beczka
barren	jałowy
barricade	barykada
barrier	bariera
barring	z wyjątkiem
barrister	adwokat
barroom	barroom
barrow	kurhan
bartender	barman
barter	frymarczenie
base	baza
baseball	baseball
baseball bat	kij baseball'owy
baseboard	listwa przypodłogowa
baseless	bezpodstawny
baseline	linia podstawowa
baseman	bazowy
basement	piwnica
bases	podstawy
bash	grzmotnąć
bashful	wstydliwy
basic	podstawowy
basics	podstawy
basil	bazylia
basilica	bazylika
basin	basen
basis	podstawa
bask	wygrzać się
basket	kosz
basketball	Koszykówka
bass	bas
bass guitar	gitara basowa
basso	NO TRANSLATION
bassoon	fagot
bastard	drań
bastarding	bękarty
bastards	drani
bastion	bastion
bat	nietoperz
batch	partia
batching	dozowanie
bate	NO TRANSLATION
bath	kąpiel
bathe	kąpać
bathhouse	łaźnia
bathing	kąpielowy
bathrobe	szlafrok
bathroom	łazienka
bathtub	wanna
bathymetry	batymetria
baton	pałeczka
battalion	batalion
batter	rzadkie ciasto
battered	poobijany
battering	taranowanie
battery	bateria
battle	bitwa
battled	walczył
battlefield	pole bitwy
battleground	pole bitwy
battlements	blank
battleship	okręt wojenny
batty	zwariowany
bauble	cacko
bawdy	sprośny
bawl	wywrzaskiwać
bay	zatoka
bayonet	bagnetowy
bayou	zalewisko
bazaar	bazar
bazooka	bazooka
bday	urodziny
be	być
beach	plaża
beaches	plaże
beacon	latarnia morska
bead	koralik
beading	beading
beads	sieczka
beady	paciorkowaty
beagle	pies gończy
beak	dziób
beaker	zlewka
beam	Belka
beaming	rozpromieniony
bean	fasola
beanbag	worek fasoli
beanie	czapka bez daszka
bear	Niedźwiedź
bearable	znośny
beard	zarost
bearded	brodaty
bearer	okaziciel
bearing	łożysko
bearings	namiar
bearish	niedźwiedzi
bearskin	skóra niedźwiedzia
beast	bestia
beastly	nieludzki
beat	bić
beaten	bity
beater	trzepak
beating	bicie
beatnik	beatnik
beau	amant
beautification	upiększanie
beautiful	piękny
beautify	upiększać
beauty	piękno
beaver	bóbr
bebop	bebop
beck	skinienie
beckon	kiwać
become	stają się
bed	łóżko
bedding	pościel
bedpan	basen dla chorego
bedrock	podłoże skalne
bedroom	sypialnia
bedside	łoże boleści
bedspread	narzutka
bedtime	pora snu
bee	pszczoła
beef	wołowina
beefsteak	stek wołowy
beehive	ul
beep	brzęczyk
beeper	samolot bezzałogowy
beer	piwo
bees	pszczoły
beeswax	wosk
beetle	chrząszcz
befall	zdarzać się
befitting	przystało
befriend	zaprzyjaźnić się z
befuddled	oszołomiony
beg	błagać
beggar	żebrak
begging	żebranie
begin	zaczynać
beginner	początkujący
beginning	początek
beginnings	początki
begrudge	pozazdrościć
begun	zaczął
behappy	NO TRANSLATION
behave	zachować się
behavior	zachowanie
behavioral	behawioralny
behemoth	potwór
behest	rozkaz
behold	ujrzeć
beholden	zobowiązany
beholder	obserwator
beige	beżowy
belated	spóźniony
belay	asekurować
belch	ziać
belief	wiara
believable	wiarygodne
believe	uwierzyć
believed	uwierzyli
believer	Wierny
believing	wierząc
belittle	bagatelizować
belittled	umęczony
bell	dzwon
bellboy	goniec hotelowy
bellhop	goniec hotelowy
belligerent	wojujący
bellman	herold
bellow	poniżej
bellows	miechy
belly	brzuszek
bellybutton	pępek
bellyful	sytość
belong	należeć
belongings	dobytek
beloved	ukochany
belt	pas
beluga	Beluga
bemused	otumaniony
bench	ławka
bend	zakręt
bender	giętarka
bending	pochylenie się
beneath	pod
benedictory	błogosławieństwo
benefactor	dobroczyńca
beneficial	korzystny
beneficiary	beneficjant
benefit	zasiłek
benevolence	życzliwość
benevolent	życzliwy
benign	łagodny
bent	zgięty
benzene	benzen
bequeath	zapisać
bequest	zapis
bereaved	pogrążony w smutku
bereavement	żałoba
bereft	pozbawiony
beret	beret
bergamot	bergamota
berlin	Berlin
berserk	szał
berth	kuszetka
beryllium	beryl
beseech	błagać
beset	oblężony
bestdayever	bestdayever
bestfeeling	najlepsze uczucie
bestfriends	najlepsi przyjaciele
bestial	bestialski
besties	besties
bestow	obdarzyć
bestseller	bestseller
bet	Zakład
beta	beta
betray	zdradzać
betrayal	zdrada
betrayed	zdradzony
betrothed	narzeczony
betterment	doskonalenie
betting	zakłady
betty	Betty
bevel	ukos
beverage	napój
bevy	grono
beware	strzec się
bewilder	dezorientować
bewildered	oszołomiony
bewilderment	oszołomienie
bias	stronniczość
biased	stronniczy
bib	śliniaczek
bible	Biblia
biblical	biblijny
bibliography	bibliografia
bicarbonate	dwuwęglan
bicentennial	dwóchsetletni
biceps	biceps
bicker	sprzeczać się
bickering	sprzeczka
bicolor	dwubarwny
bicycle	rower
bid	oferta
bidder	oferent
bidding	licytacja
bide	NO TRANSLATION
biennial	dwuletni
bier	NO TRANSLATION
bifurcation	rozwidlenie
big	duży
bigamy	bigamia
bigday	wielki dzień
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	duży róg
bigmouth	duże usta
bigot	bigot
bigoted	zajadły
bigotry	bigoteria
bike	rower
biker	rowerzysta
bikini	bikini
bilateral	dwustronny
bilayer	dwuwarstwowy
bile	żółć
bilge	wybrzuszenie beczki
bilingual	dwujęzyczny
bill	rachunek
billboard	billboard
billet	polano
billiard	bilard
billiards	bilard
billing	dane do faktury
billion	miliard
billionaire	miliarder
billy	menażka
bimbo	bimbo
bimonthly	dwumiesięczny
bin	kosz
binary	dwójkowy
bind	wiązać
binder	spoiwo
bindery	introligatornia
binding	wiążący
bing	bing
binge	birbantka
bingo	bingo
binocular	obuoczny
binoculars	lornetka
binomial	dwumianowy
bio	bio
biochemical	Biochemiczne
biochemist	biochemik
biochemistry	biochemia
biogenesis	biogeneza
biographer	biograf
biography	biografia
biological	biologiczny
biologist	biolog
biology	biologia
bionic	bioniczny
biopsy	biopsja
biosphere	biosfera
bipartite	dwustronny
bipolar	dwubiegunowy
birch	brzozowy
bird	ptak
birdcage	klatka
birdie	ptaszyna
birdman	birdman
birth	narodziny
birthday	urodziny
birthing	poród
birthmark	piętno
birthplace	miejsce urodzenia
birthright	pierworództwo
bis	NO TRANSLATION
biscuit	Herbatnik
bisexual	biseksualny
bishop	biskup
bison	bizon
bisque	for
bistro	bistro
bit	kawałek
bitch	suka
bitchy	łajdacki
bite	gryźć
biter	NO TRANSLATION
bitsy	bitsy
bitter	gorzki
bitterly	gorzko
bitterness	gorycz
bittersweet	słodko-gorzki
bitty	bitty
bitumen	bitum
biweekly	dwutygodniowy
biz	biz
bizarre	dziwaczny
blab	paplać
blabbermouth	blabbermouth
black	czarny
black snake	czarny wąż
blackberry	jeżyna
blackbird	kos
blackboard	tablica szkolna
blacken	oczerniać
blackface	czarna twarz
blackjack	maczuga
blacklist	czarna lista
blackmail	szantaż
blackmailer	szantażysta
blackness	czerń
blackout	zaciemnienie
blacksmith	kowal
bladder	pęcherz
blade	nóż
blame	winić
blameless	nienaganny
bland	mdłe
blank	pusty
blanket	koc
blare	grzmieć
blase	NO TRANSLATION
blasphemous	bluźnierczy
blasphemy	bluźnierstwo
blast	podmuch
blaster	blaster
blastoff	blastoff
blatant	krzykliwy
blather	blather
blaze	płomień
blazer	blezer
blazing	płonący
bleach	wybielacz
bleak	posępny
bleed	krwawić
bleeder	hemofilik
bleeding	krwawienie
bleep	bleep
blemish	skaza
blemished	skaził
blend	mieszanka
blender	mikser
blending	mieszanie
bless	błogosławić
blessed	błogosławiony
blessing	błogosławieństwo
blessings	błogosławieństwa
bleu	bleu
blight	zwarzyć
blighted	zniszczony
blimp	sterowiec
blind	ślepy
blinded	oślepiony
blindfold	po omacku
blindfolded	z zawiązanymi oczyma
blinding	oślepiający
blindly	ślepo
blindness	ślepota
blink	migać
blip	punkcik na ekranie
bliss	błogość
blissful	błogi
blister	pęcherz
blistering	pęcherzenie
blitz	ciężkie bombardowanie
blizzard	burza śnieżna
bloat	nadąć
bloated	nadęty
blob	kropelka
block	blok
blockade	blokada
blockage	zablokowanie
blockbuster	przebój
blockhead	bałwan
blog	blog
bloke	facet
blond	blond
blonde	blond
blood	krew
bloodbath	krwawa łaźnia
bloodhound	ogar
bloodless	bezkrwawy
bloodline	krew
bloodshed	rozlew krwi
bloodshot	nabiegły krwią
bloodstream	krwioobieg
bloodthirsty	krwiożerczy
bloody	krwawy
bloom	kwiat
bloomers	spodeńki kobiece
blooming	rozkwiecony
blossom	kwitnąć
blot	plama
blotched	blotched
blotter	suszka
blouse	bluza
blow	cios
blower	dmuchacz
blowfish	Blowfish
blowing	dmuchanie
blowjob	obciąganie
blown	nadęty
blowout	wydmuch
blowtorch	lampa lutownicza
blubber	beczeć
bluddy	bluddy
blue	niebieski
blue spruce	niebieski świerk
blueberry	Borówka amerykańska
bluebird	niebieski ptak
bluegrass	bluegrass
bluejay	modrosójka Błękitna
blueprint	plan
blues	blues
bluff	urwisko
bluish	niebieskawy
blunder	pomyłka
blunt	tępy
blur	plama
blurred	zamazany
blurry	Rozmazany
blurt	wypaplać
blush	rumieniec
blushing	zawstydzony
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	dzik
board	tablica
board game	gra planszowa
boarder	NO TRANSLATION
boarding	abordaż
boardroom	sala konferencyjna
boards	deski
boardwalk	Promenada
boast	przechwałki
boastful	chełpliwy
boasting	przechwalanie się
boat	łódź
boathouse	Boathouse
boating	żeglarstwo
boatload	ładunek łodzi
boatman	przewoźnik
bobbin	zwojnica
bobcat	ryś amerykański
bobsled	bobsled
bode	wróżyć
bodega	bodega
bodice	gorset
bodily	cieleśnie
body	ciało
bodyguard	ochroniarz
bog	bagno
bogey	straszydło
bogeyman	straszydło
bogus	podrobiony
bohemian	Czech
boil	gotować
boiler	bojler
boilerplate	Płyta montażowa
boiling	wrzenie
boisterous	porywisty
bold	pogrubienie
boldness	śmiałość
bollocks	bollocks
bolster	wzmocnić
bolt	śruba
bolus	drażetka
bomb	bomba
bombard	bombardować
bombardier	bombardier
bombardment	bombardowanie
bombed	zbombardowany
bomber	bombowiec
bombers	bombowce
bombing	bombardowanie
bombshell	bomba
bonanza	szczęście
bonbon	NO TRANSLATION
bond	więź
bondage	niewola
bonding	wiązanie
bonds	więzy
bondsman	niewolnik
bone	kość
bonehead	głupek
boner	Boner
bones	kości
bonfire	ognisko
bong	bong
bonkers	zwariowany
bonne	NO TRANSLATION
bonnet	czapeczka
bonny	sympatyczny
bonsai	bonsai
bonus	premia
bony	kościsty
boo	gwizd
boob	gafa
booby	duda
booger	Booger
boogeyman	boogeyman
boogie	boogie
book	książka
bookcase	półka na książki
bookie	bukmacher
booking	rezerwować
bookish	książkowy
bookkeeper	księgowy
bookkeeping	księgowość
booklet	broszura
bookmaker	bukmacher
bookmark	zakładka
books	książki
bookseller	księgarz
bookshop	księgarnia
bookstore	Księgarnia
bookworm	mól książkowy
boom	Bum
boomer	boomer
boomerang	bumerang
booming	boom
boon	dar
boooo	NO TRANSLATION
boost	podnieść
booster	Wzmacniacz
boot	bagażnik
booth	budka
bootleg	bootleg
bootlegger	przemytnik alkoholu
boots	buty
booty	łup
booze	gorzałka
bop	bop
bopper	bopper
border	granica
bordering	graniczący
borderline	linia graniczna
bore	nudziarz
boreal	północny
bored	znudzony
boredom	nuda
borer	wiertacz
boring	nudny
born	urodzony
boron	bor
borough	miasto
borrow	pożyczać
borrower	pożyczający
bosom	biust
boss	szef
bossy	apodyktyczny
boston	Boston
botanical	botaniczny
botanist	botanik
botany	botanika
bother	zawracać głowę
bothering	kłopotliwy
bottle	butelka
bottleneck	szyjka
bottling	rozlew
bottom	Dolny
bottomless	bez dna
botulism	botulizm
boulder	otoczak
bounce	odbić się
bouncer	wykidajło
bouncy	sprężyste
bound	granica
boundary	granica
boundless	bezgraniczny
bounds	miedza
bountiful	hojny
bounty	hojność
bouquet	bukiet
bourbon	Burbon
bourgeois	burżuazyjny
bourgeoisie	burżuazja
bourse	giełda
bout	atak
boutique	butik
bouttime	bouttime
bovine	wołowy
bow	kokarda
bowed	skłonił się
bowel	jelito
bowels	wnętrzności
bowl	miska
bowler	melonik
bowling	kręgle
bowls	kręgle
box	pudełko
boxcar	wagon
boxer	bokser
boxers	bokserzy
boxing	boks
boy	chłopak
boycott	bojkot
boyfriend	chłopak
boyhood	chłopięctwo
boyish	chłopięcy
boysenberry	boysenberry
bozo	Bozo
bra	biustonosz
brace	klamra
bracelet	bransoletka
braces	szelki
brachial	ramienny
bracket	wspornik
brackets	nawiasy
brackish	półsłony
brad	ćwiek
brag	przechwalać
braid	warkocz
brain	mózg
brainless	bezmózgi
brains	mózg
brainstorm	burza mózgów
brainwash	robić pranie mózgu
brainy	rozgarnięty
brake	hamulec
bran	otręby
branch	gałąź
branching	rozgałęzienia
brand	Marka
brandy	Brandy
brash	rumowisko
brass	mosiądz
brass knuckle	mosiężna golonka
brassiere	biustonosz
brat	bachor
bratwurst	kiełbasa
bravado	zuchwałość
brave	odważny
bravery	odwaga
brawl	bijatyka
brawn	salceson
brazen	nachalny
breach	wyłom
bread	chleb
breadth	szerokość
break	przerwa
breakable	łamliwy
breakaway	breakaway
breakdown	awaria
breaker	przerywacz
breakers	wyłączniki
breakfast	śniadanie
breaking and entering	włamanie
breakingnews	z ostatniej chwili
breakneck	niebezpieczny
breakthrough	przełom
breakup	zerwać
breast	pierś
breath	oddech
breathe	oddychać
breather	odpowietrznik
breathless	zdyszany
breathtaking	zapierający dech w piersiach
breech	ubierać w spodenki
breeches	bryczesy
breed	rasa
breeder	hodowca
breeding	hodowla
breeze	Bryza
breezy	przewiewny
brethren	bracia
breve	NO TRANSLATION
brevity	zwięzłość
brew	napar
brewery	browar
brewing	browarnictwo
briar	wrzosiec
bribe	przekupić
bribery	przekupstwo
brick	cegła
bridal	ślubny
bride	panna młoda
bridegroom	pan młody
bridesmaid	druhna
bridge	most
bridle	uzda
brief	krótki
briefcase	aktówka
briefing	odprawa
briefly	krótko
brig	bryg
brigade	brygada
bright	jasny
brighten	rozjaśnić
brightens	rozjaśnia się
brighter	jaśniej
brightness	jasność
brilliance	blask
brilliant	znakomity
brim	rondo
brimming	brimming
brimstone	siarka
brine	solanka
bring	przynieść
brink	skraj
brisk	energiczny
brisket	mostek
bristle	jeżyć
brittle	kruchy
bro	brachu
broach	iglica
broad	szeroki
broadcast	nadawanie
broadcasting	nadawanie
broaden	poszerzać
broadside	burta
broadsword	pałasz
brocade	brokat
broccoli	brokuły
brochure	broszura
broil	burda
broke	zepsuł się
broken	złamany
brokenheart	NO TRANSLATION
brokenhearted	ze złamanym sercem
broker	pośrednik
brokerage	pośrednictwo
bromide	bromek
bronco	dziki koń
bronze	brązowy
brooch	broszka
brood	plemię
brooding	rozmyślanie
brook	potok
broom	miotła
broomstick	miotła
broth	Rosół
brothel	burdel
brother	brat
brotherhood	braterstwo
brotherly	braterski
brow	brew
brown	brązowy
brownstone	brownstone
browse	paść się
brrr	brrr
bruise	siniak
bruising	siniak
brunch	przekąska
brunette	brunetka
brunt	siła
brush	szczotka
brutal	brutalny
brutality	brutalność
brute	bydlę
brutish	okrutny
bubble	bańka
bubbling	bulgotanie
bubbly	szampan
bubonic	morowy
buck	bryknięcie
buckaroo	buckaroo
bucket	wiadro
buckle	klamra
buckled	zapięty
bucko	bucko
buckshot	śrut
buckwheat	gryka
bud	pączek
buddha	budda
buddhism	buddyzm
buddhist	buddyjski
budding	początkujący
buddy	kumpel
budge	drgnąć
budget	budżet
buff	polerować
buffalo	bawół
buffer	bufor
buffering	buforowanie
buffet	bufet
buffoon	błazen
bug	pluskwa
bugaboo	panika
bugged	podsłuchiwane
bugger	facet
buggy	powozik
bugle	dąbrówka
bugler	trębacz
build	budować
builder	budowniczy
building	budynek
buildings	Budynki
buildup	gromadzenie się
bulb	żarówka
bulbous	bulwiasty
bulge	wybrzuszenie
bulimic	bulimiczny
bulk	objętość
bulkhead	przegroda
bulky	gruby
bull	byk
bulldog	buldog
bulldozer	spychacz
bullet	kula
bulletin	biuletyn
bulletproof	kuloodporny
bullfighter	torreador
bullfrog	żaba rycząca
bullheaded	grasujący z głową
bullhorn	bullhorn
bullion	złoto w sztabach
bullock	byczek
bullpen	Bullpen
bullshit	głupie gadanie
bully	tyran
bulwark	bastion
bum	tyłek
bumblebee	trzmiel
bummed	bumowany
bummer	bummer
bump	guz
bumper	zderzak
bumpy	nierówny
bun	NO TRANSLATION
bunch	wiązka
bundle	pakiet
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bolący guz
bunk	łóżko
bunker	bunkier
bunkhouse	bunkhouse
bunny	królik
bunt	ewolucja
buoy	boja
buoyancy	pławność
buoyant	prężny
bur	rzep
burden	obciążenie
burdened	obciążony
burdensome	uciążliwy
bureau	biuro
bureaucracy	biurokracja
bureaucrat	biurokrata
bureaucratic	biurokratyczny
burger	burger
burglar	włamywacz
burglary	włamanie
burial	pogrzeb
buried	pochowany
burke	Burke
burlap	konopie
burlesque	groteska
burly	tęgi
burn	palić się
burned	spalony
burner	palnik
burning	palenie
burnished	polerowane
burnout	wypalić się
burnt	spalony
burp	beknięcie
burr	bełkotać
burrito	burrito
burro	NO TRANSLATION
burrow	nora
bursary	stypendium
burst	rozerwanie
bury	pogrzebać
bus	autobus
busboy	busboy
bush	krzak
bushel	buszel
bushy	krzaczasty
business	biznes
business man	NO TRANSLATION
businessman	biznesmen
businesswoman	biznesmenka
busload	busload
buss	buss
bust	popiersie
busted	odpadł
buster	pogromca
bustle	gwar
bustling	gwar
busy	zajęty
busybody	plotkarz
butane	butan
butcher	rzeźnik
butler	lokaj
butt	krupon
butter	masło
buttercup	jaskier
butterfly	motyl
buttermilk	Maślanka
butterscotch	toffi
buttery	maślany
buttock	pośladek
buttocks	tyłek
button	przycisk
buttress	przypora
buxom	hoża
buy	kupować
buyer	kupujący
buying	kupowanie
buzz	brzęczeć
buzzard	myszołów
buzzed	brzęczał
buzzer	brzęczyk
buzzing	brzęczenie
bye	PA
bygone	miniony
bylaw	zarządzenie
byline	przez linię
bypass	objazd
bystander	widz
byte	bajt
byzantine	bizantyjski
cab	taksówka
cabal	kabała
cabana	cabana
cabaret	kabaret
cabbage	kapusta
cabbie	taksówkarz
cabernet	cabernet
cabin	kabina
cabinet	gabinet
cable	kabel
caboodle	caboodle
caboose	kambuz
cabriolet	kabriolet
cache	Pamięć podręczna
cacophony	kakofonia
cactus	kaktus
cad	cham
cadaver	zwłoki
caddie	NO TRANSLATION
caddy	nosiciel kijów golfowych
cadence	rytm
cadet	kadet
cafe	kawiarnia
cafeteria	stołówka
caffeine	kofeina
cage	klatka szybowa
cagey	ostrożny
cahoots	Cahoots
cairn	kopiec
cake	ciasto
cakewalk	cakewalk
calamari	kalmary
calamitous	tragiczny
