Word	ro
bedside	marginea patului
bedspread	cuvertură de pat
bedtime	ora de culcare
bee	albină
beef	vită
beefsteak	friptura de vita
beehive	stup de albine
beep	bip
beeper	beeper
beer	bere
bees	albine
beeswax	ceară de albine
beetle	gândac
befall	întâmpla
befitting	care stă bine
befriend	ocroti
befuddled	beat
beg	cerși
beggar	cerşetor
begging	cerșetorie
begin	ÎNCEPE
beginner	începător
beginning	început
beginnings	începuturi
begrudge	invidia
begun	început
behappy	NO TRANSLATION
behave	comporta
behavior	comportament
behavioral	comportamental
behemoth	Behemoth
behest	poruncă
behold	Iată
beholden	obligat față de cineva
beholder	spectator
beige	bej
belated	întârziat
belay	Belay
belch	râgâi
belief	credință
believable	de crezut
believe	crede
believed	a crezut
believer	credincios
believing	credincios
belittle	deprecia
belittled	minimalizată
bell	clopot
bellboy	trepăduş
bellhop	bellhop
belligerent	beligerant
bellman	clopotar
bellow	muget
bellows	burduf
belly	burtă
bellybutton	buric
bellyful	bellyful
belong	aparține
belongings	bunuri
beloved	iubit
belt	curea
beluga	Beluga
bemused	amuzati
bench	bancă
bend	îndoire
bender	bender
bending	îndoire
beneath	sub
benedictory	benedictory
benefactor	binefăcător
beneficial	benefice
beneficiary	beneficiar
benefit	beneficiu
benevolence	bunăvoinţă
benevolent	binevoitor
benign	benign
bent	îndoit
benzene	benzen
bequeath	lăsa prin testament
bequest	moştenire
bereaved	indoliate
bereavement	doliu
bereft	bereft
beret	beretă
bergamot	bergamota
berlin	Berlin
berserk	înnebunit
berth	dană
beryllium	beriliu
beseech	implora
beset	asalta
bestdayever	cea mai buna zi din totdeauna
bestfeeling	cel mai bun sentiment
bestfriends	cei mai buni prieteni
bestial	bestial
besties	cei mai buni prieteni
bestow	da
bestseller	cel mai vândut
bet	pariu
beta	beta
betray	trăda
betrayal	trădare
betrayed	tradat
betrothed	logodit
betterment	îmbunătățire
betting	pariu
betty	betty
bevel	conice
beverage	băutură
bevy	stol
beware	ai grijă
bewilder	năuci
bewildered	dezorientat
bewilderment	dezorientare
bias	părtinire
biased	părtinitor
bib	bavețică
bible	Biblie
biblical	biblic
bibliography	bibliografie
bicarbonate	bicarbonat
bicentennial	bicentenar
biceps	biceps
bicker	susura
bickering	ciorovăială
bicolor	bicolor
bicycle	bicicletă
bid	ofertă
bidder	ofertant
bidding	licitarea
bide	NO TRANSLATION
biennial	bienal
bier	NO TRANSLATION
bifurcation	bifurcare
big	mare
bigamy	bigamie
bigday	zi mare
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	Bighorn
bigmouth	gura mare
bigot	bigot
bigoted	bigot
bigotry	bigotism
bike	bicicletă
biker	biciclist
bikini	bikini
bilateral	bilateral
bilayer	bistratificată
bile	bilă
bilge	burtă
bilingual	bilingv
bill	factură
billboard	panou
billet	lingou
billiard	biliard
billiards	biliard
billing	facturare
billion	miliard
billionaire	miliardarul
billy	billy
bimbo	bimbo
bimonthly	bilunar
bin	cos
binary	binar
bind	lega
binder	liant
bindery	legatorie
binding	legare
bing	bing
binge	chef
bingo	Bingo
binocular	binoclu
binoculars	binoclu
binomial	binom
bio	bio
biochemical	biochimic
biochemist	biochimist
biochemistry	biochimie
biogenesis	biogenezei
biographer	biograf
biography	biografie
biological	biologic
biologist	biolog
biology	biologie
bionic	bionic
biopsy	biopsie
biosphere	biosferă
bipartite	bipartit
bipolar	bipolar
birch	mesteacăn
bird	pasăre
birdcage	Birdcage
birdie	păsărică
birdman	Birdman
birth	naștere
birthday	zi de nastere
birthing	naștere
birthmark	birthmark
birthplace	locul naşterii
birthright	drept prin naștere
bis	NO TRANSLATION
biscuit	biscuit
bisexual	bisexuat
bishop	episcop
bison	bizon
bisque	bisque
bistro	bistro
bit	pic
bitch	căţea
bitchy	bitchy
bite	mușca
biter	NO TRANSLATION
bitsy	Bitsy
bitter	amar
bitterly	amar
bitterness	amărăciune
bittersweet	dulce-amarui
bitty	bitty
bitumen	bitum
biweekly	două ori pe săptămână
biz	biz
bizarre	bizar
blab	flecări
blabbermouth	palavragiu
black	negru
black snake	negru șarpe
blackberry	mure
blackbird	mierlă
blackboard	tabla de scris
blacken	cerni
blackface	fata neagra
blackjack	blackjack
blacklist	Lista neagră
blackmail	şantaj
blackmailer	șantagist
blackness	ticăloșie
blackout	black-out
blacksmith	fierar
bladder	vezica urinara
blade	lamă
blame	vină
blameless	ireproșabil
bland	blând
blank	gol
blanket	pătură
blare	trâmbița
blase	NO TRANSLATION
blasphemous	hulitor
blasphemy	blasfemie
blast	explozie
blaster	blaster
blastoff	lansare
blatant	țipător
blather	trăncănesc
blaze	foc
blazer	Blazer
blazing	aprins
bleach	albire
bleak	mohorât
bleed	sângera
bleeder	bleeder
bleeding	sângerare
bleep	bleep
blemish	cusur
blemished	pătată
blend	amestec
blender	blender
blending	amestecare
bless	binecuvânta
blessed	binecuvântat
blessing	binecuvântare
blessings	binecuvântări
bleu	bleu
blight	pacoste
blighted	blighted
blimp	dirijabil
blind	ORB
blinded	orbit
blindfold	legat la ochi
blindfolded	legat la ochi
blinding	orbire
blindly	orbeşte
blindness	orbire
blink	clipi din ochi
blip	blip
bliss	fericire
blissful	beatifică
blister	bășică
blistering	vezicule
blitz	bombarda
blizzard	viscol
bloat	umple cu aer
bloated	umflat
blob	pată de cerneală
block	bloc
blockade	blocadă
blockage	blocaj
blockbuster	blockbuster-ul
blockhead	neghiob
blog	blogul
bloke	tip
blond	blond
blonde	blondă
blood	sânge
bloodbath	baie de sânge
bloodhound	copoi
bloodless	fără vlagă
bloodline	descendență
bloodshed	vărsare de sânge
bloodshot	congestionat
bloodstream	sânge
bloodthirsty	setos de sânge
bloody	sângeros
bloom	a inflori
bloomers	chiloţi de sport
blooming	înflorit
blossom	inflori
blot	pată
blotched	pătată
blotter	sugativă
blouse	bluză
blow	a sufla
blower	suflantă
blowfish	Blowfish
blowing	suflare
blowjob	muie
blown	cu sufletul la gură
blowout	stinge prin suflare
blowtorch	lampă de benzină
blubber	untură
bluddy	bluddy
blue	albastru
blue spruce	albastru molid
blueberry	coacăze
bluebird	pasare albastra
bluegrass	Bluegrass
bluejay	Blue Jay
blueprint	plan
blues	blues
bluff	cacealma
bluish	siniliu
blunder	gafă
blunt	bont
blur	estompa
blurred	in ceata
blurry	în ceață
blurt	spune fără să judeca
blush	roși
blushing	îmbujorare
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	vier
board	bord
board game	joc de masă
boarder	NO TRANSLATION
boarding	îmbarcare
boardroom	sala de consiliu
boards	placi
boardwalk	Boardwalk
boast	lăuda
boastful	lăudăros
boasting	lăudăros
boat	barcă
boathouse	casa pe barca
boating	plimbare cu barca
boatload	barca plina
boatman	barcagiu
bobbin	bobină
bobcat	bobcat
bobsled	bob
bode	prevesti
bodega	Bodega
bodice	corsaj
bodily	trupeşte
body	corp
bodyguard	Gardă personală
bog	mlaştină
bogey	sperietoare
bogeyman	bogeyman
bogus	fals
bohemian	boem
boil	a fierbe
boiler	cazan
boilerplate	boilerplate
boiling	fierbere
boisterous	turbulent
bold	îndrăzneţ
boldness	îndrăzneală
bollocks	coaie
bolster	susţine
bolt	bolț
bolus	bolus
bomb	bombă
bombard	bombarda
bombardier	canonier
bombardment	bombardament
bombed	bombardat
bomber	bombardier
bombers	bombardiere
bombing	bombardare
bombshell	bombă
bonanza	noroc neașteptat
bonbon	NO TRANSLATION
bond	legătură
bondage	robie
bonding	lipirea
bonds	obligațiuni
bondsman	rob
bone	os
bonehead	bonehead
boner	erecția
bones	oase
bonfire	foc
bong	bong
bonkers	razna
bonne	NO TRANSLATION
bonnet	bonetă
bonny	arătos
bonsai	bonsai
bonus	primă
bony	osos
boo	nuu
boob	boob
booby	haple
booger	muc
boogeyman	Boogeyman
boogie	boogie
book	carte
bookcase	bibliotecă
bookie	agent de pariuri
booking	rezervare
bookish	livresc
bookkeeper	contabil
bookkeeping	contabilitate
booklet	broșură
bookmaker	casa de pariuri
bookmark	semn de carte
books	cărți
bookseller	librar
bookshop	librărie
bookstore	librărie
bookworm	şoarece de bibliotecă
boom	bum
boomer	Boomer
boomerang	bumerang
booming	în plină expansiune
boon	avantaj
boooo	NO TRANSLATION
boost	impuls
booster	rapel
boot	cizmă
booth	cabină
bootleg	bootleg
bootlegger	contrabandist
boots	cizme
booty	pradă
booze	beție
bop	bop
bopper	bopper
border	frontieră
bordering	învecinându-
borderline	la limita
bore	plictiseală
boreal	boreal
bored	plictisit
boredom	plictiseală
borer	sondor
boring	plictisitor
born	născut
boron	bor
borough	târg
borrow	împrumuta
borrower	debitor
bosom	sân
boss	șef
bossy	autoritar
boston	Boston
botanical	botanic
botanist	botanist
botany	botanică
bother	deranja
bothering	deranjează
bottle	sticla
bottleneck	strangulare
bottling	îmbuteliere
bottom	fund
bottomless	fără fund
botulism	botulismul
boulder	bolovan
bounce	sări
bouncer	lăudăros
bouncy	săritor
bound	legat
boundary	limite
boundless	fără margini
bounds	hotar
bountiful	darnic
bounty	milostivire
bouquet	buchet
bourbon	bourbon
bourgeois	burghez
bourgeoisie	burghezie
bourse	Bourse
bout	rând
boutique	butic
bouttime	bouttime
bovine	bovin
bow	arc
bowed	plecat
bowel	intestin
bowels	intestine
bowl	castron
bowler	melon
bowling	bowling
bowls	boluri
box	cutie
boxcar	vagon de marfă
boxer	boxer
boxers	boxeri
boxing	box
boy	băiat
boycott	boicota
boyfriend	prieten
boyhood	copilărie
boyish	băieţesc
boysenberry	mure varietatea Boysen
bozo	bozo
bra	sutien
brace	bretele
bracelet	brăţară
braces	bretele
brachial	brahial
bracket	paranteză
brackets	paranteze
brackish	sălciu
brad	cui fără floare
brag	lăudăroșenie
braid	tresă
brain	creier
brainless	descreierat
brains	creier
brainstorm	acces de nebunie
brainwash	spele creierul
brainy	inteligent
brake	frână
bran	tărâţe
branch	ramură
branching	branșament
brand	marca
brandy	coniac
brash	nerușinată
brass	alamă
brass knuckle	aripă de alamă
brassiere	sutien
brat	broscoi
bratwurst	bratwurst
bravado	bravadă
brave	curajos
bravery	vitejie
brawl	certa
brawn	Brawn
brazen	deșănțat
breach	breșă
bread	pâine
breadth	lăţime
break	pauză
breakable	casant
breakaway	desprinde
breakdown	pană
breaker	întrerupător
breakers	întrerupătoare
breakfast	mic dejun
breaking and entering	intrare prin efractie
breakingnews	știri de ultimă oră
breakneck	primejdios
breakthrough	descoperire
breakup	despartire
breast	sân
breath	suflare
breathe	a respira
breather	dezaerisire
breathless	cu sufletul la gura
breathtaking	îți taie răsuflarea
breech	pelviana
breeches	pantaloni
breed	rasă
breeder	crescător
breeding	reproducere
breeze	briză
breezy	răcoros
brethren	fraţi
breve	NO TRANSLATION
brevity	concizie
brew	pune la cale
brewery	fabrică de bere
brewing	fabricarea berii
briar	mărăcini
bribe	mită
bribery	mită
brick	cărămidă
bridal	de mireasă
bride	mireasă
bridegroom	mire
bridesmaid	domnișoară de onoare
bridge	pod
bridle	frâu
brief	scurt
briefcase	servietă
briefing	informare
briefly	scurt
brig	bric
brigade	brigadă
bright	luminos
brighten	lumina
brightens	Luminează
brighter	mai luminos
brightness	strălucire
brilliance	strălucire
brilliant	Sclipitor
brim	margine
brimming	debordează
brimstone	pucioasă
brine	saramură
bring	aduce
brink	țărm
brisk	vioi
brisket	piept
bristle	se burzului
brittle	fragil
bro	frate
broach	broşă
broad	larg
broadcast	difuzare
broadcasting	radiodifuzare
broaden	extinde
broadside	campanie de calomnii
broadsword	paloş
brocade	brocart
broccoli	brocoli
brochure	broşură
broil	se emoţiona
broke	rupt
broken	spart
brokenheart	NO TRANSLATION
brokenhearted	cu inima zdrobită
broker	agent
brokerage	brokeraj
bromide	bromură
bronco	cal sălbatic
bronze	bronz
brooch	broşă
brood	se pune la cale
brooding	clocitoare
brook	pârâu
broom	mătură
broomstick	coadă de mătură
broth	bulion
brothel	bordel
brother	frate
brotherhood	fraternitate
brotherly	frățesc
brow	frunte
brown	maro
brownstone	Piatra maro
browse	naviga
brrr	brrr
bruise	zdrobi
bruising	echimoze
brunch	gustare
brunette	brunetă
brunt	dârdoră
brush	perie
brutal	brutal
brutality	brutalitate
brute	brută
brutish	bestial
bubble	balon
bubbling	barbotare
bubbly	Bulbuc
bubonic	bubonică
buck	dolar
buckaroo	buckaroo
bucket	găleată
buckle	cataramă
buckled	buckled
bucko	Bucko
buckshot	alice mari
buckwheat	hrişcă
bud	mugur
buddha	buddha
buddhism	budism
buddhist	budist
budding	care înmugurește
buddy	amice
budge	clinti
budget	buget
buff	piele de bivol
buffalo	bivol
buffer	tampon
buffering	tamponare
buffet	bufet
buffoon	bufon
bug	gândac
bugaboo	gogoriţă
bugged	bugged
bugger	Bugger
buggy	trăsură pentru două persoane
bugle	goarnă
bugler	gornist
build	construi
builder	constructor
building	clădire
buildings	clădiri
buildup	construieste
bulb	bec
bulbous	bulbos
bulge	umflătură
bulimic	bulimică
bulk	cea mai mare parte
bulkhead	perete despărțitor
bulky	voluminos
bull	Taur
bulldog	buldog
bulldozer	buldozer
bullet	glonţ
bulletin	buletin
bulletproof	anti-glont
bullfighter	toreador
bullfrog	broscoi
bullheaded	Bullheaded
bullhorn	portavoce
bullion	bullion
bullock	taur
bullpen	bullpen
bullshit	rahat
bully	bătăuş
bulwark	bastion
bum	vagabond
bumblebee	bondar
bummed	suparat
bummer	păcat
bump	cucui
bumper	bară de protecție
bumpy	accidentat
bun	NO TRANSLATION
bunch	buchet
bundle	pachet
bungalow	vilă
bungee	bungee
bunghole	vrană
bunion	inflamaţie la picior
bunk	cușetă
bunker	buncăr
bunkhouse	Bunkhouse
bunny	iepuras
bunt	ghiont
buoy	geamandură
buoyancy	flotabilitate
buoyant	plutitor
bur	ghimpe
burden	povară
burdened	împovărat
burdensome	împovărător
bureau	birou
bureaucracy	birocraţie
bureaucrat	birocrat
bureaucratic	birocratic
burger	Burger
burglar	hoț
burglary	furt
burial	înmormântare
buried	îngropat
burke	strangula
burlap	pânză groasă de sac
burlesque	burlesc
burly	voinic
burn	a arde
burned	ars
burner	arzător
burning	ardere
burnished	brunat
burnout	ars
burnt	ars
burp	ragait
burr	huruit
burrito	burrito
burro	NO TRANSLATION
burrow	vizuină
bursary	bursă
burst	izbucni
bury	îngropa
bus	autobuz
busboy	picolo
bush	tufiș
bushel	obroc
bushy	stufos
business	Afaceri
business man	NO TRANSLATION
businessman	om de afaceri
businesswoman	femeie de afaceri
busload	autobuz plin
buss	guriță
bust	bust
busted	prins
buster	distrugator
bustle	forfotă
bustling	neastâmpărat
busy	ocupat
busybody	băgăreață
butane	butan
butcher	măcelar
butler	majordom
butt	îmbinare
butter	unt
buttercup	piciorul-cocoșului
butterfly	fluture
buttermilk	zer
butterscotch	caramel
buttery	untos
buttock	fesă
buttocks	fund
button	buton
buttress	contrafort
buxom	plină de viaţă
buy	a cumpara
buyer	cumpărător
buying	cumpărare
buzz	bâzâit
buzzard	Buzzard
buzzed	bâzâi
buzzer	sirenă
buzzing	zumzet
bye	pa
bygone	lucruri din trecut
bylaw	decizie dată de o autoritate locală
byline	byline
bypass	by-pass
bystander	spectator
byte	octet
byzantine	bizantin
cab	taxi
cabal	intrigi
cabana	Cabana
cabaret	cabaret
cabbage	varză
cabbie	taximetrist
cabernet	cabernet
cabin	cabină
cabinet	cabinet
cable	cablu
caboodle	gașcă
caboose	cambuză
cabriolet	cabrioletă
cache	ascunzătoare
cacophony	cacofonie
cactus	cactus
cad	mitocan
cadaver	cadaver
caddie	NO TRANSLATION
caddy	flăcăiași
cadence	cadenţă
cadet	cadet
cafe	cafenea
cafeteria	restaurant cu autoservire
caffeine	cofeină
cage	cuşcă
cagey	viclean
cahoots	cîrdășie
cairn	tumul
cake	tort
cakewalk	CAKEWALK
calamari	calamari
calamitous	catastrofal
calamity	calamitate
calcareous	calcaros
calcium	calciu
calculate	calculati
calculated	calculat
calculating	de calculat
calculation	calcul
calculator	calculator
calculus	calcul
calendar	calendar
calender	NO TRANSLATION
calf	vițel
caliber	calibru
calibrate	calibra
calico	stambă
calipers	etriere
calisthenics	calistenice
call	apel
callback	suna inapoi
caller	apelantului
calligraphy	caligrafie
calling	apel
callous	dur
calls	apeluri
calm	calm
calming	calmant
calmness	calm
caloric	caloric
calorie	calorie
calorimeter	calorimetru
cam	camă
camaraderie	camaraderie
camber	bomba
camcorder	camera video
camel	cămilă
cameo	camee
camera	aparat foto
cameraman	fotograf
camisole	camizol
camouflage	camuflaj
camouflaged	NO TRANSLATION
camp	tabără
campaign	campanie
campaigner	combatant
campaigning	agitație
camper	vilegiaturist
campfire	foc de tabără
camping	camping
campsite	loc de camping
campus	campus
can	poate sa
can opener	deschizator de conserve
canal	canal
canary	canar
cancel	Anulare
canceling	anulare
cancellation	anulare
cancer	cancer
candid	sincer
candidacy	candidatura
candidate	candidat
candied	zaharisit
candle	lumânare
candlelight	amurg
candles	lumânări
candlestick	sfeşnic
candor	nepărtinire
candy	bomboane
cane	baston
canine	canin
canister	canistră
canker	gangrenă
cannabis	canabis
canned	conservat
cannibal	canibal
cannibalism	canibalism
canning	conserve
cannon	tun
cannonball	ghiulea
canoe	canoe
canon	canon
canonical	canonic
canons	canoane
canopy	baldachin
cantaloupe	pepene galben
cantbreathe	NO TRANSLATION
canteen	cantină
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	Cantina
canto	NO TRANSLATION
canton	Canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	pânză
canvass	NO TRANSLATION
