Word	lb
ballistics	ballistik
balloon	Ballon
ballot	Wieler
ballpark	Ballpark
ballplayer	Ballspiller
ballpoint	Kugelstéch
ballroom	Ballsaal
ballsy	ballsy
balm	Balm
balmy	verwinnt
balsam	Balsam
balsamic	Balsam
bam	bam
bamboo	Bambus
ban	NO TRANSLATION
banana	Bananen
band	Band
bandage	Verband
bandanna	NO TRANSLATION
bandit	Bandit
bandstand	Bandstandstand
bandwagon	d 'Wagon
bandwidth	Bandbreidel
bane	veruerteelt ginn
bang	opstinn
banger	Bande
banish	ze verbannen
banished	verbannt
banishment	Verbannung
banister	bäibruecht
banjo	banjo
bank	Bank
banker	Banker
banking	Banking
bankroll	Bankroll
bankrupt	Faillite
bankruptcy	Faillite
banner	Banner
banquet	Bankett
banshee	banshee
banter	Kanéngchen
banzai	NO TRANSLATION
baptism	Daf
baptismal	Daf
baptize	der gleewen
bar	Bar
barb	Pech
barbarian	barbaresch
barbaric	barbaresch
barbarism	Barbarei
barbecue	Barbecue
barbed	gebaut ginn
barber	Barber
barbershop	Fleeg
barbie doll	barbie doll
bard	bard
bare	kéng
bareback	Bareback
barefoot	barfuot
barely	knapps
barf	Barf
bargain	erfollegräich
bargaining	Tariflechkeet
barge	Barge
baritone	Bariton
barium	Barium
bark	Schuel
barkeep	barkeep
barks	Fangeren
barley	Geescht
barmaid	Barmaid
barman	Barman
barn	Scheier
barnacle	Nodeel
barney	Barney
barnyard	Barnyard
barometer	Barometer
baron	Baron
baroness	Baroness
baroque	barock
barrack	Barrack
barracuda	barracuda
barrage	Schief
barred	entzockt ass
barrel	Faass
barren	barren
barricade	Barrikade
barrier	Barriär
barring	séchs
barrister	Affekot
barroom	Barroom
barrow	Barrow
bartender	Baaschter
barter	Täter
base	Basis ass
baseball	Baseball
baseball bat	Baseballschlamm
baseboard	beschten
baseless	Sinnlos
baseline	Baseline
baseman	Basseman
basement	Keller
bases	Basen
bash	ze brong
bashful	batschen
basic	Basis
basics	Basics
basil	Basil
basilica	Basilika
basin	Basin
basis	Grondlag
bask	Grëff
basket	Kuerf
basketball	Basketball
bass	Bass iwwerholl
bass guitar	Bassengaass
basso	NO TRANSLATION
bassoon	Fagott
bastard	Bastard
bastarding	bastardéieren
bastards	Baaschter
bastion	Bastioun
bat	Fliedermaus
batch	ze packen
batching	ze batch ginn
bate	NO TRANSLATION
bath	Bad
bathe	ze bauen
bathhouse	Bësch
bathing	Baden
bathrobe	Bummel
bathroom	Buedzëmmer
bathtub	Badewanne
bathymetry	Bathymetrie
baton	Baton
battalion	Bataillon
batter	batter
battered	batter
battering	batter
battery	Batterie
battle	Schluechtfeld
battled	Schluechten
battlefield	Schluechtfeld
battleground	Schluechtfeld
battlements	Trapen
battleship	Schluechtschëff
batty	Bam
bauble	bauble
bawdy	bawdy
bawl	de Boll
bay	Bucht
bayonet	Bajonett
bayou	Bucht
bazaar	Basar
bazooka	Bazooka
bday	bday
be	sinn
beach	Plage
beaches	Plage
beacon	Beacon
bead	Pärel
beading	ze brengen
beads	Pärelen
beady	Beady
beagle	Beagle
beak	beak
beaker	Becher
beam	Strahl
beaming	gestreet
bean	Boune sinn
beanbag	Parkbahn
beanie	beanie
bear	Bier
bearable	ergoe kann
beard	Baart
bearded	bäerkt
bearer	staamt
bearing	ze bréngen
bearings	Lager
bearish	bearish
bearskin	Bierzorten
beast	Béischt
beastly	beastly
beat	schloen
beaten	geschlagen
beater	Beater
beating	ze schloën
beatnik	d 'Beatnik
beau	beau
beautification	beautypéieren
beautiful	schéin
beautify	beauté
beauty	Schéinheet
beaver	beaver
bebop	bebop
beck	Beck
beckon	geseit
become	ginn
bed	Bett
bedding	Bettgezei
bedpan	Bettpäpp
bedrock	Fiels
bedroom	Schlofkummer
bedside	Bett
bedspread	Bettdecken
bedtime	Bett
bee	bee
beef	Rëndfleesch
beefsteak	Rëndfleesch
beehive	Beehive
beep	Puer
beeper	Beeper
beer	Béier
bees	Bësch
beeswax	Bësch uewen
beetle	gekäppt hunn
befall	eriwwer
befitting	ugesinn
befriend	frëndlech
befuddled	ugedriwwen
beg	freet
beggar	Bettler
begging	begéint
begin	fänken un
beginner	Ufänger sidd
beginning	Ufank
beginnings	Ufank
begrudge	béis
begun	ugefaang
behappy	NO TRANSLATION
behave	ze behuelen
behavior	Verhalen
behavioral	Verhalen
behemoth	Behemoth
behest	Behuelen
behold	kuck
beholden	beholden
beholder	Beholder
beige	beige
belated	festgehalen
belay	belay
belch	belch
belief	Glawen
believable	ze gleewen
believe	gleewen
believed	gegleeft
believer	Glaawen
believing	gleewen
belittle	belittle
belittled	gekämpft
bell	Klack
bellboy	bellboy
bellhop	Klackespill
belligerent	Veruechtungsgeriicht
bellman	bellman
bellow	geluet
bellows	Balleg
belly	Bauch
bellybutton	Nuebel
bellyful	belsch
belong	gehéieren
belongings	gehéiert
beloved	Lieblingsspiller
belt	Gürtel
beluga	Beluga
bemused	bemused
bench	ausernee geholl
bend	ze béien
bender	bender
bending	Béien
beneath	ënnert
benedictory	beoptragt
benefactor	Wëller
beneficial	gutt
beneficiary	Beneficiaire
benefit	profitéieren
benevolence	Wohlwuel
benevolent	Wohlwänn
benign	gutt
bent	gebéit
benzene	Benzin
bequeath	beweegt
bequest	bequest
bereaved	deeleen
bereavement	de Keelen
bereft	berouegt
beret	beret
bergamot	Bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	Beryllium
beseech	bësschen
beset	besetzt
bestdayever	Beschtentum
bestfeeling	bestfeeling
bestfriends	bescht Frënn
bestial	Bestial
besties	beschäftegt
bestow	bestueden
bestseller	beschte Verkeefer
bet	wetten
beta	Beta
betray	ausliwwert
betrayal	ze verréngeren
betrayed	verroden
betrothed	geflücht
betterment	Verbesserung
betting	Wetten
betty	Betty
bevel	Schräinjitt
beverage	Gedrénks
bevy	bevy
beware	behalen
bewilder	beandrockt
bewildered	verroden
bewilderment	verbrannt
bias	viru kuerzem
biased	ofgebaut
bib	de Bicher
bible	Bibel
biblical	biblesch
bibliography	Bibliographie
bicarbonate	Bikarbonat
bicentennial	batizennial
biceps	Bizeps
bicker	bäi
bickering	ze iwwerstoen
bicolor	bicolor
bicycle	Vëlo
bid	Offer
bidder	Offer ofginn
bidding	Offeren
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	Bifurcatioun
big	grouss ass
bigamy	Bigamie
bigday	groussaalt
biggestfear	NO TRANSLATION
biggie	Biggie
bighorn	Bighorn
bigmouth	Bigmouth
bigot	Bigot
bigoted	gefouert ginn
bigotry	Viruerteler
bike	Vëlo
biker	Biker
bikini	Bikini
bilateral	bilateral
bilayer	bilayer
bile	Galle
bilge	Bilge
bilingual	zweesproocheg
bill	Rechnung
billboard	Billboard
billet	Rechnung
billiard	Billiard
billiards	Kaffi
billing	ze féiren
billion	Milliarden
billionaire	bilateral
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binary
bind	kruet
binder	ze bindelen
bindery	Bindery
binding	verbindlech ass
bing	bing
binge	ze ginn
bingo	bingo
binocular	Binokular
binoculars	Teleskop
binomial	binomial
bio	Bio
biochemical	biochemesch
biochemist	Biochemiker
biochemistry	Biochemie
biogenesis	Biogenese
biographer	Biograph
biography	Biographie
biological	biologesch
biologist	Biologe
biology	Biologie
bionic	bionësch
biopsy	Biopsie
biosphere	Biosphär
bipartite	bipartite
bipolar	bipolare sinn
birch	Birèk
bird	Vugel
birdcage	Pëtzkraaft
birdie	Vogelzort
birdman	Vogelziger
birth	Gebuert
birthday	Gebuertsdag
birthing	Gebuert
birthmark	Gebuertsdag
birthplace	Gebuertsplaz
birthright	Ierfschaftsrecht
bis	NO TRANSLATION
biscuit	Kichelcher
bisexual	bisexuell sinn
bishop	Bëschofssëtz
bison	Bësch
bisque	Bësch
bistro	Bistro
bit	loossen
bitch	gesouch
bitchy	bitchy
bite	Muer
biter	NO TRANSLATION
bitsy	bitsy
bitter	bëssen
bitterly	bitterly
bitterness	Batterkeet
bittersweet	Bëtter
bitty	bitty
bitumen	Bitumen
biweekly	zweewanneg
biz	biz
bizarre	bizarren
blab	Pabeier
blabbermouth	blabbermouth
black	schwaarz
black snake	schwaarz Schlaang
blackberry	Blackberry
blackbird	Blackbird
blackboard	Tafel
blacken	schwaarz
blackface	blackface
blackjack	Blackjack
blacklist	wochteg
blackmail	Häre brengen
blackmailer	blackmailer
blackness	Schwaarz
blackout	verwalt
blacksmith	Schmëdd
bladder	der Bléih
blade	blade
blame	zouloossen
blameless	Laascht
bland	blatzeg
blank	eidel
blanket	Decken
blare	blénken
blase	NO TRANSLATION
blasphemous	blasphemesch
blasphemy	Gotteslästerung
blast	Héichuewen
blaster	Blaster
blastoff	blastoff
blatant	gewisen
blather	blatter
blaze	Feier ëmkreest
blazer	Blazer
blazing	gefleegt
bleach	bleechen
bleak	geweeht
bleed	geklomm
bleeder	Bleeder
bleeding	Blutungen
bleep	verstanen huet
blemish	Ongléck
blemished	gäeren
blend	Mëschung
blender	Mixer ginn
blending	ze vermëschen
bless	erbäi
blessed	geseent
blessing	Segen
blessings	Blessuren
bleu	bleu
blight	schmaache gelooss
blighted	geschmiert
blimp	Blëtz
blind	blann
blinded	blann
blindfold	erbléckt
blindfolded	erbléckt ginn
blinding	blann
blindly	blann ginn
blindness	Blindheet
blink	ze blénken
blip	blécken
bliss	vill Glëck
blissful	glécklech
blister	ze gebrauchen
blistering	ze erklären
blitz	Blitz
blizzard	gemëscht
bloat	bloat
bloated	gebacken
blob	Blob
block	blockéieren
blockade	blockade
blockage	ze blockéieren
blockbuster	Blockbuster
blockhead	blockhead
blog	Blog
bloke	blockéieren
blond	blond
blonde	blond
blood	Blutt
bloodbath	Bluddungen
bloodhound	Bluddhaarung
bloodless	Blutt ouni
bloodline	Bluttzocker
bloodshed	Bluttzocker
bloodshot	Blutt
bloodstream	Blutt
bloodthirsty	Bluttherberg
bloody	bluddeger
bloom	Bléi
bloomers	Bléimer
blooming	bléien
blossom	Bléien
blot	Blot
blotched	opgeblockt
blotter	Blotter
blouse	Bluse
blow	verdeelt
blower	gebremst
blowfish	Pissen gefuer
blowing	gewiskt
blowjob	Piss
blown	geklappt
blowout	Émissioun
blowtorch	Schlag verhënnert
blubber	Blubber
bluddy	roueg
blue	blo
blue spruce	blo Fësch
blueberry	souzeso
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	Plang
blues	Blues
bluff	Bluff
bluish	blo
blunder	geschloen
blunt	stomp
blur	erënneren
blurred	verwackelt
blurry	roueg
blurt	Blëtz
blush	rosen
blushing	ronderëm
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	Wëld
board	Bord
board game	Brietspill
boarder	NO TRANSLATION
boarding	matzefléien
boardroom	Forum behaalen
boards	de Conseils
boardwalk	Boardwalk
boast	bretzen
boastful	bedréit
boasting	Aart a Weis
boat	Boot
boathouse	Boathouse
boating	Booter
boatload	Bootload
boatman	Boatman
bobbin	Spadséiergank
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	Terrain
bodice	Bieder
bodily	onkohärent
body	Kierper
bodyguard	Bodyguard
bog	d 'Keese passéiert
bogey	bogey
bogeyman	bugeyman
bogus	bogus
bohemian	Bohemianer
boil	kachen
boiler	Boiler
boilerplate	Boilerplate
boiling	ze kachen
boisterous	opfalend
bold	fett
boldness	déif genuch
bollocks	bollocks
bolster	ausgedréckt
bolt	Schrauwen
bolus	Bolus
bomb	Bombe
bombard	bombardéiert
bombardier	bombardier
bombardment	bombardéiert
bombed	bombardéiert
bomber	Bomber
bombers	Bommen
bombing	Bommen
bombshell	bombshell
bonanza	Bonanza
bonbon	NO TRANSLATION
bond	verbonne sinn
bondage	Bondage
bonding	Bonding
bonds	Obligatiounen
bondsman	Bondsman
bone	Knach
bonehead	Béier
boner	besser
bones	Schanken
bonfire	Feierowend
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	Mooss
bonny	Bonny
bonsai	bonsai
bonus	Bonus
bony	Knascht
boo	Boo
boob	Boob
booby	Box mécht
booger	Booger
boogeyman	Boogeyman
boogie	Boogie
book	Buch
bookcase	opstoe gelooss
bookie	Bookie
booking	ze buchen
bookish	Bicher
bookkeeper	Bookkeeper
bookkeeping	Bookkeeping
booklet	Broschür
bookmaker	vu BookMaker
bookmark	Lieszeechen
books	Bicher
bookseller	Librairie
bookshop	Bicherbuttek
bookstore	Librairie
bookworm	Bookworm
boom	Boom
boomer	Boomer
boomerang	Boomerang
booming	boomt
boon	boon
boooo	NO TRANSLATION
boost	opgoen
booster	Booster
boot	boot
booth	Stänn
bootleg	Boot
bootlegger	Booter
boots	Stiwwelen
booty	Beooty
booze	Alkohol
bop	bop
bopper	Bopper
border	Grenz
bordering	Grenz
borderline	Grenz
bore	Buedem
boreal	Boreal
bored	langweileg
boredom	schloen
borer	Drénk
boring	langweileg
born	gebuer
boron	Bord
borough	Héichbuerg
borrow	léinen
borrower	léinen
bosom	Buslinn
boss	Chef
bossy	bossy
boston	Boston
botanical	botanesch
botanist	Botaniker
botany	Botany
bother	stierwen
bothering	ze stéieren
bottle	Fläsch
bottleneck	Eng kleng Angscht
bottling	Bouillon
bottom	ënnen
bottomless	enkelt
botulism	Botulismus
boulder	Boulder
bounce	ze stéieren
bouncer	bouncer
bouncy	bouncy
bound	gebonnen
boundary	Grenz
boundless	ouni Grenzlos
bounds	Grenzen
bountiful	grouss ass
bounty	grouss
bouquet	Bouquet
bourbon	Bourbon
bourgeois	biergop
bourgeoisie	Bourgeoisie
bourse	Bourse
bout	ofgeschloss
boutique	Buttek
bouttime	geschmaacht
bovine	Babeeschutz
bow	ze verloossen
bowed	verbeet
bowel	Déieregaart
bowels	Dären
bowl	Schossel
bowler	Bowler
bowling	Bowling
bowls	Schësselcher
box	Këscht
boxcar	Boxcar
boxer	Boxer
boxers	Boxer
boxing	Boxsport
boy	Jong
boycott	onkloer
boyfriend	Frënd
boyhood	Jongfra
boyish	boyish
boysenberry	Houwald
bozo	bozo
bra	Béier
brace	Haftung
bracelet	Bracelet
braces	Klameren
brachial	Brachial
bracket	Klammer
brackets	Klammeren
brackish	brackesch
brad	Brad
brag	nidderegt
braid	Kutsch
brain	Gehir
brainless	Gehalt
brains	Hänn
brainstorm	Brainstorm
brainwash	Gehir
brainy	Braine
brake	gebremst
bran	Tauxen
branch	Ofleeër
branching	bäigedroen
brand	Mark
brandy	Cognac
brash	zerbrach
brass	Messeren
brass knuckle	Messer knuckle
brassiere	Brassiere
brat	Brat
bratwurst	Bratwurst
bravado	bravado
brave	Mut
bravery	Tapferkeet
brawl	Brëll
brawn	brawn
brazen	Hëtzt
breach	ze bremsen
bread	Brout
breadth	Breet
break	briechen
breakable	ofbriechen
breakaway	Breakaway
breakdown	ofbauen
breaker	erhéicht huet
breakers	bremsen
breakfast	Kaffi
breaking and entering	ze bremsen an erakommen
breakingnews	Ausbreedung
breakneck	Pausen
breakthrough	dréchene Schoss
breakup	sech trennen
breast	Broscht
breath	Ace
breathe	ophalen
breather	ze maachen
breathless	atemlech
breathtaking	atemberaubend
breech	Breeche
breeches	Boxen
breed	Rass
breeder	Ziichter
breeding	der Zucht
breeze	Wand
breezy	léifkrees
brethren	Bridder
breve	NO TRANSLATION
brevity	Kopp
brew	brong
brewery	Brauerei
brewing	Brauerei
briar	briar
bribe	Bestiechung ugesinn
bribery	bestrooft
brick	Zillen
bridal	Braut
bride	Braut
bridegroom	Bräitchemann
bridesmaid	Jongfraen
bridge	Bréck
bridle	Bridle
brief	Kuerz gefrot
briefcase	e Koffer
briefing	Briefing
briefly	kuerz
brig	brig
brigade	Brigade
bright	hell sinn
brighten	brightenen
brightens	helleren
brighter	méi hell
brightness	Hellegkeet
brilliance	Brillanz
brilliant	brilliant
brim	Rand
brimming	oppassen
brimstone	Fëmmert
brine	Saier
bring	bréngen
brink	baal
brisk	méisseg
brisket	brisket
bristle	Borscht
brittle	zerbriechlech
bro	Br
broach	zerwéiert
broad	breed
broadcast	Emissioun
broadcasting	Diffusiounsinstallatiounen
broaden	Verbreedung
broadside	Broadview
broadsword	geschreift
brocade	Brocade
broccoli	Broccoli
brochure	Brochure
broil	verdeelt
broke	gebrach
broken	gebrach
brokenheart	NO TRANSLATION
brokenhearted	briechen
broker	broker
brokerage	Brokerage
bromide	Bromid
bronco	bronco
bronze	Bronze
brooch	Brosch
brood	bäibruecht
brooding	verdeelt
brook	Baach
broom	Biesem
broomstick	Biesstock
broth	Bouillon
brothel	Bord
brother	Brudder
brotherhood	Brudderschaft
brotherly	Brudder
brow	ze iwwerloossen
brown	brong
brownstone	Brongstein
browse	sicht
brrr	brrr
bruise	bruise
bruising	bruising
brunch	Brunch
brunette	brunette
brunt	brunt
brush	Pinsel
brutal	brutal
brutality	Brutalitéit
brute	frësch
brutish	brutesch
bubble	Blieder
bubbling	Blubberen
bubbly	Schampes
bubonic	bubonesch
buck	Gléck
buckaroo	buckaroo
bucket	Eemer
buckle	Boss
buckled	gebakot ginn
bucko	bucko
buckshot	buckshot
buckwheat	Buckhehe
bud	kafen
buddha	Buddha
buddhism	Budhismus
buddhist	buddhistesch
budding	ervirgestrach hunn
buddy	Buddy
budge	ze retten
budget	Budget
buff	Buff
buffalo	Büffel
buffer	Buffer
buffering	gefiermt ginn
buffet	Buffet
buffoon	Buffon
bug	Fehler
bugaboo	bugaboo
bugged	bëssi genervt
bugger	Bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	bauen
builder	Buedem
building	ze bauen
buildings	Gebaier
buildup	opbauen
bulb	loossen
bulbous	geféierlech
bulge	Ausbuchtung
bulimic	bulimesch
bulk	ugesat
bulkhead	Schouss
bulky	Suerge maachen
bull	Stier
bulldog	Bulldog
bulldozer	Bulldozer
bullet	Kugel
bulletin	Bulletin
bulletproof	Kugelbesuergt
bullfighter	Stiermer
bullfrog	gestiermt
bullheaded	Stier
bullhorn	Bullhorn
bullion	Bullion
bullock	Bullen
bullpen	Bullen
bullshit	Stiermer
bully	schüchteren
bulwark	Bommen
bum	bum
bumblebee	bumblebee
bummed	gehummert
bummer	bummer
bump	bump
bumper	Bumper
bumpy	heftig
bun	NO TRANSLATION
bunch	Rëtsch
bundle	Bouquet ass
bungalow	Bungalow
bungee	Bungee
bunghole	bunghole
bunion	Bunion
bunk	bunk
bunker	Bunker
bunkhouse	bunkhouse
bunny	Hunn
bunt	bastelt
buoy	buoy
buoyancy	Schwieregkeetsgrad
buoyant	rudderen
bur	Bur
burden	Laascht
burdened	belaascht
burdensome	komplizéiert sinn
bureau	bureau
bureaucracy	Bürokratie
bureaucrat	bureaucrat
bureaucratic	bürokratesch
burger	Burger
burglar	Abriecher
burglary	Abroch
burial	Kierfecht
buried	begruewen
burke	burke
burlap	Schold
burlesque	Burlesque
burly	enttäuscht
burn	ze verbrennen
burned	verbrannt
burner	Brenner
burning	ze brennen
burnished	verbrannt ginn
burnout	Burnout
burnt	verbrannt
burp	burp
burr	Buer
burrito	Burrito
burro	NO TRANSLATION
burrow	Hunn
bursary	Coursen
burst	verluer
bury	begruewen
bus	Bus
busboy	Busboy
bush	Busch
bushel	Bushel
bushy	buuslech
business	Geschäft
business man	NO TRANSLATION
businessman	Geschäftsmann
businesswoman	geschafft
busload	Buslinn
buss	Bus
bust	Busto
busted	gescheitert
buster	Buster
bustle	gescheit
bustling	gescheit
busy	beschäftegt
busybody	beschäftegt
butane	Butan
butcher	Metzler
butler	Butler
butt	geféit
butter	Botter
buttercup	Botterpapp
butterfly	Päiperlek
buttermilk	Bottercher
butterscotch	Butterscotch
buttery	Butchter
buttock	ësst
buttocks	Hënner
button	Knäppchen
buttress	Stëllstand
buxom	bäibehalen
buy	kafen
buyer	Keefer stellen
buying	kafen
buzz	buzz
buzzard	buzzard
buzzed	buuscht
buzzer	buzzer
buzzing	buedem
bye	Äddi
bygone	verginn
bylaw	duerchgesat
byline	net iwwerdroen
bypass	Bypass
bystander	beandrockt
byte	Byte
byzantine	byzantin
cab	Kabinn
cabal	Kabale
cabana	cabana presentéiert
cabaret	Cabaret
cabbage	Kaasen
cabbie	cabbie
cabernet	Cabernet
cabin	Kabine
cabinet	Schräiner
cable	Kabel
caboodle	Kabinn
caboose	caboose
cabriolet	Cabriolet
cache	Cache
cacophony	Kakophonie
cactus	Cactus
cad	Kad
cadaver	Kadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	Kadaster
cadet	Cadet
cafe	Café
cafeteria	Mensa gëtt
caffeine	Kaffi
cage	Käfeg
cagey	Cagey
cahoots	Cahoots
cairn	Cairn
cake	Kuch
cakewalk	Hocker
calamari	calamari
calamitous	onwierkt
calamity	Pescht
calcareous	Kalzaterin
calcium	Kalzium
calculate	berechnen
calculated	berechnen
calculating	Berechnung
calculation	Berechnung
calculator	Rechner
calculus	Kalkül
calendar	Kalenner
calender	NO TRANSLATION
calf	Kallef
caliber	Kaliber
calibrate	kalibréieren
calico	calico
calipers	Kaliberen
calisthenics	kalisthenics
call	Uruff
callback	zeréckruffen
caller	appelléieren
calligraphy	Kriibraphie
calling	ruffen
callous	sougenannt
calls	Uriff
calm	roueg
calming	schloofen
calmness	roueg
caloric	Kalorie
calorie	Kalorie
calorimeter	Kalorimeter
cam	Cam
camaraderie	Kameradschaft
camber	gehummert
camcorder	Camcorder
camel	Kamellen
cameo	Kommando
camera	Kamera
cameraman	Kameramann
camisole	Camisole
camouflage	Camouflage
camouflaged	NO TRANSLATION
camp	Camp
campaign	Campagne
campaigner	Campagne
campaigning	Campagne
camper	Camper
campfire	Campfire
