Word	be
ballpoint	шарыкавая ручка
ballroom	бальная
ballsy	напорыстая
balm	бальзам
balmy	бальзамічны
balsam	бальзаміна
balsamic	бальзамічнага
bam	бам
bamboo	бамбук
ban	NO TRANSLATION
banana	банан
band	група
bandage	бандаж
bandanna	NO TRANSLATION
bandit	бандыт
bandstand	эстрада для аркестра
bandwagon	павальнае захапленне
bandwidth	шырыня паласы
bane	атрута
bang	бах
banger	сасіска
banish	адганяць
banished	выгнаны
banishment	высылка
banister	балюстрада
banjo	банджа
bank	банк
banker	банкір
banking	банкаўская справа
bankroll	грашовыя сродкі
bankrupt	банкрут
bankruptcy	банкруцтва
banner	банер
banquet	бяседа
banshee	сірэна паветранай трывогі
banter	паджартоўваць
banzai	NO TRANSLATION
baptism	хрышчэнне
baptismal	хрысцільных
baptize	хрысціць
bar	бар
barb	бародка
barbarian	варвар
barbaric	варварскі
barbarism	варварства
barbecue	барбекю
barbed	калючы
barber	цырульнік
barbershop	цырульня
barbie doll	Barbie лялька
bard	бард
bare	голы
bareback	неоседланный
barefoot	басанож
barely	ледзь
barf	ванітаваць
bargain	здзелка
bargaining	перамовы
barge	баржа
baritone	барытон
barium	барый
bark	кара
barkeep	бармэн
barks	брэша
barley	ячмень
barmaid	буфетчыца
barman	бармэн
barn	хлеў
barnacle	кляпцы
barney	гулянка
barnyard	жывёльны двор
barometer	барометр
baron	барон
baroness	баранэса
baroque	барока
barrack	барак
barracuda	барракуда
barrage	загароду
barred	забаронены
barrel	бочка
barren	бясплодны
barricade	барыкада
barrier	бар'ер
barring	за выключэннем
barrister	барристер
barroom	Barroom
barrow	курган
bartender	бармэн
barter	бартэр
base	база
baseball	бейсбол
baseball bat	бейсбольнай бітай
baseboard	плінтус
baseless	неабгрунтаваны
baseline	базавая лінія
baseman	нізоў
basement	падвал
bases	асновы
bash	ўдар
bashful	нясмелы
basic	асноўнай
basics	асновы
basil	базілік
basilica	базіліка
basin	басейн
basis	аснова
bask	грэцца
basket	кошык
basketball	баскетбол
bass	бас
bass guitar	бас-гітара
basso	NO TRANSLATION
bassoon	фагот
bastard	вырадак
bastarding	bastarding
bastards	ўблюдкі
bastion	бастыён
bat	Лятучая мыш
batch	партыя
batching	дазуецца
bate	NO TRANSLATION
bath	ванна
bathe	купаць
bathhouse	лазня
bathing	купанне
bathrobe	халат
bathroom	ванная
bathtub	ванна
bathymetry	батиметрия
baton	дубінка
battalion	батальён
batter	дзяўбці
battered	пабіты
battering	дзяўбленне
battery	акумулятар
battle	бой
battled	змагаліся
battlefield	поле бою
battleground	поле бітвы
battlements	байніцамі
battleship	лінкор
batty	крануты
bauble	цацанка
bawdy	похабные
bawl	гарлапаніць
bay	заліў
bayonet	штыкавы
bayou	старыца
bazaar	усходні базар
bazooka	Базука
bday	Bday
be	быць
beach	пляж
beaches	пляжы
beacon	маяк
bead	шарык
beading	развальцовкой
beads	бісер
beady	пакрыты кропелькамі
beagle	гончая
beak	дзюбу
beaker	мерны шклянку
beam	прамень
beaming	прамяністы
bean	боб
beanbag	мяшок фасолі
beanie	шапочка
bear	несці
bearable	памяркоўны
beard	барада
bearded	барадаты
bearer	навіною
bearing	падшыпнік
bearings	падшыпнікі
bearish	мядзведжы
bearskin	мядзведжая шкура
beast	звер
beastly	зверскі
beat	біць
beaten	збіты
beater	біла
beating	біццё
beatnik	бітнікаў
beau	кавалер
beautification	добраўпарадкаванне
beautiful	прыгожы
beautify	упрыгожваць
beauty	прыгажосць
beaver	бабёр
bebop	бібоп
beck	вабіць
beckon	вабіць
become	стаць
bed	ложак
bedding	пасцельныя прыналежнасці
bedpan	подкладное судна
bedrock	карэнная парода
bedroom	спальня
bedside	прыложкавыя
bedspread	пасцельная покрыва
bedtime	час адыходу да сну
bee	пчала
beef	ялавічына
beefsteak	біфштэкс
beehive	вулей
beep	гудок
beeper	бипер
beer	піва
bees	пчолы
beeswax	воск
beetle	жук
befall	здарацца
befitting	прыдатны
befriend	дапамагаць
befuddled	збянтэжаны
beg	маліць
beggar	жабрак
begging	жабрацтва
begin	пачаць
beginner	пачатковец
beginning	пачатак
beginnings	вытокі
begrudge	зайздросціць
begun	пачаты
behappy	NO TRANSLATION
behave	весці
behavior	паводзіны
behavioral	паводніцкі
behemoth	бегемот
behest	загад
behold	вось
beholden	Удзячнасць
beholder	відавочца
beige	бэжавы
belated	запознены
belay	адставіць
belch	адрыжка
belief	вера
believable	праўдападобна
believe	верыць
believed	лічыцца,
believer	вернік
believing	мяркуючы
belittle	прынізіць
belittled	прыніжаецца
bell	звон
bellboy	калідорны
bellhop	калідорны
belligerent	ваяўнічы
bellman	вяшчальнік
bellow	роў
bellows	сильфон
belly	жывот
bellybutton	пупок
bellyful	сытасць
belong	належаць
belongings	пажыткі
beloved	ўмілаваная
belt	рэмень
beluga	бялуга
bemused	ашаломлены
bench	лава
bend	выгіб
bender	кляшчы
bending	выгіб
beneath	пад
benedictory	Хто дабраслаўляе
benefactor	дабрадзей
beneficial	выгадны
beneficiary	бенефіцыяры
benefit	выгада
benevolence	добразычлівасць
benevolent	добразычлівы
benign	дабраякасны
bent	выгнуты
benzene	бензол
bequeath	завяшчаць
bequest	спадчыну
bereaved	Балеснай
bereavement	цяжкая страта
bereft	пазбаўлены
beret	бярэ
bergamot	бергамот
berlin	Берлін
berserk	апантаны
berth	спальнае месца
beryllium	берылій
beseech	маліць
beset	абложваць
bestdayever	лепшы дзень
bestfeeling	bestfeeling
bestfriends	Лепшыя сябры
bestial	распусныя
besties	Besties
bestow	дараваць
bestseller	бэстсэлер
bet	стаўка
beta	бэта
betray	даводзіць да агульнага
betrayal	здрада
betrayed	здрадзіла
betrothed	заручаная
betterment	паляпшэнне
betting	заклад
betty	Бэці
bevel	скос
beverage	напой
bevy	зграя
beware	сцерагчыся
bewilder	бянтэжыць
bewildered	збянтэжаны
bewilderment	здзіўленне
bias	зрушэнне
biased	старонны
bib	нагруднік
bible	біблія
biblical	біблейскі
bibliography	бібліяграфія
bicarbonate	бікарбанат
bicentennial	двухсотгоддзе
biceps	біцэпс
bicker	спрачацца
bickering	сварка
bicolor	двухколерны
