Word	kk
bankrupt	банкрот
bankruptcy	банкроттық
banner	баннер
banquet	банкет
banshee	бэнши
banter	сұмдық
banzai	NO TRANSLATION
baptism	шомылдыру рәсімі
baptismal	шомылдыру рәсімі
baptize	шомылдыру рәсімі
bar	бар
barb	барб
barbarian	барбар
barbaric	варвардік
barbarism	барбаризм
barbecue	барбекю
barbed	тікенек
barber	шаштараз
barbershop	шаштараз
barbie doll	барби қуыршағы
bard	Бард
bare	жалаңаш
bareback	жалаңаш
barefoot	жалаң аяқты
barely	әрең
barf	барф
bargain	мәміле
bargaining	сауда-саттық
barge	баржа
baritone	баритон
barium	барий
bark	қабығы
barkeep	бұтақ
barks	қабықтары
barley	арпа
barmaid	Бармаид
barman	бармен
barn	сарай
barnacle	барнак
barney	барни
barnyard	барный
barometer	барометр
baron	барон
baroness	баронесса
baroque	барокко
barrack	барак
barracuda	Барракуда
barrage	тосқауыл
barred	тыйым салынған
barrel	баррель
barren	тозған
barricade	баррикада
barrier	кедергі
barring	тыйым салу
barrister	адвокат
barroom	барьер
barrow	қорған
bartender	бармен
barter	бартер
base	негіз
baseball	Бейсбол
baseball bat	бейсбол жарысы
baseboard	тақтайша
baseless	негізсіз
baseline	базалық сызба
baseman	басман
basement	жертөле
bases	негіздері
bash	bash
bashful	ұятсыз
basic	негізгі
basics	негіздері
basil	Райхан
basilica	базилика
basin	бассейн
basis	негізі
bask	баспа
basket	себет
basketball	баскетбол
bass	басс
bass guitar	бас гитара
basso	NO TRANSLATION
bassoon	бусун
bastard	Жетесіз
bastarding	құлдырау
bastards	соққылар
bastion	бастион
bat	жарқ
batch	пакет
batching	жинақтау
bate	NO TRANSLATION
bath	ванна
bathe	жуыңыз
bathhouse	монша
bathing	шомылу
bathrobe	халат
bathroom	жуынатын бөлме
bathtub	Ванна
bathymetry	батиметрия
baton	батон
battalion	батальоны
batter	баттер
battered	бүлінген
battering	шайқау
battery	батарея
battle	шайқас
battled	шайқасты
battlefield	соғыс алаңы
battleground	шайқас алаңы
battlements	дренаждар
battleship	әскерлер
batty	батке
bauble	бөрене
bawdy	ауыр
bawl	сәтсіздік
bay	бухты
bayonet	құлпынай
bayou	байу
bazaar	базар
bazooka	базукка
bday	күн
be	болуы
beach	жағажай
beaches	жағажайлар
beacon	маяк
bead	бус
beading	бисермен
beads	моншақтар
beady	бояу
beagle	биязы
beak	тұмсықты
beaker	боксер
beam	сәуле
beaming	жарқылдаған
bean	бұршақ
beanbag	beanbag
beanie	бақша
bear	аю
bearable	төзімді
beard	сақал
bearded	сақалды
bearer	тасымалдаушы
bearing	подшипник
bearings	подшипниктер
bearish	аюлар
bearskin	сирек кездеседі
beast	аңдар
beastly	жыртқыш
beat	ұрып-соғу
beaten	ұрланған
beater	соққы
beating	ұрып-соғу
beatnik	битник
beau	бау
beautification	абаттандыру
beautiful	әдемі
beautify	әсемдеу
beauty	сұлулық
beaver	Бивер
bebop	bebop
beck	beck
beckon	beckon
become	болуы
bed	төсек
bedding	төсек орындары
bedpan	төсек орындары
bedrock	негізі
bedroom	жатын бөлме
bedside	кереует
bedspread	төсек жапқыш
bedtime	төсек
bee	аралар
beef	сиыр еті
beefsteak	сиыр етінен стейк
beehive	ұсақтайтын
beep	дыбыстық сигнал береді
beeper	сигнал беру
beer	сыра
bees	аралар
beeswax	балауыз
beetle	қоңызы
befall	жауыздық
befitting	жарқын
befriend	достар
befuddled	жыртылған
beg	сұраңыз
beggar	қайыршы
begging	тілегі
begin	БАСТА
beginner	бастаушы
beginning	басталуы
beginnings	басталуы
begrudge	күңкілдеу
begun	басталды
behappy	NO TRANSLATION
behave	өзін ұстаңыз
behavior	мінез-құлық
behavioral	мінез-құлық
behemoth	Бегемот
behest	өтініш
behold	қараңыз
beholden	алдын ала
beholder	ұстамдылық
beige	бежевый
belated	кешіктірілген
belay	ақсақал
belch	белбеу
belief	сенім
believable	сенімділік
believe	сену
believed	сенген
believer	сенуші
believing	сену
belittle	кемсіту
belittled	азаяды
bell	қоңырау
bellboy	bellboy
bellhop	қоңырау шалу
belligerent	соғысушы
bellman	bellman
bellow	сильфонные
bellows	сөрелер
belly	іш
bellybutton	кіндік
bellyful	қараңғы
belong	тиесілі
belongings	заттар
beloved	сүйікті
belt	белбеу
beluga	Белуга
bemused	ауыртпалықсыз
bench	орындық
bend	иілу
bender	бендер
bending	иілу
beneath	астында
benedictory	бенедиктор
benefactor	қайырымдылық көмекшісі
beneficial	пайдалы
beneficiary	бенефициар
benefit	пайдасы
benevolence	қайырымдылық
benevolent	мейірімді
benign	жақсы
bent	бүктелген
benzene	бензол
bequeath	мұрагерлік
bequest	мұрагерлік
bereaved	жоғалған
bereavement	жоғалту
bereft	жоқ
beret	берет
bergamot	бергамот
berlin	Берлин
berserk	berserk
berth	айлақ
beryllium	бериллий
beseech	тілегі
beset	қасіретін
bestdayever	ең керемет күн
bestfeeling	мұқият тыңдау
bestfriends	ең жақын достар
bestial	сиқырлы
besties	besties
bestow	беріңіз
bestseller	үздік сатушы
bet	ставка
beta	бета
betray	сатқындық
betrayal	сатқындық
betrayed	сатқындық
betrothed	нақышталған
betterment	жақсарту
betting	ставка
betty	Бетти
bevel	бұрыш
beverage	сусын
bevy	сиқырлы
beware	сақтану
bewilder	таңқаларлық
bewildered	таң қалдырды
bewilderment	таңқаларлық
bias	қиянат
biased	ұнамсыз
bib	bib
bible	Киелі кітап
biblical	Киелі кітап
bibliography	Библиография
bicarbonate	бикарбонат
bicentennial	екіжылдығы
biceps	бицепс
bicker	бикер
bickering	дау-дамай
bicolor	биколор
bicycle	велосипед
bid	өтінім
bidder	сатып алушы
bidding	сауда-саттық
bide	NO TRANSLATION
biennial	екіжылдық
bier	NO TRANSLATION
bifurcation	бифуркация
big	үлкен
bigamy	bigamy
bigday	үлкен күн
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	бигорн
bigmouth	үлкен ауыз
bigot	фанат
bigoted	фанат
bigotry	фанатизм
bike	велосипед
biker	байкер
bikini	бикини
bilateral	екі жақты
bilayer	екі жақты
bile	өт
bilge	білгір
bilingual	екі тілде
bill	заң
billboard	билборд
billet	бұқаралық ақпарат құралдары
billiard	бильярд
billiards	бильярд
billing	есепшот ұсыну
billion	млрд
billionaire	миллиардерлер
billy	billy
bimbo	bimbo
bimonthly	екі айда бір рет
bin	бин
binary	екілік
bind	байланыстырады
binder	байланыстырушы зат
bindery	биндер
binding	байланысу
bing	bing
binge	шыңдау
bingo	бинго
binocular	бинокль
binoculars	бинокль
binomial	биномдық
bio	био
biochemical	биохимиялық
biochemist	биохимик
biochemistry	биохимия
biogenesis	биогенезі
biographer	өмірбаяншы
biography	өмірбаян
biological	биологиялық
biologist	биолог
biology	биология
bionic	бионикалық
biopsy	биопсия
biosphere	биосфера
bipartite	екі жақты
bipolar	биполярлы
birch	қайың
bird	құс
birdcage	құс еті
birdie	құс
birdman	құстар
birth	туған
birthday	туған күн
birthing	бірлік
birthmark	туу белгісі
birthplace	туған жері
birthright	туыстық құқық
bis	NO TRANSLATION
biscuit	печенье
bisexual	бисексуалды
bishop	епископ
bison	бисон
bisque	биші
bistro	бистро
bit	бит
bitch	ботқа
bitchy	күлкілі
bite	итеріңіз
biter	NO TRANSLATION
bitsy	битси
bitter	ащы
bitterly	ащы
bitterness	ащы
bittersweet	bittersweet
bitty	битие
bitumen	битум
