Word	ml
approximately	ഏകദേശം
approximating	approximating
approximation	ഏകദേശം
appurtenances	ഭാവുകങ്ങൾ
apricot	ആപ്രിക്കോട്ട്
apron	പുരോഗമിക്കുന്നു
apt	apt
aptitude	aptitude
aqua	അക്വ
aquamarine	അക്വാമറൈൻ
aquarium	അക്വേറിയം
aquatic	ജല
aqueduct	ജലകണിക
aqueous	അക്വസ്
arable	കൃഷിയുള്ള
arbiter	ആർബിറ്റർ
arbitrary	ഏകപക്ഷീയമായ
arbitrate	arbitrate
arbitration	മാദ്ധസ്ഥം
arbitrator	ആര്ബിട്രര്
arbor	ആർബോർ
arc	ആർക്ക്
arcade	ആർക്കേഡ്
arcane	വക്രമായ
arch	കമാനം
archaeological	പുരാവസ്തുഗവേഷണം
archaeologist	പുരാവസ്തുഗവേഷകൻ
archaeology	പുരാവസ്തുഗവേഷണം
archaic	പുരാതന
archangel	പ്രധാനദൂതൻ
archbishop	ആർച്ച് ബിഷപ്പ്
archdiocese	archdiocese
archduke	ആർച്ച് ഡിക്ക്
arched	കമാനം
archer	വില്ലാളി
archery	വില്ലാളി
archetype	ആർകേപ്പ്
archipelago	archipelago
architect	വാസ്തുശില്പി
architectural	വാസ്തുവിദ്യ
architecture	വാസ്തുവിദ്യ
archive	ആർക്കൈവ് ചെയ്യുക
arctic	ആർട്ടിക്ക്
ardent	എഴുന്നേറ്റ്
ardor	വിരസത
arduous	കഠിനമായ
area	പ്രദേശം
arena	അരി
areola	അയോല
areyoukidding	NO TRANSLATION
areyoukiddingme	NO TRANSLATION
argent	NO TRANSLATION
argh	ആർഗ്
arghh	NO TRANSLATION
arghhhh	NO TRANSLATION
argue	വാദിക്കുക
argument	ആർഗ്യുമെന്റ്
argumentation	ആർക്കേമെൻറേഷൻ
argumentative	വാദമുഖം
arguments	വാദങ്ങൾ
arid	വരണ്ട
arise	എഴുന്നേൽക്കുക
aristocracy	പ്രഭുക്കന്മാർ
aristocrat	രാജകുമാരി
aristocratic	കുലീനമായ
arithmetic	ഗണിത
ark	പെട്ടകം
arm	കൈക്ക്
armada	armada
armament	ആയുധം
armaments	ആയുധങ്ങൾ
armature	ആയുധം
armchair	കൈകൊണ്ട്
armed	ആയുധം
armor	ആയുധം
armored	കവചം
armory	ആയുധപ്പുര
armpit	കയ്യെഴുത്ത്
arms	ആയുധങ്ങൾ
army	സൈന്യം
aroma	സൌരഭ്യവാസന
aromatherapy	അരോമാതെറാപ്പി
arousal	ഉദ്ഘാടനം
arouse	ഉണരുക
aroused	ഉയർത്തി
arraignment	ഉദ്വമനം
arrange	ക്രമീകരിക്കുക
arranged	ക്രമീകരിച്ചു
arrangement	ക്രമീകരണം
array	ശ്രേണി
arrears	കുടിശ്ശിക
arrest	അറസ്റ്റ്
arrhythmia	അർത്രിമ
arrival	വരവ്
arrive	എത്തും
arrogance	അഹങ്കാരം
arrogant	അഹങ്കാരം
arrow	അമ്പടയാളം
arsehole	ആർസെഹോൾ
arseholes	ആർസെഹോൾസ്
arsenal	ശവപ്പെട്ടി
arsenic	ആർസെനിക്
arson	തീ പിടാക്കുക
arsonist	കൊള്ളക്കാരൻ
art	കല
arterial	ധമനികൾ
artery	ധമനിയാണ്
artful	തമാശ
arthritis	വാതം
arthropod	ആർത്രോപോഡ്
artichoke	ആർട്ടികോക്ക്
article	ലേഖനം
articles	ലേഖനങ്ങൾ
articulate	കൂട്ടിച്ചേര്ക്കുക
articulation	ഒത്തുചേരൽ
artifact	ശിൽപം
artifice	കൃത്രിമത്വം
artificial	കൃതിമമായ
artillery	പീരങ്കി
artisan	ആർട്ടിസാൻ
artist	കലാകാരൻ
artiste	NO TRANSLATION
artistic	കലാപരമായ
artistry	കലാരൂപം
artists	കലാകാരന്മാർ
artwork	കലാസൃഷ്ടികൾ
arty	ആർട്ടി
asap	ഉടനടി
asbestos	ആസ്ബറ്റോസ്
ascend	കയറിപ്പോവുക
ascendancy	ഉയർത്തൽ
ascendant	ഉയർത്തപ്പെട്ട
ascending	ആരോഹണം
ascension	അസൻഷൻ
ascent	കയറ്റം
ascertain	ഉറപ്പ്
ascertained	ഉറപ്പിച്ചു
ascetic	സസ്യവിഭാഗം
ash	ചാരം
ashamed	ലജ്ജിച്ചു
ashes	ചാര നിറം
ashtray	ആൽട്രേ
asinine	അസിൻ
ask	ചോദിക്കൂ
asleeep	NO TRANSLATION
asleep	ഉറങ്ങുക
asp	asp
asparagus	ശതാവരിച്ചെടി
aspartame	aspartame
aspect	ഭാവം
aspects	വശങ്ങൾ
aspen	ആസ്പന്
asphalt	മണ്കീല്
asphyxia	അസ്ഫയ്സിയ
asphyxiation	ശ്വാസം മുട്ടൽ
aspiration	അഭിലാഷം
aspire	ആഗ്രഹിക്കുക
aspirin	ആസ്പിരിൻ
aspiring	ആവേശത്തോടെ
ass	കഴുത
assail	ആക്രമിക്കുക
assailant	പീഡിപ്പിക്കുന്നയാൾ
assassin	കൊലയാളി
assassinate	വധിക്കപ്പെടുക
assassination	കൊലപാതകം
assault	കയ്യേറ്റം നടത്തുക
assay	ആശ്വാസം
assemblage	സമ്മേളനം
assemble	കൂട്ടിക്കുഴയ്ക്കുക
assembled	കൂട്ടമായി
assembly	സമ്മേളനം
assemblyman	നിയമസഭാംഗം
assent	സമ്മതം
assert	ഉറപ്പിക്കുക
asserting	ഉറപ്പിച്ചുപറയുക
assertion	വാദം
assertive	ഉറപ്പിച്ചുപറയുക
assess	വിലയിരുത്തുക
assessment	മൂല്യനിർണ്ണയം
assessor	മൂല്യനിർണയക്കാരൻ
asset	അസറ്റ്
assets	അസറ്റുകൾ
asshole	ആസ്ഹോൾ
assign	നിയമിക്കുക
assignee	അസൈൻ
assignment	നിയമനം
assimilate	സ്വാംശീകരിക്കൽ
assimilation	സ്വാംശീകരണം
assist	സഹായിക്കുക
assistance	സഹായം
assistant	അസിസ്റ്റന്റ്
associate	ബന്ധിപ്പിക്കുക
association	അസോസിയേഷൻ
assorted	ഘടകം
assortment	തരം തിരിക്കൽ
assuage	ചവിട്ടിപ്പിടിക്കുക
assume	ഏറ്റെടുക്കുക
assumed	അനുമാനിച്ചു
assuming	ഊഹിക്കുക
assumption	അനുമാനം
assurance	ഉറപ്പ്
assure	ഉറപ്പുതരുന്നു
assured	ദൃഢമായി
assuredly	തീർച്ചയായും
asterisk	നക്ഷത്രചിഹ്നം
asteroid	ഛിന്നഗ്രഹം
asteroids	ഛിന്നഗ്രഹങ്ങൾ
asthma	ആസ്ത്മ
asthmatic	ആസ്ത്മ
astigmatism	astigmatism
astonish	ആശ്ചര്യപ്പെടുത്തുക
astonished	ആശ്ചര്യപ്പെട്ടു
astonishing	ആശ്ചര്യപ്പെടുത്തുന്നു
astonishingly	NO TRANSLATION
astonishment	ആശ്ചര്യപ്പെടുത്തുക
astound	ആശ്ചര്യപ്പെട്ടു
astral	ജപമാല
astray	വഴിപിഴച്ചവർ
astringent	രേവതി
astrologer	ജ്യോതിഷക്കാരൻ
astrology	ജ്യോതിഷം
astronaut	ബഹിരാകാശയാത്ര
astronomer	ജ്യോതിശാസ്ത്രജ്ഞൻ
astronomical	ജ്യോതിശാസ്ത്ര
astronomy	ജ്യോതിശാസ്ത്രം
astute	ആശ്ചര്യം
asunder	മറന്നു
asylum	അഭയം
asymmetric	അസമിക്
asymmetry	അസമിതം
asymptotic	asymptotic
atelier	ആറ്റീയർ
atheism	നിരീശ്വരവാദം
atheist	നിരീശ്വരവാദി
atheistic	നിരീശ്വരവാദി
atherosclerosis	atherosclerosis
athlete	അത്ലറ്റ്
athletic	അത്ലറ്റിക്
athleticism	അത്ലറ്റിക്
athletics	അത്ലറ്റിക്സ്
atlas	അറ്റ്ലസ്
atmosphere	അന്തരീക്ഷം
atmospheric	അന്തരീക്ഷം
atoll	അറ്റോൾ
atom	ആറ്റം
atomic	ആറ്റോമിക
atone	ഒരേസമയം
atonement	പാപപരിഹാരബലി
atpeace	സമാധാനത്തിൽ
atrium	ആട്രിയം
atrocious	അതിക്രമം
atrocity	അതിക്രമം
atrophy	അണ്ഡോഫി
attach	ഘടിപ്പിക്കുക
attached	അറ്റാച്ചുചെയ്തു
attachment	ബന്ധം
attack	ആക്രമണം
attacker	ആക്രമണകാരി
attacking	ആക്രമിക്കുന്നു
attain	കൈവരിക്കുക
attainable	നേടിയെടുക്കുക
attainment	നേട്ടം
attempt	ശ്രമം
attempted	ശ്രമിച്ചു
attend	പങ്കെടുക്കുക
attendance	ഹാജർ
attendant	അറ്റൻഡന്റ്
attention	ശ്രദ്ധ
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	ശ്രദ്ധാപൂർവ്വം
attenuate	വക്രതയില്ലാത്തതാണ്
attenuated	ക്ഷീണിച്ചിരിക്കുന്നു
attenuation	വക്രം
attest	സാക്ഷ്യപ്പെടുത്തുക
attestation	അറ്റസ്റ്റേഷൻ
attic	ശിൽപശാല
attire	വസ്ത്രം
attitude	മനോഭാവം
attorney	അറ്റോർണി
attract	ആകർഷിക്കുക
attraction	ആകർഷണം
attractive	ആകർഷകമായ
attractiveness	ആകർഷണം
attributable	ആരോപിക്കാവുന്ന
attribute	ആട്രിബ്യൂട്ട്
attribution	ആട്രിബ്യൂഷൻ
attrition	കൊഴിഞ്ഞുപോക്ക്
auburn	ആംബർപെൻഷൻ
auction	ലേലം
auctioneer	ലേലം
audacious	ധീര
audacity	ധീര
audible	കേൾക്കണം
audience	പ്രേക്ഷകർ
audio	ഓഡിയോ
audit	ഓഡിറ്റ്
audition	ഓഡിഷൻ
auditions	ഓഡിഷുകൾ
auditor	ആഡിറ്റർ
auditorium	ആഡിറ്റോറിയം
auditory	ഓഡിറ്ററി
aught	എന്തും
augment	വർദ്ധനവ്
augmentation	വർദ്ധനവ്
august	ഓഗസ്റ്റ്
aunt	അമ്മായി
auntie	അമ്മായി
aura	സൗരയൂഥം
aurora	അരോറ
auspices	ഉദ്ഘാടനം
auspicious	ശുഭകരമായ
austere	കഠിനമായ
austerity	ചെലവുചുരുക്കൽ
authentic	ആധികാരിക
authenticate	പ്രാമാണീകരിക്കുക
authentication	പ്രാമാണീകരണം
authenticity	ആധികാരികത
author	രചയിതാവ്
authoritative	ആധികാരികമായ
authority	അധികാരം
authorization	അധികാരപ്പെടുത്തൽ
authorize	അംഗീകരിക്കുക
authorized	അംഗീകരിച്ചു
authorship	രചനാവകാശം
autism	ഓട്ടിസം
autistic	ഓട്ടിസം
auto	ഓട്ടോ
autobiographical	ആത്മകഥാപരമായ
autobiography	ആത്മകഥ
autocorrect	സ്വയം തിരുത്തൽ
autocratic	ഏകാധിപതി
autograph	ഓട്ടോഗ്രാഫ്
autographed	യാന്ത്രികമായി പകർത്തി
automated	ഓട്ടോമേറ്റഡ്
automatic	ഓട്ടോമാറ്റിക്
automobile	ഓട്ടോമൊബൈൽ
automotive	ഓട്ടോമോട്ടീവ്
autonomy	സ്വയംഭരണം
autopilot	ഓട്ടോപൈലറ്റ്
autopsy	പോസ്റ്റ്മോർട്ടം
autumn	ശരത്കാലം
auxiliary	സഹായക
avail	പ്രയോഗം
availability	ലഭ്യത
available	ലഭ്യമാണ്
avalanche	മഞ്ഞുവീഴ്ച
avarice	അമിതമായി
avatar	അവതാർ
avenge	പ്രതികാരം ചെയ്യുക
avenger	പ്രതികാരൻ
avenging	പ്രതികാരംചെയ്യൽ
avenue	അവന്യൂ
aver	NO TRANSLATION
average	ശരാശരി
aversation	NO TRANSLATION
averse	അവഗണന
averseness	അസ്വാസ്ഥ്യം
aversion	വിദ്വേഷം
avert	ഒഴിവാക്കുക
aviary	Aviary
aviation	വ്യോമയാനരംഗം
aviator	വാഹനം
avid	ആർദ്ര
avocado	അവോക്കാഡോ
avoid	ഒഴിവാക്കുക
avoidance	ഒഴിവാക്കൽ
avoiding	ഒഴിവാക്കിയും
await	പതീക്ഷിച്ചിരിക്കുക
awake	ഉണരുക
awaken	ഉണർത്തുക
awakening	ഉണർവ്വ്
award	അവാർഡ്
awards	പുരസ്കാരങ്ങൾ
