Word	mi
barbarian	rangatira
barbaric	Tuhinga
barbarism	Tuhinga o mua
barbecue	te hukarere
barbed	kapi
barber	parapara
barbershop	barbershop
barbie doll	barbie pepeha
bard	pereki
bare	kawe
bareback	Tuhinga o mua
barefoot	Tuhinga o mua
barely	iti noa
barf	Tuhinga
bargain	hokohoko
bargaining	hokohoko
barge	putea
baritone	pauna
barium	barium
bark	kiri
barkeep	Tuhinga o mua
barks	Tuhinga
barley	parei
barmaid	roera
barman	barman
barn	whare witi
barnacle	whare noho
barney	barney
barnyard	barnyard
barometer	barometer
baron	baron
baroness	baroness
baroque	baroque
barrack	parara
barracuda	barracuda
barrage	pakanga
barred	Tuhinga
barrel	potae
barren	pakoko
barricade	Tuhinga o mua
barrier	parenga
barring	tarai
barrister	kaitiaki
barroom	te wharepaku
barrow	Tuhinga o mua
bartender	Tuhinga o mua
barter	kaihoko
base	turanga
baseball	pounamu
baseball bat	pounamu pounamu
baseboard	papa papa
baseless	koretake
baseline	raupapa
baseman	Tuhinga o mua
basement	raro
bases	turanga
bash	Tuhinga
bashful	kaore
basic	taketake
basics	Tuhinga
basil	potae
basilica	Basilica
basin	putea
basis	kaupapa
bask	Tuhinga
basket	kete
basketball	poitūkohu
bass	papa
bass guitar	te haka
basso	NO TRANSLATION
bassoon	Tuhinga o mua
bastard	pakaru
bastarding	whakatipu
bastards	Tuhinga o mua
bastion	Tuhinga
bat	potae
batch	Tuhinga
batching	pana
bate	NO TRANSLATION
bath	pati
bathe	horoi
bathhouse	whare horoi
bathing	te horoi
bathrobe	potae
bathroom	wharepaku
bathtub	te horoi
bathymetry	bathymetry
baton	potae
battalion	te ope taua
batter	potae
battered	kua pakaru
battering	pakaru
battery	pati
battle	whawhai
battled	ka whiua
battlefield	waahi pakanga
battleground	te pakanga
battlements	nga waahi
battleship	te pakanga
batty	Tuhinga o mua
bauble	Tuhinga
bawdy	Tuhinga
bawl	bawl
bay	kokoru
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	Tuhinga o mua
be	kia
beach	beach
beaches	nga taone
beacon	rama
bead	putea
beading	pupuhi
beads	potae
beady	paku
beagle	whara
beak	toka
beaker	beaker
beam	pee
beaming	whakahua
bean	pīni
beanbag	pīni
beanie	beanie
bear	mau
bearable	ka taea
beard	pahau
bearded	paoro
bearer	kaitiaki
bearing	te kawe
bearings	pikitanga
bearish	bearish
bearskin	pītara
beast	kararehe
beastly	kararehe
beat	whiua
beaten	whiua
beater	pupuhi
beating	whiua
beatnik	beatnik
beau	ataahua
beautification	whakapaipai
beautiful	ataahua
beautify	whakapaipai
beauty	ataahua
beaver	kawe
bebop	bebop
beck	toka
beckon	Tuhinga o mua
become	riro
bed	moenga
bedding	moenga
bedpan	Tuhinga o mua
bedrock	te moenga
bedroom	whare moenga
bedside	moenga
bedspread	moenga
bedtime	moenga moenga
bee	pipi
beef	pipi
beefsteak	beefsteak
beehive	pipi
beep	tangi
beeper	nui
beer	pia
bees	pi
beeswax	beeswax
beetle	pupuhi
befall	Tuhinga ka whai mai
befitting	e tika ana
befriend	aroha
befuddled	Tuhinga o mua
beg	tono
beggar	rawakore
begging	ka tono
begin	timata
beginner	tīmata
beginning	tīmata
beginnings	tīmatanga
begrudge	Tuhinga o mua
begun	tīmata
behappy	NO TRANSLATION
behave	whanonga
behavior	whanonga
behavioral	whanonga
behemoth	ko Pehemoto
behest	Tuhinga o mua
behold	nana
beholden	tirohia
beholder	kaitirotiro
beige	putea
belated	ka hari
belay	Tuhinga
belch	whitiki
belief	whakapono
believable	whakapono
believe	whakapono
believed	whakapono
believer	whakapono
believing	whakapono
belittle	Tuhinga o mua
belittled	whakahinu
bell	pere
bellboy	bellboy
bellhop	bellhop
belligerent	Tuhinga o mua
bellman	Tuhinga o mua
bellow	Tuhinga o mua
bellows	Tuhinga
belly	kopu
bellybutton	taatene
bellyful	kopu
belong	kei roto
belongings	taonga
beloved	e arohaina ana
belt	whitiki
beluga	Tuhinga o mua
bemused	Tuhinga o mua
bench	Tuhinga
bend	piko
bender	Tuhinga o mua
bending	piko
beneath	kei raro
benedictory	Tuhinga o mua
benefactor	kaiawhina
beneficial	painga
beneficiary	kaiwhiwhi
benefit	painga
benevolence	Tuhinga o mua
benevolent	pai
benign	he pai
bent	piko
benzene	benzene
bequeath	Tuhinga o mua
bequest	Tuhinga
bereaved	ka mate
bereavement	Tuhinga o mua
bereft	Tuhinga o mua
beret	Tuhinga
bergamot	bergamot
berlin	potae
berserk	Tuhinga o mua
berth	papa
beryllium	beryllium
beseech	inoi
beset	takahi
bestdayever	bestdayever
bestfeeling	Tuhinga
bestfriends	hoa pai
bestial	Tuhinga o mua
besties	pai rawa
bestow	hoatu
bestseller	bestseller
bet	pene
beta	beta
betray	tinihanga
betrayal	tinihanga
betrayed	tukuna
betrothed	marena
betterment	te pai
betting	peti
betty	Tuhinga o mua
bevel	pene
beverage	inu
bevy	Tuhinga o mua
beware	kia tupato
bewilder	kapi
bewildered	ka poipoia
bewilderment	haumaru
bias	Tuhinga
biased	Tuhinga
bib	tahua
bible	pukapuka
biblical	Paipera
bibliography	bibliography
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	Tuhinga o mua
bickering	Tuhinga o mua
bicolor	Tuhinga o mua
bicycle	keke
bid	tono
bidder	kaituku
bidding	tono
bide	NO TRANSLATION
biennial	Tuhinga o mua
bier	NO TRANSLATION
bifurcation	Tuhinga o mua
big	nui
bigamy	Tuhinga o mua
bigday	nui
biggestfear	NO TRANSLATION
biggie	nui
bighorn	whanui
bigmouth	nui
bigot	nui
bigoted	nui
bigotry	nui
bike	pahikara
biker	biker
bikini	bikini
bilateral	Tuhinga
bilayer	bilayer
bile	bile
bilge	Tuhinga
bilingual	reo rua
bill	pire
billboard	panuku
billet	Tuhinga
billiard	piriti
billiards	piriti
billing	putea
billion	piriona
billionaire	piriona
billy	nama
bimbo	bimbo
bimonthly	bimonthly
bin	pene
binary	Tuhinga
bind	herea
binder	kaipupuri
bindery	herea
binding	herea
bing	bing
binge	Tuhinga o mua
bingo	bingo
binocular	binocular
binoculars	Tuhinga o mua
binomial	Tuhinga
bio	koiora
biochemical	koiora
biochemist	biochemist
biochemistry	biochemistry
biogenesis	te koiora
biographer	kaituhi
biography	koiora
biological	koiora
biologist	kairangahau
biology	koiora
bionic	bionic
biopsy	koiora
biosphere	koiora
bipartite	Tuhinga o mua
bipolar	Tuhinga o mua
birch	birch
bird	manu
birdcage	manu
birdie	manuie
birdman	manu
birth	whanau
birthday	rā whānau
birthing	Tuhinga
birthmark	whanau whanau
birthplace	wahi whanau
birthright	whanau whanau
bis	NO TRANSLATION
biscuit	keke
bisexual	bisexual
bishop	pīhopa
bison	bison
bisque	bisiki
bistro	bistro
bit	bit
bitch	tohua
bitchy	paku
bite	ngau
biter	NO TRANSLATION
bitsy	bitsy
bitter	kawa
bitterly	kawa
bitterness	kawa
bittersweet	Tuhinga o mua
bitty	bitty
bitumen	bitumen
biweekly	Tuhinga
biz	biz
bizarre	haumaru
blab	papa
blabbermouth	karapeti
black	pango
black snake	paraoa pango
blackberry	parakipere
blackbird	pango
blackboard	papa pango
blacken	pango
blackface	pango
blackjack	pango
blacklist	pango pango
blackmail	panui
blackmailer	panuku
blackness	pango
blackout	pango
blacksmith	parakene
bladder	potae
blade	kau
blame	hara
blameless	harakore
bland	Tuhinga o mua
blank	tuwhera
blanket	paraikete
blare	Tuhinga o mua
blase	NO TRANSLATION
blasphemous	kohukohu
blasphemy	kohukohu
blast	pupuhi
blaster	whero
blastoff	Tuhinga o mua
blatant	Tuhinga
blather	tetahi atu
blaze	wera
blazer	paraka
blazing	wera
bleach	te horoi
bleak	pouri
bleed	ka pupuhi
bleeder	kaiwhakahau
bleeding	toto
bleep	pupuhi
blemish	he koha
blemished	he kino
blend	whakakotahi
blender	Tuhinga o mua
blending	whakakotahi
bless	manaakitia
blessed	manaakitia
blessing	manaaki
blessings	manaaki
bleu	parauri
blight	pupuhi
blighted	ka pakaru
blimp	blimp
blind	matapo
blinded	matapo
blindfold	matapihi
blindfolded	he mea hipoki
blinding	matapo
blindly	maata
blindness	matapo
blink	pupuhi
blip	pupuhi
bliss	Tuhinga o mua
blissful	koa
blister	panuku
blistering	pupuhi
blitz	blitz
blizzard	Tuhinga o mua
bloat	parauri
bloated	ka maama
blob	pakaru
block	poraka
blockade	whakapae
blockage	whakataka
blockbuster	pakaru
blockhead	poraka
blog	rangitaki
bloke	parake
blond	parauri
blonde	parauri
blood	toto
bloodbath	toto toto
bloodhound	toto toto
bloodless	kore toto
bloodline	te toto
bloodshed	te toto
bloodshot	whakaheke toto
bloodstream	te toto
bloodthirsty	te toto
bloody	toto
bloom	puawai
bloomers	pupuhi
blooming	pupuhi
blossom	puawai
blot	horoia
blotched	horoia
blotter	horoia
blouse	koti
blow	pupuhi
blower	pupuhi
blowfish	pupuhi
blowing	pupuhi
blowjob	pupuhi
blown	pupuhi
blowout	Tuhinga
blowtorch	Tuhinga o mua
blubber	pupuhi
bluddy	Tuhinga o mua
blue	puru
blue spruce	pururangi puru
blueberry	puruhi
bluebird	bluebird
bluegrass	pururangi
bluejay	bluejay
blueprint	mahere
blues	Tuhinga
bluff	bluff
bluish	pupuhi
blunder	pakaru
blunt	tangi
blur	kopiri
blurred	ka pouri
blurry	pupuhi
blurt	pupuhi
blush	whakakore
blushing	pupuhi
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	Tuhinga o mua
board	poari
board game	poari poari
boarder	NO TRANSLATION
boarding	te poari
boardroom	te poari
boards	papa
boardwalk	Tuhinga o mua
boast	whakapehapeha
boastful	whakapehapeha
boasting	whakapehapeha
boat	poti
boathouse	poti
boating	Tuhinga o mua
boatload	pati waka
boatman	Tuhinga o mua
bobbin	bobbin
bobcat	bobcat
bobsled	whakahekehia
bode	putea
bodega	Tuhinga o mua
bodice	tinana
bodily	tinana
body	tinana
bodyguard	kaitiaki
bog	Tuhinga o mua
bogey	bogey
bogeyman	bogeyman
bogus	pupuhi
bohemian	bohemian
boil	kohuatia
boiler	waahi
boilerplate	Tuhinga o mua
boiling	kohua
boisterous	haurangi
bold	maia
boldness	maia
bollocks	poraka
bolster	whakatairanga
bolt	potae
bolus	bolus
bomb	poma
bombard	pakaru
bombardier	Tuhinga o mua
bombardment	Tuhinga o mua
bombed	pakaru
bomber	pupuhi
bombers	potae
bombing	pakaru
bombshell	Tuhinga o mua
bonanza	bonanza
bonbon	NO TRANSLATION
bond	here
bondage	nohohere
bonding	herea
bonds	here
bondsman	Tuhinga o mua
bone	wheua
bonehead	wheua
boner	pai
bones	wheua
bonfire	te rama
bong	Tuhinga o mua
bonkers	Tuhinga o mua
bonne	NO TRANSLATION
bonnet	bonnet
bonny	Tuhinga o mua
bonsai	Tuhinga o mua
bonus	bonus
bony	Tuhinga o mua
boo	Tuhinga
boob	boob
booby	Tuhinga
booger	Tuhinga o mua
boogeyman	boogeyman
boogie	boogie
book	pukapuka
bookcase	pukapuka
bookie	pukapuka
booking	te tuhi
bookish	pukapuka
bookkeeper	kaitiaki pukapuka
bookkeeping	pukapuka
booklet	pukapuka
bookmaker	kaituhi
bookmark	tohu tohu
books	pukapuka
bookseller	kaihoko pukapuka
bookshop	pukapuka pukapuka
bookstore	whare pukapuka
bookworm	pukapuka pukapuka
boom	Tuhinga o mua
boomer	boomer
boomerang	boomerang
booming	Tuhinga
boon	Tuhinga o mua
boooo	NO TRANSLATION
boost	whakanui
booster	Tuhinga o mua
boot	te whawhai
booth	potae
bootleg	bootleg
bootlegger	bootlegger
boots	potae
booty	taonga
booze	Tuhinga
bop	Tuhinga
bopper	bopper
border	rohe
bordering	tata
borderline	raina
bore	whanau
boreal	koha
bored	pakaru
boredom	Tuhinga o mua
borer	Tuhinga o mua
boring	maaka
born	whanau
boron	boron
borough	rohe
borrow	nama
borrower	kaihoko
bosom	Tuhinga o mua
boss	rangatira
bossy	rangatira
boston	boston
botanical	huawhenua
botanist	kaipupuri
botany	botany
bother	whakataka
bothering	Tuhinga o mua
bottle	pounamu
bottleneck	putea
bottling	Tuhinga o mua
bottom	raro
bottomless	korekore
botulism	Tuhinga
boulder	toka
bounce	pounamu
bouncer	Tuhinga o mua
bouncy	bouncy
bound	herea
boundary	rohe
boundless	kore
bounds	Tuhinga
bountiful	pounamu
bounty	Tuhinga
bouquet	te poro
bourbon	pounamu
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	Tuhinga
bout	pupuhi
boutique	toa
bouttime	te tukinga
bovine	bovine
bow	kopere
bowed	piko
bowel	te kiri
bowels	whekau
bowl	peihana
bowler	kaituku
bowling	peti
bowls	nga peihana
box	pouaka
boxcar	pouaka
boxer	kaikemeke
boxers	kaitakakemeke
boxing	kokemeke
boy	tama
boycott	whakaheke
boyfriend	hoa
boyhood	te tamaiti
boyish	pakuhi
boysenberry	boysenberry
bozo	bozo
bra	papa
brace	tohua
bracelet	poroporo
braces	Tuhinga o mua
brachial	Tuhinga o mua
bracket	papanga
brackets	nga tohu
brackish	whakahirahira
brad	Tuhinga o mua
brag	whakapehapeha
braid	pakari
brain	roro
brainless	matekore
brains	whakaaro
brainstorm	whakawhitiwhiti whakaaro
brainwash	Tuhinga o mua
brainy	Tuhinga
brake	whati
bran	harani
branch	peka
branching	whakawhitinga
brand	waitohu
brandy	tohu
brash	paraka
brass	parahi
brass knuckle	parahi
brassiere	brassiere
brat	Tuhinga
bratwurst	bratwurst
bravado	bravado
brave	toa
bravery	toa
brawl	Tuhinga o mua
brawn	aukati
brazen	maroke
breach	pakaru
bread	taro
breadth	whānui
break	pakaru
breakable	ka taea
breakaway	breakaway
breakdown	Tuhinga o mua
breaker	kaihoe
breakers	Tuhinga o mua
breakfast	parakuihi
breaking and entering	pakaru me te tomo
breakingnews	pakaruhanga
breakneck	takahia
breakthrough	Tuhinga o mua
breakup	pakaru
breast	te u
breath	hau
breathe	hau
breather	hemo
breathless	korekore
breathtaking	whakahihi
breech	Tuhinga o mua
breeches	Tuhinga o mua
breed	whanau
breeder	kaihoko
breeding	whakatipu
breeze	hau
breezy	haurangi
brethren	teina
breve	NO TRANSLATION
brevity	Tuhinga o mua
brew	Tuhinga o mua
brewery	Tuhinga o mua
brewing	te hanga
briar	pakari
bribe	putea
bribery	hokohoko
brick	pereki
bridal	marena
bride	wahine marena hou
bridegroom	marena hou
bridesmaid	wahine wahine
bridge	piriti
bridle	paraire
brief	poto
briefcase	putea
briefing	korero poto
briefly	poto
brig	paraihe
brigade	piripi
bright	marama
brighten	kanapa
brightens	kanapa
brighter	maama
brightness	marama
brilliance	marama
brilliant	maama
brim	Tuhinga o mua
brimming	Tuhinga o mua
brimstone	te whanariki
brine	paraoa
bring	kawe
brink	Tuhinga o mua
brisk	Tuhinga o mua
brisket	Tuhinga o mua
bristle	Tuhinga o mua
brittle	Tuhinga o mua
bro	bro
broach	pakaru
broad	whānui
broadcast	whakawhitinga
broadcasting	päpäho
broaden	whakawhānui
broadside	whānui
broadsword	kupuhipa
brocade	poroporo
broccoli	broccoli
brochure	panui
broil	kohua
broke	takahia
broken	pakaru
brokenheart	NO TRANSLATION
brokenhearted	te ngakau pouri
broker	kaihokohoko
brokerage	Tuhinga o mua
bromide	pupuhi
bronco	bronco
bronze	parahi
brooch	Tuhinga o mua
brood	Tuhinga
brooding	te whakatairanga
brook	awa
broom	he hupa
broomstick	broomstick
broth	te hupa
brothel	whare karakia
brother	teina
brotherhood	teina
brotherly	teina
brow	mata
brown	parauri
brownstone	parauri
browse	tirotirohia
brrr	paraoa
bruise	pakaru
bruising	pakaru
brunch	brunch
brunette	parauri
brunt	Tuhinga o mua
brush	paraihe
brutal	kino
brutality	kino
brute	Tuhinga o mua
brutish	poauau
bubble	mirumiru
bubbling	pupuhi
bubbly	mirumiru
bubonic	miriona
buck	Tuhinga
buckaroo	buckaroo
bucket	peere
buckle	taputapu
buckled	ka whakairia
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	pihi
buddha	buddha
buddhism	Tuhinga o mua
buddhist	Tuhinga o mua
budding	pupuhi
buddy	hoa
budge	pupuhi
budget	pūtea
buff	Tuhinga
buffalo	buffalo
buffer	tarai
buffering	Tuhinga o mua
buffet	kati
buffoon	buffoon
bug	bug
bugaboo	Tuhinga
bugged	ka whakairia
bugger	bugger
buggy	Tuhinga
bugle	pupuhi
bugler	kapi
build	hanga
builder	kaihanga
building	whare
buildings	whare
buildup	buildup
bulb	pupuhi
bulbous	Tuhinga
bulge	pupuhi
bulimic	nui
bulk	nui
bulkhead	Tuhinga
bulky	nui
bull	puru
bulldog	Tuhinga o mua
bulldozer	kaiwhakawhanake
bullet	Tuhinga
bulletin	Tuhinga
bulletproof	Tuhinga
bullfighter	puru
bullfrog	purufrog
bullheaded	ka poipoia
bullhorn	puruhorn
bullion	bullion
bullock	puru
bullpen	kapi
bullshit	puru
bully	pupuhi
bulwark	Tuhinga
bum	Tuhinga
bumblebee	bumblebee
bummed	ka whakairia
bummer	pupuhi
bump	Tuhinga o mua
bumper	Tuhinga o mua
bumpy	pupuhi
bun	NO TRANSLATION
bunch	paihere
bundle	paihere
bungalow	taunga
bungee	Tuhinga o mua
bunghole	bunghole
bunion	Tuhinga
bunk	moenga
bunker	Tuhinga o mua
bunkhouse	whare moenga
bunny	Tuhinga o mua
bunt	Tuhinga
buoy	Tuhinga
buoyancy	buoyancy
buoyant	Tuhinga
bur	Tuhinga o mua
burden	Tuhinga
burdened	ka taimaha
burdensome	he taimaha
bureau	tari
bureaucracy	Tuhinga
bureaucrat	Tuhinga o mua
bureaucratic	Tuhinga
burger	putea
burglar	pakaru
burglary	pakaru
burial	tanumanga
buried	tanumia
burke	pakaru
burlap	pakaru
burlesque	Tuhinga o mua
burly	pakaru
burn	wera
burned	wera
burner	tahu
burning	tahu
burnished	kua wera
burnout	wera
burnt	tahu
burp	pakaru
burr	Tuhinga o mua
burrito	burrito
burro	NO TRANSLATION
burrow	pakaru
bursary	putea
burst	pakaru
bury	tanu
bus	pahi
busboy	potae
bush	ngahere
bushel	Tuhinga o mua
bushy	pupuhi
business	pakihi
business man	NO TRANSLATION
businessman	kaihokohoko
businesswoman	wahine pakihi
busload	papa pahi
buss	Tuhinga o mua
bust	pupuhi
busted	ka mutu
buster	Tuhinga
bustle	Tuhinga o mua
bustling	pupuhi
busy	mahi
busybody	te tangata
butane	engariane
butcher	kapi
butler	kaipara
butt	Tuhinga
butter	pata
buttercup	te pata pata
butterfly	papaki
buttermilk	te pata pata
butterscotch	Tuhinga o mua
buttery	potae
buttock	Tuhinga
buttocks	Tuhinga o mua
button	pātene
buttress	Tuhinga o mua
buxom	buxom
buy	hoko
buyer	kaihoko
buying	hoko
buzz	buzz
buzzard	pakanga
buzzed	pania
buzzer	buzzer
buzzing	pupuhi
bye	Tuhinga o mua
bygone	bygone
bylaw	ture
byline	raina
bypass	haere
bystander	e tu ana
byte	parita
byzantine	byzantine
cab	kāpene
cabal	Tuhinga o mua
cabana	katana
cabaret	cabaret
cabbage	kāpeti
cabbie	kāpene
cabernet	cabernet
cabin	whare noho
cabinet	kaitohutohu
cable	taura
caboodle	caboodle
caboose	caboose
cabriolet	Tuhinga o mua
cache	huna
cacophony	mahi
cactus	cactus
cad	cad
cadaver	kairangahau
caddie	NO TRANSLATION
caddy	Tuhinga
cadence	raupapa
cadet	cadet
cafe	cafe
cafeteria	cafeteria
caffeine	kawhe
cage	whare herehere
cagey	Tuhinga o mua
cahoots	potae
cairn	Tuhinga o mua
cake	keke
cakewalk	keke
calamari	karama
calamitous	kino
calamity	kino
calcareous	kaitiaki
calcium	konupūmā
calculate	tātaitia
calculated	ka tohua
calculating	te tātai
calculation	te tatauranga
calculator	te tataura
calculus	Tuhinga
calendar	maramataka
calender	NO TRANSLATION
calf	kuao kau
caliber	taatau
calibrate	whakatikatika
calico	kirika
calipers	kaukau
calisthenics	te koiora
call	karanga
callback	piiraa
caller	kaituku
calligraphy	calligraphy
calling	karanga
callous	whakapehapeha
calls	piiraa
calm	marino
calming	te mahana
calmness	te marino
caloric	caloric
calorie	kapoka
calorimeter	calorimeter
cam	cam
camaraderie	Tuhinga
camber	kamera
camcorder	camcorder
camel	kamera
cameo	cameo
camera	kāmera
cameraman	kamera
camisole	camisole
camouflage	whakahou
camouflaged	NO TRANSLATION
camp	puni
campaign	pakanga
campaigner	kaiwhaiwhai
campaigning	whakaeke
camper	kauhoe
campfire	te waahi puni
camping	te puni
campsite	puni
campus	kura
can	ka taea
can opener	ka taea te whakatuwhera
canal	awa
canary	canary
cancel	whakakore
canceling	whakakore
cancellation	whakakore
cancer	mate pukupuku
candid	Tuhinga
candidacy	Tuhinga
candidate	kaitono
candied	Tuhinga o mua
candle	rama
candlelight	rama rama
candles	rama
candlestick	rama rama
candor	Tuhinga o mua
candy	Tuhinga
cane	tiihi
canine	tiine
canister	kaitautoko
canker	pakaru
cannabis	cannabis
canned	tipu
cannibal	cannibal
cannibalism	te tipu
canning	te tipu
cannon	whara
cannonball	cannonball
canoe	waka
canon	tīwae
canonical	ka taea
canons	canons
canopy	parepare
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	wharekai
canterbury	Canterbury
canthandleit	NO TRANSLATION
cantilever	kapi
cantina	Tuhinga
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	whao
canvass	NO TRANSLATION
canyon	awaawa
cap	potae
capability	āheinga
capable	kaha
capacity	te kaha
cape	Tuhinga
caper	kape
capillary	capillary
capital	whakapaipai
capitalism	capitalism
capitalist	kaporeihana
capitalize	whakanui
capitals	upoko
capitation	whakapoke
capitol	capitol
capitulation	Tuhinga
cappuccino	cappuccino
caprice	Tuhinga
capricious	whakahirahira
caps	potae
capslock	poraka
capsule	capsule
captain	rangatira
caption	tapanga
captivate	ka kaha
captivating	ka whakanuia
captive	herehere
captivity	whakarau
captor	kapi
capture	hopu
car	motokā
caramel	Karamere
carat	carat
caravan	Tuhinga o mua
carbon	karauna
carburetor	carburetor
carcass	tinana
carcinoma	carcinoma
card	kāri
cardboard	pepa
cardiac	mate pukupuku
cardigan	cardigan
cardinal	Tuhinga
cardiologist	hinengaro
cardiology	hauora
cardiomyopathy	cardiomyopathy
cards	kāri
care	tiaki
career	mahi
carefree	kaore
careful	kia tupato
carefully	āta
careless	kaore
carelessness	te kore whakaaro
