Word	ny
banter	banter
banzai	NO TRANSLATION
baptism	ubatizo
baptismal	kubatizidwa
baptize	kubatiza
bar	bala
barb	nthiti
barbarian	wachilendo
barbaric	zovuta
barbarism	nkhanza
barbecue	kanyenya
barbed	kupaka
barber	zophimba
barbershop	kometela
barbie doll	barbie chidole
bard	bard
bare	opanda
bareback	bareback
barefoot	opanda nsapato
barely	palibe
barf	barf
bargain	kambiranani
bargaining	kukambirana
barge	mpanda
baritone	baritone
barium	barium
bark	makungwa
barkeep	barkeep
barks	amavutitsa
barley	balere
barmaid	zovuta
barman	barman
barn	nkhokwe
barnacle	choyimira
barney	barney
barnyard	barnyard
barometer	barometer
baron	baron
baroness	zopanda pake
baroque	baroque
barrack	barrack
barracuda	barracuda
barrage	kumenyana
barred	zinaletsedwa
barrel	mbiya
barren	wosabereka
barricade	mipiringidzo
barrier	chotchinga
barring	kulekanitsa
barrister	wopikisana
barroom	barroom
barrow	barrow
bartender	bartender
barter	kusintha
base	maziko
baseball	baseball
baseball bat	baseball bat
baseboard	baseboard
baseless	zopanda pake
baseline	maziko
baseman	baseman
basement	pansi
bases	maziko
bash	bash
bashful	bashful
basic	zofunikira
basics	zofunikira
basil	basil
basilica	tchalitchi
basin	beseni
basis	maziko
bask	bask
basket	dengu
basketball	basketball
bass	bass
bass guitar	basita guitar
basso	NO TRANSLATION
bassoon	phokoso
bastard	Chitsiru
bastarding	kunyada
bastards	ziphuphu
bastion	maziko
bat	bat
batch	batch
batching	kuwomba
bate	NO TRANSLATION
bath	kusamba
bathe	kusamba
bathhouse	bathhouse
bathing	kusamba
bathrobe	kusamba
bathroom	bafa
bathtub	bafa
bathymetry	bathymetry
baton	baton
battalion	battalion
batter	kumenyana
battered	anamenyedwa
battering	kumenyana
battery	batteries
battle	nkhondo
battled	nkhondo
battlefield	nkhondo
battleground	malo omenyera nkhondo
battlements	nkhondo
battleship	nkhondo
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	Bay
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	khalani
beach	gombe
beaches	mabombe
beacon	beacon
bead	bead
beading	kumveka
beads	mikanda
beady	beady
beagle	chiwombankhanga
beak	mulomo
beaker	beaker
beam	dothi
beaming	kuwomba
bean	nyemba
beanbag	beanbag
beanie	beanie
bear	kunyamula
bearable	zonyamulidwa
beard	ndevu
bearded	bearded
bearer	wonyamula
bearing	atanyamula
bearings	zipangizo
bearish	bearish
bearskin	ziboliboli
beast	chirombo
beastly	chirombo
beat	kumenya
beaten	kumenyedwa
beater	chiwonetsero
beating	kumenya
beatnik	beatnik
beau	lokongola
beautification	kukongoletsa
beautiful	wokongola
beautify	khalani okongola
beauty	kukongola
beaver	beever
bebop	bebop
beck	beck
beckon	beckon
become	khalani
bed	bedi
bedding	zogona
bedpan	malonda
bedrock	phokoso
bedroom	chipinda chogona
bedside	pogona
bedspread	chovala
bedtime	nthawi yogona
bee	njuchi
beef	ng'ombe
beefsteak	beefsteak
beehive	njuchi
beep	beep
beeper	beeper
beer	mowa
bees	njuchi
beeswax	phula
beetle	kachilomboka
befall	ziwonongeke
befitting	zoyenera
befriend	kukhala bwenzi
befuddled	kuthamangitsidwa
beg	pemphani
beggar	wopemphapempha
begging	kupempha
begin	yamba
beginner	woyamba
beginning	kuyamba
beginnings	zoyambira
begrudge	kunyada
begun	yambani
behappy	NO TRANSLATION
behave	makhalidwe
behavior	khalidwe
behavioral	makhalidwe
behemoth	behemoth
behest	khalani okonzeka
behold	tawonani
beholden	onani
beholder	onani
beige	beige
belated	amamenyedwa
belay	belay
belch	belch
belief	chikhulupiliro
believable	ndikukhulupirira
believe	khulupirirani
believed	anakhulupirira
believer	wokhulupirira
believing	kukhulupirira
belittle	onyoza
belittled	kunyozedwa
bell	belu
bellboy	bellboy
bellhop	bellhop
belligerent	nkhanza
bellman	bellman
bellow	mimba
bellows	mimba
belly	mimba
bellybutton	mchombo
bellyful	mimba
belong	ndizo
belongings	zinthu
beloved	okondedwa
belt	lamba
beluga	beluga
bemused	amatsutsa
bench	benchi
bend	khala
bender	bender
bending	kupindika
beneath	pansi
benedictory	benedictory
benefactor	wopindulitsa
beneficial	zopindulitsa
beneficiary	wopindula
benefit	pindula
benevolence	zokoma
benevolent	zabwino
benign	benign
bent	akuwerama
benzene	benzene
bequeath	bequeath
bequest	kukakamiza
bereaved	omwalira
bereavement	kumwalira
bereft	omwalira
beret	beret
bergamot	bergamot
berlin	Berlin
berserk	berserk
berth	nthiti
beryllium	beryllium
beseech	pemphani
beset	kumenyana
bestdayever	bestdayever
bestfeeling	zabwino
bestfriends	abwenzi apamtima
bestial	kumenyana
besties	besties
bestow	perekani
bestseller	logulitsidwa kwambiri
bet	bet
beta	beta
betray	akupereka
betrayal	kusakhulupirika
betrayed	woperekedwa
betrothed	amamunyoza
betterment	bwino
betting	kubetcha
betty	betty
bevel	bevel
beverage	zakumwa
bevy	bevy
beware	samalani
bewilder	kudodometsedwa
bewildered	osokonezeka
bewilderment	kudodometsedwa
bias	kukonda
biased	kunyozeka
bib	zolemba
bible	Baibulo
biblical	Baibulo
bibliography	zolemba
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	mipiringidzo
bicker	kukangana
bickering	kukangana
bicolor	bicolor
bicycle	njinga
bid	mpikisano
bidder	wogulitsa
bidding	kuyesa
bide	NO TRANSLATION
biennial	zabwino
bier	NO TRANSLATION
bifurcation	kusakaniza
big	chachikulu
bigamy	bigamy
bigday	tsiku lalikulu
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	adagwedezeka
bigotry	tsankho
bike	njinga
biker	biker
bikini	bikini
bilateral	mgwirizano
bilayer	bilayer
bile	bile
bilge	bilge
bilingual	zilankhulo ziwiri
bill	ndalama
billboard	chikwangwani
billet	billet
billiard	mabiliyoni
billiards	mabiliyoni
billing	kulipira
billion	biliyoni
billionaire	mabiliyoni
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binary
bind	kumanga
binder	binder
bindery	zolembera
binding	kumanga
bing	bing
binge	kumwa mowa
bingo	bingo
binocular	binocular
binoculars	zojambulajambula
binomial	binomial
bio	bio
biochemical	zamoyo
biochemist	katswiri wamagetsi
biochemistry	biochemistry
biogenesis	biogenesis
biographer	wolemba mbiri
biography	biography
biological	zamoyo
biologist	katswiri wa sayansi ya zamoyo
biology	biology
bionic	zamoyo
biopsy	biopsy
biosphere	zachilengedwe
bipartite	bipartite
bipolar	bipolar
birch	birch
bird	mbalame
birdcage	mbalame
birdie	birdie
birdman	mbalaman
birth	kubadwa
birthday	tsiku lobadwa
birthing	birthing
birthmark	birthmark
birthplace	malo obadwira
birthright	ufulu wakubadwa
bis	NO TRANSLATION
biscuit	biscuit
bisexual	okwatirana
bishop	bishopu
bison	njuchi
bisque	bhisikali
bistro	bistro
bit	bit
bitch	bitch
bitchy	bitchy
bite	kuluma
biter	NO TRANSLATION
bitsy	bitsy
bitter	zowawa
bitterly	zowawa
bitterness	kuwawa
bittersweet	kuthamanga
bitty	pang'ono
bitumen	bitume
biweekly	biweekly
biz	biz
bizarre	zodabwitsa
blab	mphutsi
blabbermouth	blabbermouth
black	wakuda
black snake	njoka yakuda
blackberry	mabulosi akuda
blackbird	mbira
blackboard	bolodi
blacken	mdima
blackface	blackface
blackjack	blackjack
blacklist	olemba mndandanda
blackmail	wosasamala
blackmailer	wojambula
blackness	wakuda
blackout	wakuda
blacksmith	wosula zitsulo
bladder	chikhodzodzo
blade	tsamba
blame	mlandu
blameless	wopanda cholakwa
bland	bland
blank	palibe kanthu
blanket	bulangeti
blare	zamoto
blase	NO TRANSLATION
blasphemous	wonyoza
blasphemy	mwano
blast	kuphulika
blaster	blaster
blastoff	kupweteka
blatant	zosaoneka
blather	sungani
blaze	yatsala
blazer	blazer
blazing	kuyaka
bleach	bleach
bleak	wodetsedwa
bleed	kutuluka magazi
bleeder	bleeder
bleeding	magazi
bleep	bleep
blemish	chilema
blemished	wofooka
blend	kuphatikiza
blender	blender
blending	kusakanikirana
bless	dalitsani
blessed	wadalitsidwa
blessing	madalitso
blessings	madalitso
bleu	bleu
blight	choipitsa
blighted	zowonongeka
blimp	blimp
blind	wakhungu
blinded	anachititsidwa khungu
blindfold	kuphimbidwa khungu
blindfolded	zophimbidwa khungu
blinding	kuchititsa khungu
blindly	mwakhungu
blindness	khungu
blink	blink
blip	blip
bliss	chisangalalo
blissful	zokondweretsa
blister	blister
blistering	kuthamanga
blitz	blitz
blizzard	blizzard
bloat	sungani
bloated	yamasulidwa
blob	blob
block	chotsani
blockade	blockade
blockage	blockage
blockbuster	blockbuster
blockhead	mutu wamutu
blog	blog
bloke	bloke
blond	blond
blonde	blonde
blood	magazi
bloodbath	magazi
bloodhound	magazihound
bloodless	opanda magazi
bloodline	magazi
bloodshed	kukhetsa mwazi
bloodshot	magazishot
bloodstream	magazi
bloodthirsty	magazi
bloody	magazi
bloom	pachimake
bloomers	bloomers
blooming	ikufalikira
blossom	ukuphuka
blot	pekani
blotched	adatsekedwa
blotter	blotsani
blouse	khalala
blow	kupweteka
blower	phokoso
blowfish	blowfish
blowing	kuwomba
blowjob	blowjob
blown	kuwomba
blowout	phulika
blowtorch	blowtorch
blubber	wopusa
bluddy	bluddy
blue	buluu
blue spruce	mtundu wa buluu
blueberry	mabulosi abulu
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	chojambula
blues	blues
bluff	bluff
bluish	bluish
blunder	zolakwika
blunt	zosavuta
blur	fungo
blurred	zovuta
blurry	zolaula
blurt	blurt
blush	manyazi
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boar
board	bolodi
board game	masewera a masewera
boarder	NO TRANSLATION
boarding	kukwera
boardroom	boardroom
boards	matabwa
boardwalk	boardwalk
boast	kudzitama
boastful	wodzitama
boasting	kudzitama
boat	boti
boathouse	boathouse
boating	boti
boatload	bwato
boatman	boatman
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	thupi
body	thupi
bodyguard	woteteza
bog	thumba
bogey	bogey
bogeyman	bogeyman
bogus	chinyengo
bohemian	bohemian
boil	wiritsani
boiler	boiler
boilerplate	boilerplate
boiling	otentha
boisterous	zovuta
bold	molimba mtima
boldness	kulimba mtima
bollocks	bollocks
bolster	chitetezo
bolt	chipika
bolus	bolus
bomb	bomba
bombard	bombard
bombardier	bombardier
bombardment	mabomba
bombed	bombed
bomber	bomba
bombers	mabomba
bombing	kubomba mabomba
bombshell	mabomba
bonanza	bonanza
bonbon	NO TRANSLATION
bond	mgwirizano
bondage	ukapolo
bonding	kugwirizana
bonds	mabungwe
bondsman	kapolo
bone	fupa
bonehead	bonehead
boner	boner
bones	mafupa
bonfire	moto wamoto
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	bonasi
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	akuyamika
boogie	boogie
book	bukhu
bookcase	kabukuka
bookie	mphutsi
booking	kusunga
bookish	bukhu
bookkeeper	wolemba mabuku
bookkeeping	kusunga
booklet	kabuku
bookmaker	wolemba mabuku
bookmark	bookmark
books	mabuku
bookseller	wogulitsa mabuku
bookshop	bookshop
bookstore	yosungiramo mabuku
bookworm	bookworm
boom	boom
boomer	zitha
boomerang	boomerang
booming	ikukula
boon	boon
boooo	NO TRANSLATION
boost	kulimbikitsa
booster	chilimbikitso
boot	boot
booth	nyumba
bootleg	bootleg
bootlegger	bootlegger
boots	nsapato
booty	zofunkha
booze	fuze
bop	kudumpha
bopper	mpikisano
border	malire
bordering	malire
borderline	malire
bore	anabala
boreal	boreal
bored	kunjenjemera
boredom	kudzikuza
borer	borer
boring	zosangalatsa
born	wobadwa
boron	boron
borough	bwalo
borrow	kubwereka
borrower	wobwereka
bosom	pachifuwa
boss	bwana
bossy	bossy
boston	boston
botanical	botanical
botanist	botanist
botany	botany
bother	dandaula
bothering	kudandaula
bottle	botolo
bottleneck	chingwe
bottling	kutseka
bottom	pansi
bottomless	zopanda pake
botulism	botulism
boulder	boulder
bounce	bounce
bouncer	bouncer
bouncy	kusangalala
bound	womangidwa
boundary	malire
boundless	zopanda malire
bounds	malire
bountiful	wochuluka
bounty	bounty
bouquet	maluwa
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bongojiyo
bourse	ndalama
bout	mphindi
boutique	boutique
bouttime	nthawi yomaliza
bovine	nkhumba
bow	uta
bowed	anagwada
bowel	matumbo
bowels	matumbo
bowl	mbale
bowler	bowler
bowling	bowling
bowls	mbale
box	bokosi
boxcar	galimoto
boxer	msilikali
boxers	bokosi
boxing	mabokosi
boy	mnyamata
boycott	kuthana
boyfriend	chibwenzi
boyhood	mnyamata
boyish	mnyamata
boysenberry	boysenberry
bozo	bozo
bra	bra
brace	nsalu
bracelet	nsalu
braces	nsalu
brachial	brachial
bracket	baki
brackets	mabaki
brackish	brackish
brad	wolimba mtima
brag	kudzitama
braid	ulusi
brain	ubongo
brainless	osadziwa
brains	ubongo
brainstorm	kulingalira
brainwash	brainwash
brainy	brainy
brake	Anaphwanya
bran	nthambi
branch	nthambi
branching	nthambi
brand	chizindikiro
brandy	burande
brash	kupsa
brass	mkuwa
brass knuckle	mkuwa wamkuwa
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	chibwibwi
brave	olimba mtima
bravery	kulimba mtima
brawl	chisokonezo
brawn	brawn
brazen	zamkuwa
breach	kuphwanya
bread	mkate
breadth	kufalikira
break	kuswa
breakable	kusweka
breakaway	Patuka
breakdown	sweka
breaker	wosweka
breakers	zopuma
breakfast	kadzutsa
breaking and entering	kuswa ndi kulowa
breakingnews	kusamala
breakneck	breakneck
breakthrough	kupambana
breakup	lekana
breast	m'mawere
breath	mpweya
breathe	kupuma
breather	phokoso
breathless	wopuma
breathtaking	zochititsa chidwi
breech	breech
breeches	ma breeches
breed	mtundu
breeder	wofalitsa
breeding	kuswana
breeze	mphepo
breezy	mpweya wozizira
brethren	abale
breve	NO TRANSLATION
brevity	msanga
brew	brew
brewery	brewery
brewing	mowa
briar	briar
bribe	chiphuphu
bribery	chiphuphu
brick	njerwa
bridal	bridal
bride	mkwatibwi
bridegroom	mkwati
bridesmaid	wokwatiwa
bridge	mlatho
bridle	tambani
brief	mwachidule
briefcase	chikwangwani
briefing	kufotokoza mwachidule
briefly	mwachidule
brig	brig
brigade	chigamulo
bright	kuwala
brighten	kuwala
brightens	kuwala
brighter	kuwonjezeka
brightness	kuwala
brilliance	luntha
brilliant	waluntha
brim	mdima
brimming	zowawa
brimstone	sulfure
brine	brine
bring	kubweretsa
brink	brink
brisk	mwamsanga
brisket	brisket
bristle	bristle
brittle	wodwala
bro	bro
broach	broach
broad	yotalikirapo
broadcast	kufalitsa
broadcasting	kufalitsa
broaden	kutambasula
broadside	pambali
broadsword	broadsword
brocade	khola
broccoli	burokoli
brochure	kabuku
broil	broil
broke	anathyoka
broken	wosweka
brokenheart	NO TRANSLATION
brokenhearted	osweka mtima
broker	broker
brokerage	kubwereketsa
bromide	bromidi
bronco	bronco
bronze	bronze
brooch	brooch
brood	ana
brooding	kusinkhasinkha
brook	mtsinje
broom	tsache
broomstick	broomstick
broth	msuzi
brothel	zachiwerewere
brother	m'bale
brotherhood	ubale
brotherly	m'bale
brow	pepala
brown	bulauni
brownstone	brownstone
browse	pezani
brrr	brrr
bruise	kuvulaza
bruising	kuvulaza
brunch	brunch
brunette	brunette
brunt	kusasamala
brush	brush
brutal	nkhanza
brutality	nkhanza
brute	zopweteka
brutish	achinyengo
bubble	kuvuta
bubbling	kuphulika
bubbly	kumveka
bubonic	bubonic
buck	buck
buckaroo	buckaroo
bucket	chidebe
buckle	buckle
buckled	atakhazikika
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	bud
buddha	buddha
buddhism	budha
buddhist	Buddhist
budding	budding
buddy	mzanga
budge	budge
budget	bajeti
buff	mphutsi
buffalo	njuchi
buffer	chiwonongeko
buffering	kuzunzika
buffet	zakudya zodzisankhira
buffoon	buffoon
bug	kachilomboka
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	ngolowe
bugle	kugunda
bugler	bugler
build	kumanga
builder	womanga
building	kumanga
buildings	nyumba
buildup	unjika
bulb	babu
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	zambiri
bulkhead	bulkhead
bulky	zovuta
bull	ng'ombe
bulldog	bulldog
bulldozer	bulldozer
bullet	chipolopolo
bulletin	bulankhani
bulletproof	bulletproof
bullfighter	ng'ombe
bullfrog	ng'ombe
bullheaded	ng'ombe zamphongo
bullhorn	bullhorn
bullion	bullion
bullock	ng'ombe
bullpen	bullpen
bullshit	ng'ombe
bully	wonyoza
bulwark	bulwark
bum	bum
bumblebee	bumblebee
bummed	wodwala
bummer	bomba
bump	bump
bumper	bumper
bumpy	zovuta
bun	NO TRANSLATION
bunch	gulu
bundle	mtolo
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	ubongo
bunny	bunny
bunt	kudziletsa
buoy	buoy
buoyancy	kukonda
buoyant	wokonda
bur	bur
burden	katundu
burdened	wolemedwa
burdensome	zolemetsa
bureau	bureau
bureaucracy	boma
bureaucrat	ofesi yamaofesi
bureaucratic	zachinyengo
burger	burger
burglar	mbozi
burglary	kubwezera
burial	kuikidwa mmanda
buried	anaikidwa m'manda
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	kutentha
burned	yotentha
burner	zotentha
burning	kutentha
burnished	kuwotchedwa
burnout	kupsepuka
burnt	zopsereza
burp	kuzungulira
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bursary
burst	kupasuka
bury	kumanda
bus	basi
busboy	busboy
bush	chitsamba
bushel	bushel
bushy	bushy
business	bizinesi
business man	NO TRANSLATION
businessman	wamalonda
businesswoman	wamalonda
busload	basi
buss	buss
bust	kuthamanga
busted	busted
buster	buster
bustle	zovuta
bustling	osasangalatsa
busy	tanganidwa
busybody	busybody
butane	butane
butcher	wopha nyama
butler	mzimayi
butt	mpanda
butter	batala
buttercup	buttercup
butterfly	butterfly
buttermilk	buttermilk
butterscotch	butterscotch
buttery	zojambulajambula
buttock	nsomba
buttocks	matako
button	batani
buttress	mpanda
buxom	buxom
buy	kugula
buyer	wogula
buying	kugula
buzz	buzz
buzzard	buzzard
buzzed	adagwidwa
buzzer	buzzer
buzzing	kuthamanga
bye	pitani
bygone	zasintha
bylaw	malamulo
byline	onanitsani
bypass	kudutsa
bystander	woyima
byte	byte
byzantine	byzantine
cab	zashuga
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	kabichi
cabbie	cabbie
cabernet	cabernet
cabin	kanyumba
cabinet	komiti
cable	chingwe
caboodle	caboodle
caboose	caboose
cabriolet	chikhomo
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	mtsogoleri
cadence	cadence
cadet	cadet
cafe	cafe
cafeteria	chakudya chodyera
caffeine	caffeine
cage	khola
cagey	cagey
cahoots	mankhwala
cairn	cairn
cake	keke
cakewalk	cakewalk
calamari	calamari
calamitous	zoopsa
calamity	tsoka
calcareous	mabala
calcium	calcium
calculate	kuwerengera
calculated	anawerengedwa
calculating	kuwerengera
calculation	kuwerengera
calculator	calculator
calculus	chiwerengero
calendar	kalendala
calender	NO TRANSLATION
calf	ng'ombe
caliber	caliber
calibrate	samalani
calico	calico
calipers	oyang'anira
calisthenics	zotsutsana
call	kuyitana
callback	ndiyimbileninso
caller	woyitana
calligraphy	zojambulajambula
calling	kuyitana
callous	wosayamika
calls	mayitanidwe
calm	khalani chete
calming	kuchepetsa
calmness	kukhazikika
caloric	caloric
calorie	kalori
calorimeter	calorimeter
cam	cam
camaraderie	kulumikizana
camber	camber
camcorder	camcorder
camel	ngamera
cameo	cameo
camera	kamera
cameraman	cameraman
camisole	camisole
camouflage	kuyambitsidwa
camouflaged	NO TRANSLATION
camp	msasa
campaign	msonkhano
campaigner	wothandizira
campaigning	kulengeza
camper	msasa
campfire	moto wamoto
camping	msasa
campsite	makampu
campus	campus
can	akhoza
can opener	akhoza kutsegula
canal	ngalande
canary	mayary
cancel	pezani
canceling	kuchotsa
cancellation	kufuta
cancer	khansa
candid	ofuna
candidacy	kupititsa patsogolo
candidate	wosankhidwa
candied	zokopa
candle	kandulo
candlelight	kandulo
candles	makandulo
candlestick	choyikapo nyali
candor	chithunzithunzi
candy	maswiti
cane	ndodo
canine	canine
canister	mayister
canker	chotsitsa
cannabis	katemera
canned	zamzitini
cannibal	nthendayi
cannibalism	kupha anthu
canning	kumalongeza
cannon	cannon
cannonball	cannonball
canoe	bwato
canon	mayoni
canonical	zovomerezeka
canons	makanoni
canopy	denga
cantaloupe	kantalupu
cantbreathe	NO TRANSLATION
canteen	canteen
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	canton
