Word	xh
bal	NO TRANSLATION
balance	ukulinganisela
balanced	efanelekileyo
balcony	ibhalkoni
bald	i-bald
balding	kubhalisa
baldy	baldy
bale	bale
balk	balk
ball	ibhola
ballad	ballad
ballast	ballast
ballerina	ballerina
ballet	ballet
ballgame	ibhola
ballistic	ibhola
ballistics	ballistics
balloon	ibhaluni
ballot	kuvota
ballpark	ballpark
ballplayer	ibhola
ballpoint	ibhola
ballroom	ibhola
ballsy	iibhola
balm	balm
balmy	ku lungile
balsam	bhasamu
balsamic	ibhalsamu
bam	bam
bamboo	bamboo
ban	NO TRANSLATION
banana	ibhanana
band	ibhendi
bandage	ibhanji
bandanna	bandanna
bandit	bandit
bandstand	i-bandstand
bandwagon	bandwagon
bandwidth	bandwidth
bane	bane
bang	bang
banger	banger
banish	ukukhutshwa
banished	yaxothwa
banishment	ukuxothwa
banister	umgcini
banjo	banjo
bank	ibhanki
banker	bhankini
banking	ebhanki
bankroll	bankroll
bankrupt	ku phawula
bankruptcy	ukuchithwa
banner	ibhanna
banquet	isidlo
banshee	banshee
banter	ibhanti
banzai	NO TRANSLATION
baptism	bhaptizwa
baptismal	bhaptizwa
baptize	bhaptiza
bar	ibha
barb	barb
barbarian	umrharha
barbaric	i-barbaric
barbarism	bharbarism
barbecue	ibarbecue
barbed	bhinti
barber	i-barber
barbershop	Indawo yokuceba
barbie doll	doll doll
bard	bard
bare	zibala
bareback	kupheka
barefoot	ngengubo
barely	ngokukhawuleza
barf	NO TRANSLATION
bargain	kuxoxisana
bargaining	zokuxoxisana
barge	ibhaji
baritone	baritone
barium	i-barium
bark	bhaka
barkeep	barkeep
barks	barks
barley	ibhali
barmaid	ibarmaid
barman	barman
barn	barn
barnacle	ingcwaba
barney	barney
barnyard	barnyard
barometer	barometer
baron	baron
baroness	bhononess
baroque	baroque
barrack	i-barrack
barracuda	barracuda
barrage	ngqa
barred	yavalwa
barrel	umgqomo
barren	engenabumba
barricade	ibharricade
barrier	umqobo
barring	ukuvala
barrister	umququzeleli
barroom	ibhinqa
barrow	ibharrow
bartender	bartender
barter	yokuqhawula
base	siseko
baseball	baseball
baseball bat	ibhola yebhola
baseboard	ebhodini
baseless	ezingenanto
baseline	siseko
baseman	baseman
basement	phantsi
bases	iziseko
bash	ukutshatyalaliswa
bashful	bhinqa
basic	siseko
basics	siseko
basil	basil
basilica	basilica
basin	isitya
basis	siseko
bask	isiseko
basket	ibhasikidi
basketball	basketball
bass	bass
bass guitar	gitare
basso	NO TRANSLATION
bassoon	i-bassoon
bastard	Inja
bastarding	ukugcoba
bastards	bastards
bastion	isiseko
bat	bat
batch	batch
batching	ukubetha
bate	NO TRANSLATION
bath	kuhlamba
bathe	hlamba
bathhouse	lokuhlambela
bathing	kuhlamba
bathrobe	lokuhlamba
bathroom	yokuhlambela
bathtub	ibhafu
bathymetry	i-bathymetry
baton	baton
battalion	ibhethali
batter	ukubetha
battered	yahlulwa
battering	ukubetha
battery	ibhetri
battle	imfazwe
battled	kulwa
battlefield	ekulweni
battleground	kwindawo yokulwa
battlements	ukulwa
battleship	iinqwelo
batty	ukubetha
bauble	i-bauble
bawdy	bawdy
bawl	bawl
bay	kwinqanaba
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	kuba
beach	elunxwemeni
beaches	mabhankini
beacon	ibhakoni
bead	bead
beading	ukuqala
beads	ubuhla
beady	bhanya
beagle	u kubetha
beak	intsimbi
beaker	beaker
beam	ibhola
beaming	ukukhanya
bean	ibhontshisi
beanbag	ibhontshisi
beanie	beanie
bear	ibhere
bearable	kuthwala
beard	ndevu
bearded	ndevu
bearer	umphathi
bearing	kuthwala
bearings	iibhere
bearish	ibhola
bearskin	ibhokhwe
beast	lwanyana
beastly	ezilwanyana
beat	ukubetha
beaten	yabetha
beater	ibhendi
beating	ukubetha
beatnik	beatnik
beau	mhle
beautification	ukulungiswa
beautiful	entle
beautify	kuhobisa
beauty	ubuhle
beaver	beaver
bebop	bebop
beck	beck
beckon	beckon
become	kuba
bed	kulala
bedding	zokulala
bedpan	bhedeni
bedrock	umgca
bedroom	kwigumbi lokulala
bedside	kumbhede
bedspread	kulala
bedtime	ngexesha lokulala
bee	inyosi
beef	yenkomo
beefsteak	inyama yenkomo
beehive	inyosi
beep	beep
beeper	beeper
beer	ibhiya
bees	iinyosi
beeswax	bex
beetle	beetle
befall	kuhlela
befitting	ku fanele
befriend	ukuba ngumhlobo
befuddled	kuhlutha
beg	bongoza
beggar	umceli
begging	ucela
begin	qala
beginner	qalisa
beginning	qaleni
beginnings	iziqalo
begrudge	ukugwenxa
begun	qalile
behappy	NO TRANSLATION
behave	ziphatha
behavior	ukuziphatha
behavioral	yokuziphatha
behemoth	behemoth
behest	ukunyusa
behold	bonani
beholden	khangela
beholder	khangela
beige	beige
belated	bhinqa
belay	belay
belch	ibhande
belief	nkolelo
believable	kholelwa
believe	kholelwa
believed	kholelwa
believer	makholwa
believing	kholelwa
belittle	nganto
belittled	zithandwa
bell	bell
bellboy	bellboy
bellhop	bellhop
belligerent	bhinqa
bellman	bellman
bellow	bhenela
bellows	ukuvutha
belly	esiswini
bellybutton	icici lesibhono
bellyful	isisu
belong	ba ngabakho
belongings	impahla
beloved	bathandekayo
belt	ibhanti
beluga	beluga
bemused	bethandwa
bench	ibhentshi
bend	bend
bender	bender
bending	ukuguqa
beneath	ngaphantsi
benedictory	benedictory
benefactor	umxhamli
beneficial	luncedo
beneficiary	baxhamli
benefit	inzuzo
benevolence	bubele
benevolent	onobubele
benign	benign
bent	bentelwe
benzene	benzene
bequeath	bequeath
bequest	bequest
bereaved	ba sweleka
bereavement	kufelwa
bereft	sweleka
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	kuhlutha
beryllium	beryllium
beseech	bongoza
beset	ba dibana
bestdayever	mkhululi
bestfeeling	efanelekileyo
bestfriends	Abahlobo abagqibelele
bestial	sithandwa
besties	besties
bestow	kunika
bestseller	umthengisi ogqibelele
bet	ukubheja
beta	beta
betray	ngcatsha
betrayal	ku tshutshiswa
betrayed	ngcatshiswa
betrothed	bethrothed
betterment	phucula
betting	ukubheja
betty	betty
bevel	bevel
beverage	isiselo
bevy	bevy
beware	lumka
bewilder	kudilika
bewildered	zixhamle
bewilderment	ukudidanisa
bias	ukunyaniseka
biased	zikhethile
bib	ibha
bible	iBhayibhile
biblical	yeBhayibhile
bibliography	iincwadi zeencwadi
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	ngxabano
bicolor	bicolor
bicycle	ngebhayisekile
bid	ibhidi
bidder	umthengi
bidding	ibhidi
bide	NO TRANSLATION
biennial	i-biennial
bier	NO TRANSLATION
bifurcation	i-bifurcation
big	enkulu
bigamy	bigamy
bigday	enkulu
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	lukhulu
bigotry	ulwahlulo
bike	ngebhayisikili
biker	ngebhayisikili
bikini	bikini
bilateral	ngamazwe ngamazwe
bilayer	i-bilayer
bile	bhile
bilge	ibheji
bilingual	ezimbini
bill	mthetho
billboard	ibhodi
billet	billet
billiard	ibhilidi
billiards	iibhilidi
billing	hlawula
billion	zigidi
billionaire	mabhiliyoni
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	ibini
binary	bhinari
bind	zibophe
binder	binder
bindery	yokuzibophelela
binding	zibopha
bing	bing
binge	utywala
bingo	bingo
binocular	binocular
binoculars	binoculars
binomial	ezinobomi
bio	bio
biochemical	biochemical
biochemist	biochemist
biochemistry	biochemistry
biogenesis	biogenesis
biographer	biographer
biography	biography
biological	biological
biologist	biologist
biology	biology
bionic	bionic
biopsy	biopsy
biosphere	yendalo
bipartite	bipartite
bipolar	bipolar
birch	birch
bird	intaka
birdcage	kwintaka
birdie	birdie
birdman	intaka
birth	kuzalwa
birthday	usuku lokuzalwa
birthing	yokutya
birthmark	uphawu lokuzalwa
birthplace	indawo yokuzalwa
birthright	ilungelo lokuzalwa
bis	NO TRANSLATION
biscuit	ibhasi
bisexual	ulwalamano
bishop	bhishophu
bison	bison
bisque	ibhasiki
bistro	bistro
bit	ncinane
bitch	i-bitch
bitchy	i-bitchy
bite	ukuluma
biter	NO TRANSLATION
bitsy	bitsy
bitter	buhlungu
bitterly	buhlungu
bitterness	buhlungu
bittersweet	buhlungu
bitty	ncinane
bitumen	ibhitumeni
biweekly	bakheekly
biz	biz
bizarre	ngqiqweni
blab	ibhola
blabbermouth	blabbermouth
black	mnyama
black snake	inyoka emnyama
blackberry	blackberry
blackbird	mnyama
blackboard	ibhodi
blacken	bamnyama
blackface	blackface
blackjack	blackjack
blacklist	uluhlu lwamnyama
blackmail	i-blackmail
blackmailer	i-blackmailer
blackness	mnyama
blackout	emnyama
blacksmith	umkhweli
bladder	bladder
blade	umtya
blame	ityala
blameless	nganto
bland	bland
blank	nganto
blanket	ingubo
blare	ukutshaya
blase	NO TRANSLATION
blasphemous	nyelisa
blasphemy	ukunyelisa
blast	ukuqhuma
blaster	blaster
blastoff	gqabhuka
blatant	ngokucacileyo
blather	ngxube
blaze	kutsha
blazer	blazer
blazing	kutshisa
bleach	bleach
bleak	kuhamba
bleed	kuphuma igazi
bleeder	igazi
bleeding	kuphuma
bleep	balele
blemish	i siphene
blemished	sidima
blend	udibaniso
blender	blender
blending	ukudibanisa
bless	kelela
blessed	si kelelwe
blessing	ntsi kelelo
blessings	iintsikelelo
bleu	bleu
blight	ngxaki
blighted	libi
blimp	blimp
blind	ukungaboni
blinded	yimfama
blindfold	ngembumbulu
blindfolded	zimbethe
blinding	ukuphosa
blindly	ngempumputhe
blindness	yimfama
blink	bhanya
blip	blip
bliss	nwabisa
blissful	ku vuyisa
blister	blister
blistering	blistering
blitz	blitz
blizzard	blizzard
bloat	ukuvala
bloated	bhiweyo
blob	ibha
block	ibhloko
blockade	thintela
blockage	thintela
blockbuster	blockbuster
blockhead	kwibhloko
blog	blog
bloke	ukuvala
blond	i-blond
blonde	blonde
blood	igazi
bloodbath	igazi
bloodhound	igazi
bloodless	ngegazi
bloodline	ngegazi
bloodshed	igazi
bloodshot	igazi
bloodstream	igazi
bloodthirsty	igazi
bloody	igazi
bloom	ziqhamo
bloomers	bloomers
blooming	kukhula
blossom	i ntyatyambo
blot	ukucima
blotched	zifakwe
blotter	ukucima
blouse	bhinqa
blow	ku vuthela
blower	ukuvuthela
blowfish	blowfish
blowing	ukubetha
blowjob	blowjob
blown	ku vuthela
blowout	vutheleka
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	luhlaza
blue spruce	isihluthulelo somhlaza
blueberry	i-blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	iprogram
blues	blues
bluff	bluff
bluish	bluish
blunder	ukuphosakela
blunt	ngqi
blur	ukugquma
blurred	ephosakeleyo
blurry	ukugqabhuka
blurt	blurt
blush	buhlungu
blushing	ukuxhamla
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	ibhokhwe
board	ibhodi
board game	umdlalo Webhodi
boarder	NO TRANSLATION
boarding	ukukhwela
boardroom	kwigumbi lebhodi
boards	iibhodi
boardwalk	ibhodi
boast	qhayiya
boastful	qhayiya
boasting	qhayiya
boat	mkhombeni
boathouse	boathouse
boating	kuqhubela
boatload	umthwalo
boatman	mkhombe
bobbin	bobbin
bobcat	bobcat
bobsled	bhoksi
bode	bode
bodega	bodega
bodice	womzimba
bodily	emzimbeni
body	umzimba
bodyguard	umgcini wezilonda
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	nxu lumene
bohemian	bohemia
boil	ubilise
boiler	ibhoyili
boilerplate	boilerplate
boiling	abilayo
boisterous	ngxolongo
bold	ngesibindi
boldness	nkalipho
bollocks	bollocks
bolster	i-bolster
bolt	ibhanti
bolus	bolus
bomb	ibhokhwe
bombard	bombard
bombardier	bombardier
bombardment	bombardment
bombed	ibhomu
bomber	ibhomu
bombers	bombom
bombing	bhobhoza
bombshell	ibhomu
bonanza	bonanza
bonbon	NO TRANSLATION
bond	bhondi
bondage	khoboka
bonding	ukudibana
bonds	amabhondi
bondsman	mkhondi
bone	ithambo
bonehead	bonehead
boner	ibhoner
bones	amathambo
bonfire	i-firefire
bong	bong
bonkers	bhonkers
bonne	NO TRANSLATION
bonnet	bhonet
bonny	bonny
bonsai	bonsai
bonus	ibhonasi
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	i-boogeyman
boogie	boogie
book	ncwadi
bookcase	ncwadana
bookie	bookie
booking	ukubhuka
bookish	ukubhuka
bookkeeper	umgcini weencwadi
bookkeeping	ukugcinwa kweencwadi
booklet	ncwadana
bookmaker	kubhuki
bookmark	bhukmakhi
books	iincwadi
bookseller	umthengisi
bookshop	ncwadi
bookstore	eencwadi
bookworm	bookworm
boom	qho
boomer	boomer
boomerang	boomerang
booming	kukhula
boon	boon
boooo	NO TRANSLATION
boost	ku khuthaza
booster	i-booster
boot	qalisa
booth	idokodo
bootleg	bootleg
bootlegger	bootlegger
boots	iibhuthi
booty	ukuphangwa
booze	utywala
bop	bop
bopper	ububanzi
border	umda
bordering	umda
borderline	umda
bore	bazala
boreal	ukuzala
bored	ku khathaza
boredom	ukunyamezela
borer	i-borer
boring	bangela
born	wazalwa
boron	boron
borough	kwibhunga
borrow	boleka
borrower	mboleki
bosom	esifubeni
boss	umphathi
bossy	uhlaselayo
boston	boston
botanical	yezityalo
botanist	botanist
botany	botany
bother	zixhala
bothering	zixhala
bottle	ibhotile
bottleneck	i-bottleneck
bottling	ibhotile
bottom	ngezantsi
bottomless	ngaphantsi
botulism	botulism
boulder	ngxondorha
bounce	bounce
bouncer	bouncer
bouncy	bouncy
bound	eboshwe
boundary	umda
boundless	elingenammiselo
bounds	imida
bountiful	luninzi
bounty	lukhulu
bouquet	izimbali
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bhujiyo
bourse	bourse
bout	buhlungu
boutique	boutique
bouttime	thutyana
bovine	isifuba
bow	isaphetha
bowed	qubuda
bowel	isilonda
bowels	mabilini
bowl	isitya
bowler	isitya
bowling	bowling
bowls	izitya
box	ibhokisi
boxcar	bhokisi
boxer	bhokisi
boxers	bhokisi
boxing	bhokisi
boy	nkwenkwe
boycott	ukutshabhisa
boyfriend	nesoka
boyhood	bufana
boyish	yinkwenkwe
boysenberry	boysenberry
bozo	bozo
bra	ibra
brace	i-brace
bracelet	isongo
braces	ibhonti
brachial	brachial
bracket	ibhonki
brackets	mabakaki
brackish	bhaka
brad	bhondi
brag	ziqhayisa
braid	sibindi
brain	ngengqondo
brainless	engqondweni
brains	ubuchopho
brainstorm	cinga
brainwash	ingqondo
brainy	brains
brake	waqhekeza
bran	bran
branch	yesebe
branching	ukuhlanganiswa
brand	uphawu
brandy	ibranti
brash	bhondi
brass	zobhedu
brass knuckle	ubhedu obhedu
brassiere	brassiere
brat	brat
bratwurst	NO TRANSLATION
bravado	sibindi
brave	nesibindi
bravery	ubulumko
brawl	i-brawl
brawn	bhinqa
brazen	ithusi
breach	ulwaphulo
bread	isonka
breadth	ububanzi
break	aphule
breakable	ephukile
breakaway	phuka ecaleni
breakdown	yoyisakala
breaker	ikhefu
breakers	bahluli
breakfast	kwasekuseni
breaking and entering	ukuphula nokungena
breakingnews	Indaba ezinkulu
breakneck	ikhefu
breakthrough	phu melela
breakup	hlukala
breast	isifuba
breath	ukuphefumla
breathe	phefumla
breather	i bhabhane
breathless	ukuphefumla
breathtaking	phefumula
breech	breech
breeches	iibhuleki
breed	kuzalwa
breeder	umfuyi
breeding	kuzaliswa
breeze	moya
breezy	epholileyo
brethren	ba zalwana
breve	NO TRANSLATION
brevity	ngokukhawuleza
brew	ulwaphulo
brewery	ikhefu
brewing	ukusela
briar	ugugu
bribe	isityholo
bribery	u kutyhola
brick	izitena
bridal	bridal
bride	umtshakazi
bridegroom	umyeni
bridesmaid	mtshakazi
bridge	bhuloho
bridle	umda
brief	elifutshane
briefcase	isikhwama
briefing	ngcaciso
briefly	ngokufutshane
brig	brig
brigade	i sigqeba
bright	kukhanya
brighten	kukhanya
brightens	kukhanya
brighter	kukhanya
brightness	ukukhanya
brilliance	bulumko
brilliant	bulumko
brim	brim
brimming	brimming
brimstone	sulfure
brine	i-brine
bring	kuzisa
brink	ibhanki
brisk	ikhefu
brisket	brisket
bristle	bristle
brittle	brittle
bro	bro
broach	umququzeleli
broad	ebanzi
broadcast	sasazwa
broadcasting	sasazo
broaden	kwandisa
broadside	ukubanzi
broadsword	i-broadsword
brocade	i-brocade
broccoli	ibrokholi
brochure	ncwadana
broil	i-broil
broke	qhekeza
broken	phukile
brokenheart	NO TRANSLATION
brokenhearted	ophuke intliziyo
broker	umthengisi
brokerage	yorhwebo
bromide	bromide
bronco	bronco
bronze	ithusi
brooch	brooch
brood	mntwaneni
brooding	ukuxuba
brook	umlambo
broom	umshanelo
broomstick	i-broomstick
broth	umhluzi
brothel	i-brothel
brother	ubhuti
brotherhood	ba zalwana
brotherly	zalwana
brow	kwiphepha
brown	ntsundu
brownstone	brownstone
browse	khangela
brrr	brrr
bruise	kutyumza
bruising	ukutyumza
brunch	brunch
brunette	brunette
brunt	ukuxhaphaza
brush	ukuxubha
brutal	buhlungu
brutality	bubi
brute	buhlungu
brutish	buhlungu
bubble	bubble
bubbling	ukuqhuma
bubbly	buhlungu
bubonic	bubonic
buck	buck
buckaroo	buckaroo
bucket	ibhakethi
buckle	bhotle
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	kuhluma
buddha	uBuddha
buddhism	inkolo yakwaBudda
buddhist	maBuddha
budding	kuhluma
buddy	ngumhlobo
budge	budge
budget	bhajethi
buff	buff
buffalo	ibhokhwe
buffer	buffer
buffering	ukuxhaphaza
buffet	ibuffet
buffoon	buffon
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	ngxaki
bugler	i-bugler
build	ukwakha
builder	umakhi
building	sakhiwo
buildings	izakhiwo
buildup	iyakheka ukwenyuka
bulb	i-bulb
bulbous	bulbous
bulge	i-bulge
bulimic	bulimic
bulk	buninzi
bulkhead	bulkhead
bulky	bulky
bull	yenkomo
bulldog	bulldog
bulldozer	bulldozer
bullet	bullet
bulletin	i-bulletin
bulletproof	bulletproof
bullfighter	yenkomo
bullfrog	yenkomo
bullheaded	yenkomo
bullhorn	bullhorn
bullion	bullion
bullock	inkunzi
bullpen	i-bullpen
bullshit	i-bullshit
bully	xhaphaza
bulwark	iqhosha
bum	bum
bumblebee	i-bumblebee
bummed	zihluthe
bummer	bummer
bump	bump
bumper	bhinqa
bumpy	buhlungu
bun	NO TRANSLATION
bunch	iqela
bundle	umthwalo
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	bunt
buoy	buoy
buoyancy	ukuxhamla
buoyant	buoyant
bur	bur
burden	umthwalo
burdened	xineke
burdensome	mithwalo
bureau	kwiziko
bureaucracy	i bureaucracy
bureaucrat	i-bureaucrat
bureaucratic	ekhompyutheni
burger	burger
burglar	ibhegi
burglary	Ukugqekeza
burial	kungcwatywa
buried	kungcwatywa
burke	burke
burlap	i-burlap
burlesque	burlesque
burly	ukuxhamla
burn	kutshisa
burned	kutshiswa
burner	ukushisa
burning	kutsha
burnished	sitshisa
burnout	utshe waphela
burnt	tshiswayo
burp	i-burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	ngqakra
bursary	ibhasari
burst	qhekeza
bury	ngcwaba
bus	ibhasi
busboy	ibhasi
bush	ihlathi
bushel	ibhasi
bushy	i-bushy
business	shishini
business man	NO TRANSLATION
businessman	usomashishini
businesswoman	usomashishini olubhinqa
busload	ukulayisha ibhasi
buss	buss
bust	baqhuma
busted	busted
buster	ibhasi
bustle	kuqhuma
bustling	ehamba phambili
busy	ndixakekile
busybody	u xakeke
butane	butane
butcher	umxheli
butler	umlingisi
butt	butt
butter	ibhotela
buttercup	buttercup
butterfly	ibhabhathane
buttermilk	ibhotela
butterscotch	butterscotch
buttery	ibhendi
buttock	kwinqanawa
buttocks	mathupha
button	iqhosha
buttress	i-buttress
buxom	buxom
buy	ukuthenga
buyer	umthengi
buying	ukuthenga
buzz	buzz
buzzard	buzzard
buzzed	buzzediweyo
buzzer	buzzer
buzzing	buz
bye	uhambe
bygone	zenzeke
bylaw	mthethweni
byline	ngqambela
bypass	kuhamba
bystander	ummeli
byte	byte
byzantine	ngezantine
cab	ikhebhu
cabal	ikhala
cabana	cabana
cabaret	cabaret
cabbage	ikhaphetshu
cabbie	cabbie
cabernet	cabernet
cabin	igumbi
cabinet	kwikhabhinethi
cable	intambo
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	i-caddy
cadence	i-cadence
cadet	cadet
cafe	cafe
cafeteria	yokutya
caffeine	caffeine
cage	i cage
cagey	i-cagey
cahoots	cahoots
cairn	cairn
cake	ikhekhe
cakewalk	cakewalk
calamari	calamari
calamitous	ntlekele
calamity	ntlekele
calcareous	kubalwa
calcium	calcium
calculate	ukubala
calculated	kubalwa
calculating	kubala
calculation	kubalwa
calculator	calculator
calculus	i calculus
calendar	ikhalenda
calender	NO TRANSLATION
calf	ithole
caliber	mlingana
calibrate	ukulinganisa
calico	calico
calipers	abagcini
calisthenics	calisthenics
call	umnxeba
callback	buya utsale umnxeba
caller	umnxeba
calligraphy	calligraphy
calling	ukubiza
callous	ababi
calls	iifowuni
calm	ezolileyo
calming	ku tholisa
calmness	ukuzola
caloric	caloric
calorie	ikhalori
calorimeter	calorimeter
cam	cam
camaraderie	ukudibanisa
camber	camber
camcorder	camcorder
camel	ikamela
cameo	kufika
camera	ikhamera
cameraman	khamera
camisole	camisole
camouflage	ukufihla
camouflaged	NO TRANSLATION
camp	kwinkampu
campaign	phulo
campaigner	umkhankaso
campaigning	phulo
camper	nkampu
campfire	ngomlilo
camping	inkampu
campsite	nkampu
campus	campus
can	unakho
can opener	umvuli wetoti
canal	umgca
canary	kwidayari
cancel	rhoxisa
canceling	ukukhansela
cancellation	ku rhoxiswa
cancer	nomhlaza
candid	efanelekileyo
candidacy	uviwo
candidate	umviwa
candied	candied
candle	ikhandlela
candlelight	ikhandlela
candles	ikhandlela
candlestick	sibane
candor	i-candor
candy	i candy
cane	umdaka
canine	isinini
canister	umgca
canker	umgcini
cannabis	i-cannabis
canned	ekhatywayo
cannibal	cannibal
cannibalism	utywala
canning	kumgca
cannon	ikhonkco
cannonball	ibhola
canoe	ityano
canon	kwincwadi
canonical	ngqi niselo
canons	iitoni
canopy	ngophawu
cantaloupe	icantaloupe
cantbreathe	NO TRANSLATION
canteen	nentshontsho
canterbury	ukucima
canthandleit	NO TRANSLATION
cantilever	i-cantilever
cantina	cantina
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	umgca
canvass	NO TRANSLATION
canyon	canyon
