Word	si
argumentative	තර්ක
arguments	තර්ක
arid	ශුෂ්ක විය
arise	පැන නගිනු ඇත
aristocracy	ප්රභූවකි
aristocrat	වංශාධිපතියෙකු විය
aristocratic	ප්රභූවකි
arithmetic	අංක ගණිතය
ark	නැව
arm	අත
armada	ආමඩා
armament	අවි ආයුධ
armaments	අවි ආයුධ
armature	ආමේචරය
armchair	රෝද පුටු
armed	සන්නද්ධ විය
armor	ආයුධ
armored	සන්නද්ධව සිටියි
armory	අවි ගබඩාව
armpit	සත
arms	ආයුධ
army	හමුදා
aroma	සුවඳ
aromatherapy	සගන්ධ ෙතල්
arousal	කලකිරීමට පත්විය
arouse	නැගිටින්න
aroused	ප්රබෝධමත් විය
arraignment	ඇරැඹීම
arrange	පිළිවෙලකට
arranged	පිළිවෙල
arrangement	සැකසුමකි
array	අරාව
arrears	හිඟ විය
arrest	අත් අඩංගුවට ගැනීම
arrhythmia	ආක්රමණ
arrival	පැමිණේ
arrive	පැමිණේ
arrogance	අහංකාරය
arrogant	අහංකාරය
arrow	ඊතලය
arsehole	සැහැල්ලුයි
arseholes	අයත්වේ
arsenal	අවි ගබඩාවයි
arsenic	ආසනික්
arson	ගිනි තැබීම
arsonist	ගිනි තැබීමයි
art	කලාව
arterial	ධමනිය
artery	ධමනි
artful	කල්පනාකාරීයි
arthritis	ආතරයිටිස්
arthropod	ආවර්තිපාදය
artichoke	අර්ටිචෝක්
article	ලිපිය
articles	ලිපි
articulate	ප්රකාශ කළේය
articulation	ප්රකාශනයයි
artifact	කෞතුක වස්තු
artifice	උන්නතියයි
artificial	කෘතිම
artillery	කාලතුවක්කු
artisan	ශිල්පියා
artist	කලාකරු
artiste	NO TRANSLATION
artistic	කලාත්මක
artistry	කලාත්මක බව
artists	කලාකරුවන්
artwork	කලා
arty	ඒ
asap	හැකි විගස
asbestos	ඇස්බැස්ටස්
ascend	නැඟී සිටින්න
ascendancy	ආරෝහකයයි
ascendant	නැඟී සිටියි
ascending	නැගිටි
ascension	ඔසවා ගැනීම
ascent	නැඟීම
ascertain	විමසන්න
ascertained	තහවුරු විය
ascetic	තාපසයෙනි
ash	අළු
ashamed	ලැජ්ජා විය
ashes	අළු
ashtray	අළුත්වැඩියාව
asinine	ඇසිණ
ask	අහන්න
asleeep	NO TRANSLATION
asleep	නින්දට
asp	asp
asparagus	ඇස්පරගස්
aspartame	ඇස්පාටේම්
aspect	අංශයකි
aspects	අංශ
aspen	අසිපත
asphalt	ඇස්ෆා
asphyxia	හිසරදයකි
asphyxiation	හුස්ම හිරවීමයි
aspiration	අපේක්ෂාවයි
aspire	අධිෂ්ඨාන සහගතයි
aspirin	ඇස්ප්රීන්
aspiring	අපේක්ෂා කරනවා
ass	පොඩ්ඩක්
assail	පහර දෙනවා
assailant	දඩයම
assassin	ඝාතකයා
assassinate	ඝාතනය කරන්න
assassination	ඝාතනය
assault	ප්රහාරය
assay	පරීක්ෂණය
assemblage	එකලස් කිරීම
assemble	එකලස් කරන්න
assembled	රැස්වෙයි
assembly	රැස්වීම
assemblyman	එකලස් කළ
assent	එකඟව
assert	තහවුරු කරන්න
asserting	අවධාරනය කරයි
assertion	අවධාරනයයි
assertive	අප්රසන්න
assess	තක්සේරු කරන්න
assessment	තක්සේරුව
assessor	තක්සේරුවකි
asset	වත්කම
assets	වත්කම්
asshole	බූරුවා
assign	පැවරීම
assignee	පවරාගන්නා
assignment	පැවරුමයි
assimilate	උකහා ගන්නවා
assimilation	උකහා ගැනීමකි
assist	උදව් කරන්න
assistance	සහාය
assistant	සහකාර
associate	ආශ්රිතයෙකි
association	සංගමය
assorted	විවිධාකරය
assortment	ඇසෝසියේටඩ්
assuage	සමනය
assume	උපකල්පනය කරයි
assumed	උපකල්පනය කෙරෙයි
assuming	උපකල්පනය කරයි
assumption	උපකල්පනය
assurance	සහතිකයක්
assure	සහතික කරන්න
assured	සහතිකයි
assuredly	නිසැකවම
asterisk	තරු ලකුණකි
asteroid	ක්ෂුද්ර ග්රහයා
asteroids	ග්රහක
asthma	ඇදුම
asthmatic	ඇදුමති
astigmatism	රැවටුනේ
astonish	පුදුමයි
astonished	පුදුමයට පත් විය
astonishing	පුදුම සහගතයි
astonishingly	NO TRANSLATION
astonishment	පුදුමයට කරුණකි
astound	විශ්මයට පත්විය
astral	තාරකා
astray	නොමග යවන සුළුය
astringent	අපිරිසිදු
astrologer	නක්ෂියර්
astrology	ජ්යෝතිඃ ශාස්ත්රය
astronaut	ගගනගාමීන්
astronomer	තාරකා විද්යාඥයා
astronomical	තාරකා විද්යාත්මකව
astronomy	තාරකා විද්යාව
astute	කපටි
asunder	පමණකි
asylum	රැකවරණ
asymmetric	අසමමිතික වේ
asymmetry	අසමමිතිය
asymptotic	විරයිසොෆ්ටි
atelier	අචල වේ
atheism	අදේවවාදය
atheist	අදේවවාදියෙක්
atheistic	අදේවවාදයයි
atherosclerosis	හෘදයාබාධ ඇතිවේ
athlete	ක්රීඩකයෙකි
athletic	මලල ක්රීඩා
athleticism	මලල ක්රීඩා
athletics	මලල ක්රීඩා
atlas	ඇට්ලස්
atmosphere	වායුගෝලය
atmospheric	වායුගෝලීය
atoll	ඇටෝල්
atom	පරමාණුවයි
atomic	පරමාණුක
atone	බැස්සා
atonement	සමඟි කිරීම
atpeace	සාමය දී
atrium	අතීතය
atrocious	නරකයි
atrocity	ම්ලේච්ඡත්වය
atrophy	ඇරොෆී
attach	ඇමිණිය යුතුය
attached	අමුණා ඇත
attachment	ඇමුණුමක්
attack	ප්රහාරය
attacker	ප්රහාරකයා
attacking	පහර දුන්නා
attain	ළඟා විය
attainable	ළඟා විය හැකි ය
attainment	අත්පත් කර ගැනීමයි
attempt	උත්සාහයක්
attempted	උත්සහ කළා
attend	සහභාගි විය හැකිය
attendance	පැමිණීම
attendant	සේවකයා
attention	අවධානය
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	අවධානයෙන්
attenuate	පැහැපත් වේ
attenuated	තෙත්වීම
attenuation	දුර්වල වේ
attest	සහතික කරමි
attestation	සහතික කිරීම
attic	අටුව
attire	ඇඳුම
attitude	ආකල්පය
attorney	නීතිඥයෙක්
attract	ආකර්ශනය කර ගන්න
attraction	ආකර්ශනයයි
attractive	ආකර්ශනීයයි
attractiveness	ආකර්ශනයයි
attributable	ආරෝපණය කළ හැකිය
attribute	ලක්ෂණයකි
attribution	ආරෝපණය කිරීම
attrition	පෝෂණය
auburn	අහුලා
auction	වෙන්දේසිය
auctioneer	වෙන්දේසියක්
audacious	විචක්ෂන ය
audacity	නිර්භීතකම
audible	ඇසෙන්නේ ය
audience	ප්රේක්ෂක පිරිසක්
audio	ශ්රව්ය උපකරණ
audit	විගණන
audition	වින්ඩෝස්
auditions	වින්ඩෝස්
auditor	විගණක විසින්
auditorium	ශ්රවණාගාරය
auditory	ශ්රවණාගාරය
aught	නරකයි
augment	වර්ධනය
augmentation	වැඩිදියුණු කිරීම
august	අගෝස්තු
aunt	නැන්දා
auntie	නැන්දා
aura	අරාබිය
aurora	අරෝරා
auspices	අනුග්රහයෙනි
auspicious	නැකත
austere	තියුණු වේ
austerity	කප්පාදු
authentic	අව්යාජයි
authenticate	සත්යතාව තහවුරු කරයි
authentication	සත්යාපනය
authenticity	අව්යාජත්වය
author	කර්තෘ
authoritative	බලාධිකාරී
authority	අධිකාරිය
authorization	අවසරය
authorize	අවසරලත්
authorized	අවසර ලත්
authorship	කතෘත්වය
autism	ඕටිසම්
autistic	අවිනිශ්චිතයි
auto	වාහන
autobiographical	ස්වයං භෞතිකමය
autobiography	ස්වයං චරිතාපදානය
autocorrect	ස්වයංව
autocratic	ඒකාධිකාරී
autograph	වෙන්දේසි කරන ලදී
autographed	අත්තිවාරමක්
automated	ස්වයංක්රීයව
automatic	ස්වයංක්රීයව
automobile	වාහන
automotive	රථ
autonomy	ස්වාධීනත්වයයි
autopilot	autopilot
autopsy	මරණ පරීක්ෂණය
autumn	සරත් ඍතුව
auxiliary	සහායක
avail	ලබාගත හැකිය
availability	ලබා ගත හැකිය
available	ඇත
avalanche	සෘජු බලපෑමකි
avarice	අවාසනාවන්තයි
avatar	avatar
avenge	පළිගන්න
avenger	පළිගන්නෝ ය
avenging	විවේචනය කිරීම
avenue	මාර්ගයක්
aver	NO TRANSLATION
average	සාමාන්යය
aversation	NO TRANSLATION
averse	අචින්ත්යය
averseness	නොරිස්සුයි
aversion	මැලිකමක් දක්වයි
avert	වළක්වා ගන්න
aviary	හට අළු ගිරවා බලා ගත හැක
aviation	ගුවන්
aviator	ගුවන් යානය
avid	අපේක්ෂා කරයි
avocado	අලිගැටපේර
avoid	වළකින්න
avoidance	වළකින්න
avoiding	වැළකී සිටියි
await	බලාසිටියෙමි
awake	අවදි
awaken	අවදි කරන්න
awakening	පිබිදීමක්
award	සම්මානය
awards	සම්මාන
aware	දැනුවත්
awareness	දැනුවත්
awe	NO TRANSLATION
awed	පුදුමයි
awesome	නියමයි
awesomeness	විහිලුවක්
awestruck	අවුල්සහගතයි
awful	නරකයි
awkward	අනවශ්යයි
awkwardness	අසහනයයි
awning	ඇන්දේය
