Word	tr
barrel	varil
barren	çorak
barricade	barikat
barrier	bariyer
barring	olmazsa
barrister	avukat
barroom	barroom
barrow	el arabası
bartender	barmen
barter	takas
base	baz
baseball	beyzbol
baseball bat	beysbol sopası
baseboard	süpürgelik
baseless	temelsiz
baseline	başlangıç
baseman	meydancı
basement	Bodrum kat
bases	bazlar
bash	darbe
bashful	çekingen
basic	temel
basics	temeller
basil	Fesleğen
basilica	bazilika
basin	havza
basis	temel
bask	güneşlenmek
basket	sepet
basketball	Basketbol
bass	bas
bass guitar	bas gitar
basso	NO TRANSLATION
bassoon	fagot
bastard	Piç
bastarding	bastarding
bastards	piçler
bastion	burç
bat	yarasa
batch	yığın
batching	harmanlama
bate	NO TRANSLATION
bath	banyo
bathe	yıkanmak
bathhouse	hamam
bathing	yüzme
bathrobe	bornoz
bathroom	banyo
bathtub	küvet
bathymetry	batimetri
baton	baton
battalion	tabur
batter	sulu hamur
battered	hırpalanmış
battering	dövme
battery	pil
battle	savaş
battled	mücadele
battlefield	savaş alanı
battleground	savaş alanı
battlements	mazgallar
battleship	savaş gemisi
batty	kaçık
bauble	önemsiz şey
bawdy	müstehcen
bawl	bağırmak
bay	Defne
bayonet	süngü
bayou	bataklıklı kol
bazaar	Çarşı
bazooka	bazuka
bday	yaşlar
be	olmak
beach	plaj
beaches	Sahiller
beacon	fener
bead	boncuk
beading	boncuklu kısım
beads	boncuklar
beady	boncuk gibi
beagle	tazı
beak	gaga
beaker	deney şişesi
beam	kiriş
beaming	ışık saçan
bean	fasulye
beanbag	armut koltuk
beanie	bere
bear	ayı
bearable	dayanılır
beard	sakal
bearded	sakallı
bearer	taşıyıcı
bearing	yatak
bearings	yatak
bearish	kaba
bearskin	ayı postu
beast	canavar
beastly	hayvanca
beat	dövmek
beaten	dövülmüş
beater	çırpıcı
beating	dayak
beatnik	asi genç
beau	aşık
beautification	güzelleştirme
beautiful	güzel
beautify	güzelleştirmek
beauty	güzellik
beaver	kunduz
bebop	caz müzik türü
beck	ırmak
beckon	işaret etmek
become	olmak
bed	yatak
bedding	yatak takımı
bedpan	sürgü
bedrock	sarsılmaz
bedroom	yatak odası
bedside	başucu
bedspread	yatak örtüsü
bedtime	yatma zamanı
bee	bal arısı
beef	sığır eti
beefsteak	sığır biftek
beehive	arı kovanı
beep	bip
beeper	çağrı cihazı
beer	bira
bees	arılar
beeswax	balmumu
beetle	böcek
befall	başına gelmek
befitting	yakışır
befriend	arkadaş olmak
befuddled	şaşkın
beg	dilenmek
beggar	dilenci
begging	dilenme
begin	başla
beginner	acemi
beginning	başlangıç
beginnings	baş
begrudge	kıskanmak
begun	başladı
behappy	NO TRANSLATION
behave	Davranmak
behavior	davranış
behavioral	davranışsal
behemoth	dev yaratık
behest	emir
behold	işte
beholden	borçlu
beholder	seyreden
beige	bej
belated	gecikmiş
belay	volta etmek
belch	geğirme
belief	inanç
believable	inanılır
believe	inanmak
believed	inanılır
believer	inançlı
believing	inanan
belittle	küçümsemek
belittled	belittled
bell	çan
bellboy	belboy
bellhop	belboy
belligerent	savaşan
bellman	tellal
bellow	feryat
bellows	körük
belly	göbek
bellybutton	göbek çukuru
bellyful	bıkkınlık
belong	ait
belongings	eşya
beloved	sevgili
belt	kemer
beluga	morina
bemused	şaşkın
bench	Bank
bend	viraj
bender	alem
bending	bükme
beneath	altında
benedictory	benedictory
benefactor	hayırsever
beneficial	yararlı
beneficiary	hak sahibi
benefit	yarar
benevolence	yardımseverlik
benevolent	iyiliksever
benign	iyi huylu
bent	kıvrılmış
benzene	benzen
bequeath	miras bırakmak
bequest	miras
bereaved	yakınını kaybetmiş
bereavement	kayıp
bereft	yoksun
beret	bere
bergamot	bergamot
berlin	Berlin
berserk	çılgın
berth	ranza
beryllium	berilyum
beseech	yalvarmak
beset	sarmak
bestdayever	en iyi gün
bestfeeling	en iyi his
bestfriends	en yakın arkadaşlar
bestial	hayvani
besties	besties
bestow	bağışlamak
bestseller	En çok satan kitap
bet	bahis
beta	beta
betray	açığa vurmak
betrayal	ihanet
betrayed	ihanet
betrothed	nişanlı
betterment	şerefiye
betting	bahis
betty	betty
bevel	konik
beverage	içecek
bevy	kuş sürüsü
beware	dikkat
bewilder	şaşırtmak
bewildered	şaşkın
bewilderment	şaşkınlık
bias	önyargı
biased	önyargılı
bib	önlük
bible	Kutsal Kitap
biblical	İncil'deki
bibliography	kaynakça
bicarbonate	bikarbonat
bicentennial	iki yüzyıllık
biceps	biceps
bicker	şırıldamak
bickering	çekişme
bicolor	bicolor
bicycle	bisiklet
bid	teklif
bidder	teklifçi
bidding	teklif verme
bide	NO TRANSLATION
biennial	iki yıllık
bier	NO TRANSLATION
bifurcation	çatallanma
big	büyük
bigamy	bigami
bigday	büyük gün
biggestfear	NO TRANSLATION
biggie	Çok önemli bir şey
bighorn	büyük boynuz
bigmouth	koca ağızlı
bigot	yobaz
bigoted	bağnaz
bigotry	bağnazlık
bike	bisiklet
biker	bisikletçi
bikini	bikini
bilateral	iki taraflı
bilayer	iki tabakalı
bile	safra
bilge	sintine
bilingual	iki dil bilen
bill	fatura
billboard	ilan panosu
billet	kütük
billiard	bilardo
billiards	bilardo
billing	fatura
billion	milyar
billionaire	milyarder
billy	cop
bimbo	sürtük
bimonthly	iki ayda bir
bin	çöp Kutusu
binary	ikili
bind	bağlamak
binder	bağlayıcı madde
bindery	ciltevi
binding	bağlayıcı
bing	bing
binge	alem
bingo	Bingo
binocular	iki gözlü
binoculars	dürbün
binomial	iki terimli
bio	biyo
biochemical	biyokimyasal
biochemist	biyokimyacı
biochemistry	biokimya
biogenesis	biogenez
biographer	biyografi yazarı
biography	biyografi
biological	biyolojik
biologist	biyolog
biology	Biyoloji
bionic	biyonik
biopsy	biyopsi
biosphere	biyosfer
bipartite	ikili
bipolar	iki kutuplu
birch	huş ağacı
bird	kuş
birdcage	kuş kafesi
birdie	minik kuş
birdman	kuşçu
birth	doğum
birthday	doğum günü
birthing	doğum
birthmark	doğum lekesi
birthplace	doğum yeri
birthright	doğuştan kazanılan hak
bis	NO TRANSLATION
biscuit	bisküvi
bisexual	biseksüel
bishop	piskopos
bison	bizon
bisque	sırsız porselen
bistro	bistro
bit	bit
bitch	orospu
bitchy	şirret
bite	ısırmak
biter	NO TRANSLATION
bitsy	minik
bitter	acı
bitterly	acı
bitterness	acılık
bittersweet	acı tatlı
bitty	tefecik
bitumen	bitüm
biweekly	iki haftada bir
biz	biz
bizarre	tuhaf
blab	çenesi düşük
blabbermouth	blabbermouth
black	siyah
black snake	Siyah yılan
blackberry	böğürtlen
blackbird	karatavuk
blackboard	tahta
blacken	lekelemek
blackface	siyah baskı
blackjack	blackjack
blacklist	kara liste
blackmail	şantaj
blackmailer	şantajcı
blackness	siyahlık
blackout	karartma
blacksmith	demirci
bladder	mesane
blade	bıçak ağzı
blame	suçlama
blameless	suçsuz
bland	mülayim
blank	boş
blanket	battaniye
blare	boru sesi
blase	NO TRANSLATION
blasphemous	kâfir
blasphemy	küfür
blast	üfleme
blaster	blaster
blastoff	havalanma
blatant	bariz
blather	zırva
blaze	yangın
blazer	blazer ceket
blazing	yanan
bleach	çamaşır suyu
bleak	kasvetli
bleed	kanamak
bleeder	şantajcı
bleeding	kanama
bleep	bip
blemish	leke
blemished	lekelenmiş
blend	harman
blender	karıştırıcı
blending	harmanlama
bless	kutsamak
blessed	mübarek
blessing	nimet
blessings	nimetler
bleu	bleu
blight	yıkım
blighted	rüzgarlara
blimp	keşif balonu
blind	kör
blinded	kör
blindfold	körü körüne
blindfolded	gözü bağlı
blinding	kör eden
blindly	körü körüne
blindness	körlük
blink	goz kirpmak
blip	pat
bliss	mutluluk
blissful	keyifli
blister	kabarcık
blistering	kabarma
blitz	hava saldırısı
blizzard	kar fırtınası
bloat	kabartmak
bloated	şişmiş
blob	damla
block	blok
blockade	kuşatma
blockage	tıkanıklık
blockbuster	uçak bombası
blockhead	ahmak
blog	Blog
bloke	herif
blond	sarışın
blonde	sarışın
blood	kan
bloodbath	kan gölü
bloodhound	tazı
bloodless	kansız
bloodline	Nesillerini
bloodshed	kan dökme
bloodshot	kanlı
bloodstream	kan dolaşımı
bloodthirsty	kana susamış
bloody	kanlı
bloom	Çiçek açmak
bloomers	jimnastik pantolonu
blooming	çiçeklenme
blossom	çiçek
blot	leke
blotched	blotched
blotter	kurutma kâğıdı
blouse	bluz
blow	darbe
blower	üfleyici
blowfish	Balon balığı
blowing	üfleme
blowjob	oral seks
blown	şişmiş
blowout	üflemek
blowtorch	lehim lâmbası
blubber	balina yağı
bluddy	bluddy
blue	mavi
blue spruce	mavi ladin
blueberry	yaban mersini
bluebird	Mavikuş
bluegrass	çayır otu
bluejay	bluejay
blueprint	taslak
blues	hüzün
bluff	blöf
bluish	mavimsi
blunder	Hata
blunt	Künt
blur	bulanıklık
blurred	bulanık
blurry	bulanık
blurt	yumurtlamak
blush	kızarmak
blushing	kızarma
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	domuz
board	yazı tahtası
board game	masa oyunu
boarder	NO TRANSLATION
boarding	yatılı
boardroom	toplantı odası
boards	panoları
boardwalk	tahta
boast	övünme
boastful	böbürlenen
boasting	övünme
boat	tekne
boathouse	kayıkhane
boating	kürek çekme
boatload	boatload
boatman	kayıkçı
bobbin	bobin
bobcat	vaşak
bobsled	yarış kızağı
bode	alâmet olmak
bodega	bodega
bodice	korse
bodily	bedensel
body	vücut
bodyguard	muhafız
bog	bataklık
bogey	umacı
bogeyman	umacı
bogus	sahte
bohemian	bohem
boil	kaynama
boiler	Kazan
boilerplate	Demirbaş
boiling	kaynamak
boisterous	fırtınalı
bold	cesur
boldness	cesaret
bollocks	taşaklar
bolster	desteklemek
bolt	cıvata
bolus	büyük hap
bomb	bomba
bombard	bombalamak
bombardier	bombardımancı
bombardment	bombardıman
bombed	bombalanmış
bomber	bombacı
bombers	bombardıman
bombing	bombalama
bombshell	sürpriz
bonanza	bolluk
bonbon	NO TRANSLATION
bond	bağ
bondage	esaret
bonding	yapıştırma
bonds	tahviller
bondsman	köle
bone	kemik
bonehead	mankafa
boner	gaf
bones	kemikler
bonfire	şenlik ateşi
bong	bong
bonkers	çılgın
bonne	NO TRANSLATION
bonnet	kaput
bonny	sağlıklı
bonsai	bonsai
bonus	bonus
bony	kemikli
boo	boo
boob	dangalak
booby	meme
booger	sümük
boogeyman	öcü
boogie	boogie
book	kitap
bookcase	kitaplık
bookie	müşterek bahisçi
booking	rezervasyon
bookish	kitapsever
bookkeeper	muhasebeci
bookkeeping	defter tutma
booklet	kitapçık
bookmaker	müşterek bahisçi
bookmark	yer imi
books	kitaplar
bookseller	kitapçı
bookshop	kitapçı
bookstore	kitapçı
bookworm	kitap kurdu
boom	Boom
boomer	boomer
boomerang	bumerang
booming	gürleyen
boon	nimet
boooo	NO TRANSLATION
boost	artırmak
booster	yükseltici
boot	çizme
booth	kabin
bootleg	içki kaçakçılığı yapmak
bootlegger	içki kaçakçısı
boots	bot ayakkabı
booty	ganimet
booze	alem
bop	bop
bopper	bopper
border	sınır
bordering	çevreleyen
borderline	sınır
bore	delik
boreal	kuzey
bored	canı sıkkın
boredom	Can sıkıntısı
borer	matkap
boring	sıkıcı
born	doğmuş
boron	bor
borough	ilçe
borrow	ödünç almak
borrower	borçlu
bosom	kucak
boss	patron
bossy	otoriter
boston	boston
botanical	botanik
botanist	botanikçi
botany	botanik
bother	zahmet
bothering	rahatsız
bottle	şişe
bottleneck	darboğaz
bottling	şişeleme
bottom	alt
bottomless	dipsiz
botulism	gıda zehirlenmesi
boulder	aşınmış kaya parçası
bounce	sıçrama
bouncer	fedai
bouncy	kabarık
bound	ciltli
boundary	sınır
boundless	sınırsız
bounds	sınırları
bountiful	bol
bounty	cömertlik
bouquet	buket
bourbon	Burbon
bourgeois	burjuva
bourgeoisie	burjuvazi
bourse	borsa
bout	müddet
boutique	butik
bouttime	bouttime
bovine	sığır
bow	yay
bowed	eğildi
bowel	bağırsak
bowels	bağırsak
bowl	çanak
bowler	top atan oyuncu
bowling	bowling
bowls	kaseler
box	Kutu
boxcar	yük vagonu
boxer	boksör
boxers	boksörler
boxing	boks
boy	oğlan
boycott	boykot
boyfriend	erkek arkadaş
boyhood	çocukluk çağı
boyish	çocuksu
boysenberry	boysenberry
bozo	herif
bra	sutyen
brace	bağ
bracelet	bilezik
braces	pantolon askısı
brachial	brakiyal
bracket	destek
brackets	parantez
brackish	tuzlu
brad	başsız çivi
brag	övünmek
braid	saç örgüsü
brain	beyin
brainless	beyinsiz
brains	beyin
brainstorm	beyin fırtınası
brainwash	beyin yıkamak
brainy	zeki
brake	fren
bran	kepek
branch	şube
branching	dallanma
brand	marka
brandy	Brendi
brash	küstah
brass	pirinç
brass knuckle	Muşta
brassiere	sutyen
brat	velet
bratwurst	NO TRANSLATION
bravado	kabadayılık
brave	cesur
bravery	cesaret
brawl	kavga
brawn	kas gücü
brazen	pirinç
breach	ihlal
bread	ekmek
breadth	genişlik
break	mola
breakable	kırılabilir
breakaway	kaçmak
breakdown	Yıkmak
breaker	kırıcı
breakers	kesiciler
breakfast	kahvaltı
breaking and entering	kırıp girmek
breakingnews	BreakingNews
breakneck	aşırı
breakthrough	buluş
breakup	ayrılmak
breast	meme
breath	nefes
breathe	nefes almak
breather	mola
breathless	nefes nefese
breathtaking	nefes kesen
breech	popo
breeches	pantolon
breed	doğurmak
breeder	hayvan yetiştiricisi
breeding	üreme
breeze	esinti
breezy	esintili
brethren	kardeşler
breve	NO TRANSLATION
brevity	kısalık
brew	demlemek
brewery	bira fabrikası
brewing	demleme
briar	çalı
bribe	rüşvet
bribery	rüşvet
brick	tuğla
bridal	gelin
bride	gelin
bridegroom	damat
bridesmaid	nedime
bridge	köprü
bridle	dizgin
brief	kısa
briefcase	iş çantası
briefing	brifing
briefly	kısaca
brig	brik
brigade	tugay
bright	parlak
brighten	aydınlatmak
brightens	Parlaklığı
brighter	Daha parlak
brightness	parlaklık
brilliance	parlaklık
brilliant	parlak
brim	ağız
brimming	brimming
brimstone	kükürt
brine	salamura
bring	getirmek
brink	kenar
brisk	canlı
brisket	döş
bristle	kıl
brittle	kırılgan
bro	kanka
broach	şiş
broad	geniş
broadcast	yayın yapmak
broadcasting	yayın
broaden	genişletmek
broadside	borda
broadsword	pala
brocade	brokar
broccoli	Brokoli
brochure	broşür
broil	kavrulmak
broke	kırdı
broken	kırık
brokenheart	NO TRANSLATION
brokenhearted	kırık kalp
broker	komisyoncu
brokerage	komisyonculuk
bromide	bromit
bronco	vahşi at
bronze	bronz
brooch	broş
brood	damızlık
brooding	düşünceli
brook	dere
broom	süpürge
broomstick	süpürge sopası
broth	et suyu
brothel	genelev
brother	erkek kardeş
brotherhood	kardeşlik
brotherly	kardeşçe
brow	kaş
brown	kahverengi
brownstone	varlıklı
browse	Araştır
brrr	Bırrr
bruise	çürük
bruising	morarma
brunch	Brunch
brunette	esmer
brunt	darbe
brush	fırça
brutal	acımasız
brutality	vahşilik
brute	canavar
brutish	hayvani
bubble	kabarcık
bubbling	köpüren
bubbly	kabarcıklı
bubonic	hıyarcıklı
buck	dolar
buckaroo	buckaroo
bucket	Kova
buckle	toka
buckled	büküldü
bucko	bucko
buckshot	iri saçma
buckwheat	karabuğday
bud	tomurcuk
buddha	Buda
buddhism	Budizm
buddhist	Budist
budding	tomurcuklanan
buddy	arkadaş
budge	hareket ettirmek
budget	bütçe
buff	devetüyü rengi
buffalo	bizon
buffer	tampon
buffering	tamponlama
buffet	büfe
buffoon	soytarı
bug	böcek
bugaboo	öcü
bugged	dinlenmişti
bugger	herif
buggy	böcekli
bugle	boru
bugler	boru çalan kimse
build	inşa etmek
builder	kurucu
building	bina
buildings	binalar
buildup	kurmak
bulb	ampul
bulbous	soğanlı
bulge	şişkinlik
bulimic	bulimiktir
bulk	kütle
bulkhead	gemi bölmesi
bulky	hantal
bull	Boğa
bulldog	yiğit
bulldozer	buldozer
bullet	mermi
bulletin	bülten
bulletproof	kurşun geçirmez
bullfighter	boğa güreşçisi
bullfrog	bullfrog
bullheaded	inatçı
bullhorn	borazanı
bullion	külçe
bullock	öküz
bullpen	yedek kulübesi
bullshit	saçmalık
bully	zorba
bulwark	küpeşte
bum	serseri
bumblebee	yabanarısı
bummed	Şaşırdım
bummer	serseri
bump	çarpmak
bumper	tampon
bumpy	inişli çıkışlı
bun	NO TRANSLATION
bunch	Demet
bundle	demet
bungalow	bungalov
bungee	bungee
bunghole	tıpalı delik
bunion	bunyon
bunk	ranza
bunker	sığınak
bunkhouse	bunkhouse
bunny	tavşan
bunt	tos vurma
buoy	şamandıra
buoyancy	canlılık
buoyant	batmaz
bur	dikenli tohum kabuğu
burden	yük
burdened	yük
burdensome	külfetli
bureau	büro
bureaucracy	bürokrasi
bureaucrat	bürokrat
bureaucratic	bürokratik
burger	burger
burglar	hırsız
burglary	hırsızlık
burial	defin
buried	gömülü
burke	boğmak
burlap	çuval bezi
burlesque	vodvil
burly	iri yarı
burn	yanmak
burned	yanmış
burner	brülör
burning	yanan
burnished	perdahlı
burnout	yanma
burnt	yanmış
burp	geğirmek
burr	çapak
burrito	börek
burro	NO TRANSLATION
burrow	yuva
bursary	burs
burst	patlamak
bury	gömmek
bus	otobüs
busboy	komi
bush	çalı
bushel	kile
bushy	gür
business	iş
business man	NO TRANSLATION
businessman	işadamı
businesswoman	iş kadını
busload	Otobüs dolu
buss	buss
bust	büst
busted	baskın
buster	alem
bustle	telaş
bustling	hareketli
busy	meşgul
busybody	işgüzar kimse
butane	bütan
butcher	Kasap
butler	kâhya
butt	popo
butter	Tereyağı
buttercup	düğünçiçeği
butterfly	kelebek
buttermilk	yağlı süt
butterscotch	karamela
buttery	tereyağlı
buttock	kalça
buttocks	kalça
button	buton
buttress	payanda
buxom	dolgun
buy	satın almak
buyer	alıcı
buying	alış
buzz	vızıltı
buzzard	şahin
buzzed	vızıldadığınız
buzzer	zil
buzzing	uğultu
bye	Hoşçakal
bygone	geçmiş
bylaw	iç tüzük
byline	şube hattı
bypass	kalp ameliyati
bystander	seyirci
byte	bayt
byzantine	Bizans
cab	taksi
cabal	entrika
cabana	cabana
cabaret	kabare
cabbage	lahana
cabbie	taksici
cabernet	cabernet
cabin	kabin
cabinet	kabine
cable	kablo
caboodle	cemaat
caboose	gemi mutfağı
cabriolet	kabriyole
cache	önbellek
cacophony	kakofoni
cactus	kaktüs
cad	cad
cadaver	kadavra
caddie	NO TRANSLATION
caddy	çay kutusu
cadence	ritim
cadet	aday
cafe	kafe
cafeteria	kafeterya
caffeine	kafein
cage	kafes
cagey	kurnaz
cahoots	Cahoots
cairn	höyük
cake	kek
cakewalk	dans çeşidi
calamari	kalamar
calamitous	belâlı
calamity	afet
calcareous	kalkerli
calcium	kalsiyum
calculate	hesaplamak
calculated	hesaplanmış
calculating	Hesaplanıyor
calculation	hesaplama
calculator	hesap makinesi
calculus	hesap
calendar	takvim
calender	NO TRANSLATION
calf	buzağı
caliber	kalibre
calibrate	ayarlamak
calico	patiska
calipers	kaliperler
calisthenics	jimnastik
call	aramak
callback	geri aramak
caller	arayan
calligraphy	kaligrafi
calling	çağrı
callous	duygusuz
calls	aramalar
calm	sakin
calming	yatıştırıcı
calmness	dinginlik
caloric	ısı
calorie	kalori
calorimeter	kalorimetre
cam	kam
camaraderie	dostluk
camber	kamber
camcorder	Video kamera
camel	deve
cameo	minyatür
camera	kamera
cameraman	kameraman
camisole	kaşkorse
camouflage	kamuflaj
camouflaged	NO TRANSLATION
camp	kamp
campaign	kampanya
campaigner	kampanyaya katılan kimse
campaigning	kampanya
camper	kampçı
campfire	kamp ateşi
camping	kamp yapmak
campsite	kamp alanı
campus	kampus
can	kutu
can opener	Konserve açacağı
canal	kanal
canary	kanarya
cancel	iptal etmek
canceling	iptal
cancellation	iptal
cancer	kanser
candid	samimi
candidacy	adaylık
candidate	aday
candied	şekerlenmiş
candle	mum
candlelight	mum ışığında
candles	mumlar
candlestick	şamdan
