Word	fr
begrudge	begrudge
begun	commencé
behappy	NO TRANSLATION
behave	se comporter
behavior	comportement
behavioral	comportemental
behemoth	monstre
behest	ordre
behold	voir
beholden	redevable
beholder	spectateur
beige	beige
belated	tardif
belay	assurer
belch	roter
belief	croyance
believable	croyable
believe	croyez
believed	a cru
believer	croyant
believing	croire
belittle	rabaisser
belittled	rabaissé
bell	cloche
bellboy	groom
bellhop	groom
belligerent	belligérant
bellman	groom
bellow	mugissement
bellows	soufflet
belly	ventre
bellybutton	nombril
bellyful	ventre plein
belong	appartenir
belongings	affaires
beloved	aimé
belt	ceinture
beluga	béluga
bemused	abasourdi
bench	banc
bend	pliez
bender	cintreuse
bending	pliant
beneath	sous
benedictory	bénédiction
benefactor	bienfaiteur
beneficial	bénéfique
beneficiary	Bénéficiaire
benefit	avantage
benevolence	bienveillance
benevolent	bienveillant
benign	bénin
bent	courbé
benzene	benzène
bequeath	léguer
bequest	legs
bereaved	privé
bereavement	deuil
bereft	privé
beret	béret
bergamot	bergamote
berlin	Berlin
berserk	fou furieux
berth	couchette
beryllium	béryllium
beseech	supplier
beset	assaillir
bestdayever	Meilleur jour de ma vie
bestfeeling	meilleur sentiment
bestfriends	meilleurs amis
bestial	bestial
besties	besties
bestow	donner
bestseller	Best-seller
bet	pari
beta	bêta
betray	trahir
betrayal	trahison
betrayed	trahi
betrothed	fiancé
betterment	amélioration
betting	pari
betty	Betty
bevel	biseau
beverage	boisson
bevy	bande
beware	il faut se méfier
bewilder	déconcerter
bewildered	égaré
bewilderment	perplexité
bias	biais
biased	biaisé
bib	bavoir
bible	Bible
biblical	biblique
bibliography	bibliographie
bicarbonate	bicarbonate
bicentennial	bicentenaire
biceps	biceps
bicker	se chamailler
bickering	chamaillerie
bicolor	bicolore
bicycle	vélo
bid	offre
bidder	soumissionnaire
bidding	enchère
bide	NO TRANSLATION
biennial	biennal
bier	NO TRANSLATION
bifurcation	bifurcation
big	gros
bigamy	bigamie
bigday	grand jour
biggestfear	NO TRANSLATION
biggie	Biggie
bighorn	Grosse corne
bigmouth	bigmouth
bigot	bigot
bigoted	fanatique
bigotry	bigoterie
bike	bicyclette
biker	motard
bikini	bikini
bilateral	bilatéral
bilayer	bicouche
bile	bile
bilge	fond de cale
bilingual	bilingue
bill	facture
billboard	panneau d'affichage
billet	billet
billiard	billard
billiards	billard
billing	facturation
billion	milliard
billionaire	milliardaire
billy	gamelle
bimbo	bimbo
bimonthly	bimensuel
bin	poubelle
binary	binaire
bind	lier
binder	classeur
bindery	atelier de reliure
binding	contraignant
bing	bing
binge	frénésie
bingo	Bingo
binocular	binoculaire
binoculars	jumelles
binomial	binôme
bio	bio
biochemical	biochimique
biochemist	biochimiste
biochemistry	biochimie
biogenesis	la biogenèse
biographer	biographe
biography	la biographie
biological	biologique
biologist	biologiste
biology	la biologie
bionic	bionique
biopsy	biopsie
biosphere	biosphère
bipartite	bipartite
bipolar	bipolaire
birch	bouleau
bird	oiseau
birdcage	volière
birdie	birdie
birdman	homme-oiseau
birth	naissance
birthday	anniversaire
birthing	naissance
birthmark	tache de naissance
birthplace	Lieu de naissance
birthright	droit de naissance
bis	NO TRANSLATION
biscuit	biscuit
bisexual	bisexuel
bishop	évêque
bison	bison
bisque	bisque
bistro	bistro
bit	bit
bitch	chienne
bitchy	vache
bite	mordre
biter	NO TRANSLATION
bitsy	bitsy
bitter	amer
bitterly	amèrement
bitterness	amertume
bittersweet	doux-amer
bitty	Bitty
bitumen	bitume
biweekly	bihebdomadaire
biz	biz
bizarre	bizarre
blab	jaser
blabbermouth	blabbermouth
black	noir
black snake	serpent noir
blackberry	la mûre
blackbird	merle
blackboard	tableau noir
blacken	noircir
blackface	visage noir
blackjack	blackjack
blacklist	liste noire
blackmail	chantage
blackmailer	maître chanteur
blackness	noirceur
blackout	coupure électrique
blacksmith	forgeron
bladder	vessie
blade	lame
blame	faire des reproches
blameless	irréprochable
bland	fade
blank	blanc
blanket	couverture
blare	vacarme
blase	NO TRANSLATION
blasphemous	blasphématoire
blasphemy	blasphème
blast	explosion
blaster	blaster
blastoff	être mis à feu
blatant	flagrant
blather	bêtises
blaze	flamber
blazer	blazer
blazing	brûlant
bleach	eau de Javel
bleak	morne
bleed	saigner
bleeder	purgeur
bleeding	saignement
bleep	bip
blemish	défaut
blemished	taché
blend	mélange
blender	mixeur
blending	mélange
bless	bénir
blessed	béni
blessing	bénédiction
blessings	bénédictions
bleu	bleu
blight	brûlure
blighted	brûlé
blimp	dirigeable
blind	aveugle
blinded	aveugle
blindfold	bandeau
blindfolded	les yeux bandés
blinding	aveuglant
blindly	aveuglément
blindness	cécité
blink	cligner
blip	spot
bliss	félicité
blissful	bienheureux
blister	cloque
blistering	cloques
blitz	blitz
blizzard	blizzard
bloat	gonfler
bloated	gonflé
blob	goutte
block	bloc
blockade	blocus
blockage	obstruction
blockbuster	superproduction
blockhead	imbécile
blog	Blog
bloke	type
blond	blond
blonde	blond
blood	du sang
bloodbath	bain de sang
bloodhound	limier
bloodless	exsangue
bloodline	lignée
bloodshed	effusion de sang
bloodshot	injecté de sang
bloodstream	sang
bloodthirsty	sanguinaire
bloody	sanglant
bloom	Floraison
bloomers	culotte bouffante
blooming	épanouissement
blossom	fleur
blot	tache
blotched	taché
blotter	buvard
blouse	chemisier
blow	coup
blower	ventilateur
blowfish	blowfish
blowing	souffler
blowjob	fellation
blown	soufflé
blowout	éteindre
blowtorch	chalumeau
blubber	chialer
bluddy	bluddy
blue	bleu
blue spruce	épinette bleue
blueberry	myrtille
bluebird	oiseau bleu
bluegrass	bluegrass
bluejay	bluejay
blueprint	plan
blues	blues
bluff	bluffer
bluish	bleuâtre
blunder	gaffe
blunt	émousser
blur	brouiller
blurred	flou
blurry	flou
blurt	lâcher
blush	rougir
blushing	rougir
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	sanglier
board	planche
board game	jeu de plateau
boarder	NO TRANSLATION
boarding	embarquement
boardroom	salle de réunion
boards	planches
boardwalk	promenade
boast	se vanter
boastful	vantard
boasting	se vantant
boat	bateau
boathouse	hangar à bateaux
boating	navigation de plaisance
boatload	bateau
boatman	passeur
bobbin	bobine
bobcat	lynx
bobsled	bobslevel
bode	présager
bodega	cave
bodice	corsage
bodily	physique
body	corps
bodyguard	garde du corps
bog	tourbière
bogey	bogey
bogeyman	épouvantail
bogus	faux
bohemian	bohémien
boil	ébullition
boiler	Chaudière
boilerplate	passe-partout
boiling	ébullition
boisterous	bruyant
bold	audacieux
boldness	audace
bollocks	bollocks
bolster	traversin
bolt	boulon
bolus	bol
bomb	bombe
bombard	bombarder
bombardier	bombardier
bombardment	bombardement
bombed	bombardé
bomber	bombardier
bombers	bombardiers
bombing	bombardement
bombshell	bombe
bonanza	aubaine
bonbon	NO TRANSLATION
bond	liaison
bondage	esclavage
bonding	collage
bonds	obligations
bondsman	esclave
bone	OS
bonehead	tête osseuse
boner	gaffe
bones	des os
bonfire	feu
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	beau
bonsai	bonsaï
bonus	prime
bony	osseux
boo	huer
boob	bustier
booby	nigaud
booger	crotte de nez
boogeyman	boogeyman
boogie	boogie
book	livre
bookcase	bibliothèque
bookie	bookmaker
booking	réservation
bookish	livresque
bookkeeper	comptable
bookkeeping	comptabilité
booklet	brochure
bookmaker	bookmaker
bookmark	signet
books	livres
bookseller	libraire
bookshop	librairie
bookstore	librairie
bookworm	rat de bibliothèque
boom	boom
boomer	boomer
boomerang	boomerang
booming	en plein essor
boon	aubaine
boooo	NO TRANSLATION
boost	renforcer
booster	booster
boot	démarrage
booth	cabine
bootleg	de contrebande
bootlegger	bootlegger
boots	bottes
booty	butin
booze	biberonner
bop	bop
bopper	bopper
border	frontière
bordering	bordant
borderline	limite
bore	ennuyer
boreal	boréale
bored	ennuyé
boredom	ennui
borer	foreur
boring	ennuyeuse
born	née
boron	bore
borough	arrondissement
borrow	emprunter
borrower	emprunteur
bosom	sein
boss	patron
bossy	autoritaire
boston	Boston
botanical	botanique
botanist	botaniste
botany	botanique
bother	déranger
bothering	déranger
bottle	bouteille
bottleneck	goulot
bottling	embouteillage
bottom	bas
bottomless	sans fond
botulism	botulisme
boulder	rocher
bounce	rebondir
bouncer	videur
bouncy	rebond
bound	lié
boundary	frontière
boundless	sans bornes
bounds	bornes
bountiful	généreux
bounty	prime
bouquet	bouquet
bourbon	Bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	Bourse
bout	combat
boutique	boutique
bouttime	NO TRANSLATION
bovine	bovine
bow	arc
bowed	courbé
bowel	intestin
bowels	intestins
bowl	bol
bowler	melon
bowling	bowling
bowls	boules
box	boîte
boxcar	boxcar
boxer	boxeur
boxers	boxeurs
boxing	boxe
boy	garçon
boycott	boycotter
boyfriend	copain
boyhood	enfance
boyish	de garçon
boysenberry	boysenberry
bozo	bozo
bra	soutien-gorge
brace	entretoise
bracelet	bracelet
braces	bretelles
brachial	brachial
bracket	support
brackets	supports
brackish	saumâtre
brad	Brad
brag	se vanter
braid	tresser
brain	cerveau
brainless	sans cervelle
brains	cerveaux
brainstorm	idée de génie
brainwash	lavage de cerveau
brainy	intelligent
brake	frein
bran	fibre
branch	branche
branching	ramification
brand	marque
brandy	Cognac
brash	impétueux
brass	laiton
brass knuckle	jointure de laiton
brassiere	soutien-gorge
brat	gosse
bratwurst	bratwurst
bravado	bravade
brave	courageux
bravery	bravoure
brawl	bagarre
brawn	brawn
brazen	effronté
breach	violation
bread	pain
breadth	largeur
break	Pause
breakable	cassable
breakaway	Se détacher
breakdown	panne
breaker	briseur
breakers	disjoncteurs
breakfast	déjeuner
breaking and entering	introduction par effraction
breakingnews	dernières nouvelles
breakneck	vertigineux
breakthrough	percée
breakup	rompre
breast	Sein
breath	souffle
breathe	respirer
breather	renifler
breathless	à bout de souffle
breathtaking	Stupéfiant
breech	culasse
breeches	culotte
breed	race
breeder	éleveur
breeding	reproduction
breeze	brise
breezy	frais
brethren	frères
breve	NO TRANSLATION
brevity	brièveté
brew	brasser
brewery	Brasserie
brewing	brassage
briar	bruyère
bribe	pot-de-vin
bribery	corruption
brick	brique
bridal	de mariée
bride	la mariée
bridegroom	jeune marié
bridesmaid	demoiselle d'honneur
bridge	pont
bridle	bride
brief	bref
briefcase	mallette
briefing	briefing
briefly	brièvement
brig	brick
brigade	Brigade
bright	brillant
brighten	éclairer
brightens	éclaircit
brighter	plus lumineux
brightness	luminosité
brilliance	éclat
brilliant	brillant
brim	bord
brimming	débordant
brimstone	soufre
brine	eau salée
bring	apporter
brink	bord
brisk	rapide
brisket	pointe de poitrine
bristle	poil
brittle	fragile
bro	bro
broach	broche
broad	vaste
broadcast	diffuser
broadcasting	diffusion
broaden	élargir
broadside	bordée
broadsword	glaive
brocade	brocart
broccoli	brocoli
brochure	brochure
broil	griller
broke	cassé
broken	cassé
brokenheart	NO TRANSLATION
brokenhearted	cœur brisé
broker	courtier
brokerage	courtage
bromide	bromure
bronco	bronco
bronze	bronze
brooch	broche
brood	nichée
brooding	couvaison
brook	ruisseau
broom	balai
broomstick	balai
broth	bouillon
brothel	maison de prostitution
brother	frère
brotherhood	fraternité
brotherly	fraternel
brow	front
brown	marron
brownstone	grès brun
browse	Feuilleter
brrr	brrr
bruise	bleu
bruising	ecchymoses
brunch	brunch
brunette	brunette
brunt	brunt
brush	brosse
brutal	brutal
brutality	brutalité
brute	brute
brutish	brutal
bubble	bulle
bubbling	bouillonner
bubbly	pétillant
bubonic	bubonique
buck	mâle
buckaroo	Buckaroo
bucket	seau
buckle	Boucle
buckled	voilé
bucko	Bucko
buckshot	chevrotine
buckwheat	sarrasin
bud	bourgeon
buddha	Bouddha
buddhism	bouddhisme
buddhist	bouddhiste
budding	bourgeonnant
buddy	copain
budge	bouger
budget	budget
buff	chamois
buffalo	buffle
buffer	tampon
buffering	mise en mémoire tampon
buffet	buffet
buffoon	bouffon
bug	punaise
bugaboo	croque-mitaine
bugged	buggé
bugger	salaud
buggy	buggy
bugle	clairon
bugler	clairon
build	construire
builder	constructeur
building	bâtiment
buildings	bâtiments
buildup	accumuler
bulb	ampoule
bulbous	bulbeux
bulge	renflement
bulimic	boulimique
bulk	masse
bulkhead	cloison
bulky	volumineux
bull	taureau
bulldog	bouledogue
bulldozer	bulldozer
bullet	balle
bulletin	bulletin
bulletproof	blindé
bullfighter	torero
bullfrog	ouaouaron
bullheaded	décapité
bullhorn	Bullhorn
bullion	bullion
bullock	bœuf
bullpen	enclos
bullshit	connerie
bully	brute
bulwark	rempart
bum	clochard
bumblebee	bourdon
bummed	déçu
bummer	bummer
bump	bosse
bumper	pare-chocs
bumpy	cahoteux
bun	NO TRANSLATION
bunch	bouquet
bundle	paquet
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	oignon
bunk	couchette
bunker	bunker
bunkhouse	dortoir
bunny	lapin
bunt	carie
buoy	bouée
buoyancy	flottabilité
buoyant	flottable
bur	bur
burden	charge
burdened	accablé
burdensome	pénible
bureau	bureau
bureaucracy	bureaucratie
bureaucrat	bureaucrate
bureaucratic	bureaucratique
burger	Burger
burglar	cambrioleur
burglary	cambriolage
burial	enterrement
buried	enterré
burke	burke
burlap	toile de jute
burlesque	burlesque
burly	bourrue
burn	brûler
burned	brûlé
burner	brûleur
burning	brûlant
burnished	bruni
burnout	Burnout
burnt	brûlé
burp	rot
burr	bavure
burrito	burrito
burro	NO TRANSLATION
burrow	terrier
bursary	bourse
burst	éclater
bury	enterrer
bus	autobus
busboy	busboy
bush	buisson
bushel	boisseau
bushy	broussailleux
business	Entreprise
business man	homme d'affaire
businessman	homme d'affaire
businesswoman	NO TRANSLATION
busload	busload
buss	buss
bust	buste
busted	cassé
buster	buster
bustle	agitation
bustling	animé
busy	occupé
busybody	mouche du coche
butane	butane
butcher	Boucher
butler	majordome
butt	bout
butter	beurre
buttercup	renoncule
butterfly	papillon
buttermilk	Babeurre
butterscotch	butterscotch
buttery	de beurre
buttock	fesse
buttocks	fesses
button	bouton
buttress	contrefort
buxom	bien en chair
buy	acheter
buyer	acheteur
buying	achat
buzz	bourdonner
buzzard	buse
buzzed	bourdonné
buzzer	avertisseur sonore
buzzing	bourdonnant
bye	au revoir
bygone	passé
bylaw	arrêté
byline	byline
bypass	contourne
bystander	spectateur
byte	octet
byzantine	byzantin
cab	taxi
cabal	cabale
cabana	cabane
cabaret	cabaret
cabbage	chou
cabbie	cabbie
cabernet	cabernet
cabin	cabine
cabinet	cabinet
cable	câble
caboodle	caboodle
caboose	cambuse
cabriolet	cabriolet
cache	cache
cacophony	cacophonie
cactus	cactus
cad	goujat
cadaver	cadavre
caddie	NO TRANSLATION
caddy	caddie
cadence	cadence
cadet	cadet
cafe	café
cafeteria	cafétéria
caffeine	caféine
cage	cage
cagey	méfiant
cahoots	cahoots
cairn	cairn
cake	gâteau
cakewalk	cakewalk
calamari	Calamari
calamitous	calamiteux
calamity	calamité
calcareous	calcaire
calcium	calcium
calculate	calculer
calculated	calculé
calculating	calculateur
calculation	calcul
calculator	calculatrice
calculus	calcul
calendar	calendrier
calender	NO TRANSLATION
calf	veau
caliber	calibre
calibrate	étalonner
calico	calicot
calipers	étriers
calisthenics	gymnastique suédoise
call	appel
callback	rappeler
caller	votre interlocuteur
calligraphy	calligraphie
calling	appel
callous	insensible
calls	appels
calm	calme
calming	calmant
calmness	calme
caloric	calorique
calorie	calorie
calorimeter	calorimètre
cam	came
camaraderie	camaraderie
camber	courbure
camcorder	caméscope
camel	chameau
cameo	camée
camera	caméra
cameraman	cameraman
camisole	camisole
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	camp
campaign	campagne
campaigner	militant
campaigning	faire campagne
camper	campeur
campfire	feu de camp
camping	camping
campsite	camping
campus	Campus
can	pouvez
can opener	ouvre-boîte
canal	canal
canary	canari
cancel	Annuler
canceling	annuler
cancellation	annulation
