Word	yi
attribution	אַטריביוטיישאַן
attrition	אַטטראַקטיאָן
auburn	אַבערן
auction	ליציטאַציע
auctioneer	auctioneer
audacious	audacious
audacity	אָובאַסאַטי
audible	audible
audience	וילעם
audio	אַודיאָ
audit	קאָנטראָלירן
audition	odition
auditions	auditions
auditor	אַקאַונטאַנט
auditorium	auditorium
auditory	אָדיטאָרי
aught	aught
augment	augment
augmentation	פאַרגרעסערן
august	אויגוסט
aunt	מומע
auntie	טינגז
aura	אַוראַ
aurora	אַוראָראַ
auspices	outpices
auspicious	גילטיק
austere	שטרענג
austerity	שטרענגקייַט
authentic	authentic
authenticate	אָטענטייט
authentication	אָטענטאַקיישאַן
authenticity	אָטענטיסיטי
author	מחבר
authoritative	authoritative
authority	אויטאָריטעט
authorization	דערלויבעניש
authorize	אָטערייזד
authorized	אָטערייזד
authorship	מחבר
autism	אָטיסיסם
autistic	אָטיסטיק
auto	auto
autobiographical	autobiographical
autobiography	אָטאָביאָגראַפי
autocorrect	autocorrect
autocratic	autocratic
autograph	אָטאָגראַף
autographed	autographed
automated	אָטאַמייטיד
automatic	אויטאָמאַטיש
automobile	קאר
automotive	אָטאַמאָוטיוו
autonomy	זעלבסט - פאַרוואַלטונג
autopilot	autopilot
autopsy	אָטאַפּסי
autumn	האַרבסט
auxiliary	אַגזיליערי
avail	avail
availability	אַוויילאַביליטי
available	בנימצא
avalanche	לאַווינע
avarice	avarice
avatar	avatar
avenge	אננעמען
avenger	אַווענגער
avenging	avenging
avenue	אַוועניו
aver	NO TRANSLATION
average	דורכשניטלעך
aversation	NO TRANSLATION
averse	Averse
averseness	NO TRANSLATION
aversion	aversion
avert	Avert
aviary	אַוויאַרי
aviation	aviation
aviator	אַוויאַטאָר
avid	אַוויד
avocado	אַוואָקאַדאָ
avoid	ויסמייַדן
avoidance	avoidance
avoiding	avoiding
await	דערוואַרטן
awake	awake
awaken	וועקן זיך
awakening	אַוואַקענינג
award	award
awards	אַוואַרדס
aware	aware
awareness	וויסיקייַט
awe	NO TRANSLATION
awed	awed
awesome	awesome
awesomeness	awesomeness
awestruck	awestruck
awful	שרעקלעך
awkward	ומגעלומפּערט
awkwardness	awkwardness
awning	אַוונינגס
awry	awry
axe	האַק
axial	אַקסיאַל
axiom	אַקסיאָם
axiomatic	אַקסיאָמאַטיק
axis	אַקס
axle	אַקס
ay	ay
aye	יי
azimuth	azimuth
azure	azure
babble	פּלאַפּלען
babbling	babbling
babe	babe
baboon	באַבאָאָן
baby	בעיבי
babysit	בייביסיט
babysitter	בייביסיטער
baccalaureate	Baccalaureate
baccarat	באַקקאַראַט
bachelor	באָכער
bachelorette	באַטשעלאָרעטטע
back	צוריק
backboard	backboard
backbone	backbone
backdoor	אינטערשטע טיר
backdrop	backdrop
backer	באַקער
backfire	באַקפייר
backgammon	באַקקגאַממאָן
background	background
backhand	באַקכאַנד
backhoe	באַקכאָע
backoff	backoff
backpack	backpack
backpacker	backpacker
backroom	באַקראָאָם
backseat	backseat
backside	backside
backtrack	backtrack
backup	backup
backward	צוריק
backwardness	backwardness
backwards	backwards
backwater	באַקוואָטער
backwoods	באַקווודז
backyard	באַקיאַרד
bacon	בייקאָן
bacteria	באַקטיריאַ
bacterial	באַקטיריאַל
bacterium	באַקטיריאַ
bad	שלעכט
badass	badass
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	badge
badger	badger
badhabit	NO TRANSLATION
badly	badly
badness	badness
baffle	baffle
baffled	baffled
bag	זעקל
bagel	bagel
baggage	באַגאַזש
baggie	באַגי
baggy	באַגי
bagman	bagman
bagpipes	זעקלפּיפּס
bail	בייל
bailiff	באַיליפף
bait	קיט
bake	באַקן
bakery	בעקערייַ
baking	באַקינג
bal	NO TRANSLATION
balance	וואָג
balanced	balanced
balcony	באַלקאָן
bald	ליסע
balding	balding
baldy	baldy
bale	bale
balk	בייק
ball	פּילקע
ballad	באַלאַד
ballast	באַלאַסט
ballerina	ballerina
ballet	באַלעט
ballgame	ballgame
ballistic	ballistic
ballistics	ballistics
balloon	באַלאָן
ballot	שטימע
ballpark	פּילקע פּאַרק
ballplayer	ballplayer
ballpoint	ballpoint
ballroom	טאַנצפּלאַץ
ballsy	ballsy
balm	באַלזאַם
balmy	באַלזאַם
balsam	באַלזאַם
balsamic	באָלסאַמיק
bam	bam
bamboo	באַמבו
ban	NO TRANSLATION
banana	באַנאַנע
band	באַנד
bandage	באַנדאַזש
bandanna	bandanna
bandit	באַנדיט
bandstand	באַנדאַנד
bandwagon	באַנדוואַגאַן
bandwidth	באַנדווידט
bane	bane
bang	קלאַפּ
banger	banger
banish	פאַרטיידיקן
banished	banished
banishment	באַנישמאַנט
banister	בענאַס
banjo	באַנזשאָו
bank	באַנק
banker	באַנקיר
banking	באַנקינג
bankroll	bankroll
bankrupt	באַנגקראַפּט
bankruptcy	באַנקראָט
banner	פאָן
banquet	באַנקעט
banshee	banshee
banter	באַנטער
banzai	NO TRANSLATION
baptism	באַפּטיזאַם
baptismal	baptismal
baptize	באַפּטייז
bar	באַר
barb	barb
barbarian	באַרבעריאַן
barbaric	באַרבאַריק
barbarism	באַרבאַריסם
barbecue	באַרביקיו
barbed	barbed
barber	שערער
barbershop	שערער
barbie doll	באַרבי ליאַלקע
bard	באַרנע
bare	נאַקעט
bareback	bareback
barefoot	barfuot
barely	קוים
barf	NO TRANSLATION
bargain	bargain
bargaining	bargaining
barge	barge
baritone	באַריטאָן
barium	באַריום
bark	באָרד
barkeep	באַרקאָדע
barks	באַרקס
barley	גערשטן
barmaid	באַרמאַיד
barman	באַרמאַן
barn	שפּייַכלער
barnacle	באַרנאַק
barney	באַרני
barnyard	באַרניאַרד
barometer	באַראָמעטער
baron	באַראָן
baroness	באַראָנאַס
baroque	Baroque
barrack	barrack
barracuda	barracuda
barrage	barrage
barred	באַרעד
barrel	פאַס
barren	ומפרוכפּערדיק
barricade	באַרריקאַדע
barrier	barrier
barring	barring
barrister	barrister
barroom	באַרום
barrow	barrow
bartender	באַרשענקער
barter	ויסבייַטן
base	base
baseball	בייסבאָל
baseball bat	בעיסבאל שטעקן
baseboard	baseboard
baseless	בייזלאַס
baseline	baseline
baseman	בייסמאַן
basement	קעלער
bases	באַסעס
bash	באַש
bashful	bashful
basic	basic
basics	basics
basil	באַסיל
basilica	באַסיליקאַ
basin	בעקן
basis	base
bask	באַסק
basket	קאָרב
basketball	קוישבאָל
bass	באַס
bass guitar	באַס גיטאַרע
basso	NO TRANSLATION
bassoon	פאָוגהץ
bastard	מחוצף
bastarding	bastarding
bastards	באַסטאַרדס
bastion	באַסטשאַן
bat	פלעדערמויז
batch	פּעקל
batching	באַטשינג
bate	NO TRANSLATION
bath	bath
bathe	באָדן
bathhouse	bathhouse
bathing	bathing
bathrobe	באָדכאַלאַט
bathroom	קלאָזעט
bathtub	וואַנע
bathymetry	bathymetry
baton	baton
battalion	באַטאַליאַן
batter	טייג
battered	באַטערד
battering	באַטערי
battery	באַטאַרייע
battle	שלאַכט
battled	battled
battlefield	באַטאַלפילד
battleground	באַטאַלפילד
battlements	באַטאַלמאַנץ
battleship	באַטאַלשיפּ
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	bay
bayonet	בייאָנעט
bayou	bayou
bazaar	באַזאַר
bazooka	באַזוקאַ
bday	bday
be	be
beach	ברעג
beaches	ביטשיז
beacon	beacon
bead	קרעל
beading	בעאַדינג
beads	קרעלן
beady	beady
beagle	beagle
beak	שנאָבל
beaker	בעקער
beam	beam
beaming	beaming
bean	בעבל
beanbag	באָנבאַג
beanie	beanie
bear	בער
bearable	צוגעשטעלט
beard	באָרד
bearded	בירדעד
bearer	טרעגער
bearing	bearing
bearings	בערינגז
bearish	בערזע טראַדינג קאָנקלוסיאָן: bearish
bearskin	bearskin
beast	beast
beastly	beastly
beat	beat
beaten	געשלאגן
beater	ביטטער
beating	ביטינג
beatnik	ביטניק
beau	beau
beautification	beautification
beautiful	שיין
beautify	beautify
beauty	שיינקייט
beaver	ביווער
bebop	bebop
beck	בעק
beckon	בעקאָן
become	ווערן
bed	בעט
bedding	בעטגעוואַנט
bedpan	טעפּעך
bedrock	בעדראַק
bedroom	שלאָפצימער
bedside	בעדסייד
bedspread	בעדספּרעאַד
bedtime	בעדטיים
bee	בי
beef	רינדערנס
beefsteak	ביפסטייק
beehive	בינשטאָק
beep	ביפּ
beeper	ביפּער
beer	ביר
bees	ביז
beeswax	בעעסוואַקס
beetle	זשוק
befall	befall
befitting	ביפיטינג
befriend	באַקלאָגנ זיך
befuddled	פראָדאַלד
beg	בעט
beggar	בעטלער
begging	בעגינג
begin	begin
beginner	אָנהייבער
beginning	אָנהייב
beginnings	אָנהייב
begrudge	וואוילגעפעלן
begun	אנגעהויבן
behappy	NO TRANSLATION
behave	פירן
behavior	נאַטור
behavioral	פּראַקטיש
behemoth	behemoth
behest	וועט
behold	זע
beholden	געהאָלפֿן
beholder	באָכער
beige	beige
belated	פאַרשפּרייטונג
belay	belay
belch	בעלטש
belief	גלויבן
believable	גלויבן
believe	גלויבן
believed	believed
believer	גלויבן
believing	גלויבן
belittle	יבעריק
belittled	בעליטטלעד
bell	גלאָק
bellboy	באָלבוי
bellhop	בעללאָפּ
belligerent	belligerent
bellman	באָלמאַן
bellow	באָלל
bellows	בעלז
belly	בויך
bellybutton	bellybutton
bellyful	באַלליפול
belong	געהערן
belongings	פאַרמעגן
beloved	באַליבט
belt	גאַרטל
beluga	beluga
bemused	bemused
bench	באַנק
bend	בייגן
bender	בענדער
bending	בענדינג
beneath	ונטער
benedictory	benedictory
benefactor	בענאַפאַקטער
beneficial	וווילטויק
beneficiary	בענאַפישיער
benefit	נוץ
benevolence	benevolence
benevolent	געזונט
benign	געזונט
bent	bent
benzene	בענזין
bequeath	באַקלאָגנ זיך
bequest	bequest
bereaved	בעריד
bereavement	bereavement
bereft	באַצאָלט
beret	בערעט
bergamot	בערגאַמאָט
berlin	berlin
berserk	berserk
berth	באַרט
beryllium	beryllium
beseech	beseech
beset	beset
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	bestfriends
bestial	bestial
besties	בירדז
bestow	באקענען
bestseller	bestseller
bet	געוועט
beta	ביתא
betray	אַרויסגעבן
betrayal	ביטול
betrayed	פארברענט
betrothed	פאַרקנאַסט
betterment	improvement
betting	בעטינג
betty	בעטי
bevel	בעוואַל
beverage	בעוועראַגע
bevy	bevy
beware	היט אייך
bewilder	bewilder
bewildered	bewildered
bewilderment	bewilderment
bias	פאָרורטייל
biased	בייאַסט
bib	ביב
bible	ביבל
biblical	ביבליאָטעק
bibliography	bibliography
bicarbonate	ביקאַרבאָנאַטע
bicentennial	bicentennial
biceps	ביסעפּץ
bicker	bicker
bickering	bickering
bicolor	bicolor
bicycle	וועלאָסיפּעד
bid	bid
bidder	bidder
bidding	בידדינג
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	גרויס
bigamy	bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	ביגהאָרן
bigmouth	גרויסע מויל
bigot	bigot
bigoted	bigoted
bigotry	ביאָאָטרי
bike	בייק
biker	בייקער
bikini	ביקיני
bilateral	ביילאַטעראַל
bilayer	bilayer
bile	ביל
bilge	bilge
bilingual	bilingual
bill	רעכענונג
billboard	בילבאָרד
billet	בילעט
billiard	ביליערד
billiards	ביליערדז
billing	בילינג
billion	ביליאָן
billionaire	ביליאַנער
billy	בילי
bimbo	בימבאָו
bimonthly	בימאָנטהלי
bin	בין
binary	ביינערי
bind	bind
binder	בינדער
bindery	בינדערי
binding	בינדן
bing	bing
binge	binge
bingo	bingo
binocular	בינאָקולאַר
binoculars	באַנאַקיאַלערז
binomial	binomial
bio	ביאָ
biochemical	בייאָוקעמאַקאַל
biochemist	בייאָוקעמאַסט
biochemistry	בייאָוקעמאַסטרי
biogenesis	ביאָגענעסיס
biographer	ביאָגראַף
biography	ביאגראפיע
biological	בייאַלאַדזשיקאַל
biologist	ביאָלאָגיסט
biology	ביאָלאָגי
bionic	ביאָניק
biopsy	ביאָפּסי
biosphere	ביאָספערע
bipartite	ביפּאַרטיטע
bipolar	bipolar
birch	בערעזע
bird	פויגל
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	געבורט
birthday	דיין געבורסטאָג
birthing	געבורטס
birthmark	געבורטמאַרק
birthplace	געבורטפּלייס
birthright	בערטטריקט
bis	NO TRANSLATION
biscuit	ביסקויט
bisexual	בייסעקשאַל
bishop	bishop
bison	ביסאָן
bisque	בייק
bistro	ביסטראָו
bit	ביסל
bitch	bitch
bitchy	bitchy
bite	ביט
biter	NO TRANSLATION
bitsy	bitsy
bitter	ביטער
bitterly	ביטער
bitterness	פארביטערונג
bittersweet	bittersweet
bitty	ביטי
bitumen	bitumen
biweekly	צווייענדיק
biz	ביז
bizarre	bizarre
blab	בלאַב
blabbermouth	blabbermouth
black	שוואַרץ
black snake	שוואַרץ שלאַנג
blackberry	Blackberry
blackbird	blackbird
blackboard	blackboard
blacken	שווארצע
blackface	blackface
blackjack	בלאַקדזשאַק
blacklist	בלאַקליסט
blackmail	blackmail
blackmailer	blackmailer
blackness	שווארצע
blackout	blackout
blacksmith	שמיד
bladder	פּענכער
blade	בלייד
blame	באַשולדיקן
blameless	אוממעגלעך
bland	בלאַנד
blank	ליידיק
blanket	blanket
blare	בלער
blase	NO TRANSLATION
blasphemous	בלאַספאַמאַס
blasphemy	בלאַספאַמי
blast	בלאַסט
blaster	בלאַסטער
blastoff	בלאַסטאָפף
blatant	blatant
blather	בלאָטע
blaze	בלייז
blazer	בלאַזער
blazing	בלייזינג
bleach	bleach
bleak	bleak
bleed	בלוט
bleeder	bleeder
bleeding	בלידינג
bleep	בליאַקירן
blemish	ויסמעסטונג
blemished	blemished
blend	צונויפגיסן
blender	בלענדער
blending	blending
bless	בענטשן
blessed	ברוך
blessing	בענטשונג
blessings	blessings
bleu	bleu
blight	בלייט
blighted	בליידיד
blimp	בלימינג
blind	בלינד
blinded	בלינד
blindfold	blindfold
blindfolded	blindfolded
blinding	בליינדינג
blindly	בליינדלי
blindness	בלינדקייט
blink	blink
blip	blip
bliss	פרייד
blissful	בליספאַל
blister	בלאָטער
blistering	בליסטערינג
blitz	בליץ
blizzard	זאַווערוכע
bloat	בלאָוט
bloated	בלאָוטיד
blob	בלאָב
block	block
blockade	בלאַקייד
blockage	בלאַקידזש
blockbuster	blockbuster
blockhead	blockhead
blog	בלאָג
bloke	בלאָק
blond	בלאָנדע
blonde	בלאָנדע
blood	בלוט
bloodbath	בלאַדבאַט
bloodhound	בלאָאָטהאָונד
bloodless	בלאָאָמלעסס
bloodline	bloodline
bloodshed	בלאָאָדשעד
bloodshot	בלאָאָדשאָט
bloodstream	בלאָאָדסטרעאַם
bloodthirsty	בלאַדטערסטי
bloody	בלאַדי
bloom	בליען
