Word	fy
bearable	draaiber
beard	burd
bearded	bearded
bearer	tredde
bearing	lager
bearings	lagen
bearish	bearish
bearskin	bearskin
beast	bist
beastly	tebek
beat	slaan
beaten	beaten
beater	beater
beating	beaten
beatnik	beatnik
beau	beau
beautification	beautification
beautiful	moai
beautify	beautify
beauty	skientme
beaver	beaver
bebop	bebop
beck	beck
beckon	beckon
become	wurde
bed	bêd
bedding	bedding
bedpan	bedpan
bedrock	bedrock
bedroom	sliepkeamer
bedside	bedside
bedspread	bedspread
bedtime	bedtime
bee	bee
beef	beef
beefsteak	byfstik
beehive	beehive
beep	beep
beeper	beeper
beer	bier
bees	bijen
beeswax	bijen
beetle	beetle
befall	befall
befitting	befitting
befriend	befriend
befuddled	befuddele
beg	beg
beggar	bidler
begging	begjinne
begin	begjinne
beginner	beginner
beginning	begjin
beginnings	begjinings
begrudge	begrudje
begun	begjinne
behappy	NO TRANSLATION
behave	behannelje
behavior	hâlden en dragen
behavioral	gedrach
behemoth	behemoth
behest	beharkje
behold	sjoch
beholden	beholden
beholder	beholder
beige	beige
belated	belated
belay	belay
belch	belch
belief	leauwe
believable	fertsjinne
believe	leauwe
believed	leauwe
believer	believer
believing	leauwe
belittle	belittle
belittled	belittled
bell	Bel
bellboy	bellboy
bellhop	bellhop
belligerent	belligerjend
bellman	bellman
bellow	bellow
bellows	bellen
belly	liif
bellybutton	bellybutton
bellyful	bellyful
belong	harkje
belongings	besittingen
beloved	beloved
belt	belt
beluga	beluga
bemused	bemused
bench	bank
bend	bend
bender	bender
bending	bûge
beneath	ûnder
benedictory	benediktory
benefactor	benefactor
beneficial	beneficial
beneficiary	beneficiary
benefit	foardiel
benevolence	wolwêzen
benevolent	geweldich
benign	goed
bent	bûn
benzene	benzene
bequeath	bequeath
bequest	bequest
bereaved	ferlitten
bereavement	ferried
bereft	fertelt
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	beryllium
beseech	beseech
beset	beset
bestdayever	bêste dei ea
bestfeeling	bestfeeling
bestfriends	bêste freonen
bestial	bestial
besties	besties
bestow	ferjaan
bestseller	bestseller
bet	weddenskip
beta	beta
betray	ferriede
betrayal	ferrassing
betrayed	ferrette
betrothed	fergees
betterment	bettering
betting	Wetten
betty	betty
bevel	bevel
beverage	drank
bevy	bevy
beware	beware
bewilder	bewilder
bewildered	ferwûnen
bewilderment	bewildering
bias	bias
biased	foarsteld
bib	bib
bible	bibel
biblical	bibel
bibliography	bibliografy
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	biker
bickering	brakering
bicolor	bicolor
bicycle	fyts
bid	hjitte
bidder	biedwurd
bidding	biedt
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcaasje
big	grut
bigamy	bigamy
bigday	grutte dei
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	grutte Hoarne
bigmouth	grutte mûle
bigot	bigot
bigoted	groeide
bigotry	bigotry
bike	fyts
biker	biker
bikini	bikini
bilateral	bilateraal
bilayer	bilayer
bile	bile
bilge	bilge
bilingual	twatalich
bill	bill
billboard	billboard
billet	billet
billiard	billiard
billiards	biljert
billing	billing
billion	miljard
billionaire	biljert
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binary
bind	bine
binder	binder
bindery	bindery
binding	binding
bing	bing
binge	binge
bingo	bingo
binocular	binokular
binoculars	binokulieren
binomial	binomial
bio	bio
biochemical	biogemyske
biochemist	biochemist
biochemistry	biogemy
biogenesis	biogenesis
biographer	biograaf
biography	biografy
biological	biologysk
biologist	biolooch
biology	biology
bionic	bionysk
biopsy	biopsie
biosphere	biosphere
bipartite	bipartite
bipolar	bipolar
birch	birke
bird	fûgel
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	berte
birthday	jierdei
birthing	berne
birthmark	birthmark
birthplace	berteplak
birthright	birthright
bis	NO TRANSLATION
biscuit	biskuit
bisexual	bisexual
bishop	biskop
bison	bizon
bisque	boek
bistro	bistro
bit	bit
bitch	bitch
bitchy	bitchy
bite	bite
biter	NO TRANSLATION
bitsy	bitsy
bitter	bitter
bitterly	bitterly
bitterness	ferbittering
bittersweet	bittersweet
bitty	bitty
bitumen	bitumen
biweekly	twaweekly
biz	biz
bizarre	bizarre
blab	blab
blabbermouth	blabbermouth
black	swart
black snake	swarte slang
blackberry	toarnbei
blackbird	blackbird
blackboard	blackboard
blacken	swart
blackface	blackface
blackjack	blackjack
blacklist	blacklist
blackmail	swart
blackmailer	blackmailer
blackness	swartens
blackout	swart
blacksmith	smid
bladder	blaas
blade	blêd
blame	skuld
blameless	ûnbeskoft
bland	blauwe
blank	leech
blanket	tekken
blare	blaze
blase	NO TRANSLATION
blasphemous	blasphemous
blasphemy	blasphemy
blast	blast
blaster	blaster
blastoff	blastoff
blatant	blatend
blather	blaast
blaze	blaze
blazer	blazer
blazing	lizzen
bleach	bleek
bleak	bleak
bleed	bliede
bleeder	bleeder
bleeding	Bliedend
bleep	bliid
blemish	smet
blemished	bliuwt
blend	blende
blender	blender
blending	bliuwt
bless	seinigje
blessed	sillich
blessing	segen
blessings	blessingen
bleu	bleu
blight	bliuw
blighted	bliuwde
blimp	blimp
blind	blyn
blinded	bliuwde
blindfold	blindfold
blindfolded	blindfolded
blinding	bliuwend
blindly	bliuwend
blindness	blinens
blink	blinkje
blip	blip
bliss	bliid
blissful	blissich
blister	blier
blistering	blistering
blitz	blitz
blizzard	sniejacht
bloat	bloat
bloated	bloed
blob	blob
block	blok
blockade	blokkade
blockage	blokkearje
blockbuster	blockbuster
blockhead	blockhead
blog	blog
bloke	blokke
blond	blond
blonde	blonde
blood	bloed
bloodbath	bloedbad
bloodhound	bloedhûn
bloodless	bloedless
bloodline	bloedline
bloodshed	bloed
bloodshot	bloedshot
bloodstream	bloedstream
bloodthirsty	bloedige
bloody	bloedich
bloom	bloeie
bloomers	bloeiers
blooming	bloeie
blossom	bloei
blot	bloed
blotched	blotched
blotter	blotter
blouse	blûze
blow	blaze
blower	blower
blowfish	blowfish
blowing	blaze
blowjob	blowjob
blown	blaze
blowout	útbrekke
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	blau
blue spruce	blauwe fisk
blueberry	blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	blueprint
blues	blues
bluff	bluff
bluish	bloei
blunder	blunder
blunt	blunt
blur	blur
blurred	blierde
blurry	bliuw
blurt	bliuwt
blush	blush
blushing	bliuwt
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boar
board	board
board game	boerdspul
boarder	NO TRANSLATION
boarding	boarding
boardroom	boardroom
boards	boards
boardwalk	boardwalk
boast	swetse
boastful	baas
boasting	praat
boat	boat
boathouse	boatsje
boating	boaten
boatload	boatload
boatman	boatman
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	miel
bodily	kjeld
body	lichem
bodyguard	lichaam
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	bogus
bohemian	Bohemian
boil	siede
boiler	boiler
boilerplate	boilerplate
boiling	boiling
boisterous	bjusterbaarlik
bold	fet
boldness	frijwat
bollocks	bollocks
bolster	bolster
bolt	bolt
bolus	bolus
bomb	bom
bombard	bombardearje
bombardier	bombardier
bombardment	bombardemint
bombed	bombardearre
bomber	bommewerper
bombers	bommesmiter
bombing	bombardearje
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	obligaasje
bondage	bondage
bonding	bonding
bonds	bonds
bondsman	bûnsman
bone	bonke
bonehead	bonehead
boner	boner
bones	bone
bonfire	feest
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	boek
bookcase	bookcase
bookie	boekje
booking	biedingen
bookish	boekje
bookkeeper	boekhâlder
bookkeeping	boekhâlding
booklet	boekje
bookmaker	boekmakker
bookmark	blêdwizer
books	boeken
bookseller	boeken
bookshop	bookshop
bookstore	boekwinkel
bookworm	bookworm
boom	boom
boomer	boomer
boomerang	boomerang
booming	boomen
boon	boon
boooo	NO TRANSLATION
boost	boost
booster	booster
boot	boot
booth	boete
bootleg	bootleg
bootlegger	bootlegger
boots	boots
booty	booty
booze	booze
bop	bop
bopper	bopper
border	grins
bordering	grinzen
borderline	borderline
bore	bore
boreal	boreal
bored	bang
boredom	ferfeling
borer	boarre
boring	ferfeelsum
born	berne
boron	boron
borough	borough
borrow	liene
borrower	borrower
bosom	bosom
boss	baas
bossy	bossy
boston	boston
botanical	botanysk
botanist	botanist
botany	botany
bother	lêst
bothering	stjerre
bottle	flesse
bottleneck	bottleneck
bottling	bottelje
bottom	boaiem
bottomless	sûnder sûnens
botulism	botulisme
boulder	boulder
bounce	bounce
bouncer	bouncer
bouncy	bouncy
bound	bûn
boundary	skieding
boundless	sûnder sûnens
bounds	bûnen
bountiful	bountiful
bounty	bounty
bouquet	bouquet
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	Bourgeoisie
bourse	bourse
bout	bout
boutique	boutique
bouttime	bouttime
bovine	bovine
bow	bôge
bowed	bûge
bowel	darm
bowels	tsjuster
bowl	kom
bowler	bowler
bowling	Bowling
bowls	bowls
box	doaze
boxcar	boxcar
boxer	bokser
boxers	boxers
boxing	boksen
boy	jonge
boycott	boykott
boyfriend	freon
boyhood	jonge
boyish	jonge
boysenberry	boysenberry
bozo	bozo
bra	beha
brace	helm
bracelet	bracelet
braces	bûgel
brachial	brachial
bracket	klokje
brackets	klokken
brackish	brackish
brad	brad
brag	brag
braid	braid
brain	harsens
brainless	brainless
brains	harsens
brainstorm	brainstorm
brainwash	brainwash
brainy	brainy
brake	rem
bran	brân
branch	tûke
branching	ôfbrekke
brand	merk
brandy	brandewyn
brash	brêch
brass	koper
brass knuckle	brass knokke
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	moedich
bravery	bravery
brawl	brawl
brawn	brawn
brazen	hurde
breach	breach
bread	bôle
breadth	breedte
break	brekke
breakable	ôfbrekke
breakaway	útbrekke
breakdown	breakdown
breaker	breaker
breakers	breakers
breakfast	moarnsiten
breaking and entering	brekke en ynkomt
breakingnews	brekkend nijs
breakneck	breakneck
breakthrough	trochbraak
breakup	útmeitsje
breast	boarst
breath	azem
breathe	sykhelje
breather	breather
breathless	atmei
breathtaking	atletyk
breech	breech
breeches	breeches
breed	ras
breeder	breeder
breeding	breeding
breeze	breeze
breezy	breezy
brethren	bruorren
breve	NO TRANSLATION
brevity	koartsein
brew	brew
brewery	bierbrouwerij
brewing	brewing
briar	briar
bribe	bribe
bribery	bribery
brick	bakstien
bridal	bridal
bride	breid
bridegroom	bridegroom
bridesmaid	bridesmaid
bridge	brêge
bridle	bridle
brief	koart
briefcase	briefcase
briefing	briefing
briefly	koart
brig	brig
brigade	brigade
bright	helder
brighten	ferheegje
brightens	bliuwt
brighter	heller
brightness	helderheid
brilliance	brilliance
brilliant	briljant
brim	brim
brimming	brimmen
brimstone	brimstone
brine	Soleil
bring	bringe
brink	brink
brisk	brisk
brisket	brisket
bristle	bristle
brittle	brittle
bro	bro
broach	broach
broad	breed
broadcast	útstjoere
broadcasting	útstjoering
broaden	ferbrekke
broadside	breed
broadsword	breedtswurd
brocade	brocade
broccoli	broccoli
brochure	folder
broil	breil
broke	brutsen
broken	brutsen
brokenheart	NO TRANSLATION
brokenhearted	brutsen hert
broker	broker
brokerage	brokerage
bromide	bromide
bronco	bronco
bronze	brûns
brooch	spjelde
brood	brood
brooding	brooding
brook	beek
broom	broom
broomstick	broomstik
broth	broth
brothel	brothel
brother	broer
brotherhood	broerheid
brotherly	broer
brow	brou
brown	brún
brownstone	brownstone
browse	blêdzje
brrr	brrr
bruise	bruise
bruising	bruising
brunch	brûns
brunette	brunette
brunt	brunt
brush	boarst
brutal	brutaal
brutality	brutaliteit
brute	brute
brutish	brutich
bubble	bubble
bubbling	bubbling
bubbly	foardiel
bubonic	bubonic
buck	bakte
buckaroo	buckaroo
bucket	amer
buckle	buckle
buckled	bakte
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	bud
buddha	buddha
buddhism	Bûdisme
buddhist	buddhist
budding	budding
buddy	buddy
budge	stean
budget	begrutting
buff	buff
buffalo	buffalo
buffer	buffer
buffering	buffering
buffet	buffet
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	bouwe
builder	bouwer
building	gebou
buildings	gebouwen
buildup	opbouwe
bulb	bulb
bulbous	bulbous
bulge	bulge
bulimic	bulimisch
bulk	bulk
bulkhead	bulkhead
bulky	bulky
bull	bolle
bulldog	bulldog
bulldozer	bulldozer
bullet	kûgel
bulletin	bulletin
bulletproof	bulletproof
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	bullion
bullock	bullock
bullpen	bullpen
bullshit	bullshit
bully	bully
bulwark	bulwark
bum	bom
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	bop
bumper	bumper
bumpy	bomp
bun	NO TRANSLATION
bunch	bûn
bundle	bondel
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	bunt
buoy	buoy
buoyancy	buoyancy
buoyant	buoyant
bur	bur
burden	burden
burdened	burdened
burdensome	lasterich
bureau	bureau
bureaucracy	bureaucracy
bureaucrat	bureaucrat
bureaucratic	bureaucratic
burger	burger
burglar	burglar
burglary	burglary
burial	begraffenis
buried	begroeven
burke	Burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	brânzje
burned	ferbaarnd
burner	burner
burning	brenge
burnished	bouwe
burnout	burnout
burnt	ferbrâne
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bursary
burst	burst
bury	begrave
bus	bus
busboy	busboy
bush	bush
bushel	bushel
bushy	bushy
business	bedriuw
business man	NO TRANSLATION
businessman	sakeman
businesswoman	sakefrou
busload	busload
buss	buss
bust	bust
busted	busted
buster	buster
bustle	hurd
bustling	hurd
busy	drok
busybody	busybody
butane	Butane
butcher	slachter
butler	Butler
butt	butt
butter	bûter
buttercup	buttercup
butterfly	flinter
buttermilk	buttermilk
butterscotch	Butterscotch
buttery	buttery
buttock	buttock
buttocks	felsen
button	knop
buttress	buttress
buxom	buxom
buy	keapje
buyer	keaper
buying	te keapjen
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	buzzing
bye	doei
bygone	trochgean
bylaw	bylaw
byline	byline
bypass	bypass
bystander	bystander
byte	byte
byzantine	Byzantynsk
cab	cab
cabal	cabal
cabana	cabana
cabaret	kabaret
cabbage	koal
cabbie	cabbie
cabernet	cabernet
cabin	kabine
cabinet	kabinet
cable	kabel
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	kaktus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	kaddy
cadence	kadence
cadet	cadet
cafe	kafee
cafeteria	cafeteria
caffeine	kafee
cage	cage
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	cake
cakewalk	cakewalk
calamari	calamari
calamitous	kalamitus
calamity	kalamiteit
calcareous	kalkke
calcium	kalzium
calculate	rekkenje
calculated	berekkene
calculating	berekkenje
calculation	berekkening
calculator	kalkulator
calculus	kalkulaasje
calendar	kalinder
calender	NO TRANSLATION
calf	keal
caliber	kaliber
calibrate	kalibrearje
calico	calico
calipers	kalinder
calisthenics	kalisthenics
call	belje
callback	Callback
caller	oanfreegje
calligraphy	kalligrafy
calling	oproppe
callous	kâld
calls	ropt
calm	kalm
calming	kalming
calmness	kalm
caloric	kalorik
calorie	kalory
calorimeter	kalorimeter
cam	cam
camaraderie	kamaraderie
camber	camber
camcorder	camcorder
camel	kamiel
cameo	komeo
camera	kamera
cameraman	kameraman
camisole	camisole
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	kamp
campaign	kampanje
campaigner	kampanje
campaigning	kampanje
camper	camper
campfire	campfire
camping	camping
campsite	kampearterrein
campus	kampus
can	kinne
can opener	kin iepenje
canal	kanaal
canary	kanary
cancel	ôfbrekke
canceling	ôfbrekke
cancellation	ôfskriuwing
cancer	kanker
candid	iepen
candidacy	kandidatuer
candidate	kandidaat
candied	kandied
candle	kears
candlelight	candlelight
candles	kearsen
candlestick	kandlestick
candor	kandoar
candy	sûkelade
cane	gongelstok
canine	hynder
canister	kanon
canker	canker
cannabis	cannabis
canned	kanaal
cannibal	kanibal
cannibalism	kanibalisme
canning	kanaal
cannon	kanon
cannonball	cannonball
canoe	kano
canon	kanon
canonical	kanonisch
canons	kanons
canopy	canopy
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	kantine
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	kantine
canto	NO TRANSLATION
canton	kanton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	doek
canvass	NO TRANSLATION
canyon	Canyon
cap	hoed
capability	bekwamens
capable	goed
capacity	kapasiteit
cape	kaap
caper	caper
capillary	kapillêre
capital	haadstêd
capitalism	kapitalisme
capitalist	kapitalist
capitalize	capitalize
capitals	haadstêden
capitation	capitation
capitol	capitol
capitulation	kapitulaasje
cappuccino	cappuccino
caprice	caprice
capricious	leuk
caps	haadletters
capslock	capslock
capsule	kapsule
captain	kaptein
caption	titel
captivate	fermogje
captivating	folslein
captive	finzene
captivity	finzenskip
captor	captor
capture	capture
car	auto
caramel	karamel
carat	karat
caravan	karavan
carbon	koalstof
carburetor	fergader
carcass	karkas
carcinoma	karzinom
card	Kaart
cardboard	karton
cardiac	hertlik
cardigan	stokje
cardinal	kardinaal
cardiologist	kardiolooch
cardiology	kardiology
cardiomyopathy	kardiomyopaty
cards	kaarten
care	soarch
career	karriêre
carefree	carefree
careful	foarsichtich
carefully	goed
careless	achteleas
carelessness	ûngelokens
caress	loket
caret	caret
caretaker	foarsitter
cargo	lading
caribou	caribou
caricature	karikatuer
caries	karies
caring	soargje
carjack	autodieverij
carnage	wapens
carnal	fleis
carnation	nuttich
carnival	karnaval
carnivorous	fleantúch
carol	carol
carols	karols
carousel	carousel
carp	karp
carpal	karpal
carpenter	timmerman
carpentry	timmerwurk
carpet	kleed
carpeting	bedriuw
carpool	carpool
carriage	rydtúch
carried	troud
carrier	trainer
carrot	karrot
carry	drage
carrying	Wetter - Agrarwetter
carsick	carsick
cart	karre
carte	NO TRANSLATION
cartel	cartel
carter	carter
cartilage	cartilage
cartographic	kartografysk
cartography	kartografy
carton	Karton
cartoon	cartoon
cartouche	NO TRANSLATION
cartridge	cartridge
carve	skerp
carver	carver
carving	karving
cascade	cascade
case	rjochtsaak
casein	casein
cash	cash
